ERR1913222.220__1.220	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913222.78048__1.78048	901__B6WVJ0__BHW59_08380
ERR1913222.78138__1.78138	39485__A0A174ZNZ2__ERS852492_02345
ERR1913222.78219__1.78219	1262886__R6QHZ9__BN563_00710
ERR1913222.78359__1.78359	410072__A0A3E4GT65__ERS852574_02325
ERR1913222.78771__1.78771	39485__A0A174YZE2__spoIIE
ERR1913222.78930__1.78930	165179__D1P8V8__DXC61_01940
ERR1913222.79098__1.79098	33039__A0A174XLA4__araR
ERR1913222.79457__1.79457	165179__A0A3E5AF88__DXC61_14960
ERR1913222.79942__1.79942	1472761__GCA_002159295.1_00744
ERR1913222.80207__1.80207	165179__R6C3K4__PREVCOP_05795
ERR1913222.80341__1.80341	28118__F9Z4Y7__DF785_06945
ERR1913222.80621__1.80621	45851__D4RZ27__BHV86_03325
ERR1913222.80576__1.80576	165179__A0A3E5DN34__DXC61_07865
ERR1913222.80827__1.80827	1897011__A0A1Q6RE76__BHW41_04850
ERR1913222.81238__1.81238	2022527__A0A264YB35__CHL74_00015
ERR1913222.81270__1.81270	1297617__A0A2U1C1M6__IB211_02642c
ERR1913222.82069__1.82069	100886__E2NP44__aroD
ERR1913222.82166__1.82166	1262825__R5EAF0__BN724_01054
ERR1913222.82225__1.82225	1262760__R5LCC3__BN758_00051
ERR1913222.82690__1.82690	45851__D4RWR5__BHV86_06295
ERR1913222.83364__1.83364	45851__D4RYK6__BHV86_00465
ERR1913222.83529__1.83529	1262825__R5E107__BN724_01236
ERR1913222.83573__1.83573	2293125__A0A374CKY3__DW917_01805
ERR1913222.83843__1.83843	1262761__R6R1G2__BN606_01397
ERR1913222.84043__1.84043	2173__R7PS55__BK798_05180
ERR1913222.84315__1.84315	1262882__R5N3T7__BN519_01188
ERR1913222.84380__1.84380	1262961__R6DWQ2__BN710_01824
ERR1913222.84688__1.84688	1262825__R5EHM5__BN724_01843
ERR1913222.84641__1.84641	1262760__R5LQ08__BN758_01004
ERR1913222.85234__1.85234	1262930__R6AVH6__BN693_02127
ERR1913222.85322__1.85322	147206__GCF_000156215.1_01776
ERR1913222.85579__1.85579	45851__D4RYS4__BHV86_05460
ERR1913222.86325__1.86325	39485__A0A174ZQ05__EUBELI_01606
ERR1913222.86582__1.86582	45851__D4RYZ4__BHV86_03155
ERR1913222.86549__1.86549	45851__D4RXA4__BUTYVIB_00455
ERR1913222.86731__1.86731	1262825__R5EDF8__BN724_01499
ERR1913222.86735__1.86735	1262825__R5E298__BN724_00847
ERR1913222.86745__1.86745	1262886__R6Q913__BN563_00459
ERR1913222.87096__1.87096	39485__C4Z2J8__ERS852490_02044
ERR1913222.87242__1.87242	165179__D1PCL6__DXB80_13435
ERR1913222.87562__1.87562	45851__D4S2J5__BUTYVIB_02317
ERR1913222.87715__1.87715	40518__R5DWP7__ansA
ERR1913222.87791__1.87791	100886__E2NR34__ERS852383_04208
ERR1913222.87866__1.87866	45851__D4RYC4__BHV86_01935
ERR1913222.87894__1.87894	1262882__R5N587__BN519_01643
ERR1913222.88410__1.88410	45851__D4S0J9__BUTYVIB_01618
ERR1913222.88897__1.88897	39485__A0A174YMI9__cph2_5
ERR1913222.88855__1.88855	1262825__R5E7H3__BN724_01638
ERR1913222.88857__1.88857	901__B6WXH2__DESPIGER_1643
ERR1913222.89030__1.89030	1262886__R6QI91__BN563_00800
ERR1913222.89275__1.89275	1262988__R7N2N0__BN816_00043
ERR1913222.89424__1.89424	745368__A0A1T4WAU4__SAMN02745178_00333
ERR1913222.89612__1.89612	165179__A0A3E5DWZ6__DXC61_10880
ERR1913222.89965__1.89965	39485__C4Z6J7__ERS852492_02047
ERR1913222.90085__1.90085	1262961__R6E412__BN710_01183
ERR1913222.90144__1.90144	39492__D4JR58__EUBSIR_02090
ERR1913222.90651__1.90651	1262825__R5EN22__BN724_00572
ERR1913222.91223__1.91223	165179__D1P8V8__DXC61_01940
ERR1913222.92428__1.92428	1262761__R6RTQ9__BN606_01087
ERR1913222.92443__1.92443	2173__A0A1D2WVA1__Msm_0411
ERR1913222.92562__1.92562	1262961__R6EFP3__BN710_01985
ERR1913222.92829__1.92829	39485__A0A175A403__EUBELI_20577
ERR1913222.92916__1.92916	1263000__R5ERG7__BN466_00390
ERR1913222.92945__1.92945	39491__A0A174EQV2__DXB69_10230
ERR1913222.93084__1.93084	45851__D4RZ82__BHV86_03550
ERR1913222.93123__1.93123	39491__A0A396FJV5__ERS852417_00035
ERR1913222.93267__1.93267	1262760__R5LX91__BN758_00149
ERR1913222.93441__1.93441	39491__A0A395UZ82__EUR_31520
ERR1913222.93513__1.93513	39485__A0A174YJA4__EUBELI_20421
ERR1913222.93816__1.93816	33043__A8SWI7__bcrC
ERR1913222.93845__1.93845	45851__D4RZ82__BHV86_03550
ERR1913222.93755__1.93755	1262886__R6Q913__BN563_00459
ERR1913222.93861__1.93861	1393034__GCA_001552785.1_00728
ERR1913222.94363__1.94363	45851__D4RXL7__BUTYVIB_00568
ERR1913222.94560__1.94560	39485__C4Z058__ERS852492_00130
ERR1913222.94893__1.94893	45851__D4S0J9__BUTYVIB_01618
ERR1913222.94962__1.94962	1262911__R6GMD8__BN557_01647
ERR1913222.95131__1.95131	33039__D4M4F8__ERS852502_02771
ERR1913222.95287__1.95287	1262760__R5LC36__BN758_01814
ERR1913222.95384__1.95384	45851__D4S0B1__BHV86_10120
ERR1913222.95404__1.95404	1262825__R5E8Y7__BN724_02314
ERR1913222.95768__1.95768	39485__A0A174Z1A6__EUBELI_00220
ERR1913222.95867__1.95867	1262761__R6QUM5__BN606_02048
ERR1913222.96018__1.96018	1262882__R5N5H2__BN519_01493
ERR1913222.96398__1.96398	45851__D4RZA1__rimI
ERR1913222.96329__1.96329	165179__A0A3E5EBQ2__DXC61_01930
ERR1913222.96562__1.96562	1042156__F7V3A8__HipB
ERR1913222.96738__1.96738	1262760__R5LYY2__BN758_00304
ERR1913222.96709__1.96709	165179__D1PGJ6__DXC61_07300
ERR1913222.96875__1.96875	1262961__R6DQX4__BN710_01005
ERR1913222.96948__1.96948	45851__D4S1R7__BUTYVIB_02039
ERR1913222.97059__1.97059	33039__A0A175A099__cynR_1
ERR1913222.97159__1.97159	1735__B7CE32__EUBIFOR_02474
ERR1913222.97166__1.97166	45851__D4RZK8__BUTYVIB_01274
ERR1913222.97287__1.97287	45851__D4RXN5__BUTYVIB_00586
ERR1913222.97293__1.97293	45851__D4S0Q4__lepB
ERR1913222.97514__1.97514	45851__D4S069__spoIVA
ERR1913222.97592__1.97592	165179__R6B8D8__DXC61_09245
ERR1913222.97564__1.97564	823__E1YSG0__DHP27_00465
ERR1913222.97750__1.97750	165179__R6PU83__CFT61_14275
ERR1913222.97800__1.97800	1262886__R6Q800__BN563_00921
ERR1913222.98419__1.98419	40519__U2KYP1__RUMCAL_00200
ERR1913222.98382__1.98382	165179__A0A3E5EBQ2__DXC61_01930
ERR1913222.98523__1.98523	33043__D5HIC8__vspIM
ERR1913222.98602__1.98602	45851__D4RXA4__BUTYVIB_00455
ERR1913222.98734__1.98734	1262825__R5E090__BN724_01145
ERR1913222.98721__1.98721	39485__A0A174ZQ05__EUBELI_01606
ERR1913222.99768__1.99768	165179__D1PE06__DXC61_05975
ERR1913222.100090__1.100090	39491__A0A396FEV5__EUR_24750
ERR1913222.100141__1.100141	39485__A0A174ZMD4__ERS852492_01969
ERR1913222.100160__1.100160	39492__A0A174ZHV5__msbA_2
ERR1913222.100311__1.100311	1262886__R6RCG0__BN563_00376
ERR1913222.100318__1.100318	1262961__R6DJT1__BN710_01906
ERR1913222.100348__1.100348	1262825__R5E8W5__BN724_02207
ERR1913222.101193__1.101193	853__A0A2A7B1Y7__C7K05_11930
ERR1913222.101328__1.101328	853__A0A3E2V168__FAEPRAM212_00929
ERR1913222.101346__1.101346	45851__D4RY08__BUTYVIB_00711
ERR1913222.102198__1.102198	572010__rpsB
ERR1913222.102250__1.102250	165179__A0A174W369__PREVCOP_04548
ERR1913222.102415__1.102415	823__A0A395YSW8__CF162_05645
ERR1913222.102450__1.102450	821__A0A3E4HP25__SAMN04487923_102450
ERR1913222.102617__1.102617	45851__R5LRY3__BUTYVIB_01906
ERR1913222.102709__1.102709	1262760__R5LEX9__BN758_02165
ERR1913222.102875__1.102875	45851__D4RWJ0__BHV86_05915
ERR1913222.102878__1.102878	39485__C4Z6J7__ERS852492_02047
ERR1913222.103142__1.103142	821__A0A173XDD3__DXB82_17180
ERR1913222.103239__1.103239	165179__A0A3E5EBQ2__DXC61_01930
ERR1913222.103331__1.103331	45851__D4RXN5__BUTYVIB_00586
ERR1913222.103493__1.103493	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913222.103567__1.103567	45851__R5LHE7__BUTYVIB_00061
ERR1913222.103583__1.103583	45851__D4S0C7__BHV86_10030
ERR1913222.103725__1.103725	39485__A0A1Q6PGI7__pehX_3
ERR1913222.103939__1.103939	28052__R5HJU0__ERS852451_00148
ERR1913222.104101__1.104101	28130__A0A096AJ88__speB_4
ERR1913222.104248__1.104248	39485__A0A174YZE2__spoIIE
ERR1913222.104273__1.104273	45851__D4RX43__BUTYVIB_00394
ERR1913222.104817__1.104817	853__E2ZJT1__C4N23_03535
ERR1913222.104780__1.104780	39485__A0A174ZNW9__luxQ_1
ERR1913222.105308__1.105308	39488__A0A173U4P2__ERS852578_02139
ERR1913222.105805__1.105805	165179__A0A3E5DZ45__DXC61_02820
ERR1913222.106144__1.106144	1262961__R6DW57__BN710_00287
ERR1913222.106190__1.106190	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913222.106546__1.106546	357276__A0A0M1W657__HMPREF1064_04629
ERR1913222.106548__1.106548	165179__A0A3E5EDV6__DXC61_03365
ERR1913222.106736__1.106736	1263000__R5EXT3__BN466_02213
ERR1913222.107408__1.107408	39491__A0A395ZM93__DXD13_03490
ERR1913222.107447__1.107447	45851__D4RWJ0__BHV86_05915
ERR1913222.107526__1.107526	39491__A0A2U2EI54__DXD95_12010
ERR1913222.107555__1.107555	165179__A0A3E5DZA5__DXB80_12550
ERR1913222.107767__1.107767	1262992__R5D9U9__BN795_01022
ERR1913222.107822__1.107822	165179__A0A3E5EDS1__DXC61_03115
ERR1913222.107945__1.107945	45851__D4S1R9__BHV86_08150
ERR1913222.108249__1.108249	165179__D1P9T6__PREVCOP_04016
ERR1913222.108517__1.108517	1262911__R6H1B2__BN557_00840
ERR1913222.108745__1.108745	39485__C4Z6K2__ERS852490_00407
ERR1913222.108764__1.108764	45851__D4RZ17__BUTYVIB_01081
ERR1913222.108921__1.108921	165179__A0A3E5E2S3__DXB80_03455
ERR1913222.108962__1.108962	328814__GCA_004558275.1_01570
ERR1913222.109325__1.109325	45851__R5LYR7__BHV86_03710
ERR1913222.109266__1.109266	2022527__A0A264Y9H9__CHL74_04045
ERR1913222.109611__1.109611	901__B6WTR4__DESPIGER_1248
ERR1913222.109635__1.109635	387090__S0F8B2__BACCOPRO_02129
ERR1913222.109830__1.109830	45851__D4RYG8__BUTYVIB_00874
ERR1913222.110042__1.110042	45851__D4RXC9__BUTYVIB_00480
ERR1913222.110029__1.110029	1150298__A0A174I056__ERS852535_01387
ERR1913222.110138__1.110138	165179__R6XIF8__DXC61_07265
ERR1913222.110265__1.110265	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913222.110712__1.110712	853__A0A2A7B9I6__DW855_13690
ERR1913222.110791__1.110791	853__E2ZGD9__C7J97_11715
ERR1913222.110957__1.110957	100886__A0A174HIL4__rhaS_1
ERR1913222.111285__1.111285	1262945__R6YZV2__BN600_00509
ERR1913222.111371__1.111371	33043__D5HH62__ERS852575_00121
ERR1913222.111596__1.111596	1262761__R6RUQ5__BN606_01129
ERR1913222.111530__1.111530	100886__E2NNV6__CATMIT_00217
ERR1913222.111741__1.111741	45851__D4RYC5__BHV86_01930
ERR1913222.111872__1.111872	1262961__R6DZ72__BN710_00832
ERR1913222.112483__1.112483	28052__A0A174GQI3__ERS852451_00394
ERR1913222.112500__1.112500	1262886__R6RE44__BN563_00855
ERR1913222.112634__1.112634	28130__U2KUQ5__HMPREF0654_08400
ERR1913222.112769__1.112769	418240__A0A174S3Z4__ypdA_6
ERR1913222.113221__1.113221	1262961__R6E3F4__BN710_01091
ERR1913222.113332__1.113332	1262882__R5MRS7__BN519_01490
ERR1913222.113617__1.113617	418240__C6JET3__ERS852478_01564
ERR1913222.113683__1.113683	45851__D4RZ17__BUTYVIB_01081
ERR1913222.113946__1.113946	165179__A0A3E4SG51__DXC61_10575
ERR1913222.114767__1.114767	165179__A0A3E5DRF6__DXC61_00200
ERR1913222.114774__1.114774	1262825__R5E9F5__BN724_02352
ERR1913222.114953__1.114953	33039__D4M1A7__RTO_02350
ERR1913222.115301__1.115301	131111__K0YPR8__CYJ25_02955
ERR1913222.115446__1.115446	1262945__R6YWN0__BN600_01989
ERR1913222.115692__1.115692	45851__D4RZ69__BUTYVIB_01134
ERR1913222.115855__1.115855	853__A0A174C5M1__CGS58_04460
ERR1913222.116251__1.116251	131111__K0YP52__CYJ25_00870
ERR1913222.116473__1.116473	166486__D4L378__hcaR
ERR1913222.116793__1.116793	39491__A0A395V1R3__T1815_08181
ERR1913222.117190__1.117190	165179__A0A3E5DR10__DXC61_03505
ERR1913222.117220__1.117220	131111__K0YU67__CYJ25_06635
ERR1913222.117447__1.117447	1262882__R5MSX6__BN519_01697
ERR1913222.117395__1.117395	39492__A0A174ZHV5__msbA_2
ERR1913222.118093__1.118093	1150298__A0A174AP40__ERS852535_01165
ERR1913222.118169__1.118169	165179__R6C3A5__DXC61_11820
ERR1913222.118173__1.118173	45851__D4RZD5__BUTYVIB_01201
ERR1913222.118531__1.118531	45851__D4S1P1__BHV86_08290
ERR1913222.118618__1.118618	39485__A0A174YZE2__spoIIE
ERR1913222.118755__1.118755	1150298__R7JTY5__ERS852406_02079
ERR1913222.118798__1.118798	39485__A0A174YZZ2__ERS852492_00215
ERR1913222.119021__1.119021	45851__D4RYG8__BUTYVIB_00874
ERR1913222.119090__1.119090	33043__D5HF53__ERS852386_02418
ERR1913222.119385__1.119385	39485__A0A174Z2K9__ERS852490_02052
ERR1913222.119716__1.119716	2293125__A0A374C0K0__DW917_10610
ERR1913222.119735__1.119735	39491__D4JMW8__ERS852497_01971
ERR1913222.119737__1.119737	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913222.120054__1.120054	39492__B0MP07__ERS852540_02083
ERR1913222.120137__1.120137	1262760__R5LFS9__BN758_01687
ERR1913222.120345__1.120345	2173__A0A1D2WU48__Msm_1454
ERR1913222.120453__1.120453	165179__D1PE06__DXC61_05975
ERR1913222.120528__1.120528	39485__A0A1Q6PGI7__pehX_3
ERR1913222.120582__1.120582	165179__A0A3E5EAM5__DXC61_07785
ERR1913222.120788__1.120788	2173__R7PYR7__BK798_01375
ERR1913222.121046__1.121046	45851__D4S366__BUTYVIB_02552
ERR1913222.121176__1.121176	1262882__R5MEW7__BN519_00010
ERR1913222.121331__1.121331	1262886__R6Q7L1__BN563_00804
ERR1913222.121435__1.121435	45851__D4RW73__BHV86_06745
ERR1913222.121774__1.121774	853__A0A2A7B9I6__DW855_13690
ERR1913222.121989__1.121989	1262958__R7GY37__BN645_00085
ERR1913222.122623__1.122623	853__A0A173YYY4__DWZ04_09420
ERR1913222.122641__1.122641	2022527__A0A264YAK1__CHL74_04135
ERR1913222.122721__1.122721	10678__GeneID:2777402
ERR1913222.122785__1.122785	1262911__R6GKX4__BN557_01388
ERR1913222.122794__1.122794	39485__A0A175A2T1__EUBELI_02034
ERR1913222.123190__1.123190	45851__D4RWS6__BHV86_06350
ERR1913222.123180__1.123180	1262825__R5EKX2__BN724_00503
ERR1913222.123286__1.123286	1262992__R5DBE5__BN795_01410
ERR1913222.123442__1.123442	853__A8SB03__C4Q21_07960
ERR1913222.123465__1.123465	46503__K5ZM81__DCY29_16460
ERR1913222.123611__1.123611	39485__A0A174Z4K7__dosC_2
ERR1913222.124189__1.124189	544645__A0A3E4SXR0__DXC42_17305
ERR1913222.124391__1.124391	1262761__R6R2J2__BN606_00943
ERR1913222.124546__1.124546	1262961__R6DRK8__BN710_01062
ERR1913222.124653__1.124653	1262825__R5E1G0__BN724_01308
ERR1913222.124789__1.124789	39485__A0A174ZNZ2__ERS852492_02345
ERR1913222.124931__1.124931	45851__D4RXM8__BHV86_03015
ERR1913222.125179__1.125179	45851__D4RWC1__BHV86_06985
ERR1913222.125289__1.125289	2173__A0A1D2WTT4__BK798_05110
ERR1913222.125505__1.125505	165179__D1PGJ6__DXC61_07300
ERR1913222.125820__1.125820	1262825__R5E107__BN724_01236
ERR1913222.125956__1.125956	74426__groL
ERR1913222.126139__1.126139	100886__A0A174MX77__fruA_1
ERR1913222.126215__1.126215	39491__A0A396FF66__DXD95_01810
ERR1913222.126557__1.126557	1262825__R5ECD0__BN724_02208
ERR1913222.126767__1.126767	100886__R7GLA8__CATMIT_00915
ERR1913222.126909__1.126909	1262911__R6GPB5__BN557_00842
ERR1913222.127107__1.127107	39491__D4JMW8__ERS852497_01971
ERR1913222.127335__1.127335	363265__G6B1B0__HMPREF0673_02681
ERR1913222.127452__1.127452	1262761__R6QIY0__BN606_00617
ERR1913222.127459__1.127459	1262911__R6HJZ1__BN557_00331
ERR1913222.127508__1.127508	88431__A0A3D0F0I7__DORLON_00967
ERR1913222.127576__1.127576	33043__D5HFA1__ERS852400_02183
ERR1913222.127652__1.127652	1262825__R5DZJ8__BN724_01044
ERR1913222.127751__1.127751	189722__E0NQU7__HMPREF0658_0548
ERR1913222.127943__1.127943	1261__D3MR67__SAMN05660467_01650
ERR1913222.127965__1.127965	1262825__R5EHM5__BN724_01843
ERR1913222.128139__1.128139	165179__D1PEW8__DXB80_13775
ERR1913222.128196__1.128196	1262760__R5L619__BN758_00730
ERR1913222.128302__1.128302	357276__A0A174L570__GV66_05720
ERR1913222.128340__1.128340	821__A0A174NM17__lacZ_6
ERR1913222.128864__1.128864	1150298__A0A174E950__ERS852498_02096
ERR1913222.128882__1.128882	88431__A6BFJ3__ERS852408_01680
ERR1913222.128991__1.128991	39492__D4JR08__ERS852540_02467
ERR1913222.129059__1.129059	100886__E2NUS9__ghrA
ERR1913222.129151__1.129151	546367__E5YFS8__DVH10_13155
ERR1913222.129164__1.129164	1150298__A0A174SLE6__mlc_1
ERR1913222.129296__1.129296	39490__U2PBH7__HMPREF0373_03331
ERR1913222.129338__1.129338	45851__D4RYI3__BHV86_01630
ERR1913222.129772__1.129772	626940__E8LGW1__BHW43_07850
ERR1913222.129805__1.129805	39485__A0A174YWE7__EUBELI_00979
ERR1913222.130258__1.130258	371601__R6DWQ9__SAMN04487924_11954
ERR1913222.130362__1.130362	45851__D4RWG7__BUTYVIB_00298
ERR1913222.130371__1.130371	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913222.130467__1.130467	1262882__R5N1R4__BN519_00788
ERR1913222.130900__1.130900	853__A0A174AML0__FPR_08640
ERR1913222.131221__1.131221	165179__A0A3E5EDS1__DXC61_03115
ERR1913222.131488__1.131488	45851__D4RYQ9__BUTYVIB_00967
ERR1913222.131677__1.131677	39485__C4Z2X2__ERS852492_01808
ERR1913222.131907__1.131907	301302__A0A173T010__M72_26571
ERR1913222.132146__1.132146	552398__F4XCQ4__HMPREF0866_01621
ERR1913222.132163__1.132163	1262825__R5E8Z9__BN724_02329
ERR1913222.132475__1.132475	292800__A0A096DG10__HMPREF9460_01046
ERR1913222.132633__1.132633	45851__D4S1E0__BUTYVIB_01910
ERR1913222.132687__1.132687	45851__D4S141__BHV86_05760
ERR1913222.132877__1.132877	39491__C4ZHS4__EUR_24420
ERR1913222.132890__1.132890	165179__D1PER3__DXB80_11525
ERR1913222.133087__1.133087	28052__R5HJU0__ERS852451_00148
ERR1913222.133241__1.133241	1262760__R5L825__BN758_01252
ERR1913222.133316__1.133316	28132__D9RV83__HMPREF0660_00835
ERR1913222.133424__1.133424	853__C7H1R8__DW905_06675
ERR1913222.133529__1.133529	418240__A0A174Q1I9__blaR1_1
ERR1913222.133637__1.133637	45851__D4RY81__BUTYVIB_00786
ERR1913222.134067__1.134067	39485__A0A1Q6PGI7__pehX_3
ERR1913222.134169__1.134169	39485__C4Z6K2__ERS852490_00407
ERR1913222.134118__1.134118	1042156__F7V3A8__HipB
ERR1913222.134188__1.134188	165179__A0A3E5E5L1__DXB80_05980
ERR1913222.134356__1.134356	39485__A0A174ZBK4__ERS852490_01585
ERR1913222.134450__1.134450	39485__R5ZVC3__ERS852490_00250
ERR1913222.134601__1.134601	2173__A5UK74__pyrP
ERR1913222.134838__1.134838	556259__E5C8S0__BSGG_1769
ERR1913222.134900__1.134900	1262911__R6H2J2__BN557_01228
ERR1913222.134980__1.134980	1262882__R5N5S3__BN519_00085
ERR1913222.135355__1.135355	39485__A0A174Z9M2__yhbU_1
ERR1913222.135645__1.135645	172901__A0A2U1ADI3__C8D82_14924
ERR1913222.136044__1.136044	165179__D1P8V8__DXC61_01940
ERR1913222.136331__1.136331	45851__D4RYC4__BHV86_01935
ERR1913222.136541__1.136541	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913222.136458__1.136458	1263000__R5EXT3__BN466_02213
ERR1913222.136687__1.136687	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913222.136694__1.136694	410072__A0A174J5N8__sbcC
ERR1913222.136725__1.136725	33039__D4M1A4__ERS852502_00742
ERR1913222.137222__1.137222	100886__E2NR50__CATMIT_01053
ERR1913222.137242__1.137242	1262882__R5N5S3__BN519_00085
ERR1913222.137319__1.137319	165179__A0A229I6N7__DXC61_06720
ERR1913222.137405__1.137405	1735__B7CCE4__EUBIFOR_01871
ERR1913222.137416__1.137416	45851__D4S0F7__BUTYVIB_01576
ERR1913222.137613__1.137613	165179__A0A174IPI3__CFT61_10940
ERR1913222.137825__1.137825	33043__D5HHT2__ERS852445_02796
ERR1913222.137837__1.137837	39485__R6AET9__EUBELI_01205
ERR1913222.137850__1.137850	45851__D4S1R9__BHV86_08150
ERR1913222.137978__1.137978	301302__A0A173T010__M72_26571
ERR1913222.138282__1.138282	45851__D4S069__spoIVA
ERR1913222.138370__1.138370	45851__D4RYI3__BHV86_01630
ERR1913222.138745__1.138745	100886__A0A174JPG5__CATMIT_00078
ERR1913222.139333__1.139333	2173__A0A1D2WVF8__Msm_1030
ERR1913222.139743__1.139743	1262825__R5EIY5__BN724_01999
ERR1913222.139861__1.139861	1262886__R6QSD5__BN563_01674
ERR1913222.139875__1.139875	28118__F9Z3G8__B5F99_01835
ERR1913222.139906__1.139906	45851__D4RXC9__BUTYVIB_00480
ERR1913222.139974__1.139974	626929__R6L317__HMPREF9445_00686
ERR1913222.140561__1.140561	39485__C4Z2I5__ERS852492_02214
ERR1913222.140564__1.140564	1262760__R5LCK1__BN758_01101
ERR1913222.140654__1.140654	165179__D1PDJ4__DXB80_08505
ERR1913222.140794__1.140794	45851__D4RY62__BHV86_05035
ERR1913222.141216__1.141216	165179__D1P8V8__DXC61_01940
ERR1913222.141336__1.141336	39485__A0A174ZNW9__luxQ_1
ERR1913222.141321__1.141321	853__D4JY61__C4N21_10560
ERR1913222.141428__1.141428	165179__R6CNX7__DXB80_02200
ERR1913222.141468__1.141468	45851__D4RYC5__BHV86_01930
ERR1913222.142015__1.142015	853__A0A173SUU8__CGS54_06840
ERR1913222.142323__1.142323	147206__GCF_000156215.1_01387
ERR1913222.142579__1.142579	45851__D4RZK8__BUTYVIB_01274
ERR1913222.143044__1.143044	1262882__R5MKX3__BN519_00395
ERR1913222.143197__1.143197	45851__D4RXL5__BHV86_02950
ERR1913222.143268__1.143268	1262816__R6CWJ2__BN687_01602
ERR1913222.143381__1.143381	40520__A0A396A0Q9__DXC87_14025
ERR1913222.143404__1.143404	45851__D4RWN6__BUTYVIB_00072
ERR1913222.143509__1.143509	45851__A0A3C0J7S9__BUTYVIB_01423
ERR1913222.143527__1.143527	45851__D4S0D7__BUTYVIB_01556
ERR1913222.143643__1.143643	1263006__R6LI44__BN515_01329
ERR1913222.143598__1.143598	712117__F3P8S0__HMPREF9056_01440
ERR1913222.143613__1.143613	853__A0A2A7B9I6__DW855_13690
ERR1913222.143815__1.143815	165179__D1PAJ7__PREVCOP_04222
ERR1913222.143954__1.143954	39485__R5ZNS8__rsmG
ERR1913222.143958__1.143958	1262761__R6RBJ5__BN606_02022
ERR1913222.143960__1.143960	33043__D5HIL5__ERS852445_01761
ERR1913222.144633__1.144633	45851__D4RYC5__BHV86_01930
ERR1913222.144918__1.144918	853__A0A3E2U7E6__ERS852582_01640
ERR1913222.145693__1.145693	1262761__R6R3I7__BN606_01771
ERR1913222.145935__1.145935	45851__D4RWC5__BHV86_07005
ERR1913222.146273__1.146273	310298__B3JQJ5__BACCOP_04231
ERR1913222.146403__1.146403	1262959__R5YDI8__BN680_00380
ERR1913222.146630__1.146630	1262825__R5E9U6__BN724_00394
ERR1913222.146833__1.146833	821__I9R3W6__DXC16_12455
ERR1913222.147382__1.147382	39485__A0A1Q6PG30__ERS852492_00010
ERR1913222.147440__1.147440	39485__A0A174YMC1__recN
ERR1913222.147445__1.147445	1262886__R6RFG9__BN563_01276
ERR1913222.147624__1.147624	1262825__R5E8Z9__BN724_02329
ERR1913222.147633__1.147633	2022527__A0A264Y7D2__CHL74_07285
ERR1913222.147751__1.147751	45851__D4RYC7__BUTYVIB_00832
ERR1913222.148187__1.148187	1550024__A0A0W7TVR8__ASJ35_01140
ERR1913222.148302__1.148302	45851__D4RWC1__BHV86_06985
ERR1913222.148714__1.148714	131111__K0Z2B9__CYJ25_03155
ERR1913222.148843__1.148843	39485__R5ZVC3__ERS852490_00250
ERR1913222.148915__1.148915	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913222.148931__1.148931	189723__H1Q2F5__HMPREF9140_01093
ERR1913222.149032__1.149032	1262882__R5MQW1__BN519_01295
ERR1913222.149124__1.149124	1262761__R6QXE4__BN606_02110
ERR1913222.149128__1.149128	39485__A0A174ZLH6__EUBELI_01564
ERR1913222.149309__1.149309	45851__D4RWY2__BHV86_07415
ERR1913222.149618__1.149618	45851__D4RYI3__BHV86_01630
ERR1913222.150237__1.150237	33039__A0A173VTT4__frdB_1
ERR1913222.150388__1.150388	39485__A0A174ZQ05__EUBELI_01606
ERR1913222.150421__1.150421	45851__D4RWZ9__murF
ERR1913222.151241__1.151241	1262825__R5EL82__BN724_00573
ERR1913222.151364__1.151364	45851__D4RW33__ylbJ
ERR1913222.151469__1.151469	45851__D4S140__BUTYVIB_01810
ERR1913222.151699__1.151699	39485__A0A174Z1T6__sfp
ERR1913222.152757__1.152757	165179__D1PCT4__DXB80_09470
ERR1913222.153404__1.153404	357276__A0A0M1VZP2__IY41_00605
ERR1913222.153577__1.153577	2173__A0A1D2WVA1__Msm_0411
ERR1913222.153632__1.153632	45851__D4RZD5__BUTYVIB_01201
ERR1913222.153829__1.153829	1262992__R5CXM7__BN795_01016
