ERR1913162.17__1.17	239935__R6JD78__CXU05_09250
ERR1913162.53980__1.53980	301301__A0A395V6H4__ydfH_3
ERR1913162.54137__1.54137	214856__A0A174EQR4__rsmA
ERR1913162.54156__1.54156	820__A0A1T4IYF4__mprA_1
ERR1913162.54223__1.54223	239935__A0A2N8HT44__CXT84_11035
ERR1913162.54189__1.54189	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913162.54407__1.54407	821__A0A173WG51__BVU_2549
ERR1913162.54451__1.54451	1262882__R5MT42__BN519_01729
ERR1913162.54511__1.54511	239935__A0A2N8IMC9__CXU09_02095
ERR1913162.54561__1.54561	239935__A0A2N8IXN0__CXT95_01765
ERR1913162.55795__1.55795	328814__GCA_004558275.1_00076
ERR1913162.56204__1.56204	239935__A0A2N8IUW6__Amuc_1525
ERR1913162.56248__1.56248	1262777__R5W7W6__BN512_00643
ERR1913162.56317__1.56317	820__A0A396EUV1__B5G17_06465
ERR1913162.57123__1.57123	1262882__R5MYP8__BN519_00439
ERR1913162.57467__1.57467	823__A6LC27__DXB14_11470
ERR1913162.57499__1.57499	414970__GeneID:5204379
ERR1913162.57708__1.57708	239935__A0A2N8HHY4__DEF40_10850
ERR1913162.57858__1.57858	2173__A0A1D2WSY4__METSMIF1_03317
ERR1913162.57896__1.57896	1235835__R9LCU2__C814_02677
ERR1913162.58181__1.58181	239935__A0A139TPG3__CXT86_08810
ERR1913162.58210__1.58210	28117__B0MWP2__ALIPUT_01468
ERR1913162.58232__1.58232	39485__C4Z6K2__ERS852490_00407
ERR1913162.58262__1.58262	1535__A7VS87__CLOLEP_01425
ERR1913162.58336__1.58336	239935__A0A139TPG3__CXT86_08810
ERR1913162.58559__1.58559	1262882__R5MIW5__BN519_00945
ERR1913162.58761__1.58761	39496__A5Z5I2__EUBVEN_00963
ERR1913162.58840__1.58840	2173__A0A1D2WX19__METSMIF1_03132
ERR1913162.58845__1.58845	214856__I3YPN9__ERS852447_01389
ERR1913162.59117__1.59117	410072__C0BBR9__yqeC
ERR1913162.59596__1.59596	1262882__R5MRT2__BN519_01494
ERR1913162.59822__1.59822	820__A0A3E4VXP2__yesR
ERR1913162.59849__1.59849	214856__I3YPP0__ERS852447_01388
ERR1913162.59988__1.59988	544645__A0A3E4T0Q0__DXC42_14785
ERR1913162.60609__1.60609	357276__A0A1Y3Z6X3__GV66_07715
ERR1913162.60797__1.60797	1262882__R5MIC9__BN519_00834
ERR1913162.60849__1.60849	823__A0A173W8N5__ERS852513_00780
ERR1913162.61146__1.61146	360807__C0FRV5__ROSEINA2194_01466
ERR1913162.61570__1.61570	28117__B0MT86__BHV66_02450
ERR1913162.61492__1.61492	239935__A0A2N8IYM5__CXT84_05130
ERR1913162.61498__1.61498	357276__E5UTL1__HMPREF1065_03551
ERR1913162.61502__1.61502	1262882__R5MGJ7__BN519_00652
ERR1913162.61650__1.61650	1550024__G9RVU1__TQ39_06560
ERR1913162.61608__1.61608	1262882__R5MEW7__BN519_00010
ERR1913162.62330__1.62330	1262882__R5MSS9__BN519_01662
ERR1913162.62368__1.62368	1262882__R5MYI1__BN519_00416
ERR1913162.62423__1.62423	301301__G2T1C2__RHOM_06165
ERR1913162.62439__1.62439	28116__C3QZB5__M088_3811
ERR1913162.62892__1.62892	1262882__R5MND9__BN519_00831
ERR1913162.62913__1.62913	239935__A0A2N8I8X8__B5G29_00185
ERR1913162.63100__1.63100	328813__A0A1Y3QQ66__B5G41_14240
ERR1913162.63060__1.63060	357276__I8WAB8__B5F00_08100
ERR1913162.63217__1.63217	47678__A5ZL09__BACCAC_03608
ERR1913162.63573__1.63573	1262869__R7CUK0__BN625_00521
ERR1913162.63717__1.63717	1262882__R5MNC1__BN519_00818
ERR1913162.64011__1.64011	1262882__R5MKV8__BN519_01281
ERR1913162.64226__1.64226	10678__GeneID:2777455
ERR1913162.64238__1.64238	357276__A0A0M1W657__HMPREF1064_04629
ERR1913162.64462__1.64462	1262882__R5MEN9__BN519_00201
ERR1913162.64548__1.64548	1262882__R5MRS7__BN519_01490
ERR1913162.64742__1.64742	410072__A0A174D6E7__ERS852574_01257
ERR1913162.65006__1.65006	214856__I3YPR5__ERS852447_01364
ERR1913162.65030__1.65030	1262882__R5N3T7__BN519_01188
ERR1913162.65063__1.65063	1262882__R5MND9__BN519_00831
ERR1913162.65100__1.65100	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913162.65162__1.65162	214856__I3YPR5__ERS852447_01364
ERR1913162.65340__1.65340	823__A0A395YX30__M090_4590
ERR1913162.65351__1.65351	328814__GCA_004558275.1_01620
ERR1913162.65518__1.65518	239935__A0A2N8I390__CXU16_10675
ERR1913162.65574__1.65574	239935__A0A2N8HTZ8__CXU09_01270
ERR1913162.65575__1.65575	214856__R6YC22__ERS852447_01215
ERR1913162.65837__1.65837	1681__A0A0H2PGZ6__DXD34_05075
ERR1913162.66001__1.66001	1262882__R5MGX3__BN519_00046
ERR1913162.66318__1.66318	1262986__R5ZZY1__BN492_00394
ERR1913162.66270__1.66270	328814__GCA_004558275.1_02280
ERR1913162.66444__1.66444	239935__A0A2N8I1R3__CXU05_06075
ERR1913162.66649__1.66649	1262869__R7CPP0__BN625_01332
ERR1913162.66742__1.66742	357276__G5SMD3__BSEG_02959
ERR1913162.66895__1.66895	1262882__R5N708__BN519_00095
ERR1913162.67058__1.67058	301301__A0A395V8J8__RHOM_11280
ERR1913162.67082__1.67082	820__A0A3E4GA19__SAMN05444418_10562
ERR1913162.67093__1.67093	2173__A0A1D2WTV4__Msm_1285
ERR1913162.67115__1.67115	936548__J1LQM4__HMPREF1136_0837
ERR1913162.67254__1.67254	1262882__R5MIC9__BN519_00834
ERR1913162.67377__1.67377	823__A0A355XF06__B5F32_11480
ERR1913162.67398__1.67398	1262882__R5N3T7__BN519_01188
ERR1913162.67724__1.67724	360807__A0A173V2S2__phoR_7
ERR1913162.68053__1.68053	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913162.68254__1.68254	1262882__R5N3H1__BN519_01121
ERR1913162.68302__1.68302	853__A0A173XRA8__CGS56_09290
ERR1913162.68474__1.68474	371601__C3QR34__DXD03_22980
ERR1913162.68480__1.68480	1262869__R7CNN0__BN625_01419
ERR1913162.68569__1.68569	239935__A0A139TTZ7__CXU14_07900
ERR1913162.68941__1.68941	1263006__R6LU28__BN515_01365
ERR1913162.69136__1.69136	1550024__G9RZG0__ASJ35_05540
ERR1913162.69195__1.69195	214856__A0A173YE57__ERS852559_00126
ERR1913162.70003__1.70003	239935__A0A2N8IMC9__CXU09_02095
ERR1913162.70193__1.70193	2173__A0A1D2WSY6__Msm_1050
ERR1913162.70358__1.70358	821__A0A174WBC9__ERS852556_03145
ERR1913162.71087__1.71087	823__A0A355XKQ8__DHP27_04010
ERR1913162.71287__1.71287	818__A0A396E023__ERS852430_02808
ERR1913162.71399__1.71399	820__A0A3E5BMG9__DXD40_05130
ERR1913162.71519__1.71519	1262992__R5DCV6__BN795_00412
ERR1913162.71555__1.71555	626930__F3PVE2__HMPREF9446_02720
ERR1913162.71796__1.71796	239935__A0A2N8IUW6__Amuc_1525
ERR1913162.71883__1.71883	239935__A0A139TPG3__CXT86_08810
ERR1913162.71995__1.71995	1796652__ltrA_3
ERR1913162.72507__1.72507	239935__A0A2N8HQR1__Amuc_0287
ERR1913162.72807__1.72807	1262882__R5MGK3__BN519_00655
ERR1913162.73069__1.73069	1262882__R5MXS6__BN519_00286
ERR1913162.73073__1.73073	239935__A0A2N8IUW6__Amuc_1525
ERR1913162.73082__1.73082	1034346__A0A2V2FSS8__DES51_105110
ERR1913162.73154__1.73154	820__A7V470__HMPREF1072_02076
ERR1913162.73242__1.73242	301302__R5VEI6__cysA_2
ERR1913162.73808__1.73808	328814__GCA_004558275.1_00236
ERR1913162.73966__1.73966	357276__I8WFU9__BACDOR_02006
ERR1913162.74135__1.74135	1262882__R5N532__BN519_01420
ERR1913162.74223__1.74223	487175__R5E5C4__HMPREF9439_00381
ERR1913162.74365__1.74365	116085__D4J7V4__DW747_05820
ERR1913162.74447__1.74447	1262882__R5MSP5__BN519_01637
ERR1913162.74756__1.74756	552398__T5RKT4__HMPREF0866_04531
ERR1913162.74938__1.74938	1262882__R5MM10__BN519_01679
ERR1913162.75011__1.75011	1262869__R7CPR1__BN625_01582
ERR1913162.75210__1.75210	1262869__R7CNN0__BN625_01419
ERR1913162.75300__1.75300	40518__R5DYU1__DXD86_01160
ERR1913162.75355__1.75355	1262882__R5MIY9__BN519_01097
ERR1913162.75379__1.75379	821__E5UY21__C800_02204
ERR1913162.75570__1.75570	239935__A0A2N8IKW7__pstA
ERR1913162.75646__1.75646	239935__A0A2N8IRW0__A4V05_11620
ERR1913162.75725__1.75725	214856__I3YPP3__Alfi_2701
ERR1913162.75785__1.75785	28117__B0MVL5__BHV66_01660
ERR1913162.75947__1.75947	823__A0A395YRX4__ERS852513_03444
ERR1913162.76184__1.76184	1262929__R6EYF9__BN691_01816
ERR1913162.76258__1.76258	214856__I3YPQ4__Alfi_2712
ERR1913162.76440__1.76440	1262911__R6GMK4__BN557_00535
ERR1913162.76817__1.76817	1550024__A0A3B9WE41__ASJ35_03585
ERR1913162.76856__1.76856	1262869__R7CQK4__BN625_01693
ERR1913162.77172__1.77172	1550024__G9RT62__ASJ35_10800
ERR1913162.77330__1.77330	1263000__R5EKG2__BN466_02040
ERR1913162.77756__1.77756	1262882__R5MH82__BN519_00752
ERR1913162.77816__1.77816	39491__A0A395UXH0__EUBREC_0021
ERR1913162.77976__1.77976	818__Q8A3A6__Btheta7330_00071
ERR1913162.77978__1.77978	239935__A0A2N8HQR1__Amuc_0287
ERR1913162.78423__1.78423	410072__A0A174L0Z1__ERS852525_00863
ERR1913162.78481__1.78481	1262869__R7CTL8__BN625_00218
ERR1913162.78492__1.78492	1680__A0A1X3A951__AL0462_1583
ERR1913162.78656__1.78656	1262882__R5N532__BN519_01420
ERR1913162.78659__1.78659	544645__A0A3E4TJQ9__DXC42_00310
ERR1913162.78661__1.78661	1796652__ltrA_3
ERR1913162.78920__1.78920	239935__A0A139TSG7__CXU17_09600
ERR1913162.79199__1.79199	328814__GCA_004558275.1_00391
ERR1913162.79245__1.79245	1262882__A0A356PSJ4__BN519_01180
ERR1913162.79993__1.79993	28118__R6FC74__DHW44_13330
ERR1913162.80052__1.80052	239935__A0A2N8IJI1__B5G29_04615
ERR1913162.80165__1.80165	820__A0A3E4GA19__SAMN05444418_10562
ERR1913162.80188__1.80188	1262882__R5MEN9__BN519_00201
ERR1913162.80206__1.80206	1550024__A0A0D8IUW2__TQ39_17855
ERR1913162.80276__1.80276	47678__R5UUD7__bga_1
ERR1913162.80816__1.80816	1262882__R5MEK3__BN519_00296
ERR1913162.80708__1.80708	1262882__R5ML49__BN519_01361
ERR1913162.81014__1.81014	1550024__G9RXY7__TQ39_00100
ERR1913162.81485__1.81485	1263006__R6LU28__BN515_01365
ERR1913162.81494__1.81494	28116__C3QMW4__BACOVA_04147
ERR1913162.81711__1.81711	28118__R6F390__ypdA_1
ERR1913162.81803__1.81803	1262882__R5MFM2__BN519_00460
ERR1913162.82008__1.82008	239935__A0A2N8I5A2__DEF40_08455
ERR1913162.82186__1.82186	2173__A0A1D2WXC5__METSMIALI_01265
ERR1913162.82295__1.82295	357276__I9F327__DXD47_22495
ERR1913162.82589__1.82589	216816__A0A061M1M5__HMPREF0177_01046
ERR1913162.82645__1.82645	301301__A0A174C8W8__ERS852391_01378
ERR1913162.82829__1.82829	239935__B2UQP8__CXU15_01110
ERR1913162.83064__1.83064	28118__F9Z7S2__DF785_12600
ERR1913162.83078__1.83078	28116__I9T1P7__BACOV975_02228
ERR1913162.83284__1.83284	544644__GCA_001915615.1_01049
ERR1913162.83480__1.83480	216816__E8MW20__DD674_07905
ERR1913162.83648__1.83648	823__A6LGI3__DXB14_09215
ERR1913162.83697__1.83697	165179__A0A3E5DWZ6__DXC61_10880
ERR1913162.83752__1.83752	239935__A0A2N8HH03__CXU09_08875
ERR1913162.83841__1.83841	39492__D4JS46__EUBSIR_02553
ERR1913162.84282__1.84282	1262882__R5MNC1__BN519_00818
ERR1913162.84349__1.84349	410072__A0A173ZG02__ERS852574_01061
ERR1913162.84399__1.84399	40518__R5DY73__DXD86_02865
ERR1913162.84616__1.84616	1550024__A0A0D8IYB1__TQ39_12130
ERR1913162.84800__1.84800	821__A0A395UNT8__DXD64_15275
ERR1913162.84825__1.84825	1160721__W0U839__pheB
ERR1913162.84985__1.84985	1683__C4FFR9__Bang102_007565
ERR1913162.85027__1.85027	214856__I3YPQ3__Alfi_2711
ERR1913162.85434__1.85434	214856__R5UN64__ERS852447_02669
ERR1913162.85494__1.85494	1550024__G9RTA6__TQ39_10970
ERR1913162.85608__1.85608	239935__A0A2N8I6R6__CXU04_04335
ERR1913162.85801__1.85801	357276__A0A0K2HDP3__IY41_00705
ERR1913162.85920__1.85920	357276__A0A076IRZ5__BACDOR_00630
ERR1913162.86472__1.86472	214856__R6XP73__ERS852447_00886
ERR1913162.87150__1.87150	823__A0A174U5E4__BDI_3390
ERR1913162.87844__1.87844	1263006__R6LGJ6__BN515_00859
ERR1913162.88082__1.88082	28118__F9Z4U0__B5F99_17595
ERR1913162.88133__1.88133	239935__A0A2N8IYM5__CXT84_05130
ERR1913162.88314__1.88314	1262882__R5MYG7__BN519_00405
ERR1913162.88323__1.88323	2173__A0A1D2WWU1__METSMIALI_01068
ERR1913162.88346__1.88346	239935__A0A3F3K985__CXT98_05805
ERR1913162.88398__1.88398	1262924__R7HUJ5__BN585_00830
ERR1913162.88457__1.88457	1262869__R7CTW3__BN625_00722
ERR1913162.88537__1.88537	39485__A0A174Z8V5__fliU_2
ERR1913162.88636__1.88636	544645__A0A3E4T783__DXC42_09135
ERR1913162.88620__1.88620	39491__A0A395V5R3__EUBREC_1883
ERR1913162.88835__1.88835	1262986__R6AQW4__BN492_00061
ERR1913162.88983__1.88983	2173__A0A1D2WW38__METSMIF1_03111
ERR1913162.89046__1.89046	544645__A0A3E4T917__DXC42_08350
ERR1913162.89161__1.89161	357276__B6W1Y5__IY41_11405
ERR1913162.89241__1.89241	301301__G2T3Q2__ERS852391_00522
ERR1913162.89297__1.89297	1160721__R6TBU4__BHW50_04080
ERR1913162.89609__1.89609	40518__R5E4V5__RBL263_01242
ERR1913162.89591__1.89591	239935__A0A2N8HT44__CXT84_11035
ERR1913162.89874__1.89874	290054__A0A1T4NGJ6__SAMN02745114_01599
ERR1913162.90045__1.90045	357276__A0A076IP73__BACDOR_04237
ERR1913162.90282__1.90282	1263005__R6FMN4__BN497_00862
ERR1913162.90336__1.90336	28117__B0MTH2__ALIPUT_00061
ERR1913162.90415__1.90415	1262869__R7CMJ2__BN625_01158
ERR1913162.90599__1.90599	1262992__R5DCV6__BN795_00412
ERR1913162.90656__1.90656	33043__D5HHE4__ERS852445_02332
ERR1913162.90791__1.90791	1262924__R7HRA8__BN585_01680
ERR1913162.90837__1.90837	1262869__R7CRP7__BN625_01723
ERR1913162.91140__1.91140	239935__A0A2N8I3Z7__CXU05_10555
ERR1913162.91146__1.91146	47678__A5ZF31__DXB67_11050
ERR1913162.91370__1.91370	39488__A0A173U4P2__ERS852578_02139
ERR1913162.91560__1.91560	1262882__R5MRS7__BN519_01490
ERR1913162.91746__1.91746	820__A0A139KIL9__DXC68_05945
ERR1913162.91789__1.91789	301301__A0A395VFD3__ERS852391_02492
ERR1913162.91823__1.91823	301301__G2T455__RHOM_11960
ERR1913162.91964__1.91964	261299__R5Y4V6__addA
ERR1913162.92018__1.92018	47678__R5UST1__ERS852558_03505
ERR1913162.92074__1.92074	487175__R5DYU5__HMPREF9439_02354
ERR1913162.92120__1.92120	239935__A0A2N8ITX2__CXT86_11265
ERR1913162.92158__1.92158	239935__A0A2N8I3G2__CXT89_00720
ERR1913162.92515__1.92515	360807__C0FSM3__ROSEINA2194_01739
ERR1913162.92622__1.92622	47678__R5U9Z0__HMPREF1061_03210
ERR1913162.92703__1.92703	239935__A0A2N8I694__CXU04_06245
ERR1913162.92746__1.92746	1262882__R5MT42__BN519_01729
ERR1913162.92831__1.92831	214856__A0A173XTZ8__ERS852447_00498
ERR1913162.92836__1.92836	1262882__R5N0Q5__BN519_00642
ERR1913162.93169__1.93169	28118__R6F984__B5F93_04540
ERR1913162.93354__1.93354	46503__K5ZAK9__NCTC13052_03308
ERR1913162.93460__1.93460	216816__A0A2N0SME6__BLIF_1881
ERR1913162.93900__1.93900	1262869__R7CNL6__BN625_01290
ERR1913162.94018__1.94018	239935__A0A2N8IZ16__CXT84_05850
ERR1913162.94064__1.94064	823__D7IT19__DHP27_03495
ERR1913162.94171__1.94171	823__A6LDT7__CEQ22_002595
ERR1913162.94184__1.94184	1262882__R5MYX5__BN519_00333
ERR1913162.94276__1.94276	1262882__R5N0F4__BN519_00593
ERR1913162.94339__1.94339	1262882__A0A356PSJ4__BN519_01180
ERR1913162.94487__1.94487	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913162.94730__1.94730	1263107__GCA_000436995.1_00165
ERR1913162.94778__1.94778	823__D7IV95__DXC05_09565
ERR1913162.94853__1.94853	1263109__GCA_000438135.1_00605
ERR1913162.95024__1.95024	487175__F3QGM6__HMPREF9439_00065
ERR1913162.95073__1.95073	47678__A5ZHJ2__DXB67_12405
ERR1913162.95099__1.95099	1235835__R9LCU2__C814_02677
ERR1913162.95249__1.95249	28118__R6F2P9__B5F99_13925
ERR1913162.95326__1.95326	1262743__R5C054__BN727_01980
ERR1913162.95420__1.95420	1262882__R5MF51__BN519_00287
ERR1913162.95990__1.95990	823__A0A174EFT7__luxQ_5
ERR1913162.96083__1.96083	1262938__R5FMG8__BN812_01531
ERR1913162.96106__1.96106	1262869__R7CSY3__BN625_00523
ERR1913162.96254__1.96254	239935__A0A139TPU7__CXT91_06575
ERR1913162.96468__1.96468	1262882__R5MIY9__BN519_01097
ERR1913162.96514__1.96514	884684__GCA_002892425.1_00036
ERR1913162.96656__1.96656	47678__R5UG22__ERS852558_01514
ERR1913162.97003__1.97003	46503__R6WWH2__DXB85_00365
ERR1913162.97135__1.97135	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913162.97351__1.97351	1262882__R5ML49__BN519_01361
ERR1913162.97451__1.97451	1262869__R7CQG9__BN625_01583
ERR1913162.97643__1.97643	1262882__R5MH55__BN519_00725
ERR1913162.97877__1.97877	28117__B0N028__BHV66_05935
ERR1913162.97951__1.97951	246787__A0A3D6AWM8__BACCELL_01963
ERR1913162.97959__1.97959	1262869__R7CUK0__BN625_00521
ERR1913162.98070__1.98070	239935__A0A2N8IQU3__CXU22_05890
ERR1913162.98203__1.98203	1262882__R5MFA5__BN519_00331
ERR1913162.98271__1.98271	47678__R5U8Y1__BACCAC_02615
ERR1913162.98273__1.98273	1550024__G9RNN5__TQ39_03430
ERR1913162.98411__1.98411	239935__R6K0V8__CXT94_02055
ERR1913162.98465__1.98465	301302__R5VFQ6__ERS852420_00378
ERR1913162.98673__1.98673	1262882__R5MRT2__BN519_01494
ERR1913162.98690__1.98690	821__A0A395VLM8__BvMPK_3650
ERR1913162.99024__1.99024	301302__A0A0M6WBZ5__spr
ERR1913162.99068__1.99068	1262882__R5MYX5__BN519_00333
ERR1913162.99075__1.99075	328814__GCA_004558275.1_00239
ERR1913162.99270__1.99270	552398__F4XHU2__HMPREF0866_03196
ERR1913162.99308__1.99308	239935__R6IZT7__CXU18_11710
ERR1913162.99469__1.99469	28116__D7K2E0__endOF2_3
ERR1913162.99658__1.99658	552398__F4XHN7__HMPREF0866_03141
ERR1913162.99662__1.99662	1262882__R5MEN9__BN519_00201
ERR1913162.99746__1.99746	1262803__R6NVS3__BN649_00019
ERR1913162.100140__1.100140	1263005__R6EZI6__BN497_01629
ERR1913162.100165__1.100165	1262938__R5FRU2__BN812_00435
ERR1913162.100213__1.100213	823__A0A355XJ56__DDY96_07685
ERR1913162.100230__1.100230	39496__A5Z5I2__EUBVEN_00963
ERR1913162.100556__1.100556	2292352__A0A374UNZ9__DXC23_01520
ERR1913162.100858__1.100858	239935__A0A2N8I7W6__CXT90_04245
ERR1913162.101148__1.101148	47678__R5UG96__C5Z00_12630
ERR1913162.101174__1.101174	28116__I8Y7V6__HMPREF1017_02728
ERR1913162.101697__1.101697	821__A0A174NM17__lacZ_6
ERR1913162.102034__1.102034	1262869__R7CSQ8__BN625_00058
ERR1913162.102177__1.102177	239935__A0A2N8IHY1__CXU06_00035
ERR1913162.102444__1.102444	239935__B2UNC5__B5G29_07685
ERR1913162.102642__1.102642	1262882__R5MH55__BN519_00725
ERR1913162.102712__1.102712	214856__I3YPQ0__ERS852447_01379
ERR1913162.102671__1.102671	1262882__R5N0J9__BN519_00773
ERR1913162.102850__1.102850	28116__I8YA52__M088_0798
ERR1913162.102909__1.102909	28116__A0A1G8H1M8__DXF98_11065
ERR1913162.102994__1.102994	1262924__R7HUI3__BN585_00815
ERR1913162.103165__1.103165	239935__A0A2N8IV82__CXT99_06735
ERR1913162.103221__1.103221	35755__A0A0F6R1S3__UL82_09485
ERR1913162.103227__1.103227	1262746__R5SVF6__BN750_00768
ERR1913162.103442__1.103442	214856__I3YPN3__ERS852447_01395
ERR1913162.103509__1.103509	1263005__R6EQ78__BN497_00036
ERR1913162.103515__1.103515	239935__A0A2N8HT44__CXT84_11035
ERR1913162.103561__1.103561	239935__A0A139TMG9__CXU07_10650
ERR1913162.103708__1.103708	239935__A0A2N8IMC9__CXU09_02095
ERR1913162.103853__1.103853	239935__A0A2N8HH03__CXU09_08875
ERR1913162.104190__1.104190	147206__GCF_000156215.1_01777
ERR1913162.104300__1.104300	1262869__R7CV70__BN625_00699
ERR1913162.104480__1.104480	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913162.104571__1.104571	214856__A0A174EJT5__mnmA
ERR1913162.104766__1.104766	239935__A0A2N8HSC0__CXU06_05505
ERR1913162.104813__1.104813	239935__A0A2N8HAQ1__DEF40_05290
ERR1913162.104887__1.104887	487175__D9Y5W5__HMPREF9439_00454
ERR1913162.104948__1.104948	1262869__R7CPD0__BN625_00137
ERR1913162.104985__1.104985	39488__C0EWC5__EHLA_2843
ERR1913162.105121__1.105121	328814__GCA_004558275.1_01846
ERR1913162.105142__1.105142	1262882__R5N587__BN519_01643
ERR1913162.105158__1.105158	1235835__R9LCU2__C814_02677
ERR1913162.105399__1.105399	1262869__R7CRP7__BN625_01723
ERR1913162.105692__1.105692	1583098__A0A140PU69__RN92_05400
ERR1913162.105783__1.105783	357276__I9R1V6__DXD47_04125
ERR1913162.106170__1.106170	1262785__R6MTC5__BN565_01269
ERR1913162.106280__1.106280	28116__A0A1Y4P7B7__M088_2098
ERR1913162.106338__1.106338	821__A0A174V2F3__NCTC10583_01474
ERR1913162.106424__1.106424	410072__A0A173Y221__spoIIIAE
ERR1913162.106393__1.106393	1683__A0A126SW43__Bang102_006505
ERR1913162.106529__1.106529	328814__GCA_004558275.1_00391
ERR1913162.106718__1.106718	2173__A0A1D2WTF2__METSMIALI_00289
ERR1913162.107098__1.107098	1262882__R5MZZ3__BN519_00482
ERR1913162.107375__1.107375	239935__A0A2N8I3G2__CXT89_00720
ERR1913162.107551__1.107551	239935__A0A2N8I3G2__CXT89_00720
ERR1913162.107593__1.107593	328814__GCA_004558275.1_00036
ERR1913162.107637__1.107637	820__A0A173WZS4__DXD90_10250
ERR1913162.107774__1.107774	817__A0A1C0WW19__macB_12
ERR1913162.107918__1.107918	239935__A0A2N8HTZ8__CXU09_01270
ERR1913162.108084__1.108084	357276__I9R2M6__BSEG_03499
ERR1913162.108267__1.108267	820__A0A374Q854__HMPREF1073_03281
ERR1913162.108319__1.108319	40518__R5E4V5__RBL263_01242
ERR1913162.108427__1.108427	1550024__G9RTD6__TQ39_10825
ERR1913162.108615__1.108615	10680__GeneID:1261099
ERR1913162.108630__1.108630	28118__R6FC74__DHW44_13330
ERR1913162.108782__1.108782	1160721__W0U4N8__RBI_I00805
ERR1913162.108815__1.108815	239935__A0A2N8INK7__Amuc_0521
ERR1913162.109022__1.109022	823__A6LBY1__ERS852380_00510
ERR1913162.109281__1.109281	1262869__R7CRN3__BN625_01760
ERR1913162.109652__1.109652	1262882__R5N1N6__BN519_00968
ERR1913162.109838__1.109838	239935__A0A2N8IRH4__CXT92_05605
ERR1913162.110050__1.110050	1262869__R7CTK2__BN625_00386
ERR1913162.110456__1.110456	823__A0A078SLK0__ERS852513_02755
ERR1913162.110643__1.110643	671267__R9I7B5__C802_04018
ERR1913162.110759__1.110759	384639__GCA_003096855.1_00971
ERR1913162.110782__1.110782	821__D4VD59__BHV80_04260
ERR1913162.110836__1.110836	1160721__W0U5Q5__RBI_I01425
ERR1913162.111145__1.111145	357276__I9RD92__BACDOR_04262
ERR1913162.111194__1.111194	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913162.111363__1.111363	1262869__R7CU80__BN625_00417
ERR1913162.111472__1.111472	1262869__R7CQI7__BN625_01450
ERR1913162.111491__1.111491	357276__B6W1J2__BACDOR_03380
ERR1913162.111559__1.111559	28117__B0MTW8__ALIPUT_00502
ERR1913162.111610__1.111610	39496__A5Z5I2__EUBVEN_00963
ERR1913162.111620__1.111620	357276__C3RA36__HMPREF1065_03270
ERR1913162.111985__1.111985	1262882__R5MIC9__BN519_00834
ERR1913162.112126__1.112126	1262882__R5N2E1__BN519_01117
ERR1913162.112346__1.112346	821__A0A0P0M2J4__DXD46_10295
ERR1913162.112646__1.112646	47678__R5U3D5__DW706_05635
ERR1913162.112756__1.112756	28117__B0MXW9__ALIPUT_01981
ERR1913162.112857__1.112857	1262882__R5MM96__BN519_01545
ERR1913162.112975__1.112975	2173__A0A1D2WTW4__BK798_02715
ERR1913162.112987__1.112987	328814__GCA_004558275.1_01742
ERR1913162.113062__1.113062	544644__GCA_001915615.1_01913
ERR1913162.113040__1.113040	46503__R6WPS1__lepB
ERR1913162.113571__1.113571	1263005__R6EPX4__BN497_00009
ERR1913162.113788__1.113788	239935__R7DVL7__CXT93_01180
ERR1913162.113854__1.113854	1683__C4FDD7__Bang102_002345
ERR1913162.114083__1.114083	1262882__R5MIW5__BN519_00945
ERR1913162.114275__1.114275	328814__GCA_004558275.1_00221
ERR1913162.114444__1.114444	47678__R5UMC3__CGC64_08380
ERR1913162.114540__1.114540	47678__A5ZG68__ERS852494_02968
ERR1913162.114662__1.114662	1897011__A0A1Q6RI37__BHW41_00895
ERR1913162.114798__1.114798	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913162.114985__1.114985	1262882__R5MHZ2__BN519_00742
ERR1913162.115271__1.115271	239935__A0A2N8IRL2__CXU06_01170
ERR1913162.115465__1.115465	328814__GCA_004558275.1_00295
ERR1913162.115565__1.115565	239935__A0A2N8I8X8__B5G29_00185
ERR1913162.115507__1.115507	239935__R6J5N6__CXT99_10770
ERR1913162.115659__1.115659	1522__G1VMF8__ADH65_07185
