ERR1913014.505__1.505	487174__K0WU53__DDY40_07650
ERR1913014.30231__1.30231	1535__A7VNS4__CLOLEP_00200
ERR1913014.30344__1.30344	39492__D4JU56__hemZ
ERR1913014.30411__1.30411	820__A0A3E4FZM1__adaA_2
ERR1913014.30384__1.30384	47678__R5U2I4__ERS852558_03712
ERR1913014.30536__1.30536	1535__A7VRY3__CH238_12035
ERR1913014.30554__1.30554	853__A0A173XRA8__CGS56_09290
ERR1913014.30628__1.30628	189722__E0NQU7__HMPREF0658_0548
ERR1913014.30643__1.30643	214856__A0A174ZER9__ERS852559_00614
ERR1913014.30645__1.30645	1262986__R6A297__BN492_00796
ERR1913014.30621__1.30621	820__A0A139KJ23__celCCA
ERR1913014.30692__1.30692	239935__A0A2N8HB50__CXU17_02615
ERR1913014.30703__1.30703	239935__R7E4Y3__CXU15_13135
ERR1913014.30743__1.30743	818__A0A0P0FWH4__Btheta7330_05099
ERR1913014.30995__1.30995	28118__R6FC74__DHW44_13330
ERR1913014.31204__1.31204	818__A0A3E5HDS4__BJP75_002620
ERR1913014.31213__1.31213	47678__R5U7T0__CGC64_00755
ERR1913014.31279__1.31279	1262700__R5XTC7__BN695_00355
ERR1913014.31401__1.31401	239935__A0A2N8HL91__holA
ERR1913014.31409__1.31409	28117__B0MUB4__BHV66_01895
ERR1913014.31486__1.31486	821__A6L0C7__ERS852556_03520
ERR1913014.31513__1.31513	487174__K0WX10__DIT83_10030
ERR1913014.31560__1.31560	821__R9HFW2__DXD01_00365
ERR1913014.31540__1.31540	818__A0A174RFL1__ERS852511_03380
ERR1913014.31545__1.31545	820__R9I3Q7__HMPREF1072_01668
ERR1913014.31591__1.31591	239935__R7E4Y3__CXU15_13135
ERR1913014.31598__1.31598	357276__A0A0P0M2G3__BACDOR_03913
ERR1913014.31716__1.31716	246787__A0A0P0GM17__BACCELL_03224
ERR1913014.32259__1.32259	28117__B0MT73__ALIPUT_00412
ERR1913014.32316__1.32316	1262989__R6YH00__BN815_00145
ERR1913014.32485__1.32485	821__A0A395VIK7__BVU_1225
ERR1913014.32581__1.32581	239935__R6J4Y4__CXU17_09810
ERR1913014.32711__1.32711	47678__A5ZEA3__ERS852558_00257
ERR1913014.32739__1.32739	1501392__A0A0B2JJR5__PU94_03125
ERR1913014.32817__1.32817	47678__R5U2H9__DXB67_10685
ERR1913014.32896__1.32896	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913014.33068__1.33068	820__A0A139K1Y6__DXB48_02610
ERR1913014.33207__1.33207	487174__K0X5B1__DDY40_01695
ERR1913014.33336__1.33336	204516__U6RAM4__HMPREF1534_03439
ERR1913014.33358__1.33358	246787__E2N7G0__resA_6
ERR1913014.33383__1.33383	818__A0A139L1N9__ERS852430_00647
ERR1913014.33574__1.33574	214856__A0A174A0P3__ERS852447_00994
ERR1913014.33600__1.33600	818__A0A3E5HHL6__C799_04659
ERR1913014.33655__1.33655	239935__R6JWM7__CXU14_12295
ERR1913014.33660__1.33660	818__Q8A112__BT_3859
ERR1913014.33618__1.33618	820__A0A174NUS8__DXC80_12885
ERR1913014.33720__1.33720	487174__R5EPJ7__HMPREF9448_00444
ERR1913014.33748__1.33748	1262824__R6RQ97__BN719_01011
ERR1913014.33786__1.33786	239935__A0A2N8HB50__CXU17_02615
ERR1913014.33797__1.33797	246787__A0A0P0GLJ1__BcellWH2_01674
ERR1913014.33879__1.33879	239935__R6IZT7__CXU18_11710
ERR1913014.33892__1.33892	818__Q89ZX6__ERS852511_03600
ERR1913014.33939__1.33939	1796613__A0A1C7GYK5__ADH74_16440
ERR1913014.33933__1.33933	28118__R6FGS2__DER54_04485
ERR1913014.33995__1.33995	556259__I0PXW0__BSGG_5187
ERR1913014.34005__1.34005	1550024__G9RTA6__TQ39_10970
ERR1913014.34119__1.34119	820__A0A396EUU8__luxQ_3
ERR1913014.34131__1.34131	820__A0A173W419__DXC68_17760
ERR1913014.34150__1.34150	310298__B3JFI7__BACCOP_00636
ERR1913014.34249__1.34249	820__R9I3Q7__HMPREF1072_01668
ERR1913014.34432__1.34432	820__A0A173YYG4__evgS_3
ERR1913014.34508__1.34508	818__A0A139L1N9__ERS852430_00647
ERR1913014.34543__1.34543	47678__I9ECI0__HMPREF1061_03742
ERR1913014.34571__1.34571	820__A7VAR9__ERS852421_00197
ERR1913014.34659__1.34659	246787__I8V2S2__BACCELL_02524
ERR1913014.34773__1.34773	154046__A0A3E4U775__DXC88_28530
ERR1913014.34787__1.34787	820__A7V859__ERS852462_00341
ERR1913014.34818__1.34818	239935__A0A2N8ITX2__CXT86_11265
ERR1913014.34875__1.34875	820__A0A139KHX1__HMPREF2141_00289
ERR1913014.34940__1.34940	239935__A0A139TSG7__CXU17_09600
ERR1913014.35108__1.35108	47678__R5U325__HMPREF1061_03209
ERR1913014.35148__1.35148	246787__R6KBH9__HMPREF1062_04676
ERR1913014.35170__1.35170	821__A0A174RA14__M099_1655
ERR1913014.35202__1.35202	853__E2ZJT1__C4N23_03535
ERR1913014.35236__1.35236	821__A0A396F1N0__M099_1553
ERR1913014.35272__1.35272	821__A0A174T998__DXB82_10860
ERR1913014.35587__1.35587	1965661__A0A1Y3S3X8__B5G37_13860
ERR1913014.35613__1.35613	818__A0A139K9H8__C5Z03_23905
ERR1913014.35788__1.35788	239935__B2UNF6__CXU17_03450
ERR1913014.35890__1.35890	1736__A0A0U3FK08__ELI_4400
ERR1913014.35928__1.35928	820__A0A396EWL3__ERS417307_03868
ERR1913014.35910__1.35910	820__A0A3E4VXP2__yesR
ERR1913014.35999__1.35999	818__A0A0P0F2P7__BT_1771
ERR1913014.36068__1.36068	820__A0A374Q854__HMPREF1073_03281
ERR1913014.36139__1.36139	1547__B0N2S0__CLORAM_00809
ERR1913014.36125__1.36125	239935__A0A139TVG9__CXU13_01700
ERR1913014.36359__1.36359	239935__A0A2N8IQ67__CXU20_08505
ERR1913014.36546__1.36546	239935__A0A139TPD8__CXU12_11015
ERR1913014.36724__1.36724	564886__GeneID:6973115
ERR1913014.36820__1.36820	820__A0A173W419__DXC68_17760
ERR1913014.36952__1.36952	820__A0A139K0J1__HMPREF2141_03205
ERR1913014.37220__1.37220	239935__R6J776__CXU07_02355
ERR1913014.37235__1.37235	239935__A0A2N8IQ67__CXU20_08505
ERR1913014.37331__1.37331	1501392__A0A0B2J9B3__PU94_14265
ERR1913014.37364__1.37364	239935__A0A2N8IAY7__CXU13_02935
ERR1913014.37431__1.37431	818__Q8A112__BT_3859
ERR1913014.37448__1.37448	820__A0A139KJR5__M093_4469
ERR1913014.37577__1.37577	820__A0A174F696__macB_13
ERR1913014.37585__1.37585	1262700__R5XTC7__BN695_00355
ERR1913014.37552__1.37552	1262700__R5XBD0__BN695_00459
ERR1913014.37652__1.37652	1262986__R6A297__BN492_00796
ERR1913014.37618__1.37618	2049039__A0A316SG69__DBY32_08730
ERR1913014.37880__1.37880	239935__A0A139TLF5__CXU18_06685
ERR1913014.37882__1.37882	821__C3RB94__DXC03_15585
ERR1913014.37898__1.37898	1099853__G9S612__NSB1T_01470
ERR1913014.38013__1.38013	1547__G9QYH1__CLORAM_00264
ERR1913014.38096__1.38096	239935__A0A2N8IQ67__CXU20_08505
ERR1913014.38158__1.38158	246787__A0A3D6AWM8__BACCELL_01963
ERR1913014.38252__1.38252	1262986__R5ZUC3__BN492_00941
ERR1913014.38262__1.38262	487174__K0XLC3__HMPREF9448_01065
ERR1913014.38303__1.38303	47678__A5ZBL9__C5Z00_18710
ERR1913014.38308__1.38308	853__A0A174C5M1__CGS58_04460
ERR1913014.38391__1.38391	1262743__R5C054__BN727_01980
ERR1913014.38578__1.38578	47678__A5ZEA3__ERS852558_00257
ERR1913014.38568__1.38568	820__A0A173YYG4__evgS_3
ERR1913014.38683__1.38683	820__A0A174EV88__HMPREF1072_01427
ERR1913014.39025__1.39025	239935__A0A2N8HB50__CXU17_02615
ERR1913014.39049__1.39049	246787__I9QX02__HMPREF1062_01641
ERR1913014.39106__1.39106	821__A0A3E4HP25__SAMN04487923_102450
ERR1913014.39121__1.39121	239935__A0A2N8HZZ2__CXU19_04895
ERR1913014.39151__1.39151	820__A0A3E4G493__ERS417307_00253
ERR1913014.39188__1.39188	338188__A0A174ETX3__ERS852397_01955
ERR1913014.39251__1.39251	821__D4VC51__M099_1508
ERR1913014.39221__1.39221	47678__R5USS6__C5Z00_03300
ERR1913014.39292__1.39292	821__A0A0P0L8F8__ERS852509_03705
ERR1913014.39603__1.39603	47678__A0A174VGP6__HMPREF1061_01625
ERR1913014.39663__1.39663	820__A0A174B4N2__M093_2531
ERR1913014.39810__1.39810	39492__D4JX05__EUBSIR_01678
ERR1913014.39817__1.39817	471189__GCA_003340385.1_00581
ERR1913014.39942__1.39942	246787__I9QX02__HMPREF1062_01641
ERR1913014.39931__1.39931	246787__A0A0P0GNX3__BACCELL_00807
ERR1913014.40002__1.40002	818__A0A139KY34__ERS852461_03898
ERR1913014.40060__1.40060	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913014.40088__1.40088	39492__D4JUL3__nreC_2
ERR1913014.40109__1.40109	39492__D4JUD7__EUBSIR_01877
ERR1913014.40525__1.40525	821__A0A0P0L952__M097_4235
ERR1913014.40590__1.40590	47678__R5U6J0__ERS852558_00310
ERR1913014.40873__1.40873	292800__A0A174SE17__dppA_5
ERR1913014.40961__1.40961	820__R7E9Z4__DXC68_06065
ERR1913014.40966__1.40966	820__A7V8C2__ERS852554_01338
ERR1913014.41309__1.41309	214856__R6XUN2__rcsC_1
ERR1913014.41337__1.41337	821__A0A395UNT8__DXD64_15275
ERR1913014.41415__1.41415	487175__R6A7L2__HMPREF9439_00047
ERR1913014.41468__1.41468	820__A0A3E4VXP2__yesR
ERR1913014.41482__1.41482	821__A0A0P0L8F8__ERS852509_03705
ERR1913014.41545__1.41545	820__A0A374Q854__HMPREF1073_03281
ERR1913014.41552__1.41552	1520815__A0A1I3Q9U1__SAMN02910435_01736
ERR1913014.41609__1.41609	821__A0A0P0M4G3__M099_3092
ERR1913014.41756__1.41756	1105171__GeneID:11605488
ERR1913014.41758__1.41758	821__A0A395UNT8__DXD64_15275
ERR1913014.41894__1.41894	35833__E5YAA4__HMPREF0179_03124
ERR1913014.41945__1.41945	626929__F3PKG7__SAMN05444376_0720
ERR1913014.41930__1.41930	821__A0A174NSU0__BVU_3144
ERR1913014.41936__1.41936	40518__R5DTP7__DXD83_02415
ERR1913014.42054__1.42054	671267__R9IB12__C802_00696
ERR1913014.42109__1.42109	818__A0A139KMC9__C799_02694
ERR1913014.42565__1.42565	169435__A0A174RZ74__B5F10_10575
ERR1913014.42648__1.42648	33025__A0A395J910__C8D73_11128
ERR1913014.42713__1.42713	820__A0A139KH21__DXC80_01780
ERR1913014.42798__1.42798	239935__A0A2N8HX65__CXU17_02540
ERR1913014.42748__1.42748	1501391__GCA_000786575.1_00097
ERR1913014.42762__1.42762	821__A0A0P0M3U7__DXB90_14325
ERR1913014.42865__1.42865	820__A0A396EUU8__luxQ_3
ERR1913014.42868__1.42868	820__A0A3E4VZT7__DXB48_16145
ERR1913014.42908__1.42908	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913014.42950__1.42950	821__A0A173XDD3__DXB82_17180
ERR1913014.43015__1.43015	820__A0A3E4FWC8__DXC91_14635
ERR1913014.43101__1.43101	246787__A0A0P0GM17__BACCELL_03224
ERR1913014.43140__1.43140	821__A0A395UNT8__DXD64_15275
ERR1913014.43183__1.43183	820__A0A3E4VZY4__ERS852554_01211
ERR1913014.43195__1.43195	820__A0A139KH21__DXC80_01780
ERR1913014.43280__1.43280	1796613__A0A1C7H300__A4V03_17350
ERR1913014.43253__1.43253	1262824__R6RLG9__BN719_02221
ERR1913014.43373__1.43373	333367__C0D7C8__CLOSTASPAR_05175
ERR1913014.43378__1.43378	239935__A0A2N8IUE8__CXU20_02935
ERR1913014.43492__1.43492	246787__A0A3D6AXG0__BACCELL_01743
ERR1913014.43597__1.43597	820__A0A078S4C2__ERS417307_00828
ERR1913014.43602__1.43602	100884__E7GDK9__DXB30_04385
ERR1913014.43678__1.43678	820__A7UYX8__DXD40_11635
ERR1913014.43776__1.43776	1501392__A0A0B2JKG8__PU94_04780
ERR1913014.43800__1.43800	28117__B0MXG8__ALIPUT_01814
ERR1913014.43829__1.43829	1262700__R5XJX9__BN695_00988
ERR1913014.43951__1.43951	47678__R5UER2__CGC64_00710
ERR1913014.44085__1.44085	246787__A0A0P0FYF1__HMPREF1062_05374
ERR1913014.44055__1.44055	818__A0A3E5HGB5__ERS852511_02145
ERR1913014.44067__1.44067	246787__A0A0P0GMR5__HMPREF1062_04678
ERR1913014.44188__1.44188	820__A0A174F0C1__nreB
ERR1913014.44352__1.44352	818__A0A3E5HNR9__BSIG_1712
ERR1913014.44412__1.44412	239935__A0A139TPD8__CXU12_11015
ERR1913014.44453__1.44453	821__A0A174T998__DXB82_10860
ERR1913014.44561__1.44561	239935__A0A2N8IUW6__Amuc_1525
ERR1913014.44673__1.44673	239935__A0A2N8IDX4__CXU20_07380
ERR1913014.44747__1.44747	33025__A0A395JB30__C8D73_1034
ERR1913014.44758__1.44758	2049043__A0A316MTI7__DBY37_06505
ERR1913014.44876__1.44876	239935__A0A139TTZ7__CXU14_07900
ERR1913014.44968__1.44968	487174__K0X5B1__DDY40_01695
ERR1913014.45133__1.45133	821__A0A174T998__DXB82_10860
ERR1913014.45107__1.45107	39492__A0A174ZYY6__EUBSIR_02510
ERR1913014.45088__1.45088	39492__B0MNU1__ERS852540_02349
ERR1913014.45350__1.45350	821__A0A3E4KIM1__M097_3660
ERR1913014.45376__1.45376	28117__B0N028__BHV66_05935
ERR1913014.45389__1.45389	818__A0A139KCA0__SAMN05216253_102371
ERR1913014.45539__1.45539	1653434__A0A150YAQ6__DWW28_11250
ERR1913014.45564__1.45564	818__A0A139L1N9__ERS852430_00647
ERR1913014.45579__1.45579	820__A0A174F696__macB_13
ERR1913014.45506__1.45506	820__A0A3E4VZT7__DXB48_16145
ERR1913014.45632__1.45632	29348__B1C2F9__CLOSPI_01421
ERR1913014.45761__1.45761	246787__A0A0P0GR24__BcellWH2_03263
ERR1913014.45901__1.45901	820__A0A174GK47__ERS852421_00200
ERR1913014.45941__1.45941	39492__R6RT40__prkC_3
ERR1913014.46067__1.46067	820__A0A1T4IYF4__mprA_1
ERR1913014.46041__1.46041	821__A0A0P0L952__M097_4235
ERR1913014.46164__1.46164	821__A0A0P0L8F8__ERS852509_03705
ERR1913014.46210__1.46210	821__E5UY21__C800_02204
ERR1913014.46317__1.46317	821__A0A3E4HP25__SAMN04487923_102450
ERR1913014.46345__1.46345	47678__R5U819__DW706_12015
ERR1913014.46417__1.46417	821__A0A395UNT8__DXD64_15275
ERR1913014.46419__1.46419	818__D7I8A4__C799_02600
ERR1913014.46505__1.46505	820__A0A3E4VZT7__DXB48_16145
ERR1913014.46620__1.46620	820__A0A3E4G826__C801_01612
ERR1913014.47067__1.47067	35833__E5Y6S3__HMPREF0179_01886
ERR1913014.47209__1.47209	214856__A0A174Z2I3__ERS852447_00940
ERR1913014.47253__1.47253	821__A0A173WG51__BVU_2549
ERR1913014.47301__1.47301	47678__R5UER2__CGC64_00710
ERR1913014.47571__1.47571	821__A0A0P0L8F8__ERS852509_03705
ERR1913014.47576__1.47576	329854__A0A3E4IA10__DXD57_17005
ERR1913014.47584__1.47584	818__A0A3E5HHL6__C799_04659
ERR1913014.47659__1.47659	47678__R5UU99__C5Z00_11925
ERR1913014.47805__1.47805	333367__C0D947__CLOSTASPAR_05796
ERR1913014.47951__1.47951	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913014.48098__1.48098	239935__A0A2N8HWQ2__CXU13_01775
ERR1913014.48176__1.48176	333367__C0D9G9__CLOSTASPAR_05919
ERR1913014.48237__1.48237	239935__A0A2N8HZZ2__CXU19_04895
ERR1913014.48393__1.48393	818__A0A174N1L6__ERS852511_02039
ERR1913014.48444__1.48444	1262700__R5XK32__BN695_00091
ERR1913014.48536__1.48536	239935__A0A2N8IUU3__CXU18_08060
ERR1913014.48488__1.48488	820__A7V470__HMPREF1072_02076
ERR1913014.48885__1.48885	1262986__R5ZVD8__BN492_01099
ERR1913014.48994__1.48994	239935__A0A139TVG9__CXU13_01700
ERR1913014.49511__1.49511	239935__A0A2N8HB50__CXU17_02615
ERR1913014.49731__1.49731	556259__I0PXW0__BSGG_5187
ERR1913014.49797__1.49797	1501391__GCA_000786575.1_00016
ERR1913014.49885__1.49885	239935__R6JWM7__CXU14_12295
ERR1913014.50071__1.50071	821__A0A174MBW9__SAMN04487923_10272
ERR1913014.50248__1.50248	239935__A0A2N8IUW6__Amuc_1525
ERR1913014.50489__1.50489	39492__D4JUY6__ERS852540_01913
ERR1913014.50623__1.50623	239935__A0A2N8HBM4__CXT85_06270
ERR1913014.50703__1.50703	239935__A0A2N8I390__CXU16_10675
ERR1913014.50745__1.50745	1262989__R6ZDV1__BN815_00926
ERR1913014.50945__1.50945	47678__I9EFP9__DXB67_08530
ERR1913014.51194__1.51194	239935__A0A2N8HT44__CXT84_11035
ERR1913014.51268__1.51268	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913014.51357__1.51357	246787__A0A3D6AWM8__BACCELL_01963
ERR1913014.51372__1.51372	821__C6Z451__BHV80_04265
ERR1913014.51424__1.51424	820__A0A174QLF0__SAMN05444418_109151
ERR1913014.51516__1.51516	189722__E0NQU7__HMPREF0658_0548
ERR1913014.51745__1.51745	1262700__R5XTC7__BN695_00355
ERR1913014.51794__1.51794	239935__A0A2N8HHN7__folK
ERR1913014.51918__1.51918	820__A0A3E4W4Y7__B5G17_02055
ERR1913014.52017__1.52017	818__A0A0N7IB02__BT_3500
ERR1913014.52053__1.52053	820__A0A3E4G2R7__DXC07_00510
ERR1913014.52152__1.52152	820__A0A139K0J1__HMPREF2141_03205
ERR1913014.52216__1.52216	820__A0A139K1Y6__DXB48_02610
ERR1913014.52331__1.52331	1262700__R5XUF1__BN695_00765
ERR1913014.52467__1.52467	239935__A0A2N8IQ67__CXU20_08505
ERR1913014.52553__1.52553	820__A0A3E4G493__ERS417307_00253
ERR1913014.52554__1.52554	1262743__R5C054__BN727_01980
ERR1913014.52569__1.52569	821__A0A395VIK7__BVU_1225
ERR1913014.52722__1.52722	357276__A0A076ISJ4__B5F95_19420
ERR1913014.52729__1.52729	1262743__R5C054__BN727_01980
ERR1913014.52608__1.52608	823__A0A355XF06__B5F32_11480
ERR1913014.52763__1.52763	820__A0A3E5E0T0__ERS852554_00312
ERR1913014.52923__1.52923	1262700__R5XL78__BN695_01438
ERR1913014.52868__1.52868	821__A0A0P0L8F8__ERS852509_03705
ERR1913014.52957__1.52957	820__A0A139K426__B5G17_09115
ERR1913014.52966__1.52966	818__A0A0P0FI06__BJP75_017205
ERR1913014.52987__1.52987	821__A0A395UNT8__DXD64_15275
ERR1913014.52990__1.52990	821__A0A3E4KIM1__M097_3660
ERR1913014.53087__1.53087	820__A7UYX8__DXD40_11635
ERR1913014.53172__1.53172	820__A0A3E5BMG9__DXD40_05130
ERR1913014.53177__1.53177	487174__R5EV44__HMPREF9448_01630
ERR1913014.53274__1.53274	1262824__R6R733__BN719_00886
ERR1913014.53291__1.53291	208479__A8S5U9__HMPREF1095_01860
ERR1913014.53400__1.53400	1099853__G9S6N8__NSB1T_13280
ERR1913014.53516__1.53516	1099853__G9S1R0__NSB1T_04390
ERR1913014.53530__1.53530	28117__B0MTW8__ALIPUT_00502
ERR1913014.53612__1.53612	28117__B0MST6__BHV66_06090
ERR1913014.54016__1.54016	818__C6IIW4__dapH_1
ERR1913014.54131__1.54131	1547__H1ANX2__DW242_02990
ERR1913014.54241__1.54241	818__A0A139K023__trxA_3
ERR1913014.54247__1.54247	820__A0A374Q854__HMPREF1073_03281
ERR1913014.54433__1.54433	1262700__R5XBU8__BN695_01272
ERR1913014.54471__1.54471	39492__D4JS46__EUBSIR_02553
ERR1913014.54563__1.54563	821__A0A174T998__DXB82_10860
ERR1913014.54658__1.54658	1263005__R6EZK9__BN497_01649
ERR1913014.54675__1.54675	823__A0A174XJM9__CEQ22_007230
ERR1913014.54844__1.54844	820__A0A3E4W4Y7__B5G17_02055
ERR1913014.54817__1.54817	1262824__R6RY19__BN719_00373
ERR1913014.54903__1.54903	818__A0A2J6AAG0__C5Z03_04510
ERR1913014.55008__1.55008	239935__A0A139TPD8__CXU12_11015
ERR1913014.55119__1.55119	821__A0A3E4WAR6__DXD64_10735
ERR1913014.55212__1.55212	823__A0A078SYK6__DXB14_02485
ERR1913014.55259__1.55259	853__A0A174AML0__FPR_08640
ERR1913014.55360__1.55360	246787__A0A0P0GLJ1__BcellWH2_01674
ERR1913014.55416__1.55416	1262743__R5C054__BN727_01980
ERR1913014.55499__1.55499	1099853__G9S6Y8__NSB1T_06345
ERR1913014.55592__1.55592	820__A0A139K0K1__DXB37_05460
ERR1913014.55582__1.55582	1547__H1AM30__CLORAM_02695
ERR1913014.55734__1.55734	333367__C0DBH4__CLOSTASPAR_06629
ERR1913014.55761__1.55761	487174__K0XMA0__HMPREF9448_01432
ERR1913014.55797__1.55797	820__A0A173WZS4__DXD90_10250
ERR1913014.55815__1.55815	820__A0A174QLF0__SAMN05444418_109151
ERR1913014.55858__1.55858	246787__A0A0P0GPP9__BACCELL_01902
ERR1913014.55876__1.55876	820__A0A3E4W9D9__B5G17_12400
ERR1913014.55907__1.55907	239935__A0A139TPD8__CXU12_11015
ERR1913014.55954__1.55954	239935__A0A2N8IDX4__CXU20_07380
ERR1913014.55985__1.55985	239935__A0A2N8I390__CXU16_10675
ERR1913014.56017__1.56017	239935__A0A2N8HPS5__Amuc_0950
ERR1913014.56033__1.56033	246787__R6KBH9__HMPREF1062_04676
ERR1913014.56231__1.56231	246787__I9QX02__HMPREF1062_01641
ERR1913014.56238__1.56238	821__A0A0P0M2J4__DXD46_10295
ERR1913014.56597__1.56597	292800__A0A174RE33__HMPREF0372_03363
ERR1913014.56688__1.56688	33025__A0A395J976__C8D73_1123
ERR1913014.56778__1.56778	239935__A0A139TSG7__CXU17_09600
ERR1913014.57060__1.57060	820__A7UYG6__M094_0070
ERR1913014.57134__1.57134	820__A0A3E4HWJ4__DXD40_05945
ERR1913014.57253__1.57253	1262700__R5XTC7__BN695_00355
ERR1913014.57313__1.57313	33025__A0A395J8P0__C8D73_1144
ERR1913014.57325__1.57325	821__A0A174JYD3__ERS852457_02610
ERR1913014.57430__1.57430	821__A0A174ALF2__BvMPK_3016
ERR1913014.57588__1.57588	239935__A0A2N8IUU3__CXU18_08060
ERR1913014.57614__1.57614	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913014.57624__1.57624	818__A0A0P0EVZ1__SAMN02910322_03499
ERR1913014.57648__1.57648	333367__C0D7C8__CLOSTASPAR_05175
ERR1913014.57659__1.57659	820__A7UYX8__DXD40_11635
ERR1913014.57813__1.57813	820__A0A139KH21__DXC80_01780
ERR1913014.58169__1.58169	818__A0A139L1D5__BT_2967
ERR1913014.58138__1.58138	820__A0A139KJ23__celCCA
ERR1913014.58148__1.58148	818__A0A0P0FPQ9__BT_4391
ERR1913014.58238__1.58238	47678__A5ZI88__BACCAC_02617
ERR1913014.58306__1.58306	818__A0A0P0FR20__BJP75_022685
ERR1913014.58411__1.58411	239935__A0A139TSG7__CXU17_09600
ERR1913014.58428__1.58428	292800__A0A174WEZ4__HMPREF9460_03559
ERR1913014.58520__1.58520	820__A0A139K4T0__ERS852510_03146
ERR1913014.58556__1.58556	1235835__R9LCU2__C814_02677
ERR1913014.58591__1.58591	823__A6LH14__B5F32_11640
ERR1913014.58697__1.58697	239935__A0A2N8I390__CXU16_10675
ERR1913014.58704__1.58704	820__A0A1Q6IDS8__chtA
ERR1913014.58754__1.58754	820__A0A139K0J1__HMPREF2141_03205
ERR1913014.58795__1.58795	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913014.58823__1.58823	33025__A0A395J973__C8D73_11010
ERR1913014.58942__1.58942	820__A0A174F696__macB_13
ERR1913014.59021__1.59021	333367__C0CYL4__CLOSTASPAR_02091
ERR1913014.59036__1.59036	371601__D4VH76__rhaR_1
ERR1913014.59070__1.59070	487175__D9Y311__HMPREF9439_01466
ERR1913014.59129__1.59129	821__A0A395UNT8__DXD64_15275
ERR1913014.59089__1.59089	820__A7V859__ERS852462_00341
ERR1913014.59148__1.59148	28117__R7JJM9__ALIPUT_00662
ERR1913014.59151__1.59151	246787__A0A0P0GR24__BcellWH2_03263
ERR1913014.59186__1.59186	239935__A0A2N8HB50__CXU17_02615
ERR1913014.59289__1.59289	823__A0A395YRW4__DD466_15895
ERR1913014.59384__1.59384	28117__B0MUX7__ALIPUT_00918
ERR1913014.59508__1.59508	28117__B0MXG8__ALIPUT_01814
ERR1913014.59540__1.59540	39492__D4JTJ1__EUBSIR_01453
ERR1913014.59554__1.59554	818__A0A1H7S810__BJP75_003270
ERR1913014.59665__1.59665	189722__E0NQU7__HMPREF0658_0548
ERR1913014.59605__1.59605	28117__B0MWC6__BHV66_00965
ERR1913014.59723__1.59723	820__A0A139KHD8__ERS417307_00569
ERR1913014.59767__1.59767	28117__R7JN92__BHV66_00550
ERR1913014.59794__1.59794	1796652__intA_3
ERR1913014.59798__1.59798	239935__A0A3F3KBB8__CXU16_06755
ERR1913014.59799__1.59799	820__A0A174R952__DXB48_02570
ERR1913014.59879__1.59879	246787__A0A3D6AWJ7__AA416_00506
ERR1913014.59916__1.59916	28117__B0MXR1__BHV66_08035
ERR1913014.59869__1.59869	40518__R5DV58__htrA
ERR1913014.59983__1.59983	1547__B0N6P1__DXB93_16705
ERR1913014.60072__1.60072	239935__A0A2N8IAY7__CXU13_02935
ERR1913014.60085__1.60085	820__A0A139KHX1__HMPREF2141_00289
ERR1913014.60130__1.60130	821__A0A0P0L952__M097_4235
ERR1913014.60138__1.60138	189722__E0NQU7__HMPREF0658_0548
ERR1913014.60241__1.60241	239935__A0A2N8I390__CXU16_10675
ERR1913014.60303__1.60303	1099853__U5CF70__NSB1T_12730
ERR1913014.60348__1.60348	820__A0A3E4G826__C801_01612
ERR1913014.60398__1.60398	820__A0A3E4WCC2__lptB_1
ERR1913014.60435__1.60435	818__Q8A2L4__Btheta7330_05011
ERR1913014.60452__1.60452	820__A7V092__hldE
ERR1913014.60547__1.60547	820__A7V9F9__B5G17_14640
ERR1913014.60666__1.60666	853__A0A174C5M1__CGS58_04460
ERR1913014.60794__1.60794	1432052__A0A1E3A1A3__BEI59_08740
ERR1913014.60872__1.60872	1263005__R6EQ00__BN497_00303
ERR1913014.60903__1.60903	208479__N9YNZ1__HMPREF1095_04890
ERR1913014.60955__1.60955	821__E5UPR6__SAMN04487923_101768
ERR1913014.60891__1.60891	820__A0A139KJ23__celCCA
ERR1913014.61070__1.61070	821__D4V4X2__DXC16_18525
ERR1913014.61142__1.61142	1263005__R6FP74__BN497_01299
ERR1913014.61303__1.61303	820__A0A174M9V5__M093_0237
ERR1913014.61318__1.61318	1535__A7VRX2__CLOLEP_01309
ERR1913014.61333__1.61333	821__A0A397WGD6__M098_0084
ERR1913014.61339__1.61339	39496__A5Z834__EUBVEN_01874
ERR1913014.61572__1.61572	239935__A0A2N8IQX1__dnaA
ERR1913014.61639__1.61639	239935__A0A2N8HB50__CXU17_02615
ERR1913014.61755__1.61755	333367__C0CYQ5__CLOSTASPAR_02132
ERR1913014.61915__1.61915	1262989__R6YC95__BN815_00996
ERR1913014.62207__1.62207	821__A0A078R9Y9__M097_2119
ERR1913014.62230__1.62230	820__A0A396EUV1__B5G17_06465
ERR1913014.62312__1.62312	239935__A0A139TSG7__CXU17_09600
ERR1913014.62314__1.62314	310298__B3JII2__BACCOP_01694
