ERR1913147.60__1.60	28117__B0MTV5__BHV66_06415
ERR1913147.43903__1.43903	1150298__A0A174K7D2__ERS852498_01147
ERR1913147.43913__1.43913	46503__R6Y2Q2__DCY29_15375
ERR1913147.44193__1.44193	39485__R5ZVC3__ERS852490_00250
ERR1913147.44308__1.44308	820__A0A139K1Y6__DXB48_02610
ERR1913147.44349__1.44349	1897011__A0A1Q6REZ1__BHW41_04525
ERR1913147.44365__1.44365	172901__A0A2U1ARD1__C8D82_12318
ERR1913147.44505__1.44505	821__A0A395US34__C5Z04_18975
ERR1913147.44545__1.44545	239935__A0A2N8HMQ8__pgsA
ERR1913147.44731__1.44731	46503__K5ZV67__PARMER_03859
ERR1913147.44774__1.44774	1160721__W0U633__BHW50_00240
ERR1913147.44712__1.44712	46503__R6X0L4__DXB61_05325
ERR1913147.44798__1.44798	28117__B0MYW7__ALIPUT_02336
ERR1913147.44891__1.44891	820__A7VAR9__ERS852421_00197
ERR1913147.44920__1.44920	28117__B0MTH2__ALIPUT_00061
ERR1913147.45163__1.45163	1150298__A0A174AM35__ERS852498_00645
ERR1913147.45136__1.45136	39496__A5Z6L2__EUBVEN_01345
ERR1913147.45210__1.45210	239935__A0A2N8HL50__CXT98_09135
ERR1913147.45285__1.45285	239935__A0A139TPG3__CXT86_08810
ERR1913147.45326__1.45326	291645__I8XPK0__HMPREF1068_01554
ERR1913147.45329__1.45329	1262869__R7CSM2__BN625_00375
ERR1913147.45381__1.45381	1150298__A0A174QAL8__ERS852498_02570
ERR1913147.45442__1.45442	214856__A0A173YDP1__ERS852559_00120
ERR1913147.45618__1.45618	291645__I8WZT8__HMPREF1068_04327
ERR1913147.45620__1.45620	239935__A0A2N8HAQ1__DEF40_05290
ERR1913147.45829__1.45829	46503__R6Y8M7__ERS852463_01228
ERR1913147.45862__1.45862	2292352__A0A374UNS4__DXC23_05055
ERR1913147.45873__1.45873	1262869__R7CV70__BN625_00699
ERR1913147.45917__1.45917	40520__R7D954__DXB81_01905
ERR1913147.46022__1.46022	46503__R6Y6S8__xynB_2
ERR1913147.46213__1.46213	88431__A0A174G8Q6__ERS852526_02711
ERR1913147.46258__1.46258	239935__A0A2N8HB50__CXU17_02615
ERR1913147.46290__1.46290	239935__A0A139TT05__CXU09_03335
ERR1913147.46337__1.46337	820__A7VAR9__ERS852421_00197
ERR1913147.46398__1.46398	239935__A0A139TSG7__CXU17_09600
ERR1913147.46501__1.46501	46503__R6X5W5__HMPREF1078_03156
ERR1913147.46655__1.46655	239935__R6JWJ7__CXT94_02580
ERR1913147.46658__1.46658	239935__R7DVL7__CXT93_01180
ERR1913147.46726__1.46726	28118__F9Z5N6__SAMEA44545918_01718
ERR1913147.46965__1.46965	239935__R6J9Y2__CXT85_07000
ERR1913147.47022__1.47022	28118__F9Z857__DER54_07670
ERR1913147.47045__1.47045	40520__A0A3E5EGR0__DXC87_08980
ERR1913147.47276__1.47276	1262869__R7CNL6__BN625_01290
ERR1913147.47336__1.47336	74426__group_1871
ERR1913147.47546__1.47546	239935__R7E524__CXT91_06180
ERR1913147.47765__1.47765	28116__A7M018__M089_5540
ERR1913147.47930__1.47930	487175__R5EHI2__HMPREF9439_00085
ERR1913147.48058__1.48058	239935__A0A2N8IYM5__CXT84_05130
ERR1913147.48062__1.48062	39485__A0A174YSU1__ERS852492_00576
ERR1913147.48207__1.48207	239935__A0A2N8HH03__CXU09_08875
ERR1913147.48323__1.48323	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913147.48568__1.48568	2292352__A0A374URH1__DXC23_03540
ERR1913147.48826__1.48826	28116__D7K7K3__SAMN05192581_103348
ERR1913147.48917__1.48917	214856__I3YMC8__ERS852447_02666
ERR1913147.49030__1.49030	28116__F7L4N5__BACOVA_00137
ERR1913147.49035__1.49035	1262869__R7CNI2__BN625_01278
ERR1913147.49048__1.49048	239935__A0A2N8HDT1__CXT94_05270
ERR1913147.49090__1.49090	818__A0A1H7S810__BJP75_003270
ERR1913147.49109__1.49109	46503__R6X275__DD461_10840
ERR1913147.49255__1.49255	28117__B0MWP2__ALIPUT_01468
ERR1913147.49385__1.49385	28116__A7M344__BACOV975_04644
ERR1913147.49399__1.49399	239935__A0A2N8HT44__CXT84_11035
ERR1913147.49403__1.49403	823__D7ILK2__ERS852380_00031
ERR1913147.49554__1.49554	46503__R6WUV4__DD461_04535
ERR1913147.49645__1.49645	239935__R6JFR5__CXT84_04850
ERR1913147.49760__1.49760	46228__V8C7M2__RUMLAC_01453
ERR1913147.49965__1.49965	820__A0A174QT76__B5G17_18060
ERR1913147.49922__1.49922	301302__A0A173QV75__M72_03601
ERR1913147.49945__1.49945	357276__A0A076II57__GV66_07710
ERR1913147.49980__1.49980	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.50008__1.50008	239935__A0A139TMY7__CXU13_02020
ERR1913147.50135__1.50135	39485__A0A174ZA08__EUBELI_01019
ERR1913147.50169__1.50169	39496__A5Z776__EUBVEN_01559
ERR1913147.50150__1.50150	1680__A0A087DHN0__AL0462_1532
ERR1913147.50203__1.50203	239935__A0A2N8HBM4__CXT85_06270
ERR1913147.50246__1.50246	820__A0A174LJB2__HMPREF1072_04112
ERR1913147.50321__1.50321	28116__D4WLZ3__C5Z02_24105
ERR1913147.50401__1.50401	239935__A0A2N8IRW0__A4V05_11620
ERR1913147.50558__1.50558	40520__R7DCR4__DXB81_00490
ERR1913147.50562__1.50562	28117__B0MXG8__ALIPUT_01814
ERR1913147.50695__1.50695	46503__R6WYJ8__DXB85_13825
ERR1913147.50710__1.50710	239935__A0A139TMG9__CXU07_10650
ERR1913147.50711__1.50711	820__A0A3E4WCC2__lptB_1
ERR1913147.50842__1.50842	214856__D4IMT6__Alfi_1830
ERR1913147.50888__1.50888	239935__A0A2N8J2P6__ADH72_06730
ERR1913147.50899__1.50899	10742__GeneID:1262491
ERR1913147.50974__1.50974	853__A0A2A7A4A9__C4N21_14870
ERR1913147.51004__1.51004	39486__B0G7S3__HMPREF9457_01465
ERR1913147.51084__1.51084	46503__R6X8R7__PARMER_00141
ERR1913147.51358__1.51358	74426__group_4823
ERR1913147.51501__1.51501	46503__R6X5E7__PARMER_00245
ERR1913147.51515__1.51515	40520__A0A174KLM2__DXB81_02425
ERR1913147.51597__1.51597	40520__R7DA92__DXC87_13515
ERR1913147.51896__1.51896	29348__B1C4D9__B5E98_06865
ERR1913147.51913__1.51913	301302__R5V631__ERS852420_03369
ERR1913147.52079__1.52079	39491__C4Z9D4__DXD95_00055
ERR1913147.52126__1.52126	410072__C0B9A1__COPCOM_01727
ERR1913147.52321__1.52321	823__A6LEF3__ERS852560_01356
ERR1913147.52464__1.52464	239935__R7DVW2__CXU02_03915
ERR1913147.52478__1.52478	28116__C3QVY2__SAMN05444282_12234
ERR1913147.52437__1.52437	458033__GCA_001482755.1_02203
ERR1913147.52672__1.52672	46228__V8CHJ4__RUMLAC_00753
ERR1913147.52726__1.52726	823__C7XA51__BDI_0499
ERR1913147.52762__1.52762	239935__A0A2N8IG27__CXT85_07805
ERR1913147.52949__1.52949	387661__K5ZS68__PRABACTJOHN_02984
ERR1913147.53049__1.53049	28117__B0MVL2__BHV66_01645
ERR1913147.53177__1.53177	1262869__R7CSQ8__BN625_00058
ERR1913147.53441__1.53441	239935__A0A2N8IVR0__CXT87_07115
ERR1913147.53459__1.53459	39491__C4ZCH3__EUR_17560
ERR1913147.53546__1.53546	387661__B7B704__B5F96_16210
ERR1913147.53885__1.53885	28116__F7LC60__AA414_00422
ERR1913147.53945__1.53945	291645__I8WZT8__HMPREF1068_04327
ERR1913147.54027__1.54027	1378168__V2YA11__N510_02528
ERR1913147.54205__1.54205	290054__A0A1T4JTN0__SAMN02745114_00082
ERR1913147.54275__1.54275	46503__R6X275__DD461_10840
ERR1913147.54301__1.54301	46503__K5YT67__HMPREF1060_04023
ERR1913147.54338__1.54338	1150298__R7JTQ3__rne
ERR1913147.54383__1.54383	820__A0A174Q0F0__DXB48_08080
ERR1913147.54594__1.54594	166486__D4L1H8__ERS852572_02204
ERR1913147.54649__1.54649	239935__A0A2N8HT44__CXT84_11035
ERR1913147.54715__1.54715	39488__A0A285PUH7__ERS852450_00520
ERR1913147.54907__1.54907	820__A0A1T4IYF4__mprA_1
ERR1913147.54917__1.54917	1262911__R6H1D2__BN557_00855
ERR1913147.55056__1.55056	28116__A0A1Y4Q119__DXD69_10975
ERR1913147.55212__1.55212	1150298__A0A174QSP7__ERS852406_03088
ERR1913147.55350__1.55350	46503__A7ABE8__ERS852463_00185
ERR1913147.55501__1.55501	1160721__W0U3Q4__BHW50_08110
ERR1913147.55452__1.55452	46503__R6WYJ8__DXB85_13825
ERR1913147.55536__1.55536	328814__GCA_004558275.1_00059
ERR1913147.55569__1.55569	1150298__R7JUX4__ERS852535_02669
ERR1913147.55599__1.55599	214856__R6XQX8__ERS852559_02550
ERR1913147.55600__1.55600	239935__A0A2N8IMD6__CXU03_05585
ERR1913147.55685__1.55685	214856__A0A173YJN8__ERS852447_00664
ERR1913147.55770__1.55770	39491__A0A395ZFH9__ERS852417_01193
ERR1913147.55796__1.55796	239935__A0A2N8HSC0__CXU06_05505
ERR1913147.55892__1.55892	28116__A0A173ZQ83__BACOV975_02136
ERR1913147.55864__1.55864	239935__A0A2N8J2P6__ADH72_06730
ERR1913147.55881__1.55881	239935__A0A2N8J1K0__CXT97_05765
ERR1913147.56092__1.56092	239935__R7E524__CXT91_06180
ERR1913147.56112__1.56112	239935__A0A2N8HSC0__CXU06_05505
ERR1913147.56211__1.56211	239935__A0A2N8IRW0__A4V05_11620
ERR1913147.56362__1.56362	239935__A0A2N8I694__CXU04_06245
ERR1913147.56593__1.56593	823__A0A355XKQ8__DHP27_04010
ERR1913147.56769__1.56769	214856__A0A174Z9Y8__ERS852559_00247
ERR1913147.56776__1.56776	28117__B0N007__BHV66_10275
ERR1913147.57092__1.57092	46503__A7AB74__DD461_00855
ERR1913147.57215__1.57215	1150298__A0A174AM35__ERS852498_00645
ERR1913147.57179__1.57179	239935__R7DVL7__CXT93_01180
ERR1913147.57302__1.57302	239935__A0A139TPD4__CXT86_06450
ERR1913147.57290__1.57290	88431__A0A3D0EXT6__ERS852423_01007
ERR1913147.57394__1.57394	239935__A0A2N8HSC0__CXU06_05505
ERR1913147.57521__1.57521	239935__A0A3F3K985__CXT98_05805
ERR1913147.57467__1.57467	387661__A7AHF8__PRABACTJOHN_00803
ERR1913147.57611__1.57611	239935__B2UPZ6__CXU03_03800
ERR1913147.57671__1.57671	239935__A0A2N8I3Z7__CXU05_10555
ERR1913147.57775__1.57775	46228__V8C5T7__DXD17_10485
ERR1913147.57868__1.57868	820__A0A139KHX1__HMPREF2141_00289
ERR1913147.57989__1.57989	239935__A0A2N8HAQ1__DEF40_05290
ERR1913147.58164__1.58164	820__A0A3E4VXP2__yesR
ERR1913147.58310__1.58310	116085__D4JAK3__DW747_10755
ERR1913147.58290__1.58290	239935__A0A2N8INZ4__CXU08_03560
ERR1913147.58410__1.58410	410072__C0BBR9__yqeC
ERR1913147.58461__1.58461	239935__A0A2N8J2P6__ADH72_06730
ERR1913147.58548__1.58548	39485__C4Z028__ERS852492_00100
ERR1913147.58486__1.58486	46503__R6WWC9__PARMER_03215
ERR1913147.58623__1.58623	46503__A7AG53__DD461_14240
ERR1913147.58632__1.58632	28116__I8YA07__C5Z02_15915
ERR1913147.58633__1.58633	820__I9J701__ERS852510_01809
ERR1913147.58743__1.58743	310298__B3JQJ5__BACCOP_04231
ERR1913147.58871__1.58871	387661__K5ZQY6__B5F96_11410
ERR1913147.58848__1.58848	39496__A5Z866__EUBVEN_01906
ERR1913147.58964__1.58964	40520__R7D6G3__DXB81_16300
ERR1913147.59004__1.59004	40520__A0A3E5EMQ4__DXD81_00675
ERR1913147.59097__1.59097	418240__C6JFD7__ERS852523_02475
ERR1913147.59390__1.59390	1262869__R7CTY4__BN625_00327
ERR1913147.59508__1.59508	239935__A0A2N8I6R6__CXU04_04335
ERR1913147.59552__1.59552	239935__A0A2N8HQR1__Amuc_0287
ERR1913147.59706__1.59706	239935__R6J776__CXU07_02355
ERR1913147.59940__1.59940	853__A0A174C5M1__CGS58_04460
ERR1913147.60010__1.60010	1680__A0A076JNS9__BIFADO_02309
ERR1913147.60007__1.60007	2292352__A0A374ULV9__DXC23_07855
ERR1913147.59986__1.59986	46503__K5ZAK9__NCTC13052_03308
ERR1913147.60139__1.60139	1680__A0A3E4SB79__BAD_1517
ERR1913147.60235__1.60235	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913147.60415__1.60415	239935__A0A2N8HT18__CXT93_06135
ERR1913147.60736__1.60736	387661__R5DN38__HMPREF1077_03356
ERR1913147.60724__1.60724	239935__R6JCH3__CXT95_08205
ERR1913147.60898__1.60898	46503__R6Y0Q3__DCY29_15880
ERR1913147.61013__1.61013	239935__A0A2N8IKW7__pstA
ERR1913147.61027__1.61027	239935__A0A2N8HL50__CXT98_09135
ERR1913147.61304__1.61304	301302__A0A173T1J1__M72_18951
ERR1913147.61386__1.61386	214856__R6XP73__ERS852447_00886
ERR1913147.61343__1.61343	239935__A0A2N8ITW6__CXT91_06265
ERR1913147.61316__1.61316	820__A0A139K1Y6__DXB48_02610
ERR1913147.61521__1.61521	823__A0A174VBJ5__M091_5021
ERR1913147.61584__1.61584	239935__A0A139TM51__CXT91_12120
ERR1913147.61571__1.61571	28116__F7L9A3__Bovatus_01458
ERR1913147.61806__1.61806	239935__A0A2N8I5A2__DEF40_08455
ERR1913147.61973__1.61973	239935__A0A2N8IVK9__CXU08_03750
ERR1913147.62073__1.62073	39488__A0A173URJ8__misCB
ERR1913147.62294__1.62294	1262869__R7CQJ6__BN625_01687
ERR1913147.62266__1.62266	239935__A0A2N8I8X8__B5G29_00185
ERR1913147.62330__1.62330	384638__B7ASI3__BACPEC_02038
ERR1913147.62509__1.62509	301302__A0A0M6W9N8__tig_2
ERR1913147.62522__1.62522	239935__A0A2N8HPS5__Amuc_0950
ERR1913147.62534__1.62534	214856__R6Y8K1__ERS852447_02509
ERR1913147.62558__1.62558	239935__A0A2N8HHY4__DEF40_10850
ERR1913147.62575__1.62575	410072__A0A174DEZ0__COPCOM_01936
ERR1913147.62815__1.62815	46503__R6XDP9__ERS852463_01752
ERR1913147.63161__1.63161	1262536__GeneID:16385454
ERR1913147.63218__1.63218	116085__D4J4Z6__DW747_07495
ERR1913147.63449__1.63449	239935__A0A139TPD8__CXU12_11015
ERR1913147.63549__1.63549	853__D4KAK8__C4N21_13380
ERR1913147.63605__1.63605	28117__B0MUX7__ALIPUT_00918
ERR1913147.63641__1.63641	28117__B0MWX3__BHV66_03010
ERR1913147.63846__1.63846	239935__R7E524__CXT91_06180
ERR1913147.63960__1.63960	1150298__A0A174L2G3__ERS852498_01371
ERR1913147.63962__1.63962	239935__B2UNC5__B5G29_07685
ERR1913147.64010__1.64010	239935__A0A2N8I8X8__B5G29_00185
ERR1913147.64022__1.64022	46503__R6WWH2__DXB85_00365
ERR1913147.64145__1.64145	1965631__A0A1Y4AKG4__B5F90_02440
ERR1913147.64364__1.64364	239935__A0A2N8IRL2__CXU06_01170
ERR1913147.64488__1.64488	28116__R6JLW4__DHW41_14880
ERR1913147.64512__1.64512	46503__R6Y9P8__evgS_3
ERR1913147.64691__1.64691	2292352__A0A374UL63__DXC23_08410
ERR1913147.64954__1.64954	46503__R6WTW1__NCTC13052_03440
ERR1913147.65046__1.65046	39485__C4Z0G6__spoIVB
ERR1913147.65185__1.65185	239935__R6JWJ7__CXT94_02580
ERR1913147.65234__1.65234	46503__R6X0R5__DXB85_12380
ERR1913147.65242__1.65242	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.65448__1.65448	239935__R6JAS2__CXU02_10725
ERR1913147.65512__1.65512	88431__A0A3D0EY52__ERS852573_01763
ERR1913147.65467__1.65467	818__A0A139KW19__nedA_1
ERR1913147.65609__1.65609	239935__A0A2N8I694__CXU04_06245
ERR1913147.65710__1.65710	820__A0A139KH21__DXC80_01780
ERR1913147.65844__1.65844	1150298__A0A174PLY5__ERS852406_01056
ERR1913147.66040__1.66040	214856__A0A173XU24__ERS852559_00240
ERR1913147.66111__1.66111	1262911__R6GPI7__BN557_00907
ERR1913147.66147__1.66147	384638__B7APN3__BACPEC_00639
ERR1913147.66160__1.66160	239935__A0A2N8IJI1__B5G29_04615
ERR1913147.66248__1.66248	239935__R7DVL7__CXT93_01180
ERR1913147.66259__1.66259	387661__K5ZQY6__B5F96_11410
ERR1913147.66417__1.66417	39491__A0A395UYM9__DXC13_07980
ERR1913147.66526__1.66526	28117__B0MUL5__ALIPUT_00722
ERR1913147.66645__1.66645	28117__B0N028__BHV66_05935
ERR1913147.66650__1.66650	820__A0A174F0C1__nreB
ERR1913147.66730__1.66730	239935__A0A2N8IMC9__CXU09_02095
ERR1913147.66879__1.66879	328814__GCA_004558275.1_00025
ERR1913147.67176__1.67176	239935__A0A2N8IV82__CXT99_06735
ERR1913147.67213__1.67213	1262911__R6H074__BN557_00923
ERR1913147.67332__1.67332	39491__A0A396FMT0__EUBREC_3020
ERR1913147.67363__1.67363	239935__A0A2N8I9P4__CXT85_05050
ERR1913147.67473__1.67473	46503__R6WNB1__PARMER_00135
ERR1913147.67577__1.67577	28116__D4WLZ3__C5Z02_24105
ERR1913147.67697__1.67697	39485__C4Z6I9__ERS852492_02038
ERR1913147.67948__1.67948	820__A0A374MMF0__HMPREF1073_03811
ERR1913147.68063__1.68063	301302__A0A173TNM6__luxQ
ERR1913147.68073__1.68073	820__A0A3E4RTP0__C801_01067
ERR1913147.68078__1.68078	1262869__R7CPH9__BN625_01415
ERR1913147.68150__1.68150	239935__R7E524__CXT91_06180
ERR1913147.68162__1.68162	820__A0A1Q6IDS8__chtA
ERR1913147.68293__1.68293	28116__E5C3L0__B5F02_21065
ERR1913147.68539__1.68539	239935__A0A2N8HBM4__CXT85_06270
ERR1913147.68404__1.68404	39485__A0A174YMC1__recN
ERR1913147.68634__1.68634	28118__F9Z750__Odosp_3044
ERR1913147.68647__1.68647	39485__C4Z6K2__ERS852490_00407
ERR1913147.68780__1.68780	301302__A0A0M6WWK6__M72_13961
ERR1913147.68831__1.68831	46503__K6A7H7__DCY29_03460
ERR1913147.68835__1.68835	28116__F7LEX0__CUY_5042
ERR1913147.68840__1.68840	214856__A0A173YGE2__xerD_2
ERR1913147.68888__1.68888	239935__A0A2N8ILG3__CXT93_10135
ERR1913147.68906__1.68906	239935__A0A2N8I9P4__CXT85_05050
ERR1913147.68917__1.68917	239935__A0A2N8IRL2__CXU06_01170
ERR1913147.68984__1.68984	239935__A0A2N8I5A2__DEF40_08455
ERR1913147.69007__1.69007	820__A0A174CG08__DXB62_13215
ERR1913147.69069__1.69069	239935__A0A2N8I7W6__CXT90_04245
ERR1913147.69075__1.69075	820__A0A174NUS8__DXC80_12885
ERR1913147.69088__1.69088	239935__B2URG6__CXU02_00030
ERR1913147.69159__1.69159	820__A0A374Q854__HMPREF1073_03281
ERR1913147.69328__1.69328	46503__R6XAG6__DXB85_14995
ERR1913147.69402__1.69402	239935__A0A2N8HT44__CXT84_11035
ERR1913147.69413__1.69413	28116__A7LSB9__DXF98_11950
ERR1913147.69460__1.69460	28116__C3QMW5__M089_4133
ERR1913147.69503__1.69503	820__A0A139JRS5__HMPREF1073_04025
ERR1913147.69553__1.69553	28116__F7L4N5__BACOVA_00137
ERR1913147.70079__1.70079	239935__A0A2N8J1K0__CXT97_05765
ERR1913147.70179__1.70179	239935__A0A2N8I6R6__CXU04_04335
ERR1913147.70222__1.70222	410072__A0A174M202__COPCOM_00641
ERR1913147.70276__1.70276	239935__A0A2N8HT18__CXT93_06135
ERR1913147.70317__1.70317	823__D7ILK2__ERS852380_00031
ERR1913147.70475__1.70475	1680__A0A0C2YNK5__BADO_0780
ERR1913147.71125__1.71125	1263107__GCA_000436995.1_00119
ERR1913147.71190__1.71190	239935__A0A2N8HB50__CXU17_02615
ERR1913147.71383__1.71383	487175__D9Y8L9__HMPREF9439_01212
ERR1913147.71393__1.71393	214856__A0A173XWQ7__hyaD_1
ERR1913147.71465__1.71465	239935__B2URG6__CXU02_00030
ERR1913147.71744__1.71744	239935__A0A2N8HZW2__A4V05_11120
ERR1913147.71821__1.71821	410072__A0A3E4GPD6__DXD67_10205
ERR1913147.72022__1.72022	28116__A7LYG5__M089_5828
ERR1913147.72052__1.72052	820__A0A3E4RTP0__C801_01067
ERR1913147.72162__1.72162	328813__A0A1Y3QRL5__B5G41_11625
ERR1913147.72182__1.72182	1235835__R9LCU2__C814_02677
ERR1913147.72254__1.72254	78343__A0A086ZNV5__BBOU_0333
ERR1913147.72348__1.72348	239935__A0A2N8I9P4__CXT85_05050
ERR1913147.72396__1.72396	1780376__A0A143XSC4__BN3659_01663
ERR1913147.72560__1.72560	820__A7V780__adaA_3
ERR1913147.72658__1.72658	46503__R6X0P0__DXB61_03855
ERR1913147.72800__1.72800	1262869__R7CS12__BN625_00205
ERR1913147.72967__1.72967	39492__D4JTI2__ERS852540_00694
ERR1913147.73019__1.73019	239935__A0A2N8I6R6__CXU04_04335
ERR1913147.73080__1.73080	820__A0A3E4W6P0__gmhA
ERR1913147.73091__1.73091	239935__A0A2N8HX65__CXU17_02540
ERR1913147.73216__1.73216	310298__B3JQJ5__BACCOP_04231
ERR1913147.73222__1.73222	39492__D4MMZ8__ERS852540_01407
ERR1913147.73429__1.73429	28117__B0MYI9__BHV66_05415
ERR1913147.73475__1.73475	172901__A0A2U1AZZ4__C8D82_1126
ERR1913147.73553__1.73553	239935__A0A2N8IVK9__CXU08_03750
ERR1913147.73592__1.73592	239935__A0A2N8HMQ8__pgsA
ERR1913147.73593__1.73593	28116__I9JM49__NCTC11153_01044
ERR1913147.73663__1.73663	28116__F7L4X5__M089_2857
ERR1913147.73862__1.73862	239935__A0A2N8IMC9__CXU09_02095
ERR1913147.74362__1.74362	1358__A2RIW1__LKF67_2443
ERR1913147.74319__1.74319	1472761__GCA_002159295.1_00731
ERR1913147.74399__1.74399	39496__A5Z5Q0__EUBVEN_01033
ERR1913147.74404__1.74404	239935__A0A2N8I390__CXU16_10675
ERR1913147.74546__1.74546	239935__A0A2N8HM32__CXT85_08075
ERR1913147.74550__1.74550	301301__G2T3Q2__ERS852391_00522
ERR1913147.74579__1.74579	1150298__A0A174MFD0__degA_1
ERR1913147.74620__1.74620	239935__R6J9Y2__CXT85_07000
ERR1913147.74707__1.74707	853__A0A174C5M1__CGS58_04460
ERR1913147.74836__1.74836	1150298__A0A174D6N6__accB
ERR1913147.74849__1.74849	820__A0A1T4IYF4__mprA_1
ERR1913147.75080__1.75080	823__A0A355XLQ9__DXC05_02185
ERR1913147.75262__1.75262	214856__R6Y2Y4__ERS852447_01086
ERR1913147.75465__1.75465	1263107__GCA_000436995.1_00046
ERR1913147.75567__1.75567	28117__B0MWH8__BHV66_01330
ERR1913147.75572__1.75572	1263044__GCA_000433375.1_03282
ERR1913147.75622__1.75622	28117__B0MXR4__BHV66_08025
ERR1913147.75684__1.75684	39492__D4JU81__xseA
ERR1913147.75698__1.75698	239935__A0A139TVH7__CXU22_00215
ERR1913147.75740__1.75740	239935__A0A2N8I5A2__DEF40_08455
ERR1913147.75844__1.75844	36343__GeneID:1261160
ERR1913147.75925__1.75925	39491__A0A395ZHW9__DXC13_02590
ERR1913147.75950__1.75950	853__A0A2A7B9I6__DW855_13690
ERR1913147.75974__1.75974	28117__B0MTY2__BHV66_06485
ERR1913147.76188__1.76188	239935__A0A2N8I390__CXU16_10675
ERR1913147.76197__1.76197	39492__D4MMN2__EUBSIR_00964
ERR1913147.76358__1.76358	884684__GCA_002892425.1_01416
ERR1913147.76395__1.76395	239935__A0A2N8INZ4__CXU08_03560
ERR1913147.76409__1.76409	28117__R7JG17__ALIPUT_01859
ERR1913147.76415__1.76415	2292352__A0A374UQE7__DXC23_04185
ERR1913147.76617__1.76617	820__A0A3E4W9W8__C801_01069
ERR1913147.76670__1.76670	239935__A0A139TLF5__CXU18_06685
ERR1913147.76858__1.76858	239935__A0A139TQT9__Amuc_1197
ERR1913147.76870__1.76870	239935__A0A2N8HW65__CXU09_08515
ERR1913147.76913__1.76913	1550024__A0A0W7TSP5__ASJ35_06140
ERR1913147.76924__1.76924	216816__A0A2U0BT35__BL1206_1860
ERR1913147.77095__1.77095	239935__A0A2N8IVK9__CXU08_03750
ERR1913147.77163__1.77163	28117__B0MU76__ALIPUT_00202
ERR1913147.77193__1.77193	1796652__ltrA_3
ERR1913147.77340__1.77340	239935__A0A139TPD8__CXU12_11015
ERR1913147.77353__1.77353	820__A0A139KHX1__HMPREF2141_00289
ERR1913147.77373__1.77373	40520__R7DC80__RUMOBE_00153
ERR1913147.77448__1.77448	2292352__A0A374UNM1__DXC23_01675
ERR1913147.77458__1.77458	239935__A0A2N8I5H6__CXT92_05565
ERR1913147.77499__1.77499	239935__A0A2N8IL82__CXU02_11740
ERR1913147.77553__1.77553	214856__A0A173YE57__ERS852559_00126
ERR1913147.77666__1.77666	410072__C0BAQ2__ERS852574_01938
ERR1913147.77934__1.77934	823__D0TCC2__HMPREF1075_01590
ERR1913147.78140__1.78140	1535__A7VPU9__CLOLEP_00576
ERR1913147.78166__1.78166	28116__A0A139L3C0__C5Z02_05550
ERR1913147.78199__1.78199	820__A0A174DZ97__SAMN05444418_101240
ERR1913147.78299__1.78299	239935__A0A139TPU7__CXT91_06575
ERR1913147.78247__1.78247	239935__R6JAS2__CXU02_10725
ERR1913147.78290__1.78290	239935__A0A2N8I9P4__CXT85_05050
ERR1913147.78434__1.78434	1262869__R7CSM2__BN625_00375
ERR1913147.78488__1.78488	292800__A0A1C7FN51__B5F52_17075
ERR1913147.78557__1.78557	301302__A0A173TEJ2__M72_09031
ERR1913147.78626__1.78626	820__A0A3E4G3J9__ERS852459_02265
ERR1913147.78693__1.78693	239935__A0A139TSG7__CXU17_09600
ERR1913147.78760__1.78760	820__A0A3E4FZM1__adaA_2
ERR1913147.78767__1.78767	46503__K5ZX50__dnaG_1
ERR1913147.78859__1.78859	239935__A0A2N8ITX2__CXT86_11265
ERR1913147.78807__1.78807	46503__A7AG53__DD461_14240
ERR1913147.78981__1.78981	40520__A0A395X2X5__C4886_03165
ERR1913147.79059__1.79059	239935__A0A139TQT9__Amuc_1197
ERR1913147.79121__1.79121	820__A0A174CK74__DXB48_07060
ERR1913147.79360__1.79360	239935__A0A2N8I6R6__CXU04_04335
ERR1913147.79471__1.79471	239935__A0A139TVJ4__CXT86_02020
ERR1913147.79483__1.79483	820__A0A374Q4X1__HMPREF2141_02370
ERR1913147.79543__1.79543	239935__A0A3F3K9J9__DEF40_00940
ERR1913147.79576__1.79576	166486__A0A173VSA0__ROSINTL182_06124
ERR1913147.79624__1.79624	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913147.79794__1.79794	46503__R6X6Y7__ERS852463_01453
ERR1913147.80077__1.80077	239935__A0A2N8HB50__CXU17_02615
ERR1913147.80194__1.80194	387661__K6AET8__HMPREF1077_00420
ERR1913147.80389__1.80389	28116__A0A396DFW5__C5Z02_07010
ERR1913147.80431__1.80431	28116__A0A3D2LPA1__CUY_3388
ERR1913147.80460__1.80460	239935__A0A2N8ITW6__CXT91_06265
ERR1913147.80553__1.80553	214856__R6Z5D0__resA_4
ERR1913147.80585__1.80585	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913147.80620__1.80620	884684__GCA_002892425.1_01408
ERR1913147.80785__1.80785	823__A0A078SYK6__DXB14_02485
ERR1913147.80834__1.80834	820__A0A396EUU8__luxQ_3
ERR1913147.80864__1.80864	28117__B0MXR4__BHV66_08025
ERR1913147.80898__1.80898	28118__R6FYK4__folK
