ERR1913190.25__1.25	39491__C4ZC33__DXC13_11585
ERR1913190.47768__1.47768	165179__D1PE06__DXC61_05975
ERR1913190.47790__1.47790	1262882__R5MM25__BN519_00600
ERR1913190.47860__1.47860	1262882__R5MFA5__BN519_00331
ERR1913190.48105__1.48105	214856__R6XUN2__rcsC_1
ERR1913190.48119__1.48119	387090__S0F7Y3__BACCOPRO_02028
ERR1913190.48195__1.48195	165179__D1PER3__DXB80_11525
ERR1913190.48246__1.48246	1262882__R5MKX3__BN519_00395
ERR1913190.48252__1.48252	165179__A0A3E5DZ45__DXC61_02820
ERR1913190.48347__1.48347	1262882__R5MHZ2__BN519_00742
ERR1913190.48356__1.48356	1263000__R5F0H4__BN466_00249
ERR1913190.48398__1.48398	552398__F4XCQ4__HMPREF0866_01621
ERR1913190.48438__1.48438	28117__B0MTH2__ALIPUT_00061
ERR1913190.48537__1.48537	853__E2ZGD9__C7J97_11715
ERR1913190.48767__1.48767	33025__A0A395JBA6__C8D73_1039
ERR1913190.48781__1.48781	165179__D1PAJ7__PREVCOP_04222
ERR1913190.48797__1.48797	1263000__R5EHB0__BN466_01647
ERR1913190.48849__1.48849	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913190.49115__1.49115	165179__A0A174IPI3__CFT61_10940
ERR1913190.49337__1.49337	39485__R5ZVC3__ERS852490_00250
ERR1913190.49360__1.49360	820__A7UYG6__M094_0070
ERR1913190.49412__1.49412	301301__G2T455__RHOM_11960
ERR1913190.49519__1.49519	1262882__R5MZ41__BN519_00356
ERR1913190.49649__1.49649	1263000__R5EKR4__BN466_01609
ERR1913190.49743__1.49743	301301__A0A395V9A0__RHOM_08800
ERR1913190.50014__1.50014	39492__D4JSS2__EUBSIR_00553
ERR1913190.50072__1.50072	1262882__R5MYP8__BN519_00439
ERR1913190.50133__1.50133	39485__R5ZNG4__yerB
ERR1913190.50112__1.50112	301301__A0A395V6Z6__ERS852391_00966
ERR1913190.50205__1.50205	820__A0A3E4WA06__ERS852554_03404
ERR1913190.50172__1.50172	1897011__A0A1Q6RH58__BHW41_01950
ERR1913190.50349__1.50349	39485__C4Z0B2__EUBELI_01024
ERR1913190.50419__1.50419	1262882__R5MRT2__BN519_01494
ERR1913190.50483__1.50483	328814__GCA_004558275.1_01745
ERR1913190.50556__1.50556	165179__A0A3E5E2C8__folA
ERR1913190.50623__1.50623	33025__A0A395JEP7__C8D73_10844
ERR1913190.50691__1.50691	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913190.50821__1.50821	214856__A0A174FWM7__ERS852559_00590
ERR1913190.50782__1.50782	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.50767__1.50767	1501391__GCA_000786575.1_00006
ERR1913190.50956__1.50956	1263000__R5EI35__BN466_01649
ERR1913190.51170__1.51170	46228__V8CB66__RUMLAC_02810
ERR1913190.51230__1.51230	165179__A0A174SA26__PREVCOP_05758
ERR1913190.51585__1.51585	165179__A0A3E5A832__DXC61_13685
ERR1913190.51870__1.51870	39492__D4JVW2__EUBSIR_02285
ERR1913190.51928__1.51928	1628085__A0A1C6CK16__C7386_11434
ERR1913190.52006__1.52006	1262882__R5MIW5__BN519_00945
ERR1913190.52133__1.52133	47678__R5UU99__C5Z00_11925
ERR1913190.52139__1.52139	165179__A0A3E5E189__PREVCOP_06699
ERR1913190.52180__1.52180	165179__D1P9T6__PREVCOP_04016
ERR1913190.52204__1.52204	1262942__R7QTG9__BN520_01018
ERR1913190.52259__1.52259	1262948__R7EG47__BN671_01193
ERR1913190.52855__1.52855	214856__A0A174CRY5__ERS852559_01060
ERR1913190.53055__1.53055	214856__R6XS46__ERS852559_00812
ERR1913190.53116__1.53116	172901__A0A2U1AED4__C8D82_14814
ERR1913190.53177__1.53177	165179__A0A3E5DZD8__DXB80_09150
ERR1913190.53224__1.53224	165179__D1PE06__DXC61_05975
ERR1913190.53374__1.53374	823__A0A395YRW4__DD466_15895
ERR1913190.53414__1.53414	1262882__R5MEK3__BN519_00296
ERR1913190.53429__1.53429	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913190.53465__1.53465	301302__R5UPH9__M72_00521
ERR1913190.53601__1.53601	1262882__R5MY46__BN519_00355
ERR1913190.53648__1.53648	1897011__A0A1Q6RG62__BHW41_02455
ERR1913190.53774__1.53774	165179__A0A3E5DY64__CFT61_10025
ERR1913190.54019__1.54019	1262882__R5MEI8__BN519_00283
ERR1913190.53957__1.53957	1263000__R5EHB0__BN466_01647
ERR1913190.54123__1.54123	165179__A0A3E4SB80__DXC61_12880
ERR1913190.54372__1.54372	165179__A0A3E5DX15__DXC61_00345
ERR1913190.54345__1.54345	2293125__A0A374CIC9__DW917_02045
ERR1913190.54313__1.54313	214856__R6XKT4__ERS852559_01719
ERR1913190.54479__1.54479	1262882__R5N0Q5__BN519_00642
ERR1913190.54589__1.54589	214856__A0A173ZZ16__umuC_2
ERR1913190.54777__1.54777	165179__D1P9T6__PREVCOP_04016
ERR1913190.55039__1.55039	165179__D1PGD2__DXC61_10875
ERR1913190.55218__1.55218	165179__A0A174SA26__PREVCOP_05758
ERR1913190.55478__1.55478	165179__D1PE06__DXC61_05975
ERR1913190.56027__1.56027	165179__D1PC26__PREVCOP_04756
ERR1913190.56040__1.56040	1262882__R5N708__BN519_00095
ERR1913190.56158__1.56158	165179__D1PCL6__DXB80_13435
ERR1913190.56190__1.56190	1965646__A0A1Y3WAI2__B5G10_10520
ERR1913190.56291__1.56291	820__A0A3E5BMG9__DXD40_05130
ERR1913190.56304__1.56304	1262882__R5MSX6__BN519_01697
ERR1913190.56484__1.56484	165179__A0A3E5DWQ1__DXB80_06635
ERR1913190.56709__1.56709	1263000__R5EGP9__BN466_01419
ERR1913190.56652__1.56652	165179__D1PC26__PREVCOP_04756
ERR1913190.56830__1.56830	165179__A0A174XZU8__DXB80_12180
ERR1913190.57053__1.57053	301302__R5VFU2__xynA1
ERR1913190.57132__1.57132	165179__A0A3E5DZA5__DXB80_12550
ERR1913190.57238__1.57238	33025__A0A395JB30__C8D73_1034
ERR1913190.57222__1.57222	39491__A0A396FMF1__EUR_28700
ERR1913190.57285__1.57285	291645__I8XXZ0__HMPREF1068_00133
ERR1913190.57307__1.57307	165179__A0A174IPI3__CFT61_10940
ERR1913190.57380__1.57380	40520__A0A395XAI7__DXB81_16005
ERR1913190.57608__1.57608	165179__A0A229I2W6__PREVCOP_04332
ERR1913190.58077__1.58077	1262882__R5MEW7__BN519_00010
ERR1913190.58026__1.58026	165179__D1PCT4__DXB80_09470
ERR1913190.58047__1.58047	165179__A0A174W369__PREVCOP_04548
ERR1913190.58218__1.58218	39492__D4JVX0__udk
ERR1913190.58377__1.58377	165179__A0A3E5DY64__CFT61_10025
ERR1913190.58414__1.58414	40518__R5DYU1__DXD86_01160
ERR1913190.58327__1.58327	28117__R7JIY2__BHV66_06465
ERR1913190.58340__1.58340	823__E1YV41__BDI_1376
ERR1913190.58522__1.58522	820__A0A173WUD7__DXB48_08055
ERR1913190.58611__1.58611	301301__A0A395VDQ5__RHOM_08975
ERR1913190.58784__1.58784	46228__V8CCB0__HMPREF1202_00792
ERR1913190.58985__1.58985	745368__A0A1T4XUU0__SAMN02745178_02347
ERR1913190.59245__1.59245	853__A0A174BA00__DW905_01145
ERR1913190.59343__1.59343	820__A0A139JRH8__HMPREF2141_04326
ERR1913190.59537__1.59537	28117__B0MXG8__ALIPUT_01814
ERR1913190.60136__1.60136	1263000__R5EI35__BN466_01649
ERR1913190.60180__1.60180	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.60241__1.60241	1263000__R5ER22__BN466_01180
ERR1913190.60282__1.60282	214856__R6Z288__ERS852447_00734
ERR1913190.60269__1.60269	820__A7UYX8__DXD40_11635
ERR1913190.60400__1.60400	1897011__A0A1Q6RH61__BHW41_01970
ERR1913190.60459__1.60459	820__A0A174Q0F0__DXB48_08080
ERR1913190.60493__1.60493	446660__GCA_003428235.1_00882
ERR1913190.60527__1.60527	39492__D4JVW2__EUBSIR_02285
ERR1913190.60648__1.60648	165179__A0A3E5AEF7__DXC61_05000
ERR1913190.60775__1.60775	143393__X8K813__ADJ67_02445
ERR1913190.60938__1.60938	40518__R5DZU5__RBL263_00458
ERR1913190.61053__1.61053	357276__D1JY58__BACDOR_04277
ERR1913190.61061__1.61061	1262882__R5MRS7__BN519_01490
ERR1913190.61230__1.61230	46228__V8CBW1__HMPREF1202_00636
ERR1913190.61289__1.61289	165179__A0A3E5AEF7__DXC61_05000
ERR1913190.61290__1.61290	1263000__R5ES99__BN466_01121
ERR1913190.61343__1.61343	1263000__R5EI35__BN466_01649
ERR1913190.61488__1.61488	28117__B0MTS2__ALIPUT_00159
ERR1913190.61542__1.61542	165179__D1PDJ4__DXB80_08505
ERR1913190.61565__1.61565	74426__pflB_2
ERR1913190.61651__1.61651	1262882__R5N587__BN519_01643
ERR1913190.61686__1.61686	487174__K0X347__DIT83_07775
ERR1913190.61932__1.61932	1262882__R5MHQ8__BN519_00707
ERR1913190.62299__1.62299	33025__A0A395JAF6__C8D73_10758
ERR1913190.62351__1.62351	1262882__R5MND9__BN519_00831
ERR1913190.62352__1.62352	301302__R5UVE7__ERS852420_01292
ERR1913190.62512__1.62512	165179__R6CNX7__DXB80_02200
ERR1913190.62540__1.62540	1263000__R5EI35__BN466_01649
ERR1913190.62546__1.62546	1262882__R5N3H1__BN519_01121
ERR1913190.62648__1.62648	1263000__R5ES99__BN466_01121
ERR1913190.62811__1.62811	1262882__R5N5J6__BN519_01504
ERR1913190.63127__1.63127	1965604__A0A1Y4ESC3__B5F54_11175
ERR1913190.63671__1.63671	165179__A0A174IHQ2__PREVCOP_05478
ERR1913190.63715__1.63715	165179__A0A229I1J2__DXB80_03950
ERR1913190.63776__1.63776	1262882__R5MZ06__BN519_00492
ERR1913190.63760__1.63760	1263000__R5EKG2__BN466_02040
ERR1913190.63765__1.63765	410072__A0A174BMP0__DXD67_03635
ERR1913190.63988__1.63988	1262882__R5MQ68__BN519_01178
ERR1913190.64171__1.64171	165179__A0A3E5DX15__DXC61_00345
ERR1913190.64191__1.64191	33025__A0A395JB30__C8D73_1034
ERR1913190.64400__1.64400	28116__E5CHV5__B5F02_08530
ERR1913190.64488__1.64488	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913190.64514__1.64514	1263000__R5EGP9__BN466_01419
ERR1913190.64730__1.64730	165179__A0A3E5DX15__DXC61_00345
ERR1913190.65003__1.65003	165179__A0A174IPI3__CFT61_10940
ERR1913190.65187__1.65187	1263000__R5EKT2__BN466_02168
ERR1913190.65292__1.65292	1262882__R5MEN9__BN519_00201
ERR1913190.65344__1.65344	291645__I9S9U8__HMPREF1068_01745
ERR1913190.65827__1.65827	820__A7V8C2__ERS852554_01338
ERR1913190.65838__1.65838	2108523__A0A2P2F507__LAWASA_1081
ERR1913190.66113__1.66113	1262882__R5N1T9__BN519_00804
ERR1913190.66146__1.66146	1686__B6XUW3__BIFCAT_00676
ERR1913190.66548__1.66548	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913190.66697__1.66697	1263000__R5EGY6__BN466_00973
ERR1913190.66745__1.66745	1262882__R5N089__BN519_00546
ERR1913190.66751__1.66751	165179__R6CNX7__DXB80_02200
ERR1913190.66805__1.66805	165179__D1PGU8__PREVCOP_06463
ERR1913190.66783__1.66783	165179__D1P9T6__PREVCOP_04016
ERR1913190.66877__1.66877	394340__typA
ERR1913190.66890__1.66890	165179__D1P9T6__PREVCOP_04016
ERR1913190.67205__1.67205	823__A6LEF3__ERS852560_01356
ERR1913190.67300__1.67300	1897011__A0A1Q6REZ1__BHW41_04525
ERR1913190.67344__1.67344	165179__R6BQP4__DXC61_02015
ERR1913190.67679__1.67679	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913190.68194__1.68194	165179__A0A3E5DX33__PREVCOP_05190
ERR1913190.68518__1.68518	1263000__R5EQY7__BN466_01150
ERR1913190.68622__1.68622	39485__A0A174ZQT9__EUBELI_20278
ERR1913190.68872__1.68872	246787__A0A108TBH4__BACCELL_02980
ERR1913190.69130__1.69130	165179__R6CJG8__DXC61_09290
ERR1913190.69140__1.69140	46228__B5CLE1__HMPREF1202_01861
ERR1913190.69275__1.69275	301302__A0A173SCU7__M72_12871
ERR1913190.69329__1.69329	33025__A0A395JBU5__C8D73_10423
ERR1913190.69612__1.69612	301301__A0A395V407__ERS852391_02230
ERR1913190.69640__1.69640	1262948__R7EBX8__BN671_00264
ERR1913190.69690__1.69690	165179__A0A3E5DY64__CFT61_10025
ERR1913190.69913__1.69913	47678__A5ZI88__BACCAC_02617
ERR1913190.70045__1.70045	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.70356__1.70356	246787__A0A0P0FTH5__HMPREF1062_06328
ERR1913190.70366__1.70366	28117__B0MUL5__ALIPUT_00722
ERR1913190.70689__1.70689	165179__A0A3E5EDV6__DXC61_03365
ERR1913190.70915__1.70915	28117__B0MY40__BHV66_05170
ERR1913190.70927__1.70927	360807__A0A1Q6T326__appA_1
ERR1913190.70981__1.70981	165179__A0A3E5A832__DXC61_13685
ERR1913190.71163__1.71163	820__A7V470__HMPREF1072_02076
ERR1913190.71259__1.71259	165179__R6PNJ9__PREVCOP_04730
ERR1913190.71410__1.71410	165179__A0A174SA26__PREVCOP_05758
ERR1913190.71783__1.71783	165179__D1PDG7__DXB80_11180
ERR1913190.71972__1.71972	1262882__R5MKL9__BN519_00353
ERR1913190.72138__1.72138	165179__D1PGU8__PREVCOP_06463
ERR1913190.72150__1.72150	384639__GCA_003096855.1_00996
ERR1913190.72323__1.72323	671267__R9HYS1__C802_04097
ERR1913190.72546__1.72546	301302__A0A173SCU7__M72_12871
ERR1913190.72687__1.72687	552398__F4XCR9__HMPREF0866_01636
ERR1913190.72695__1.72695	165179__A0A174SA26__PREVCOP_05758
ERR1913190.72845__1.72845	1262882__R5N1R4__BN519_00788
ERR1913190.73029__1.73029	165179__A0A174SA26__PREVCOP_05758
ERR1913190.73096__1.73096	1263000__R5EK63__BN466_02075
ERR1913190.73474__1.73474	820__A0A174Q0F0__DXB48_08080
ERR1913190.73539__1.73539	301302__A0A173T3P5__ERS852420_01836
ERR1913190.73732__1.73732	165179__D1PDJ4__DXB80_08505
ERR1913190.73767__1.73767	39485__C4Z6V1__ERS852492_02640
ERR1913190.73848__1.73848	1263000__R5EMZ8__BN466_00707
ERR1913190.74017__1.74017	39492__B0MM84__lgt
ERR1913190.74148__1.74148	387090__S0F8B2__BACCOPRO_02129
ERR1913190.74178__1.74178	301302__A0A0M6WCT0__M72_03221
ERR1913190.74216__1.74216	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913190.74276__1.74276	165179__A0A3E5EDV6__DXC61_03365
ERR1913190.74346__1.74346	1628085__A0A1C6BMM1__C7386_11221
ERR1913190.74394__1.74394	165179__A0A174W369__PREVCOP_04548
ERR1913190.74578__1.74578	214856__A0A174H3U9__ERS852559_00612
ERR1913190.74618__1.74618	360807__A0A0M6WZV0__ERS852392_03150
ERR1913190.74676__1.74676	165179__A0A229I4J4__proA
ERR1913190.74746__1.74746	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913190.74706__1.74706	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913190.74816__1.74816	165179__D1PHV2__PREVCOP_06822
ERR1913190.74993__1.74993	165179__A0A174W369__PREVCOP_04548
ERR1913190.75079__1.75079	487174__K0X5U7__DDY40_04950
ERR1913190.75212__1.75212	1263000__R5ECE2__BN466_00896
ERR1913190.75292__1.75292	1263000__R5EU91__BN466_01432
ERR1913190.75330__1.75330	165179__A0A3E5AI09__DXC61_05815
ERR1913190.75333__1.75333	33039__D4M325__ERS852390_01663
ERR1913190.75338__1.75338	1263000__R5EGP9__BN466_01419
ERR1913190.75480__1.75480	1897011__A0A1Q6RIN7__BHW41_00540
ERR1913190.75582__1.75582	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.75757__1.75757	214856__A0A174EQR4__rsmA
ERR1913190.75957__1.75957	1262882__R5N5W2__BN519_00074
ERR1913190.75968__1.75968	301302__A0A173TEJ2__M72_09031
ERR1913190.76042__1.76042	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913190.76006__1.76006	1262882__R5MND9__BN519_00831
ERR1913190.76101__1.76101	1262882__R5N1L4__BN519_00757
ERR1913190.76139__1.76139	165179__A0A3E5E8N5__DXC61_13460
ERR1913190.76263__1.76263	165179__A0A174WRI9__DXB80_04870
ERR1913190.76265__1.76265	820__A0A174QLF0__SAMN05444418_109151
ERR1913190.76347__1.76347	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913190.76388__1.76388	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913190.76475__1.76475	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913190.76559__1.76559	301302__A0A173TNM6__luxQ
ERR1913190.76584__1.76584	301302__A0A0M6W9I4__M72_19871
ERR1913190.76682__1.76682	1262882__R5N5S3__BN519_00085
ERR1913190.76969__1.76969	214856__A0A174A1J3__ERS852447_01000
ERR1913190.76970__1.76970	1735__B7CCE4__EUBIFOR_01871
ERR1913190.77195__1.77195	1262882__R5MND9__BN519_00831
ERR1913190.77246__1.77246	1160721__W0U3K9__BHW50_11040
ERR1913190.77266__1.77266	165179__A0A174PS14__DXC61_13945
ERR1913190.77339__1.77339	1262882__R5MYX5__BN519_00333
ERR1913190.77470__1.77470	1897011__A0A1Q6RD94__BHW41_05840
ERR1913190.77519__1.77519	165179__A0A3E5E4P9__DXB80_07930
ERR1913190.77543__1.77543	410072__C0BC88__DXD67_11180
ERR1913190.77573__1.77573	1262882__R5MKL9__BN519_00353
ERR1913190.77582__1.77582	165179__A0A174K816__DXB80_12000
ERR1913190.77547__1.77547	172901__A0A2U1AED4__C8D82_14814
ERR1913190.77621__1.77621	165179__D1PAJ7__PREVCOP_04222
ERR1913190.77941__1.77941	1262882__R5N3T7__BN519_01188
ERR1913190.78104__1.78104	1263000__R5EDV4__BN466_01097
ERR1913190.78224__1.78224	1263000__R5ESM1__BN466_01440
ERR1913190.78236__1.78236	1262882__R5MGS8__BN519_00565
ERR1913190.78444__1.78444	1262882__R5MND9__BN519_00831
ERR1913190.78426__1.78426	47678__R5UA23__C5Z00_15610
ERR1913190.78571__1.78571	1263000__R5EBJ1__BN466_00540
ERR1913190.78628__1.78628	47678__R5U8S9__DW706_06260
ERR1913190.78692__1.78692	165179__D1PGD2__DXC61_10875
ERR1913190.78829__1.78829	46228__B5CP96__RUMLAC_01287
ERR1913190.78897__1.78897	214856__A0A174Z2J8__ERS852447_00942
ERR1913190.78939__1.78939	1262992__R5D546__BN795_00726
ERR1913190.78963__1.78963	1262882__R5MLE6__BN519_01423
ERR1913190.79158__1.79158	1262882__R5N5W2__BN519_00074
ERR1913190.79284__1.79284	1262882__R5MJ49__BN519_01124
ERR1913190.79496__1.79496	39491__D4JMW8__ERS852497_01971
ERR1913190.79817__1.79817	165179__D1PEW8__DXB80_13775
ERR1913190.79848__1.79848	820__A0A139K2N9__DXB62_12420
ERR1913190.79979__1.79979	214856__A0A175A6T5__ERS852447_02658
ERR1913190.80018__1.80018	165179__D1PAJ7__PREVCOP_04222
ERR1913190.80032__1.80032	853__A0A173TAZ8__DWZ46_14590
ERR1913190.80183__1.80183	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1913190.80223__1.80223	39485__C4Z1J7__ERS852490_01574
ERR1913190.80281__1.80281	165179__A0A3E5E6S6__DXB80_07575
ERR1913190.80342__1.80342	301301__A0A395V8T7__ERS852391_01243
ERR1913190.80617__1.80617	1263000__R5F0H4__BN466_00249
ERR1913190.80606__1.80606	165179__A0A174SA26__PREVCOP_05758
ERR1913190.80758__1.80758	1262882__R5MYX5__BN519_00333
ERR1913190.81232__1.81232	1262986__R6A9J1__BN492_01353
ERR1913190.81389__1.81389	1262882__R5N2U9__BN519_01221
ERR1913190.81776__1.81776	1262736__R5YA02__BN496_01443
ERR1913190.81803__1.81803	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.81816__1.81816	214856__A0A174G1M7__ERS852559_00594
ERR1913190.82018__1.82018	165179__D1PGU8__PREVCOP_06463
ERR1913190.82066__1.82066	165179__D1PES9__DXB80_11585
ERR1913190.82107__1.82107	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913190.82108__1.82108	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913190.82109__1.82109	552398__F4XCR9__HMPREF0866_01636
ERR1913190.82164__1.82164	301301__G2T3Q2__ERS852391_00522
ERR1913190.82320__1.82320	1897011__A0A1Q6REW8__BHW41_04435
ERR1913190.82403__1.82403	371601__D0TRG1__HMPREF1074_04676
ERR1913190.82500__1.82500	172901__A0A2U1AED4__C8D82_14814
ERR1913190.82561__1.82561	165179__A0A174XZU8__DXB80_12180
ERR1913190.82711__1.82711	853__A0A174UDE9__C4N25_12775
ERR1913190.82851__1.82851	39496__A5Z5I2__EUBVEN_00963
ERR1913190.82999__1.82999	33025__A0A395J8P0__C8D73_1144
ERR1913190.83063__1.83063	214856__A0A174ZER9__ERS852559_00614
ERR1913190.83122__1.83122	1160721__W0U575__RBI_I01513
ERR1913190.83186__1.83186	820__A0A3E4RU03__M093_0563
ERR1913190.83304__1.83304	165179__R6BQP4__DXC61_02015
ERR1913190.83545__1.83545	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.83574__1.83574	165179__A0A3E5AI09__DXC61_05815
ERR1913190.83949__1.83949	28117__B0MWX3__BHV66_03010
ERR1913190.84041__1.84041	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913190.84268__1.84268	371601__D6CXF8__DXD80_06045
ERR1913190.84323__1.84323	1262882__R5N1T9__BN519_00804
ERR1913190.84407__1.84407	1262911__R6H1B2__BN557_00840
ERR1913190.84413__1.84413	1150298__R7JUS2__ERS852498_02193
ERR1913190.84754__1.84754	165179__A0A3E5E8N5__DXC61_13460
ERR1913190.84808__1.84808	28117__B0MWP2__ALIPUT_01468
ERR1913190.85247__1.85247	165179__A0A3E5A554__DXB80_13805
ERR1913190.85287__1.85287	46228__V8BQN5__RUMLAC_01272
ERR1913190.85409__1.85409	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.85504__1.85504	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913190.85580__1.85580	552398__F4XCR9__HMPREF0866_01636
ERR1913190.85698__1.85698	1263000__R5EKT2__BN466_02168
ERR1913190.85826__1.85826	1262882__R5N532__BN519_01420
ERR1913190.85797__1.85797	165179__R6CNX7__DXB80_02200
ERR1913190.85998__1.85998	165179__A0A3E5EAT2__DXC61_07585
ERR1913190.86003__1.86003	1262882__R5MFM2__BN519_00460
ERR1913190.86030__1.86030	360807__C0FN02__ERS852392_01841
ERR1913190.86544__1.86544	1262882__R5N089__BN519_00546
ERR1913190.86722__1.86722	301302__R5VFU2__xynA1
ERR1913190.87110__1.87110	1897011__A0A1Q6RF44__BHW41_03065
ERR1913190.87143__1.87143	1686__B6XUW3__BIFCAT_00676
ERR1913190.87236__1.87236	301301__G2SZ87__RHOM_00995
ERR1913190.87214__1.87214	1378168__V2YA11__N510_02528
ERR1913190.87216__1.87216	357276__A0A076IXE0__HMPREF1064_04364
ERR1913190.87308__1.87308	165179__A0A174WRI9__DXB80_04870
ERR1913190.87342__1.87342	165179__D1PGD2__DXC61_10875
ERR1913190.87478__1.87478	165179__D1P9T6__PREVCOP_04016
ERR1913190.87493__1.87493	1160721__W0U575__RBI_I01513
ERR1913190.87648__1.87648	28117__B0MXL6__ALIPUT_01851
ERR1913190.87649__1.87649	1262882__R5N532__BN519_01420
ERR1913190.87595__1.87595	1501391__GCA_000786575.1_00018
ERR1913190.87716__1.87716	33025__A0A395JBA6__C8D73_1039
ERR1913190.87747__1.87747	165179__D1PAN5__PREVCOP_04260
ERR1913190.87937__1.87937	165179__D1PDG7__DXB80_11180
ERR1913190.88024__1.88024	820__A0A3E4QZJ7__C801_01798
ERR1913190.88046__1.88046	165179__D1PCL6__DXB80_13435
ERR1913190.88169__1.88169	165179__D1PCU4__PREVCOP_05029
ERR1913190.88170__1.88170	1262882__R5MT08__BN519_01706
ERR1913190.88416__1.88416	165179__R6C3K4__PREVCOP_05795
ERR1913190.88678__1.88678	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913190.88707__1.88707	165179__A0A3E5E3D6__DXC61_05750
ERR1913190.89004__1.89004	357276__I9QWN0__ABI39_00335
ERR1913190.89064__1.89064	1262882__R5N3H1__BN519_01121
ERR1913190.89171__1.89171	552398__F4XCR9__HMPREF0866_01636
ERR1913190.89226__1.89226	165179__A0A3E5DX33__PREVCOP_05190
ERR1913190.89278__1.89278	33025__A0A395J947__C8D73_11315
ERR1913190.89351__1.89351	301301__G2T5V7__RHOM_15795
ERR1913190.89392__1.89392	649756__B0P476__ERS852475_00941
ERR1913190.89414__1.89414	1262882__R5MHZ2__BN519_00742
ERR1913190.89452__1.89452	39485__R5ZNG4__yerB
ERR1913190.89603__1.89603	165179__A0A3E5EDS1__DXC61_03115
ERR1913190.90392__1.90392	39492__B0MN61__epsF_2
ERR1913190.90490__1.90490	165179__A0A3E4SG51__DXC61_10575
ERR1913190.90422__1.90422	1262882__R5N3H1__BN519_01121
ERR1913190.90517__1.90517	165179__A0A3E5DV57__DXB80_11400
ERR1913190.90588__1.90588	165179__A0A3E5E2B6__DXB80_02820
ERR1913190.90560__1.90560	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913190.90640__1.90640	165179__A0A3E5E920__DXB80_11625
ERR1913190.90665__1.90665	1897011__A0A1Q6REW8__BHW41_04435
ERR1913190.90735__1.90735	487174__K0WXG8__DIT83_09300
ERR1913190.90792__1.90792	1263000__R5ELA0__BN466_02255
ERR1913190.91095__1.91095	1262959__R5Y3R1__BN680_00507
ERR1913190.91099__1.91099	165179__A0A3E5DRF6__DXC61_00200
ERR1913190.91152__1.91152	33025__A0A395JAJ0__C8D73_107105
ERR1913190.91205__1.91205	1897011__A0A1Q6RE59__BHW41_04605
ERR1913190.91333__1.91333	418240__A0A174G147__toxA_4
ERR1913190.91486__1.91486	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913190.91686__1.91686	165179__A0A174MTF2__DXC61_13200
ERR1913190.91865__1.91865	214856__A0A174G1M7__ERS852559_00594
ERR1913190.91947__1.91947	371601__A0A1C7H3W9__SAMN04487924_10816
ERR1913190.92313__1.92313	165179__D1PDJ4__DXB80_08505
ERR1913190.92353__1.92353	33025__A0A395J9R3__C8D73_10817
ERR1913190.92414__1.92414	165179__D1PGU8__PREVCOP_06463
ERR1913190.92599__1.92599	165179__A0A3E5E6S6__DXB80_07575
ERR1913190.92636__1.92636	165179__A0A3E5AE59__DXC61_12885
ERR1913190.92695__1.92695	1263000__R5EET9__BN466_01245
ERR1913190.92969__1.92969	487174__K0XLV6__DIT83_00940
ERR1913190.93016__1.93016	1262882__R5MQ68__BN519_01178
ERR1913190.93520__1.93520	823__A0A3E4PAQ2__DDY96_18275
ERR1913190.93502__1.93502	552398__F4XCR9__HMPREF0866_01636
ERR1913190.93612__1.93612	28117__B0MXU6__ALIPUT_01958
ERR1913190.93787__1.93787	301301__A0A395V9V0__RHOM_01245
ERR1913190.93997__1.93997	1680__A1A0V3__C8077_03025
ERR1913190.94096__1.94096	1262911__R6H1B2__BN557_00840
