ERR1912978.144__1.144	1297617__A0A0S2W8P7__BIV19_11120
ERR1912978.42067__1.42067	487174__K0XH97__HMPREF9448_01909
ERR1912978.42071__1.42071	329854__R5M7M9__DXD27_11505
ERR1912978.42451__1.42451	1628085__A0A374VP93__C7386_10150
ERR1912978.42484__1.42484	1965639__A0A1Y3XML7__B5G03_12130
ERR1912978.42445__1.42445	39485__R5ZRT8__gmr_6
ERR1912978.42447__1.42447	33038__A0A2N5P3M1__DXD36_15590
ERR1912978.42783__1.42783	33038__A0A396G7U5__CDL21_03845
ERR1912978.42972__1.42972	357276__I9QBT7__BSEG_03340
ERR1912978.43075__1.43075	33038__A0A2N5NWR8__CDL18_14140
ERR1912978.43124__1.43124	2293125__A0A374BSV3__DW917_13360
ERR1912978.43093__1.43093	40519__U2MCQ8__RUMCAL_00556
ERR1912978.43196__1.43196	33038__F7JV68__C5Y99_05575
ERR1912978.43207__1.43207	1262988__R7N2N8__BN816_01487
ERR1912978.43263__1.43263	33038__A0A396G855__CDL23_11555
ERR1912978.43544__1.43544	357276__I8VN48__ABI39_07855
ERR1912978.43547__1.43547	28118__F9Z5L6__Odosp_1662
ERR1912978.43578__1.43578	329854__R5M3H0__DXD57_06945
ERR1912978.43669__1.43669	1297617__A0A2U1BIA1__IB211_03110c
ERR1912978.43809__1.43809	821__A0A397WGD6__M098_0084
ERR1912978.43867__1.43867	418240__C6J8B6__ERS852523_03677
ERR1912978.43986__1.43986	2292352__A0A374UIX0__DXC23_12260
ERR1912978.44035__1.44035	706562__GCA_900112995.1_01428
ERR1912978.44130__1.44130	33038__A0A2N5NRJ3__CDL20_13245
ERR1912978.44183__1.44183	820__A0A3E4FZM1__adaA_2
ERR1912978.44308__1.44308	246787__A0A0P0GIS1__BcellWH2_02680
ERR1912978.44318__1.44318	487174__K0X0F6__HMPREF9448_01444
ERR1912978.44489__1.44489	165179__A0A3E5A554__DXB80_13805
ERR1912978.44540__1.44540	239935__A0A139TPG3__CXT86_08810
ERR1912978.44617__1.44617	487174__K0X4V9__DDY40_12220
ERR1912978.44746__1.44746	28118__F9ZBV2__NCTC10826_00352
ERR1912978.44794__1.44794	239935__A0A139TVJ4__CXT86_02020
ERR1912978.44910__1.44910	821__I9R3W6__DXC16_12455
ERR1912978.45198__1.45198	33038__A0A3E4K4Y5__CDL20_06020
ERR1912978.45329__1.45329	2108523__A0A2P2F6R3__LAWASA_1701
ERR1912978.45341__1.45341	165179__A0A3E5EDV6__DXC61_03365
ERR1912978.45388__1.45388	33038__F7K1D5__CDL23_09565
ERR1912978.45428__1.45428	1897011__A0A1Q6RDV6__BHW41_05295
ERR1912978.45456__1.45456	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.45447__1.45447	360807__A0A1Q6T8A0__mepA_13
ERR1912978.45579__1.45579	214856__A0A174ZLY7__ERS852447_02456
ERR1912978.45642__1.45642	821__A0A0P0LKG6__HMPREF1058_02188
ERR1912978.45659__1.45659	33038__A0A2N5NWR8__CDL18_14140
ERR1912978.45911__1.45911	360807__A0A0M6WHB7__ERS852444_00092
ERR1912978.45970__1.45970	165179__A0A3E5EAM5__DXC61_07785
ERR1912978.45971__1.45971	33038__A0A396G729__RUMGNA_01796
ERR1912978.45985__1.45985	329854__R5LT64__BACINT_03703
ERR1912978.45988__1.45988	394340__cysA
ERR1912978.46005__1.46005	292800__A0A174RGQ5__HMPREF0372_03387
ERR1912978.46169__1.46169	817__A0A2M9UXF4__M141_1081
ERR1912978.46250__1.46250	820__A0A1T4IYF4__mprA_1
ERR1912978.46290__1.46290	1897011__A0A1Q6RGE4__BHW41_02910
ERR1912978.46429__1.46429	28052__R7NCR8__ERS852499_01142
ERR1912978.46527__1.46527	1150298__A0A174HYM9__ERS852406_01664
ERR1912978.46541__1.46541	1535__A7VPW9__CLOLEP_00596
ERR1912978.46685__1.46685	1262921__R5LMK9__BN473_01331
ERR1912978.46715__1.46715	33038__F7JZ41__CCY17_00135
ERR1912978.46907__1.46907	823__D7IT19__DHP27_03495
ERR1912978.47018__1.47018	40519__U2MCQ8__RUMCAL_00556
ERR1912978.47090__1.47090	301302__A0A173TWC1__phoR_7
ERR1912978.47097__1.47097	821__C3RB94__DXC03_15585
ERR1912978.47281__1.47281	28118__F9Z8K4__Odosp_0843
ERR1912978.47300__1.47300	1160721__W0U4W5__BHW50_05260
ERR1912978.47302__1.47302	39485__R6A1W2__ERS852490_01584
ERR1912978.47304__1.47304	1160721__W0U2P8__RBI_I00340
ERR1912978.47357__1.47357	487174__K0X7X4__DIT83_09125
ERR1912978.47464__1.47464	208479__A8RW49__C5Z06_11010
ERR1912978.47617__1.47617	40519__U2MCQ8__RUMCAL_00556
ERR1912978.47715__1.47715	239935__R6J9Y2__CXT85_07000
ERR1912978.47779__1.47779	33038__A7B6J7__CDL19_09220
ERR1912978.48019__1.48019	2292352__A0A374UJE7__DXC23_11305
ERR1912978.48219__1.48219	2292352__A0A374UJE7__DXC23_11305
ERR1912978.48222__1.48222	165179__A0A3E5AHY4__CFT61_07675
ERR1912978.48260__1.48260	214856__A0A173ZZ16__umuC_2
ERR1912978.48716__1.48716	39491__A0A2U2EI54__DXD95_12010
ERR1912978.48717__1.48717	33038__A0A3E4K696__HMPREF1201_01836
ERR1912978.49018__1.49018	40519__U2MCQ8__RUMCAL_00556
ERR1912978.49034__1.49034	820__R9I2U8__DXC68_09590
ERR1912978.49039__1.49039	821__E5UY21__C800_02204
ERR1912978.49052__1.49052	357276__A0A0M1W657__HMPREF1064_04629
ERR1912978.49060__1.49060	33039__D4M4L0__ERS852577_02891
ERR1912978.49260__1.49260	1160721__A0A1C6DCM8__RBI_I01997
ERR1912978.49444__1.49444	39485__A0A174ZNZ2__ERS852492_02345
ERR1912978.49622__1.49622	329854__R7DQV0__DXD57_13335
ERR1912978.50013__1.50013	360807__C0FTG2__RIL183_32211
ERR1912978.50041__1.50041	360807__A0A0M6WR80__RIL183_05221
ERR1912978.50207__1.50207	1160721__R6SZN5__BHW50_07705
ERR1912978.50267__1.50267	820__A0A174B4N2__M093_2531
ERR1912978.50319__1.50319	39485__C4Z2I5__ERS852492_02214
ERR1912978.50415__1.50415	214856__A0A174H3U9__ERS852559_00612
ERR1912978.50466__1.50466	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.50520__1.50520	821__E5UY21__C800_02204
ERR1912978.50790__1.50790	28117__B0MYA9__BHV66_07790
ERR1912978.50831__1.50831	2292352__A0A374UJE7__DXC23_11305
ERR1912978.51032__1.51032	2108523__A0A2P2F8Z8__LAWASA_2511
ERR1912978.51164__1.51164	360807__A0A173VD35__suhB
ERR1912978.51306__1.51306	31971__R7G751__EUBDOL_02021
ERR1912978.51386__1.51386	821__A0A396F9T7__M097_3427
ERR1912978.51573__1.51573	31971__R7GB82__EUBDOL_00624
ERR1912978.51691__1.51691	1160721__W0U4W5__BHW50_05260
ERR1912978.51736__1.51736	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1912978.51773__1.51773	246787__A0A0P0GCR8__xynD_3
ERR1912978.51884__1.51884	28052__A0A174NCW7__ERS852499_02172
ERR1912978.51980__1.51980	1263000__R5EXT3__BN466_02213
ERR1912978.52088__1.52088	360807__A0A174EVF2__RIL183_27331
ERR1912978.52103__1.52103	239935__A0A2N8IUW6__Amuc_1525
ERR1912978.52129__1.52129	301301__A0A395V407__ERS852391_02230
ERR1912978.52287__1.52287	820__R9HUV5__HMPREF2141_02582
ERR1912978.52301__1.52301	820__R9HUV5__HMPREF2141_02582
ERR1912978.52333__1.52333	39485__A0A174Z7G5__EUBELI_01168
ERR1912978.52315__1.52315	329854__R5M3H6__DXD27_08960
ERR1912978.52328__1.52328	487174__K0XLH2__HMPREF9448_01152
ERR1912978.52445__1.52445	328814__GCA_004558275.1_00293
ERR1912978.52491__1.52491	501571__R8W5X9__B5F15_07955
ERR1912978.52534__1.52534	216816__C2GSX7__DD678_03555
ERR1912978.52605__1.52605	338188__A0A174GJJ1__ERS852397_02405
ERR1912978.52713__1.52713	649756__D4MWA6__HMPREF0369_02259
ERR1912978.52928__1.52928	1776045__A0A0U5J7K7__BN3456_00132
ERR1912978.53137__1.53137	501571__R8W5C1__SAMN02745978_01154
ERR1912978.53394__1.53394	246787__R6K7I2__BcellWH2_03256
ERR1912978.53473__1.53473	544645__A0A1U7L8T1__DXC42_06325
ERR1912978.53513__1.53513	39485__C4Z6V1__ERS852492_02640
ERR1912978.53616__1.53616	328814__GCA_004558275.1_00033
ERR1912978.53735__1.53735	33038__A0A2N5PPH4__DXD36_06695
ERR1912978.53796__1.53796	28117__B0MU76__ALIPUT_00202
ERR1912978.53840__1.53840	501571__R8VYH0__B5F17_10965
ERR1912978.53904__1.53904	821__A6L0C7__ERS852556_03520
ERR1912978.54023__1.54023	329854__R5LZK1__DXD27_00590
ERR1912978.54174__1.54174	28052__R7NCR8__ERS852499_01142
ERR1912978.54386__1.54386	28052__A0A174P635__ERS852499_02418
ERR1912978.54508__1.54508	33038__A0A2N5NVC1__CDL18_09740
ERR1912978.54568__1.54568	820__A0A139JRS5__HMPREF1073_04025
ERR1912978.54796__1.54796	28052__A0A174GQI3__ERS852451_00394
ERR1912978.54822__1.54822	33038__A0A2N5PGR1__ERS852409_01332
ERR1912978.54876__1.54876	246787__A0A0P0GPP9__BACCELL_01902
ERR1912978.55300__1.55300	33038__A0A2N5NNJ7__CDL26_12635
ERR1912978.55345__1.55345	33038__A0A2N5NVC1__CDL18_09740
ERR1912978.55411__1.55411	418240__A0A174DNS5__ERS852478_02290
ERR1912978.55576__1.55576	33038__A0A2N5NWR8__CDL18_14140
ERR1912978.55809__1.55809	239935__A0A2N8IKW7__pstA
ERR1912978.55815__1.55815	821__A0A174NM17__lacZ_6
ERR1912978.55821__1.55821	39492__A0A174Z2N0__EUBSIR_01615
ERR1912978.55834__1.55834	33038__R5UBY3__lutR_1
ERR1912978.56228__1.56228	39485__A0A174ZPH7__ERS852490_01992
ERR1912978.56265__1.56265	360807__A0A173WJE3__mcp4_4
ERR1912978.56376__1.56376	329854__R5LT64__BACINT_03703
ERR1912978.56410__1.56410	329854__R5MA67__DXD27_19320
ERR1912978.56613__1.56613	384638__B7APR0__BACPEC_00666
ERR1912978.56606__1.56606	1547__B0N1X6__DXB93_06205
ERR1912978.56643__1.56643	706562__GCA_900112995.1_00062
ERR1912978.56739__1.56739	28116__A0A1G6G9R4__CUY_0131
ERR1912978.56805__1.56805	165179__A0A3E5EAM5__DXC61_07785
ERR1912978.56862__1.56862	821__A0A173WG51__BVU_2549
ERR1912978.56899__1.56899	28116__I9JM49__NCTC11153_01044
ERR1912978.56931__1.56931	1897011__A0A1Q6RCW9__BHW41_06050
ERR1912978.57084__1.57084	1897011__A0A1Q6RFI5__BHW41_03555
ERR1912978.57069__1.57069	165179__A0A3E5EB26__CFT61_02800
ERR1912978.57075__1.57075	28117__R7JPX7__BHV66_00900
ERR1912978.57110__1.57110	31971__R7G5T3__EUBDOL_00170
ERR1912978.57217__1.57217	214856__A0A174A1J3__ERS852447_01000
ERR1912978.57442__1.57442	1160721__W0U3J7__RBI_I00948
ERR1912978.57446__1.57446	820__A0A173YYG4__evgS_3
ERR1912978.57454__1.57454	28052__R7NB47__msbA_2
ERR1912978.57458__1.57458	821__A0A3E4HP25__SAMN04487923_102450
ERR1912978.57574__1.57574	88431__A0A3D0EZN6__DORLON_02944
ERR1912978.57649__1.57649	2173__A0A1D2WU72__BK798_05485
ERR1912978.57654__1.57654	820__A0A374Q8T2__DXB64_16190
ERR1912978.57978__1.57978	820__A0A3E4VZS7__DXC07_14435
ERR1912978.58125__1.58125	821__A0A396F9T7__M097_3427
ERR1912978.58224__1.58224	2173__R7PWI5__rplJ
ERR1912978.58506__1.58506	301301__A0A395V8M7__ERS852391_00967
ERR1912978.58535__1.58535	33025__A0A395JC32__C8D73_1037
ERR1912978.58826__1.58826	329854__R5M926__BACINT_00302
ERR1912978.58861__1.58861	28116__E5CEE4__SAMN05444282_12363
ERR1912978.59101__1.59101	28116__A0A1Y4P7B7__M088_2098
ERR1912978.59126__1.59126	1297617__A0A0S2W1D1__C7373_11621
ERR1912978.59184__1.59184	823__D0TDY6__DHP27_09090
ERR1912978.59243__1.59243	33038__A0A2N5NPD5__CCY17_06280
ERR1912978.59506__1.59506	1262743__R5C054__BN727_01980
ERR1912978.59702__1.59702	371601__A0A1H3XPY7__CW1_0993
ERR1912978.59782__1.59782	1262921__R5M1D5__BN473_00043
ERR1912978.59991__1.59991	1261__A0A135YTZ5__HMPREF3183_00253
ERR1912978.60042__1.60042	28117__B0MWH8__BHV66_01330
ERR1912978.60167__1.60167	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.60200__1.60200	28116__A0A139LL51__B5F02_01570
ERR1912978.60288__1.60288	39485__C4Z1Y9__EUBELI_00143
ERR1912978.60292__1.60292	360807__A0A1Q6TDE9__ERS852444_02009
ERR1912978.60293__1.60293	165179__A0A3E5AGH1__DXB80_05820
ERR1912978.60361__1.60361	360807__A0A396ACQ8__ROSEINA2194_00690
ERR1912978.60387__1.60387	820__A0A139K0J1__HMPREF2141_03205
ERR1912978.60448__1.60448	33038__A7AZT7__RUMGNA_00811
ERR1912978.60510__1.60510	820__A0A374QGD2__ERS852421_02382
ERR1912978.60771__1.60771	821__A0A174NM17__lacZ_6
ERR1912978.60778__1.60778	649756__A0A173RGN8__DO83_04830
ERR1912978.60824__1.60824	214856__A0A174A0P3__ERS852447_00994
ERR1912978.61110__1.61110	820__A0A174F696__macB_13
ERR1912978.61140__1.61140	33038__A7B6J7__CDL19_09220
ERR1912978.61207__1.61207	33038__A0A2N5PVP0__C5Y99_01390
ERR1912978.61238__1.61238	28116__C3R1N5__SAMN05444282_12443
ERR1912978.61332__1.61332	329854__R7DX75__DXD57_17735
ERR1912978.61365__1.61365	39496__A5Z5I2__EUBVEN_00963
ERR1912978.61411__1.61411	384639__GCA_003096855.1_00973
ERR1912978.61462__1.61462	33038__A0A2N5NVQ3__CDL19_02550
ERR1912978.61613__1.61613	820__A0A139K4W1__M093_0353
ERR1912978.61857__1.61857	1776045__A0A0U5J7K7__BN3456_00132
ERR1912978.61903__1.61903	821__A0A174ALF2__BvMPK_3016
ERR1912978.62033__1.62033	33038__A0A396G387__HMPREF1201_01180
ERR1912978.61986__1.61986	821__C6Z087__DXB90_00750
ERR1912978.62061__1.62061	165179__A0A3E5A5E5__DXC61_13965
ERR1912978.62100__1.62100	28052__R7NBF2__ERS852451_02191
ERR1912978.62326__1.62326	301301__A0A395VBD1__bcrC_1
ERR1912978.62367__1.62367	39485__A0A174YZE2__spoIIE
ERR1912978.62497__1.62497	2173__A0A1D2WST6__METSMIALI_00213
ERR1912978.62543__1.62543	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.62550__1.62550	487174__K0WY34__DDY40_07435
ERR1912978.62591__1.62591	28052__A0A174KY36__mepA_13
ERR1912978.62643__1.62643	1262824__R6SUY1__BN719_00491
ERR1912978.62665__1.62665	88431__A0A174GCE2__ERS852423_01397
ERR1912978.62746__1.62746	39485__C4Z434__tilS
ERR1912978.62772__1.62772	39485__C4Z684__ERS852492_01895
ERR1912978.62885__1.62885	384639__GCA_003096855.1_01225
ERR1912978.62912__1.62912	1150298__R7JTG8__smf
ERR1912978.62948__1.62948	39491__A0A395V6A3__DXB69_00505
ERR1912978.62995__1.62995	329854__A0A3E4I2S5__DXK01_16870
ERR1912978.63101__1.63101	10868__GeneID:1261859
ERR1912978.63223__1.63223	165179__D1PHC0__PREVCOP_06640
ERR1912978.63201__1.63201	1715092__A0A150NKL0__HMPREF2613_06350
ERR1912978.63231__1.63231	33038__A0A2N5NRJ3__CDL20_13245
ERR1912978.63385__1.63385	1776045__A0A0U5J7K7__BN3456_00132
ERR1912978.63587__1.63587	820__A0A3E4WA06__ERS852554_03404
ERR1912978.63541__1.63541	1160721__W0U2W0__BHW50_02075
ERR1912978.63562__1.63562	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912978.63610__1.63610	39485__A0A174YZE2__spoIIE
ERR1912978.63713__1.63713	821__A0A0P0M2J4__DXD46_10295
ERR1912978.63731__1.63731	821__A0A3E4WAR6__DXD64_10735
ERR1912978.64022__1.64022	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.64104__1.64104	33038__A0A2N5PAB2__CDL21_14440
ERR1912978.64244__1.64244	329854__B3CEI8__DXD57_08440
ERR1912978.64271__1.64271	820__A0A374Q854__HMPREF1073_03281
ERR1912978.64425__1.64425	357276__I9QBT7__BSEG_03340
ERR1912978.64546__1.64546	301301__A0A395V8G6__RHOM_11005
ERR1912978.64626__1.64626	1262988__R7N3U0__BN816_02215
ERR1912978.64677__1.64677	292800__A0A174PM89__kdgR_1
ERR1912978.64789__1.64789	371601__D4WBK5__BN891_3970
ERR1912978.64857__1.64857	360807__A0A0M6WV00__ERS852444_02114
ERR1912978.64820__1.64820	239935__A0A2N8HUU6__CXT90_06150
ERR1912978.65000__1.65000	33038__F7JZ41__CCY17_00135
ERR1912978.65036__1.65036	29361__B6FRT6__CLONEX_02860
ERR1912978.65111__1.65111	28117__B0MWH8__BHV66_01330
ERR1912978.65104__1.65104	40519__U2MCQ8__RUMCAL_00556
ERR1912978.65168__1.65168	39485__C4Z434__tilS
ERR1912978.65229__1.65229	40519__U2MCQ8__RUMCAL_00556
ERR1912978.65253__1.65253	33038__A7B057__CDL26_15045
ERR1912978.65259__1.65259	33038__A7B614__CDL24_02540
ERR1912978.65281__1.65281	357276__I9QBT7__BSEG_03340
ERR1912978.65273__1.65273	39485__R5ZSI4__ERS852492_00875
ERR1912978.65382__1.65382	706562__GCA_900112995.1_02230
ERR1912978.65393__1.65393	33038__A7B057__CDL26_15045
ERR1912978.65527__1.65527	39485__C4Z0F4__ERS852490_00945
ERR1912978.65634__1.65634	329854__A0A3E4KRT8__BACINT_02510
ERR1912978.65836__1.65836	410072__A0A3E4GSQ6__cusS
ERR1912978.65808__1.65808	84026__C0EF61__CLOSTMETH_02502
ERR1912978.66098__1.66098	562__P77294__fimG
ERR1912978.66084__1.66084	33039__A0A173VTT4__frdB_1
ERR1912978.66250__1.66250	853__A0A174C5M1__CGS58_04460
ERR1912978.66300__1.66300	329854__A0A3E4KRG9__DXK01_03510
ERR1912978.66399__1.66399	239935__A0A2N8I7W6__CXT90_04245
ERR1912978.66587__1.66587	33038__A0A2N5NWR8__CDL18_14140
ERR1912978.66853__1.66853	39492__D4JQY4__EUBSIR_01325
ERR1912978.66927__1.66927	821__A0A174NM17__lacZ_6
ERR1912978.67127__1.67127	39485__C4Z069__EUBELI_00981
ERR1912978.67274__1.67274	216816__A0A1D7MV89__EK5BL_04715
ERR1912978.67299__1.67299	28052__A0A174P635__ERS852499_02418
ERR1912978.67305__1.67305	33038__A0A2N5NUB0__CCY17_12840
ERR1912978.67352__1.67352	165179__A0A229I3Z6__PREVCOP_03666
ERR1912978.67426__1.67426	821__C6ZAA5__ERS852556_00403
ERR1912978.67444__1.67444	1160721__W0U839__pheB
ERR1912978.67488__1.67488	28052__A0A174MSU9__ERS852499_02010
ERR1912978.67591__1.67591	446660__GCA_003428235.1_02352
ERR1912978.67597__1.67597	239935__A0A139TMZ5__CXU00_03150
ERR1912978.67643__1.67643	329854__R5LT64__BACINT_03703
ERR1912978.67662__1.67662	39485__R5ZPP8__EUBELI_20334
ERR1912978.67701__1.67701	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1912978.68009__1.68009	28116__A0A1Y4Q1S9__DHW41_02535
ERR1912978.68121__1.68121	33038__R5TPI2__CDL21_12595
ERR1912978.68359__1.68359	487174__K0XLV6__DIT83_00940
ERR1912978.68676__1.68676	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.69066__1.69066	563769__GeneID:6973141
ERR1912978.69068__1.69068	823__A0A174VHT1__DHP27_04775
ERR1912978.69094__1.69094	1263000__R5EGY6__BN466_00973
ERR1912978.69170__1.69170	39496__A5Z5I2__EUBVEN_00963
ERR1912978.69230__1.69230	28117__B0MT38__BHV66_05995
ERR1912978.69371__1.69371	33038__A0A2N5NRJ3__CDL20_13245
ERR1912978.69349__1.69349	165179__A0A3E5ED28__PREVCOP_06655
ERR1912978.69617__1.69617	28118__F9Z750__Odosp_3044
ERR1912978.69747__1.69747	28052__R7N9Y1__spoIIE
ERR1912978.69961__1.69961	28116__A0A1Y4PHM7__DXA80_25130
ERR1912978.70223__1.70223	28117__B0MTD2__ALIPUT_00428
ERR1912978.70273__1.70273	821__U6RDC2__DXD46_15675
ERR1912978.70431__1.70431	28116__A0A1Y4Q112__evgS_13
ERR1912978.70537__1.70537	552398__F4XCR9__HMPREF0866_01636
ERR1912978.70516__1.70516	649756__L1Q069__CL2_23450
ERR1912978.70937__1.70937	39485__A0A174ZPH7__ERS852490_01992
ERR1912978.70949__1.70949	28116__F7LC60__AA414_00422
ERR1912978.71156__1.71156	39485__C4Z2X2__ERS852492_01808
ERR1912978.71369__1.71369	360807__A0A0M6WCK5__ROSEINA2194_01361
ERR1912978.71438__1.71438	821__D4VD59__BHV80_04260
ERR1912978.71444__1.71444	2108523__A0A2P2F3I3__LAWASA_548
ERR1912978.71548__1.71548	329854__R5MN53__DXK01_22200
ERR1912978.71604__1.71604	239935__A0A139TPU7__CXT91_06575
ERR1912978.71646__1.71646	821__A0A0P0L8F8__ERS852509_03705
ERR1912978.71779__1.71779	28052__A0A174P635__ERS852499_02418
ERR1912978.71858__1.71858	39491__A0A396FE96__EUR_00280
ERR1912978.72150__1.72150	239935__A0A2N8IMC9__CXU09_02095
ERR1912978.72264__1.72264	33038__A0A2N5PGR1__ERS852409_01332
ERR1912978.72307__1.72307	33038__A0A2N5NWR8__CDL18_14140
ERR1912978.72287__1.72287	823__A0A174PDQ0__DXC05_08200
ERR1912978.72358__1.72358	165179__A0A3E5EB26__CFT61_02800
ERR1912978.72384__1.72384	820__A0A139JRS5__HMPREF1073_04025
ERR1912978.72442__1.72442	384639__GCA_003096855.1_01181
ERR1912978.72554__1.72554	1965604__A0A1Y4F525__B5F54_04360
ERR1912978.72561__1.72561	2292352__A0A374UNM1__DXC23_01675
ERR1912978.72516__1.72516	28052__R7NHJ5__ERS852499_01501
ERR1912978.72517__1.72517	649756__A0A174RGG7__senX3_2
ERR1912978.72526__1.72526	1262921__R5M951__BN473_02141
ERR1912978.72719__1.72719	28052__R7NCD4__ERS852451_00170
ERR1912978.72759__1.72759	261299__R5X5K0__CLOBAR_00905
ERR1912978.72977__1.72977	821__A0A174K302__CUU_3129
ERR1912978.73014__1.73014	214856__A0A174ZEW0__ERS852447_00985
ERR1912978.73182__1.73182	39485__A0A175A403__EUBELI_20577
ERR1912978.73305__1.73305	39485__A0A174ZUV1__tig_3
ERR1912978.73535__1.73535	239935__A0A139TPD4__CXT86_06450
ERR1912978.73627__1.73627	360807__A0A1Q6T326__appA_1
ERR1912978.74044__1.74044	1262992__R5CXM7__BN795_01016
ERR1912978.74142__1.74142	214856__I3YMB7__Alfi_1811
ERR1912978.74246__1.74246	820__A0A3E4G3J9__ERS852459_02265
ERR1912978.74313__1.74313	357276__A0A0K2HFA1__HMPREF1065_02962
ERR1912978.74377__1.74377	165179__A0A3E5DY64__CFT61_10025
ERR1912978.74449__1.74449	394340__group_3198
ERR1912978.74559__1.74559	28116__A0A3D2LWY1__ERS852555_01619
ERR1912978.74673__1.74673	328814__GCA_004558275.1_00293
ERR1912978.74781__1.74781	626933__H1DGX0__HMPREF9449_01506
ERR1912978.74917__1.74917	28052__A0A174Z0G5__ERS852499_01843
ERR1912978.75106__1.75106	33038__F7JTF2__CDL22_02335
ERR1912978.75116__1.75116	1160721__W0U633__BHW50_00240
ERR1912978.75150__1.75150	33038__F7JUE7__CDL26_12120
ERR1912978.75489__1.75489	28116__A0A1Y4Q1S9__DHW41_02535
ERR1912978.75717__1.75717	823__A0A395YY84__DXC05_19515
ERR1912978.75865__1.75865	39485__A0A174YZE2__spoIIE
ERR1912978.75871__1.75871	246787__A0A108T4D5__HMPREF1062_06346
ERR1912978.76049__1.76049	39485__A0A174ZNZ2__ERS852492_02345
ERR1912978.76055__1.76055	106588__A6P303__BACCAP_04887
ERR1912978.76166__1.76166	33038__F7JTR7__CDL22_03005
ERR1912978.76251__1.76251	821__A0A174NM17__lacZ_6
ERR1912978.76364__1.76364	649756__L1PU84__ERS852571_01295
ERR1912978.76427__1.76427	40519__U2MCQ8__RUMCAL_00556
ERR1912978.76460__1.76460	33038__A0A2N5P3M1__DXD36_15590
ERR1912978.76489__1.76489	2292352__A0A374UKZ5__DXC23_11285
ERR1912978.76498__1.76498	821__A0A173XDD3__DXB82_17180
ERR1912978.76642__1.76642	28052__R7N6Q7__rafA
ERR1912978.76685__1.76685	33038__A0A2N5P082__CDL24_08780
ERR1912978.76747__1.76747	853__A0A173TAZ8__DWZ46_14590
ERR1912978.76705__1.76705	1263076__GCA_000437615.1_00128
ERR1912978.76778__1.76778	329854__A0A3E4IPJ6__DXK01_08970
ERR1912978.76850__1.76850	821__A0A174WBC9__ERS852556_03145
ERR1912978.76865__1.76865	820__A0A374QGD2__ERS852421_02382
ERR1912978.76888__1.76888	1147152__GeneID:14181982
ERR1912978.77017__1.77017	818__A0A3E5HWN5__BSIG_3066
ERR1912978.77092__1.77092	28052__A0A174J1L8__ERS852451_00926
ERR1912978.77312__1.77312	106588__A6NUL8__BACCAP_01900
ERR1912978.77321__1.77321	1547__H1AN25__DW242_03725
ERR1912978.77431__1.77431	329854__R5M4V3__DXK01_22225
ERR1912978.77433__1.77433	360807__C0FPW0__ROSEINA2194_00763
ERR1912978.77438__1.77438	28117__B0MTY2__BHV66_06485
ERR1912978.77605__1.77605	360807__A0A173RZE9__polC_2
ERR1912978.77667__1.77667	1776045__A0A0U5J7K7__BN3456_00132
ERR1912978.77681__1.77681	1628085__A0A1C6AZZ4__C7386_101481
ERR1912978.77693__1.77693	1776045__A0A0U5J7K7__BN3456_00132
ERR1912978.77864__1.77864	1472761__GCA_002159295.1_00731
ERR1912978.77854__1.77854	1160721__W0U3P8__RBI_I00386
ERR1912978.78054__1.78054	28118__R6FDR5__B5F93_17520
ERR1912978.78055__1.78055	329854__B3C8G7__BACINT_01871
ERR1912978.78303__1.78303	328814__GCA_004558275.1_00289
ERR1912978.78973__1.78973	216816__E8MVM4__APC1480_1562
ERR1912978.79123__1.79123	410072__C0BES0__ERS852389_01714
ERR1912978.79488__1.79488	360807__C0FNY7__ERS852392_01257
ERR1912978.79645__1.79645	28116__A0A3D2LWY1__ERS852555_01619
ERR1912978.79766__1.79766	329854__R5MRI4__DXK01_11320
ERR1912978.79879__1.79879	823__A0A173W404__DHP27_04905
ERR1912978.79968__1.79968	329854__R7E3J6__BACINT_00489
ERR1912978.80079__1.80079	1263000__R5F0H4__BN466_00249
ERR1912978.80393__1.80393	821__A0A395UNT8__DXD64_15275
ERR1912978.80489__1.80489	562__P0ABR8__antA
ERR1912978.80581__1.80581	649756__L1QA71__HMPREF0369_00510
ERR1912978.80695__1.80695	328814__GCA_004558275.1_00199
ERR1912978.80847__1.80847	360807__C0FZM4__RIL183_06871
ERR1912978.80868__1.80868	292800__A0A174RE33__HMPREF0372_03363
ERR1912978.80908__1.80908	165179__A0A229I7F5__DXB80_02650
ERR1912978.81147__1.81147	329854__R5LZ68__BACINT_01603
ERR1912978.81151__1.81151	360807__C0FYL6__ROSEINA2194_03855
ERR1912978.81254__1.81254	39485__A0A174YKY3__EUBELI_00877
ERR1912978.81255__1.81255	39485__A0A174YKY3__EUBELI_00877
ERR1912978.81314__1.81314	552398__F4XCQ4__HMPREF0866_01621
