ERR1913157.902__1.902	239935__A0A2N8IRW0__A4V05_11620
ERR1913157.83510__1.83510	1161942__baeS
ERR1913157.83396__1.83396	821__A0A395UNT8__DXD64_15275
ERR1913157.83773__1.83773	28116__A0A1Y4Q112__evgS_13
ERR1913157.83806__1.83806	1262761__R6QJJ2__BN606_00358
ERR1913157.84055__1.84055	239935__A0A2N8HUU6__CXT90_06150
ERR1913157.84218__1.84218	853__R6QDR1__C4N27_08170
ERR1913157.85021__1.85021	33043__A0A173ZDC4__malL_1
ERR1913157.85277__1.85277	1262761__R6R763__BN606_01311
ERR1913157.85326__1.85326	1262911__R6H0U7__BN557_01104
ERR1913157.85437__1.85437	239935__B2UQB8__CXT86_01740
ERR1913157.85577__1.85577	239935__A0A2N8ITX2__CXT86_11265
ERR1913157.85737__1.85737	820__A0A139K1Y6__DXB48_02610
ERR1913157.85787__1.85787	165179__A0A174WRI9__DXB80_04870
ERR1913157.85792__1.85792	901__B6WUN6__DHV46_11020
ERR1913157.85987__1.85987	552398__F4XCR9__HMPREF0866_01636
ERR1913157.86149__1.86149	33043__A0A173ZDC4__malL_1
ERR1913157.86150__1.86150	1262761__R6RNL8__BN606_00387
ERR1913157.86669__1.86669	33043__A0A174A113__ERS852445_00416
ERR1913157.86793__1.86793	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.86816__1.86816	172901__A0A2U1ALG8__C8D82_13225
ERR1913157.87077__1.87077	1150298__A0A174E950__ERS852498_02096
ERR1913157.86999__1.86999	821__A0A395UNT8__DXD64_15275
ERR1913157.87400__1.87400	216816__B3DRU6__DPC6323_0992
ERR1913157.87723__1.87723	33043__A0A174AHE2__ERS852445_01187
ERR1913157.88011__1.88011	1263000__R5EGY6__BN466_00973
ERR1913157.88248__1.88248	820__I9A4U7__DHU98_12785
ERR1913157.88488__1.88488	74426__pdxS
ERR1913157.88758__1.88758	1262959__R5XZN3__BN680_01608
ERR1913157.88926__1.88926	33043__D5HDL8__ERS852575_02529
ERR1913157.89049__1.89049	239935__R6J776__CXU07_02355
ERR1913157.89234__1.89234	1262761__R6RUC6__BN606_00092
ERR1913157.89540__1.89540	239935__A0A2N8I6R6__CXU04_04335
ERR1913157.89557__1.89557	338188__C9KTQ6__BACFIN_05559
ERR1913157.89572__1.89572	310297__R5VSX6__BHV76_05850
ERR1913157.89696__1.89696	239935__A0A2N8HUU6__CXT90_06150
ERR1913157.89978__1.89978	33043__A0A174H1B6__ERS852575_02702
ERR1913157.89991__1.89991	165179__D1P9T6__PREVCOP_04016
ERR1913157.90063__1.90063	239935__A0A2N8IVK9__CXU08_03750
ERR1913157.90169__1.90169	301301__A0A173ZW33__RHOM_02600
ERR1913157.90233__1.90233	1161942__cdd_2
ERR1913157.90691__1.90691	165179__D1P8V8__DXC61_01940
ERR1913157.90728__1.90728	1262761__R6QJW9__BN606_00404
ERR1913157.91088__1.91088	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913157.91185__1.91185	1262700__R5XC07__BN695_01332
ERR1913157.91239__1.91239	1965587__A0A1Y4HV68__B5F35_09280
ERR1913157.91826__1.91826	33043__D5HIK4__ERS852400_01112
ERR1913157.91829__1.91829	901__B6WV59__feoB
ERR1913157.92003__1.92003	1628085__A0A374VL33__C7386_102212
ERR1913157.92442__1.92442	39485__A0A174ZQT9__EUBELI_20278
ERR1913157.92482__1.92482	1262915__R6IC65__BN574_01686
ERR1913157.92649__1.92649	239935__A0A139TMG9__CXU07_10650
ERR1913157.92772__1.92772	1161942__adrA
ERR1913157.92842__1.92842	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913157.92864__1.92864	33043__A0A174AEP1__apr
ERR1913157.92953__1.92953	88431__A0A174IEH2__DXB16_05910
ERR1913157.93099__1.93099	239935__R6J776__CXU07_02355
ERR1913157.93082__1.93082	239935__A0A2N8IRW0__A4V05_11620
ERR1913157.93144__1.93144	1680__A0A087DHN0__AL0462_1532
ERR1913157.93664__1.93664	1680__A0A0C2YPV2__AL0462_1474
ERR1913157.93736__1.93736	165179__D1PHC0__PREVCOP_06640
ERR1913157.94159__1.94159	165179__D1P9T6__PREVCOP_04016
ERR1913157.94507__1.94507	901__B6WTR9__DESPIG_01476
ERR1913157.94563__1.94563	820__R9I3N4__M093_0061
ERR1913157.94738__1.94738	28117__B0MY40__BHV66_05170
ERR1913157.95129__1.95129	33043__D5HHE4__ERS852445_02332
ERR1913157.95253__1.95253	239935__A0A2N8IRL2__CXU06_01170
ERR1913157.95306__1.95306	853__A0A2A7B9I6__DW855_13690
ERR1913157.95605__1.95605	1262761__R6RML5__BN606_00248
ERR1913157.95628__1.95628	1262761__R6R4V4__BN606_00113
ERR1913157.95717__1.95717	1680__A1A1R1__BIFADO_00076
ERR1913157.96092__1.96092	292800__G9YXR5__ERS852504_02958
ERR1913157.96098__1.96098	292800__G9YXR5__ERS852504_02958
ERR1913157.96061__1.96061	572010__rpoB
ERR1913157.96109__1.96109	820__A0A3E4GA19__SAMN05444418_10562
ERR1913157.96127__1.96127	1520815__A0A1I3IVJ4__SAMN02910435_00254
ERR1913157.96132__1.96132	239935__A0A2N8IVR0__CXT87_07115
ERR1913157.96499__1.96499	239935__A0A2N8HAQ1__DEF40_05290
ERR1913157.96668__1.96668	165179__A0A3E5EB26__CFT61_02800
ERR1913157.96756__1.96756	239935__A0A2N8J2P6__ADH72_06730
ERR1913157.96974__1.96974	901__B6WR17__DHV46_00835
ERR1913157.97424__1.97424	239935__A0A2N8HZW2__A4V05_11120
ERR1913157.97425__1.97425	239935__A0A2N8HZW2__A4V05_11120
ERR1913157.97476__1.97476	33043__A0A374K1H3__ykoD_2
ERR1913157.97477__1.97477	239935__A0A2N8IRL2__CXU06_01170
ERR1913157.97618__1.97618	28117__B0MU76__ALIPUT_00202
ERR1913157.97999__1.97999	823__D7ILK2__ERS852380_00031
ERR1913157.98143__1.98143	40520__A0A396A315__DXB81_12480
ERR1913157.98173__1.98173	384638__B7APR0__BACPEC_00666
ERR1913157.98572__1.98572	1686__B6XST0__BCAT_0261
ERR1913157.98766__1.98766	33039__D4M6V6__yjjG
ERR1913157.99122__1.99122	853__D4JY61__C4N21_10560
ERR1913157.99247__1.99247	1262761__R6RP35__BN606_00461
ERR1913157.99360__1.99360	239935__A0A139TT05__CXU09_03335
ERR1913157.99378__1.99378	328814__GCA_004558275.1_00989
ERR1913157.99483__1.99483	165179__A0A3E5E4P9__DXB80_07930
ERR1913157.99637__1.99637	1262761__R6RU22__BN606_01110
ERR1913157.100147__1.100147	1262761__R6R8B3__BN606_01478
ERR1913157.100216__1.100216	1161942__argJ
ERR1913157.100391__1.100391	216816__A0A395XZB7__DXD37_04075
ERR1913157.100799__1.100799	216816__E8MVM4__APC1480_1562
ERR1913157.101264__1.101264	1262825__R5ECH5__BN724_02253
ERR1913157.101328__1.101328	239935__A0A2N8HDT1__CXT94_05270
ERR1913157.101646__1.101646	239935__A0A2N8I368__CXT95_04550
ERR1913157.101962__1.101962	239935__A0A2N8HPS5__Amuc_0950
ERR1913157.102332__1.102332	39485__A0A174ZJ13__ssuB
ERR1913157.102443__1.102443	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913157.102629__1.102629	310297__B5CXJ7__DXB87_06645
ERR1913157.103261__1.103261	39492__A0A174ZL16__EUBSIR_01269
ERR1913157.103655__1.103655	33043__A0A174CLG4__hemA
ERR1913157.103710__1.103710	39492__D4JRZ7__smc
ERR1913157.103808__1.103808	853__A0A174BA00__DW905_01145
ERR1913157.103827__1.103827	823__A0A395YY84__DXC05_19515
ERR1913157.104499__1.104499	239935__A0A139TQT9__Amuc_1197
ERR1913157.104636__1.104636	820__A0A078STJ8__DXC68_04690
ERR1913157.104659__1.104659	239935__A0A2N8I368__CXT95_04550
ERR1913157.104721__1.104721	820__A0A3E4RU03__M093_0563
ERR1913157.104947__1.104947	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913157.105359__1.105359	1680__A0A173YLK6__BAD_0868
ERR1913157.105464__1.105464	33043__A0A174BPV6__ERS852445_01773
ERR1913157.105506__1.105506	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913157.105662__1.105662	33043__D5HIL5__ERS852445_01761
ERR1913157.106059__1.106059	1262761__R6QU78__BN606_01972
ERR1913157.106154__1.106154	410072__A0A173Y221__spoIIIAE
ERR1913157.106456__1.106456	823__D0TC25__B5F32_04575
ERR1913157.106933__1.106933	239935__A0A2N8IUQ8__CXU09_01665
ERR1913157.107032__1.107032	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.107411__1.107411	239935__R7DVL7__CXT93_01180
ERR1913157.107591__1.107591	239935__A0A2N8IF99__lpdA
ERR1913157.107694__1.107694	820__A0A3E4WA06__ERS852554_03404
ERR1913157.107825__1.107825	487175__A0A350CXX6__HMPREF9439_00888
ERR1913157.107872__1.107872	1161942__aspS_5
ERR1913157.108367__1.108367	1680__A0A087DHN0__AL0462_1532
ERR1913157.108402__1.108402	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913157.108680__1.108680	165179__A0A3E5A554__DXB80_13805
ERR1913157.108718__1.108718	1161942__clpC_3
ERR1913157.109362__1.109362	384638__B7APN3__BACPEC_00639
ERR1913157.109486__1.109486	301302__A0A0M6WPV4__M72_29701
ERR1913157.109869__1.109869	40518__R5E6X1__DXD83_01720
ERR1913157.109946__1.109946	165179__A0A3E5AF88__DXC61_14960
ERR1913157.110300__1.110300	944036__A0A196S727__AV274_6149
ERR1913157.110872__1.110872	214856__I3YMC8__ERS852447_02666
ERR1913157.111253__1.111253	239935__A0A139TPD4__CXT86_06450
ERR1913157.112066__1.112066	853__A0A173T0Y8__CGS54_07215
ERR1913157.112076__1.112076	1161942__colA
ERR1913157.112311__1.112311	239935__A0A139TPU7__CXT91_06575
ERR1913157.112557__1.112557	165179__A0A229I740__DXC61_10430
ERR1913157.112706__1.112706	1628085__A0A2U1BH26__C7386_101229
ERR1913157.112919__1.112919	165179__A0A3E5DZ45__DXC61_02820
ERR1913157.112945__1.112945	239935__R6JAS2__CXU02_10725
ERR1913157.112995__1.112995	901__B6WQE3__DHV46_07200
ERR1913157.113351__1.113351	46503__A7A9R1__DD461_10545
ERR1913157.114077__1.114077	239935__A0A2N8IHY1__CXU06_00035
ERR1913157.114840__1.114840	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913157.115052__1.115052	1262761__R6RU22__BN606_01110
ERR1913157.115025__1.115025	46503__R6X3F9__DCY29_09585
ERR1913157.115147__1.115147	239935__B2UPZ6__CXU03_03800
ERR1913157.115215__1.115215	33043__A0A174H1B6__ERS852575_02702
ERR1913157.115509__1.115509	239935__A0A2N8I6R6__CXU04_04335
ERR1913157.115606__1.115606	1161942__copA_2
ERR1913157.115781__1.115781	78346__A0A087D3Y1__BRUM_1576
ERR1913157.115992__1.115992	39485__A0A174YR99__ERS852492_00943
ERR1913157.116131__1.116131	239935__A0A2N8I9P4__CXT85_05050
ERR1913157.116197__1.116197	1680__A0A173YLK6__BAD_0868
ERR1913157.116211__1.116211	901__B6WTQ4__DESPIGER_1255
ERR1913157.116691__1.116691	239935__A0A3F3K9J9__DEF40_00940
ERR1913157.116744__1.116744	39492__D4MIY5__EUBSIR_00233
ERR1913157.116968__1.116968	39496__A5Z5I2__EUBVEN_00963
ERR1913157.117402__1.117402	1161942__accC
ERR1913157.117546__1.117546	28117__B0MT73__ALIPUT_00412
ERR1913157.117818__1.117818	28116__A0A1Y4PZ83__DHW41_02625
ERR1913157.117980__1.117980	1262761__R6QRI7__BN606_01503
ERR1913157.118095__1.118095	901__B6WYD7__DESPIG_03118
ERR1913157.118931__1.118931	1262911__R6GPB5__BN557_00842
ERR1913157.119297__1.119297	33043__A0A174CV49__ERS852386_02395
ERR1913157.119365__1.119365	1262761__R6QJJ2__BN606_00358
ERR1913157.119480__1.119480	1897011__A0A1Q6RIA6__BHW41_01370
ERR1913157.119573__1.119573	626932__G5H517__HMPREF9450_00027
ERR1913157.119670__1.119670	239935__A0A2N8IV82__CXT99_06735
ERR1913157.119680__1.119680	74426__purL
ERR1913157.119847__1.119847	1263027__R7AV74__BN699_02470
ERR1913157.119920__1.119920	239935__A0A2N8HDT1__CXT94_05270
ERR1913157.120033__1.120033	944036__A0A196SIW0__AV274_1285
ERR1913157.120201__1.120201	1262761__R6QU88__BN606_01983
ERR1913157.120424__1.120424	901__B6WR13__DHV46_00815
ERR1913157.120503__1.120503	40518__R5DVQ2__DXD93_00365
ERR1913157.120705__1.120705	853__A0A174C5M1__CGS58_04460
ERR1913157.120734__1.120734	1161942__ccr
ERR1913157.120880__1.120880	246787__A0A0P0G254__axeA1_2
ERR1913157.121230__1.121230	28117__R7JJM9__ALIPUT_00662
ERR1913157.121256__1.121256	28117__B0MYZ8__BHV66_04535
ERR1913157.121360__1.121360	33043__A0A173W4M0__dnaD
ERR1913157.121399__1.121399	216816__C2GTV6__AS143_01355
ERR1913157.121605__1.121605	239935__A0A2N8I1R3__CXU05_06075
ERR1913157.121572__1.121572	1262992__R5DE38__BN795_00174
ERR1913157.121758__1.121758	853__E2ZJT1__C4N23_03535
ERR1913157.122367__1.122367	1262911__R6GT99__BN557_01335
ERR1913157.122515__1.122515	1680__A0A173YLK6__BAD_0868
ERR1913157.122617__1.122617	33043__D5HGK4__ERS852445_01371
ERR1913157.122642__1.122642	901__B6WRD8__DHV46_04960
ERR1913157.122654__1.122654	239935__A0A2N8I6R6__CXU04_04335
ERR1913157.122868__1.122868	1161942__cssS
ERR1913157.122871__1.122871	246787__R6KM92__AA416_01456
ERR1913157.123143__1.123143	28026__C0BRU7__BIFPSEUDO_03361
ERR1913157.123286__1.123286	1686__B6XST0__BCAT_0261
ERR1913157.123359__1.123359	239935__A0A2N8IQU3__CXU22_05890
ERR1913157.123617__1.123617	1681__I3WJE2__DXC50_07465
ERR1913157.123813__1.123813	239935__A0A2N8I6R6__CXU04_04335
ERR1913157.123929__1.123929	1680__A7A2Y2__NCTC11814_00537
ERR1913157.124232__1.124232	1161942__aroK_2
ERR1913157.124605__1.124605	74426__purL
ERR1913157.124834__1.124834	853__D4JY61__C4N21_10560
ERR1913157.124953__1.124953	820__A0A139K337__ERS852459_02375
ERR1913157.125584__1.125584	1262761__R6RP35__BN606_00461
ERR1913157.125776__1.125776	1262911__R6H2J2__BN557_01228
ERR1913157.125782__1.125782	1263027__R6ZZ44__BN699_01880
ERR1913157.126049__1.126049	1161942__aroC
ERR1913157.126328__1.126328	33043__A0A173W9Y8__ERS852575_00062
ERR1913157.126525__1.126525	165179__A0A229I740__DXC61_10430
ERR1913157.126836__1.126836	508460__GCF_000585335.1_00147
ERR1913157.126810__1.126810	1262777__R5W471__BN512_01274
ERR1913157.126948__1.126948	28117__B0MY45__ALIPUT_02164
ERR1913157.126949__1.126949	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913157.126998__1.126998	853__A8SCP3__C4N26_07960
ERR1913157.127191__1.127191	853__A0A2A7A628__CGS57_13755
ERR1913157.127239__1.127239	239935__R7DVL7__CXT93_01180
ERR1913157.127577__1.127577	1263030__R5D850__BN705_01161
ERR1913157.127840__1.127840	572010__rpoB
ERR1913157.128263__1.128263	40518__R5DUU0__DXD93_03985
ERR1913157.128297__1.128297	901__B6WQQ5__DHV46_03695
ERR1913157.128328__1.128328	1680__A0A0C2YPV2__AL0462_1474
ERR1913157.128311__1.128311	216816__A0A395XZB7__DXD37_04075
ERR1913157.129094__1.129094	310297__B5CXJ7__DXB87_06645
ERR1913157.129177__1.129177	1686__B6XST0__BCAT_0261
ERR1913157.129285__1.129285	1262869__R7CR03__BN625_01769
ERR1913157.129297__1.129297	39485__A0A174ZPJ9__tig_2
ERR1913157.129671__1.129671	1262992__R5CX54__BN795_00843
ERR1913157.129813__1.129813	33043__D5HHD5__ERS852575_00049
ERR1913157.129823__1.129823	1263006__R6LN71__BN515_01528
ERR1913157.130060__1.130060	1628085__A0A396QTT4__C7386_103139
ERR1913157.130257__1.130257	853__A0A2A7B9I6__DW855_13690
ERR1913157.130405__1.130405	1263027__R7A086__BN699_00068
ERR1913157.130976__1.130976	1680__R5GZJ8__BSTER_1195
ERR1913157.131114__1.131114	239935__A0A2N8IFA0__CXT92_02050
ERR1913157.131327__1.131327	419015__A0A2I1M3B8__HMPREF9244_00585
ERR1913157.131540__1.131540	239935__A0A2N8I1R3__CXU05_06075
ERR1913157.131576__1.131576	239935__R7DVL7__CXT93_01180
ERR1913157.131645__1.131645	508460__GCF_000585335.1_00091
ERR1913157.131994__1.131994	328814__GCA_004558275.1_01001
ERR1913157.132090__1.132090	239935__R6JAS2__CXU02_10725
ERR1913157.132297__1.132297	1262761__R6RNL8__BN606_00387
ERR1913157.132358__1.132358	239935__A0A2N8I3G2__CXT89_00720
ERR1913157.132412__1.132412	552398__F4XCR9__HMPREF0866_01636
ERR1913157.132396__1.132396	239935__A0A2N8HBM4__CXT85_06270
ERR1913157.132850__1.132850	74426__group_1871
ERR1913157.132930__1.132930	39492__D4JSS2__EUBSIR_00553
ERR1913157.133089__1.133089	239935__A0A139TPD4__CXT86_06450
ERR1913157.133676__1.133676	239935__A0A2N8IVR0__CXT87_07115
ERR1913157.133805__1.133805	853__C7H7F5__DWZ46_01780
ERR1913157.133935__1.133935	610243__A0A060QJF7__ASAP_2763
ERR1913157.133945__1.133945	1161942__celI_4
ERR1913157.134034__1.134034	1897011__A0A1Q6RE52__BHW41_04690
ERR1913157.134207__1.134207	239935__R7DVL7__CXT93_01180
ERR1913157.134338__1.134338	239935__R6JAS2__CXU02_10725
ERR1913157.134389__1.134389	853__A0A173RZ39__C4N22_01650
ERR1913157.134432__1.134432	552398__F4XCR9__HMPREF0866_01636
ERR1913157.134557__1.134557	172901__A0A2U1AV38__C8D82_1177
ERR1913157.134663__1.134663	239935__A0A2N8I368__CXT95_04550
ERR1913157.134722__1.134722	165179__D1PDT3__PREVCOP_05375
ERR1913157.134833__1.134833	29361__B6FKH5__CLONEX_00621
ERR1913157.134867__1.134867	823__A0A395Z0N9__DHW69_05890
ERR1913157.134952__1.134952	1897011__A0A1Q6RH61__BHW41_01970
ERR1913157.135279__1.135279	165179__D1PDJ4__DXB80_08505
ERR1913157.135407__1.135407	239935__A0A139TMG9__CXU07_10650
ERR1913157.135701__1.135701	28118__F9ZAB2__SAMEA44545918_01079
ERR1913157.135751__1.135751	1680__A1A1R1__BIFADO_00076
ERR1913157.136181__1.136181	944036__A0A196S874__AV274_5079
ERR1913157.136928__1.136928	1263000__R5ES99__BN466_01121
ERR1913157.136933__1.136933	1680__R5GKP2__DXD60_06200
ERR1913157.136975__1.136975	165179__A0A174UI01__DXB80_12165
ERR1913157.137033__1.137033	28117__R7JPX7__BHV66_00900
ERR1913157.137067__1.137067	239935__A0A2N8IF99__lpdA
ERR1913157.137083__1.137083	1897011__A0A1Q6RHD3__BHW41_02220
ERR1913157.137207__1.137207	1262986__R6A8Y6__BN492_01262
ERR1913157.137440__1.137440	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913157.137769__1.137769	1680__A0A174BEE7__BSTER_1311
ERR1913157.138082__1.138082	1262961__R6DWK7__BN710_00104
ERR1913157.138867__1.138867	33043__A0A174AEP1__apr
ERR1913157.138911__1.138911	357276__I9F327__DXD47_22495
ERR1913157.139176__1.139176	39485__C4Z434__tilS
ERR1913157.139209__1.139209	1161942__acm
ERR1913157.139228__1.139228	487174__K0WUZ1__DIT83_10815
ERR1913157.139717__1.139717	239935__A0A2N8ITX2__CXT86_11265
ERR1913157.139870__1.139870	1685__A0A3D8UEL2__DRBB29_0129
ERR1913157.140095__1.140095	454155__F3QUC1__HMPREF9442_01791
ERR1913157.140371__1.140371	165179__A0A3E5AI09__DXC61_05815
ERR1913157.140716__1.140716	216816__B7GN29__BL72_08765
ERR1913157.140722__1.140722	630129__A0A087B7S4__BBKW_0321
ERR1913157.140983__1.140983	1262761__R6RU22__BN606_01110
ERR1913157.141087__1.141087	1262761__R6RU22__BN606_01110
ERR1913157.141426__1.141426	78346__A0A087D3Y1__BRUM_1576
ERR1913157.141707__1.141707	310297__B5CXJ7__DXB87_06645
ERR1913157.141993__1.141993	239935__A0A2N8IIB9__CXU04_01970
ERR1913157.142157__1.142157	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913157.142634__1.142634	1897011__A0A1Q6REX7__BHW41_04490
ERR1913157.142906__1.142906	1161942__ce-ne1
ERR1913157.142938__1.142938	216816__B3DP82__DVB78_09640
ERR1913157.142873__1.142873	630129__A0A087B7S4__BBKW_0321
ERR1913157.143008__1.143008	239935__A0A2N8HB50__CXU17_02615
ERR1913157.143075__1.143075	1262986__R5ZW93__BN492_01240
ERR1913157.143136__1.143136	1161942__accD
ERR1913157.143266__1.143266	1161942__coaE
ERR1913157.144356__1.144356	40520__R7D9L9__DXC87_14715
ERR1913157.144490__1.144490	28117__B0MST6__BHV66_06090
ERR1913157.144458__1.144458	821__A0A0P0LH09__ERS852457_03390
ERR1913157.144673__1.144673	1262915__R6HDY7__BN574_00301
ERR1913157.144705__1.144705	301301__G2SX00__RHOM_09015
ERR1913157.144721__1.144721	1262915__R6HDY7__BN574_00301
ERR1913157.144846__1.144846	1161942__alsT_1
ERR1913157.144789__1.144789	1680__R5GZJ8__BSTER_1195
ERR1913157.144791__1.144791	28117__B0MY40__BHV66_05170
ERR1913157.144894__1.144894	853__E2ZGD9__C7J97_11715
ERR1913157.144958__1.144958	1262869__R7CQG9__BN625_01583
ERR1913157.145376__1.145376	1262961__R6E0C8__BN710_00049
ERR1913157.145464__1.145464	216816__A0A2N0SME6__BLIF_1881
ERR1913157.145716__1.145716	821__A0A174NVL6__NCTC10583_01782
ERR1913157.146037__1.146037	328814__GCA_004558275.1_00987
ERR1913157.146053__1.146053	33043__A0A173YUV6__ERS852386_00507
ERR1913157.146237__1.146237	901__B6WTG8__DESPIG_01374
ERR1913157.146277__1.146277	1680__A0A173Y6N7__yhaH
ERR1913157.146279__1.146279	901__A0A1K1LGQ2__DESPIG_02072
ERR1913157.146518__1.146518	1393034__GCA_001552785.1_00510
ERR1913157.146556__1.146556	458033__GCA_001482755.1_02203
ERR1913157.146659__1.146659	147206__GCF_000156215.1_00198
ERR1913157.146674__1.146674	1262961__R6E1C5__BN710_01058
ERR1913157.146754__1.146754	165179__A0A174W369__PREVCOP_04548
ERR1913157.147140__1.147140	508460__GCF_000585335.1_00297
ERR1913157.147244__1.147244	216816__A0A061M1M5__HMPREF0177_01046
ERR1913157.147315__1.147315	1263000__R5ESM1__BN466_01440
ERR1913157.147346__1.147346	28117__B0MXL6__ALIPUT_01851
ERR1913157.147455__1.147455	239935__A0A2N8HB50__CXU17_02615
ERR1913157.147564__1.147564	1897011__A0A1Q6RE83__BHW41_04925
ERR1913157.147765__1.147765	853__A0A2A7B1Y7__C7K05_11930
ERR1913157.148002__1.148002	28117__B0MVL5__BHV66_01660
ERR1913157.148091__1.148091	33043__A0A174B5C6__acm_3
ERR1913157.148250__1.148250	1262915__R6HPP4__BN574_00486
ERR1913157.148228__1.148228	39492__D4JX87__EUBSIR_00361
ERR1913157.148326__1.148326	853__A0A2A7B1Y7__C7K05_11930
ERR1913157.148746__1.148746	239935__A0A2N8ITW6__CXT91_06265
ERR1913157.149135__1.149135	165179__A0A3E5AGH1__DXB80_05820
ERR1913157.149308__1.149308	216816__E8MVM4__APC1480_1562
ERR1913157.149466__1.149466	1897011__A0A1Q6RIA1__BHW41_01225
ERR1913157.149570__1.149570	1262761__R6QJJ2__BN606_00358
ERR1913157.149867__1.149867	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913157.149978__1.149978	853__D4K7X0__DW905_09540
ERR1913157.150052__1.150052	1681__A0A0M4LK35__LMG13200_0631
ERR1913157.150114__1.150114	1263000__R5ENX5__BN466_00466
ERR1913157.150386__1.150386	106588__A6NUL8__BACCAP_01900
ERR1913157.150540__1.150540	1262761__R6QTF1__BN606_01445
ERR1913157.150615__1.150615	239935__A0A139TQT9__Amuc_1197
ERR1913157.151117__1.151117	552398__F4XCQ4__HMPREF0866_01621
ERR1913157.151219__1.151219	77917__A0A2P8EHG9__NCTC13121_01886
ERR1913157.151578__1.151578	172901__A0A2U1B7T8__C8D82_10572
ERR1913157.151693__1.151693	214856__E4MF20__Alfi_0697
ERR1913157.151757__1.151757	239935__A0A2N8HT44__CXT84_11035
ERR1913157.151927__1.151927	239935__A0A2N8IVK9__CXU08_03750
ERR1913157.152012__1.152012	1965631__A0A1Y4AIV0__B5F90_04660
ERR1913157.152083__1.152083	33043__D5HH62__ERS852575_00121
ERR1913157.152745__1.152745	239935__A0A2N8HPX2__CXT90_09930
ERR1913157.153010__1.153010	165179__R6CNX7__DXB80_02200
ERR1913157.153038__1.153038	1262761__R6RMH1__BN606_00005
ERR1913157.153059__1.153059	1262915__R6HDU8__BN574_01115
ERR1913157.153151__1.153151	33043__A0A173WZE5__ERS852386_00374
ERR1913157.153216__1.153216	328814__GCA_004558275.1_00076
ERR1913157.153290__1.153290	853__A0A173YYY4__DWZ04_09420
ERR1913157.153421__1.153421	239935__A0A139TPG3__CXT86_08810
ERR1913157.153530__1.153530	1680__A0A1X3A951__AL0462_1583
ERR1913157.153575__1.153575	33043__A0A173S5P8__ERS852445_00566
ERR1913157.153628__1.153628	106588__A6NUL8__BACCAP_01900
ERR1913157.153827__1.153827	1262700__R5XC07__BN695_01332
ERR1913157.153902__1.153902	165179__A0A3E5DN34__DXC61_07865
ERR1913157.154042__1.154042	239935__A0A2N8HPS5__Amuc_0950
ERR1913157.154104__1.154104	1161942__celA_5
ERR1913157.155369__1.155369	1161942__ackA
ERR1913157.155438__1.155438	1680__A0A1E7XZY9__DXC60_05815
ERR1913157.155528__1.155528	165179__A0A3E5E4P9__DXB80_07930
ERR1913157.155535__1.155535	820__A0A139K4T0__ERS852510_03146
ERR1913157.155546__1.155546	572010__ppdK
ERR1913157.156109__1.156109	1262911__R6H2J2__BN557_01228
ERR1913157.156149__1.156149	853__A0A173YYY4__DWZ04_09420
ERR1913157.156310__1.156310	239935__B2UPZ6__CXU03_03800
ERR1913157.156425__1.156425	239935__A0A2N8IKW7__pstA
ERR1913157.157595__1.157595	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913157.157618__1.157618	1262869__R7CM75__BN625_00831
ERR1913157.157748__1.157748	1681__A0A0H3EEP4__DD698_00060
ERR1913157.157813__1.157813	165179__A0A3E5A5E5__DXC61_13965
ERR1913157.158000__1.158000	853__A0A173XRA8__CGS56_09290
ERR1913157.157974__1.157974	1262761__R6RB66__BN606_01964
ERR1913157.157978__1.157978	165179__D1P9T6__PREVCOP_04016
ERR1913157.158162__1.158162	1263027__R7A006__BN699_02145
