ERR1913140.348__1.348	1262882__R5N3T7__BN519_01188
ERR1913140.43985__1.43985	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913140.44134__1.44134	1318__A0A3E4U9G0__HMPREF8577_1391
ERR1913140.44169__1.44169	39491__A0A395UZL1__DXB76_05950
ERR1913140.44212__1.44212	410072__C0B9G6__ERS852481_03113
ERR1913140.44230__1.44230	46503__R6X0P0__DXB61_03855
ERR1913140.44335__1.44335	74426__infB
ERR1913140.44416__1.44416	165179__R6PNJ9__PREVCOP_04730
ERR1913140.44431__1.44431	1263000__R5EI35__BN466_01649
ERR1913140.44745__1.44745	39491__R6TQ09__DXC13_03010
ERR1913140.45186__1.45186	1318__W1VLP5__HMPREF1195_01494
ERR1913140.45293__1.45293	166486__D4L3V9__ROSINTL182_07680
ERR1913140.45311__1.45311	853__A0A2A7B1Y7__C7K05_11930
ERR1913140.45324__1.45324	853__A0A3E2U7E6__ERS852582_01640
ERR1913140.45575__1.45575	2293125__A0A374C0K0__DW917_10610
ERR1913140.45714__1.45714	214856__A0A174A257__ERS852447_01007
ERR1913140.45911__1.45911	165179__A0A3E4SEG4__DXC61_11235
ERR1913140.46147__1.46147	360807__A0A1Q6T542__RIL183_02161
ERR1913140.46198__1.46198	1262936__R7IYU6__BN799_00855
ERR1913140.46557__1.46557	357276__B6W1Y1__BSEG_03960
ERR1913140.46646__1.46646	357276__I8WML9__DXD47_10570
ERR1913140.46917__1.46917	823__A0A174PDQ0__DXC05_08200
ERR1913140.47239__1.47239	40519__U2KW56__RUMCAL_01316
ERR1913140.47267__1.47267	100886__A0A174HQD3__araC_3
ERR1913140.47306__1.47306	39485__R5ZNG4__yerB
ERR1913140.47593__1.47593	905__D2RJD5__SAMN05216495_11145
ERR1913140.47622__1.47622	116085__D4J6U8__DW747_08385
ERR1913140.47647__1.47647	214856__A0A174ZLY7__ERS852447_02456
ERR1913140.47717__1.47717	155148__GeneID:921005
ERR1913140.47985__1.47985	33043__A8SWZ6__ERS852386_02582
ERR1913140.48367__1.48367	905__D2RJG7__Acfer_0831
ERR1913140.48338__1.48338	88431__A0A173UIQ4__lip2
ERR1913140.48415__1.48415	1262886__R6QHF8__BN563_00567
ERR1913140.48598__1.48598	165179__D1PB89__DXC61_08425
ERR1913140.48622__1.48622	2292352__A0A374UKI4__DXC23_09350
ERR1913140.48673__1.48673	165179__D1PCT4__DXB80_09470
ERR1913140.48720__1.48720	2292352__A0A374UKJ4__DXC23_09360
ERR1913140.48796__1.48796	28116__I8Y7V6__HMPREF1017_02728
ERR1913140.48799__1.48799	1147147__GeneID:14182257
ERR1913140.49033__1.49033	2292352__A0A374UKE7__DXC23_09500
ERR1913140.49118__1.49118	1147152__GeneID:14182018
ERR1913140.49299__1.49299	905__D2RLR5__SAMN02910455_00180
ERR1913140.49326__1.49326	1262886__R6Q765__BN563_00634
ERR1913140.49327__1.49327	1262988__R7N3R7__BN816_01427
ERR1913140.49577__1.49577	563769__GeneID:6973158
ERR1913140.49627__1.49627	165179__D1PCL6__DXB80_13435
ERR1913140.49673__1.49673	301302__A0A0M6W9N8__tig_2
ERR1913140.49696__1.49696	626940__E8LED5__HMPREF9443_01216
ERR1913140.49873__1.49873	1262824__R6RD84__BN719_01360
ERR1913140.49818__1.49818	363265__G6B0I3__HMPREF0673_02401
ERR1913140.49920__1.49920	165179__A0A174SA26__PREVCOP_05758
ERR1913140.50011__1.50011	165179__D1PDT3__PREVCOP_05375
ERR1913140.50096__1.50096	823__A6LHK0__M090_1297
ERR1913140.50075__1.50075	2293125__A0A374C0K0__DW917_10610
ERR1913140.50319__1.50319	165179__A0A174W369__PREVCOP_04548
ERR1913140.50352__1.50352	410072__C0BF75__ERS852389_02248
ERR1913140.50625__1.50625	821__U6RDC2__DXD46_15675
ERR1913140.50661__1.50661	626940__E8LCM1__HMPREF9443_00590
ERR1913140.50666__1.50666	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913140.50755__1.50755	562__A0A0E1LDD5__B9N12_14240
ERR1913140.50891__1.50891	68891__A0A0F2DY13__dnaK
ERR1913140.50973__1.50973	165179__D1PDJ4__DXB80_08505
ERR1913140.51036__1.51036	165179__D1PES9__DXB80_11585
ERR1913140.51085__1.51085	39492__D4JQL8__ywpJ
ERR1913140.51124__1.51124	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913140.51185__1.51185	165179__A0A3E5E2C8__folA
ERR1913140.51266__1.51266	165179__A0A3E5A554__DXB80_13805
ERR1913140.51404__1.51404	1262936__R7J2K7__BN799_00229
ERR1913140.51356__1.51356	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913140.51462__1.51462	39496__A5Z5I2__EUBVEN_00963
ERR1913140.51548__1.51548	1262988__R7N1E2__BN816_00832
ERR1913140.51607__1.51607	2292352__A0A374UIX0__DXC23_12260
ERR1913140.51887__1.51887	165179__D1P9T6__PREVCOP_04016
ERR1913140.52042__1.52042	823__D7IUM6__M091_1082
ERR1913140.52257__1.52257	33043__A0A173QUA9__ERS852400_01795
ERR1913140.52258__1.52258	33043__A0A173QUA9__ERS852400_01795
ERR1913140.52380__1.52380	1262741__R6CHF7__BN697_01681
ERR1913140.52688__1.52688	1407493__GeneID:17503257
ERR1913140.52887__1.52887	820__A0A374Q351__DXD40_05850
ERR1913140.52888__1.52888	1613__A0A158SMP1__BUW47_04870
ERR1913140.52937__1.52937	1262741__R6DKK4__BN697_01269
ERR1913140.52992__1.52992	165179__D1PGU8__PREVCOP_06463
ERR1913140.53115__1.53115	39492__R6SPM9__pheT
ERR1913140.53298__1.53298	165179__D1PEQ5__PREVCOP_05711
ERR1913140.53426__1.53426	10679__GeneID:1261533
ERR1913140.53467__1.53467	360807__A0A396AF38__RIL183_00781
ERR1913140.53613__1.53613	165179__A0A3E5E643__DXB80_06030
ERR1913140.53771__1.53771	28116__A0A1G8IGK0__DXF98_23045
ERR1913140.53801__1.53801	328814__GCA_004558275.1_00236
ERR1913140.53939__1.53939	33043__A0A173ZL29__ERS852386_01345
ERR1913140.54000__1.54000	820__A0A174QT76__B5G17_18060
ERR1913140.54021__1.54021	901__B6WUI5__DESPIGER_1817
ERR1913140.54118__1.54118	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913140.54339__1.54339	1262886__R6QHS7__BN563_00615
ERR1913140.54475__1.54475	1147152__GeneID:14181982
ERR1913140.54452__1.54452	165179__A0A174W369__PREVCOP_04548
ERR1913140.54664__1.54664	1262936__R7J5X5__BN799_00356
ERR1913140.54720__1.54720	1262992__R5CY89__BN795_01227
ERR1913140.54760__1.54760	39491__R6UMS6__DXD13_07035
ERR1913140.54948__1.54948	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913140.55105__1.55105	33043__A0A173WWJ5__ERS852386_00339
ERR1913140.55258__1.55258	39491__A0A395UYA6__EUBREC_0408
ERR1913140.55292__1.55292	820__A0A3E4VZT7__DXB48_16145
ERR1913140.55437__1.55437	626940__R6WR72__HMPREF9443_00288
ERR1913140.55611__1.55611	39492__D4JT75__EUBSIR_01776
ERR1913140.55752__1.55752	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913140.55951__1.55951	74426__rpoB
ERR1913140.55997__1.55997	823__D7ILK2__ERS852380_00031
ERR1913140.56112__1.56112	853__A0A3E2U7E6__ERS852582_01640
ERR1913140.56280__1.56280	820__A0A3E4G3J9__ERS852459_02265
ERR1913140.56573__1.56573	820__A0A3E4G3J9__ERS852459_02265
ERR1913140.56542__1.56542	1262936__R7IZX4__BN799_00998
ERR1913140.56965__1.56965	1965660__A0A1Y3SAA3__B5G34_11475
ERR1913140.56992__1.56992	1262886__R6QD55__BN563_01713
ERR1913140.57081__1.57081	357276__I9FGI3__EL88_12385
ERR1913140.57150__1.57150	820__A0A139KG04__ERS852459_01249
ERR1913140.57137__1.57137	165179__D1P9T6__PREVCOP_04016
ERR1913140.57198__1.57198	853__D4JY61__C4N21_10560
ERR1913140.57208__1.57208	166486__D4KUC4__arcB_1
ERR1913140.57262__1.57262	1263000__R5EHB0__BN466_01647
ERR1913140.57398__1.57398	1262911__R6GPB1__BN557_00837
ERR1913140.57453__1.57453	2292352__A0A374UIX0__DXC23_12260
ERR1913140.57727__1.57727	562__P0AEK1__CR916_15790
ERR1913140.57896__1.57896	820__A0A174CG08__DXB62_13215
ERR1913140.57902__1.57902	204516__U6R838__HMPREF1534_03867
ERR1913140.58114__1.58114	214856__I3YMC8__ERS852447_02666
ERR1913140.58119__1.58119	1263006__R6LKA3__BN515_00205
ERR1913140.58447__1.58447	214856__A0A174ZB00__ERS852559_00631
ERR1913140.58737__1.58737	1262936__R7IY41__BN799_00608
ERR1913140.58945__1.58945	823__A0A355XPA0__DXB14_05710
ERR1913140.58955__1.58955	165179__A0A3E5A554__DXB80_13805
ERR1913140.59477__1.59477	39491__A0A395ZDC6__addB
ERR1913140.59837__1.59837	823__C7XBX3__HMPREF1059_03212
ERR1913140.59899__1.59899	33043__A0A173W4M0__dnaD
ERR1913140.59988__1.59988	46503__R6X0L4__DXB61_05325
ERR1913140.60027__1.60027	165179__D1PER3__DXB80_11525
ERR1913140.60079__1.60079	1680__A0A087DHN0__AL0462_1532
ERR1913140.60176__1.60176	1150298__R7JND0__ERS852498_02814
ERR1913140.60203__1.60203	1735__B7CBN5__EUBIFOR_01610
ERR1913140.60213__1.60213	562__A0A376L0A6__CQA14_19985
ERR1913140.60233__1.60233	1262936__R7J048__BN799_01270
ERR1913140.60318__1.60318	28132__D9RV83__HMPREF0660_00835
ERR1913140.60291__1.60291	820__A0A139JV05__B5G17_18125
ERR1913140.60293__1.60293	1262687__R7M3G8__BN701_00205
ERR1913140.60614__1.60614	39486__B0G2J6__DXB12_13190
ERR1913140.60616__1.60616	626940__E8LD43__DCQ00_06340
ERR1913140.60715__1.60715	564886__GeneID:6973115
ERR1913140.60827__1.60827	46503__R6WQ01__PARMER_03826
ERR1913140.60886__1.60886	1262988__R7N3I4__BN816_01805
ERR1913140.60971__1.60971	227940__GeneID:1260616
ERR1913140.61041__1.61041	823__A0A174U5E4__BDI_3390
ERR1913140.61068__1.61068	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913140.61034__1.61034	820__A0A139KG04__ERS852459_01249
ERR1913140.61114__1.61114	33043__D5HFA0__glfT2
ERR1913140.61212__1.61212	39491__A0A395UVM9__DXB76_04540
ERR1913140.61216__1.61216	39491__A0A0M6WWT1__dus_2
ERR1913140.61228__1.61228	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913140.61284__1.61284	626940__R6WLE3__BN587_00781
ERR1913140.61545__1.61545	1261__D3MR67__SAMN05660467_01650
ERR1913140.61573__1.61573	39491__A0A396FQ67__DXB99_07505
ERR1913140.61598__1.61598	28116__C3QMW5__M089_4133
ERR1913140.61599__1.61599	33043__D5HDB6__sipT_2
ERR1913140.61748__1.61748	590739__GeneID:955815
ERR1913140.61799__1.61799	39486__B0G4D8__DXB12_07700
ERR1913140.61890__1.61890	1262959__R5YC14__BN680_01757
ERR1913140.62102__1.62102	39491__A0A395ZM93__DXD13_03490
ERR1913140.62160__1.62160	905__D2RND3__Acfer_0151
ERR1913140.62263__1.62263	1262886__R6QKS8__BN563_01572
ERR1913140.62348__1.62348	10680__GeneID:1261092
ERR1913140.62548__1.62548	2173__A5UK74__pyrP
ERR1913140.62565__1.62565	1263000__R5EGP9__BN466_01419
ERR1913140.62701__1.62701	821__A0A395VLM8__BvMPK_3650
ERR1913140.62967__1.62967	1262959__R5Y4R1__BN680_00833
ERR1913140.63093__1.63093	166486__D4KZ71__ERS852572_01500
ERR1913140.63097__1.63097	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913140.63312__1.63312	820__A0A139K8X8__DXC80_17665
ERR1913140.64135__1.64135	552398__F4XHU2__HMPREF0866_03196
ERR1913140.64173__1.64173	39485__A0A174YMD0__EUBELI_01093
ERR1913140.64304__1.64304	165179__A0A3E5E2S3__DXB80_03455
ERR1913140.64501__1.64501	39491__A0A173VYV1__DXC13_02710
ERR1913140.64578__1.64578	165179__D1PGU8__PREVCOP_06463
ERR1913140.64656__1.64656	901__B6WQE3__DHV46_07200
ERR1913140.64692__1.64692	563769__GeneID:6973158
ERR1913140.64737__1.64737	165179__A0A3E5E4T9__DXB80_08030
ERR1913140.64890__1.64890	626940__A0A1Q6R984__BHW43_02680
ERR1913140.64934__1.64934	820__A0A396EUU8__luxQ_3
ERR1913140.64977__1.64977	10679__GeneID:1261534
ERR1913140.65030__1.65030	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913140.65339__1.65339	33043__A0A174EI47__inlJ
ERR1913140.65297__1.65297	39486__B0G868__DXD84_08295
ERR1913140.65301__1.65301	1263000__R5EKR4__BN466_01609
ERR1913140.65393__1.65393	1262936__R7J1H6__BN799_01795
ERR1913140.65439__1.65439	165179__A0A3E5E4P9__DXB80_07930
ERR1913140.65608__1.65608	821__R7P1Q7__M099_2990
ERR1913140.65721__1.65721	905__D2RME9__Acfer_1899
ERR1913140.65831__1.65831	165179__R6BQP4__DXC61_02015
ERR1913140.65846__1.65846	1262936__R7IYU6__BN799_00855
ERR1913140.65848__1.65848	33043__A0A173YEP6__ERS852575_00888
ERR1913140.65854__1.65854	33039__D4LYZ5__ERS852390_01248
ERR1913140.65867__1.65867	562__A0A376L0A6__CQA14_19985
ERR1913140.66710__1.66710	2292352__A0A374UNS4__DXC23_05055
ERR1913140.66764__1.66764	166486__D4KYC3__ROSINTL182_05485
ERR1913140.66801__1.66801	1357825__GeneID:17494415
ERR1913140.66836__1.66836	165179__D1PCT4__DXB80_09470
ERR1913140.66896__1.66896	905__D2RKM4__SAMN05216495_1016
ERR1913140.66900__1.66900	165179__A0A3E5E3D6__DXC61_05750
ERR1913140.66955__1.66955	165179__A0A3E5A554__DXB80_13805
ERR1913140.67105__1.67105	820__A0A174VD39__DXD90_12235
ERR1913140.67238__1.67238	706562__GCA_900112995.1_02148
ERR1913140.67208__1.67208	1262959__R5Y6Y6__BN680_01594
ERR1913140.67467__1.67467	165179__D1PAJ7__PREVCOP_04222
ERR1913140.67619__1.67619	39485__C4Z685__EUBELI_20332
ERR1913140.67761__1.67761	907__G0VQS7__C6362_11465
ERR1913140.67766__1.67766	901__B6WX66__BHW59_05845
ERR1913140.67872__1.67872	907__A0A1M6S1W4__CJO36_02215
ERR1913140.67957__1.67957	165179__R6C330__DXC61_04975
ERR1913140.68035__1.68035	905__D2RLV1__SAMN05216495_11033
ERR1913140.68140__1.68140	626940__E8LF89__BHW43_10640
ERR1913140.68180__1.68180	360807__A0A174CZ42__RIL183_11251
ERR1913140.68569__1.68569	33043__D5HFD3__ybbD
ERR1913140.68689__1.68689	357276__A0A076IRZ5__BACDOR_00630
ERR1913140.68802__1.68802	562__P77294__fimG
ERR1913140.68826__1.68826	626940__R6WJH5__DCQ00_09290
ERR1913140.68935__1.68935	165179__A0A3E5E5H1__DXC61_07220
ERR1913140.68952__1.68952	626940__E8LDA6__BHW43_10055
ERR1913140.69178__1.69178	1263107__GCA_000436995.1_00090
ERR1913140.69333__1.69333	28116__A0A3D2LPA1__CUY_3388
ERR1913140.69398__1.69398	1262886__R6QCW6__BN563_01608
ERR1913140.69404__1.69404	371601__A0A174FW12__HMPREF1074_03447
ERR1913140.69520__1.69520	165179__A0A3E5A832__DXC61_13685
ERR1913140.69541__1.69541	1357825__GeneID:17494398
ERR1913140.69555__1.69555	1318__A0A3E4UF74__NCTC12854_01780
ERR1913140.69691__1.69691	166486__D4KUC4__arcB_1
ERR1913140.69727__1.69727	1318__I1ZPR4__CYK20_06360
ERR1913140.69883__1.69883	626940__E8LGW1__BHW43_07850
ERR1913140.70001__1.70001	1262936__R7J0W9__BN799_00634
ERR1913140.70029__1.70029	39491__A0A395UUN5__EUBREC_0291
ERR1913140.70030__1.70030	165179__A0A3E5EAM5__DXC61_07785
ERR1913140.70124__1.70124	310298__B3JH48__BACCOP_01204
ERR1913140.70192__1.70192	1262911__R6H2J2__BN557_01228
ERR1913140.70258__1.70258	1897011__A0A1Q6RCX0__BHW41_05880
ERR1913140.70323__1.70323	1357825__GeneID:17494407
ERR1913140.70477__1.70477	360807__A0A0M6WC24__ERS852444_00338
ERR1913140.70501__1.70501	1262959__R5YVJ9__BN680_01667
ERR1913140.70560__1.70560	165179__R6CNX7__DXB80_02200
ERR1913140.70729__1.70729	214856__I3YMC8__ERS852447_02666
ERR1913140.71082__1.71082	1547__B0N1X6__DXB93_06205
ERR1913140.71144__1.71144	901__B6WXG2__DESPIG_02788
ERR1913140.71232__1.71232	1262886__R6QAK4__BN563_00913
ERR1913140.71318__1.71318	61171__B9Y5T9__HOLDEFILI_01171
ERR1913140.71397__1.71397	671267__R9IB12__C802_00696
ERR1913140.71481__1.71481	907__G0VLE2__CJO36_05875
ERR1913140.71742__1.71742	39491__A0A395V297__EUR_01010
ERR1913140.71926__1.71926	28117__B0MTH2__ALIPUT_00061
ERR1913140.71999__1.71999	853__A0A2A7ATM9__DWZ89_13645
ERR1913140.72367__1.72367	357276__C3R9Y0__HMPREF1064_01889
ERR1913140.72413__1.72413	360807__A0A173WE18__prkC_2
ERR1913140.72467__1.72467	165179__A0A3E5A832__DXC61_13685
ERR1913140.72528__1.72528	165179__D1PES9__DXB80_11585
ERR1913140.72928__1.72928	165179__A0A3E5EDS1__DXC61_03115
ERR1913140.73195__1.73195	823__A0A395YSW8__CF162_05645
ERR1913140.73339__1.73339	33043__A0A173ZZ54__ERS852400_00193
ERR1913140.73625__1.73625	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913140.73637__1.73637	39491__A0A174IJH1__DXB76_01865
ERR1913140.73761__1.73761	357276__A0A076IRZ5__BACDOR_00630
ERR1913140.73766__1.73766	2293125__A0A374C0K0__DW917_10610
ERR1913140.73794__1.73794	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913140.73822__1.73822	74426__purC
ERR1913140.73990__1.73990	39491__A0A3E4YFT8__DXB69_10940
ERR1913140.74000__1.74000	820__A0A139KHX1__HMPREF2141_00289
ERR1913140.74022__1.74022	28117__B0MU76__ALIPUT_00202
ERR1913140.74067__1.74067	39492__D4JSS2__EUBSIR_00553
ERR1913140.74453__1.74453	165179__D1PGJ6__DXC61_07300
ERR1913140.74888__1.74888	1262936__R7J1D1__BN799_01770
ERR1913140.75141__1.75141	1262911__R6GT99__BN557_01335
ERR1913140.75405__1.75405	165179__A0A229I2W6__PREVCOP_04332
ERR1913140.75463__1.75463	1147152__GeneID:14181982
ERR1913140.75487__1.75487	33043__A8SPT5__yfiN_2
ERR1913140.75535__1.75535	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913140.75891__1.75891	1263044__GCA_000433375.1_00023
ERR1913140.76057__1.76057	39492__D4JS06__ERS852540_02297
ERR1913140.76109__1.76109	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913140.76179__1.76179	1262936__R7J2K7__BN799_00229
ERR1913140.76198__1.76198	823__C7XBX3__HMPREF1059_03212
ERR1913140.76270__1.76270	1263027__R6ZPV4__BN699_00818
ERR1913140.76289__1.76289	166486__D4KY84__ERS852572_02606
ERR1913140.76328__1.76328	384638__B7ASI3__BACPEC_02038
ERR1913140.76435__1.76435	1042156__F7V3A8__HipB
ERR1913140.76843__1.76843	1501332__G9WWX5__HMPREF9624_01349
ERR1913140.76852__1.76852	165179__W1I4H6__DXB80_13655
ERR1913140.76923__1.76923	39491__A0A396FEW6__T1815_18721
ERR1913140.76931__1.76931	165179__R6PU83__CFT61_14275
ERR1913140.77209__1.77209	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913140.77399__1.77399	1147152__GeneID:14181982
ERR1913140.77448__1.77448	853__A0A3E2U7E6__ERS852582_01640
ERR1913140.77560__1.77560	853__A0A2A7B1Y7__C7K05_11930
ERR1913140.77610__1.77610	165179__A0A3E5AHY4__CFT61_07675
ERR1913140.77744__1.77744	328814__GCA_004558275.1_00987
ERR1913140.77805__1.77805	165179__A0A3E5E3D6__DXC61_05750
ERR1913140.77991__1.77991	28116__A0A139KS89__HMPREF2532_04387
ERR1913140.78103__1.78103	562__P0A9K7__AUQ29_19530
ERR1913140.78133__1.78133	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913140.78161__1.78161	1262936__R7J048__BN799_01270
ERR1913140.78168__1.78168	39491__A0A395UWA3__DXB69_11805
ERR1913140.78317__1.78317	823__A0A355XIK0__CEQ22_011965
ERR1913140.78349__1.78349	418240__A0A174FQH1__yutF
ERR1913140.78557__1.78557	1262882__R5MFR3__BN519_00473
ERR1913140.78940__1.78940	165179__D1PE06__DXC61_05975
ERR1913140.79040__1.79040	1147152__GeneID:14182018
ERR1913140.79119__1.79119	820__A7V9F9__B5G17_14640
ERR1913140.79276__1.79276	39491__A0A0M6WLC7__ERS852497_00640
ERR1913140.79246__1.79246	1262889__R7HAE5__BN634_02047
ERR1913140.79515__1.79515	1263006__R6MLU5__BN515_01014
ERR1913140.79567__1.79567	363265__G6AY47__HMPREF0673_01556
ERR1913140.79533__1.79533	820__A0A3E4G3J9__ERS852459_02265
ERR1913140.79710__1.79710	40520__R7D5D8__DXD81_09550
ERR1913140.79746__1.79746	626940__R6XYY7__DCQ00_03935
ERR1913140.79933__1.79933	823__A0A173VPM3__DHW69_17170
ERR1913140.80099__1.80099	39491__A0A395UZ82__EUR_31520
ERR1913140.80619__1.80619	39492__D4JRM9__bglB_2
ERR1913140.80602__1.80602	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913140.80723__1.80723	562__A0A376L0A6__CQA14_19985
ERR1913140.80780__1.80780	821__A0A3E4XY72__NCTC10583_01067
ERR1913140.80920__1.80920	129861__GeneID:5955699
ERR1913140.81049__1.81049	901__B6WXX4__DESPIGER_1515
ERR1913140.81069__1.81069	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913140.81418__1.81418	853__A0A173YYY4__DWZ04_09420
ERR1913140.81771__1.81771	1262959__R5Y6G5__BN680_01429
ERR1913140.81903__1.81903	165179__R6CNX7__DXB80_02200
ERR1913140.82105__1.82105	33043__A0A174E9K7__sigF_1
ERR1913140.82424__1.82424	905__D2RL47__SAMN05216495_101189
ERR1913140.82606__1.82606	823__A0A078SYK6__DXB14_02485
ERR1913140.82617__1.82617	165179__W1I4H6__DXB80_13655
ERR1913140.82667__1.82667	820__R9HP61__DXC91_01090
ERR1913140.82718__1.82718	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913140.82805__1.82805	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913140.82871__1.82871	745368__A0A1T4XN25__SAMN02745178_02084
ERR1913140.83089__1.83089	820__A0A139KJ23__celCCA
ERR1913140.83174__1.83174	1263000__R5EGY6__BN466_00973
ERR1913140.83461__1.83461	165179__A0A3E5E4T9__DXB80_08030
ERR1913140.83518__1.83518	33043__D5HIL5__ERS852445_01761
ERR1913140.83610__1.83610	165179__D1P9T6__PREVCOP_04016
ERR1913140.83866__1.83866	165179__D1PCL6__DXB80_13435
ERR1913140.83939__1.83939	204516__U6RDD8__HMPREF1534_02559
ERR1913140.83889__1.83889	626940__R6WJH0__BN587_01516
ERR1913140.84004__1.84004	823__A6L930__DDY96_14995
ERR1913140.84090__1.84090	214856__A0A174ZB00__ERS852559_00631
ERR1913140.84119__1.84119	853__C7H1R8__DW905_06675
ERR1913140.84453__1.84453	39491__D6E118__DXB69_05765
ERR1913140.84553__1.84553	33043__D5HIL5__ERS852445_01761
ERR1913140.84764__1.84764	39491__A0A395ZEN3__DXD95_12655
ERR1913140.84971__1.84971	165179__A0A3E5A5E5__DXC61_13965
ERR1913140.85094__1.85094	357276__A0A0K2HDP3__IY41_00705
ERR1913140.85175__1.85175	165179__D1PGD2__DXC61_10875
ERR1913140.85205__1.85205	821__A0A174WBC9__ERS852556_03145
ERR1913140.85423__1.85423	39491__C4ZF05__vpr
ERR1913140.85793__1.85793	626940__E8LFE6__DCQ00_00370
ERR1913140.86068__1.86068	552398__F4XCR9__HMPREF0866_01636
ERR1913140.86109__1.86109	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913140.86211__1.86211	165179__A0A229I1J2__DXB80_03950
ERR1913140.86357__1.86357	39491__A0A396FVC0__ERE_15900
ERR1913140.86361__1.86361	905__D2RNJ4__SAMN02910455_00844
ERR1913140.86557__1.86557	821__A0A0P0LNX8__ERS852509_03015
ERR1913140.86640__1.86640	1262936__R7IZZ2__BN799_01307
ERR1913140.86646__1.86646	818__A0A3E5HDS4__BJP75_002620
ERR1913140.86694__1.86694	165179__A0A174NK27__PREVCOP_06433
ERR1913140.86806__1.86806	671267__R9IB12__C802_00696
ERR1913140.86976__1.86976	820__A0A174QT76__B5G17_18060
ERR1913140.87231__1.87231	905__D2RJ56__Acfer_0716
ERR1913140.87240__1.87240	165179__A0A3E5E4T9__DXB80_08030
ERR1913140.87269__1.87269	1262886__R6QN23__BN563_00445
ERR1913140.87476__1.87476	165179__D1PE06__DXC61_05975
ERR1913140.87693__1.87693	1262936__R7J049__BN799_01347
ERR1913140.87826__1.87826	1262992__R5CXM7__BN795_01016
ERR1913140.87851__1.87851	384638__B7ASI3__BACPEC_02038
ERR1913140.88121__1.88121	165179__R6C3K4__PREVCOP_05795
ERR1913140.88394__1.88394	564886__GeneID:6973115
ERR1913140.88369__1.88369	33043__A0A174EI47__inlJ
ERR1913140.88433__1.88433	1262936__R7J1I2__BN799_01776
ERR1913140.88570__1.88570	1262886__R6RFP6__BN563_01341
ERR1913140.88883__1.88883	853__A0A2A7B1Y7__C7K05_11930
ERR1913140.88898__1.88898	1261__D3MR67__SAMN05660467_01650
ERR1913140.89103__1.89103	820__A0A3E4RUC4__DHU98_02635
ERR1913140.89171__1.89171	165179__R6CNX7__DXB80_02200
ERR1913140.89305__1.89305	33043__A0A173WU55__ganB_2
ERR1913140.89658__1.89658	1262959__R5YE35__BN680_00548
ERR1913140.89749__1.89749	39491__R6UMS6__DXD13_07035
ERR1913140.89797__1.89797	1262911__R6GY78__BN557_00532
ERR1913140.89818__1.89818	1262911__R6GY78__BN557_00532
ERR1913140.89869__1.89869	1262929__R6ETI0__BN691_00865
ERR1913140.90109__1.90109	165179__W1I4H6__DXB80_13655
ERR1913140.90289__1.90289	562__P0A9K7__AUQ29_19530
ERR1913140.90303__1.90303	820__A0A173W419__DXC68_17760
ERR1913140.90393__1.90393	165179__A0A3E5A554__DXB80_13805
ERR1913140.90495__1.90495	166486__D4KWM9__ROSINTL182_06036
ERR1913140.90489__1.90489	1262961__R6E390__BN710_01338
ERR1913140.90610__1.90610	820__A0A139KJR5__M093_4469
ERR1913140.90844__1.90844	165179__A0A3E5E7J5__DXC61_10360
ERR1913140.90818__1.90818	2293125__A0A374C0H7__DW917_10480
ERR1913140.90804__1.90804	821__A0A173XDD3__DXB82_17180
ERR1913140.90871__1.90871	901__B6WQQ5__DHV46_03695
ERR1913140.90923__1.90923	28117__B0MXG8__ALIPUT_01814
ERR1913140.90955__1.90955	363265__G6B1B0__HMPREF0673_02681
ERR1913140.90997__1.90997	1263000__R5EXT3__BN466_02213
