ERR1913041.2__1.2	28116__F7LBW8__C5Z02_16055
ERR1913041.26913__1.26913	39491__A0A395ZBW8__DXC13_08840
ERR1913041.27005__1.27005	310298__B3JNG7__BACCOP_03480
ERR1913041.27024__1.27024	33038__A7AYC4__CDL21_13075
ERR1913041.27050__1.27050	1262924__R7HRF6__BN585_01735
ERR1913041.27064__1.27064	69974__A0A090FEL8__MPL3365_630008
ERR1913041.27124__1.27124	69974__A0A090FEL8__MPL3365_630008
ERR1913041.27182__1.27182	40519__U2KYL3__RUMCAL_00170
ERR1913041.27379__1.27379	1323__A0A3E3E518__trmH
ERR1913041.27415__1.27415	69974__A0A090FEL8__MPL3365_630008
ERR1913041.27529__1.27529	410072__C0B9A6__yvhJ
ERR1913041.27587__1.27587	39491__C4Z9Y3__ERS852417_01808
ERR1913041.27642__1.27642	204516__U6R8I1__HMPREF1534_03341
ERR1913041.27777__1.27777	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28195__1.28195	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.28215__1.28215	820__A0A3E4VZT7__DXB48_16145
ERR1913041.28261__1.28261	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28395__1.28395	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28429__1.28429	328814__GCA_004558275.1_00997
ERR1913041.28487__1.28487	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28586__1.28586	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28668__1.28668	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28704__1.28704	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28784__1.28784	28117__B0MTY2__BHV66_06485
ERR1913041.28887__1.28887	28117__B0MTV3__BHV66_06405
ERR1913041.28936__1.28936	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.28966__1.28966	165179__A0A174IPI3__CFT61_10940
ERR1913041.29007__1.29007	310298__B3JK99__BACCOP_02328
ERR1913041.29027__1.29027	626933__H1DGX0__HMPREF9449_01506
ERR1913041.29060__1.29060	69974__A0A090FEL8__MPL3365_630008
ERR1913041.29203__1.29203	1150298__A0A174R918__ERS852535_01749
ERR1913041.29236__1.29236	1262930__R6AUL9__BN693_02008
ERR1913041.29241__1.29241	39491__D4JMW8__ERS852497_01971
ERR1913041.29292__1.29292	853__A0A2A7B1Y7__C7K05_11930
ERR1913041.29308__1.29308	1308__G6EQV1__STN4L_01011
ERR1913041.29340__1.29340	853__A0A3E2U7E6__ERS852582_01640
ERR1913041.29480__1.29480	216816__B7GTR6__BLD_0992
ERR1913041.29486__1.29486	204516__U6R8Z4__HMPREF1534_03879
ERR1913041.29498__1.29498	39485__R5ZZA6__ERS852490_00168
ERR1913041.29556__1.29556	40518__R5DQW8__sipW_2
ERR1913041.29566__1.29566	214856__R6Y9P5__ERS852559_01811
ERR1913041.29590__1.29590	310298__B3JNG7__BACCOP_03480
ERR1913041.29596__1.29596	69974__A0A090FEL8__MPL3365_630008
ERR1913041.29600__1.29600	69974__A0A090FEL8__MPL3365_630008
ERR1913041.29615__1.29615	1160721__W0U7T4__BHW50_09645
ERR1913041.29708__1.29708	28116__I9AKR7__DXA80_22960
ERR1913041.29810__1.29810	69974__A0A090FEL8__MPL3365_630008
ERR1913041.29932__1.29932	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.29976__1.29976	165179__A0A3E5AER8__DXB80_07075
ERR1913041.30027__1.30027	853__E2ZJT1__C4N23_03535
ERR1913041.30100__1.30100	40518__R5DP21__RBATCC27255_00348
ERR1913041.30299__1.30299	39491__D6E118__DXB69_05765
ERR1913041.30351__1.30351	69974__A0A090FEL8__MPL3365_630008
ERR1913041.30423__1.30423	69974__A0A090FEL8__MPL3365_630008
ERR1913041.30511__1.30511	626933__H1DGX0__HMPREF9449_01506
ERR1913041.30563__1.30563	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913041.30600__1.30600	1160721__W0U3Z9__RBI_I00543
ERR1913041.30649__1.30649	487173__H1D2L5__HMPREF9453_01853
ERR1913041.30716__1.30716	649756__R7C0E8__ERS852387_01288
ERR1913041.30835__1.30835	301302__A0A173T6W4__ERS852420_01909
ERR1913041.30904__1.30904	487173__H1D020__HMPREF9453_00958
ERR1913041.30959__1.30959	39491__A0A396FEW6__T1815_18721
ERR1913041.31100__1.31100	39491__A0A395V5R3__EUBREC_1883
ERR1913041.31159__1.31159	1262924__R7HPL8__BN585_01826
ERR1913041.31172__1.31172	39491__A0A173QT73__alaS_2
ERR1913041.31184__1.31184	39485__A0A174ZG53__ERS852492_00924
ERR1913041.31262__1.31262	626933__H1DGX0__HMPREF9449_01506
ERR1913041.31279__1.31279	69974__A0A090FEL8__MPL3365_630008
ERR1913041.31306__1.31306	204516__U6RFU0__HMPREF1534_02545
ERR1913041.31389__1.31389	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.31435__1.31435	69974__A0A090FEL8__MPL3365_630008
ERR1913041.31449__1.31449	69974__A0A090FEL8__MPL3365_630008
ERR1913041.31518__1.31518	165179__A0A3E4SID1__DXB80_01945
ERR1913041.31816__1.31816	39491__A0A396FQV7__T1815_10751
ERR1913041.31912__1.31912	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913041.32153__1.32153	1262924__R7HQV3__BN585_00017
ERR1913041.32227__1.32227	310298__B3JF96__BACCOP_00544
ERR1913041.32257__1.32257	28117__B0MSQ3__ALIPUT_00347
ERR1913041.32427__1.32427	39491__A0A173RJ81__DXB76_01570
ERR1913041.32561__1.32561	39491__D4JMW8__ERS852497_01971
ERR1913041.32682__1.32682	165179__A0A3E4SB95__DXC61_13455
ERR1913041.32870__1.32870	165179__D1PCY7__DXB80_02765
ERR1913041.32884__1.32884	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.32974__1.32974	310298__B3JNG7__BACCOP_03480
ERR1913041.32957__1.32957	821__I9R3W6__DXC16_12455
ERR1913041.33037__1.33037	69974__A0A090FEL8__MPL3365_630008
ERR1913041.33019__1.33019	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.33074__1.33074	28117__B0N007__BHV66_10275
ERR1913041.33271__1.33271	69974__A0A090FEL8__MPL3365_630008
ERR1913041.33274__1.33274	165179__D1PHV2__PREVCOP_06822
ERR1913041.33289__1.33289	154288__A0A173ZTV4__ypwA
ERR1913041.33294__1.33294	69974__A0A090FEL8__MPL3365_630008
ERR1913041.33380__1.33380	1263109__GCA_000438135.1_01150
ERR1913041.33580__1.33580	853__A0A2A7B1Y7__C7K05_11930
ERR1913041.33631__1.33631	33039__D4M4L7__ripA
ERR1913041.33687__1.33687	69974__A0A090FEL8__MPL3365_630008
ERR1913041.33782__1.33782	1262924__R7HRT1__BN585_00630
ERR1913041.33820__1.33820	165179__A0A174UTZ7__DXC61_06705
ERR1913041.33826__1.33826	39492__D4JWR6__dnaN
ERR1913041.33846__1.33846	853__A0A173T751__C4N24_10280
ERR1913041.34018__1.34018	1262924__R7HR75__BN585_00689
ERR1913041.34036__1.34036	69974__A0A090FEL8__MPL3365_630008
ERR1913041.34062__1.34062	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913041.34087__1.34087	310298__B3JH76__BACCOP_01230
ERR1913041.34104__1.34104	69974__A0A090FEL8__MPL3365_630008
ERR1913041.34166__1.34166	39491__A0A395ZEI6__ERE_07950
ERR1913041.34316__1.34316	47678__R5UGC2__ERS852494_02070
ERR1913041.34593__1.34593	165179__A0A3E5AGH1__DXB80_05820
ERR1913041.34600__1.34600	28117__B0MWZ3__BHV66_03240
ERR1913041.34765__1.34765	69974__A0A090FEL8__MPL3365_630008
ERR1913041.34851__1.34851	39488__C0EVS1__ERS852450_02297
ERR1913041.35016__1.35016	853__A0A2A7B9I6__DW855_13690
ERR1913041.35151__1.35151	310298__B3JJG1__BACCOP_02031
ERR1913041.35209__1.35209	39485__A0A174ZG70__ERS852492_00929
ERR1913041.35350__1.35350	39485__A0A175A403__EUBELI_20577
ERR1913041.35353__1.35353	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913041.35450__1.35450	261299__B0A6Y1__SAMN02745147_1607
ERR1913041.35456__1.35456	69974__A0A090FEL8__MPL3365_630008
ERR1913041.35498__1.35498	1262924__R7HRJ9__BN585_00557
ERR1913041.35649__1.35649	69974__A0A090FEL8__MPL3365_630008
ERR1913041.35654__1.35654	216816__A0A396FVC5__BL71B_00290
ERR1913041.35683__1.35683	216816__B3DP82__DVB78_09640
ERR1913041.35852__1.35852	106588__A6NUL8__BACCAP_01900
ERR1913041.35854__1.35854	204516__U6RR96__HMPREF1534_00277
ERR1913041.35928__1.35928	69974__A0A090FEL8__MPL3365_630008
ERR1913041.35972__1.35972	39485__A0A174ZQT9__EUBELI_20278
ERR1913041.36036__1.36036	39491__A0A396FMF1__EUR_28700
ERR1913041.36090__1.36090	69974__A0A090FEL8__MPL3365_630008
ERR1913041.36104__1.36104	165179__A0A3E5AER8__DXB80_07075
ERR1913041.36131__1.36131	39485__A0A174ZNW9__luxQ_1
ERR1913041.36276__1.36276	69974__A0A090FEL8__MPL3365_630008
ERR1913041.36388__1.36388	28117__B0MWC6__BHV66_00965
ERR1913041.36563__1.36563	165179__A0A3E5A5E5__DXC61_13965
ERR1913041.36583__1.36583	165179__A0A3E5AAM8__DXB80_10240
ERR1913041.36616__1.36616	487174__K0WZN5__HMPREF9448_01108
ERR1913041.36624__1.36624	1160721__R6T4W2__RBI_I00237
ERR1913041.36735__1.36735	143393__X8K460__ADJ67_04745
ERR1913041.36816__1.36816	69974__A0A090FEL8__MPL3365_630008
ERR1913041.36887__1.36887	69974__A0A090FEL8__MPL3365_630008
ERR1913041.36923__1.36923	39491__C4Z8Y4__ERS852417_00909
ERR1913041.37044__1.37044	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.37242__1.37242	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.37289__1.37289	310297__A0A174A833__DXB87_09380
ERR1913041.37331__1.37331	69974__A0A090FEL8__MPL3365_630008
ERR1913041.37352__1.37352	69974__A0A090FEL8__MPL3365_630008
ERR1913041.37392__1.37392	310298__B3JFH4__BACCOP_00624
ERR1913041.37441__1.37441	39491__A0A395UZ82__EUR_31520
ERR1913041.37533__1.37533	165179__A0A3E5AFJ9__CFT61_15180
ERR1913041.37674__1.37674	626933__H1DGX0__HMPREF9449_01506
ERR1913041.37676__1.37676	39491__A0A395V0H6__ERS852580_02570
ERR1913041.37859__1.37859	165179__A0A3E5DN34__DXC61_07865
ERR1913041.37863__1.37863	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913041.37915__1.37915	39491__C4ZCH3__EUR_17560
ERR1913041.37970__1.37970	69974__A0A090FEL8__MPL3365_630008
ERR1913041.38054__1.38054	384638__B7ASI3__BACPEC_02038
ERR1913041.38114__1.38114	626933__H1DGX0__HMPREF9449_01506
ERR1913041.38140__1.38140	69974__A0A090FEL8__MPL3365_630008
ERR1913041.38180__1.38180	39485__C4Z355__ERS852490_01971
ERR1913041.38205__1.38205	39485__C4Z058__ERS852492_00130
ERR1913041.38244__1.38244	310298__B3JMG0__BACCOP_03099
ERR1913041.38259__1.38259	216816__A0A396FRQ5__DD678_01245
ERR1913041.38383__1.38383	28116__A0A1G8P076__AA414_01051
ERR1913041.38364__1.38364	165179__D1PCY7__DXB80_02765
ERR1913041.38406__1.38406	39491__A0A395UZ82__EUR_31520
ERR1913041.38441__1.38441	69974__A0A090FEL8__MPL3365_630008
ERR1913041.38504__1.38504	1501392__A0A0B2JKG8__PU94_04780
ERR1913041.38793__1.38793	39488__A0A174HCB2__ERS852450_02287
ERR1913041.38890__1.38890	40518__R5DLM5__RB5AMG_00422
ERR1913041.38920__1.38920	1262911__R6H212__BN557_01031
ERR1913041.38921__1.38921	418240__C6JAJ8__ERS852478_03436
ERR1913041.38971__1.38971	818__A0A0P0FT56__BSIG_1453
ERR1913041.38981__1.38981	487174__K0WWY0__DIT83_10195
ERR1913041.38995__1.38995	40520__A0A3E5ENE1__DXB81_01340
ERR1913041.38999__1.38999	853__A0A329UEG4__CHR60_00585
ERR1913041.39039__1.39039	39485__C4Z0G6__spoIVB
ERR1913041.39050__1.39050	165179__A0A3E4SB95__DXC61_13455
ERR1913041.39065__1.39065	820__A0A139K5A6__DXB48_12175
ERR1913041.39082__1.39082	1262739__R6MJ86__BN659_00644
ERR1913041.39117__1.39117	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913041.39108__1.39108	165179__A0A229I4J4__proA
ERR1913041.39164__1.39164	301301__A0A395V714__evgS
ERR1913041.39177__1.39177	28117__B0MUL5__ALIPUT_00722
ERR1913041.39207__1.39207	853__A0A2A7B1Y7__C7K05_11930
ERR1913041.39265__1.39265	165179__R6C330__DXC61_04975
ERR1913041.39392__1.39392	39491__A0A396FNY7__LD38_16155
ERR1913041.39406__1.39406	165179__D1PGU8__PREVCOP_06463
ERR1913041.39446__1.39446	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913041.39434__1.39434	69974__A0A090FEL8__MPL3365_630008
ERR1913041.39471__1.39471	40518__R5DRG6__ylbJ
ERR1913041.39516__1.39516	69974__A0A090FEL8__MPL3365_630008
ERR1913041.39547__1.39547	28117__B0MU57__ALIPUT_00175
ERR1913041.39558__1.39558	69974__A0A090FEL8__MPL3365_630008
ERR1913041.39575__1.39575	69974__A0A090FEL8__MPL3365_630008
ERR1913041.39625__1.39625	39485__C4Z0G6__spoIVB
ERR1913041.39662__1.39662	821__A0A174WBC9__ERS852556_03145
ERR1913041.39704__1.39704	310298__B3JFS5__BACCOP_00726
ERR1913041.39734__1.39734	69974__A0A090FEL8__MPL3365_630008
ERR1913041.39831__1.39831	69974__A0A090FEL8__MPL3365_630008
ERR1913041.39984__1.39984	1262913__R7JF62__BN646_02078
ERR1913041.40066__1.40066	69974__A0A090FEL8__MPL3365_630008
ERR1913041.40144__1.40144	39488__C0EWC5__EHLA_2843
ERR1913041.40235__1.40235	410072__A0A173SR68__ERS852525_01153
ERR1913041.40360__1.40360	40518__R5DYU1__DXD86_01160
ERR1913041.40394__1.40394	165179__D1PCL6__DXB80_13435
ERR1913041.40533__1.40533	410072__A0A174E1G6__phoR_6
ERR1913041.40568__1.40568	165179__A0A3E5EB26__CFT61_02800
ERR1913041.40593__1.40593	69974__A0A090FEL8__MPL3365_630008
ERR1913041.40611__1.40611	1262911__R6GY78__BN557_00532
ERR1913041.40756__1.40756	820__A0A174A6K0__M093_0079
ERR1913041.40815__1.40815	39491__A0A173SH34__EUR_24920
ERR1913041.40968__1.40968	626933__H1DGX0__HMPREF9449_01506
ERR1913041.41013__1.41013	165179__D1PAV8__DXB80_13055
ERR1913041.41028__1.41028	371601__I9US45__BXY_27540
ERR1913041.41039__1.41039	69974__A0A090FEL8__MPL3365_630008
ERR1913041.41110__1.41110	1262924__R7HRJ9__BN585_00557
ERR1913041.41187__1.41187	310298__B3JFH4__BACCOP_00624
ERR1913041.41235__1.41235	204516__U6R9L2__HMPREF1534_03110
ERR1913041.41246__1.41246	204516__U6R7Y8__HMPREF1534_03942
ERR1913041.41294__1.41294	69974__A0A090FEL8__MPL3365_630008
ERR1913041.41381__1.41381	69974__A0A090FEL8__MPL3365_630008
ERR1913041.41344__1.41344	1262743__R5C3A8__BN727_00457
ERR1913041.41350__1.41350	418240__A0A173XT66__ERS852478_00742
ERR1913041.41354__1.41354	69974__A0A090FEL8__MPL3365_630008
ERR1913041.41487__1.41487	1262911__R6GPB5__BN557_00842
ERR1913041.41468__1.41468	28116__A0A1G8P076__AA414_01051
ERR1913041.41506__1.41506	1262924__R7HLJ9__BN585_01064
ERR1913041.41586__1.41586	487173__H1D2L5__HMPREF9453_01853
ERR1913041.41604__1.41604	39491__A0A395V5L2__ERE_28270
ERR1913041.41636__1.41636	371601__I9UPT6__B5E50_12390
ERR1913041.41645__1.41645	39491__C4Z9K7__EUBREC_0050
ERR1913041.41774__1.41774	165179__D1PGU8__PREVCOP_06463
ERR1913041.41870__1.41870	1262924__R7HSF6__BN585_00844
ERR1913041.41876__1.41876	1262913__R7J7E0__BN646_00943
ERR1913041.41885__1.41885	216816__C2GSX7__DD678_03555
ERR1913041.42030__1.42030	310298__B3JJG1__BACCOP_02031
ERR1913041.42055__1.42055	69974__A0A090FEL8__MPL3365_630008
ERR1913041.42143__1.42143	165179__D1PHC0__PREVCOP_06640
ERR1913041.42117__1.42117	384639__GCA_003096855.1_00996
ERR1913041.42129__1.42129	165179__A0A174IPI3__CFT61_10940
ERR1913041.42131__1.42131	39485__A0A174YQX9__ERS852490_00864
ERR1913041.42246__1.42246	1262924__R7HLK0__BN585_01496
ERR1913041.42375__1.42375	410072__A0A174KCA8__DXD67_01455
ERR1913041.42443__1.42443	310298__B3JGJ2__BACCOP_00994
ERR1913041.42509__1.42509	1262924__R7HQD9__BN585_00129
ERR1913041.42542__1.42542	310298__B3JGJ2__BACCOP_00994
ERR1913041.42627__1.42627	820__A0A174DZ97__SAMN05444418_101240
ERR1913041.42746__1.42746	165179__A0A229I1J2__DXB80_03950
ERR1913041.42780__1.42780	165179__D1PER3__DXB80_11525
ERR1913041.42867__1.42867	165179__D1PGU8__PREVCOP_06463
ERR1913041.42909__1.42909	626933__H1DGX0__HMPREF9449_01506
ERR1913041.43036__1.43036	821__A0A395VIK7__BVU_1225
ERR1913041.43066__1.43066	39491__A0A395UYL9__ERS852417_00624
ERR1913041.43100__1.43100	626933__H1DGX0__HMPREF9449_01506
ERR1913041.43136__1.43136	1262913__R7J951__BN646_01164
ERR1913041.43137__1.43137	28117__R7JR95__ALIPUT_01367
ERR1913041.43167__1.43167	69974__A0A090FEL8__MPL3365_630008
ERR1913041.43191__1.43191	165179__D1PEQ5__PREVCOP_05711
ERR1913041.43243__1.43243	626930__F3PVE3__HMPREF9446_02721
ERR1913041.43351__1.43351	69974__A0A090FEL8__MPL3365_630008
ERR1913041.43379__1.43379	1263107__GCA_000436995.1_00242
ERR1913041.43437__1.43437	69974__A0A090FEL8__MPL3365_630008
ERR1913041.43452__1.43452	165179__A0A174IPI3__CFT61_10940
ERR1913041.43500__1.43500	40518__R5DTP7__DXD83_02415
ERR1913041.43541__1.43541	204516__U6RJY4__HMPREF1534_01494
ERR1913041.43769__1.43769	39485__A0A174ZUV1__tig_3
ERR1913041.43982__1.43982	1680__R5GSL8__DXD60_03315
ERR1913041.44111__1.44111	28117__B0MWP2__ALIPUT_01468
ERR1913041.44112__1.44112	28117__B0MWP2__ALIPUT_01468
ERR1913041.44273__1.44273	310298__B3JEE8__BACCOP_00239
ERR1913041.44320__1.44320	69974__A0A090FEL8__MPL3365_630008
ERR1913041.44381__1.44381	626933__H1DGX0__HMPREF9449_01506
ERR1913041.44361__1.44361	39485__C4Z355__ERS852490_01971
ERR1913041.44509__1.44509	301301__A0A395V573__RHOM_13925
ERR1913041.44518__1.44518	310298__B3JED9__BACCOP_00230
ERR1913041.44545__1.44545	69974__A0A090FEL8__MPL3365_630008
ERR1913041.44803__1.44803	69974__A0A090FEL8__MPL3365_630008
ERR1913041.44829__1.44829	47678__I9ECI0__HMPREF1061_03742
ERR1913041.45056__1.45056	1680__A0A1V8QAM8__BIFADO_02272
ERR1913041.45356__1.45356	28116__A0A078QGJ1__AA414_00533
ERR1913041.45358__1.45358	28116__E5CEE4__SAMN05444282_12363
ERR1913041.45363__1.45363	310298__B3JPR1__BACCOP_03861
ERR1913041.45382__1.45382	820__A0A3E4G826__C801_01612
ERR1913041.45525__1.45525	310298__B3JH76__BACCOP_01230
ERR1913041.45548__1.45548	310298__B3JH76__BACCOP_01230
ERR1913041.45632__1.45632	69974__A0A090FEL8__MPL3365_630008
ERR1913041.45722__1.45722	1262929__R6EYU3__BN691_00676
ERR1913041.45954__1.45954	39492__D4JW25__EUBSIR_02203
ERR1913041.45979__1.45979	28118__F9ZCN1__B5F99_10605
ERR1913041.46084__1.46084	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.46095__1.46095	69974__A0A090FEL8__MPL3365_630008
ERR1913041.46158__1.46158	204516__U6RSX5__HMPREF1534_00314
ERR1913041.46285__1.46285	1262913__R7JLP9__BN646_02495
ERR1913041.46350__1.46350	39491__C4Z8S1__DXB76_06750
ERR1913041.46656__1.46656	69974__A0A090FEL8__MPL3365_630008
ERR1913041.46664__1.46664	39485__C4Z069__EUBELI_00981
ERR1913041.46710__1.46710	69974__A0A090FEL8__MPL3365_630008
ERR1913041.46833__1.46833	39485__A0A174Z9M2__yhbU_1
ERR1913041.46870__1.46870	853__A0A173T6P2__DWZ46_14595
ERR1913041.46884__1.46884	165179__D1PGU8__PREVCOP_06463
ERR1913041.46939__1.46939	1160721__R6UAE5__BHW50_03280
ERR1913041.47099__1.47099	69974__A0A090FEL8__MPL3365_630008
ERR1913041.47122__1.47122	1262924__R7HRR0__BN585_00872
ERR1913041.47195__1.47195	853__A0A173T0Y8__CGS54_07215
ERR1913041.47240__1.47240	1262924__R7HPU8__BN585_00010
ERR1913041.47339__1.47339	204516__U6R9L2__HMPREF1534_03110
ERR1913041.47377__1.47377	28116__F7L8H9__BACOVA_00587
ERR1913041.47550__1.47550	310298__B3JGJ2__BACCOP_00994
ERR1913041.47526__1.47526	820__R9HXK9__DXB62_08265
ERR1913041.47532__1.47532	69974__A0A090FEL8__MPL3365_630008
ERR1913041.47617__1.47617	69974__A0A090FEL8__MPL3365_630008
ERR1913041.47663__1.47663	47678__R5U6B9__BACCAC_01372
ERR1913041.47861__1.47861	410072__A0A173YQW3__dtpT_1
ERR1913041.47967__1.47967	165179__A0A3E5DR10__DXC61_03505
ERR1913041.47975__1.47975	1628085__A0A2U1BCH3__C7386_10746
ERR1913041.47953__1.47953	47678__A5ZEP5__CGC64_03450
ERR1913041.48000__1.48000	1323__A0A3E3DVN1__DXC78_11490
ERR1913041.48073__1.48073	40518__R5E6X5__sbcD
ERR1913041.48143__1.48143	487173__H1D020__HMPREF9453_00958
ERR1913041.48351__1.48351	626933__H1DGX0__HMPREF9449_01506
ERR1913041.48471__1.48471	1262913__R7J4R5__BN646_00631
ERR1913041.48528__1.48528	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.48564__1.48564	310298__B3JFK5__BACCOP_00655
ERR1913041.48569__1.48569	69974__A0A090FEL8__MPL3365_630008
ERR1913041.48656__1.48656	820__A0A374Q854__HMPREF1073_03281
ERR1913041.48738__1.48738	310298__B3JK99__BACCOP_02328
ERR1913041.48728__1.48728	28118__R6FC74__DHW44_13330
ERR1913041.48768__1.48768	69974__A0A090FEL8__MPL3365_630008
ERR1913041.48837__1.48837	371601__A0A139LNL6__ERS852396_04350
ERR1913041.48918__1.48918	69974__A0A090FEL8__MPL3365_630008
ERR1913041.48921__1.48921	487175__F3QGM6__HMPREF9439_00065
ERR1913041.48896__1.48896	39485__C4Z6J7__ERS852492_02047
ERR1913041.48902__1.48902	165179__A0A3E5EA43__DXC61_07775
ERR1913041.49015__1.49015	310298__B3JMZ2__BACCOP_03297
ERR1913041.49069__1.49069	853__A0A173T8T3__DW882_06555
ERR1913041.49094__1.49094	204516__U6R9E7__HMPREF1534_03313
ERR1913041.49226__1.49226	28116__C3R1N5__SAMN05444282_12443
ERR1913041.49313__1.49313	69974__A0A090FEL8__MPL3365_630008
ERR1913041.49506__1.49506	204516__U6RFU0__HMPREF1534_02545
ERR1913041.49565__1.49565	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.49632__1.49632	165179__A0A3E5DY64__CFT61_10025
ERR1913041.49686__1.49686	1262924__R7HUR1__BN585_00057
ERR1913041.49780__1.49780	487173__H1D020__HMPREF9453_00958
ERR1913041.49853__1.49853	69974__A0A090FEL8__MPL3365_630008
ERR1913041.49883__1.49883	1262924__R7HRF6__BN585_01735
ERR1913041.49896__1.49896	853__A8S882__C4N23_07600
ERR1913041.49955__1.49955	39485__R5ZT06__EUBELI_20526
ERR1913041.50109__1.50109	204516__U6RFU0__HMPREF1534_02545
ERR1913041.50189__1.50189	626933__H1DGX0__HMPREF9449_01506
ERR1913041.50212__1.50212	69974__A0A090FEL8__MPL3365_630008
ERR1913041.50287__1.50287	69974__A0A090FEL8__MPL3365_630008
ERR1913041.50372__1.50372	261299__B0AB81__CLOBAR_01631
ERR1913041.50411__1.50411	820__A0A078S4C2__ERS417307_00828
ERR1913041.50541__1.50541	39491__A0A395V0X2__EUBREC_3007
ERR1913041.50678__1.50678	28118__F9Z7M5__B5F99_15930
ERR1913041.50757__1.50757	204516__U6RPN2__HMPREF1534_00368
ERR1913041.50792__1.50792	818__A0A139KMR0__Btheta7330_03958
ERR1913041.50826__1.50826	39485__R5ZT20__ERS852490_00975
ERR1913041.50858__1.50858	818__R6VB25__BSIG_5053
ERR1913041.50900__1.50900	1262924__R7HML0__BN585_01508
ERR1913041.50936__1.50936	1262913__R7JPP6__BN646_00416
ERR1913041.51107__1.51107	39485__C4Z0F4__ERS852490_00945
ERR1913041.51177__1.51177	165179__A0A3E5EB26__CFT61_02800
ERR1913041.51191__1.51191	69974__A0A090FEL8__MPL3365_630008
ERR1913041.51197__1.51197	47678__R5U9X5__BACCAC_01339
ERR1913041.51208__1.51208	39485__C4Z0I4__ERS852492_00258
ERR1913041.51444__1.51444	204516__U6R8Z4__HMPREF1534_03879
ERR1913041.51463__1.51463	39491__A0A174EQV2__DXB69_10230
ERR1913041.51510__1.51510	39491__A0A395UZ82__EUR_31520
ERR1913041.51544__1.51544	28117__B0MU76__ALIPUT_00202
ERR1913041.51605__1.51605	1262924__R7HPZ6__BN585_00681
ERR1913041.51627__1.51627	165179__A0A3E5AGH1__DXB80_05820
ERR1913041.51686__1.51686	28117__B0MY82__BHV66_04755
ERR1913041.51829__1.51829	204516__U6R9L2__HMPREF1534_03110
ERR1913041.51836__1.51836	28117__B0N007__BHV66_10275
ERR1913041.51840__1.51840	310298__B3JNG7__BACCOP_03480
ERR1913041.51972__1.51972	28117__B0MXL6__ALIPUT_01851
ERR1913041.51982__1.51982	39492__D4JUD7__EUBSIR_01877
ERR1913041.52032__1.52032	204516__U6RFY9__HMPREF1534_02069
ERR1913041.52156__1.52156	39485__C4Z0I4__ERS852492_00258
ERR1913041.52281__1.52281	853__A0A174AML0__FPR_08640
ERR1913041.52530__1.52530	821__A0A174TD86__C800_00949
ERR1913041.52579__1.52579	853__D4JY61__C4N21_10560
ERR1913041.52586__1.52586	301301__A0A174ENJ9__RHOM_05945
ERR1913041.52632__1.52632	310298__B3JNG7__BACCOP_03480
ERR1913041.52673__1.52673	310298__B3JGJ2__BACCOP_00994
ERR1913041.52682__1.52682	40518__R5DQJ0__DXD93_03790
ERR1913041.52768__1.52768	487174__K0WY34__DDY40_07435
ERR1913041.52882__1.52882	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913041.53030__1.53030	69974__A0A090FEL8__MPL3365_630008
ERR1913041.53056__1.53056	310298__B3JK99__BACCOP_02328
ERR1913041.53137__1.53137	1628085__A0A1C5ZCR8__C7386_10447
ERR1913041.53213__1.53213	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.53244__1.53244	69974__A0A090FEL8__MPL3365_630008
ERR1913041.53364__1.53364	106588__A6NXS6__BACCAP_03021
ERR1913041.53374__1.53374	1262924__R7HMN2__BN585_01573
ERR1913041.53525__1.53525	165179__A0A3E5EA43__DXC61_07775
ERR1913041.53553__1.53553	1262911__R6GPM2__BN557_00937
ERR1913041.53559__1.53559	165179__A0A229I4J4__proA
ERR1913041.53639__1.53639	310298__B3JLC6__BACCOP_02712
ERR1913041.53783__1.53783	39491__A0A396FIU1__DXC13_07905
