ERR1913041.2__1.2	28116__F7LBW8__C5Z02_16055
ERR1913041.25738__1.25738	69974__A0A090FEL8__MPL3365_630008
ERR1913041.25797__1.25797	116085__D4J5G5__DW747_05425
ERR1913041.25801__1.25801	39488__A0A285PS10__ERS852578_00426
ERR1913041.25847__1.25847	33038__A0A2N5Q1T9__ERS852409_01319
ERR1913041.25823__1.25823	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.25892__1.25892	69974__A0A090FEL8__MPL3365_630008
ERR1913041.25922__1.25922	69974__A0A090FEL8__MPL3365_630008
ERR1913041.26002__1.26002	69974__A0A090FEL8__MPL3365_630008
ERR1913041.26107__1.26107	39485__R5ZSH7__EUBELI_00953
ERR1913041.26221__1.26221	39485__C4Z0I4__ERS852492_00258
ERR1913041.26172__1.26172	216816__A0A0A6VPB9__B624_1780
ERR1913041.26390__1.26390	47678__R5U9M8__CGC64_07665
ERR1913041.26416__1.26416	301302__R5UKP4__cbiT
ERR1913041.26568__1.26568	310298__B3JFK5__BACCOP_00655
ERR1913041.26585__1.26585	39485__A0A174Z1T6__sfp
ERR1913041.26607__1.26607	626933__H1DGX0__HMPREF9449_01506
ERR1913041.26614__1.26614	40518__R5E4X5__RB5AMG_01438
ERR1913041.26660__1.26660	204516__U6R9E6__HMPREF1534_03149
ERR1913041.26714__1.26714	69974__A0A090FEL8__MPL3365_630008
ERR1913041.26694__1.26694	310298__B3JFK6__BACCOP_00656
ERR1913041.26675__1.26675	1262913__R7JJ84__BN646_02214
ERR1913041.26913__1.26913	39491__A0A395ZBW8__DXC13_08840
ERR1913041.27005__1.27005	310298__B3JNG7__BACCOP_03480
ERR1913041.27064__1.27064	69974__A0A090FEL8__MPL3365_630008
ERR1913041.27124__1.27124	69974__A0A090FEL8__MPL3365_630008
ERR1913041.27182__1.27182	40519__U2KYL3__RUMCAL_00170
ERR1913041.27256__1.27256	1262913__R7JG42__BN646_02197
ERR1913041.27379__1.27379	1323__A0A3E3E518__trmH
ERR1913041.27417__1.27417	1262929__R6EYU3__BN691_00676
ERR1913041.27529__1.27529	410072__C0B9A6__yvhJ
ERR1913041.27548__1.27548	626933__H1DGX0__HMPREF9449_01506
ERR1913041.27607__1.27607	165179__D1PCL6__DXB80_13435
ERR1913041.27642__1.27642	204516__U6R8I1__HMPREF1534_03341
ERR1913041.27716__1.27716	1262992__R5DA07__BN795_01576
ERR1913041.27720__1.27720	204516__U6R921__HMPREF1534_03932
ERR1913041.27749__1.27749	39485__A0A174YWE7__EUBELI_00979
ERR1913041.27767__1.27767	310298__B3JGL4__BACCOP_01016
ERR1913041.27802__1.27802	39491__A0A395V1R3__T1815_08181
ERR1913041.27867__1.27867	84024__A0A1C6BZK4__ERS852384_02116
ERR1913041.28215__1.28215	820__A0A3E4VZT7__DXB48_16145
ERR1913041.28261__1.28261	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28264__1.28264	1262913__R7J6B7__BN646_00856
ERR1913041.28354__1.28354	39491__D4JMW8__ERS852497_01971
ERR1913041.28370__1.28370	820__A0A139K4W1__M093_0353
ERR1913041.28395__1.28395	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28429__1.28429	328814__GCA_004558275.1_00997
ERR1913041.28487__1.28487	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28586__1.28586	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28668__1.28668	69974__A0A090FEL8__MPL3365_630008
ERR1913041.28685__1.28685	1262924__R7HPX8__BN585_00310
ERR1913041.28763__1.28763	69974__A0A090FEL8__MPL3365_630008
ERR1913041.29007__1.29007	310298__B3JK99__BACCOP_02328
ERR1913041.29060__1.29060	69974__A0A090FEL8__MPL3365_630008
ERR1913041.29203__1.29203	1150298__A0A174R918__ERS852535_01749
ERR1913041.29224__1.29224	69974__A0A090FEL8__MPL3365_630008
ERR1913041.29236__1.29236	1262930__R6AUL9__BN693_02008
ERR1913041.29241__1.29241	39491__D4JMW8__ERS852497_01971
ERR1913041.29278__1.29278	310298__B3JK49__BACCOP_02273
ERR1913041.29292__1.29292	853__A0A2A7B1Y7__C7K05_11930
ERR1913041.29340__1.29340	853__A0A3E2U7E6__ERS852582_01640
ERR1913041.29480__1.29480	216816__B7GTR6__BLD_0992
ERR1913041.29486__1.29486	204516__U6R8Z4__HMPREF1534_03879
ERR1913041.29498__1.29498	39485__R5ZZA6__ERS852490_00168
ERR1913041.29517__1.29517	69974__A0A090FEL8__MPL3365_630008
ERR1913041.29590__1.29590	310298__B3JNG7__BACCOP_03480
ERR1913041.29596__1.29596	69974__A0A090FEL8__MPL3365_630008
ERR1913041.29600__1.29600	69974__A0A090FEL8__MPL3365_630008
ERR1913041.29615__1.29615	1160721__W0U7T4__BHW50_09645
ERR1913041.29649__1.29649	39485__C4Z0T2__ykvU
ERR1913041.29686__1.29686	165179__A0A3E4SID1__DXB80_01945
ERR1913041.29708__1.29708	28116__I9AKR7__DXA80_22960
ERR1913041.29810__1.29810	69974__A0A090FEL8__MPL3365_630008
ERR1913041.29908__1.29908	821__A0A174WBC9__ERS852556_03145
ERR1913041.29921__1.29921	165179__A0A3E5ED28__PREVCOP_06655
ERR1913041.30000__1.30000	1262913__R7J951__BN646_01164
ERR1913041.30100__1.30100	40518__R5DP21__RBATCC27255_00348
ERR1913041.30111__1.30111	28117__B0MSQ3__ALIPUT_00347
ERR1913041.30185__1.30185	487173__H1D1P4__HMPREF9453_01532
ERR1913041.30271__1.30271	626933__H1DGX0__HMPREF9449_01506
ERR1913041.30299__1.30299	39491__D6E118__DXB69_05765
ERR1913041.30327__1.30327	165179__D1PCT4__DXB80_09470
ERR1913041.30351__1.30351	69974__A0A090FEL8__MPL3365_630008
ERR1913041.30391__1.30391	165179__A0A229I4J4__proA
ERR1913041.30423__1.30423	69974__A0A090FEL8__MPL3365_630008
ERR1913041.30403__1.30403	310298__B3JLC6__BACCOP_02712
ERR1913041.30443__1.30443	1680__R5GZJ8__BSTER_1195
ERR1913041.30600__1.30600	1160721__W0U3Z9__RBI_I00543
ERR1913041.30716__1.30716	649756__R7C0E8__ERS852387_01288
ERR1913041.30902__1.30902	69974__A0A090FEL8__MPL3365_630008
ERR1913041.30904__1.30904	487173__H1D020__HMPREF9453_00958
ERR1913041.30959__1.30959	39491__A0A396FEW6__T1815_18721
ERR1913041.31159__1.31159	1262924__R7HPL8__BN585_01826
ERR1913041.31172__1.31172	39491__A0A173QT73__alaS_2
ERR1913041.31184__1.31184	39485__A0A174ZG53__ERS852492_00924
ERR1913041.31306__1.31306	204516__U6RFU0__HMPREF1534_02545
ERR1913041.31389__1.31389	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.31435__1.31435	69974__A0A090FEL8__MPL3365_630008
ERR1913041.31449__1.31449	69974__A0A090FEL8__MPL3365_630008
ERR1913041.31518__1.31518	165179__A0A3E4SID1__DXB80_01945
ERR1913041.31588__1.31588	487173__H1CYN8__HMPREF9453_00476
ERR1913041.31628__1.31628	69974__A0A090FEL8__MPL3365_630008
ERR1913041.31711__1.31711	204516__U6RSX5__HMPREF1534_00314
ERR1913041.31779__1.31779	33039__R6PAH6__ERS852577_01830
ERR1913041.31816__1.31816	39491__A0A396FQV7__T1815_10751
ERR1913041.31884__1.31884	165179__D1PCL6__DXB80_13435
ERR1913041.31930__1.31930	310298__B3JPY4__BACCOP_04016
ERR1913041.32227__1.32227	310298__B3JF96__BACCOP_00544
ERR1913041.32402__1.32402	310298__B3JMZ2__BACCOP_03297
ERR1913041.32427__1.32427	39491__A0A173RJ81__DXB76_01570
ERR1913041.32561__1.32561	39491__D4JMW8__ERS852497_01971
ERR1913041.32682__1.32682	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.32687__1.32687	39485__A0A175A403__EUBELI_20577
ERR1913041.32957__1.32957	821__I9R3W6__DXC16_12455
ERR1913041.33019__1.33019	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.33037__1.33037	69974__A0A090FEL8__MPL3365_630008
ERR1913041.33074__1.33074	28117__B0N007__BHV66_10275
ERR1913041.33091__1.33091	165179__D1PCL6__DXB80_13435
ERR1913041.33195__1.33195	626933__H1DGX0__HMPREF9449_01506
ERR1913041.33271__1.33271	69974__A0A090FEL8__MPL3365_630008
ERR1913041.33289__1.33289	154288__A0A173ZTV4__ypwA
ERR1913041.33294__1.33294	69974__A0A090FEL8__MPL3365_630008
ERR1913041.33380__1.33380	1263109__GCA_000438135.1_01150
ERR1913041.33535__1.33535	29361__B6FKH5__CLONEX_00621
ERR1913041.33580__1.33580	853__A0A2A7B1Y7__C7K05_11930
ERR1913041.33631__1.33631	33039__D4M4L7__ripA
ERR1913041.33687__1.33687	69974__A0A090FEL8__MPL3365_630008
ERR1913041.33733__1.33733	165179__A0A229I4J4__proA
ERR1913041.33820__1.33820	165179__A0A174UTZ7__DXC61_06705
ERR1913041.33826__1.33826	39492__D4JWR6__dnaN
ERR1913041.33988__1.33988	626933__H1DGX0__HMPREF9449_01506
ERR1913041.34018__1.34018	1262924__R7HR75__BN585_00689
ERR1913041.34036__1.34036	69974__A0A090FEL8__MPL3365_630008
ERR1913041.34062__1.34062	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913041.34087__1.34087	310298__B3JH76__BACCOP_01230
ERR1913041.34104__1.34104	69974__A0A090FEL8__MPL3365_630008
ERR1913041.34166__1.34166	39491__A0A395ZEI6__ERE_07950
ERR1913041.34281__1.34281	204516__U6RFU0__HMPREF1534_02545
ERR1913041.34611__1.34611	165179__A0A3E4SB95__DXC61_13455
ERR1913041.34851__1.34851	39488__C0EVS1__ERS852450_02297
ERR1913041.35151__1.35151	310298__B3JJG1__BACCOP_02031
ERR1913041.35209__1.35209	39485__A0A174ZG70__ERS852492_00929
ERR1913041.35287__1.35287	626933__H1DGX0__HMPREF9449_01506
ERR1913041.35332__1.35332	165179__A0A3E5E4T9__DXB80_08030
ERR1913041.35353__1.35353	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913041.35450__1.35450	261299__B0A6Y1__SAMN02745147_1607
ERR1913041.35456__1.35456	69974__A0A090FEL8__MPL3365_630008
ERR1913041.35498__1.35498	1262924__R7HRJ9__BN585_00557
ERR1913041.35525__1.35525	2293125__A0A374CIC9__DW917_02045
ERR1913041.35649__1.35649	69974__A0A090FEL8__MPL3365_630008
ERR1913041.35654__1.35654	216816__A0A396FVC5__BL71B_00290
ERR1913041.35683__1.35683	216816__B3DP82__DVB78_09640
ERR1913041.35815__1.35815	165179__A0A174SA26__PREVCOP_05758
ERR1913041.35854__1.35854	204516__U6RR96__HMPREF1534_00277
ERR1913041.35844__1.35844	69974__A0A090FEL8__MPL3365_630008
ERR1913041.35928__1.35928	69974__A0A090FEL8__MPL3365_630008
ERR1913041.35972__1.35972	39485__A0A174ZQT9__EUBELI_20278
ERR1913041.36090__1.36090	69974__A0A090FEL8__MPL3365_630008
ERR1913041.36131__1.36131	39485__A0A174ZNW9__luxQ_1
ERR1913041.36187__1.36187	69974__A0A090FEL8__MPL3365_630008
ERR1913041.36276__1.36276	69974__A0A090FEL8__MPL3365_630008
ERR1913041.36388__1.36388	28117__B0MWC6__BHV66_00965
ERR1913041.36579__1.36579	40518__R5E6N4__DXD93_01325
ERR1913041.36583__1.36583	165179__D1PHM6__DXC61_06700
ERR1913041.36599__1.36599	69974__A0A090FEL8__MPL3365_630008
ERR1913041.36616__1.36616	487174__K0XA48__DDY40_03955
ERR1913041.36624__1.36624	1160721__R6T4W2__RBI_I00237
ERR1913041.36735__1.36735	143393__X8K460__ADJ67_04745
ERR1913041.36887__1.36887	69974__A0A090FEL8__MPL3365_630008
ERR1913041.36923__1.36923	39491__C4Z8Y4__ERS852417_00909
ERR1913041.36935__1.36935	1262911__R6H212__BN557_01031
ERR1913041.37014__1.37014	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913041.37044__1.37044	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.37134__1.37134	418240__R7CMK4__ERS852478_03653
ERR1913041.37264__1.37264	310298__B3JGJ2__BACCOP_00994
ERR1913041.37374__1.37374	310298__B3JH67__BACCOP_01223
ERR1913041.37331__1.37331	69974__A0A090FEL8__MPL3365_630008
ERR1913041.37441__1.37441	39491__A0A395UZ82__EUR_31520
ERR1913041.37556__1.37556	2293125__A0A374CIC9__DW917_02045
ERR1913041.37859__1.37859	165179__A0A3E5DN34__DXC61_07865
ERR1913041.37863__1.37863	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913041.37915__1.37915	39491__C4ZCH3__EUR_17560
ERR1913041.37951__1.37951	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913041.38054__1.38054	384638__B7ASI3__BACPEC_02038
ERR1913041.38096__1.38096	165179__A0A3E5A554__DXB80_13805
ERR1913041.38140__1.38140	69974__A0A090FEL8__MPL3365_630008
ERR1913041.38180__1.38180	39485__C4Z355__ERS852490_01971
ERR1913041.38205__1.38205	39485__C4Z058__ERS852492_00130
ERR1913041.38259__1.38259	216816__A0A396FRQ5__DD678_01245
ERR1913041.38244__1.38244	310298__B3JMG0__BACCOP_03099
ERR1913041.38383__1.38383	28116__A0A1G8P076__AA414_01051
ERR1913041.38488__1.38488	28117__B0MXD0__ALIPUT_01669
ERR1913041.38504__1.38504	1501392__A0A0B2JKG8__PU94_04780
ERR1913041.38787__1.38787	69974__A0A090FEL8__MPL3365_630008
ERR1913041.38890__1.38890	40518__R5DLM5__RB5AMG_00422
ERR1913041.38918__1.38918	165179__A0A3E5E9I4__DXB80_09745
ERR1913041.38920__1.38920	1262911__R6H212__BN557_01031
ERR1913041.38921__1.38921	418240__C6JAJ8__ERS852478_03436
ERR1913041.38968__1.38968	165179__D1PHV2__PREVCOP_06822
ERR1913041.38981__1.38981	487174__K0WWY0__DIT83_10195
ERR1913041.38995__1.38995	40520__A0A3E5ENE1__DXB81_01340
ERR1913041.39050__1.39050	165179__A0A3E4SB95__DXC61_13455
ERR1913041.39065__1.39065	820__A0A139K5A6__DXB48_12175
ERR1913041.39082__1.39082	1262739__R6MJ86__BN659_00644
ERR1913041.39117__1.39117	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913041.39164__1.39164	301301__A0A395V714__evgS
ERR1913041.39177__1.39177	28117__B0MUL5__ALIPUT_00722
ERR1913041.39265__1.39265	165179__R6C330__DXC61_04975
ERR1913041.39392__1.39392	39491__A0A396FNY7__LD38_16155
ERR1913041.39406__1.39406	165179__D1PGU8__PREVCOP_06463
ERR1913041.39413__1.39413	165179__A0A3E5EA83__DXC61_07750
ERR1913041.39417__1.39417	626933__H1DGX0__HMPREF9449_01506
ERR1913041.39471__1.39471	40518__R5DRG6__ylbJ
ERR1913041.39516__1.39516	69974__A0A090FEL8__MPL3365_630008
ERR1913041.39558__1.39558	69974__A0A090FEL8__MPL3365_630008
ERR1913041.39575__1.39575	69974__A0A090FEL8__MPL3365_630008
ERR1913041.39625__1.39625	39485__C4Z0G6__spoIVB
ERR1913041.39662__1.39662	821__A0A174WBC9__ERS852556_03145
ERR1913041.39704__1.39704	310298__B3JFS5__BACCOP_00726
ERR1913041.39831__1.39831	69974__A0A090FEL8__MPL3365_630008
ERR1913041.39844__1.39844	165179__A0A3E5E189__PREVCOP_06699
ERR1913041.39935__1.39935	165179__A0A3E5AAM8__DXB80_10240
ERR1913041.39949__1.39949	69974__A0A090FEL8__MPL3365_630008
ERR1913041.39966__1.39966	88431__A0A3D0EXY5__ERS852526_00139
ERR1913041.39984__1.39984	1262913__R7JF62__BN646_02078
ERR1913041.40003__1.40003	39485__C4Z0K2__ERS852490_00991
ERR1913041.40066__1.40066	69974__A0A090FEL8__MPL3365_630008
ERR1913041.40205__1.40205	1262948__R7EDK5__BN671_00579
ERR1913041.40235__1.40235	410072__A0A173SR68__ERS852525_01153
ERR1913041.40360__1.40360	40518__R5DYU1__DXD86_01160
ERR1913041.40394__1.40394	165179__D1PCL6__DXB80_13435
ERR1913041.40491__1.40491	1262924__R7HNN4__BN585_01505
ERR1913041.40533__1.40533	410072__A0A174E1G6__phoR_6
ERR1913041.40568__1.40568	165179__A0A3E5EB26__CFT61_02800
ERR1913041.40593__1.40593	69974__A0A090FEL8__MPL3365_630008
ERR1913041.40756__1.40756	820__A0A174A6K0__M093_0079
ERR1913041.40815__1.40815	39491__A0A173SH34__EUR_24920
ERR1913041.40850__1.40850	39485__A0A174ZPH7__ERS852490_01992
ERR1913041.40820__1.40820	1262913__R7JPP6__BN646_00416
ERR1913041.40827__1.40827	626933__H1DGX0__HMPREF9449_01506
ERR1913041.40971__1.40971	626933__H1DGX0__HMPREF9449_01506
ERR1913041.41039__1.41039	69974__A0A090FEL8__MPL3365_630008
ERR1913041.41110__1.41110	1262924__R7HRJ9__BN585_00557
ERR1913041.41187__1.41187	310298__B3JFH4__BACCOP_00624
ERR1913041.41193__1.41193	853__C7H7F8__yccM_1
ERR1913041.41235__1.41235	204516__U6R9L2__HMPREF1534_03110
ERR1913041.41246__1.41246	204516__U6R7Y8__HMPREF1534_03942
ERR1913041.41308__1.41308	626933__H1DGX0__HMPREF9449_01506
ERR1913041.41336__1.41336	39485__A0A174ZPH7__ERS852490_01992
ERR1913041.41344__1.41344	1262743__R5C3A8__BN727_00457
ERR1913041.41354__1.41354	69974__A0A090FEL8__MPL3365_630008
ERR1913041.41381__1.41381	69974__A0A090FEL8__MPL3365_630008
ERR1913041.41505__1.41505	116085__D4J7V4__DW747_05820
ERR1913041.41586__1.41586	487173__H1D2L5__HMPREF9453_01853
ERR1913041.41604__1.41604	39491__A0A395V5L2__ERE_28270
ERR1913041.41606__1.41606	1965569__A0A1Y4NK94__B5F07_19320
ERR1913041.41645__1.41645	39491__C4Z9K7__EUBREC_0050
ERR1913041.41718__1.41718	626933__H1DGX0__HMPREF9449_01506
ERR1913041.41885__1.41885	216816__C2GSX7__DD678_03555
ERR1913041.41876__1.41876	1262913__R7J7E0__BN646_00943
ERR1913041.42016__1.42016	214856__R6Z5D0__resA_4
ERR1913041.42030__1.42030	310298__B3JJG1__BACCOP_02031
ERR1913041.42055__1.42055	69974__A0A090FEL8__MPL3365_630008
ERR1913041.42131__1.42131	39485__A0A174YQX9__ERS852490_00864
ERR1913041.42143__1.42143	165179__D1PHC0__PREVCOP_06640
ERR1913041.42203__1.42203	1262911__R6GPC5__BN557_00852
ERR1913041.42246__1.42246	1262924__R7HLK0__BN585_01496
ERR1913041.42375__1.42375	410072__A0A174KCA8__DXD67_01455
ERR1913041.42425__1.42425	69974__A0A090FEL8__MPL3365_630008
ERR1913041.42443__1.42443	310298__B3JGJ2__BACCOP_00994
ERR1913041.42466__1.42466	1308__Q5M5Z8__STACADC2_0257
ERR1913041.42514__1.42514	853__A0A174AML0__FPR_08640
ERR1913041.42568__1.42568	165179__A0A3E5ED28__PREVCOP_06655
ERR1913041.42542__1.42542	310298__B3JGJ2__BACCOP_00994
ERR1913041.42627__1.42627	820__A0A174DZ97__SAMN05444418_101240
ERR1913041.42707__1.42707	626933__H1DGX0__HMPREF9449_01506
ERR1913041.42748__1.42748	40518__R5DME2__DXD86_07315
ERR1913041.42780__1.42780	165179__D1PER3__DXB80_11525
ERR1913041.42867__1.42867	165179__D1PGU8__PREVCOP_06463
ERR1913041.42836__1.42836	28117__R7JQW0__ALIPUT_01453
ERR1913041.43036__1.43036	821__A0A395VIK7__BVU_1225
ERR1913041.43066__1.43066	39491__A0A395UYL9__ERS852417_00624
ERR1913041.43136__1.43136	1262913__R7J951__BN646_01164
ERR1913041.43137__1.43137	28117__R7JR95__ALIPUT_01367
ERR1913041.43243__1.43243	626930__F3PVE3__HMPREF9446_02721
ERR1913041.43314__1.43314	626933__H1DGX0__HMPREF9449_01506
ERR1913041.43351__1.43351	69974__A0A090FEL8__MPL3365_630008
ERR1913041.43379__1.43379	1263107__GCA_000436995.1_00242
ERR1913041.43437__1.43437	69974__A0A090FEL8__MPL3365_630008
ERR1913041.43452__1.43452	165179__A0A174IPI3__CFT61_10940
ERR1913041.43541__1.43541	204516__U6RJY4__HMPREF1534_01494
ERR1913041.43500__1.43500	40518__R5DTP7__DXD83_02415
ERR1913041.43569__1.43569	626933__H1DGX0__HMPREF9449_01506
ERR1913041.43741__1.43741	29361__B6FKH5__CLONEX_00621
ERR1913041.43769__1.43769	39485__A0A174ZUV1__tig_3
ERR1913041.43864__1.43864	28117__B0MY40__BHV66_05170
ERR1913041.43982__1.43982	1680__R5GSL8__DXD60_03315
ERR1913041.44029__1.44029	310298__B3JI31__BACCOP_01543
ERR1913041.44032__1.44032	39485__C4Z434__tilS
ERR1913041.44112__1.44112	28117__B0MWP2__ALIPUT_01468
ERR1913041.44273__1.44273	310298__B3JEE8__BACCOP_00239
ERR1913041.44296__1.44296	1262924__R7HM17__BN585_01318
ERR1913041.44320__1.44320	69974__A0A090FEL8__MPL3365_630008
ERR1913041.44408__1.44408	626933__H1DGX0__HMPREF9449_01506
ERR1913041.44432__1.44432	853__A0A173TAZ8__DWZ46_14590
ERR1913041.44485__1.44485	853__E2ZGD9__C7J97_11715
ERR1913041.44509__1.44509	301301__A0A395V573__RHOM_13925
ERR1913041.44518__1.44518	310298__B3JED9__BACCOP_00230
ERR1913041.44545__1.44545	69974__A0A090FEL8__MPL3365_630008
ERR1913041.44565__1.44565	853__A0A2A7A4A9__C4N21_14870
ERR1913041.44576__1.44576	69974__A0A090FEL8__MPL3365_630008
ERR1913041.44803__1.44803	69974__A0A090FEL8__MPL3365_630008
ERR1913041.44829__1.44829	47678__I9ECI0__HMPREF1061_03742
ERR1913041.44875__1.44875	626933__H1DGX0__HMPREF9449_01506
ERR1913041.44944__1.44944	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.45009__1.45009	626933__H1DGX0__HMPREF9449_01506
ERR1913041.45056__1.45056	1680__A0A173W9E6__C8077_07070
ERR1913041.45059__1.45059	165179__A0A3E5AFJ9__CFT61_15180
ERR1913041.45356__1.45356	28116__A0A078QGJ1__AA414_00533
ERR1913041.45363__1.45363	310298__B3JPR1__BACCOP_03861
ERR1913041.45382__1.45382	820__A0A3E4G826__C801_01612
ERR1913041.45410__1.45410	69974__A0A090FEL8__MPL3365_630008
ERR1913041.45427__1.45427	69974__A0A090FEL8__MPL3365_630008
ERR1913041.45525__1.45525	310298__B3JH76__BACCOP_01230
ERR1913041.45548__1.45548	310298__B3JH76__BACCOP_01230
ERR1913041.45632__1.45632	69974__A0A090FEL8__MPL3365_630008
ERR1913041.45706__1.45706	310298__B3JK97__BACCOP_02326
ERR1913041.45769__1.45769	626933__H1DGX0__HMPREF9449_01506
ERR1913041.45954__1.45954	39492__D4JW25__EUBSIR_02203
ERR1913041.45969__1.45969	69974__A0A090FEL8__MPL3365_630008
ERR1913041.45979__1.45979	28118__F9ZCN1__B5F99_10605
ERR1913041.46039__1.46039	39485__C4Z058__ERS852492_00130
ERR1913041.46084__1.46084	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.46095__1.46095	69974__A0A090FEL8__MPL3365_630008
ERR1913041.46158__1.46158	204516__U6RSX5__HMPREF1534_00314
ERR1913041.46318__1.46318	165179__A0A174IPI3__CFT61_10940
ERR1913041.46491__1.46491	853__A0A173T751__C4N24_10280
ERR1913041.46656__1.46656	69974__A0A090FEL8__MPL3365_630008
ERR1913041.46664__1.46664	39485__C4Z069__EUBELI_00981
ERR1913041.46708__1.46708	69974__A0A090FEL8__MPL3365_630008
ERR1913041.46691__1.46691	88431__A0A3D0EYV0__DXB16_09650
ERR1913041.46777__1.46777	165179__A0A229I4J4__proA
ERR1913041.46833__1.46833	39485__A0A174Z9M2__yhbU_1
ERR1913041.47099__1.47099	69974__A0A090FEL8__MPL3365_630008
ERR1913041.47122__1.47122	1262924__R7HRR0__BN585_00872
ERR1913041.47193__1.47193	39485__C4Z0R8__EUBELI_01181
ERR1913041.47195__1.47195	853__A0A173T0Y8__CGS54_07215
ERR1913041.47339__1.47339	204516__U6R9L2__HMPREF1534_03110
ERR1913041.47364__1.47364	1262924__R7HTA4__BN585_00391
ERR1913041.47482__1.47482	165179__A0A3E5DN34__DXC61_07865
ERR1913041.47532__1.47532	69974__A0A090FEL8__MPL3365_630008
ERR1913041.47526__1.47526	820__R9HXK9__DXB62_08265
ERR1913041.47572__1.47572	310298__B3JMG0__BACCOP_03099
ERR1913041.47617__1.47617	69974__A0A090FEL8__MPL3365_630008
ERR1913041.47666__1.47666	626933__H1DGX0__HMPREF9449_01506
ERR1913041.47861__1.47861	410072__A0A173YQW3__dtpT_1
ERR1913041.47953__1.47953	47678__A5ZEP5__CGC64_03450
ERR1913041.47960__1.47960	1262924__R7HRW9__BN585_00665
ERR1913041.48000__1.48000	1323__A0A3E3DVN1__DXC78_11490
ERR1913041.48143__1.48143	487173__H1D020__HMPREF9453_00958
ERR1913041.48252__1.48252	47678__A5ZLX1__C5Z00_04825
ERR1913041.48260__1.48260	39485__C4Z1Y6__EUBELI_00140
ERR1913041.48471__1.48471	1262913__R7J4R5__BN646_00631
ERR1913041.48555__1.48555	69974__A0A090FEL8__MPL3365_630008
ERR1913041.48564__1.48564	310298__B3JFK5__BACCOP_00655
ERR1913041.48569__1.48569	69974__A0A090FEL8__MPL3365_630008
ERR1913041.48588__1.48588	165179__D1PCY7__DXB80_02765
ERR1913041.48648__1.48648	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.48656__1.48656	820__A0A374Q854__HMPREF1073_03281
ERR1913041.48728__1.48728	28118__R6FC74__DHW44_13330
ERR1913041.48822__1.48822	626933__H1DGX0__HMPREF9449_01506
ERR1913041.48837__1.48837	371601__A0A139LNL6__ERS852396_04350
ERR1913041.48873__1.48873	28117__B0MXW9__ALIPUT_01981
ERR1913041.48896__1.48896	39485__C4Z6J7__ERS852492_02047
ERR1913041.48902__1.48902	165179__A0A3E5EA43__DXC61_07775
ERR1913041.48921__1.48921	487175__F3QGM6__HMPREF9439_00065
ERR1913041.48926__1.48926	69974__A0A090FEL8__MPL3365_630008
ERR1913041.49015__1.49015	310298__B3JMZ2__BACCOP_03297
ERR1913041.49042__1.49042	338188__R6RT73__HMPREF1057_02828
ERR1913041.49094__1.49094	204516__U6R9E7__HMPREF1534_03313
ERR1913041.49226__1.49226	28116__C3R1N5__SAMN05444282_12443
ERR1913041.49293__1.49293	1862672__GCA_001945605.1_01217
ERR1913041.49313__1.49313	69974__A0A090FEL8__MPL3365_630008
ERR1913041.49367__1.49367	626933__H1DGX0__HMPREF9449_01506
ERR1913041.49476__1.49476	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913041.49506__1.49506	204516__U6RFU0__HMPREF1534_02545
ERR1913041.49565__1.49565	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.49632__1.49632	165179__A0A3E5DY64__CFT61_10025
ERR1913041.49650__1.49650	310298__B3JFK6__BACCOP_00656
ERR1913041.49780__1.49780	487173__H1D020__HMPREF9453_00958
ERR1913041.49883__1.49883	1262924__R7HRF6__BN585_01735
ERR1913041.49955__1.49955	39485__R5ZT06__EUBELI_20526
ERR1913041.50002__1.50002	204516__U6RM57__HMPREF1534_00757
ERR1913041.50109__1.50109	204516__U6RFU0__HMPREF1534_02545
ERR1913041.50287__1.50287	69974__A0A090FEL8__MPL3365_630008
ERR1913041.50372__1.50372	261299__B0AB81__CLOBAR_01631
ERR1913041.50506__1.50506	39488__A0A174DGL6__EUBHAL_03262
ERR1913041.50531__1.50531	39485__R6AJT3__EUBELI_01178
ERR1913041.50541__1.50541	39491__A0A395V0X2__EUBREC_3007
ERR1913041.50625__1.50625	310298__B3JQL6__BACCOP_04252
