ERR1913314.38__1.38	28116__R6DIL2__DXD69_10970
ERR1913314.28894__1.28894	821__A0A3E4HP25__SAMN04487923_102450
ERR1913314.28922__1.28922	39491__A0A395UZ89__DXB72_12805
ERR1913314.29142__1.29142	820__A0A174TRB5__DXD40_11305
ERR1913314.29152__1.29152	187327__G4Q2R0__ACDG_01369
ERR1913314.29209__1.29209	47678__A5ZEP5__CGC64_03450
ERR1913314.29234__1.29234	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913314.29392__1.29392	40518__R5DS37__DXD93_01965
ERR1913314.29530__1.29530	820__A0A139JUD3__DXC91_19380
ERR1913314.29557__1.29557	40518__R5E1J7__RBL236_02062
ERR1913314.29614__1.29614	1150298__R7JND0__ERS852498_02814
ERR1913314.29655__1.29655	292800__A0A174NR23__ADH75_11365
ERR1913314.29755__1.29755	39491__A0A395ZDC6__addB
ERR1913314.29821__1.29821	40518__R5DUU2__yvhJ_2
ERR1913314.29920__1.29920	187327__G4Q337__ACDG_01307
ERR1913314.29930__1.29930	820__A0A3E4XM43__DXC91_13960
ERR1913314.30246__1.30246	357276__I9QBT7__BSEG_03340
ERR1913314.30457__1.30457	40518__R5DYU1__DXD86_01160
ERR1913314.30465__1.30465	1680__A0A173W5Z2__DXC53_01290
ERR1913314.30516__1.30516	1680__R5GRA4__ERS852382_01548
ERR1913314.30539__1.30539	1776081__A0A1B8WVC3__A0U42_08125
ERR1913314.30689__1.30689	216816__A0A1V8RHV4__DXD44_06445
ERR1913314.30772__1.30772	820__A0A3E4PYB0__yejM
ERR1913314.30843__1.30843	820__A0A3E4G493__ERS417307_00253
ERR1913314.30872__1.30872	28117__B0MUR5__BHV66_03900
ERR1913314.30942__1.30942	39488__A0A374NH47__DXD91_11555
ERR1913314.31037__1.31037	28117__B0MWX3__BHV66_03010
ERR1913314.31162__1.31162	28116__A0A1Y4Q112__evgS_13
ERR1913314.31105__1.31105	820__R9I2U8__DXC68_09590
ERR1913314.31110__1.31110	820__A0A139KHD8__ERS417307_00569
ERR1913314.31292__1.31292	821__D4VD59__BHV80_04260
ERR1913314.31249__1.31249	821__I9R3W6__DXC16_12455
ERR1913314.31267__1.31267	46506__B0NT08__BACSTE_02624
ERR1913314.31345__1.31345	292800__H1CMV7__B5F52_10350
ERR1913314.31375__1.31375	39491__A0A396FBR6__DXC13_08575
ERR1913314.31497__1.31497	357276__I9QBT7__BSEG_03340
ERR1913314.31608__1.31608	39491__C4ZAT2__ERE_28440
ERR1913314.31655__1.31655	39488__C0EVP9__ERS852450_03163
ERR1913314.31632__1.31632	187327__G4Q6Y4__pstC
ERR1913314.31709__1.31709	820__A0A3E4WCX3__C801_02709
ERR1913314.31794__1.31794	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913314.31895__1.31895	487174__K0X079__DIT83_00640
ERR1913314.32116__1.32116	74426__purL
ERR1913314.32163__1.32163	1150298__A0A174N5I7__ERS852498_01953
ERR1913314.32207__1.32207	821__A0A397WGD6__M098_0084
ERR1913314.32227__1.32227	1150298__A0A174MDR2__ERS852498_01766
ERR1913314.32321__1.32321	39488__A0A173Z3L4__DXD91_07055
ERR1913314.32365__1.32365	187327__U2VMS3__ACDG_00972
ERR1913314.32369__1.32369	820__A0A3E4RUC4__DHU98_02635
ERR1913314.32380__1.32380	39491__A0A174LTW7__DXD13_08720
ERR1913314.32526__1.32526	357276__A0A076IS26__EL88_15950
ERR1913314.32622__1.32622	487174__K0X4L2__pgl
ERR1913314.32701__1.32701	239935__A0A139TSG7__CXU17_09600
ERR1913314.32848__1.32848	28116__D7K2E0__endOF2_3
ERR1913314.32855__1.32855	823__D0TAX5__HMPREF1075_01064
ERR1913314.32865__1.32865	821__A0A0P0M2J4__DXD46_10295
ERR1913314.32917__1.32917	823__D0TCC2__HMPREF1075_01590
ERR1913314.33061__1.33061	40518__R5E5W1__RBL263_01034
ERR1913314.33076__1.33076	820__A7VAR9__ERS852421_00197
ERR1913314.33116__1.33116	169435__B0PC74__ERS852551_03001
ERR1913314.33178__1.33178	820__A7V9F9__B5G17_14640
ERR1913314.33248__1.33248	820__E5VEH7__ERS852459_01300
ERR1913314.33308__1.33308	820__A0A3E5BMG9__DXD40_05130
ERR1913314.33332__1.33332	820__A0A3E4W4Y7__B5G17_02055
ERR1913314.33406__1.33406	28116__A0A1Y4PWE4__M089_4352
ERR1913314.33476__1.33476	216816__D6ZSV1__CE169_00930
ERR1913314.33538__1.33538	28116__A0A1Y4PNX5__DXF98_26515
ERR1913314.33598__1.33598	216816__C2GV16__APC1504_1666
ERR1913314.33675__1.33675	820__A0A139KJ23__celCCA
ERR1913314.33791__1.33791	572010__nifJ
ERR1913314.33776__1.33776	936548__J0SWQ4__HMPREF1136_1839
ERR1913314.33843__1.33843	28117__B0MWP2__ALIPUT_01468
ERR1913314.33906__1.33906	820__A0A174LIN6__HMPREF1072_03144
ERR1913314.34008__1.34008	1680__A1A0V3__C8077_03025
ERR1913314.34022__1.34022	1297617__A0A0S2VZT4__C7373_101492
ERR1913314.34072__1.34072	187327__G4Q3B5__arcB
ERR1913314.34098__1.34098	187327__G4Q682__Acin_1672
ERR1913314.34105__1.34105	39491__D4JM76__DXC13_02150
ERR1913314.34120__1.34120	820__A7V470__HMPREF1072_02076
ERR1913314.34241__1.34241	820__A0A173WZS4__DXD90_10250
ERR1913314.34319__1.34319	187327__G4Q2R6__Acin_2204
ERR1913314.34356__1.34356	40518__R5DQR9__DXD83_00030
ERR1913314.34533__1.34533	28117__B0MU57__ALIPUT_00175
ERR1913314.34670__1.34670	187327__G4Q394__ACDG_01705
ERR1913314.34837__1.34837	28116__A7LSB9__DXF98_11950
ERR1913314.34851__1.34851	418240__A0A174AX68__ERS852478_00844
ERR1913314.34915__1.34915	821__A0A173XDD3__DXB82_17180
ERR1913314.34970__1.34970	28118__F9Z695__DER54_04745
ERR1913314.35014__1.35014	820__E5VA63__DXC80_01025
ERR1913314.35201__1.35201	88431__A0A3D0F2C1__DORLON_02135
ERR1913314.35320__1.35320	187327__G4Q8J8__crr
ERR1913314.35365__1.35365	820__R9I2U8__DXC68_09590
ERR1913314.35520__1.35520	187327__G4Q5M4__ACDG_00271
ERR1913314.35615__1.35615	216816__B3DNW2__BL171B_07980
ERR1913314.35541__1.35541	820__A7V8C2__ERS852554_01338
ERR1913314.35782__1.35782	187327__G4Q5M4__ACDG_00271
ERR1913314.35846__1.35846	1262743__R5C054__BN727_01980
ERR1913314.35878__1.35878	187327__G4Q7K1__ACDG_00798
ERR1913314.35932__1.35932	820__A0A139KHX1__HMPREF2141_00289
ERR1913314.36060__1.36060	187327__G4Q445__Acin_0599
ERR1913314.36111__1.36111	487174__R5FJY1__DDY40_07045
ERR1913314.36157__1.36157	820__A0A3E4VXP2__yesR
ERR1913314.36351__1.36351	292800__A0A1C7FP14__ERS852518_04317
ERR1913314.36342__1.36342	39486__B0G4W5__DXD50_05095
ERR1913314.36393__1.36393	187327__G4Q2R6__Acin_2204
ERR1913314.36423__1.36423	820__A0A396CMY7__HMPREF1072_03009
ERR1913314.36452__1.36452	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.36439__1.36439	821__A0A174T998__DXB82_10860
ERR1913314.36536__1.36536	626929__R6L473__HMPREF9445_00229
ERR1913314.36553__1.36553	47678__R5USS6__C5Z00_03300
ERR1913314.36600__1.36600	74426__asnS
ERR1913314.36674__1.36674	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913314.36713__1.36713	47678__R5UBT0__CGC64_12195
ERR1913314.36784__1.36784	820__A0A3E4WCC2__lptB_1
ERR1913314.36865__1.36865	187327__G4Q6P7__ACDG_01266
ERR1913314.36952__1.36952	487174__K0WR72__HMPREF9448_02610
ERR1913314.37089__1.37089	821__E5UY21__C800_02204
ERR1913314.37154__1.37154	820__A0A174TRB5__DXD40_11305
ERR1913314.37177__1.37177	820__A0A173XIP7__B5G17_16050
ERR1913314.37308__1.37308	187327__G4Q440__pepD
ERR1913314.37369__1.37369	187327__G4Q2R6__Acin_2204
ERR1913314.37510__1.37510	556259__E5C9G2__BSGG_2011
ERR1913314.37528__1.37528	292800__G9YQ32__ERS852518_04089
ERR1913314.37561__1.37561	820__A0A3E4XM43__DXC91_13960
ERR1913314.37646__1.37646	556259__E5C614__BSGG_0177
ERR1913314.37745__1.37745	40518__R5E426__DXD93_04485
ERR1913314.37826__1.37826	1685__A0A3D8UEL2__DRBB29_0129
ERR1913314.37838__1.37838	214856__R6Y0B9__ERS852559_00164
ERR1913314.37894__1.37894	187327__G4Q4A5__ACDG_01070
ERR1913314.37961__1.37961	187327__R6MDJ4__ACDG_00402
ERR1913314.38032__1.38032	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.38111__1.38111	40518__R5DVR2__RBL236_00303
ERR1913314.38215__1.38215	301302__R5UJW6__ERS852420_01698
ERR1913314.38339__1.38339	821__A0A0P0L8F8__ERS852509_03705
ERR1913314.38466__1.38466	820__A0A174LJB2__HMPREF1072_04112
ERR1913314.38400__1.38400	820__A0A3E4W6P0__gmhA
ERR1913314.38509__1.38509	301302__R5UMU6__M72_26821
ERR1913314.38588__1.38588	1550024__A0A3B9WIB6__TQ39_08435
ERR1913314.38632__1.38632	28117__R7JIJ8__BHV66_01635
ERR1913314.38663__1.38663	39496__A5Z6U6__EUBVEN_01429
ERR1913314.38733__1.38733	40518__R5DTG5__RBATCC27255_00890
ERR1913314.38763__1.38763	1203556__S3A6A6__HMPREF1478_01827
ERR1913314.39034__1.39034	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913314.39098__1.39098	187327__R6M6U9__xseA
ERR1913314.39138__1.39138	820__A0A078S569__gmhB
ERR1913314.39211__1.39211	74426__nifJ
ERR1913314.39385__1.39385	28116__A0A1Y4Q374__ERS852555_04681
ERR1913314.39408__1.39408	40518__R5E8B6__RB5AMG_00876
ERR1913314.39524__1.39524	40518__R5DV58__htrA
ERR1913314.39585__1.39585	820__A0A139K8N1__ERS852554_00951
ERR1913314.39649__1.39649	649756__L1Q1A0__ERS852425_01427
ERR1913314.39653__1.39653	2081702__A0A2S0LKM1__C3V41_00095
ERR1913314.39636__1.39636	40518__R5DXH2__DXD83_10135
ERR1913314.39720__1.39720	28117__B0MTY2__BHV66_06485
ERR1913314.39754__1.39754	28117__R7JIJ8__BHV66_01635
ERR1913314.39850__1.39850	820__A0A3E5BMG9__DXD40_05130
ERR1913314.39867__1.39867	820__A0A3E4G826__C801_01612
ERR1913314.39910__1.39910	1680__R5GR82__AD0028_0014
ERR1913314.40063__1.40063	820__A0A174GYA8__DXB64_07370
ERR1913314.40355__1.40355	28116__A7M019__HMPREF1070_01109
ERR1913314.40392__1.40392	301302__A0A173T3P5__ERS852420_01836
ERR1913314.40570__1.40570	40518__R5DS23__DXD86_01715
ERR1913314.40671__1.40671	292800__A0A174P0N5__HMPREF0372_03321
ERR1913314.40747__1.40747	1502943__K9D317__HMPREF9282_00736
ERR1913314.40776__1.40776	40518__R5DUU0__DXD93_03985
ERR1913314.41096__1.41096	187327__G4Q3Q9__pth
ERR1913314.41155__1.41155	28116__A0A1Y4Q112__evgS_13
ERR1913314.41210__1.41210	821__A0A396EVC9__DXB90_03525
ERR1913314.41182__1.41182	1776081__A0A1B8WWP4__A0U42_05995
ERR1913314.41193__1.41193	1776081__A0A1B8WVH2__A0U42_09025
ERR1913314.41251__1.41251	1776081__A0A1B8WVB9__A0U42_08750
ERR1913314.41296__1.41296	216816__A0A0A1GN66__APC1468_1044
ERR1913314.41350__1.41350	169435__A0A174MT59__B5F10_15950
ERR1913314.41383__1.41383	1776081__A0A1B8WVB9__A0U42_08750
ERR1913314.41464__1.41464	39491__C4Z9E9__T1815_12341
ERR1913314.41545__1.41545	371601__D0TLK9__BN890_11250
ERR1913314.41679__1.41679	823__A6LGI3__DXB14_09215
ERR1913314.41906__1.41906	187327__G4Q902__Acin_0458
ERR1913314.41987__1.41987	821__A0A3E4HP25__SAMN04487923_102450
ERR1913314.41970__1.41970	28116__D4WJ30__DHW41_06080
ERR1913314.42208__1.42208	823__A0A174VBJ5__M091_5021
ERR1913314.42378__1.42378	40518__R5DYF6__RBL263_01812
ERR1913314.42414__1.42414	214856__I3YPN9__ERS852447_01389
ERR1913314.42565__1.42565	823__A0A174PDQ0__DXC05_08200
ERR1913314.42610__1.42610	820__A0A174TRB5__DXD40_11305
ERR1913314.42705__1.42705	187327__G4Q3E4__Acin_1727
ERR1913314.42828__1.42828	1680__A0A174BEE7__BSTER_1311
ERR1913314.42987__1.42987	487174__R5EP60__DIT83_09045
ERR1913314.43179__1.43179	820__A0A374QGD2__ERS852421_02382
ERR1913314.43406__1.43406	820__A0A173YYG4__evgS_3
ERR1913314.43450__1.43450	820__A7V9F9__B5G17_14640
ERR1913314.43456__1.43456	820__A0A174CK74__DXB48_07060
ERR1913314.43526__1.43526	187327__G4Q6V9__ACDG_01231
ERR1913314.43542__1.43542	187327__G4Q6A3__ACDG_01732
ERR1913314.43549__1.43549	821__A0A0P0L8F8__ERS852509_03705
ERR1913314.43587__1.43587	821__I9R3W6__DXC16_12455
ERR1913314.43666__1.43666	821__A0A174ALF2__BvMPK_3016
ERR1913314.43756__1.43756	1680__A0A2R4G1K8__BBMN23_0315
ERR1913314.43735__1.43735	1304__A0A1V0H6X5__CQA85_03155
ERR1913314.43792__1.43792	39491__A0A396FSR4__ERS852580_02287
ERR1913314.43787__1.43787	1150298__R7JUX4__ERS852535_02669
ERR1913314.43895__1.43895	187327__G4Q6P7__ACDG_01266
ERR1913314.43959__1.43959	1776081__A0A1B8WX80__A0U42_05350
ERR1913314.43984__1.43984	357276__I9QBT7__BSEG_03340
ERR1913314.44001__1.44001	1776081__A0A1B8WSZ9__A0U42_02245
ERR1913314.44020__1.44020	40518__R5E6K5__speA
ERR1913314.44186__1.44186	301302__R5UVR7__ERS852420_00118
ERR1913314.44390__1.44390	1550024__G9RXB5__TQ39_17835
ERR1913314.44391__1.44391	1099853__R7DEQ7__NSB1T_12415
ERR1913314.44399__1.44399	821__A0A396F598__CUU_3259
ERR1913314.44451__1.44451	39491__D6DXZ8__DXB72_15035
ERR1913314.44497__1.44497	40518__R5DQR9__DXD83_00030
ERR1913314.44614__1.44614	246787__A0A3D6AWM8__BACCELL_01963
ERR1913314.44537__1.44537	88431__A0A174KCR9__DXB16_06030
ERR1913314.44716__1.44716	102148__E7MPF3__HMPREF9430_01435
ERR1913314.44734__1.44734	40518__R5DYP7__envC
ERR1913314.44805__1.44805	187327__G4Q7R9__ACDG_00864
ERR1913314.44800__1.44800	187327__G4Q572__Acin_0824
ERR1913314.44881__1.44881	820__A0A374QGD2__ERS852421_02382
ERR1913314.44898__1.44898	820__A0A139KIL9__DXC68_05945
ERR1913314.44924__1.44924	820__A0A3E4VXP2__yesR
ERR1913314.44926__1.44926	820__A0A3E4W7J3__DXC07_00330
ERR1913314.44860__1.44860	40520__R7D9Z5__DXD81_01525
ERR1913314.45001__1.45001	40518__R5E282__DXD86_08940
ERR1913314.45021__1.45021	328814__GCA_004558275.1_01847
ERR1913314.45023__1.45023	821__A0A174AYT0__DXC02_03530
ERR1913314.45084__1.45084	40518__R5DXW3__DXD86_07900
ERR1913314.45101__1.45101	820__A0A3E4VXP2__yesR
ERR1913314.45251__1.45251	820__A0A139KIL9__DXC68_05945
ERR1913314.45272__1.45272	39491__A0A174EQV2__DXB69_10230
ERR1913314.45292__1.45292	310298__B3JII2__BACCOP_01694
ERR1913314.45310__1.45310	169435__B0PHB5__B5F11_15660
ERR1913314.45311__1.45311	821__D4VD59__BHV80_04260
ERR1913314.45324__1.45324	187327__G4Q2T7__ACDG_01747
ERR1913314.45379__1.45379	1628085__A0A2U1BCY4__C7386_10635
ERR1913314.45386__1.45386	187327__G4Q2R6__Acin_2204
ERR1913314.45552__1.45552	820__A7V8C2__ERS852554_01338
ERR1913314.45600__1.45600	40518__R5E1X3__clcA
ERR1913314.45622__1.45622	28116__R6DIL2__DXD69_10970
ERR1913314.45625__1.45625	1262869__R7CQA4__BN625_01547
ERR1913314.45691__1.45691	187327__G4Q2R6__Acin_2204
ERR1913314.45698__1.45698	47678__R5U9X5__BACCAC_01339
ERR1913314.45650__1.45650	1776081__A0A1B8WTQ8__A0U42_10610
ERR1913314.45766__1.45766	187327__G4Q902__Acin_0458
ERR1913314.45791__1.45791	820__A7V092__hldE
ERR1913314.45792__1.45792	821__A0A173WG51__BVU_2549
ERR1913314.46042__1.46042	2108523__A0A2P2F6R3__LAWASA_1701
ERR1913314.46044__1.46044	820__A0A139K9Q2__DXD40_08795
ERR1913314.46046__1.46046	39491__A0A396FIZ8__ERE_20410
ERR1913314.46105__1.46105	28116__I9JM49__NCTC11153_01044
ERR1913314.46302__1.46302	74426__thrZ
ERR1913314.46305__1.46305	28117__B0MYZ8__BHV66_04535
ERR1913314.46363__1.46363	821__A0A0P0M2J4__DXD46_10295
ERR1913314.46352__1.46352	821__C3RB94__DXC03_15585
ERR1913314.46448__1.46448	820__A0A139JUD3__DXC91_19380
ERR1913314.46430__1.46430	487174__K0WZU7__HMPREF9448_01154
ERR1913314.46545__1.46545	820__E5VEH7__ERS852459_01300
ERR1913314.46496__1.46496	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913314.46475__1.46475	820__R9I324__HMPREF2141_02414
ERR1913314.46619__1.46619	820__A0A3E4W4W5__ERS852554_02179
ERR1913314.46729__1.46729	1680__A0A3E4SB79__BAD_1517
ERR1913314.46854__1.46854	821__A0A174RA14__M099_1655
ERR1913314.46893__1.46893	820__A0A3E4G8F8__ERS852421_01645
ERR1913314.46934__1.46934	301301__G2SZ87__RHOM_00995
ERR1913314.46902__1.46902	820__R9I3Q7__HMPREF1072_01668
ERR1913314.46976__1.46976	47678__R5UT79__ERS852558_03890
ERR1913314.47049__1.47049	28111__E5WXY3__NCTC11155_00116
ERR1913314.47114__1.47114	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913314.47202__1.47202	1262888__R6QB20__BN582_00060
ERR1913314.47516__1.47516	626929__F3PM80__HMPREF9445_02977
ERR1913314.47481__1.47481	1150298__A0A174M5F7__ERS852535_00457
ERR1913314.47634__1.47634	820__A7UYX8__DXD40_11635
ERR1913314.47850__1.47850	39488__C0EYJ6__ERS852578_01971
ERR1913314.47934__1.47934	818__A0A0P0FPQ9__BT_4391
ERR1913314.48159__1.48159	74426__rpoC
ERR1913314.48262__1.48262	329854__R5M7D4__DXD27_21610
ERR1913314.48319__1.48319	40518__R5DXH2__DXD83_10135
ERR1913314.48333__1.48333	1680__A0A3E4SB79__BAD_1517
ERR1913314.48339__1.48339	1262980__R5BJP7__BN814_02447
ERR1913314.48426__1.48426	28117__B0MTY2__BHV66_06485
ERR1913314.48627__1.48627	821__A0A174NM17__lacZ_6
ERR1913314.48813__1.48813	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913314.48814__1.48814	820__A0A3E4PYB0__yejM
ERR1913314.48924__1.48924	820__A0A3E4G3J9__ERS852459_02265
ERR1913314.48993__1.48993	820__R9I2U8__DXC68_09590
ERR1913314.49003__1.49003	1263107__GCA_000436995.1_00016
ERR1913314.49006__1.49006	820__A7V9F9__B5G17_14640
ERR1913314.49081__1.49081	1262869__R7CN01__BN625_01132
ERR1913314.49178__1.49178	301302__A0A173QV75__M72_03601
ERR1913314.49221__1.49221	1550024__G9RYX6__ASJ35_10025
ERR1913314.49315__1.49315	820__A0A396CMY7__HMPREF1072_03009
ERR1913314.49318__1.49318	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913314.49452__1.49452	40518__R5DVL2__penA
ERR1913314.49502__1.49502	820__A0A173W419__DXC68_17760
ERR1913314.49583__1.49583	47678__R5U3V5__DW706_14455
ERR1913314.49539__1.49539	820__A0A078S569__gmhB
ERR1913314.49629__1.49629	40518__R5DTJ1__DXD86_03635
ERR1913314.49661__1.49661	556259__I0PXY6__BSGG_5174
ERR1913314.49785__1.49785	28116__F7L4N5__BACOVA_00137
ERR1913314.49761__1.49761	820__A0A174CG08__DXB62_13215
ERR1913314.49828__1.49828	487174__K0X6Z7__DDY40_11525
ERR1913314.49898__1.49898	821__A0A0P0M5Z6__BVU_0429
ERR1913314.49884__1.49884	820__A0A078S569__gmhB
ERR1913314.49931__1.49931	28117__B0MY41__BHV66_05165
ERR1913314.49944__1.49944	820__A0A374Q351__DXD40_05850
ERR1913314.50028__1.50028	820__A0A139JRS5__HMPREF1073_04025
ERR1913314.50076__1.50076	357276__I9QBT7__BSEG_03340
ERR1913314.50143__1.50143	40518__R5DXH2__DXD83_10135
ERR1913314.50178__1.50178	187327__G4Q6P7__ACDG_01266
ERR1913314.50200__1.50200	1680__A0A087DHN0__AL0462_1532
ERR1913314.50256__1.50256	1150298__A0A174QS63__ERS852406_03087
ERR1913314.50246__1.50246	40518__R5DLJ7__lytR_4
ERR1913314.50324__1.50324	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913314.50329__1.50329	28117__B0MUR5__BHV66_03900
ERR1913314.50368__1.50368	820__A0A174F0C1__nreB
ERR1913314.50377__1.50377	39485__R5ZVC3__ERS852490_00250
ERR1913314.50385__1.50385	214856__A0A175A6T5__ERS852447_02658
ERR1913314.50387__1.50387	28116__A0A1G6G9R4__CUY_0131
ERR1913314.50388__1.50388	821__E5UY21__C800_02204
ERR1913314.50439__1.50439	823__D0TCC2__HMPREF1075_01590
ERR1913314.50515__1.50515	1680__R5GRA4__ERS852382_01548
ERR1913314.50558__1.50558	187327__G4Q440__pepD
ERR1913314.50644__1.50644	706562__GCA_900112995.1_01625
ERR1913314.50658__1.50658	187327__R6MDR1__ACDG_01982
ERR1913314.50792__1.50792	28118__F9Z332__NCTC10826_03194
ERR1913314.50942__1.50942	1262756__R5X1D0__BN568_02404
ERR1913314.50946__1.50946	187327__G4Q909__Acin_0465
ERR1913314.50975__1.50975	820__A0A3E4HWJ4__DXD40_05945
ERR1913314.51032__1.51032	1680__A0A087DHN0__AL0462_1532
ERR1913314.51008__1.51008	821__A0A174RA14__M099_1655
ERR1913314.51125__1.51125	216816__B7GPE8__I118_0062
ERR1913314.51141__1.51141	28117__B0MYW7__ALIPUT_02336
ERR1913314.51368__1.51368	40518__R5DVL2__penA
ERR1913314.51458__1.51458	28116__A7LXU0__HMPREF1070_00358
ERR1913314.51567__1.51567	820__A0A174CK74__DXB48_07060
ERR1913314.51619__1.51619	820__A0A374QGD2__ERS852421_02382
ERR1913314.51645__1.51645	820__A0A173W419__DXC68_17760
ERR1913314.51814__1.51814	936548__J1BC05__HMPREF1136_0730
ERR1913314.51966__1.51966	46506__B0NTR7__AA415_02733
ERR1913314.51972__1.51972	187327__G4Q394__ACDG_01705
ERR1913314.52047__1.52047	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.52078__1.52078	28116__A0A078Q626__HMPREF1070_02735
ERR1913314.52347__1.52347	40518__R5DQL2__RBATCC27255_00937
ERR1913314.52319__1.52319	40518__R5E6K5__speA
ERR1913314.52376__1.52376	820__A0A139KJR5__M093_4469
ERR1913314.52382__1.52382	556259__I0PYJ6__BSGG_5210
ERR1913314.52398__1.52398	820__A0A3E5E0T0__ERS852554_00312
ERR1913314.52595__1.52595	246787__E2N7F5__AA416_04404
ERR1913314.52738__1.52738	446660__GCA_003428235.1_00483
ERR1913314.52925__1.52925	39486__B0G932__DXD84_11630
ERR1913314.52934__1.52934	116085__D4JAV7__DW747_09940
ERR1913314.53024__1.53024	47678__R5UT83__DW706_09750
ERR1913314.53130__1.53130	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.53168__1.53168	820__A0A174CG08__DXB62_13215
ERR1913314.53188__1.53188	820__A0A374Q1D8__SAMN05444418_112114
ERR1913314.53273__1.53273	823__A0A078SYK6__DXB14_02485
ERR1913314.53378__1.53378	28026__C0BV24__DXC75_08705
ERR1913314.53545__1.53545	820__A0A3E4WCC2__lptB_1
ERR1913314.53592__1.53592	40518__R5E1J7__RBL236_02062
ERR1913314.53597__1.53597	187327__G4Q6U4__ACDG_01459
ERR1913314.53721__1.53721	1680__A0A173X776__B0070_1318
ERR1913314.53923__1.53923	418240__A0A173WVP8__acm
ERR1913314.54045__1.54045	1150298__A0A174BP05__murAA
ERR1913314.54061__1.54061	823__A0A174DZM1__DDY96_10310
ERR1913314.54086__1.54086	214856__R6Y9P5__ERS852559_01811
ERR1913314.54138__1.54138	187327__U2VMS3__ACDG_00972
ERR1913314.54228__1.54228	40518__R5DTJ1__DXD86_03635
ERR1913314.54286__1.54286	820__A0A173YYG4__evgS_3
ERR1913314.54346__1.54346	820__A0A174DZ97__SAMN05444418_101240
ERR1913314.54450__1.54450	301301__A0A395V8M7__ERS852391_00967
ERR1913314.54389__1.54389	28118__R6FCY1__DER54_07335
ERR1913314.54409__1.54409	187327__G4Q682__Acin_1672
ERR1913314.54426__1.54426	820__A0A3E4W4W5__ERS852554_02179
ERR1913314.54462__1.54462	1680__R5GRA4__ERS852382_01548
ERR1913314.54556__1.54556	187327__U2TUH7__ACDG_00970
ERR1913314.54565__1.54565	301301__A0A395V948__rsgA_2
ERR1913314.54650__1.54650	39491__A0A174LTW7__DXD13_08720
ERR1913314.54773__1.54773	821__A0A3E4HP25__SAMN04487923_102450
ERR1913314.54787__1.54787	28117__B0MTV5__BHV66_06415
ERR1913314.54828__1.54828	1603888__A0A133SCD1__HMPREF3201_02162
ERR1913314.55016__1.55016	292800__A0A174NR96__HMPREF0372_02342
ERR1913314.54929__1.54929	820__A0A139K8N1__ERS852554_00951
ERR1913314.55060__1.55060	40518__R5DME2__DXD86_07315
ERR1913314.55128__1.55128	39491__A0A395V6A3__DXB69_00505
ERR1913314.55152__1.55152	820__A0A174M9V5__M093_0237
ERR1913314.55153__1.55153	820__A7UYX8__DXD40_11635
ERR1913314.55240__1.55240	214856__R6YC22__ERS852447_01215
ERR1913314.55346__1.55346	1099853__G9S842__NSB1T_03200
ERR1913314.55470__1.55470	626929__R6MDM3__B5F24_06470
ERR1913314.55540__1.55540	239935__A0A2N8IVK9__CXU08_03750
ERR1913314.55781__1.55781	821__A0A396EVC9__DXB90_03525
ERR1913314.55895__1.55895	820__A0A3E4G826__C801_01612
ERR1913314.55946__1.55946	1150298__A0A174L2G3__ERS852498_01371
ERR1913314.55879__1.55879	649756__D4MYP6__DO83_09290
ERR1913314.56005__1.56005	357276__I8WFU9__BACDOR_02006
ERR1913314.56048__1.56048	821__A0A174NM17__lacZ_6
ERR1913314.55981__1.55981	820__A0A174CK74__DXB48_07060
ERR1913314.56127__1.56127	820__A0A139KJR5__M093_4469
ERR1913314.56135__1.56135	28116__A7LXU0__HMPREF1070_00358
ERR1913314.56188__1.56188	820__A0A3E4G826__C801_01612
ERR1913314.56243__1.56243	40518__R5DME2__DXD86_07315
ERR1913314.56268__1.56268	47678__R5UER2__CGC64_00710
ERR1913314.56279__1.56279	40518__R5DUJ5__DXD83_01635
ERR1913314.56287__1.56287	187327__G4Q5W1__thi80
ERR1913314.56288__1.56288	820__A0A3E4W980__M093_3873
ERR1913314.56374__1.56374	40518__R5E1J7__RBL236_02062
ERR1913314.56677__1.56677	46506__A0A120A0V1__DXC41_00280
ERR1913314.56685__1.56685	820__A0A3E4G3J9__ERS852459_02265
ERR1913314.56770__1.56770	1235835__R9LCU2__C814_02677
ERR1913314.56808__1.56808	487174__K0XG81__HMPREF9448_02274
ERR1913314.56820__1.56820	40518__R5DVL2__penA
ERR1913314.56909__1.56909	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913314.56985__1.56985	28116__A0A1Y4PWE4__M089_4352
ERR1913314.57205__1.57205	40518__R5DUJ5__DXD83_01635
ERR1913314.57356__1.57356	28117__B0MTS2__ALIPUT_00159
