ERR1913021.342__1.342	1262935__R5GDB4__BN773_01091
ERR1913021.50814__1.50814	1262889__R7HEG5__BN634_01757
ERR1913021.50847__1.50847	821__A0A3E4WAR6__DXD64_10735
ERR1913021.50885__1.50885	454154__G5SME1__HMPREF9441_00516
ERR1913021.50887__1.50887	1262935__R5GV51__BN773_00707
ERR1913021.50989__1.50989	823__A0A078SYK6__DXB14_02485
ERR1913021.51083__1.51083	821__A0A3E4WAR6__DXD64_10735
ERR1913021.51401__1.51401	853__A0A173XRA8__CGS56_09290
ERR1913021.51428__1.51428	40518__R5DNI6__RBATCC27255_00844
ERR1913021.51661__1.51661	871325__A0A1M4UBX1__SAMN05444349_10387
ERR1913021.51830__1.51830	291644__I9SS05__HMPREF1532_02661
ERR1913021.52578__1.52578	40518__R5DMZ0__DXD83_05610
ERR1913021.52608__1.52608	291644__I8Y742__susE
ERR1913021.52695__1.52695	39491__D6E4H2__DXB99_00485
ERR1913021.52810__1.52810	357276__A0A0K2HKT7__B5F95_21090
ERR1913021.52897__1.52897	357276__A0A0P0M2G3__BACDOR_03913
ERR1913021.52882__1.52882	28118__F9Z5D8__DHW44_13785
ERR1913021.53111__1.53111	357276__G5SMD3__BSEG_02959
ERR1913021.53161__1.53161	214856__R6XP73__ERS852447_00886
ERR1913021.53178__1.53178	40520__A0A396FSZ4__DXC87_11975
ERR1913021.53281__1.53281	820__A0A174M9V5__M093_0237
ERR1913021.53366__1.53366	291644__I9TER0__HMPREF1532_01526
ERR1913021.53608__1.53608	1262935__R5GRK6__BN773_01192
ERR1913021.53912__1.53912	820__A0A174TRB5__DXD40_11305
ERR1913021.54033__1.54033	165179__A0A3E5EAM5__DXC61_07785
ERR1913021.54457__1.54457	204516__U6RFV1__HMPREF1534_02560
ERR1913021.54467__1.54467	821__A0A174WBC9__ERS852556_03145
ERR1913021.54702__1.54702	291644__R5IZM2__HMPREF1071_04522
ERR1913021.54796__1.54796	821__I9R3W6__DXC16_12455
ERR1913021.54895__1.54895	357276__I9R4T1__IY41_06800
ERR1913021.54898__1.54898	1262886__R6Q800__BN563_00921
ERR1913021.54948__1.54948	1262935__R5GIS0__BN773_01547
ERR1913021.55064__1.55064	487174__K0WRH0__DDY40_05725
ERR1913021.55203__1.55203	40518__R5DW64__RBL236_01394
ERR1913021.55306__1.55306	39496__A5Z5I2__EUBVEN_00963
ERR1913021.55407__1.55407	357276__A0A076INK2__BSEG_04225
ERR1913021.55443__1.55443	821__A6L0C7__ERS852556_03520
ERR1913021.55608__1.55608	821__A0A3E4XY72__NCTC10583_01067
ERR1913021.55964__1.55964	821__A0A174WBC9__ERS852556_03145
ERR1913021.56111__1.56111	820__A0A1T4IY71__HMPREF2141_02402
ERR1913021.56202__1.56202	46228__V8C4J0__RUMLAC_00248
ERR1913021.56143__1.56143	1263000__R5ECL2__BN466_00920
ERR1913021.56502__1.56502	820__A0A174Q0F0__DXB48_08080
ERR1913021.56551__1.56551	46228__V8BPH3__RUMLAC_01268
ERR1913021.56740__1.56740	357276__I9F327__DXD47_22495
ERR1913021.56836__1.56836	291644__I9SQZ5__ERS852428_01656
ERR1913021.56413__1.56413	1262935__R5GVF6__BN773_00033
ERR1913021.56917__1.56917	29361__B6FRT6__CLONEX_02860
ERR1913021.57235__1.57235	357276__A0A0K2HDP3__IY41_00705
ERR1913021.57434__1.57434	46228__V8BM45__DXD17_14355
ERR1913021.57510__1.57510	204516__U6RDD8__HMPREF1534_02559
ERR1913021.57475__1.57475	357276__A0A076IP73__BACDOR_04237
ERR1913021.57523__1.57523	216816__B7GQF0__CE170_00160
ERR1913021.57621__1.57621	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.57638__1.57638	204516__U6RFV1__HMPREF1534_02560
ERR1913021.57872__1.57872	1262889__R7HDJ0__BN634_01493
ERR1913021.58036__1.58036	165179__A0A3E5AER8__DXB80_07075
ERR1913021.58608__1.58608	556259__I0PXW0__BSGG_5187
ERR1913021.58618__1.58618	1262889__R7HCK4__BN634_01783
ERR1913021.58866__1.58866	214856__E4MF20__Alfi_0697
ERR1913021.59105__1.59105	357276__I9G0T7__BACDOR_04266
ERR1913021.59223__1.59223	40518__R5DRY6__RB5AMG_00549
ERR1913021.59298__1.59298	28111__E5WWI4__HMPREF1016_01032
ERR1913021.59499__1.59499	40518__R5E328__DXD86_08885
ERR1913021.59587__1.59587	556259__E5C445__BSGG_0931
ERR1913021.59643__1.59643	1262886__R6Q673__BN563_00372
ERR1913021.59844__1.59844	301301__G2T1N2__ERS852391_00344
ERR1913021.59816__1.59816	357276__B6W1J2__BACDOR_03380
ERR1913021.60046__1.60046	33039__D4M1A4__ERS852502_00742
ERR1913021.60082__1.60082	357276__B6VYT9__HMPREF1063_05030
ERR1913021.60120__1.60120	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913021.60251__1.60251	821__A0A0P0LFP6__C5Z04_13890
ERR1913021.60276__1.60276	1262935__R5GS65__BN773_01399
ERR1913021.60335__1.60335	291645__I8XPK0__HMPREF1068_01554
ERR1913021.60542__1.60542	291644__R5J7N0__HMPREF1532_02343
ERR1913021.60557__1.60557	46503__R6X0P0__DXB61_03855
ERR1913021.60597__1.60597	291644__I9SRU5__HMPREF1532_02538
ERR1913021.60878__1.60878	371601__C3QME2__CW1_3650
ERR1913021.60935__1.60935	357276__A0A0M1W9N4__GV66_05135
ERR1913021.61087__1.61087	1501391__GCA_000786575.1_00137
ERR1913021.61187__1.61187	357276__I8WDF1__B5F00_02455
ERR1913021.61432__1.61432	820__A0A139KIL9__DXC68_05945
ERR1913021.61500__1.61500	552398__F4XAJ9__HMPREF0866_00317
ERR1913021.61581__1.61581	871324__A0A1M6FK35__SAMN05444350_11275
ERR1913021.61570__1.61570	39488__A0A173SQY9__minC
ERR1913021.61626__1.61626	1262889__R7H7F9__BN634_02079
ERR1913021.61684__1.61684	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.61694__1.61694	165179__A0A3E5EA43__DXC61_07775
ERR1913021.61696__1.61696	821__A0A174NM17__lacZ_6
ERR1913021.61733__1.61733	291644__I8YWR0__HMPREF1071_01375
ERR1913021.61762__1.61762	204516__U6RAM4__HMPREF1534_03439
ERR1913021.61932__1.61932	821__A6L0C7__ERS852556_03520
ERR1913021.62088__1.62088	40518__R5DVU7__RBL236_00839
ERR1913021.62149__1.62149	1262935__R5GS65__BN773_01399
ERR1913021.62150__1.62150	291644__I8Z037__ERS852428_00495
ERR1913021.62283__1.62283	821__A0A3E4HP25__SAMN04487923_102450
ERR1913021.62288__1.62288	821__U6RDC2__DXD46_15675
ERR1913021.62463__1.62463	821__A0A3E4HP25__SAMN04487923_102450
ERR1913021.62611__1.62611	823__A6LHK0__M090_1297
ERR1913021.62624__1.62624	487174__K0XG81__HMPREF9448_02274
ERR1913021.62733__1.62733	552398__F4XHU2__HMPREF0866_03196
ERR1913021.62967__1.62967	820__A0A3E4RU03__M093_0563
ERR1913021.63034__1.63034	1318__A0A0F3H725__HMPREF9962_0624
ERR1913021.63183__1.63183	357276__A0A076INK2__BSEG_04225
ERR1913021.63278__1.63278	384638__B7AVU0__BACPEC_02840
ERR1913021.63488__1.63488	1501391__GCA_000786575.1_00064
ERR1913021.63514__1.63514	1262935__R5GGT6__BN773_00922
ERR1913021.63823__1.63823	487174__K0XRP0__DDY40_09260
ERR1913021.63858__1.63858	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913021.63938__1.63938	39492__D4JUN0__EUBSIR_02705
ERR1913021.63966__1.63966	47678__A5ZGW9__HMPREF1061_01068
ERR1913021.64149__1.64149	821__A0A396F598__CUU_3259
ERR1913021.64150__1.64150	28117__B0MY45__ALIPUT_02164
ERR1913021.64260__1.64260	820__A0A3E4VXP2__yesR
ERR1913021.64364__1.64364	291644__I8Z4G9__ina_1
ERR1913021.64438__1.64438	357276__A0A0M1W4C0__DXD47_07095
ERR1913021.64479__1.64479	821__E5UY21__C800_02204
ERR1913021.64567__1.64567	820__A0A374QGD2__ERS852421_02382
ERR1913021.64571__1.64571	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.64579__1.64579	40518__R5DM08__DXD83_06415
ERR1913021.64637__1.64637	853__A8S882__C4N23_07600
ERR1913021.64650__1.64650	1262935__R5GH23__BN773_00804
ERR1913021.64689__1.64689	28117__R7JJM9__ALIPUT_00662
ERR1913021.64732__1.64732	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913021.64920__1.64920	47678__R5U8P0__DW706_15950
ERR1913021.64937__1.64937	820__A0A174CK74__DXB48_07060
ERR1913021.65242__1.65242	357276__I8VLL2__HMPREF1065_03395
ERR1913021.65352__1.65352	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.65644__1.65644	28111__R5K222__bglX_7
ERR1913021.65683__1.65683	1262825__R5E7C9__BN724_01626
ERR1913021.65776__1.65776	28111__R5K5Y3__BACEGG_03205
ERR1913021.65820__1.65820	454155__F3QSG2__HMPREF9442_01120
ERR1913021.66406__1.66406	166486__D4L082__yicI_5
ERR1913021.66432__1.66432	46503__B7B776__DXB85_00355
ERR1913021.66611__1.66611	820__A0A174CG08__DXB62_13215
ERR1913021.66661__1.66661	239935__A0A2N8HUU6__CXT90_06150
ERR1913021.66877__1.66877	46228__V8CB83__RUMLAC_02479
ERR1913021.67037__1.67037	820__A0A174P0L5__glcK_3
ERR1913021.67201__1.67201	357276__A0A076IXE0__HMPREF1064_04364
ERR1913021.67354__1.67354	823__A0A355XKQ8__DHP27_04010
ERR1913021.67511__1.67511	39492__D4JX87__EUBSIR_00361
ERR1913021.67656__1.67656	357276__A0A0K2HDV9__DXD47_02600
ERR1913021.67661__1.67661	1262889__R7HCV1__BN634_01227
ERR1913021.68013__1.68013	46228__B5CPV4__DXD17_07415
ERR1913021.68427__1.68427	357276__A0A076J8M3__ABI39_13695
ERR1913021.68481__1.68481	39492__R6SPM9__pheT
ERR1913021.68726__1.68726	291644__R5JAW4__HMPREF1071_01744
ERR1913021.68787__1.68787	357276__A0A0K2HI42__ABI39_06975
ERR1913021.69004__1.69004	166486__D4L2T9__lytM
ERR1913021.69018__1.69018	28111__R5JUK8__NCTC11155_02515
ERR1913021.69105__1.69105	820__R9I2U8__DXC68_09590
ERR1913021.69480__1.69480	291644__I9SJB6__HMPREF1532_04086
ERR1913021.69622__1.69622	204516__U6RDD8__HMPREF1534_02559
ERR1913021.69667__1.69667	1262945__R6YT34__BN600_00889
ERR1913021.69871__1.69871	821__D4VC51__M099_1508
ERR1913021.69940__1.69940	1262825__R5E090__BN724_01145
ERR1913021.70043__1.70043	204516__U6RPN2__HMPREF1534_00368
ERR1913021.70039__1.70039	39492__A0A174ZP27__EUBSIR_00033
ERR1913021.70087__1.70087	1262825__R5E9H3__BN724_00255
ERR1913021.70369__1.70369	823__A0A355XKQ8__DHP27_04010
ERR1913021.70517__1.70517	821__E5UPR6__SAMN04487923_101768
ERR1913021.70718__1.70718	47678__R5UWN2__BACCAC_01649
ERR1913021.70833__1.70833	1262886__R6QHX8__BN563_00685
ERR1913021.71086__1.71086	1628085__A0A3E2Y1H6__C7386_104158
ERR1913021.71150__1.71150	204516__U6RDD8__HMPREF1534_02559
ERR1913021.71244__1.71244	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.71402__1.71402	1628085__A0A2U1BCQ4__C7386_10768
ERR1913021.71474__1.71474	1262911__R6GPC5__BN557_00852
ERR1913021.71513__1.71513	40518__R5DS23__DXD86_01715
ERR1913021.71616__1.71616	1547597__A0A0C3NK89__BA92_01830
ERR1913021.71796__1.71796	28116__A7LS06__HMPREF2532_04668
ERR1913021.71828__1.71828	1262992__R5CXM7__BN795_01016
ERR1913021.71965__1.71965	820__A0A3E4VXP2__yesR
ERR1913021.71990__1.71990	1262980__R5BQ24__BN814_00064
ERR1913021.72128__1.72128	357276__A0A1Y3Z6X3__GV66_07715
ERR1913021.72159__1.72159	39492__D4JR58__EUBSIR_02090
ERR1913021.72169__1.72169	1262992__R5CXM8__BN795_01024
ERR1913021.72226__1.72226	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913021.72315__1.72315	1262886__R6QHD5__BN563_00547
ERR1913021.72327__1.72327	821__D4VC51__M099_1508
ERR1913021.72504__1.72504	823__D0T9E4__DHW69_09115
ERR1913021.72564__1.72564	301301__A0A395VAJ9__RHOM_06125
ERR1913021.72603__1.72603	1628085__A0A1C6AZZ4__C7386_101481
ERR1913021.72800__1.72800	28111__E5X333__NCTC11155_03016
ERR1913021.73223__1.73223	649756__A0A173TB83__HMPREF0369_01758
ERR1913021.73371__1.73371	544644__GCA_001915615.1_02253
ERR1913021.73448__1.73448	820__A0A173YYG4__evgS_3
ERR1913021.73593__1.73593	47678__R5UT79__ERS852558_03890
ERR1913021.73673__1.73673	487174__R5EXS5__HMPREF9448_02541
ERR1913021.73753__1.73753	1262911__R6H1D2__BN557_00855
ERR1913021.73911__1.73911	246787__A0A3D6B182__HMPREF1062_00600
ERR1913021.74010__1.74010	1263011__R6DRV2__BN553_01393
ERR1913021.74238__1.74238	46228__V8BRM9__HMPREF1202_02379
ERR1913021.74330__1.74330	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913021.74338__1.74338	556259__I0PYM3__BSGG_5385
ERR1913021.74519__1.74519	1262935__R5GDY7__BN773_01336
ERR1913021.74690__1.74690	544645__A0A1Y3VSQ7__DXC42_05530
ERR1913021.74704__1.74704	1262935__R5GM63__BN773_00882
ERR1913021.74814__1.74814	46228__V8CE19__DXD17_01950
ERR1913021.74930__1.74930	1263011__R6DWR3__BN553_00805
ERR1913021.74943__1.74943	821__D4VD59__BHV80_04260
ERR1913021.75100__1.75100	39491__A0A396FF17__EUR_31400
ERR1913021.75162__1.75162	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913021.75250__1.75250	39491__A0A174EQV2__DXB69_10230
ERR1913021.75264__1.75264	1262935__R5GK32__BN773_00174
ERR1913021.75423__1.75423	357276__I9G0T7__BACDOR_04266
ERR1913021.75462__1.75462	1262889__R7HD81__BN634_00648
ERR1913021.75465__1.75465	33039__D4M4L7__ripA
ERR1913021.75610__1.75610	1262889__R7H9T7__BN634_00025
ERR1913021.75833__1.75833	357276__I9QBT7__BSEG_03340
ERR1913021.75859__1.75859	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.75889__1.75889	853__C7H7F5__DWZ46_01780
ERR1913021.76066__1.76066	357276__B6VW91__BACDOR_01584
ERR1913021.76095__1.76095	357276__B6W1Y1__BSEG_03960
ERR1913021.76208__1.76208	1262888__R6P8F1__BN582_00430
ERR1913021.76516__1.76516	46228__B5CNQ2__HMPREF1202_00124
ERR1913021.76890__1.76890	487174__K0XH97__HMPREF9448_01909
ERR1913021.77070__1.77070	2173__R7PV46__BK798_00245
ERR1913021.77232__1.77232	821__A0A3E4XY72__NCTC10583_01067
ERR1913021.77263__1.77263	39492__D4JWX2__accB
ERR1913021.77340__1.77340	357276__I8WAB8__B5F00_08100
ERR1913021.77544__1.77544	46506__B0NQN6__AA415_00632
ERR1913021.77658__1.77658	1759399__A0A127TR37__ATM98_01080
ERR1913021.77671__1.77671	487173__H1CXZ3__HMPREF9453_00231
ERR1913021.77726__1.77726	745368__A0A1T4Y388__SAMN02745178_02684
ERR1913021.77700__1.77700	1262935__R5GDB4__BN773_01091
ERR1913021.77750__1.77750	39492__D4JR58__EUBSIR_02090
ERR1913021.77896__1.77896	2293125__A0A374BSW4__DW917_13420
ERR1913021.78163__1.78163	823__D0TGD9__hpt
ERR1913021.78173__1.78173	214856__A0A174FMT0__ERS852559_02565
ERR1913021.78342__1.78342	357276__A0A0K2HJA6__DXD47_07320
ERR1913021.78494__1.78494	1262935__R5GT62__BN773_01738
ERR1913021.78730__1.78730	1262889__R7HAQ6__BN634_02130
ERR1913021.78914__1.78914	454155__F3QX32__HMPREF9442_02766
ERR1913021.79109__1.79109	2293125__A0A374C671__DW917_09135
ERR1913021.79088__1.79088	649756__A0A173UBD8__ytpA
ERR1913021.79651__1.79651	28118__R6EZY7__B5F99_12680
ERR1913021.79685__1.79685	1262889__R7HCR1__BN634_01576
ERR1913021.79711__1.79711	47678__R5U7X8__C5Z00_18270
ERR1913021.79761__1.79761	821__R9HFW2__DXD01_00365
ERR1913021.79922__1.79922	821__A0A174WBC9__ERS852556_03145
ERR1913021.80016__1.80016	291644__I9T2X9__HMPREF1071_02431
ERR1913021.80035__1.80035	39492__D4JR20__trmD
ERR1913021.80263__1.80263	410072__C0B8G3__DXD67_01535
ERR1913021.80564__1.80564	291644__I9T671__HMPREF1071_02076
ERR1913021.80546__1.80546	1262935__R5GUZ2__BN773_00533
ERR1913021.80756__1.80756	1262935__R5GR54__BN773_00986
ERR1913021.81392__1.81392	357276__C3R5A0__B5F00_02960
ERR1913021.81398__1.81398	821__A0A395VMG0__DXC44_18080
ERR1913021.81445__1.81445	291644__R5J2A9__HMPREF1071_01590
ERR1913021.81555__1.81555	1262889__R7HEB0__BN634_01682
ERR1913021.81704__1.81704	357276__A0A076INK2__BSEG_04225
ERR1913021.81817__1.81817	821__A0A396F598__CUU_3259
ERR1913021.81859__1.81859	820__A0A174Q0F0__DXB48_08080
ERR1913021.81908__1.81908	1262935__R5GLV1__BN773_00773
ERR1913021.81875__1.81875	820__A0A139K5E7__DXC68_09550
ERR1913021.82076__1.82076	46228__V8C5S1__RUMLAC_02063
ERR1913021.82090__1.82090	40518__R5DSI5__fieF
ERR1913021.82110__1.82110	357276__I9QBT7__BSEG_03340
ERR1913021.82205__1.82205	204516__U6R898__HMPREF1534_03335
ERR1913021.82223__1.82223	1262935__R5GEM8__BN773_01536
ERR1913021.82305__1.82305	357276__C3R5C9__HMPREF1063_00213
ERR1913021.82399__1.82399	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913021.82405__1.82405	2293125__A0A374BSW4__DW917_13420
ERR1913021.82432__1.82432	853__A0A2A7B9I6__DW855_13690
ERR1913021.82765__1.82765	357276__D1K526__GV66_17250
ERR1913021.82909__1.82909	1735__B7C799__EUBIFOR_00046
ERR1913021.82972__1.82972	357276__B6W1J2__BACDOR_03380
ERR1913021.83544__1.83544	1262825__R5DYW1__BN724_00868
ERR1913021.83746__1.83746	818__A0A0P0EV21__NCTC13706_01181
ERR1913021.83757__1.83757	357276__I8WHY2__HMPREF1063_00555
ERR1913021.83878__1.83878	46228__B5CKX6__RUMLAC_00090
ERR1913021.83946__1.83946	46506__B0NUC3__SAMN05444283_1019
ERR1913021.83972__1.83972	1262889__R7HD12__BN634_00607
ERR1913021.84118__1.84118	410072__A0A3E4GPR9__ERS852481_01341
ERR1913021.84123__1.84123	454155__F3QX42__HMPREF9442_02776
ERR1913021.84128__1.84128	28117__R7JG17__ALIPUT_01859
ERR1913021.84369__1.84369	39486__R6SFA1__DXC93_11325
ERR1913021.84388__1.84388	357276__D1JY58__BACDOR_04277
ERR1913021.84564__1.84564	28118__R6FCY1__DER54_07335
ERR1913021.84614__1.84614	1160721__A0A1C6DCM8__RBI_I01997
ERR1913021.84736__1.84736	357276__B6W1J2__BACDOR_03380
ERR1913021.84794__1.84794	357276__A0A076IN30__DXD47_09350
ERR1913021.84802__1.84802	454155__F3QV78__HMPREF9442_02103
ERR1913021.84870__1.84870	821__I9R3W6__DXC16_12455
ERR1913021.84963__1.84963	357276__I8VLL2__HMPREF1065_03395
ERR1913021.85013__1.85013	357276__A0A076ISJ4__B5F95_19420
ERR1913021.85117__1.85117	40518__R5DUU2__yvhJ_2
ERR1913021.85184__1.85184	487175__D9Y3G5__HMPREF9439_00147
ERR1913021.85245__1.85245	357276__I8WML9__DXD47_10570
ERR1913021.85340__1.85340	291644__I8YXS6__HMPREF1071_01285
ERR1913021.85688__1.85688	214856__R6XS46__ERS852559_00812
ERR1913021.85827__1.85827	823__E1YSG0__DHP27_00465
ERR1913021.86130__1.86130	821__A0A174NM17__lacZ_6
ERR1913021.86272__1.86272	46506__B0NM04__DXC41_13195
ERR1913021.86555__1.86555	820__A7VAS1__HMPREF2141_03259
ERR1913021.86770__1.86770	1262889__R7HDL3__BN634_01924
ERR1913021.86784__1.86784	47678__A5ZGW9__HMPREF1061_01068
ERR1913021.86961__1.86961	1262736__R5YCP0__BN496_00404
ERR1913021.87237__1.87237	454154__G5ST56__HMPREF9441_02556
ERR1913021.87495__1.87495	2293125__A0A374C3L4__DW917_09100
ERR1913021.87779__1.87779	853__A0A173RZ39__C4N22_01650
ERR1913021.87788__1.87788	823__A0A395YQ63__B5F32_15335
ERR1913021.87797__1.87797	821__A0A3E4WAR6__DXD64_10735
ERR1913021.87894__1.87894	1262889__R7HFT7__BN634_01537
ERR1913021.87916__1.87916	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913021.87974__1.87974	47678__R5U7A9__C5Z00_03635
ERR1913021.88182__1.88182	823__A0A355XF06__B5F32_11480
ERR1913021.88213__1.88213	291644__R5IZM2__HMPREF1071_04522
ERR1913021.88326__1.88326	454155__F3QPY8__HMPREF9442_00225
ERR1913021.88369__1.88369	357276__B6W5Q7__DXD47_13945
ERR1913021.88436__1.88436	357276__I9F327__DXD47_22495
ERR1913021.88559__1.88559	28117__R7JIJ8__BHV66_01635
ERR1913021.88596__1.88596	28117__B0MTH2__ALIPUT_00061
ERR1913021.88626__1.88626	1262886__R6Q824__BN563_00941
ERR1913021.88690__1.88690	820__A0A139K4W5__HMPREF2141_02394
ERR1913021.88942__1.88942	1263044__GCA_000433375.1_00023
ERR1913021.89012__1.89012	47678__R5UES3__CGC64_00760
ERR1913021.89037__1.89037	46228__V8C6B2__DXD17_09805
ERR1913021.89263__1.89263	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.89355__1.89355	820__A0A3E4WA06__ERS852554_03404
ERR1913021.89445__1.89445	357276__B6W5Q9__HMPREF1063_03125
ERR1913021.89637__1.89637	1501391__GCA_000786575.1_00156
ERR1913021.89741__1.89741	106588__A6P303__BACCAP_04887
ERR1913021.89832__1.89832	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913021.90037__1.90037	2293125__A0A374BSW4__DW917_13420
ERR1913021.90052__1.90052	1262886__R6QNV6__BN563_00627
ERR1913021.90079__1.90079	46228__V8C4T8__RUMLAC_02058
ERR1913021.90419__1.90419	823__A0A174PDQ0__DXC05_08200
ERR1913021.90454__1.90454	291644__I8Y011__HMPREF1071_04228
ERR1913021.90474__1.90474	39492__B0MNQ2__EUBSIR_01459
ERR1913021.90602__1.90602	1262886__R6QJR0__BN563_01268
ERR1913021.90606__1.90606	821__A0A174T998__DXB82_10860
ERR1913021.90797__1.90797	1235835__R9LCU2__C814_02677
ERR1913021.90862__1.90862	40518__R5E2R8__nnr_2
ERR1913021.90907__1.90907	28111__R5K222__bglX_7
ERR1913021.91011__1.91011	1262743__R5C054__BN727_01980
ERR1913021.91104__1.91104	2094__A0A0C6G6L1__MARG_2280
ERR1913021.91259__1.91259	821__A0A396F9T7__M097_3427
ERR1913021.91520__1.91520	823__A0A174LWY0__lepB
ERR1913021.91578__1.91578	487174__K0X551__HMPREF9448_02151
ERR1913021.91623__1.91623	820__A0A174G065__DXB62_08975
ERR1913021.91718__1.91718	291644__I9T9Y0__HMPREF1071_01813
ERR1913021.91973__1.91973	357276__B6W1Y5__IY41_11405
ERR1913021.91992__1.91992	487174__R5F3K6__DDY40_04230
ERR1913021.92070__1.92070	46228__B5CTE4__DXD17_12795
ERR1913021.92081__1.92081	1547597__A0A0C3R208__BA92_13275
ERR1913021.92239__1.92239	46503__R6WU62__PARMER_00182
ERR1913021.92320__1.92320	1262825__R5ECD5__BN724_02213
ERR1913021.92443__1.92443	40518__R5DX17__DXD86_01230
ERR1913021.92459__1.92459	823__A0A174PLE5__DXD05_03010
ERR1913021.92614__1.92614	357276__I9RHT4__EL88_09235
ERR1913021.92699__1.92699	39492__D4JRZ7__smc
ERR1913021.92907__1.92907	1262886__R6Q6F8__BN563_00477
ERR1913021.93126__1.93126	357276__A0A0K2HKT7__B5F95_21090
ERR1913021.93158__1.93158	371601__R6KBI9__SAMN05216250_110102
ERR1913021.93476__1.93476	821__A0A396F598__CUU_3259
ERR1913021.93488__1.93488	823__A0A174RH99__ERS852380_00691
ERR1913021.93496__1.93496	2293125__A0A374BSW4__DW917_13420
ERR1913021.93530__1.93530	1262886__R6QNJ6__BN563_00594
ERR1913021.93576__1.93576	28111__R5K5Y3__BACEGG_03205
ERR1913021.93748__1.93748	823__A0A073I748__M096_3057
ERR1913021.93789__1.93789	1262935__R5GUD0__BN773_00454
ERR1913021.93884__1.93884	1262889__R7HFT7__BN634_01537
ERR1913021.93893__1.93893	46228__V8BQP5__HMPREF1202_02378
ERR1913021.94224__1.94224	357276__C3R9Y0__HMPREF1064_01889
ERR1913021.94255__1.94255	261299__B0AA04__CLOBAR_01466
ERR1913021.94321__1.94321	246787__A0A0P0FV02__AA416_03728
ERR1913021.94666__1.94666	28111__R5K5Y0__NCTC11155_03071
ERR1913021.95132__1.95132	823__D7IT19__DHP27_03495
ERR1913021.95296__1.95296	28116__A0A1Y4PWN5__M088_3731
ERR1913021.95307__1.95307	39492__D4JRL2__ERS852540_01608
ERR1913021.95405__1.95405	821__U6RDC2__DXD46_15675
ERR1913021.95430__1.95430	823__A0A174PAQ4__ERS852429_04218
ERR1913021.95447__1.95447	2293125__A0A374BSW4__DW917_13420
ERR1913021.95570__1.95570	28111__E5WUE9__NCTC11155_01729
ERR1913021.95636__1.95636	454155__F3QV78__HMPREF9442_02103
ERR1913021.95832__1.95832	33039__A0A174Z4G4__ERS852530_00994
ERR1913021.95838__1.95838	46228__B5CL89__RUMLAC_00210
ERR1913021.96000__1.96000	1897011__A0A1Q6RE67__BHW41_04635
ERR1913021.96188__1.96188	246787__A0A3D6AS39__ina
ERR1913021.96347__1.96347	28111__R5JN40__HMPREF1016_01803
ERR1913021.96570__1.96570	35833__S2KTV4__HMPREF0179_05216
ERR1913021.96652__1.96652	113107__E7S9E0__HMPREF9421_0696
ERR1913021.96718__1.96718	357276__D1K3K9__EL88_23995
ERR1913021.96759__1.96759	1628085__A0A2U1BFW2__C7386_10288
ERR1913021.96773__1.96773	1262935__R5GIS0__BN773_01547
ERR1913021.96788__1.96788	239935__A0A2N8I694__CXU04_06245
ERR1913021.96910__1.96910	204516__U6RFV1__HMPREF1534_02560
ERR1913021.96937__1.96937	46228__V8CCX0__HMPREF1202_00620
ERR1913021.97116__1.97116	823__C7XBX3__HMPREF1059_03212
ERR1913021.97233__1.97233	47678__R5U9Z0__HMPREF1061_03210
ERR1913021.97299__1.97299	487174__K0WZU9__HMPREF9448_01159
ERR1913021.97342__1.97342	853__D4JY61__C4N21_10560
ERR1913021.97416__1.97416	1262889__R7HA08__BN634_00271
ERR1913021.97830__1.97830	487174__K0XJ34__DDY40_06890
ERR1913021.97865__1.97865	47678__R5UAI1__BACCAC_01922
ERR1913021.97920__1.97920	246787__A0A120A560__BACCELL_01375
ERR1913021.98038__1.98038	39492__D4JTG7__EUBSIR_00572
ERR1913021.98320__1.98320	1262889__R7HDN9__BN634_01543
ERR1913021.98389__1.98389	40518__R5DZB3__RB5AMG_01719
ERR1913021.98391__1.98391	204516__U6RFV1__HMPREF1534_02560
