ERR1913021.161__1.161	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913021.48284__1.48284	823__D7ILK2__ERS852380_00031
ERR1913021.48333__1.48333	1262935__R5GJC7__BN773_01761
ERR1913021.48605__1.48605	823__A0A078SYK6__DXB14_02485
ERR1913021.48789__1.48789	1547597__A0A0C3MGR5__DMB45_01965
ERR1913021.48820__1.48820	40520__R7D8F5__DXC87_14065
ERR1913021.48805__1.48805	1262958__R7H5A2__BN645_00044
ERR1913021.49104__1.49104	1262888__R6PMV6__BN582_00426
ERR1913021.49092__1.49092	487174__R5EPJ7__HMPREF9448_00444
ERR1913021.49568__1.49568	671267__R9ICM6__C802_00589
ERR1913021.49592__1.49592	1262889__R7H7F9__BN634_02079
ERR1913021.49749__1.49749	1262888__R6PSF8__BN582_01403
ERR1913021.49800__1.49800	1262935__R5GDY7__BN773_01336
ERR1913021.49896__1.49896	1897011__A0A1Q6RI93__BHW41_01175
ERR1913021.49901__1.49901	357276__C3R9Y0__HMPREF1064_01889
ERR1913021.49939__1.49939	360807__A0A0M6WIL3__ERS852444_01365
ERR1913021.50027__1.50027	166486__D4KJ39__ERS852572_02622
ERR1913021.50099__1.50099	46228__V8C3Z1__RUMLAC_02619
ERR1913021.50187__1.50187	1263000__R5EXT3__BN466_02213
ERR1913021.50215__1.50215	823__A0A395YQ63__B5F32_15335
ERR1913021.50222__1.50222	357276__B6VYT9__HMPREF1063_05030
ERR1913021.50733__1.50733	47678__R5U3V5__DW706_14455
ERR1913021.50752__1.50752	39492__A0A174ZP27__EUBSIR_00033
ERR1913021.50814__1.50814	1262889__R7HEG5__BN634_01757
ERR1913021.50847__1.50847	821__A0A3E4WAR6__DXD64_10735
ERR1913021.50885__1.50885	454154__G5SME1__HMPREF9441_00516
ERR1913021.50989__1.50989	823__A0A078SYK6__DXB14_02485
ERR1913021.51222__1.51222	357276__B6W1Y5__IY41_11405
ERR1913021.51401__1.51401	853__A0A173XRA8__CGS56_09290
ERR1913021.51661__1.51661	871325__A0A1M4UBX1__SAMN05444349_10387
ERR1913021.51666__1.51666	1235790__S0J8L6__C805_00148
ERR1913021.51795__1.51795	487174__K0X353__DIT83_07800
ERR1913021.51891__1.51891	671232__U2Y2F7__ANG1_1657
ERR1913021.52321__1.52321	204516__U6R8I1__HMPREF1534_03341
ERR1913021.52407__1.52407	1262945__R6YJW5__BN600_00526
ERR1913021.52437__1.52437	2293125__A0A374CLA5__DW917_01130
ERR1913021.52578__1.52578	40518__R5DMZ0__DXD83_05610
ERR1913021.52661__1.52661	28111__E5X120__NCTC11155_02427
ERR1913021.52695__1.52695	39491__D6E4H2__DXB99_00485
ERR1913021.52810__1.52810	357276__A0A0K2HKT7__B5F95_21090
ERR1913021.52812__1.52812	384638__B7APR1__BACPEC_00667
ERR1913021.53111__1.53111	357276__G5SMD3__BSEG_02959
ERR1913021.53161__1.53161	214856__R6XP73__ERS852447_00886
ERR1913021.53170__1.53170	291644__I8Y0K6__HMPREF1532_04085
ERR1913021.53178__1.53178	40520__A0A396FSZ4__DXC87_11975
ERR1913021.53281__1.53281	820__A0A174M9V5__M093_0237
ERR1913021.53366__1.53366	291644__I9TER0__HMPREF1532_01526
ERR1913021.53410__1.53410	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913021.53657__1.53657	39492__R6SA81__EUBSIR_00402
ERR1913021.54033__1.54033	165179__A0A3E5EAM5__DXC61_07785
ERR1913021.54457__1.54457	204516__U6RFV1__HMPREF1534_02560
ERR1913021.54467__1.54467	821__A0A174WBC9__ERS852556_03145
ERR1913021.54702__1.54702	291644__R5IZM2__HMPREF1071_04522
ERR1913021.54748__1.54748	823__A0A355XKR1__DHP27_04035
ERR1913021.54796__1.54796	821__I9R3W6__DXC16_12455
ERR1913021.54898__1.54898	1262886__R6Q800__BN563_00921
ERR1913021.54895__1.54895	357276__I9R4T1__IY41_06800
ERR1913021.54948__1.54948	1262935__R5GIS0__BN773_01547
ERR1913021.55064__1.55064	487174__K0WRH0__DDY40_05725
ERR1913021.55203__1.55203	40518__R5DW64__RBL236_01394
ERR1913021.55407__1.55407	357276__A0A076INK2__BSEG_04225
ERR1913021.55443__1.55443	821__A6L0C7__ERS852556_03520
ERR1913021.55558__1.55558	33039__D4M0U9__mucD
ERR1913021.55608__1.55608	821__A0A3E4XY72__NCTC10583_01067
ERR1913021.55964__1.55964	821__A0A174WBC9__ERS852556_03145
ERR1913021.56059__1.56059	46228__B5CP96__RUMLAC_01287
ERR1913021.56111__1.56111	820__A0A1T4IY71__HMPREF2141_02402
ERR1913021.56502__1.56502	820__A0A174Q0F0__DXB48_08080
ERR1913021.56551__1.56551	46228__V8BPH3__RUMLAC_01268
ERR1913021.56680__1.56680	246787__R6K7I2__BcellWH2_03256
ERR1913021.56740__1.56740	357276__I9F327__DXD47_22495
ERR1913021.56826__1.56826	28118__F9Z7P4__B5F99_17665
ERR1913021.56836__1.56836	291644__I9SQZ5__ERS852428_01656
ERR1913021.56854__1.56854	821__A0A174AYT0__DXC02_03530
ERR1913021.57235__1.57235	357276__A0A0K2HDP3__IY41_00705
ERR1913021.57306__1.57306	1263000__R5EFA7__BN466_01197
ERR1913021.57434__1.57434	46228__V8BM45__DXD17_14355
ERR1913021.57510__1.57510	204516__U6RDD8__HMPREF1534_02559
ERR1913021.57475__1.57475	357276__A0A076IP73__BACDOR_04237
ERR1913021.57589__1.57589	1262889__R7HAY6__BN634_02225
ERR1913021.57621__1.57621	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.57872__1.57872	1262889__R7HDJ0__BN634_01493
ERR1913021.58036__1.58036	165179__A0A3E5AER8__DXB80_07075
ERR1913021.58098__1.58098	418240__R7CEI8__ERS852523_02541
ERR1913021.58256__1.58256	28117__B0MXX3__BHV66_07695
ERR1913021.58286__1.58286	1262935__R5GUE2__BN773_00325
ERR1913021.58608__1.58608	556259__I0PYM3__BSGG_5385
ERR1913021.58671__1.58671	1262935__R5GLG0__BN773_00612
ERR1913021.59072__1.59072	1262935__R5GT45__BN773_01713
ERR1913021.59223__1.59223	40518__R5DRY6__RB5AMG_00549
ERR1913021.59298__1.59298	28111__E5WWI4__HMPREF1016_01032
ERR1913021.59380__1.59380	1262935__R5GL68__BN773_00556
ERR1913021.59499__1.59499	40518__R5E328__DXD86_08885
ERR1913021.59587__1.59587	556259__E5C445__BSGG_0931
ERR1913021.59643__1.59643	1262886__R6Q673__BN563_00372
ERR1913021.59844__1.59844	301301__G2T1N2__ERS852391_00344
ERR1913021.60082__1.60082	357276__B6VYT9__HMPREF1063_05030
ERR1913021.60120__1.60120	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913021.60276__1.60276	1262935__R5GS65__BN773_01399
ERR1913021.60251__1.60251	821__A0A0P0LFP6__C5Z04_13890
ERR1913021.60255__1.60255	818__A0A139KDW2__HMPREF2534_02537
ERR1913021.60258__1.60258	853__A0A173YYY4__DWZ04_09420
ERR1913021.60335__1.60335	291645__I8XPK0__HMPREF1068_01554
ERR1913021.60557__1.60557	46503__R6X8R7__PARMER_00141
ERR1913021.60542__1.60542	291644__R5J7N0__HMPREF1532_02343
ERR1913021.60597__1.60597	291644__I9SRU5__HMPREF1532_02538
ERR1913021.60878__1.60878	371601__C3QME2__CW1_3650
ERR1913021.60935__1.60935	357276__A0A0M1W9N4__GV66_05135
ERR1913021.61595__1.61595	46506__S3YD95__AA415_02538
ERR1913021.61597__1.61597	487174__K0X2Y1__lepB
ERR1913021.61626__1.61626	1262889__R7H7F9__BN634_02079
ERR1913021.61694__1.61694	165179__A0A3E5EA43__DXC61_07775
ERR1913021.61696__1.61696	821__A0A174NM17__lacZ_6
ERR1913021.61733__1.61733	291644__I8YWR0__HMPREF1071_01375
ERR1913021.61762__1.61762	204516__U6RAM4__HMPREF1534_03439
ERR1913021.61862__1.61862	820__A0A139K8N1__ERS852554_00951
ERR1913021.61893__1.61893	853__A0A2A7B1Y7__C7K05_11930
ERR1913021.61932__1.61932	821__A6L0C7__ERS852556_03520
ERR1913021.61973__1.61973	1262882__R5MH62__BN519_00734
ERR1913021.62088__1.62088	40518__R5DVU7__RBL236_00839
ERR1913021.62314__1.62314	214856__A0A174C683__ERS852559_00523
ERR1913021.62283__1.62283	821__A0A3E4HP25__SAMN04487923_102450
ERR1913021.62288__1.62288	821__U6RDC2__DXD46_15675
ERR1913021.62463__1.62463	821__A0A3E4HP25__SAMN04487923_102450
ERR1913021.62624__1.62624	487174__K0XG81__HMPREF9448_02274
ERR1913021.62698__1.62698	1680__A0A1X3A7D3__AD0028_1139
ERR1913021.62733__1.62733	552398__F4XHU2__HMPREF0866_03196
ERR1913021.62967__1.62967	820__A0A3E4RU03__M093_0563
ERR1913021.63034__1.63034	1318__A0A0F3H725__HMPREF9962_0624
ERR1913021.63131__1.63131	39492__D4JWA3__ERS852540_01332
ERR1913021.63183__1.63183	357276__A0A076INK2__BSEG_04225
ERR1913021.63211__1.63211	1262889__R7H927__BN634_00660
ERR1913021.63278__1.63278	384638__B7AVU0__BACPEC_02840
ERR1913021.63488__1.63488	1501391__GCA_000786575.1_00064
ERR1913021.63514__1.63514	1262935__R5GGT6__BN773_00922
ERR1913021.63886__1.63886	820__A0A3E4W4W5__ERS852554_02179
ERR1913021.63938__1.63938	39492__D4JUN0__EUBSIR_02705
ERR1913021.63966__1.63966	47678__A5ZGW9__HMPREF1061_01068
ERR1913021.64149__1.64149	821__A0A396F598__CUU_3259
ERR1913021.64260__1.64260	820__A0A3E4VXP2__yesR
ERR1913021.64268__1.64268	28118__F9Z9B0__SAMEA44545918_02179
ERR1913021.64364__1.64364	291644__I8Z4G9__ina_1
ERR1913021.64438__1.64438	357276__A0A0M1W4C0__DXD47_07095
ERR1913021.64479__1.64479	821__E5UY21__C800_02204
ERR1913021.64566__1.64566	1262888__R6QGP8__BN582_01192
ERR1913021.64567__1.64567	820__A0A374QGD2__ERS852421_02382
ERR1913021.64571__1.64571	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.64661__1.64661	1262911__R6H2J2__BN557_01228
ERR1913021.64637__1.64637	853__A8S882__C4N23_07600
ERR1913021.64689__1.64689	28117__R7JJM9__ALIPUT_00662
ERR1913021.64732__1.64732	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913021.64849__1.64849	1262889__R7HA79__BN634_01068
ERR1913021.64920__1.64920	47678__R5U8P0__DW706_15950
ERR1913021.64937__1.64937	820__A0A174CK74__DXB48_07060
ERR1913021.65063__1.65063	39492__D4MIY5__EUBSIR_00233
ERR1913021.65352__1.65352	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.65683__1.65683	1262825__R5E7C9__BN724_01626
ERR1913021.65703__1.65703	1263006__R6MQA3__BN515_02104
ERR1913021.65776__1.65776	28111__R5K5Y3__BACEGG_03205
ERR1913021.65824__1.65824	820__A0A1T4IY71__HMPREF2141_02402
ERR1913021.66031__1.66031	821__A0A3E4XY72__NCTC10583_01067
ERR1913021.66054__1.66054	28111__E5WXY3__NCTC11155_00116
ERR1913021.66289__1.66289	357276__A0A076IXE0__HMPREF1064_04364
ERR1913021.66406__1.66406	166486__D4L082__yicI_5
ERR1913021.66432__1.66432	46503__B7B776__DXB85_00355
ERR1913021.66611__1.66611	820__A0A174CG08__DXB62_13215
ERR1913021.66791__1.66791	820__A0A174NUS8__DXC80_12885
ERR1913021.67037__1.67037	820__A0A174P0L5__glcK_3
ERR1913021.67201__1.67201	357276__A0A076IXE0__HMPREF1064_04364
ERR1913021.67219__1.67219	1263000__R5EKG2__BN466_02040
ERR1913021.67346__1.67346	40518__R5DRG6__ylbJ
ERR1913021.67354__1.67354	823__A0A355XKQ8__DHP27_04010
ERR1913021.67502__1.67502	165179__A0A3E5AER8__DXB80_07075
ERR1913021.67511__1.67511	39492__D4JX87__EUBSIR_00361
ERR1913021.67661__1.67661	1262889__R7HCV1__BN634_01227
ERR1913021.67656__1.67656	357276__A0A0K2HDV9__DXD47_02600
ERR1913021.67946__1.67946	47678__A5ZJ80__BACCAC_02965
ERR1913021.68144__1.68144	1796613__A0A1C7H4F1__ADH74_14455
ERR1913021.68335__1.68335	28117__B0MTW8__ALIPUT_00502
ERR1913021.68427__1.68427	357276__A0A076J8M3__ABI39_13695
ERR1913021.68604__1.68604	1262935__R5GCS7__BN773_00941
ERR1913021.68726__1.68726	291644__R5JAW4__HMPREF1071_01744
ERR1913021.68832__1.68832	39491__A0A395V5L2__ERE_28270
ERR1913021.68872__1.68872	1628085__A0A1C6GCK4__C7386_10336
ERR1913021.69018__1.69018	28111__R5JUK8__NCTC11155_02515
ERR1913021.69105__1.69105	820__R9I2U8__DXC68_09590
ERR1913021.69480__1.69480	291644__I9SJB6__HMPREF1532_04086
ERR1913021.69610__1.69610	47678__R5UAY9__DW706_07200
ERR1913021.69622__1.69622	204516__U6RDD8__HMPREF1534_02559
ERR1913021.69759__1.69759	853__C7H7F5__DWZ46_01780
ERR1913021.69814__1.69814	1262935__R5GG03__BN773_00437
ERR1913021.69871__1.69871	821__D4VC51__M099_1508
ERR1913021.69940__1.69940	1262825__R5E090__BN724_01145
ERR1913021.70035__1.70035	1262889__R7HCR1__BN634_01576
ERR1913021.70043__1.70043	204516__U6RPN2__HMPREF1534_00368
ERR1913021.70159__1.70159	820__A0A3E4VZF8__C801_00319
ERR1913021.70517__1.70517	821__E5UPR6__SAMN04487923_101768
ERR1913021.70718__1.70718	47678__R5UWN2__BACCAC_01649
ERR1913021.70833__1.70833	1262886__R6QHX8__BN563_00685
ERR1913021.70955__1.70955	1262888__R6PFB0__BN582_00266
ERR1913021.71150__1.71150	204516__U6RDD8__HMPREF1534_02559
ERR1913021.71244__1.71244	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.71474__1.71474	1262911__R6GPC5__BN557_00852
ERR1913021.71616__1.71616	1547597__A0A0C3NK89__BA92_01830
ERR1913021.71701__1.71701	357276__A0A076ITH2__BSEG_03273
ERR1913021.71796__1.71796	28116__A7LS06__HMPREF2532_04668
ERR1913021.71828__1.71828	1262992__R5CXM7__BN795_01016
ERR1913021.71965__1.71965	820__A0A3E4VXP2__yesR
ERR1913021.72128__1.72128	357276__A0A1Y3Z6X3__GV66_07715
ERR1913021.72159__1.72159	39492__D4JR58__EUBSIR_02090
ERR1913021.72169__1.72169	1262992__R5CXM8__BN795_01024
ERR1913021.72315__1.72315	1262886__R6QHD5__BN563_00547
ERR1913021.72504__1.72504	823__D0T9E4__DHW69_09115
ERR1913021.72564__1.72564	301301__A0A395VAJ9__RHOM_06125
ERR1913021.72567__1.72567	165179__A0A3E5AER8__DXB80_07075
ERR1913021.72603__1.72603	1628085__A0A1C6AZZ4__C7386_101481
ERR1913021.72799__1.72799	821__A0A0P0M5Z6__BVU_0429
ERR1913021.72800__1.72800	28111__E5X333__NCTC11155_03016
ERR1913021.72959__1.72959	40518__R5DZB1__DXD83_08840
ERR1913021.73223__1.73223	649756__A0A173TB83__HMPREF0369_01758
ERR1913021.73371__1.73371	544644__GCA_001915615.1_02254
ERR1913021.73445__1.73445	1263000__R5EF36__BN466_01303
ERR1913021.73448__1.73448	820__A0A173YYG4__evgS_3
ERR1913021.73593__1.73593	47678__R5UT79__ERS852558_03890
ERR1913021.73673__1.73673	487174__R5EXS5__HMPREF9448_02541
ERR1913021.73753__1.73753	1262911__R6H1D2__BN557_00855
ERR1913021.73911__1.73911	246787__A0A3D6B182__HMPREF1062_00600
ERR1913021.73946__1.73946	853__A8SCP3__C4N26_07960
ERR1913021.74010__1.74010	1263011__R6DRV2__BN553_01393
ERR1913021.74238__1.74238	46228__V8BRM9__HMPREF1202_02379
ERR1913021.74330__1.74330	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913021.74378__1.74378	823__A0A355XLS2__ERS852380_02644
ERR1913021.74519__1.74519	1262935__R5GDY7__BN773_01336
ERR1913021.74705__1.74705	40518__R5E1J7__RBL236_02062
ERR1913021.74814__1.74814	46228__V8CE19__DXD17_01950
ERR1913021.74930__1.74930	1263011__R6DWR3__BN553_00805
ERR1913021.74943__1.74943	821__D4VD59__BHV80_04260
ERR1913021.75100__1.75100	39491__A0A396FF17__EUR_31400
ERR1913021.75115__1.75115	357276__C3R5C9__HMPREF1063_00213
ERR1913021.75162__1.75162	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913021.75264__1.75264	1262935__R5GK32__BN773_00174
ERR1913021.75423__1.75423	357276__A0A076J8M3__ABI39_13695
ERR1913021.75465__1.75465	33039__D4M4L7__ripA
ERR1913021.75610__1.75610	1262889__R7H9T7__BN634_00025
ERR1913021.75833__1.75833	357276__I9QBT7__BSEG_03340
ERR1913021.75859__1.75859	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.76041__1.76041	1263000__R5EXT3__BN466_02213
ERR1913021.76066__1.76066	357276__B6VW91__BACDOR_01584
ERR1913021.76095__1.76095	357276__B6W1Y1__BSEG_03960
ERR1913021.76208__1.76208	1262888__R6P8F1__BN582_00430
ERR1913021.76553__1.76553	821__C6Z451__BHV80_04265
ERR1913021.76722__1.76722	39492__D4MIY5__EUBSIR_00233
ERR1913021.76766__1.76766	1262889__R7HF34__BN634_01261
ERR1913021.76879__1.76879	1547597__A0A0C3N9J6__BA92_14230
ERR1913021.77013__1.77013	1297617__A0A2U1CD90__C7373_103109
ERR1913021.77070__1.77070	2173__R7PV46__BK798_00245
ERR1913021.77340__1.77340	357276__I8WAB8__B5F00_08100
ERR1913021.77476__1.77476	246787__R6LGB3__BcellWH2_02361
ERR1913021.77544__1.77544	46506__B0NQN6__AA415_00632
ERR1913021.77671__1.77671	487173__H1CXZ3__HMPREF9453_00231
ERR1913021.77687__1.77687	357276__A0A0K2HDP3__IY41_00705
ERR1913021.77700__1.77700	1262935__R5GDB4__BN773_01091
ERR1913021.77726__1.77726	745368__A0A1T4Y388__SAMN02745178_02684
ERR1913021.77750__1.77750	39492__D4JR58__EUBSIR_02090
ERR1913021.77818__1.77818	821__A0A174NSU0__BVU_3144
ERR1913021.78173__1.78173	214856__A0A174FMT0__ERS852559_02565
ERR1913021.78342__1.78342	357276__A0A0K2HJA6__DXD47_07320
ERR1913021.78494__1.78494	1262935__R5GT62__BN773_01738
ERR1913021.78730__1.78730	1262889__R7HAQ6__BN634_02130
ERR1913021.79069__1.79069	46228__V8CHJ4__RUMLAC_00753
ERR1913021.79088__1.79088	649756__A0A173UBD8__ytpA
ERR1913021.79109__1.79109	2293125__A0A374C671__DW917_09135
ERR1913021.79685__1.79685	1262889__R7HCR1__BN634_01576
ERR1913021.79711__1.79711	47678__R5U7X8__C5Z00_18270
ERR1913021.79761__1.79761	821__R9HFW2__DXD01_00365
ERR1913021.79922__1.79922	821__A0A174WBC9__ERS852556_03145
ERR1913021.80016__1.80016	291644__I9T2X9__HMPREF1071_02431
ERR1913021.80517__1.80517	100884__E7GFK3__DXB26_14415
ERR1913021.80564__1.80564	291644__I9T671__HMPREF1071_02076
ERR1913021.80546__1.80546	1262935__R5GUZ2__BN773_00533
ERR1913021.80756__1.80756	1262935__R5GR54__BN773_00986
ERR1913021.81398__1.81398	821__A0A395VMG0__DXC44_18080
ERR1913021.81445__1.81445	291644__R5J2A9__HMPREF1071_01590
ERR1913021.81496__1.81496	823__A0A174L7J4__CF162_00380
ERR1913021.81555__1.81555	1262889__R7HEB0__BN634_01682
ERR1913021.81704__1.81704	357276__A0A076INK2__BSEG_04225
ERR1913021.81860__1.81860	1263000__R5EMZ8__BN466_00707
ERR1913021.81861__1.81861	487174__K0WXI9__HMPREF9448_02340
ERR1913021.81875__1.81875	820__A0A139K5E7__DXC68_09550
ERR1913021.81908__1.81908	1262935__R5GLV1__BN773_00773
ERR1913021.82076__1.82076	46228__V8C5S1__RUMLAC_02063
ERR1913021.82110__1.82110	357276__I9QBT7__BSEG_03340
ERR1913021.82205__1.82205	204516__U6R898__HMPREF1534_03335
ERR1913021.82305__1.82305	357276__C3R5C9__HMPREF1063_00213
ERR1913021.82399__1.82399	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913021.82405__1.82405	2293125__A0A374BSW4__DW917_13420
ERR1913021.82562__1.82562	371601__D7J857__B5E52_13185
ERR1913021.82584__1.82584	39496__A5Z5I2__EUBVEN_00963
ERR1913021.82909__1.82909	1735__B7C799__EUBIFOR_00046
ERR1913021.82972__1.82972	357276__B6W1J2__BACDOR_03380
ERR1913021.83084__1.83084	357276__C3R5A0__B5F00_02960
ERR1913021.83544__1.83544	1262825__R5DYW1__BN724_00868
ERR1913021.83691__1.83691	28111__E5WVG5__pspE
ERR1913021.83746__1.83746	818__A0A0P0EV21__NCTC13706_01181
ERR1913021.83757__1.83757	357276__I8WHY2__HMPREF1063_00555
ERR1913021.83798__1.83798	1262761__R6RU22__BN606_01110
ERR1913021.83878__1.83878	46228__B5CKX6__RUMLAC_00090
ERR1913021.83946__1.83946	46506__B0NUC3__SAMN05444283_1019
ERR1913021.83972__1.83972	1262889__R7HD12__BN634_00607
ERR1913021.84123__1.84123	454155__F3QX42__HMPREF9442_02776
ERR1913021.84363__1.84363	1261__D3MR67__SAMN05660467_01650
ERR1913021.84369__1.84369	39486__R6SFA1__DXC93_11325
ERR1913021.84388__1.84388	357276__D1JY58__BACDOR_04277
ERR1913021.84422__1.84422	454155__G5SQD5__HMPREF9442_01134
ERR1913021.84428__1.84428	820__A0A374Q1D8__SAMN05444418_112114
ERR1913021.84564__1.84564	28118__R6FCY1__DER54_07335
ERR1913021.84586__1.84586	165179__A0A3E5A554__DXB80_13805
ERR1913021.84614__1.84614	1160721__A0A1C6DCM8__RBI_I01997
ERR1913021.84794__1.84794	357276__A0A076IN30__DXD47_09350
ERR1913021.84802__1.84802	454155__F3QV78__HMPREF9442_02103
ERR1913021.84870__1.84870	821__I9R3W6__DXC16_12455
ERR1913021.84963__1.84963	357276__I8VLL2__HMPREF1065_03395
ERR1913021.85002__1.85002	291644__I9TBA1__HMPREF1532_01959
ERR1913021.85013__1.85013	357276__A0A076ISJ4__B5F95_19420
ERR1913021.85117__1.85117	40518__R5DUU2__yvhJ_2
ERR1913021.85340__1.85340	291644__I8YXS6__HMPREF1071_01285
ERR1913021.85480__1.85480	821__A6L0C7__ERS852556_03520
ERR1913021.85669__1.85669	1262935__R5GTR5__BN773_00263
ERR1913021.85632__1.85632	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913021.85688__1.85688	214856__R6XS46__ERS852559_00812
ERR1913021.85706__1.85706	2293125__A0A374CJZ2__DW917_00735
ERR1913021.85827__1.85827	823__E1YSG0__DHP27_00465
ERR1913021.86057__1.86057	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913021.86130__1.86130	821__A0A174NM17__lacZ_6
ERR1913021.86186__1.86186	28117__B0MTW8__ALIPUT_00502
ERR1913021.86555__1.86555	820__A7VAS1__HMPREF2141_03259
ERR1913021.86832__1.86832	39492__D4JVG1__ERS852540_00951
ERR1913021.86961__1.86961	1262736__R5YCP0__BN496_00404
ERR1913021.87764__1.87764	823__A6LER2__ERS852513_00365
ERR1913021.87779__1.87779	853__A0A173RZ39__C4N22_01650
ERR1913021.87788__1.87788	823__A0A395YQ63__B5F32_15335
ERR1913021.87797__1.87797	821__A0A3E4WAR6__DXD64_10735
ERR1913021.87916__1.87916	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913021.88182__1.88182	823__A0A355XF06__B5F32_11480
ERR1913021.88213__1.88213	291644__R5IZM2__HMPREF1071_04522
ERR1913021.88369__1.88369	357276__B6W5Q7__DXD47_13945
ERR1913021.88338__1.88338	46228__V8BL81__DXD17_11825
ERR1913021.88342__1.88342	1262935__R5GLU4__BN773_00763
ERR1913021.88391__1.88391	1263000__R5EKG2__BN466_02040
ERR1913021.88436__1.88436	357276__I9F327__DXD47_22495
ERR1913021.88460__1.88460	291644__R5JGS8__HMPREF1071_01205
ERR1913021.88596__1.88596	28117__B0MTH2__ALIPUT_00061
ERR1913021.88626__1.88626	1262886__R6Q824__BN563_00941
ERR1913021.88942__1.88942	1263044__GCA_000433375.1_00023
ERR1913021.88967__1.88967	39492__D4JQY4__EUBSIR_01325
ERR1913021.89012__1.89012	47678__R5UES3__CGC64_00760
ERR1913021.89037__1.89037	46228__V8C6B2__DXD17_09805
ERR1913021.89093__1.89093	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913021.89096__1.89096	818__A0A0P0F391__BJP75_009470
ERR1913021.89263__1.89263	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.89445__1.89445	357276__B6W5Q9__HMPREF1063_03125
ERR1913021.89637__1.89637	1501391__GCA_000786575.1_00156
ERR1913021.89761__1.89761	357276__A0A1Y3Z3W0__IY41_20500
ERR1913021.89875__1.89875	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913021.89911__1.89911	821__I9R3W6__DXC16_12455
ERR1913021.90037__1.90037	2293125__A0A374BSW4__DW917_13420
ERR1913021.90283__1.90283	35833__E5YB58__HMPREF0179_03431
ERR1913021.90454__1.90454	291644__I8Y011__HMPREF1071_04228
ERR1913021.90602__1.90602	1262886__R6QJR0__BN563_01268
ERR1913021.90732__1.90732	246787__A0A0P0GM17__BACCELL_03224
ERR1913021.90797__1.90797	1235835__R9LCU2__C814_02677
ERR1913021.90907__1.90907	28111__R5K222__bglX_7
ERR1913021.91011__1.91011	1262743__R5C054__BN727_01980
ERR1913021.91104__1.91104	2094__A0A0C6G6L1__MARG_2280
ERR1913021.91259__1.91259	821__A0A396F9T7__M097_3427
ERR1913021.91284__1.91284	74426__purL
ERR1913021.91520__1.91520	823__A0A174LWY0__lepB
ERR1913021.91578__1.91578	487174__K0X551__HMPREF9448_02151
ERR1913021.91718__1.91718	291644__I9T9Y0__HMPREF1071_01813
ERR1913021.91787__1.91787	487174__K0X3E9__DDY40_04905
ERR1913021.91831__1.91831	28118__F9Z5L6__Odosp_1662
ERR1913021.91973__1.91973	357276__B6W1Y5__IY41_11405
ERR1913021.91992__1.91992	487174__R5F3K6__DDY40_04230
ERR1913021.92059__1.92059	821__C6Z451__BHV80_04265
ERR1913021.92070__1.92070	46228__B5CTE4__DXD17_12795
ERR1913021.92096__1.92096	649756__A0A173RL48__ERS852571_00544
ERR1913021.92178__1.92178	820__A0A174DZ97__SAMN05444418_101240
ERR1913021.92353__1.92353	35833__E5Y2U0__HMPREF0179_00454
ERR1913021.92732__1.92732	2293125__A0A374CMH5__DW917_00750
ERR1913021.92907__1.92907	1262886__R6Q6F8__BN563_00477
ERR1913021.93126__1.93126	357276__D1JY58__BACDOR_04277
ERR1913021.93133__1.93133	39492__B0MM84__lgt
ERR1913021.93158__1.93158	371601__R6KBI9__SAMN05216250_110102
ERR1913021.93335__1.93335	1262935__R5GEC6__BN773_01664
ERR1913021.93457__1.93457	1262958__R7H2C8__BN645_00177
ERR1913021.93496__1.93496	2293125__A0A374BSW4__DW917_13420
ERR1913021.93476__1.93476	821__A0A396F598__CUU_3259
ERR1913021.93488__1.93488	823__A0A174RH99__ERS852380_00691
ERR1913021.93576__1.93576	28111__R5K5Y3__BACEGG_03205
ERR1913021.93633__1.93633	357276__I9F327__DXD47_22495
ERR1913021.93748__1.93748	823__A0A073I748__M096_3057
