ERR1913062.307__1.307	28118__F9Z6D0__DHW44_12795
ERR1913062.39097__1.39097	853__A0A174C5M1__CGS58_04460
ERR1913062.39307__1.39307	1099853__U5CD68__NSB1T_05535
ERR1913062.39313__1.39313	165179__D1PGU8__PREVCOP_06463
ERR1913062.39440__1.39440	61171__B9Y6J6__HOLDEFILI_01437
ERR1913062.39557__1.39557	165179__A0A174SA26__PREVCOP_05758
ERR1913062.39574__1.39574	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.39622__1.39622	39492__D4JXA0__ERS852540_02538
ERR1913062.39798__1.39798	165179__D1PGU8__PREVCOP_06463
ERR1913062.39875__1.39875	410072__A0A174GUX6__COPCOM_03717
ERR1913062.40041__1.40041	1522__A0A175AGS5__SAMN05216507_102227
ERR1913062.40122__1.40122	310298__B3JQJ5__BACCOP_04231
ERR1913062.40196__1.40196	823__A0A395Z0N9__DHW69_05890
ERR1913062.40245__1.40245	28116__A7LS06__HMPREF2532_04668
ERR1913062.40377__1.40377	1262924__R7HUR1__BN585_00057
ERR1913062.40400__1.40400	410072__A0A3E4GUH0__COPCOM_01729
ERR1913062.40415__1.40415	357276__B6W1J2__BACDOR_03380
ERR1913062.40416__1.40416	310298__B3JFK4__BACCOP_00654
ERR1913062.40538__1.40538	310298__B3JQJ5__BACCOP_04231
ERR1913062.40662__1.40662	1262911__R6GSH8__BN557_00939
ERR1913062.40715__1.40715	1262930__R5ZXS7__BN693_01739
ERR1913062.40682__1.40682	165179__A0A174UTZ7__DXC61_06705
ERR1913062.40807__1.40807	357276__I9QBT7__BSEG_03340
ERR1913062.40889__1.40889	823__A0A355XLQ9__DXC05_02185
ERR1913062.40955__1.40955	853__A0A173XRA8__CGS56_09290
ERR1913062.40958__1.40958	166486__D4KZY5__ROSINTL182_07635
ERR1913062.40997__1.40997	28116__I9AKR7__DXA80_22960
ERR1913062.41228__1.41228	1262948__R7EC21__BN671_01992
ERR1913062.41415__1.41415	1150298__R7JU23__ERS852498_02342
ERR1913062.41551__1.41551	823__A6LBY1__ERS852380_00510
ERR1913062.41559__1.41559	165179__A0A3E5AER8__DXB80_07075
ERR1913062.41565__1.41565	357276__B6VUQ5__B5F00_10940
ERR1913062.41710__1.41710	39488__A0A173ZWK0__EHLA_2903
ERR1913062.41646__1.41646	165179__A0A3E5DY64__CFT61_10025
ERR1913062.41658__1.41658	39496__A5ZAC3__EUBVEN_02670
ERR1913062.41763__1.41763	1262930__R6AQL4__BN693_01311
ERR1913062.42139__1.42139	165179__D1PHC0__PREVCOP_06640
ERR1913062.42424__1.42424	165179__A0A229I2W6__PREVCOP_04332
ERR1913062.42398__1.42398	1099853__R7DMW0__NSB1T_11540
ERR1913062.42455__1.42455	1262948__R7EBD6__BN671_01768
ERR1913062.42542__1.42542	310298__B3JFK5__BACCOP_00655
ERR1913062.42897__1.42897	410072__A0A174ASR3__DXD67_15560
ERR1913062.42905__1.42905	166486__D4L402__ROSINTL182_05182
ERR1913062.43190__1.43190	1262930__R6A1N0__BN693_00917
ERR1913062.43376__1.43376	418240__A0A174C465__ydaM
ERR1913062.43401__1.43401	310298__B3JJX9__BACCOP_02203
ERR1913062.43385__1.43385	1735__B7C932__EUBIFOR_00689
ERR1913062.43525__1.43525	357276__A0A0K2HKT7__B5F95_21090
ERR1913062.43554__1.43554	371601__C3R2J2__ERS852396_04353
ERR1913062.43715__1.43715	310298__B3JN86__BACCOP_03398
ERR1913062.43786__1.43786	823__A6L930__DDY96_14995
ERR1913062.43775__1.43775	165179__A0A3E5AER8__DXB80_07075
ERR1913062.43975__1.43975	360807__A0A0M6WWU2__ERS852392_02262
ERR1913062.44180__1.44180	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913062.44269__1.44269	357276__I9FGI3__EL88_12385
ERR1913062.44274__1.44274	88431__A0A3D0EY52__ERS852573_01763
ERR1913062.44371__1.44371	820__A0A174A6K0__M093_0079
ERR1913062.44559__1.44559	116085__D4J8J7__DW747_08845
ERR1913062.44776__1.44776	823__A0A355XH29__lolE_1
ERR1913062.44788__1.44788	39492__D4JT67__EUBSIR_01784
ERR1913062.44881__1.44881	1262992__R5D1X3__BN795_00176
ERR1913062.44933__1.44933	166486__A0A173VSA0__ROSINTL182_06124
ERR1913062.44988__1.44988	46503__R6X6Y7__ERS852463_01453
ERR1913062.45107__1.45107	1150298__A0A174BC67__ERS852498_00837
ERR1913062.45208__1.45208	2293125__A0A374BUM7__DW917_12980
ERR1913062.45257__1.45257	218538__C9LR41__GCWU000321_00309
ERR1913062.45351__1.45351	853__D4K7X0__DW905_09540
ERR1913062.45390__1.45390	165179__R6B8D8__DXC61_09245
ERR1913062.45419__1.45419	1308__F8LWP9__CV714_04615
ERR1913062.45485__1.45485	357276__I9FRW5__B5F95_21685
ERR1913062.45518__1.45518	1262924__R7HMZ4__BN585_01629
ERR1913062.45681__1.45681	818__D7IK38__ERS852430_03017
ERR1913062.45738__1.45738	166486__D4KXK8__xynB_1
ERR1913062.45927__1.45927	818__C6ILT7__BSIG_2708
ERR1913062.45961__1.45961	46503__R6Y9P8__evgS_3
ERR1913062.46155__1.46155	487174__K0XES7__HMPREF9448_00566
ERR1913062.46329__1.46329	544644__GCA_001915615.1_00027
ERR1913062.46348__1.46348	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913062.46393__1.46393	2293125__A0A374BUM7__DW917_12980
ERR1913062.46432__1.46432	310298__B3JQL6__BACCOP_04252
ERR1913062.46509__1.46509	1262930__R6A468__BN693_01366
ERR1913062.46693__1.46693	823__A0A395YQ63__B5F32_15335
ERR1913062.46713__1.46713	292800__A0A174SJV9__dppA_6
ERR1913062.46810__1.46810	818__A0A3E5HVB7__Btheta7330_02386
ERR1913062.46781__1.46781	820__A7V780__adaA_3
ERR1913062.46941__1.46941	626932__G5H6E7__HMPREF9450_00507
ERR1913062.47233__1.47233	46503__R6X6L7__HMPREF1060_00291
ERR1913062.47295__1.47295	487174__K0WZU9__HMPREF9448_01159
ERR1913062.47277__1.47277	166486__D4KJ39__ERS852572_02622
ERR1913062.47367__1.47367	2293125__A0A374CBD1__DW917_06995
ERR1913062.47344__1.47344	2293125__A0A374CMK5__DW917_00330
ERR1913062.47452__1.47452	823__A0A073I748__M096_3057
ERR1913062.47514__1.47514	821__A0A3E4WAR6__DXD64_10735
ERR1913062.47549__1.47549	165179__A0A3E5DY64__CFT61_10025
ERR1913062.47573__1.47573	410072__C0B801__mucD
ERR1913062.47596__1.47596	1262992__R5CY03__BN795_01148
ERR1913062.47640__1.47640	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.47925__1.47925	39496__A5ZAL3__EUBVEN_02760
ERR1913062.48027__1.48027	2293125__A0A374BN09__DW917_16245
ERR1913062.48134__1.48134	1262930__R5ZWP2__BN693_01542
ERR1913062.48221__1.48221	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913062.48230__1.48230	371601__I9UUB0__SAMN04487924_11836
ERR1913062.48417__1.48417	821__A0A396F1N0__M099_1553
ERR1913062.48520__1.48520	33039__A0A173U4W1__ERS852502_00464
ERR1913062.48791__1.48791	39491__A0A395UZL1__DXB76_05950
ERR1913062.48815__1.48815	1262911__R6GSH8__BN557_00939
ERR1913062.48919__1.48919	28052__R7NB47__msbA_2
ERR1913062.48950__1.48950	357276__I9QBT7__BSEG_03340
ERR1913062.49111__1.49111	1262930__R6AX76__BN693_00292
ERR1913062.49131__1.49131	33025__A0A395J8P0__C8D73_1144
ERR1913062.49224__1.49224	823__A6LBY1__ERS852380_00510
ERR1913062.49299__1.49299	46506__A0A108TAK3__fepA_3
ERR1913062.49300__1.49300	165179__A0A3E5A5E5__DXC61_13965
ERR1913062.49304__1.49304	39488__A0A374MV67__DXD91_15895
ERR1913062.49464__1.49464	165179__R6B8D8__DXC61_09245
ERR1913062.49474__1.49474	1262992__R5D070__BN795_00072
ERR1913062.49506__1.49506	1262924__R7HPL8__BN585_01826
ERR1913062.49486__1.49486	310298__B3JQL6__BACCOP_04252
ERR1913062.49494__1.49494	371601__C3QR34__DXD03_22980
ERR1913062.49676__1.49676	39486__B0G868__DXD84_08295
ERR1913062.49713__1.49713	818__A0A139KQP8__BJP75_006755
ERR1913062.49706__1.49706	357276__A0A0K2HI42__ABI39_06975
ERR1913062.49888__1.49888	853__A0A2A7A628__CGS57_13755
ERR1913062.49939__1.49939	166486__D4KRN9__ERS852572_01822
ERR1913062.49960__1.49960	46503__R6X3F9__DCY29_09585
ERR1913062.49969__1.49969	820__A0A173W419__DXC68_17760
ERR1913062.50076__1.50076	166486__D4KWT3__ROSINTL182_05973
ERR1913062.50087__1.50087	820__A0A174I980__gldH
ERR1913062.50186__1.50186	1262930__R6A6G2__BN693_00683
ERR1913062.50261__1.50261	310298__B3JF96__BACCOP_00544
ERR1913062.50295__1.50295	46503__R6X6Y1__DCY29_15600
ERR1913062.50354__1.50354	387661__K5ZPK6__HMPREF1077_00748
ERR1913062.50370__1.50370	28118__F9ZCN1__B5F99_10605
ERR1913062.50376__1.50376	310298__B3JQJ5__BACCOP_04231
ERR1913062.50442__1.50442	1262992__R5DDW9__BN795_00572
ERR1913062.50625__1.50625	310298__B3JK97__BACCOP_02326
ERR1913062.50649__1.50649	28116__C3R0H4__DXD69_00155
ERR1913062.51014__1.51014	821__R6F3Y1__SAMN04487923_104318
ERR1913062.51047__1.51047	1262930__R5ZRJ3__BN693_00633
ERR1913062.51055__1.51055	39496__A5Z7X3__EUBVEN_01813
ERR1913062.51088__1.51088	487174__K0X789__DIT83_10440
ERR1913062.51109__1.51109	823__A6LBY1__ERS852380_00510
ERR1913062.51125__1.51125	39496__A5Z5I2__EUBVEN_00963
ERR1913062.51170__1.51170	2293125__A0A374BSW4__DW917_13420
ERR1913062.51197__1.51197	1262930__R6AX81__BN693_00293
ERR1913062.51312__1.51312	2293125__A0A374BY09__DW917_11855
ERR1913062.51317__1.51317	47678__A5ZEP4__DXB67_14045
ERR1913062.51388__1.51388	821__A6L0C7__ERS852556_03520
ERR1913062.51448__1.51448	2293125__A0A374CJ42__DW917_03305
ERR1913062.51471__1.51471	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913062.51511__1.51511	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.51594__1.51594	410072__C0B785__ERS852574_00808
ERR1913062.51638__1.51638	820__A0A174CK74__DXB48_07060
ERR1913062.51606__1.51606	1308__Q5M5Z8__STACADC2_0257
ERR1913062.51757__1.51757	166486__D4L457__ROSINTL182_07087
ERR1913062.51870__1.51870	310298__B3JM32__BACCOP_00571
ERR1913062.52249__1.52249	301301__G2T1N2__ERS852391_00344
ERR1913062.52375__1.52375	310298__B3JK49__BACCOP_02273
ERR1913062.52385__1.52385	328814__GCA_004558275.1_00059
ERR1913062.52412__1.52412	1262930__R6AUX8__BN693_00160
ERR1913062.52446__1.52446	88431__A0A174JYP5__DORLON_02789
ERR1913062.52548__1.52548	706562__GCA_900112995.1_01437
ERR1913062.52598__1.52598	1262930__R5ZVH8__BN693_01324
ERR1913062.52746__1.52746	2293125__A0A374BSW4__DW917_13420
ERR1913062.52946__1.52946	357276__I9QWD4__DXD47_15075
ERR1913062.53023__1.53023	821__A0A3E4WAR6__DXD64_10735
ERR1913062.53313__1.53313	166486__D4L449__ROSINTL182_08802
ERR1913062.53511__1.53511	410072__A0A174DIZ5__ERS852574_01258
ERR1913062.53495__1.53495	853__A0A173YYY4__DWZ04_09420
ERR1913062.53738__1.53738	357276__I9QWN0__ABI39_00335
ERR1913062.53770__1.53770	1262930__R5ZRJ3__BN693_00633
ERR1913062.53821__1.53821	2293125__A0A374BUM7__DW917_12980
ERR1913062.53832__1.53832	418240__A0A173WPF0__spoIIIAE
ERR1913062.53880__1.53880	823__A0A355XIK0__CEQ22_011965
ERR1913062.53968__1.53968	1261__D3MR67__SAMN05660467_01650
ERR1913062.54075__1.54075	1262930__R6AQM8__BN693_01323
ERR1913062.54233__1.54233	418240__A0A174C465__ydaM
ERR1913062.54411__1.54411	1263044__GCA_000433375.1_00023
ERR1913062.54391__1.54391	10678__GeneID:2777482
ERR1913062.54392__1.54392	46503__B7BG40__ERS852463_01623
ERR1913062.54538__1.54538	649756__B0NZY6__CL2_25770
ERR1913062.54547__1.54547	2293125__A0A374BMK9__DW917_16190
ERR1913062.54584__1.54584	1262930__R6A1X5__BN693_02075
ERR1913062.54677__1.54677	47678__R5U9Z0__HMPREF1061_03210
ERR1913062.54725__1.54725	821__A6L0C7__ERS852556_03520
ERR1913062.54774__1.54774	1263044__GCA_000433375.1_03385
ERR1913062.54869__1.54869	166486__D4KXG6__ROSINTL182_08270
ERR1913062.54885__1.54885	310298__B3JQJ5__BACCOP_04231
ERR1913062.54889__1.54889	47678__R5UU99__C5Z00_11925
ERR1913062.55013__1.55013	821__E5UMZ6__BVU_1450
ERR1913062.55060__1.55060	820__A0A139K0J1__HMPREF2141_03205
ERR1913062.55083__1.55083	360807__C0FZM4__RIL183_06871
ERR1913062.55103__1.55103	360807__C0FZM4__RIL183_06871
ERR1913062.55185__1.55185	2293125__A0A374BV30__DW917_13395
ERR1913062.55198__1.55198	853__A0A173T751__C4N24_10280
ERR1913062.55282__1.55282	357276__B6W1J2__BACDOR_03380
ERR1913062.55509__1.55509	853__A0A2A7A4A9__C4N21_14870
ERR1913062.56049__1.56049	46503__R6Y1Q8__DXB85_01295
ERR1913062.56113__1.56113	1262930__R6AHR4__BN693_00447
ERR1913062.56347__1.56347	46503__R6WVI6__HMPREF1060_03610
ERR1913062.56366__1.56366	39488__C0EX85__ERS852578_02315
ERR1913062.56383__1.56383	165179__A0A3E5DN34__DXC61_07865
ERR1913062.56419__1.56419	1735__B7CAS0__EUBIFOR_01291
ERR1913062.56442__1.56442	310298__B3JNH3__BACCOP_03486
ERR1913062.56448__1.56448	46503__R6WVI6__HMPREF1060_03610
ERR1913062.56865__1.56865	1262930__R6AES4__BN693_02093
ERR1913062.56976__1.56976	2293125__A0A374BY09__DW917_11855
ERR1913062.57010__1.57010	1735__B7CCH2__EUBIFOR_01900
ERR1913062.57072__1.57072	1735__B7CCE4__EUBIFOR_01871
ERR1913062.57093__1.57093	544644__GCA_001915615.1_01912
ERR1913062.57098__1.57098	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.57140__1.57140	357276__I9QBT7__BSEG_03340
ERR1913062.57180__1.57180	2293125__A0A374BSW4__DW917_13420
ERR1913062.57226__1.57226	165179__D1PGU8__PREVCOP_06463
ERR1913062.57303__1.57303	2108523__A0A2P2FE85__LAWASA_4404
ERR1913062.57406__1.57406	410072__A0A173XQG6__ERS852574_01620
ERR1913062.57415__1.57415	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913062.57457__1.57457	853__A0A173T751__C4N24_10280
ERR1913062.57624__1.57624	1150298__A0A174TF64__ERS852406_00108
ERR1913062.57649__1.57649	166486__D4KVI9__comEA
ERR1913062.57809__1.57809	820__A0A174KKV6__DXC07_02635
ERR1913062.57899__1.57899	823__K6AMD2__B5F32_04565
ERR1913062.57967__1.57967	357276__A0A0P0M2G3__BACDOR_03913
ERR1913062.57981__1.57981	610243__A0A060QJF7__ASAP_2763
ERR1913062.57982__1.57982	39496__A5ZAI0__EUBVEN_02727
ERR1913062.57994__1.57994	823__A0A3E4PAQ2__DDY96_18275
ERR1913062.58001__1.58001	1262739__R6MRD4__BN659_02013
ERR1913062.58004__1.58004	156456__G9YIG0__HMPREF0080_01452
ERR1913062.58220__1.58220	410072__A0A3E4GNK4__COPCOM_02769
ERR1913062.58600__1.58600	853__A0A174BZY1__xerD_1
ERR1913062.58708__1.58708	357276__I8WEZ6__BACDOR_02323
ERR1913062.58776__1.58776	28118__F9ZBL7__DER54_00840
ERR1913062.58788__1.58788	165179__A0A229I3Z6__PREVCOP_03666
ERR1913062.58914__1.58914	357276__B6W5Q9__HMPREF1063_03125
ERR1913062.58974__1.58974	820__A0A3E4WCC2__lptB_1
ERR1913062.59130__1.59130	310298__B3JQJ5__BACCOP_04231
ERR1913062.59324__1.59324	2293125__A0A374BUM7__DW917_12980
ERR1913062.59354__1.59354	357276__A0A076J8D4__HMPREF1064_00553
ERR1913062.59416__1.59416	1263044__GCA_000433375.1_03385
ERR1913062.59458__1.59458	166486__D4L1D8__ROSINTL182_06455
ERR1913062.59463__1.59463	821__A0A0P0M2J4__DXD46_10295
ERR1913062.59627__1.59627	28118__R6F2P2__NCTC10826_02131
ERR1913062.59605__1.59605	384639__GCA_003096855.1_00972
ERR1913062.59672__1.59672	820__A0A174DZ97__SAMN05444418_101240
ERR1913062.59743__1.59743	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.59836__1.59836	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.59863__1.59863	853__A0A2J4JL53__CRH10_10795
ERR1913062.59914__1.59914	357276__A0A0M1W9N4__GV66_05135
ERR1913062.60020__1.60020	823__D0T9Q9__M095_2648
ERR1913062.60056__1.60056	46503__R6Y9P8__evgS_3
ERR1913062.60107__1.60107	357276__I9QWN0__ABI39_00335
ERR1913062.60170__1.60170	853__A0A174C5M1__CGS58_04460
ERR1913062.60299__1.60299	818__A0A3E5HN92__C5Z03_22280
ERR1913062.60349__1.60349	2293125__A0A374BSW4__DW917_13420
ERR1913062.60395__1.60395	165179__A0A3E5AER8__DXB80_07075
ERR1913062.60414__1.60414	33039__A0A174VX97__ERS852530_02623
ERR1913062.60533__1.60533	1628085__A0A396QDP9__C7386_103201
ERR1913062.60555__1.60555	410072__A0A173S248__ERS852525_02992
ERR1913062.60626__1.60626	418240__A0A174U9H0__folP
ERR1913062.60892__1.60892	166486__D4KXZ4__ROSINTL182_05055
ERR1913062.60834__1.60834	1262930__R6AHR4__BN693_00447
ERR1913062.61110__1.61110	2293125__A0A374BSW4__DW917_13420
ERR1913062.61226__1.61226	823__A6LC27__DXB14_11470
ERR1913062.61313__1.61313	165179__R6B8D8__DXC61_09245
ERR1913062.61446__1.61446	28116__A0A1Y4PHM7__DXA80_25130
ERR1913062.61622__1.61622	2293125__A0A374BUM7__DW917_12980
ERR1913062.61637__1.61637	1099853__G9S8I7__NSB1T_12985
ERR1913062.61686__1.61686	820__A0A174R952__DXB48_02570
ERR1913062.61724__1.61724	310298__B3JKM0__BACCOP_02451
ERR1913062.61849__1.61849	39496__A5Z776__EUBVEN_01559
ERR1913062.61924__1.61924	1262924__R7HTA4__BN585_00391
ERR1913062.62088__1.62088	823__A0A174W1A8__panE
ERR1913062.62236__1.62236	166486__D4L2T9__lytM
ERR1913062.62266__1.62266	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.62418__1.62418	28116__A0A139KS89__HMPREF2532_04387
ERR1913062.62534__1.62534	1150298__A0A174QAL8__ERS852498_02570
ERR1913062.62556__1.62556	2293125__A0A374C9I8__DW917_06795
ERR1913062.62693__1.62693	357276__A0A076IXE0__HMPREF1064_04364
ERR1913062.62851__1.62851	39486__B0G8A7__DXD82_06625
ERR1913062.62861__1.62861	28117__B0MY40__BHV66_05170
ERR1913062.62907__1.62907	166486__D4L2C3__ERS852572_01686
ERR1913062.63420__1.63420	820__A0A174NUS8__DXC80_12885
ERR1913062.63437__1.63437	1680__A7A2Y2__NCTC11814_00537
ERR1913062.63448__1.63448	820__A0A3E4VXP2__yesR
ERR1913062.63589__1.63589	1628085__A0A2U1BGX7__C7386_101149
ERR1913062.63609__1.63609	853__A0A174CVG7__CGS58_09335
ERR1913062.63642__1.63642	410072__A0A173RMJ4__ydfH_1
ERR1913062.63793__1.63793	823__A0A174U5E4__BDI_3390
ERR1913062.63794__1.63794	2293125__A0A374BY09__DW917_11855
ERR1913062.63851__1.63851	820__A0A3E4G3J9__ERS852459_02265
ERR1913062.63912__1.63912	165179__A0A229I2W6__PREVCOP_04332
ERR1913062.64014__1.64014	821__A0A3E4HP25__SAMN04487923_102450
ERR1913062.64057__1.64057	820__A0A173YYG4__evgS_3
ERR1913062.64088__1.64088	1262930__R5ZWP2__BN693_01542
ERR1913062.64189__1.64189	218538__C9LNK4__GCWU000321_01127
ERR1913062.64264__1.64264	1262930__R6A254__BN693_01006
ERR1913062.64343__1.64343	357276__A0A0K2HG61__BACDOR_02028
ERR1913062.64426__1.64426	28118__F9ZCN9__DHW44_07820
ERR1913062.64397__1.64397	46503__R6WTW1__NCTC13052_03440
ERR1913062.64456__1.64456	357276__I8WDF1__B5F00_02455
ERR1913062.64524__1.64524	310298__B3JQD7__BACCOP_04095
ERR1913062.64530__1.64530	410072__A0A173R660__ERS852389_00536
ERR1913062.64572__1.64572	544644__GCA_001915615.1_01170
ERR1913062.64612__1.64612	821__A0A395US34__C5Z04_18975
ERR1913062.64759__1.64759	1262743__R5C054__BN727_01980
ERR1913062.64839__1.64839	2293125__A0A374BSW4__DW917_13420
ERR1913062.64818__1.64818	1262930__R6A775__BN693_00822
ERR1913062.64857__1.64857	165179__D1PGU8__PREVCOP_06463
ERR1913062.64876__1.64876	338188__A0A174ETX3__ERS852397_01955
ERR1913062.65020__1.65020	39496__A5Z4B0__EUBVEN_00535
ERR1913062.65026__1.65026	1262988__R7N3Y4__BN816_00210
ERR1913062.65033__1.65033	46503__R6WQ01__PARMER_03826
ERR1913062.65187__1.65187	821__R7P1Q7__M099_2990
ERR1913062.65296__1.65296	820__A0A174NUS8__DXC80_12885
ERR1913062.65420__1.65420	1735__B7CBP5__EUBIFOR_01620
ERR1913062.65444__1.65444	39486__B0G2J6__DXB12_13190
ERR1913062.65605__1.65605	46503__A7AG59__ERS852463_00349
ERR1913062.65611__1.65611	1099853__R7DJ70__NSB1T_07155
ERR1913062.65612__1.65612	360807__A0A0M6WYQ7__RIL183_31481
ERR1913062.65691__1.65691	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.65771__1.65771	410072__C0B9G6__ERS852481_03113
ERR1913062.66228__1.66228	544644__GCA_001915615.1_02266
ERR1913062.66312__1.66312	40520__A0A174HHX4__RUMOBE_03561
ERR1913062.66456__1.66456	823__D7IUM6__M091_1082
ERR1913062.66603__1.66603	1262930__R5ZXU1__BN693_01352
ERR1913062.66663__1.66663	2293125__A0A374BUM7__DW917_12980
ERR1913062.66978__1.66978	2293125__A0A374BSW4__DW917_13420
ERR1913062.66934__1.66934	2293125__A0A374CMK5__DW917_00330
ERR1913062.66941__1.66941	165179__A0A3E5DN34__DXC61_07865
ERR1913062.66949__1.66949	166486__A0A173VSA0__ROSINTL182_06124
ERR1913062.67051__1.67051	410072__C0B4I4__COPCOM_00043
ERR1913062.67224__1.67224	1262924__R7HPS8__BN585_00646
ERR1913062.67456__1.67456	2293125__A0A374C4C8__DW917_09805
ERR1913062.67479__1.67479	166486__D4KUC4__arcB_1
ERR1913062.67780__1.67780	2293125__A0A374CBD1__DW917_06995
ERR1913062.67904__1.67904	39488__A0A374NNE4__ERS852450_02639
ERR1913062.67992__1.67992	1735__B7CDA5__EUBIFOR_02186
ERR1913062.68040__1.68040	1262924__R7HRJ9__BN585_00557
ERR1913062.68055__1.68055	418240__A0A173WW09__ERS852523_00448
ERR1913062.68101__1.68101	1262948__R7EFU6__BN671_01093
ERR1913062.68125__1.68125	310298__B3JNG7__BACCOP_03480
ERR1913062.68470__1.68470	853__A0A173XRA8__CGS56_09290
ERR1913062.68504__1.68504	418240__R7CJP2__cycB_1
ERR1913062.68521__1.68521	2293125__A0A374BUM7__DW917_12980
ERR1913062.68606__1.68606	1262930__R6A0L1__BN693_02245
ERR1913062.68695__1.68695	820__A0A174M9V5__M093_0237
ERR1913062.68637__1.68637	166486__D4KX18__ROSINTL182_07596
ERR1913062.68760__1.68760	1262930__R5ZVH8__BN693_01324
ERR1913062.68835__1.68835	310298__B3JFK4__BACCOP_00654
ERR1913062.68865__1.68865	853__A0A2A7ATM9__DWZ89_13645
ERR1913062.68959__1.68959	165179__A0A3E5AER8__DXB80_07075
ERR1913062.69080__1.69080	1262992__R5CXK6__BN795_00999
ERR1913062.69081__1.69081	357276__I9R4T1__IY41_06800
ERR1913062.69713__1.69713	820__A7UYX8__DXD40_11635
ERR1913062.69793__1.69793	853__A0A173RZ39__C4N22_01650
ERR1913062.69805__1.69805	2293125__A0A374BUM7__DW917_12980
ERR1913062.69862__1.69862	1262930__R6AAD1__BN693_01367
ERR1913062.69876__1.69876	1150298__A0A174DQT6__ERS852498_00506
ERR1913062.69959__1.69959	310298__B3JQJ5__BACCOP_04231
ERR1913062.69998__1.69998	544644__GCA_001915615.1_02237
ERR1913062.70072__1.70072	28116__A0A1Y4PWN5__M088_3731
ERR1913062.70103__1.70103	2293125__A0A374BSW4__DW917_13420
ERR1913062.70107__1.70107	310298__B3JEV4__BACCOP_00398
ERR1913062.70297__1.70297	821__C3RB94__DXC03_15585
ERR1913062.70457__1.70457	1735__B7CD84__EUBIFOR_02163
ERR1913062.70652__1.70652	310298__B3JLC6__BACCOP_02712
ERR1913062.70810__1.70810	165179__A0A3E5DN34__DXC61_07865
ERR1913062.71019__1.71019	821__U6RDC2__DXD46_15675
ERR1913062.71022__1.71022	1262992__R5CXM8__BN795_01024
ERR1913062.71168__1.71168	165179__A0A174UTZ7__DXC61_06705
ERR1913062.71183__1.71183	1262992__R5CWT5__BN795_00747
ERR1913062.71226__1.71226	487174__K0XA11__DDY40_03585
ERR1913062.71282__1.71282	1965538__A0A1Y4WJ44__B5E43_01185
ERR1913062.71566__1.71566	371601__A0A174ATP8__SAMN05216250_11646
ERR1913062.71582__1.71582	820__A0A3E4W4Y7__B5G17_02055
ERR1913062.71608__1.71608	166486__D4L255__mcp4_5
ERR1913062.71624__1.71624	33039__D4M5R9__ERS852502_01774
ERR1913062.71691__1.71691	310298__B3JGJ2__BACCOP_00994
ERR1913062.71731__1.71731	310298__B3JNG7__BACCOP_03480
ERR1913062.71742__1.71742	823__E1YSG0__DHP27_00465
ERR1913062.71892__1.71892	821__A0A174MBW9__SAMN04487923_10272
ERR1913062.71984__1.71984	820__A0A139K1Y6__DXB48_02610
ERR1913062.71997__1.71997	165179__A0A174UTZ7__DXC61_06705
ERR1913062.72037__1.72037	39488__A0A174JE42__ERS852450_02774
ERR1913062.72088__1.72088	818__A0A0P0FI06__BJP75_017205
ERR1913062.72239__1.72239	821__U6RDC2__DXD46_15675
ERR1913062.72276__1.72276	165179__D1PGU8__PREVCOP_06463
ERR1913062.72290__1.72290	818__Q8A3I3__HMPREF2534_00068
ERR1913062.72394__1.72394	820__A0A3E4VZF8__C801_00319
ERR1913062.72407__1.72407	649756__D4MU34__DO83_08115
ERR1913062.72385__1.72385	165179__D1PHC0__PREVCOP_06640
ERR1913062.72663__1.72663	818__A0A3E5HWN5__BSIG_3066
ERR1913062.72727__1.72727	853__A0A173YYY4__DWZ04_09420
ERR1913062.72741__1.72741	310298__B3JNH3__BACCOP_03486
ERR1913062.72849__1.72849	39488__A0A173T8Z7__hemZ_2
ERR1913062.73003__1.73003	166486__D4KXE5__ERS852572_01168
ERR1913062.73136__1.73136	204516__U6RN30__HMPREF1534_00370
ERR1913062.73233__1.73233	2293125__A0A374BSW4__DW917_13420
ERR1913062.73320__1.73320	487174__K0WWY0__DIT83_10195
ERR1913062.74282__1.74282	487174__K0WRR5__DDY40_06130
