ERR1913257.130__1.130	1550024__A0A0D8IYY8__TQ39_09180
ERR1913257.48621__1.48621	28118__F9Z4H5__DHW44_02810
ERR1913257.48869__1.48869	1150298__A0A174SLE6__mlc_1
ERR1913257.48906__1.48906	45851__D4S069__spoIVA
ERR1913257.49195__1.49195	820__A0A139K4W5__HMPREF2141_02394
ERR1913257.49383__1.49383	28117__B0MSS1__ALIPUT_00273
ERR1913257.49434__1.49434	28117__B0MYW7__ALIPUT_02336
ERR1913257.49631__1.49631	74426__group_4808
ERR1913257.49755__1.49755	39491__A0A395ZHW9__DXC13_02590
ERR1913257.50109__1.50109	1262848__R6UBC5__BN818_01849
ERR1913257.50168__1.50168	907__G0VNA4__SAMN02910401_01269
ERR1913257.50245__1.50245	39491__A0A396FMT0__EUBREC_3020
ERR1913257.50268__1.50268	1590__A0A2I9DIG9__A6B36_07840
ERR1913257.50538__1.50538	357276__C3RDQ5__HMPREF1065_03827
ERR1913257.50715__1.50715	1681__A0A3E4TVZ7__DD715_06415
ERR1913257.50855__1.50855	239935__R6JAS2__CXU02_10725
ERR1913257.50897__1.50897	1263000__R5EHB0__BN466_01647
ERR1913257.51199__1.51199	1393034__GCA_001552785.1_00509
ERR1913257.51623__1.51623	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913257.51578__1.51578	1681__A0A0E2ZAJ3__BJL93_03770
ERR1913257.51771__1.51771	28117__B0MXR1__BHV66_08035
ERR1913257.51785__1.51785	40518__R5DZC6__mreC
ERR1913257.51883__1.51883	1897011__A0A1Q6RBV8__BHW41_06760
ERR1913257.51927__1.51927	357276__D1JY58__BACDOR_04277
ERR1913257.52040__1.52040	39491__C4Z9E9__T1815_12341
ERR1913257.52093__1.52093	28117__B0MUL5__ALIPUT_00722
ERR1913257.52461__1.52461	1262761__R6RU22__BN606_01110
ERR1913257.52475__1.52475	39491__A0A396FRE7__EUR_27520
ERR1913257.52551__1.52551	33043__A0A173YSY7__tilS
ERR1913257.52603__1.52603	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913257.52625__1.52625	28052__A0A174JKH6__hisZ
ERR1913257.52802__1.52802	1262911__R6GYH2__BN557_00590
ERR1913257.52835__1.52835	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913257.52873__1.52873	1680__R5GSL8__DXD60_03315
ERR1913257.52883__1.52883	239935__A0A2N8I3G2__CXT89_00720
ERR1913257.52918__1.52918	1262882__R5N4P6__BN519_01346
ERR1913257.52962__1.52962	46503__R6X0L4__DXB61_05325
ERR1913257.53174__1.53174	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913257.53209__1.53209	28117__B0MUL5__ALIPUT_00722
ERR1913257.53253__1.53253	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913257.53326__1.53326	46228__B5CT56__RUMLAC_02679
ERR1913257.53689__1.53689	239935__A0A2N8HMQ8__pgsA
ERR1913257.53947__1.53947	46503__A7AII9__ERS852463_00984
ERR1913257.54013__1.54013	1550024__G9RTW5__TQ39_08270
ERR1913257.54025__1.54025	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913257.54046__1.54046	74426__sugC
ERR1913257.54382__1.54382	39491__A0A396FUZ3__phoR_1
ERR1913257.54398__1.54398	40518__R5E8B6__RB5AMG_00876
ERR1913257.54404__1.54404	239935__A0A139TPG3__CXT86_08810
ERR1913257.54779__1.54779	28025__D3R3F9__BLC1_0248
ERR1913257.54840__1.54840	2173__A0A1D2WV05__BK798_06920
ERR1913257.54864__1.54864	2173__A0A1D2WUH4__METSMIALI_01323
ERR1913257.55098__1.55098	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913257.55150__1.55150	46503__B7BG40__ERS852463_01623
ERR1913257.55194__1.55194	1550024__G9RPC6__TQ39_05630
ERR1913257.55287__1.55287	116085__D4J8B7__DW747_09310
ERR1913257.55367__1.55367	1681__A0A0E2ZCN8__DXD31_01560
ERR1913257.55433__1.55433	907__R7MV47__SAMN04488492_10520
ERR1913257.55686__1.55686	216816__D6DBD5__DXC32_04335
ERR1913257.55736__1.55736	823__A0A078S9Y4__M096_1441
ERR1913257.55839__1.55839	187327__G4Q7V3__ACDG_00549
ERR1913257.55903__1.55903	1150298__A0A174LKY6__ERS852535_00447
ERR1913257.55898__1.55898	39491__A0A395UZ89__DXB72_12805
ERR1913257.55996__1.55996	28117__B0MTV3__BHV66_06405
ERR1913257.56089__1.56089	1304__A0A1V0GIJ4__SALIVB_0248
ERR1913257.56197__1.56197	116085__D4J7I0__DW747_10260
ERR1913257.56393__1.56393	820__A0A139KH21__DXC80_01780
ERR1913257.56688__1.56688	1680__A7A7Z9__AAX71_05385
ERR1913257.56940__1.56940	39492__D4JWB3__EUBSIR_00040
ERR1913257.57003__1.57003	1897011__A0A1Q6RE54__BHW41_04745
ERR1913257.57019__1.57019	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913257.57227__1.57227	40520__A0A395ZYA8__DXC87_11720
ERR1913257.57435__1.57435	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913257.57459__1.57459	1681__I3WGI8__DD715_03705
ERR1913257.57512__1.57512	45851__D4S013__BHV86_10590
ERR1913257.57783__1.57783	1262924__R7HU74__BN585_00690
ERR1913257.58031__1.58031	39491__C4ZHS4__EUR_24420
ERR1913257.58082__1.58082	820__A7V092__hldE
ERR1913257.58055__1.58055	907__R7MUM6__AZ49_02805
ERR1913257.58292__1.58292	147206__GCF_000156215.1_01776
ERR1913257.58401__1.58401	1262882__R5MRT2__BN519_01494
ERR1913257.58513__1.58513	418240__C6JAX8__ERS852478_02355
ERR1913257.58836__1.58836	39485__A0A174ZQT9__EUBELI_20278
ERR1913257.59098__1.59098	1680__A0A2R4G1K8__BBMN23_0315
ERR1913257.59148__1.59148	39491__D6DXZ8__DXB72_15035
ERR1913257.59183__1.59183	29361__B6FRT6__CLONEX_02860
ERR1913257.59188__1.59188	239935__R6JD78__CXU05_09250
ERR1913257.59254__1.59254	39491__A0A174K9A3__DXB69_07785
ERR1913257.59394__1.59394	39491__R6TNE2__LD38_07270
ERR1913257.59530__1.59530	116085__D4J547__DW747_07130
ERR1913257.59621__1.59621	572010__ppdK
ERR1913257.59740__1.59740	267818__A0A0R1P9N3__SAMN02983011_00565
ERR1913257.59767__1.59767	1262886__R6QKI6__BN563_00154
ERR1913257.59837__1.59837	1262924__R7HTA4__BN585_00391
ERR1913257.60025__1.60025	1262761__R6RU22__BN606_01110
ERR1913257.60093__1.60093	1681__A0A0H2P0H2__IF232_0799
ERR1913257.60448__1.60448	1550024__A0A3B9WIA4__TQ39_14495
ERR1913257.60599__1.60599	106588__A6P303__BACCAP_04887
ERR1913257.60627__1.60627	28052__A0A174IP79__gmr_4
ERR1913257.60843__1.60843	2173__A0A1D2WW38__METSMIF1_03111
ERR1913257.60859__1.60859	28117__R7JIJ8__BHV66_01635
ERR1913257.60875__1.60875	820__A0A139KJ23__celCCA
ERR1913257.61317__1.61317	40518__R5DU28__DXD86_07960
ERR1913257.61364__1.61364	239935__A0A2N8HT18__CXT93_06135
ERR1913257.61392__1.61392	74426__nrdD
ERR1913257.61761__1.61761	853__A8SCP3__C4N26_07960
ERR1913257.61831__1.61831	357276__A0A0M1W657__HMPREF1064_04629
ERR1913257.61852__1.61852	1681__E4VCD3__BIFI_0514
ERR1913257.61881__1.61881	301301__G2T2X5__ERS852391_00403
ERR1913257.62020__1.62020	820__A0A396CMY7__HMPREF1072_03009
ERR1913257.62054__1.62054	1681__A0A3E4TVZ7__DD715_06415
ERR1913257.62131__1.62131	116085__D4J803__DW747_06090
ERR1913257.62148__1.62148	1262992__R5DCV6__BN795_00412
ERR1913257.62269__1.62269	301302__A0A0M6WTB1__M72_11101
ERR1913257.62282__1.62282	823__A0A078SYK6__DXB14_02485
ERR1913257.62447__1.62447	1680__R5GZF2__DXC60_01925
ERR1913257.62474__1.62474	1197717__A0A1B2I8C5__BED41_14640
ERR1913257.63097__1.63097	1393034__GCA_001552785.1_00510
ERR1913257.63131__1.63131	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913257.63292__1.63292	322505__group_105
ERR1913257.63574__1.63574	39491__A0A395ZG74__licR
ERR1913257.63578__1.63578	907__G0VS46__MELS_1868
ERR1913257.63819__1.63819	1680__A0A0C2VBJ4__birA
ERR1913257.63821__1.63821	1262911__R6H072__BN557_00615
ERR1913257.63842__1.63842	28117__B0MTV0__BHV66_06395
ERR1913257.64026__1.64026	1262848__R6U1W9__BN818_00751
ERR1913257.64016__1.64016	39491__A0A395ZG74__licR
ERR1913257.64195__1.64195	1150298__A0A174SLE6__mlc_1
ERR1913257.64361__1.64361	74426__purL
ERR1913257.64426__1.64426	106588__A6P303__BACCAP_04887
ERR1913257.64607__1.64607	1262736__R5YCL7__BN496_00384
ERR1913257.64699__1.64699	246787__A0A0P0GM17__BACCELL_03224
ERR1913257.64761__1.64761	1308__A0A110ZT72__CV716_00080
ERR1913257.64800__1.64800	1263011__R6DQB4__BN553_01080
ERR1913257.64906__1.64906	1680__R5GZJ8__BSTER_1195
ERR1913257.64931__1.64931	216816__C2GSX7__DD678_03555
ERR1913257.64972__1.64972	1550024__A0A3B9WIA4__TQ39_14495
ERR1913257.64981__1.64981	39491__A0A395V1R3__T1815_08181
ERR1913257.65061__1.65061	1262924__R7HU74__BN585_00690
ERR1913257.65236__1.65236	216816__C5E8I1__yciB
ERR1913257.65349__1.65349	1262924__R7HLJ9__BN585_01064
ERR1913257.65438__1.65438	45851__D4RYK6__BHV86_00465
ERR1913257.65594__1.65594	239935__A0A2N8HPS5__Amuc_0950
ERR1913257.65694__1.65694	1262911__R6H2J2__BN557_01228
ERR1913257.65986__1.65986	301302__A0A173TTX1__M72_22141
ERR1913257.66103__1.66103	40518__R5DVR2__RBL236_00303
ERR1913257.66119__1.66119	1680__A0A087DLC6__C8077_00815
ERR1913257.66165__1.66165	1262848__R6U8M7__BN818_00370
ERR1913257.66212__1.66212	1150298__R7JUS2__ERS852498_02193
ERR1913257.66412__1.66412	214856__A0A173YXX1__ERS852559_01651
ERR1913257.66422__1.66422	239935__A0A2N8HB50__CXU17_02615
ERR1913257.66562__1.66562	1897011__A0A1Q6RH58__BHW41_01950
ERR1913257.66765__1.66765	74426__sufB
ERR1913257.66932__1.66932	649756__D4MXW9__ERS852520_02286
ERR1913257.66935__1.66935	39491__A0A0M6WWT1__dus_2
ERR1913257.67103__1.67103	649756__L1Q1Y2__DO83_04045
ERR1913257.67185__1.67185	1681__A0A0H2PKG4__SAMN05216254_0742
ERR1913257.67287__1.67287	239935__A0A2N8I368__CXT95_04550
ERR1913257.67398__1.67398	1262848__R6U3I8__BN818_00546
ERR1913257.67469__1.67469	39491__A0A395ZJZ1__LD38_01870
ERR1913257.67562__1.67562	1681__A0A292G7V3__BBIF_1776
ERR1913257.67882__1.67882	1550024__A0A3B9WDR6__TQ39_19225
ERR1913257.67997__1.67997	1897011__A0A1Q6REV3__BHW41_04080
ERR1913257.68170__1.68170	357276__I9QBT7__BSEG_03340
ERR1913257.68272__1.68272	28117__R7JLL3__ALIPUT_02219
ERR1913257.68367__1.68367	239935__A0A2N8IRW0__A4V05_11620
ERR1913257.68378__1.68378	1680__A0A3E4SB79__BAD_1517
ERR1913257.68588__1.68588	387661__K5ZPK9__PRABACTJOHN_01822
ERR1913257.68649__1.68649	216816__B3DNW2__BL171B_07980
ERR1913257.68833__1.68833	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913257.68855__1.68855	2173__A0A1D2WXL5__BK798_03965
ERR1913257.68894__1.68894	1262911__R6H2J2__BN557_01228
ERR1913257.68957__1.68957	2173__A5UKK6__BK798_01380
ERR1913257.69084__1.69084	239935__B2UPZ6__CXU03_03800
ERR1913257.69171__1.69171	239935__A0A2N8HL50__CXT98_09135
ERR1913257.69338__1.69338	1262848__R6UFE6__BN818_00496
ERR1913257.69414__1.69414	1263000__R5EJ27__BN466_01916
ERR1913257.69467__1.69467	1262848__R6UHA0__BN818_00707
ERR1913257.69649__1.69649	239935__A0A2N8INZ4__CXU08_03560
ERR1913257.69744__1.69744	39488__A0A174JLI8__EHLA_0699
ERR1913257.69978__1.69978	820__A0A3E5E0T0__ERS852554_00312
ERR1913257.70098__1.70098	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913257.70367__1.70367	39491__C4ZEW3__T1815_18241
ERR1913257.70408__1.70408	39492__D4JR58__EUBSIR_02090
ERR1913257.70502__1.70502	820__A0A3E4RTP0__C801_01067
ERR1913257.70514__1.70514	820__A0A3E4W9W8__C801_01069
ERR1913257.70601__1.70601	1262924__R7HQ14__BN585_00419
ERR1913257.70589__1.70589	649756__B0P1J9__ERS852425_02604
ERR1913257.70932__1.70932	820__A0A174A6K0__M093_0079
ERR1913257.71008__1.71008	239935__A0A2N8IUK0__CXU01_07370
ERR1913257.71091__1.71091	216816__B3DNW2__BL171B_07980
ERR1913257.71254__1.71254	1262848__R6UEX2__BN818_00035
ERR1913257.71263__1.71263	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913257.71396__1.71396	239935__R7DVL7__CXT93_01180
ERR1913257.71507__1.71507	626929__F3PJ28__B5F24_03465
ERR1913257.71488__1.71488	74426__infB
ERR1913257.71502__1.71502	74426__rpoC
ERR1913257.71503__1.71503	39488__C0EXY6__ltaS1_2
ERR1913257.71773__1.71773	1262736__R5YI99__BN496_00997
ERR1913257.71825__1.71825	39491__A0A396FFW0__ERE_10580
ERR1913257.72035__1.72035	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913257.72058__1.72058	2173__A0A1D2WXH6__METSMIALI_01616
ERR1913257.72070__1.72070	1308__Q5M5E4__STER_0585
ERR1913257.72192__1.72192	39488__A0A173ZWK0__EHLA_2903
ERR1913257.72197__1.72197	28025__A0A315S0J6__BASA_0555
ERR1913257.72241__1.72241	46228__V8C4J0__RUMLAC_00248
ERR1913257.72304__1.72304	301301__A0A395V7C8__RHOM_02390
ERR1913257.72275__1.72275	1262911__R6HJT1__BN557_00291
ERR1913257.72360__1.72360	40518__R5DME2__DXD86_07315
ERR1913257.72429__1.72429	239935__A0A3F3KBB8__CXU16_06755
ERR1913257.72440__1.72440	39491__A0A395UWZ1__DXC13_02175
ERR1913257.72751__1.72751	1550024__A0A0W7TR16__TQ39_07995
ERR1913257.72777__1.72777	1897011__A0A1Q6RF88__BHW41_03295
ERR1913257.72875__1.72875	1262882__R5MPY4__BN519_01128
ERR1913257.72902__1.72902	1897011__A0A1Q6RIF1__BHW41_00635
ERR1913257.72992__1.72992	1262911__R6GTA5__BN557_01337
ERR1913257.73150__1.73150	239935__A0A139TM51__CXT91_12120
ERR1913257.73323__1.73323	28118__R6F051__NCTC10826_00301
ERR1913257.73331__1.73331	1680__A0A374QDL4__LMG18897_0432
ERR1913257.73446__1.73446	239935__A0A2N8IMC3__CXT96_03840
ERR1913257.73525__1.73525	216816__B7GP87__HMPREF0177_01055
ERR1913257.73630__1.73630	239935__A0A2N8IUU3__CXU18_08060
ERR1913257.73819__1.73819	39485__C4Z6Z5__EUBELI_20593
ERR1913257.73945__1.73945	28025__D3R739__BGL50_07610
ERR1913257.74078__1.74078	1897011__A0A1Q6RE22__BHW41_04590
ERR1913257.74196__1.74196	40518__R5E4X5__RB5AMG_01438
ERR1913257.74487__1.74487	187327__G4Q5E5__Acin_2123
ERR1913257.74771__1.74771	1686__B6XTW8__B5782_0877
ERR1913257.74865__1.74865	907__A0A1M6MZB9__C6Y28_08765
ERR1913257.74901__1.74901	39491__A0A0M6WPN4__DXB69_06325
ERR1913257.74997__1.74997	45851__D4S1J8__BUTYVIB_01969
ERR1913257.74998__1.74998	1263011__R6EMM3__BN553_01949
ERR1913257.75162__1.75162	39491__A0A395UZ89__DXB72_12805
ERR1913257.75288__1.75288	649756__L1PU84__ERS852571_01295
ERR1913257.75409__1.75409	46503__A7AHD3__DXB85_00810
ERR1913257.75701__1.75701	820__A0A3E4VZY4__ERS852554_01211
ERR1913257.75703__1.75703	45851__D4RWN7__BHV86_06150
ERR1913257.75714__1.75714	853__A0A3E2U7E6__ERS852582_01640
ERR1913257.75723__1.75723	246787__A0A3D6AWJ7__AA416_00506
ERR1913257.75755__1.75755	1897011__A0A1Q6RET2__BHW41_04000
ERR1913257.75898__1.75898	28052__A0A174H9I6__ERS852451_00172
ERR1913257.75917__1.75917	1897011__A0A1Q6REX7__BHW41_04490
ERR1913257.75927__1.75927	239935__A0A2N8HH03__CXU09_08875
ERR1913257.75979__1.75979	1262911__R6HJS5__BN557_00288
ERR1913257.76068__1.76068	239935__A0A2N8I694__CXU04_06245
ERR1913257.76242__1.76242	820__A7UYX8__DXD40_11635
ERR1913257.76281__1.76281	1263000__R5EQI3__BN466_00125
ERR1913257.76368__1.76368	28025__D3R4K9__EN10_03350
ERR1913257.76536__1.76536	39491__C4ZC33__DXC13_11585
ERR1913257.76742__1.76742	820__A0A139KHD8__ERS417307_00569
ERR1913257.76896__1.76896	39488__A0A285PP42__cobQ
ERR1913257.77066__1.77066	267818__A0A0R1PC88__FC93_GL001627
ERR1913257.77204__1.77204	853__A0A173XRA8__CGS56_09290
ERR1913257.77272__1.77272	1150298__A0A174I056__ERS852535_01387
ERR1913257.77281__1.77281	1150298__R7JU97__ERS852498_02579
ERR1913257.77356__1.77356	1263107__GCA_000436995.1_00209
ERR1913257.77821__1.77821	1150298__A0A174GJF6__bglX_2
ERR1913257.77773__1.77773	39491__A0A396FRK0__ERS852417_00541
ERR1913257.77774__1.77774	40518__R5DVU7__RBL236_00839
ERR1913257.77956__1.77956	1550024__G9RUM6__TQ39_16565
ERR1913257.78088__1.78088	239935__B2UQP8__CXU15_01110
ERR1913257.78210__1.78210	216816__Q8G464__BFS25_05925
ERR1913257.78300__1.78300	418240__A0A174MZV1__ERS852523_01489
ERR1913257.78579__1.78579	1680__A7A7Z9__AAX71_05385
ERR1913257.78547__1.78547	1150298__R7JU97__ERS852498_02579
ERR1913257.78561__1.78561	1550024__A0A3B9WE41__ASJ35_03585
ERR1913257.78647__1.78647	116085__D4J546__DW747_07135
ERR1913257.78983__1.78983	1680__R5GRA4__ERS852382_01548
ERR1913257.79080__1.79080	1681__A0A0H3E849__BBJK_01758
ERR1913257.79119__1.79119	357276__B6VW91__BACDOR_01584
ERR1913257.79261__1.79261	357276__U6R8F9__DXD47_04035
ERR1913257.79291__1.79291	907__S7HTT9__C6362_03295
ERR1913257.79599__1.79599	74426__sigA
ERR1913257.79670__1.79670	1262848__R6V8J8__BN818_00569
ERR1913257.79703__1.79703	28025__A0A315S0M1__BL03_00531
ERR1913257.79782__1.79782	1681__K2I6D7__DD698_01445
ERR1913257.79838__1.79838	1681__E4VCD3__BIFI_0514
ERR1913257.79824__1.79824	39488__A0A285PPV7__DXD91_14610
ERR1913257.79861__1.79861	1680__A0A087DHN0__AL0462_1532
ERR1913257.79952__1.79952	28025__A0A315RZM8__BALAC2494_00069
ERR1913257.79992__1.79992	1681__A0A0H2PP44__BBTM_02041
ERR1913257.80182__1.80182	40518__R5DMC7__blaR1
ERR1913257.80322__1.80322	39485__C4Z0F4__ERS852490_00945
ERR1913257.80586__1.80586	454155__F3QXY1__HMPREF9442_03071
ERR1913257.80711__1.80711	820__A0A3E4GA19__SAMN05444418_10562
ERR1913257.80719__1.80719	28117__B0MTS2__ALIPUT_00159
ERR1913257.80757__1.80757	28117__B0MXR4__BHV66_08025
ERR1913257.80905__1.80905	1263107__GCA_000436995.1_00019
ERR1913257.81009__1.81009	239935__A0A2N8IUW6__Amuc_1525
ERR1913257.81334__1.81334	1550024__A0A0D8IYB1__TQ39_12130
ERR1913257.81429__1.81429	239935__A0A2N8ITX2__CXT86_11265
ERR1913257.81512__1.81512	1680__A1A132__B0703_0684
ERR1913257.81536__1.81536	1262911__R6GT12__BN557_01070
ERR1913257.81683__1.81683	1680__A0A076JNH5__DXC60_03835
ERR1913257.82068__1.82068	46503__B7BG40__ERS852463_01623
ERR1913257.82254__1.82254	239935__A0A2N8I694__CXU04_06245
ERR1913257.82312__1.82312	1262848__R6U2B6__BN818_00428
ERR1913257.82535__1.82535	1681__I3WJE6__A0008_0093
ERR1913257.82647__1.82647	28025__D3R6V5__BLC1_1405
ERR1913257.82792__1.82792	1680__A0A0B5BME4__DXD63_05015
ERR1913257.82956__1.82956	357276__A0A0M1W657__HMPREF1064_04629
ERR1913257.83114__1.83114	39491__R6TQ09__DXC13_03010
ERR1913257.83271__1.83271	39491__A0A395V6A3__DXB69_00505
ERR1913257.83231__1.83231	39492__D4JSG7__EUBSIR_01006
ERR1913257.83353__1.83353	820__A0A374Q351__DXD40_05850
ERR1913257.83442__1.83442	649756__E5VMQ9__prkC_2
ERR1913257.83531__1.83531	1550024__G9RVD5__ASJ35_04350
ERR1913257.83636__1.83636	214856__A0A173YDP1__ERS852559_00120
ERR1913257.83637__1.83637	1262848__R6UBC5__BN818_01849
ERR1913257.83768__1.83768	357276__A0A076IS26__EL88_15950
ERR1913257.83831__1.83831	1262924__R7HQX0__BN585_00307
ERR1913257.83909__1.83909	39491__A0A173RA59__EUR_24800
ERR1913257.84053__1.84053	487174__K0WUM9__HMPREF9448_02608
ERR1913257.84060__1.84060	39485__A0A174YYW2__benM
ERR1913257.84167__1.84167	39491__C4Z872__LD38_07250
ERR1913257.84500__1.84500	1263107__GCA_000436995.1_00097
ERR1913257.84471__1.84471	820__A0A139K8X8__DXC80_17665
ERR1913257.84827__1.84827	239935__A0A2N8I5A2__DEF40_08455
ERR1913257.84947__1.84947	626940__E8LE41__DCQ00_06695
ERR1913257.85129__1.85129	39491__C4Z872__LD38_07250
ERR1913257.85180__1.85180	1262736__R5YYI5__BN496_01562
ERR1913257.85290__1.85290	301301__A0A395VCJ3__cbiT
ERR1913257.85348__1.85348	40518__R5E426__DXD93_04485
ERR1913257.85441__1.85441	45851__R5LYV2__BHV86_00590
ERR1913257.85444__1.85444	39491__A0A396FKI0__DXC13_11560
ERR1913257.85470__1.85470	853__A0A173T6P2__DWZ46_14595
ERR1913257.85648__1.85648	74426__group_1871
ERR1913257.85649__1.85649	74426__group_1871
ERR1913257.85626__1.85626	74426__groL
ERR1913257.85882__1.85882	1262882__R5MHQ8__BN519_00707
ERR1913257.86172__1.86172	28025__A0A0L7BUQ4__Balat_0268
ERR1913257.86191__1.86191	39488__A0A173SK21__EUBHAL_00799
ERR1913257.86209__1.86209	246787__E2N7G0__resA_6
ERR1913257.86335__1.86335	2173__A0A1D2WUH4__METSMIALI_01323
ERR1913257.86469__1.86469	1680__R5GR82__AD0028_0014
ERR1913257.86647__1.86647	39491__C4Z9Y3__ERS852417_01808
ERR1913257.86917__1.86917	28117__B0MWC6__BHV66_00965
ERR1913257.87038__1.87038	39486__B0G1Y1__DXD82_09465
ERR1913257.87190__1.87190	820__A7V859__ERS852462_00341
ERR1913257.87127__1.87127	418240__C6JET3__ERS852478_01564
ERR1913257.87103__1.87103	357276__A0A0M1W1I8__ABI39_13620
ERR1913257.87272__1.87272	357276__B6VW91__BACDOR_01584
ERR1913257.87315__1.87315	1262736__R5Y5X7__BN496_00238
ERR1913257.87486__1.87486	1150298__R7JRU1__degA_3
ERR1913257.87617__1.87617	853__A0A173SUU8__CGS54_06840
ERR1913257.87753__1.87753	39491__A0A396FFW0__ERE_10580
ERR1913257.87928__1.87928	39491__A0A395ZF49__DXB69_05290
ERR1913257.87930__1.87930	28117__B0MY40__BHV66_05170
ERR1913257.87942__1.87942	1680__A7A7Z9__AAX71_05385
ERR1913257.88091__1.88091	239935__R6J9Y2__CXT85_07000
ERR1913257.88179__1.88179	820__A0A1Y3V743__M093_0235
ERR1913257.88184__1.88184	40520__R7DD10__glgB
ERR1913257.88413__1.88413	1262848__R6U9S9__BN818_01676
ERR1913257.88875__1.88875	458033__GCA_001482755.1_02203
ERR1913257.88912__1.88912	35833__E5YAQ7__HMPREF0179_03278
ERR1913257.89137__1.89137	1680__A0A087DHN0__AL0462_1532
ERR1913257.89192__1.89192	184870__A0A134BIF8__CJ240_05525
ERR1913257.89225__1.89225	823__A0A395YRX4__ERS852513_03444
ERR1913257.89235__1.89235	39491__A0A174IJH1__DXB76_01865
ERR1913257.89241__1.89241	216816__A0A061M1M5__HMPREF0177_01046
ERR1913257.89410__1.89410	1262736__R5YJ29__BN496_01288
ERR1913257.89831__1.89831	2173__A0A1D2WUH4__METSMIALI_01323
ERR1913257.89851__1.89851	74426__yccM
ERR1913257.89852__1.89852	2173__A0A1D2WX19__METSMIF1_03132
ERR1913257.90112__1.90112	40520__A5ZRI6__DXC87_12175
ERR1913257.90399__1.90399	626940__E8LDT4__rarD
ERR1913257.90607__1.90607	1263107__GCA_000436995.1_00076
ERR1913257.90980__1.90980	40520__R7D624__DXC87_06475
ERR1913257.91081__1.91081	1262761__R6RU22__BN606_01110
ERR1913257.91103__1.91103	40520__R7DAD5__ERS852394_01838
ERR1913257.91182__1.91182	1262777__R5W3H1__BN512_01087
ERR1913257.91473__1.91473	357276__I9R994__BACDOR_04044
ERR1913257.91557__1.91557	1263000__R5EKG2__BN466_02040
ERR1913257.91599__1.91599	2173__A0A1D2WU59__Msm_1444
ERR1913257.91692__1.91692	1263000__R5EXT3__BN466_02213
ERR1913257.92008__1.92008	39491__A0A395UWZ1__DXC13_02175
ERR1913257.92154__1.92154	28025__A0A0L7BUQ4__Balat_0268
ERR1913257.92169__1.92169	1262736__R5YAY2__BN496_01805
ERR1913257.92174__1.92174	1262911__R6GP58__BN557_00798
ERR1913257.92430__1.92430	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913257.92437__1.92437	454155__F3QQQ9__HMPREF9442_00501
ERR1913257.92517__1.92517	74426__rpoB
ERR1913257.92903__1.92903	907__S7HRR9__AZ49_10695
ERR1913257.93058__1.93058	1681__A0A0H3E8L0__DXD31_03505
ERR1913257.93297__1.93297	1550024__A0A0W7TVN4__ASJ35_01120
ERR1913257.93318__1.93318	1263011__R6E1P2__BN553_01898
ERR1913257.93433__1.93433	1680__A0A174BEE7__BSTER_1311
ERR1913257.93420__1.93420	1150298__A0A174DX06__ERS852498_00491
ERR1913257.93464__1.93464	218139__GCA_002259595.1_01323
ERR1913257.93690__1.93690	410072__A0A173S248__ERS852525_02992
ERR1913257.93865__1.93865	239935__A0A2N8IL82__CXU02_11740
ERR1913257.93827__1.93827	45851__D4RWD3__BHV86_07045
ERR1913257.93926__1.93926	357276__I8WPR6__EL88_06675
ERR1913257.93978__1.93978	301301__A0A395V7G5__RHOM_16755
ERR1913257.94075__1.94075	40518__R5DX31__DXD86_09775
ERR1913257.94268__1.94268	33043__D5HFA0__glfT2
ERR1913257.94342__1.94342	28111__E5WVR8__NCTC11155_02792
ERR1913257.94584__1.94584	1681__A0A0H3ECG3__BBBF_1813
ERR1913257.94609__1.94609	1681__A0A0H2PGZ6__DXD34_05075
ERR1913257.94690__1.94690	1262848__R6U3I8__BN818_00546
ERR1913257.94750__1.94750	36343__GeneID:1261160
ERR1913257.94802__1.94802	1263109__GCA_000438135.1_00333
ERR1913257.94861__1.94861	1680__A7A8N9__BBMN23_1271
ERR1913257.94911__1.94911	820__A7VAS1__HMPREF2141_03259
ERR1913257.94931__1.94931	74426__nrdD
ERR1913257.95014__1.95014	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913257.95146__1.95146	853__A0A173XRA8__CGS56_09290
ERR1913257.95271__1.95271	239935__A0A3F3KBB8__CXU16_06755
ERR1913257.95367__1.95367	1550024__A0A3B9WEL2__TQ39_11090
ERR1913257.95816__1.95816	239935__B2URG6__CXU02_00030
ERR1913257.95945__1.95945	1587__F3MLF7__DM477_02495
