ERR1913202.101__1.101	239935__A0A2N8HBP0__CXT94_04450
ERR1913202.44193__1.44193	301302__A0A173SUI7__M72_11091
ERR1913202.44202__1.44202	487174__K0WU53__DDY40_07650
ERR1913202.44211__1.44211	214856__R6Y6H8__ERS852447_01719
ERR1913202.44238__1.44238	301302__A0A0M6WCT0__M72_03221
ERR1913202.44254__1.44254	214856__I3YMC8__ERS852447_02666
ERR1913202.44310__1.44310	214856__R6XYY8__ERS852447_01722
ERR1913202.44396__1.44396	214856__A0A174EJT5__mnmA
ERR1913202.44658__1.44658	1262911__R6GP58__BN557_00798
ERR1913202.44707__1.44707	239935__A0A2N8ILG3__CXT93_10135
ERR1913202.44809__1.44809	214856__R6Y2Y4__ERS852447_01086
ERR1913202.44826__1.44826	1262882__R5N5S3__BN519_00085
ERR1913202.45106__1.45106	214856__I3YPP3__Alfi_2701
ERR1913202.45129__1.45129	214856__I3YPP0__ERS852447_01388
ERR1913202.45203__1.45203	1501391__GCA_000786575.1_00102
ERR1913202.45261__1.45261	487174__K0WY34__DDY40_07435
ERR1913202.45369__1.45369	214856__R6Y6H8__ERS852447_01719
ERR1913202.45406__1.45406	214856__R6Y8K1__ERS852447_02509
ERR1913202.45466__1.45466	74426__nifJ
ERR1913202.45613__1.45613	1262882__R5MEN9__BN519_00201
ERR1913202.45708__1.45708	1235835__R9LCU2__C814_02677
ERR1913202.45847__1.45847	487174__K0X551__HMPREF9448_02151
ERR1913202.45798__1.45798	47678__R5U3L4__C5Z00_12600
ERR1913202.45886__1.45886	487174__K0X3V7__DIT83_01400
ERR1913202.45919__1.45919	214856__R6YC22__ERS852447_01215
ERR1913202.46199__1.46199	239935__A0A2N8IFA0__CXT92_02050
ERR1913202.46224__1.46224	214856__I3YPP9__Alfi_2707
ERR1913202.46377__1.46377	47678__A5ZEA3__ERS852558_00257
ERR1913202.46421__1.46421	1262882__R5N3H1__BN519_01121
ERR1913202.46497__1.46497	818__A0A1H7L4U6__BSIG_3287
ERR1913202.46498__1.46498	1501391__GCA_000786575.1_00072
ERR1913202.46549__1.46549	1235835__R9LCU2__C814_02677
ERR1913202.46604__1.46604	214856__I3YMN6__Alfi_1938
ERR1913202.46632__1.46632	214856__R6YD52__ERS852447_02171
ERR1913202.46642__1.46642	214856__I3YPI7__pepD_1
ERR1913202.46707__1.46707	214856__I3YPN5__Alfi_2693
ERR1913202.46755__1.46755	214856__R6XKW1__ERS852559_01141
ERR1913202.46880__1.46880	1262911__R6GZX7__BN557_00838
ERR1913202.46951__1.46951	214856__A0A174AYS4__ERS852447_01192
ERR1913202.46962__1.46962	1501391__GCA_000786575.1_00031
ERR1913202.46965__1.46965	214856__R6XNE7__ERS852447_02267
ERR1913202.46979__1.46979	214856__R6Y1K2__ERS852447_02306
ERR1913202.47104__1.47104	214856__R5UN64__ERS852447_02669
ERR1913202.47109__1.47109	1262882__R5MK82__BN519_00260
ERR1913202.47311__1.47311	239935__B2URG9__CXU00_11290
ERR1913202.47636__1.47636	239935__A0A2N8IJI1__B5G29_04615
ERR1913202.47816__1.47816	214856__A0A174EJT5__mnmA
ERR1913202.47897__1.47897	47678__A5ZEP5__CGC64_03450
ERR1913202.48013__1.48013	214856__I3YPI7__pepD_1
ERR1913202.48037__1.48037	1262882__R5MF58__BN519_00393
ERR1913202.48071__1.48071	214856__R6Z288__ERS852447_00734
ERR1913202.48080__1.48080	214856__R6Z3P8__ERS852559_01737
ERR1913202.48102__1.48102	214856__I3YMC8__ERS852447_02666
ERR1913202.48512__1.48512	214856__A0A173W3Y5__ERS852559_02032
ERR1913202.48750__1.48750	214856__R6YD52__ERS852447_02171
ERR1913202.48774__1.48774	214856__A0A173YXX1__ERS852559_01651
ERR1913202.48905__1.48905	214856__R6XKT4__ERS852559_01719
ERR1913202.49053__1.49053	214856__R6Z288__ERS852447_00734
ERR1913202.49143__1.49143	214856__R6Z5D0__resA_4
ERR1913202.49179__1.49179	214856__I3YPR6__Alfi_2724
ERR1913202.49321__1.49321	1965604__A0A1Y4EU17__B5F54_07295
ERR1913202.49457__1.49457	214856__I3YPQ3__Alfi_2711
ERR1913202.49461__1.49461	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913202.49526__1.49526	239935__A0A2N8I9P4__CXT85_05050
ERR1913202.49491__1.49491	1262882__R5MF58__BN519_00393
ERR1913202.49593__1.49593	239935__A0A2N8IMC3__CXT96_03840
ERR1913202.49762__1.49762	487174__K0XL35__DDY40_11955
ERR1913202.49886__1.49886	1262911__R6GZW9__BN557_00833
ERR1913202.49976__1.49976	214856__A0A174CRY5__ERS852559_01060
ERR1913202.49999__1.49999	214856__R5UN64__ERS852447_02669
ERR1913202.50021__1.50021	214856__A0A173YXX1__ERS852559_01651
ERR1913202.50075__1.50075	487174__K0WUJ8__DIT83_08050
ERR1913202.50150__1.50150	1501391__GCA_000786575.1_00039
ERR1913202.50216__1.50216	214856__R6Y7P0__ERS852447_00307
ERR1913202.50456__1.50456	214856__I3YPQ0__ERS852447_01379
ERR1913202.50568__1.50568	214856__R6YD52__ERS852447_02171
ERR1913202.50618__1.50618	1501391__GCA_000786575.1_00075
ERR1913202.51051__1.51051	214856__A0A175A6T5__ERS852447_02658
ERR1913202.50989__1.50989	1262882__R5MF43__BN519_00282
ERR1913202.51027__1.51027	1262911__R6H0S8__BN557_01079
ERR1913202.51206__1.51206	47678__R5U7A9__C5Z00_03635
ERR1913202.51178__1.51178	487174__K0XDI7__DIT83_12065
ERR1913202.51184__1.51184	39492__A0A174ZL16__EUBSIR_01269
ERR1913202.51231__1.51231	214856__R5UN64__ERS852447_02669
ERR1913202.51472__1.51472	47678__A0A174H7W9__ERS852494_00524
ERR1913202.51479__1.51479	214856__R5UN64__ERS852447_02669
ERR1913202.51642__1.51642	214856__I3YPQ6__Alfi_2714
ERR1913202.51595__1.51595	239935__B2URG6__CXU02_00030
ERR1913202.51706__1.51706	214856__R6Z288__ERS852447_00734
ERR1913202.51756__1.51756	214856__R6Y7P0__ERS852447_00307
ERR1913202.51901__1.51901	214856__I3YPI7__pepD_1
ERR1913202.51938__1.51938	1897011__A0A1Q6RF88__BHW41_03295
ERR1913202.52053__1.52053	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913202.52228__1.52228	328814__GCA_004558275.1_01002
ERR1913202.52289__1.52289	88431__A0A3D0EYA4__atpH
ERR1913202.52324__1.52324	1262882__R5MEI8__BN519_00283
ERR1913202.52346__1.52346	1262882__R5MGX3__BN519_00046
ERR1913202.52373__1.52373	214856__R6XTZ7__ERS852447_02314
ERR1913202.52529__1.52529	239935__R6JD78__CXU05_09250
ERR1913202.52600__1.52600	28116__A0A078QGJ1__AA414_00533
ERR1913202.52755__1.52755	239935__A0A139TPU7__CXT91_06575
ERR1913202.52852__1.52852	821__A0A395UNT8__DXD64_15275
ERR1913202.52870__1.52870	214856__A0A174EJT5__mnmA
ERR1913202.52933__1.52933	239935__A0A139TPU7__CXT91_06575
ERR1913202.52939__1.52939	1262882__R5N211__BN519_01033
ERR1913202.53006__1.53006	214856__I3YPN0__ERS852447_01398
ERR1913202.53255__1.53255	214856__R6XS46__ERS852559_00812
ERR1913202.53330__1.53330	1965604__A0A1Y4F8P6__B5F54_00695
ERR1913202.53579__1.53579	214856__R6XUN2__rcsC_1
ERR1913202.53630__1.53630	214856__R6Y1K2__ERS852447_02306
ERR1913202.53773__1.53773	214856__R6YD52__ERS852447_02171
ERR1913202.53958__1.53958	1262882__R5MQ68__BN519_01178
ERR1913202.54000__1.54000	39486__G1WMX5__HMPREF9457_00476
ERR1913202.54006__1.54006	1262882__R5MYP8__BN519_00439
ERR1913202.54026__1.54026	214856__R6XS46__ERS852559_00812
ERR1913202.54047__1.54047	301302__R5VFU2__xynA1
ERR1913202.54621__1.54621	487174__R5F5Z4__DIT83_00635
ERR1913202.54623__1.54623	214856__A0A174EJT5__mnmA
ERR1913202.54712__1.54712	39485__C4Z1Y9__EUBELI_00143
ERR1913202.54782__1.54782	1501391__GCA_000786575.1_00158
ERR1913202.54852__1.54852	214856__R6XKT4__ERS852559_01719
ERR1913202.55057__1.55057	328814__GCA_004558275.1_00835
ERR1913202.55115__1.55115	214856__R6Z590__ERS852447_01059
ERR1913202.55462__1.55462	301301__A0A395V407__ERS852391_02230
ERR1913202.55562__1.55562	818__A0A3E5HK02__BSIG_1732
ERR1913202.55647__1.55647	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913202.55718__1.55718	214856__I3YPI7__pepD_1
ERR1913202.55970__1.55970	214856__I3YMC8__ERS852447_02666
ERR1913202.55987__1.55987	28118__R6FBE6__DHW44_11635
ERR1913202.56046__1.56046	214856__R6XNE7__ERS852447_02267
ERR1913202.56096__1.56096	214856__R6Y1K2__ERS852447_02306
ERR1913202.56102__1.56102	214856__I3YMC8__ERS852447_02666
ERR1913202.56213__1.56213	47678__R5USS6__C5Z00_03300
ERR1913202.56243__1.56243	239935__A0A139TTZ7__CXU14_07900
ERR1913202.56391__1.56391	214856__R6YD52__ERS852447_02171
ERR1913202.56500__1.56500	1262882__R5MEN2__BN519_00200
ERR1913202.56504__1.56504	214856__R6Y0B9__ERS852559_00164
ERR1913202.56553__1.56553	1501391__GCA_000786575.1_00109
ERR1913202.56556__1.56556	487174__K0XRP0__DDY40_09260
ERR1913202.56589__1.56589	357276__A0A076IRZ5__BACDOR_00630
ERR1913202.56638__1.56638	1262882__R5N4P6__BN519_01346
ERR1913202.56644__1.56644	214856__I3YPR6__Alfi_2724
ERR1913202.56714__1.56714	1262882__R5MPL0__BN519_01038
ERR1913202.56630__1.56630	214856__R6XS46__ERS852559_00812
ERR1913202.56820__1.56820	1965604__A0A1Y4F5S5__B5F54_00140
ERR1913202.56738__1.56738	214856__I3YPP3__Alfi_2701
ERR1913202.56791__1.56791	214856__R6XTZ7__ERS852447_02314
ERR1913202.56798__1.56798	39492__B0MNL5__phoR_1
ERR1913202.56857__1.56857	214856__R6XUN2__rcsC_1
ERR1913202.56866__1.56866	214856__I3YPN9__ERS852447_01389
ERR1913202.56912__1.56912	214856__R6Y0B9__ERS852559_00164
ERR1913202.56922__1.56922	214856__R6XUN2__rcsC_1
ERR1913202.57260__1.57260	47678__R5U3U1__BACCAC_03593
ERR1913202.57243__1.57243	214856__A0A173YXX1__ERS852559_01651
ERR1913202.57763__1.57763	214856__A0A175A6T5__ERS852447_02658
ERR1913202.57847__1.57847	214856__I3YMC8__ERS852447_02666
ERR1913202.57861__1.57861	1262882__R5N3H1__BN519_01121
ERR1913202.57873__1.57873	1262882__R5N4I8__BN519_01293
ERR1913202.57983__1.57983	1501391__GCA_000786575.1_00102
ERR1913202.57994__1.57994	214856__I3YPP9__Alfi_2707
ERR1913202.58097__1.58097	1150298__A0A173X9I5__ERS852498_01823
ERR1913202.58116__1.58116	214856__R6XQX8__ERS852559_02550
ERR1913202.58134__1.58134	214856__R6YC22__ERS852447_01215
ERR1913202.58186__1.58186	214856__R6Z7Q9__ERS852447_02172
ERR1913202.58303__1.58303	214856__R6Z5D0__resA_4
ERR1913202.58400__1.58400	1262882__R5MFA5__BN519_00331
ERR1913202.58716__1.58716	1501391__GCA_000786575.1_00110
ERR1913202.59069__1.59069	214856__R6XNE7__ERS852447_02267
ERR1913202.59128__1.59128	328814__GCA_004558275.1_00987
ERR1913202.59183__1.59183	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913202.59309__1.59309	214856__R6Z590__ERS852447_01059
ERR1913202.59336__1.59336	1262882__R5MZZ3__BN519_00482
ERR1913202.59364__1.59364	214856__A0A175A6T5__ERS852447_02658
ERR1913202.59384__1.59384	214856__I3YPP0__ERS852447_01388
ERR1913202.59460__1.59460	1262911__R6GQM3__BN557_01245
ERR1913202.59479__1.59479	239935__A0A2N8I3Z7__CXU05_10555
ERR1913202.59538__1.59538	214856__R6XP73__ERS852447_00886
ERR1913202.59615__1.59615	214856__I3YPQ4__Alfi_2712
ERR1913202.59624__1.59624	214856__R5UN64__ERS852447_02669
ERR1913202.59789__1.59789	1262882__R5MYP8__BN519_00439
ERR1913202.59931__1.59931	214856__R6XS02__ERS852447_01685
ERR1913202.60102__1.60102	818__R7KZF1__C5Z03_07410
ERR1913202.60136__1.60136	487174__K0WZU9__HMPREF9448_01159
ERR1913202.60154__1.60154	328813__A0A1Y3QZ64__B5G41_14235
ERR1913202.60181__1.60181	818__A0A0P0F2P7__BT_1771
ERR1913202.60274__1.60274	39491__A0A173RJ81__DXB76_01570
ERR1913202.60307__1.60307	1262882__R5MND9__BN519_00831
ERR1913202.60461__1.60461	818__A0A0P0FI06__BJP75_017205
ERR1913202.60495__1.60495	1501391__GCA_000786575.1_00055
ERR1913202.60396__1.60396	214856__R6YC22__ERS852447_01215
ERR1913202.60621__1.60621	487174__R5FN40__HMPREF9448_01366
ERR1913202.60556__1.60556	214856__R6Z320__ERS852447_02148
ERR1913202.60798__1.60798	1262911__R6H2B5__BN557_01151
ERR1913202.60885__1.60885	214856__A0A174EJT5__mnmA
ERR1913202.60957__1.60957	214856__R6Z288__ERS852447_00734
ERR1913202.60906__1.60906	214856__D4IMT6__Alfi_1830
ERR1913202.60975__1.60975	487174__R5F3K6__DDY40_04230
ERR1913202.61159__1.61159	1262882__R5MF58__BN519_00393
ERR1913202.61349__1.61349	214856__R6XKW1__ERS852559_01141
ERR1913202.61355__1.61355	239935__A0A2N8IL82__CXU02_11740
ERR1913202.61489__1.61489	487174__R5F3K6__DDY40_04230
ERR1913202.61490__1.61490	214856__A0A174EJT5__mnmA
ERR1913202.61615__1.61615	239935__A0A139TLF5__CXU18_06685
ERR1913202.61928__1.61928	214856__R5UN64__ERS852447_02669
ERR1913202.62206__1.62206	487174__K0X2Q8__DDY40_04590
ERR1913202.62798__1.62798	47678__R5U7X8__C5Z00_18270
ERR1913202.62841__1.62841	214856__A0A174EJT5__mnmA
ERR1913202.62883__1.62883	214856__R6YC22__ERS852447_01215
ERR1913202.63052__1.63052	1262882__R5N3T7__BN519_01188
ERR1913202.63101__1.63101	487174__K0WWT0__DIT83_10190
ERR1913202.63111__1.63111	487174__K0X347__DIT83_07775
ERR1913202.63135__1.63135	214856__I3YPP9__Alfi_2707
ERR1913202.63269__1.63269	214856__R6Z186__ERS852447_00718
ERR1913202.63425__1.63425	1262882__R5MGI7__BN519_00643
ERR1913202.63634__1.63634	214856__R6Y6H8__ERS852447_01719
ERR1913202.63853__1.63853	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913202.63854__1.63854	214856__I3YPP3__Alfi_2701
ERR1913202.63861__1.63861	487174__K0WZP2__DDY40_04000
ERR1913202.63931__1.63931	821__A0A396EVC9__DXB90_03525
ERR1913202.63908__1.63908	818__A0A3E5HN77__HMPREF2534_00072
ERR1913202.63952__1.63952	214856__R6Z5D0__resA_4
ERR1913202.64049__1.64049	1262882__R5MF43__BN519_00282
ERR1913202.64186__1.64186	214856__I3YPN9__ERS852447_01389
ERR1913202.64240__1.64240	214856__R6Y6H8__ERS852447_01719
ERR1913202.64250__1.64250	214856__I3YPQ3__Alfi_2711
ERR1913202.64304__1.64304	214856__A0A173W3Y5__ERS852559_02032
ERR1913202.64464__1.64464	328813__A0A1Y3QQ66__B5G41_14240
ERR1913202.64505__1.64505	239935__A0A2N8IUQ8__CXU09_01665
ERR1913202.64604__1.64604	487174__K0X3A6__HMPREF9448_02725
ERR1913202.64686__1.64686	214856__R6Z7Q9__ERS852447_02172
ERR1913202.64749__1.64749	1501391__GCA_000786575.1_00113
ERR1913202.64905__1.64905	214856__I3YPQ6__Alfi_2714
ERR1913202.65035__1.65035	214856__I3YPQ4__Alfi_2712
ERR1913202.65194__1.65194	1262882__R5MZZ3__BN519_00482
ERR1913202.65147__1.65147	1262882__R5MFY4__BN519_00529
ERR1913202.65299__1.65299	818__A0A1H7S810__BJP75_003270
ERR1913202.65308__1.65308	1262882__R5N3A4__BN519_01270
ERR1913202.65481__1.65481	1965576__A0A1Y4LQE5__B5F19_01670
ERR1913202.65784__1.65784	1550024__A0A0W7TQZ0__TQ39_10670
ERR1913202.65912__1.65912	410072__A0A174DJM1__DXD67_05275
ERR1913202.66111__1.66111	214856__I3YMC8__ERS852447_02666
ERR1913202.66102__1.66102	2108523__A0A2P2F3W3__LAWASA_692
ERR1913202.66152__1.66152	214856__R6Z7Q9__ERS852447_02172
ERR1913202.66290__1.66290	301302__A0A173R6H4__M72_21671
ERR1913202.66326__1.66326	214856__R6YC22__ERS852447_01215
ERR1913202.66328__1.66328	216816__B7GN29__BL72_08765
ERR1913202.66376__1.66376	214856__I3YPP1__Alfi_2699
ERR1913202.66380__1.66380	214856__R6Y6H8__ERS852447_01719
ERR1913202.66630__1.66630	487174__K0X551__HMPREF9448_02151
ERR1913202.66675__1.66675	214856__R6XS46__ERS852559_00812
ERR1913202.66702__1.66702	47678__R5USS6__C5Z00_03300
ERR1913202.66709__1.66709	214856__R6XP73__ERS852447_00886
ERR1913202.66710__1.66710	214856__I3YMN6__Alfi_1938
ERR1913202.66820__1.66820	818__Q8A2L4__Btheta7330_05011
ERR1913202.66887__1.66887	214856__A0A175A6T5__ERS852447_02658
ERR1913202.66929__1.66929	328814__GCA_004558275.1_00997
ERR1913202.66980__1.66980	214856__I3YPQ3__Alfi_2711
ERR1913202.67094__1.67094	214856__I3YPP0__ERS852447_01388
ERR1913202.67353__1.67353	1501391__GCA_000786575.1_00107
ERR1913202.67526__1.67526	214856__I3YPQ0__ERS852447_01379
ERR1913202.67550__1.67550	214856__R6Y6H8__ERS852447_01719
ERR1913202.67655__1.67655	28116__A0A078Q626__HMPREF1070_02735
ERR1913202.67823__1.67823	818__Q8A5L9__BJP75_000955
ERR1913202.68135__1.68135	214856__I3YPP9__Alfi_2707
ERR1913202.68159__1.68159	214856__I3YMN6__Alfi_1938
ERR1913202.68191__1.68191	1262948__R7EH74__BN671_00077
ERR1913202.68248__1.68248	214856__I3YPP9__Alfi_2707
ERR1913202.68308__1.68308	214856__R6XYY8__ERS852447_01722
ERR1913202.68409__1.68409	214856__R6XYY8__ERS852447_01722
ERR1913202.68617__1.68617	214856__R6Z5D0__resA_4
ERR1913202.68619__1.68619	239935__A0A2N8INZ4__CXU08_03560
ERR1913202.68769__1.68769	214856__I3YPQ4__Alfi_2712
ERR1913202.68892__1.68892	1262882__R5MNC1__BN519_00818
ERR1913202.68965__1.68965	214856__R6XUN2__rcsC_1
ERR1913202.68983__1.68983	853__A0A173XRA8__CGS56_09290
ERR1913202.68988__1.68988	487174__R5F5Z4__DIT83_00635
ERR1913202.69085__1.69085	214856__R5UN64__ERS852447_02669
ERR1913202.69104__1.69104	214856__R5UN64__ERS852447_02669
ERR1913202.69106__1.69106	47678__R5U9Z0__HMPREF1061_03210
ERR1913202.69195__1.69195	214856__I3YPP2__Alfi_2700
ERR1913202.69736__1.69736	328813__A0A1Y3QQ66__B5G41_14240
ERR1913202.69801__1.69801	1262882__R5N1Z9__BN519_01020
ERR1913202.69851__1.69851	1262911__R6H0U7__BN557_01104
ERR1913202.70115__1.70115	214856__R6XQX8__ERS852559_02550
ERR1913202.70230__1.70230	1262882__R5MHZ2__BN519_00742
ERR1913202.70247__1.70247	1262882__R5MSQ8__BN519_01647
ERR1913202.70269__1.70269	214856__R5UN64__ERS852447_02669
ERR1913202.70328__1.70328	214856__A0A175A6T5__ERS852447_02658
ERR1913202.70431__1.70431	1150298__R7JUS5__soxS_1
ERR1913202.70475__1.70475	328814__GCA_004558275.1_00076
ERR1913202.70482__1.70482	214856__R6Y6H8__ERS852447_01719
ERR1913202.70567__1.70567	214856__A0A173YXX1__ERS852559_01651
ERR1913202.70686__1.70686	1262744__R6FST0__BN744_00381
ERR1913202.70860__1.70860	214856__I3YPN5__Alfi_2693
ERR1913202.70820__1.70820	1262882__R5MJJ3__BN519_01027
ERR1913202.70972__1.70972	301302__R5UQ67__M72_23121
ERR1913202.71037__1.71037	552398__F4XH38__HMPREF0866_02939
ERR1913202.71038__1.71038	214856__R6XTZ7__ERS852447_02314
ERR1913202.71111__1.71111	214856__R6Y7P0__ERS852447_00307
ERR1913202.71367__1.71367	214856__I3YPP9__Alfi_2707
ERR1913202.71327__1.71327	47678__R5UST1__ERS852558_03505
ERR1913202.71406__1.71406	1262882__R5N2E1__BN519_01117
ERR1913202.71620__1.71620	1501391__GCA_000786575.1_00006
ERR1913202.71636__1.71636	47678__R5UMC3__CGC64_08380
ERR1913202.71706__1.71706	1262882__R5MHX6__BN519_00733
ERR1913202.71712__1.71712	47678__R5U2F6__HMPREF1061_00767
ERR1913202.71726__1.71726	487174__K0X6A4__HMPREF9448_00105
ERR1913202.71824__1.71824	214856__I3YMN6__Alfi_1938
ERR1913202.71967__1.71967	1262882__R5MSX6__BN519_01697
ERR1913202.72272__1.72272	301301__A0A395V7X3__RHOM_05050
ERR1913202.72426__1.72426	39491__A0A395ZHV7__ykvU
ERR1913202.72681__1.72681	239935__A0A2N8HAQ1__DEF40_05290
ERR1913202.72836__1.72836	1235835__R9LCU2__C814_02677
ERR1913202.72855__1.72855	214856__R6XKW1__ERS852559_01141
ERR1913202.72909__1.72909	214856__I3YPP9__Alfi_2707
ERR1913202.73047__1.73047	1965604__A0A1Y4F8M5__B5F54_00575
ERR1913202.73083__1.73083	216816__C2GUV2__APC1478_0430
ERR1913202.73241__1.73241	487174__K0WVG2__DDY40_00285
ERR1913202.73245__1.73245	487174__K0X551__HMPREF9448_02151
ERR1913202.73327__1.73327	214856__I3YPQ8__ERS852447_01371
ERR1913202.74000__1.74000	214856__I3YMC8__ERS852447_02666
ERR1913202.74045__1.74045	214856__R6XKT4__ERS852559_01719
ERR1913202.74206__1.74206	214856__I3YPR2__Alfi_2720
ERR1913202.74314__1.74314	239935__A0A3F3K985__CXT98_05805
ERR1913202.74366__1.74366	214856__R6Z5D0__resA_4
ERR1913202.74500__1.74500	239935__A0A2N8HUU6__CXT90_06150
ERR1913202.74597__1.74597	214856__I3YPN0__ERS852447_01398
ERR1913202.74620__1.74620	818__A0A1H7L4U6__BSIG_3287
ERR1913202.74697__1.74697	1262882__R5MZ41__BN519_00356
ERR1913202.74925__1.74925	818__Q8A335__HMPREF2534_01154
ERR1913202.74984__1.74984	214856__A0A173Z1B0__ERS852447_00765
ERR1913202.75056__1.75056	239935__R7DVL7__CXT93_01180
ERR1913202.75124__1.75124	39492__D4JSU6__dacB_3
ERR1913202.75167__1.75167	189722__E0NQU7__HMPREF0658_0548
ERR1913202.75403__1.75403	214856__R6XTZ7__ERS852447_02314
ERR1913202.75484__1.75484	1262882__R5MYX5__BN519_00333
ERR1913202.75467__1.75467	39492__D4JQP0__ypeB
ERR1913202.75610__1.75610	214856__I3YPN0__ERS852447_01398
ERR1913202.75653__1.75653	214856__I3YPN0__ERS852447_01398
ERR1913202.75825__1.75825	214856__R6Z288__ERS852447_00734
ERR1913202.75836__1.75836	39492__D4JR31__EUBSIR_00106
ERR1913202.75803__1.75803	214856__I3YPN3__ERS852447_01395
ERR1913202.75910__1.75910	216816__V6XY04__APK78_02285
ERR1913202.75992__1.75992	239935__A0A2N8ITG2__Amuc_0335
ERR1913202.76003__1.76003	214856__I3YPR6__Alfi_2724
ERR1913202.76013__1.76013	214856__I3YPP1__Alfi_2699
ERR1913202.76387__1.76387	301302__A0A173T8V6__ERS852420_01966
ERR1913202.76392__1.76392	487174__K0XBH1__DIT83_01445
ERR1913202.76463__1.76463	1897011__A0A1Q6RH58__BHW41_01950
ERR1913202.76522__1.76522	1262911__R6GZ01__BN557_00641
ERR1913202.76681__1.76681	214856__A0A175A6T5__ERS852447_02658
ERR1913202.76683__1.76683	214856__R5UN64__ERS852447_02669
ERR1913202.76758__1.76758	214856__R6XKW1__ERS852559_01141
ERR1913202.76880__1.76880	410072__C0BAJ3__ERS852574_01527
ERR1913202.76909__1.76909	1262882__R5MKV8__BN519_01281
ERR1913202.76911__1.76911	487174__K0XG34__HMPREF9448_02234
ERR1913202.76915__1.76915	214856__A0A174EJT5__mnmA
ERR1913202.76924__1.76924	487174__K0X3H8__HMPREF9448_02822
ERR1913202.77125__1.77125	214856__R6Y7P0__ERS852447_00307
ERR1913202.77374__1.77374	649756__A0A173R860__DO83_09130
ERR1913202.77554__1.77554	214856__R6XTZ7__ERS852447_02314
ERR1913202.77761__1.77761	1501391__GCA_000786575.1_00076
ERR1913202.78058__1.78058	166486__D4KUK5__thiM
ERR1913202.78192__1.78192	214856__R6XS46__ERS852559_00812
ERR1913202.78553__1.78553	189722__E0NQU7__HMPREF0658_0548
ERR1913202.78843__1.78843	33025__A0A395JHD9__C8D73_101774
ERR1913202.79146__1.79146	214856__A0A174ZYJ5__ERS852447_01938
ERR1913202.79284__1.79284	214856__I3YPP0__ERS852447_01388
ERR1913202.79312__1.79312	1262882__R5MEN2__BN519_00200
ERR1913202.79343__1.79343	214856__A0A174A1J3__ERS852447_01000
ERR1913202.79374__1.79374	239935__A0A2N8J2P6__ADH72_06730
ERR1913202.79461__1.79461	214856__R6Z288__ERS852447_00734
ERR1913202.79514__1.79514	214856__R6Z7Q9__ERS852447_02172
ERR1913202.79566__1.79566	214856__I3YPP0__ERS852447_01388
ERR1913202.79645__1.79645	47678__A5ZEX0__DW706_08045
ERR1913202.79872__1.79872	214856__R6Z5D0__resA_4
ERR1913202.80003__1.80003	239935__R7DVL7__CXT93_01180
ERR1913202.80223__1.80223	214856__R6Z186__ERS852447_00718
ERR1913202.80408__1.80408	214856__A0A174ZYJ5__ERS852447_01938
ERR1913202.80901__1.80901	214856__R6XS46__ERS852559_00812
ERR1913202.80932__1.80932	214856__R5UN64__ERS852447_02669
ERR1913202.80948__1.80948	47678__R5UBT0__CGC64_12195
ERR1913202.81038__1.81038	214856__I3YMN6__Alfi_1938
ERR1913202.81086__1.81086	214856__I3YPR6__Alfi_2724
ERR1913202.81175__1.81175	649756__B0NY89__CL2_20110
ERR1913202.81211__1.81211	487174__K0X6Z7__DDY40_11525
ERR1913202.81301__1.81301	487174__K0X524__DDY40_09270
ERR1913202.81389__1.81389	1262911__R6GMZ7__BN557_01741
ERR1913202.81460__1.81460	239935__A0A2N8J2P6__ADH72_06730
ERR1913202.81488__1.81488	1262882__R5MFN3__BN519_00392
ERR1913202.81527__1.81527	1501391__GCA_000786575.1_00037
ERR1913202.81738__1.81738	214856__R6XNE7__ERS852447_02267
ERR1913202.81864__1.81864	1262882__R5MKF5__BN519_00316
ERR1913202.82001__1.82001	487174__K0X347__DIT83_07775
ERR1913202.82488__1.82488	39492__D4JVG7__ERS852540_00946
ERR1913202.82503__1.82503	821__E5UY21__C800_02204
