ERR1913073.257__1.257	1463165__A0A1D3KJ47__BME69_05190
ERR1913073.30657__1.30657	40518__R5DZB1__DXD83_08840
ERR1913073.30679__1.30679	1304__J7THB8__A6J87_02295
ERR1913073.30762__1.30762	40518__R5DVR2__RBL236_00303
ERR1913073.30898__1.30898	821__A0A395VLM8__BvMPK_3650
ERR1913073.30948__1.30948	39491__A0A395ZDC6__addB
ERR1913073.30980__1.30980	39491__D6E4H2__DXB99_00485
ERR1913073.31058__1.31058	39491__A0A173VYV1__DXC13_02710
ERR1913073.31105__1.31105	1680__A0A0B5BKZ3__DXD60_01450
ERR1913073.31190__1.31190	28116__A7LS06__HMPREF2532_04668
ERR1913073.31301__1.31301	214856__R6YC22__ERS852447_01215
ERR1913073.31338__1.31338	544644__GCA_001915615.1_01892
ERR1913073.31363__1.31363	39491__A0A396FQV7__T1815_10751
ERR1913073.31429__1.31429	1262824__R6S4J6__BN719_00365
ERR1913073.31553__1.31553	573__A0A377XF85__dmlR_23
ERR1913073.31657__1.31657	1262992__R5DB53__BN795_01346
ERR1913073.31718__1.31718	100884__E7GEC2__DXB30_12285
ERR1913073.31741__1.31741	310298__B3JH75__BACCOP_01229
ERR1913073.31766__1.31766	487174__K0X694__DIT83_09060
ERR1913073.31827__1.31827	310298__B3JLT9__BACCOP_02886
ERR1913073.31918__1.31918	410072__A0A3E4GMX9__yqgN
ERR1913073.31934__1.31934	39491__R6TQ09__DXC13_03010
ERR1913073.32095__1.32095	1262743__R5C054__BN727_01980
ERR1913073.32109__1.32109	1263109__GCA_000438135.1_00436
ERR1913073.32153__1.32153	820__A0A139KHX1__HMPREF2141_00289
ERR1913073.32299__1.32299	1304__A0A0Y1WH36__STRSA0001_0605
ERR1913073.32315__1.32315	487174__K0WX70__DDY40_01710
ERR1913073.32462__1.32462	39483__D4JFT5__B5G15_06455
ERR1913073.32488__1.32488	1304__A0A2I1TK21__TZ99_00611
ERR1913073.32502__1.32502	40520__R7DCD3__DXB81_13840
ERR1913073.32611__1.32611	39491__C4ZCV5__DXB99_11855
ERR1913073.32598__1.32598	1304__A0A0Y1WH36__STRSA0001_0605
ERR1913073.32744__1.32744	1263107__GCA_000436995.1_00065
ERR1913073.32824__1.32824	1304__J7SI29__DL08_08910
ERR1913073.32855__1.32855	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913073.32899__1.32899	40518__R5DXH2__DXD83_10135
ERR1913073.32971__1.32971	1304__A0A074JI15__NCTC7366_01891
ERR1913073.32949__1.32949	1262992__R5DCG2__BN795_00315
ERR1913073.33101__1.33101	47678__A5ZHL2__DXB67_12495
ERR1913073.33152__1.33152	853__E2ZGD9__C7J97_11715
ERR1913073.33111__1.33111	1150298__R7JNQ8__ERS852406_00857
ERR1913073.33273__1.33273	214856__A0A174BE12__ERS852559_01398
ERR1913073.33356__1.33356	33043__A0A174FIJ8__ERS852445_02217
ERR1913073.33383__1.33383	218538__C9LPE5__GCWU000321_01424
ERR1913073.33427__1.33427	310298__B3JK99__BACCOP_02328
ERR1913073.33467__1.33467	1150298__R7JV71__ERS852498_00755
ERR1913073.33606__1.33606	853__A0A173XRA8__CGS56_09290
ERR1913073.33623__1.33623	40518__R5E7S2__RBL263_00671
ERR1913073.33725__1.33725	328813__A0A1Y3QSX5__B5G41_09440
ERR1913073.33733__1.33733	487174__K0WUW8__DDY40_02615
ERR1913073.33744__1.33744	1150298__A0A173W9F4__ERS852498_02567
ERR1913073.33814__1.33814	1317__A0A2N6PS84__HMPREF9176_0871
ERR1913073.33797__1.33797	40518__R5DZ88__DXD93_06320
ERR1913073.33872__1.33872	40518__R5DXI4__DXD86_07420
ERR1913073.34019__1.34019	544645__A0A1U7LBV3__DXC42_12245
ERR1913073.34255__1.34255	1263109__GCA_000438135.1_01594
ERR1913073.34331__1.34331	39491__A0A173U0X0__DXB72_05865
ERR1913073.34398__1.34398	1263109__GCA_000438135.1_00659
ERR1913073.34400__1.34400	40518__R5DP61__DXD86_06345
ERR1913073.34513__1.34513	905__D2RKU2__SAMN02910455_01052
ERR1913073.34553__1.34553	1263109__GCA_000438135.1_01684
ERR1913073.34561__1.34561	47678__A5ZBM1__pknD_1
ERR1913073.34613__1.34613	853__A0A173XRA8__CGS56_09290
ERR1913073.34644__1.34644	1263107__GCA_000436995.1_00131
ERR1913073.34768__1.34768	40518__R5DRG6__ylbJ
ERR1913073.34740__1.34740	1304__A0A1W5ZCY0__CKU37_03270
ERR1913073.34752__1.34752	371601__I9UUB0__SAMN04487924_11836
ERR1913073.34792__1.34792	1304__A0A1W5ZDP8__AWB63_02660
ERR1913073.34796__1.34796	39491__A0A395ZF49__DXB69_05290
ERR1913073.34907__1.34907	33043__D5HEU4__ftsW_3
ERR1913073.34966__1.34966	39491__A0A395ZG74__licR
ERR1913073.35018__1.35018	47678__A5ZEA3__ERS852558_00257
ERR1913073.35115__1.35115	1304__J7TEW4__V471_05040
ERR1913073.35147__1.35147	853__A0A2A7AXC8__C4N21_14120
ERR1913073.35149__1.35149	1150298__A0A174HB98__ERS852406_02617
ERR1913073.35170__1.35170	28117__R7JJM9__ALIPUT_00662
ERR1913073.35220__1.35220	216816__C2GUV2__APC1478_0430
ERR1913073.35222__1.35222	630129__A0A087B617__BKAS_1320
ERR1913073.35324__1.35324	310298__B3JH76__BACCOP_01230
ERR1913073.35347__1.35347	40518__R5E8B6__RB5AMG_00876
ERR1913073.35454__1.35454	1150298__R7JTG8__smf
ERR1913073.35483__1.35483	1304__F8LHY7__pspA_6
ERR1913073.35546__1.35546	216816__V6XY04__APK78_02285
ERR1913073.35557__1.35557	1680__A0A0B5BIU5__BSTER_0145
ERR1913073.35635__1.35635	1150298__R7JTQ3__rne
ERR1913073.35872__1.35872	853__A0A2A7B9I6__DW855_13690
ERR1913073.35952__1.35952	820__A0A174Q0F0__DXB48_08080
ERR1913073.36031__1.36031	1263109__GCA_000438135.1_00176
ERR1913073.36094__1.36094	39488__C0EVS1__ERS852450_02297
ERR1913073.36157__1.36157	1680__A0A1E7Y0K2__DXC59_05185
ERR1913073.36219__1.36219	360807__A0A0M6WZN5__ERS852392_01605
ERR1913073.36324__1.36324	820__A0A1T4IY71__HMPREF2141_02402
ERR1913073.36331__1.36331	1304__A0A0F3HJ73__RSSL_01900
ERR1913073.36371__1.36371	28117__R7JLL3__ALIPUT_02219
ERR1913073.36439__1.36439	216816__E8MFM6__DXC54_08560
ERR1913073.36440__1.36440	39491__A0A396FRE7__EUR_27520
ERR1913073.36611__1.36611	487174__R5F4K8__HMPREF9448_01532
ERR1913073.36667__1.36667	39491__A0A173SH34__EUR_24920
ERR1913073.36653__1.36653	40518__R5DLJ7__lytR_4
ERR1913073.36685__1.36685	88431__A0A3D0F0I7__DORLON_00967
ERR1913073.36694__1.36694	40518__R5DYU1__DXD86_01160
ERR1913073.36725__1.36725	39491__A0A396FRE7__EUR_27520
ERR1913073.36738__1.36738	1304__J7TGU8__Ssal_02017
ERR1913073.36761__1.36761	39491__D4JMW8__ERS852497_01971
ERR1913073.36819__1.36819	821__A0A174WBC9__ERS852556_03145
ERR1913073.36884__1.36884	216816__B3DPC3__CE169_06855
ERR1913073.36885__1.36885	88431__A0A3E5GJ50__DORLON_02273
ERR1913073.36990__1.36990	983706__A0A087CNP1__BREU_2273
ERR1913073.36994__1.36994	28116__A0A078Q626__HMPREF1070_02735
ERR1913073.37008__1.37008	1680__A1A2N8__LMG10734_1314
ERR1913073.37126__1.37126	33039__D4M4W3__RTO_17030
ERR1913073.37180__1.37180	40518__R5DXP6__DXD83_06110
ERR1913073.37225__1.37225	28117__B0MTH2__ALIPUT_00061
ERR1913073.37245__1.37245	28117__B0MST8__ALIPUT_00310
ERR1913073.37264__1.37264	371601__A0A174LAP7__BN891_21300
ERR1913073.37299__1.37299	1304__A0A1W5ZCY0__CKU37_03270
ERR1913073.37325__1.37325	40518__R5E2R8__nnr_2
ERR1913073.37352__1.37352	40518__R5DQK2__DXD93_03730
ERR1913073.37356__1.37356	821__E5UY21__C800_02204
ERR1913073.37485__1.37485	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913073.37589__1.37589	1150298__A0A174MDR2__ERS852498_01766
ERR1913073.37655__1.37655	40518__R5DY98__mepA_5
ERR1913073.37807__1.37807	310298__B3JI31__BACCOP_01543
ERR1913073.37879__1.37879	1263109__GCA_000438135.1_01421
ERR1913073.38020__1.38020	487175__R5EH71__HMPREF9439_00357
ERR1913073.38026__1.38026	671267__R9IB12__C802_00696
ERR1913073.38129__1.38129	487174__K0XER9__DDY40_08885
ERR1913073.38143__1.38143	33043__A0A174EI47__inlJ
ERR1913073.38153__1.38153	28117__B0MY45__ALIPUT_02164
ERR1913073.38390__1.38390	1263107__GCA_000436995.1_00033
ERR1913073.38363__1.38363	40518__A0A1C6H8C4__DXD93_02535
ERR1913073.38367__1.38367	39491__A0A396FPV7__ERS852580_01177
ERR1913073.38470__1.38470	821__A0A174NSU0__BVU_3144
ERR1913073.38531__1.38531	39491__A0A173U130__ERE_16110
ERR1913073.38679__1.38679	310298__B3JNH3__BACCOP_03486
ERR1913073.38792__1.38792	853__A0A173T8T3__DW882_06555
ERR1913073.38818__1.38818	853__A0A2A7B1Y7__C7K05_11930
ERR1913073.38868__1.38868	218538__C9LQG6__GCWU000321_01798
ERR1913073.38880__1.38880	1262911__R6GTA5__BN557_01337
ERR1913073.38864__1.38864	1262992__R5D559__BN795_00706
ERR1913073.38936__1.38936	40518__R5DUJ5__DXD83_01635
ERR1913073.39099__1.39099	1681__E3EQA8__LMG11582_0199
ERR1913073.39107__1.39107	1150298__A0A173ZYU8__sipT_2
ERR1913073.39147__1.39147	33043__D5HFA1__ERS852400_02183
ERR1913073.39292__1.39292	39491__A0A395ZKJ0__DXD13_11010
ERR1913073.39316__1.39316	820__A0A3E4G3J9__ERS852459_02265
ERR1913073.39631__1.39631	1150298__A0A174M3Q0__kynB
ERR1913073.39679__1.39679	40518__R5DZU5__RBL263_00458
ERR1913073.39703__1.39703	905__D2RME9__Acfer_1899
ERR1913073.39741__1.39741	39491__A0A173U130__ERE_16110
ERR1913073.39751__1.39751	39491__A0A2U2EED4__ERS852580_01584
ERR1913073.40052__1.40052	204516__U6R9E7__HMPREF1534_03313
ERR1913073.40302__1.40302	360807__A0A0M6WC24__ERS852444_00338
ERR1913073.40308__1.40308	39491__A0A395V464__EUBREC_1509
ERR1913073.40318__1.40318	1304__D0EMA3__CKU37_11015
ERR1913073.40339__1.40339	821__A0A174V2F3__NCTC10583_01474
ERR1913073.40364__1.40364	1304__F8HC20__CGZ74_07260
ERR1913073.40394__1.40394	1680__A0A173W5Z2__DXC53_01290
ERR1913073.40560__1.40560	39491__A0A395UZZ5__htpG_1
ERR1913073.40553__1.40553	39491__C4ZF05__vpr
ERR1913073.40649__1.40649	360807__A0A0M6X0S9__RIL183_10591
ERR1913073.40829__1.40829	40518__R5DZ16__DXD86_01455
ERR1913073.40841__1.40841	39488__C0ET99__ERS852578_00102
ERR1913073.40886__1.40886	216816__U2TWA1__DD678_00805
ERR1913073.40891__1.40891	39491__C4ZHS4__EUR_24420
ERR1913073.40925__1.40925	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913073.40949__1.40949	39491__A0A395UYL9__ERS852417_00624
ERR1913073.41018__1.41018	39491__A0A173SH34__EUR_24920
ERR1913073.41059__1.41059	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913073.41096__1.41096	823__A0A174MNW4__M091_0199
ERR1913073.41345__1.41345	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913073.41346__1.41346	39491__A0A396FJA4__DXB99_05435
ERR1913073.41379__1.41379	1304__A0A074IWL1__HSISS4_00909
ERR1913073.41722__1.41722	28118__R6FGF7__SAMEA44545918_01338
ERR1913073.41759__1.41759	820__A0A139KH21__DXC80_01780
ERR1913073.41889__1.41889	116085__D4JBW6__DW747_00745
ERR1913073.41982__1.41982	544645__A0A1U7LAX8__DXC42_11245
ERR1913073.42154__1.42154	853__A0A2A7B9I6__DW855_13690
ERR1913073.42282__1.42282	821__A0A3E4HP25__SAMN04487923_102450
ERR1913073.42343__1.42343	116085__D4J7J8__DW747_10150
ERR1913073.42386__1.42386	40518__R5DR72__RBL236_02110
ERR1913073.42498__1.42498	821__A0A0P0L8F8__ERS852509_03705
ERR1913073.42590__1.42590	246787__A0A0P0GCR8__xynD_3
ERR1913073.42722__1.42722	40518__R5DYT8__mscS
ERR1913073.42802__1.42802	1680__A0A087DHN0__AL0462_1532
ERR1913073.42830__1.42830	1150298__A0A174KW35__cbbX
ERR1913073.42947__1.42947	39491__A0A395V1Y4__DXB99_08035
ERR1913073.43141__1.43141	357276__A0A076ISJ4__B5F95_19420
ERR1913073.43218__1.43218	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913073.43323__1.43323	33039__R6PZ42__mprA_2
ERR1913073.43329__1.43329	823__A6L9D3__ERS852560_03374
ERR1913073.43460__1.43460	310298__B3JMG0__BACCOP_03099
ERR1913073.43429__1.43429	1262911__R6GPL1__BN557_00927
ERR1913073.43500__1.43500	1263109__GCA_000438135.1_01442
ERR1913073.43550__1.43550	33043__A0A173ZDC4__malL_1
ERR1913073.43529__1.43529	40518__R5E426__DXD93_04485
ERR1913073.43608__1.43608	823__C7XBX3__HMPREF1059_03212
ERR1913073.43694__1.43694	853__A0A2J4JL53__CRH10_10795
ERR1913073.43787__1.43787	40518__R5DWH8__DXD86_04530
ERR1913073.43801__1.43801	1304__A0A074JI15__NCTC7366_01891
ERR1913073.43918__1.43918	820__A0A173XIP7__B5G17_16050
ERR1913073.44069__1.44069	820__A0A3E4RUC4__DHU98_02635
ERR1913073.44428__1.44428	853__A0A2A7B9I6__DW855_13690
ERR1913073.44524__1.44524	40518__R5DS37__DXD93_01965
ERR1913073.44534__1.44534	1150298__R7JPI7__cotI
ERR1913073.44539__1.44539	1262911__R6GPM2__BN557_00937
ERR1913073.44585__1.44585	328813__A0A1Y3QUT4__B5G41_06975
ERR1913073.44601__1.44601	40518__R5DW64__RBL236_01394
ERR1913073.44725__1.44725	360807__A0A396ADE9__ROSEINA2194_02917
ERR1913073.44814__1.44814	1304__A0A0Y1X8K0__CGZ74_07305
ERR1913073.44883__1.44883	853__A0A2A7A4A9__C4N21_14870
ERR1913073.45029__1.45029	1550024__G9RPG8__TQ39_05515
ERR1913073.45160__1.45160	39491__C4ZCH3__EUR_17560
ERR1913073.45171__1.45171	40518__R5DYM0__DXD86_08165
ERR1913073.45181__1.45181	821__A0A174MBW9__SAMN04487923_10272
ERR1913073.45212__1.45212	39491__C4Z8S1__DXB76_06750
ERR1913073.45254__1.45254	821__E5UY21__C800_02204
ERR1913073.45354__1.45354	1262992__R5DE42__BN795_00179
ERR1913073.45602__1.45602	371601__A0A174KGU6__CW3_4554
ERR1913073.45670__1.45670	853__A0A173TAZ8__DWZ46_14590
ERR1913073.45736__1.45736	39488__A0A374NRX1__licR_1
ERR1913073.46049__1.46049	1681__U2DMQ1__LMG13200_0318
ERR1913073.46105__1.46105	310298__B3JQD7__BACCOP_04095
ERR1913073.46123__1.46123	39491__A0A395UVM9__DXB76_04540
ERR1913073.46263__1.46263	28117__R7JIJ8__BHV66_01635
ERR1913073.46348__1.46348	1150298__R7JUS7__ytlR
ERR1913073.46352__1.46352	820__A0A139JUD3__DXC91_19380
ERR1913073.46459__1.46459	1304__T0T9N5__CQA85_09935
ERR1913073.46489__1.46489	1150298__A0A174FT13__ERS852406_02197
ERR1913073.46500__1.46500	100884__E7G910__HMPREF9488_01248
ERR1913073.46533__1.46533	39491__C4ZCH3__EUR_17560
ERR1913073.46541__1.46541	39492__D4JVG7__ERS852540_00946
ERR1913073.46558__1.46558	214856__A0A174FWM7__ERS852559_00590
ERR1913073.46597__1.46597	1680__R5GPK0__B0487_0620
ERR1913073.46599__1.46599	1150298__A0A174RJ10__ERS852535_00223
ERR1913073.46718__1.46718	1150298__A0A174L6T3__cobD
ERR1913073.46787__1.46787	1304__A0A0Y1UXU5__NX99_02180
ERR1913073.46775__1.46775	1150298__R7JSE8__coaX_1
ERR1913073.46822__1.46822	40518__R5DXH2__DXD83_10135
ERR1913073.46991__1.46991	39491__A0A396FKI6__mltF
ERR1913073.47118__1.47118	820__A0A3E4W084__BACUNI_04042
ERR1913073.47185__1.47185	40518__R5DXI4__DXD86_07420
ERR1913073.47237__1.47237	39491__A0A395ZL98__DXB99_00620
ERR1913073.47244__1.47244	745368__A0A1T4WRX8__SAMN02745178_00948
ERR1913073.47319__1.47319	47678__R5U6B9__BACCAC_01372
ERR1913073.47347__1.47347	33043__A0A173YSY7__tilS
ERR1913073.47385__1.47385	39491__A0A396FUZ3__phoR_1
ERR1913073.47431__1.47431	1304__A0A0Y1V0J7__CQA85_06265
ERR1913073.47521__1.47521	40518__R5E1J7__RBL236_02062
ERR1913073.47837__1.47837	1681__A0A286TB53__BBBF_1581
ERR1913073.47816__1.47816	40520__R7D800__DXB81_00095
ERR1913073.47905__1.47905	39491__A0A395ZE48__DXB76_02395
ERR1913073.47864__1.47864	39491__A0A396FFW0__ERE_10580
ERR1913073.47944__1.47944	1150298__R7JTG8__smf
ERR1913073.47983__1.47983	487175__R5DYU5__HMPREF9439_02354
ERR1913073.48034__1.48034	1263109__GCA_000438135.1_01228
ERR1913073.48083__1.48083	1304__A0A1W5ZCY0__CKU37_03270
ERR1913073.48100__1.48100	1150298__A0A174HG99__ERS852498_00387
ERR1913073.48191__1.48191	1304__F8LL78__A6J87_06705
ERR1913073.48212__1.48212	936548__J0SM58__HMPREF1136_1384
ERR1913073.48274__1.48274	40518__R5E5W1__RBL263_01034
ERR1913073.48261__1.48261	1263109__GCA_000438135.1_01394
ERR1913073.48431__1.48431	74426__yccM
ERR1913073.48447__1.48447	1304__T0T9N5__CQA85_09935
ERR1913073.48461__1.48461	821__A0A3E4XY72__NCTC10583_01067
ERR1913073.48469__1.48469	1150298__R7JUS7__ytlR
ERR1913073.48559__1.48559	1262986__R6AME2__BN492_00932
ERR1913073.48673__1.48673	745368__A0A1T4WSB9__SAMN02745178_00940
ERR1913073.48688__1.48688	1681__A0A0H2Q3M0__B0085_1011
ERR1913073.48818__1.48818	40518__R5DYP7__envC
ERR1913073.48826__1.48826	39491__A0A396FF66__DXD95_01810
ERR1913073.48832__1.48832	820__A0A139JRH8__HMPREF2141_04326
ERR1913073.48871__1.48871	820__R9I2U8__DXC68_09590
ERR1913073.48886__1.48886	544644__GCA_001915615.1_01049
ERR1913073.48951__1.48951	853__E2ZJT1__C4N23_03535
ERR1913073.49064__1.49064	820__A0A3E4W084__BACUNI_04042
ERR1913073.49094__1.49094	40518__R5DWP7__ansA
ERR1913073.49124__1.49124	39491__A0A396FFW0__ERE_10580
ERR1913073.49102__1.49102	39491__A0A395ZHW3__ERS852417_01359
ERR1913073.49113__1.49113	39488__A0A173URJ8__misCB
ERR1913073.49116__1.49116	28117__R7JPX7__BHV66_00900
ERR1913073.49156__1.49156	1685__A0A0M4M1P9__B2258_1025
ERR1913073.49233__1.49233	1263109__GCA_000438135.1_00053
ERR1913073.49429__1.49429	1680__A0A3E4SB79__BAD_1517
ERR1913073.49474__1.49474	1680__A0A173Y6N7__yhaH
ERR1913073.49556__1.49556	39496__A5Z5I2__EUBVEN_00963
ERR1913073.49650__1.49650	39492__D4JU81__xseA
ERR1913073.49677__1.49677	1150298__R7JSE8__coaX_1
ERR1913073.49829__1.49829	40518__R5DQR9__DXD83_00030
ERR1913073.49849__1.49849	1304__A0A2I1TK21__TZ99_00611
ERR1913073.49888__1.49888	40518__R5DMC7__blaR1
ERR1913073.49941__1.49941	1150298__A0A174BC67__ERS852498_00837
ERR1913073.49990__1.49990	39491__A0A395V464__EUBREC_1509
ERR1913073.50166__1.50166	28117__B0MYI9__BHV66_05415
ERR1913073.50171__1.50171	33043__D5HI50__smf
ERR1913073.50231__1.50231	40518__R5DLU0__fmt
ERR1913073.50387__1.50387	821__A0A174NM17__lacZ_6
ERR1913073.50418__1.50418	1150298__A0A174I6Y0__ERS852498_00576
ERR1913073.50473__1.50473	310298__B3JH76__BACCOP_01230
ERR1913073.50449__1.50449	905__D2RMM4__Acfer_1976
ERR1913073.50522__1.50522	1304__J7SIV6__pspA_3
ERR1913073.50567__1.50567	39491__A0A396FTE5__ERS852417_01346
ERR1913073.50592__1.50592	214856__A0A175A6T5__ERS852447_02658
ERR1913073.50611__1.50611	39488__R6GWX1__EUBHAL_01710
ERR1913073.50617__1.50617	28118__R6FA80__DHW44_06470
ERR1913073.50621__1.50621	47678__R5U978__ERS852558_01076
ERR1913073.50682__1.50682	1150298__A0A174Q3G7__hyaD_2
ERR1913073.50713__1.50713	216816__C5E9C3__CJO32_03030
ERR1913073.50715__1.50715	853__A0A174C5M1__CGS58_04460
ERR1913073.50806__1.50806	216816__C2GUV2__APC1478_0430
ERR1913073.50880__1.50880	1150298__A0A174GH24__ERS852406_02992
ERR1913073.51002__1.51002	216816__D6ZSV1__CE169_00930
ERR1913073.51042__1.51042	40518__R5DYU1__DXD86_01160
ERR1913073.51049__1.51049	28117__B0MWP2__ALIPUT_01468
ERR1913073.51063__1.51063	40518__R5DZ16__DXD86_01455
ERR1913073.51083__1.51083	1304__J7TGU8__Ssal_02017
ERR1913073.51264__1.51264	1680__A0A0B5BKZ3__DXD60_01450
ERR1913073.51296__1.51296	1150298__A0A174N5I7__ERS852498_01953
ERR1913073.51471__1.51471	1304__A0A0Y1WH36__STRSA0001_0605
ERR1913073.51567__1.51567	28117__R7JIJ8__BHV66_01635
ERR1913073.51633__1.51633	40518__R5DYP7__envC
ERR1913073.51782__1.51782	47678__R5UXY0__CGC64_03535
ERR1913073.51875__1.51875	39491__A0A395ZBW8__DXC13_08840
ERR1913073.51924__1.51924	40518__R5DXH2__DXD83_10135
ERR1913073.51925__1.51925	88431__A6BGH9__ERS852408_02691
ERR1913073.52033__1.52033	39491__A0A395ZM93__DXD13_03490
ERR1913073.52093__1.52093	116085__D4JA07__DW747_02915
ERR1913073.52120__1.52120	214856__A0A174ZLX0__ERS852559_00738
ERR1913073.52241__1.52241	1150298__A0A174DSD1__dacB_3
ERR1913073.52302__1.52302	487175__R5DYU5__HMPREF9439_02354
ERR1913073.52305__1.52305	33043__A0A173XM20__ERS852445_01573
ERR1913073.52347__1.52347	1318__E8K6Z8__gtfB
ERR1913073.52506__1.52506	1680__A0A0C2VBJ4__birA
ERR1913073.52570__1.52570	28117__R7JIY2__BHV66_06465
ERR1913073.52763__1.52763	360807__C0FYV5__comEA
ERR1913073.52922__1.52922	884684__GCA_002892425.1_01408
ERR1913073.52951__1.52951	853__A0A2J4JL53__CRH10_10795
ERR1913073.52956__1.52956	40518__R5DP61__DXD86_06345
ERR1913073.52983__1.52983	35833__E5YAP3__HMPREF0179_03264
ERR1913073.53072__1.53072	40518__R5DR39__mreB_2
ERR1913073.53085__1.53085	40518__R5DVL2__penA
ERR1913073.53115__1.53115	310298__B3JLT9__BACCOP_02886
ERR1913073.53127__1.53127	40518__A0A373KL92__RBATCC27255_01378
ERR1913073.53211__1.53211	1304__A0A0F3HJ73__RSSL_01900
ERR1913073.53253__1.53253	1304__A0A0Y1WH36__STRSA0001_0605
ERR1913073.53330__1.53330	820__A0A396EUU8__luxQ_3
ERR1913073.53368__1.53368	40518__R5DNI6__RBATCC27255_00844
ERR1913073.53373__1.53373	1343__E8KXB0__HMPREF9425_1742
ERR1913073.53375__1.53375	28117__B0MXU0__BHV66_07550
ERR1913073.53423__1.53423	1150298__R7JRK4__ERS852406_01648
ERR1913073.53515__1.53515	33043__A8SWZ6__ERS852386_02582
ERR1913073.53533__1.53533	820__A0A174QLF0__SAMN05444418_109151
ERR1913073.53777__1.53777	671232__A0A2T0GEI9__C6A25_01315
ERR1913073.53934__1.53934	39491__A0A396FSK3__ERS852417_00383
ERR1913073.54178__1.54178	1304__A0A1V0GJ60__Ssal_01637
ERR1913073.54195__1.54195	33043__D5HEU4__ftsW_3
ERR1913073.54248__1.54248	39491__A0A173QT73__alaS_2
ERR1913073.54264__1.54264	39491__A0A395V0H3__ERS852417_01192
ERR1913073.54313__1.54313	487174__R5G1E8__DIT83_00510
ERR1913073.54403__1.54403	1150298__A0A174PLY5__ERS852406_01056
ERR1913073.54440__1.54440	1262992__R5CYF8__BN795_01273
ERR1913073.54489__1.54489	1263109__GCA_000438135.1_00481
ERR1913073.54644__1.54644	216816__E8MU45__DPC6316_1140
ERR1913073.54831__1.54831	214856__A0A173YDP1__ERS852559_00120
ERR1913073.54950__1.54950	214856__A0A174H3U9__ERS852559_00612
ERR1913073.54999__1.54999	1304__J7SI29__DL08_08910
ERR1913073.55076__1.55076	1150298__R7JSM7__ERS852535_02465
ERR1913073.55261__1.55261	1262992__R5DC38__BN795_00276
ERR1913073.55300__1.55300	40518__R5DW64__RBL236_01394
ERR1913073.55405__1.55405	40518__R5DW64__RBL236_01394
ERR1913073.55538__1.55538	853__D4JY61__C4N21_10560
ERR1913073.55620__1.55620	821__A0A395UNT8__DXD64_15275
ERR1913073.55629__1.55629	47678__R5UUD7__bga_1
ERR1913073.55727__1.55727	1263109__GCA_000438135.1_00036
ERR1913073.55838__1.55838	47678__R5U2X1__ERS852494_00033
ERR1913073.55812__1.55812	28117__B0MUY3__BHV66_00515
ERR1913073.55818__1.55818	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913073.55892__1.55892	40518__R5DS38__RBL236_00785
ERR1913073.55973__1.55973	1304__A0A1V0H636__RSSL_01707
ERR1913073.56035__1.56035	33043__A8SQU6__ERS852386_01237
ERR1913073.56308__1.56308	216816__C5E8I1__yciB
ERR1913073.56372__1.56372	39488__A0A285PMW6__ERS852450_00808
ERR1913073.56375__1.56375	1680__A0A174BEE7__BSTER_1311
ERR1913073.56406__1.56406	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913073.56432__1.56432	853__A0A173YYY4__DWZ04_09420
ERR1913073.56475__1.56475	1304__T0UNZ5__SSALIVM18_09507
ERR1913073.56529__1.56529	40518__R5DUU0__DXD93_03985
ERR1913073.56543__1.56543	487174__K0WTV8__DIT83_04385
ERR1913073.56584__1.56584	1263109__GCA_000438135.1_00320
ERR1913073.56561__1.56561	853__A0A2A7A4A9__C4N21_14870
ERR1913073.56604__1.56604	821__A0A173WG51__BVU_2549
ERR1913073.56690__1.56690	1680__R5GRA4__ERS852382_01548
ERR1913073.56794__1.56794	39491__A0A173SH34__EUR_24920
ERR1913073.56828__1.56828	39491__A0A395UXH0__EUBREC_0021
ERR1913073.56924__1.56924	28117__B0MTH2__ALIPUT_00061
ERR1913073.56935__1.56935	1628085__A0A374VPA3__C7386_11438
ERR1913073.56994__1.56994	40518__R5E1J7__RBL236_02062
ERR1913073.57053__1.57053	39491__D6DXZ8__DXB72_15035
ERR1913073.57068__1.57068	1262992__R5D3X7__BN795_00539
ERR1913073.57126__1.57126	1262911__R6H092__BN557_00938
ERR1913073.57147__1.57147	40518__R5DQW8__sipW_2
ERR1913073.57149__1.57149	853__A0A173RZ39__C4N22_01650
ERR1913073.57193__1.57193	310298__B3JFS5__BACCOP_00726
ERR1913073.57260__1.57260	29361__B6FRT6__CLONEX_02860
ERR1913073.57320__1.57320	853__A0A174C5M1__CGS58_04460
ERR1913073.57473__1.57473	1686__B6XVH9__BCAT_1645
ERR1913073.57658__1.57658	74426__purL
ERR1913073.57737__1.57737	487174__K0X250__DDY40_03675
ERR1913073.57785__1.57785	39491__A0A396FM36__DXB99_00820
ERR1913073.57846__1.57846	28117__B0N007__BHV66_10275
ERR1913073.57857__1.57857	1262739__R6MNX4__BN659_01528
ERR1913073.57915__1.57915	1680__R5GR82__AD0028_0014
ERR1913073.57924__1.57924	216816__C2GUV2__APC1478_0430
