ERR1913153.510__1.510	454155__G5SS31__HMPREF9442_03407
ERR1913153.43612__1.43612	310298__B3JQJ5__BACCOP_04231
ERR1913153.43832__1.43832	40518__R5DVR2__RBL236_00303
ERR1913153.43902__1.43902	39491__A0A396FF17__EUR_31400
ERR1913153.43980__1.43980	28117__B0MTH2__ALIPUT_00061
ERR1913153.43996__1.43996	820__A0A139KIL9__DXC68_05945
ERR1913153.44234__1.44234	820__A0A173YYG4__evgS_3
ERR1913153.44266__1.44266	39492__D4MIY5__EUBSIR_00233
ERR1913153.44299__1.44299	301302__R5VFU2__xynA1
ERR1913153.44546__1.44546	1262911__R6H2J2__BN557_01228
ERR1913153.44581__1.44581	820__A7V859__ERS852462_00341
ERR1913153.44610__1.44610	88431__A0A174G8Q6__ERS852526_02711
ERR1913153.44665__1.44665	820__A0A139K5A6__DXB48_12175
ERR1913153.44958__1.44958	823__A0A355XIK0__CEQ22_011965
ERR1913153.45066__1.45066	301302__R5UTG6__M72_25801
ERR1913153.45492__1.45492	1262924__R7HP04__BN585_02027
ERR1913153.45666__1.45666	1262911__R6H2B5__BN557_01151
ERR1913153.45723__1.45723	39491__A0A395V0H6__ERS852580_02570
ERR1913153.45726__1.45726	649756__A0A174FRG0__blaR1_3
ERR1913153.45874__1.45874	371601__D7J5J8__DXD80_05790
ERR1913153.45984__1.45984	39496__A5Z723__EUBVEN_01506
ERR1913153.45990__1.45990	1262911__R6GXH0__BN557_00389
ERR1913153.46223__1.46223	40518__R5DVV1__RBATCC27255_00999
ERR1913153.46469__1.46469	216816__Q8G5T7__HMPREF0175_0394
ERR1913153.46607__1.46607	357276__B6W1J2__BACDOR_03380
ERR1913153.46743__1.46743	1262920__R5KD76__BN467_01465
ERR1913153.46800__1.46800	301302__A0A173S3L8__vpr
ERR1913153.46852__1.46852	40518__R5DU52__RB5AMG_02245
ERR1913153.46837__1.46837	820__A7VAR9__ERS852421_00197
ERR1913153.47014__1.47014	33039__A0A173VTT4__frdB_1
ERR1913153.47323__1.47323	216816__Q8G6X1__DD674_00140
ERR1913153.47381__1.47381	1150298__R7JT48__gsiA_6
ERR1913153.47501__1.47501	552398__F4XCQ4__HMPREF0866_01621
ERR1913153.47542__1.47542	649756__D4MZI8__ERS852387_00933
ERR1913153.47554__1.47554	39491__A0A395UXH0__EUBREC_0021
ERR1913153.47584__1.47584	61171__B9Y5T8__HOLDEFILI_01170
ERR1913153.47587__1.47587	1262886__R6QS75__BN563_01599
ERR1913153.47724__1.47724	310298__B3JQJ5__BACCOP_04231
ERR1913153.47831__1.47831	40518__R5DP21__RBATCC27255_00348
ERR1913153.47770__1.47770	216816__Q8G585__APC1473_0508
ERR1913153.48037__1.48037	1150298__A0A174R918__ERS852535_01749
ERR1913153.48136__1.48136	1262886__R6QR12__BN563_01295
ERR1913153.48274__1.48274	1262886__R6QJF6__BN563_01169
ERR1913153.48358__1.48358	40518__R5DVX3__RBL263_01584
ERR1913153.48315__1.48315	46228__B5CPF2__RUMLAC_01345
ERR1913153.48405__1.48405	28117__B0MYI9__BHV66_05415
ERR1913153.48664__1.48664	1160721__W0U3C6__BHW50_11080
ERR1913153.48720__1.48720	821__A0A174NM17__lacZ_6
ERR1913153.48673__1.48673	40518__R5DQR9__DXD83_00030
ERR1913153.48810__1.48810	572010__feoB_2
ERR1913153.48917__1.48917	46503__R6WTW1__NCTC13052_03440
ERR1913153.48960__1.48960	1160721__W0U274__RBI_I00073
ERR1913153.49045__1.49045	301302__A0A173R6H4__M72_21671
ERR1913153.49103__1.49103	40518__R5DUG7__sbcC
ERR1913153.49216__1.49216	821__A0A395VLM8__BvMPK_3650
ERR1913153.49217__1.49217	40518__R5DTG5__RBATCC27255_00890
ERR1913153.49169__1.49169	820__A0A3E4G3J9__ERS852459_02265
ERR1913153.49507__1.49507	301302__A0A173SJJ1__ERS852420_01411
ERR1913153.49583__1.49583	46503__R6Y4M7__HMPREF1078_03269
ERR1913153.49797__1.49797	671267__R9ICM6__C802_00589
ERR1913153.49861__1.49861	40518__R5DM08__DXD83_06415
ERR1913153.49966__1.49966	328814__GCA_004558275.1_01621
ERR1913153.50019__1.50019	1262911__R6GPB5__BN557_00842
ERR1913153.50141__1.50141	216816__A0A395XZB7__DXD37_04075
ERR1913153.50175__1.50175	823__E1YR62__HMPREF1059_02331
ERR1913153.50386__1.50386	821__A0A0P0LH09__ERS852457_03390
ERR1913153.50515__1.50515	239935__A0A139TPD4__CXT86_06450
ERR1913153.50542__1.50542	387090__S0F7Y3__BACCOPRO_02028
ERR1913153.50735__1.50735	884684__GCA_002892425.1_01408
ERR1913153.50806__1.50806	40518__R5DZ16__DXD86_01455
ERR1913153.50951__1.50951	410072__A0A174M202__COPCOM_00641
ERR1913153.51007__1.51007	46503__R6X8Q3__fepA_2
ERR1913153.51014__1.51014	28117__B0MXG7__BHV66_08620
ERR1913153.51498__1.51498	46503__K6A7H7__DCY29_03460
ERR1913153.51541__1.51541	88431__A0A3E5GJ50__DORLON_02273
ERR1913153.51690__1.51690	40518__R5DVL2__penA
ERR1913153.51761__1.51761	1150298__A0A174SLE6__mlc_1
ERR1913153.51806__1.51806	204516__U6RAM4__HMPREF1534_03439
ERR1913153.51810__1.51810	820__A0A3E4W980__M093_3873
ERR1913153.52087__1.52087	820__A0A174GK47__ERS852421_00200
ERR1913153.52341__1.52341	821__A0A3E4KIM1__M097_3660
ERR1913153.52354__1.52354	28117__B0MTW8__ALIPUT_00502
ERR1913153.52709__1.52709	1262886__R6QSD5__BN563_01674
ERR1913153.52838__1.52838	820__A0A173WZS4__DXD90_10250
ERR1913153.52859__1.52859	1550024__G9RTA6__TQ39_10970
ERR1913153.52952__1.52952	1262924__R7HPZ6__BN585_00681
ERR1913153.52989__1.52989	33043__A0A174B5C6__acm_3
ERR1913153.53098__1.53098	820__A0A374Q854__HMPREF1073_03281
ERR1913153.53276__1.53276	40518__R5DYT8__mscS
ERR1913153.53367__1.53367	47678__R5UAF6__ERS852494_02966
ERR1913153.53432__1.53432	820__A0A173WUD7__DXB48_08055
ERR1913153.53434__1.53434	216816__A0A0A1GS44__BBG7_0558
ERR1913153.53526__1.53526	820__R9I3N4__M093_0061
ERR1913153.53535__1.53535	1262924__R7HLK0__BN585_01496
ERR1913153.53673__1.53673	301302__R5V7G4__ywtF
ERR1913153.53755__1.53755	46503__R6XAG6__DXB85_14995
ERR1913153.53778__1.53778	216816__A0A083X5W4__HMPREF0177_01593
ERR1913153.53779__1.53779	28116__F7L4N5__BACOVA_00137
ERR1913153.54283__1.54283	823__A0A395YVY3__ERS852513_03204
ERR1913153.54336__1.54336	46503__R6WVI6__HMPREF1060_03610
ERR1913153.54485__1.54485	1262886__R6QJF6__BN563_01169
ERR1913153.54467__1.54467	1897011__A0A1Q6RIQ3__BHW41_00450
ERR1913153.54737__1.54737	40520__A0A396A356__DXB81_07630
ERR1913153.54944__1.54944	47678__R5U8Y1__BACCAC_02615
ERR1913153.55169__1.55169	40518__R5DYM0__DXD86_08165
ERR1913153.55204__1.55204	147207__atpD
ERR1913153.55573__1.55573	338188__A0A174AD17__BACFIN_08100
ERR1913153.55508__1.55508	40518__R5DW64__RBL236_01394
ERR1913153.55610__1.55610	820__A0A396EUU8__luxQ_3
ERR1913153.55673__1.55673	387090__S0F7Y3__BACCOPRO_02028
ERR1913153.55763__1.55763	28111__E5X124__NCTC11155_02431
ERR1913153.55742__1.55742	40518__R5DXP6__DXD83_06110
ERR1913153.55874__1.55874	301302__A0A0M6W9I4__M72_19871
ERR1913153.55855__1.55855	820__R9I2U8__DXC68_09590
ERR1913153.55896__1.55896	239935__A0A139TSG7__CXU17_09600
ERR1913153.55923__1.55923	1262924__R7HML0__BN585_01508
ERR1913153.55961__1.55961	1550024__A0A0D8IYM8__ASJ35_18670
ERR1913153.55978__1.55978	1262886__R6Q946__BN563_00499
ERR1913153.56519__1.56519	28117__B0MTI4__ALIPUT_00084
ERR1913153.56537__1.56537	418240__C6J843__ERS852478_02458
ERR1913153.56555__1.56555	39491__C4Z9Y3__ERS852417_01808
ERR1913153.56627__1.56627	40518__R5DU92__DXD93_03170
ERR1913153.56758__1.56758	394340__leuS
ERR1913153.56667__1.56667	1680__R5GMB5__AD0028_1137
ERR1913153.56858__1.56858	40518__R5E4E8__phoR_4
ERR1913153.56870__1.56870	40518__R5DLJ7__lytR_4
ERR1913153.57021__1.57021	216816__Q8G4D7__DD721_10575
ERR1913153.57192__1.57192	28111__R5JUE8__HMPREF1016_02680
ERR1913153.57167__1.57167	1262886__R6QD55__BN563_01713
ERR1913153.57272__1.57272	328814__GCA_004558275.1_00135
ERR1913153.57275__1.57275	357276__B6VT86__IY41_22515
ERR1913153.57349__1.57349	40518__R5DLW4__thiN
ERR1913153.57243__1.57243	301302__R5UUM8__ganB_1
ERR1913153.57406__1.57406	1262886__R6Q989__BN563_01287
ERR1913153.57457__1.57457	40518__R5E642__RBATCC27255_00729
ERR1913153.57614__1.57614	357276__I8W0U0__BACDOR_02820
ERR1913153.57722__1.57722	1150298__R7JQR1__sipW
ERR1913153.57790__1.57790	301302__R5VFW5__M72_26781
ERR1913153.57799__1.57799	33025__A0A395JJE3__C8D73_101669
ERR1913153.57975__1.57975	544645__A0A3E4SY66__DXC42_15635
ERR1913153.58031__1.58031	47678__A5ZLX1__C5Z00_04825
ERR1913153.58141__1.58141	216816__C2GSX7__DD678_03555
ERR1913153.58180__1.58180	46503__R5DLM3__HMPREF1078_03417
ERR1913153.58340__1.58340	823__C7XBX3__HMPREF1059_03212
ERR1913153.58341__1.58341	820__A0A396EUV1__B5G17_06465
ERR1913153.58351__1.58351	1150298__A0A174KZR5__ERS852498_01375
ERR1913153.58393__1.58393	1150298__A0A174EBT8__ERS852406_01739
ERR1913153.58578__1.58578	376805__F0R8H8__Bacsa_0435
ERR1913153.58873__1.58873	40518__R5DZM6__lytR_3
ERR1913153.58969__1.58969	1680__R5GSL8__DXD60_03315
ERR1913153.58971__1.58971	216816__A0A395XZB7__DXD37_04075
ERR1913153.59135__1.59135	1150298__A0A174RP87__uppP_1
ERR1913153.59109__1.59109	46506__A0A108TAK3__fepA_3
ERR1913153.59362__1.59362	216816__B7GQM4__BLIC_f01073
ERR1913153.59585__1.59585	820__A0A139K8X8__DXC80_17665
ERR1913153.59630__1.59630	821__A0A174MBW9__SAMN04487923_10272
ERR1913153.60029__1.60029	40518__R5DRG6__ylbJ
ERR1913153.60288__1.60288	28116__A0A078Q626__HMPREF1070_02735
ERR1913153.60353__1.60353	40518__R5DLJ7__lytR_4
ERR1913153.60488__1.60488	40518__R5E6Y7__DXD83_08230
ERR1913153.60556__1.60556	39491__A0A396FJA4__DXB99_05435
ERR1913153.60602__1.60602	40518__R5DRY6__RB5AMG_00549
ERR1913153.60622__1.60622	1262743__R5C054__BN727_01980
ERR1913153.60649__1.60649	46228__V8CB83__RUMLAC_02479
ERR1913153.60935__1.60935	301302__A0A0M6WJW1__ERS852420_02245
ERR1913153.61063__1.61063	820__A0A1T4IYF4__mprA_1
ERR1913153.61077__1.61077	487174__K0WY34__DDY40_07435
ERR1913153.61088__1.61088	39492__D4JUD7__EUBSIR_01877
ERR1913153.61213__1.61213	46503__K5ZM81__DCY29_16460
ERR1913153.61159__1.61159	823__A6LEF3__ERS852560_01356
ERR1913153.61237__1.61237	46503__B7BG40__ERS852463_01623
ERR1913153.61387__1.61387	40518__R5DX93__DXD93_03055
ERR1913153.61469__1.61469	40518__R5DWQ2__DXD93_03810
ERR1913153.61548__1.61548	47678__R5U7T0__CGC64_00755
ERR1913153.61860__1.61860	46503__K6A7H7__DCY29_03460
ERR1913153.62009__1.62009	1262886__R6QHD5__BN563_00547
ERR1913153.62032__1.62032	1855299__A0A1I5QWE0__SAMN05216343_108102
ERR1913153.62065__1.62065	820__A0A174GYA8__DXB64_07370
ERR1913153.62080__1.62080	40518__R5DME2__DXD86_07315
ERR1913153.62250__1.62250	39491__D6E2U1__EUBREC_3278
ERR1913153.62332__1.62332	487175__D9Y553__HMPREF9439_02436
ERR1913153.62391__1.62391	1150298__A0A174MDR2__ERS852498_01766
ERR1913153.62352__1.62352	39491__A0A396FJJ9__DXB76_11995
ERR1913153.62368__1.62368	28111__E5X333__NCTC11155_03016
ERR1913153.62595__1.62595	357276__A0A076IYG1__B5F95_22465
ERR1913153.62747__1.62747	47678__A0A174H7W9__ERS852494_00524
ERR1913153.62995__1.62995	821__A0A395US34__C5Z04_18975
ERR1913153.63077__1.63077	301302__A0A173TEJ2__M72_09031
ERR1913153.63273__1.63273	823__A0A078SLK0__ERS852513_02755
ERR1913153.63384__1.63384	28111__R5K5X6__NCTC11155_02508
ERR1913153.63488__1.63488	301302__A0A173RZU9__M72_23561
ERR1913153.63596__1.63596	1160721__W0U560__RBI_I01229
ERR1913153.63601__1.63601	39491__A0A396FJA4__DXB99_05435
ERR1913153.63627__1.63627	1150298__A0A174GH24__ERS852406_02992
ERR1913153.63832__1.63832	649756__B0P1J9__ERS852425_02604
ERR1913153.63963__1.63963	360807__A0A173YJ94__ERS852444_03492
ERR1913153.64184__1.64184	1262886__R6QIW7__BN563_00997
ERR1913153.64207__1.64207	28111__R5JUK8__NCTC11155_02515
ERR1913153.64336__1.64336	40518__R5DP61__DXD86_06345
ERR1913153.64373__1.64373	33025__A0A395JBB5__C8D73_107104
ERR1913153.64470__1.64470	46503__K5ZM81__DCY29_16460
ERR1913153.64504__1.64504	853__A0A3E2U7E6__ERS852582_01640
ERR1913153.64716__1.64716	28111__R5JUJ8__nanA_2
ERR1913153.64809__1.64809	1150298__A0A174RL88__ERS852535_00196
ERR1913153.65121__1.65121	1262924__R7HQ14__BN585_00419
ERR1913153.65265__1.65265	204516__U6RFV1__HMPREF1534_02560
ERR1913153.65399__1.65399	40518__R5E7S2__RBL263_00671
ERR1913153.65459__1.65459	10680__GeneID:1261099
ERR1913153.65477__1.65477	246787__A0A0P0G254__axeA1_2
ERR1913153.65706__1.65706	418240__A0A174AX68__ERS852478_00844
ERR1913153.65874__1.65874	33043__A0A374K1H3__ykoD_2
ERR1913153.66020__1.66020	28117__B0MSR5__BHV66_02095
ERR1913153.66022__1.66022	239935__A0A139TVJ4__CXT86_02020
ERR1913153.66140__1.66140	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913153.66153__1.66153	33043__D5HGR0__rpfC_2
ERR1913153.66317__1.66317	39491__A0A173TM76__DXB72_10535
ERR1913153.66407__1.66407	820__A0A139K426__B5G17_09115
ERR1913153.66496__1.66496	33043__D5HEK8__lytR_1
ERR1913153.66593__1.66593	1150298__R7JRU1__degA_3
ERR1913153.66610__1.66610	853__A0A173T0Y8__CGS54_07215
ERR1913153.66587__1.66587	47678__R5UES3__CGC64_00760
ERR1913153.66664__1.66664	292800__A0A174X5U4__B5F52_18190
ERR1913153.66739__1.66739	39491__A0A395UWA3__DXB69_11805
ERR1913153.66789__1.66789	88431__A0A3E5GJ50__DORLON_02273
ERR1913153.66807__1.66807	39491__C4ZHS4__EUR_24420
ERR1913153.66857__1.66857	239935__A0A2N8IQU3__CXU22_05890
ERR1913153.66922__1.66922	384638__B7AT14__BACPEC_01282
ERR1913153.67344__1.67344	39491__A0A395UXH0__EUBREC_0021
ERR1913153.67516__1.67516	745368__A0A1T4XN25__SAMN02745178_02084
ERR1913153.67531__1.67531	301302__R5UKE6__M72_05651
ERR1913153.67659__1.67659	216816__A0A3D8U0T6__BN57_1990
ERR1913153.67669__1.67669	301302__R5UQ67__M72_23121
ERR1913153.67671__1.67671	823__A0A174W1A8__panE
ERR1913153.67759__1.67759	39491__A0A395ZGU6__ERS852417_01456
ERR1913153.67771__1.67771	100886__E2NTX6__macB_18
ERR1913153.67949__1.67949	853__A0A3E2U7E6__ERS852582_01640
ERR1913153.67996__1.67996	1262924__R7HQN1__BN585_00550
ERR1913153.68160__1.68160	74426__purL
ERR1913153.68250__1.68250	39492__D4MIK7__EUBSIR_00676
ERR1913153.68287__1.68287	40518__R5E6G1__DXD83_06815
ERR1913153.68314__1.68314	39491__A0A395ZBW8__DXC13_08840
ERR1913153.68315__1.68315	301302__A0A0M6WI31__znuC_2
ERR1913153.68326__1.68326	821__A0A0P0LH09__ERS852457_03390
ERR1913153.68423__1.68423	1262924__R7HRI6__BN585_00824
ERR1913153.68471__1.68471	239935__A0A2N8I375__menA
ERR1913153.68605__1.68605	649756__A0A173TPW3__atpF_2
ERR1913153.68606__1.68606	820__A0A3E4VZT7__DXB48_16145
ERR1913153.68615__1.68615	204516__U6RAL8__HMPREF1534_03434
ERR1913153.68695__1.68695	88431__A0A174EMW0__thiD_1
ERR1913153.68725__1.68725	40518__R5DVU7__RBL236_00839
ERR1913153.68910__1.68910	40518__R5DZB1__DXD83_08840
ERR1913153.68956__1.68956	40518__R5E328__DXD86_08885
ERR1913153.68936__1.68936	39492__D4JQS7__ERS852540_01645
ERR1913153.69036__1.69036	46503__R6WWH2__DXB85_00365
ERR1913153.69181__1.69181	39485__C4Z6I9__ERS852492_02038
ERR1913153.69437__1.69437	39492__D4JTW7__EUBSIR_00859
ERR1913153.69441__1.69441	820__A0A174M9V5__M093_0237
ERR1913153.69498__1.69498	1262911__R6GPB5__BN557_00842
ERR1913153.69554__1.69554	40518__R5DVL2__penA
ERR1913153.69579__1.69579	74426__group_4851
ERR1913153.70153__1.70153	301302__A0A173S3L8__vpr
ERR1913153.70198__1.70198	39491__A0A396FM36__DXB99_00820
ERR1913153.70404__1.70404	40518__R5DR72__RBL236_02110
ERR1913153.70453__1.70453	1263044__GCA_000433375.1_03428
ERR1913153.70463__1.70463	46228__V8CCB0__HMPREF1202_00792
ERR1913153.70569__1.70569	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913153.70637__1.70637	820__A0A3E4VZT7__DXB48_16145
ERR1913153.70805__1.70805	216816__A0A061M1M5__HMPREF0177_01046
ERR1913153.71007__1.71007	1262886__R6QSD5__BN563_01674
ERR1913153.71362__1.71362	821__A0A396F598__CUU_3259
ERR1913153.71633__1.71633	28052__R7N8Y9__macB_4
ERR1913153.71706__1.71706	39491__A0A173TFQ1__rsmF
ERR1913153.71716__1.71716	28111__E5X237__NCTC11155_00628
ERR1913153.71829__1.71829	28116__A0A1Y4PHM7__DXA80_25130
ERR1913153.71832__1.71832	40518__R5DSI5__fieF
ERR1913153.71857__1.71857	544645__A0A1U7L9B0__DXC42_03910
ERR1913153.71937__1.71937	39491__A0A395ZGU6__ERS852417_01456
ERR1913153.71950__1.71950	39488__A0A173SK21__EUBHAL_00799
ERR1913153.72064__1.72064	28116__A0A078Q626__HMPREF1070_02735
ERR1913153.72180__1.72180	1262886__R6QMR0__BN563_00320
ERR1913153.72193__1.72193	46503__K5ZAK9__NCTC13052_03308
ERR1913153.72270__1.72270	40518__R5DWH8__DXD86_04530
ERR1913153.72311__1.72311	310298__B3JQJ5__BACCOP_04231
ERR1913153.72468__1.72468	410072__A0A174CHL0__ERS852574_02022
ERR1913153.72533__1.72533	820__A0A3E4WA06__ERS852554_03404
ERR1913153.72546__1.72546	301302__A0A173T6W4__ERS852420_01909
ERR1913153.72704__1.72704	40518__R5DY98__mepA_5
ERR1913153.72860__1.72860	745368__A0A1T4XN25__SAMN02745178_02084
ERR1913153.73077__1.73077	301302__R5VE75__M72_12161
ERR1913153.73107__1.73107	40518__R5E4V5__RBL263_01242
ERR1913153.73130__1.73130	1150298__A0A174S2H3__spoIIQ
ERR1913153.73133__1.73133	820__A7V049__DXB48_04755
ERR1913153.73210__1.73210	1150298__A0A174SLE6__mlc_1
ERR1913153.73211__1.73211	39491__A0A174EQV2__DXB69_10230
ERR1913153.73291__1.73291	310298__B3JEV4__BACCOP_00398
ERR1913153.73367__1.73367	28111__E5X124__NCTC11155_02431
ERR1913153.73429__1.73429	46503__R6Y9P8__evgS_3
ERR1913153.73540__1.73540	1262746__R5SS80__BN750_02125
ERR1913153.73590__1.73590	216816__A0A1V8QFN0__HMPREF1315_0061
ERR1913153.73622__1.73622	28052__R7NFJ5__ERS852499_01893
ERR1913153.73631__1.73631	360807__C0FQD4__codY
ERR1913153.73771__1.73771	147206__GCF_000156215.1_01820
ERR1913153.73787__1.73787	216816__E8MW20__DD674_07905
ERR1913153.74207__1.74207	47678__R5U3L4__C5Z00_12600
ERR1913153.74393__1.74393	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913153.74447__1.74447	28116__F7LC60__AA414_00422
ERR1913153.74632__1.74632	821__E5UY21__C800_02204
ERR1913153.74600__1.74600	166486__D4KZI1__ERS852572_00422
ERR1913153.74807__1.74807	2108523__A0A2P2F6V3__LAWASA_1735
ERR1913153.74963__1.74963	204516__U6R838__HMPREF1534_03867
ERR1913153.75023__1.75023	301302__R5VE56__M72_25941
ERR1913153.75092__1.75092	301302__A0A0M6WKN8__M72_27741
ERR1913153.75147__1.75147	40520__R7D6X9__DXB81_05355
ERR1913153.75233__1.75233	29361__B6FKH5__CLONEX_00621
ERR1913153.75412__1.75412	823__A0A174XJM9__CEQ22_007230
ERR1913153.75502__1.75502	394340__typA
ERR1913153.75601__1.75601	39491__A0A173SH34__EUR_24920
ERR1913153.75557__1.75557	1262886__R6QAC0__BN563_00833
ERR1913153.75722__1.75722	301302__A0A0M6WG68__ERS852420_02421
ERR1913153.75932__1.75932	1262743__R5C054__BN727_01980
ERR1913153.75935__1.75935	821__A0A174RA14__M099_1655
ERR1913153.75877__1.75877	216816__D6ZXD1__APC1461_0104
ERR1913153.76015__1.76015	1262743__R5C054__BN727_01980
ERR1913153.76348__1.76348	40518__R5E5I9__yvhJ_2
ERR1913153.76362__1.76362	338188__R6S1A3__spsA_1
ERR1913153.76418__1.76418	820__R9I2U8__DXC68_09590
ERR1913153.76488__1.76488	1150298__A0A174FXW8__ERS852535_01851
ERR1913153.76948__1.76948	33025__A0A395J911__C8D73_1145
ERR1913153.76950__1.76950	28117__B0MTH2__ALIPUT_00061
ERR1913153.76959__1.76959	1262911__R6H2J2__BN557_01228
ERR1913153.77080__1.77080	1160721__R6T344__RBI_I00565
ERR1913153.77102__1.77102	301302__R5UJW6__ERS852420_01698
ERR1913153.77153__1.77153	40518__R5DMC7__blaR1
ERR1913153.77201__1.77201	387090__S0F7Y3__BACCOPRO_02028
ERR1913153.77204__1.77204	823__A6L930__DDY96_14995
ERR1913153.77315__1.77315	338188__C9L0Q9__HMPREF1057_02408
ERR1913153.77401__1.77401	301302__A0A173TWC1__phoR_7
ERR1913153.77504__1.77504	40518__R5DQR9__DXD83_00030
ERR1913153.77640__1.77640	1263000__R5EKG2__BN466_02040
ERR1913153.77672__1.77672	823__A0A3E4P9U5__ERS852380_02719
ERR1913153.77714__1.77714	301302__A0A173SUI7__M72_11091
ERR1913153.77769__1.77769	820__A0A3E4W6P0__gmhA
ERR1913153.77832__1.77832	28111__R5K222__bglX_7
ERR1913153.77840__1.77840	40519__U2MCQ8__RUMCAL_00556
ERR1913153.77861__1.77861	820__A0A139K4W1__M093_0353
ERR1913153.77997__1.77997	820__A0A3E4PYB0__yejM
ERR1913153.78316__1.78316	338188__A0A174FPA3__BACFIN_06857
ERR1913153.78425__1.78425	39492__D4JT87__clpC
ERR1913153.78486__1.78486	820__A7V049__DXB48_04755
ERR1913153.78631__1.78631	823__A0A355XEX9__ERS852560_03521
ERR1913153.78759__1.78759	47678__R5UAI1__BACCAC_01922
ERR1913153.79035__1.79035	1262746__R5SS80__BN750_02125
ERR1913153.79070__1.79070	28117__B0MUB3__ALIPUT_00727
ERR1913153.79270__1.79270	338188__C9KYW9__ERS852397_01315
ERR1913153.79244__1.79244	40518__R5DR72__RBL236_02110
ERR1913153.79357__1.79357	246787__A0A3D6AQP8__AA416_04153
ERR1913153.79406__1.79406	820__A0A139KH21__DXC80_01780
ERR1913153.79415__1.79415	823__A0A069SAX6__ERS852380_00710
ERR1913153.79434__1.79434	820__I9TWZ7__DXC80_10550
ERR1913153.79485__1.79485	28118__R6F7H1__DF785_12785
ERR1913153.79551__1.79551	1150298__A0A174KW35__cbbX
ERR1913153.79759__1.79759	28117__R7JQW0__ALIPUT_01453
ERR1913153.79849__1.79849	39491__A0A396FJJ9__DXB76_11995
ERR1913153.79922__1.79922	216816__A0A1D7MV89__EK5BL_04715
ERR1913153.79981__1.79981	40518__A0A373KL92__RBATCC27255_01378
ERR1913153.80043__1.80043	1150298__A0A174N5I7__ERS852498_01953
ERR1913153.80089__1.80089	410072__A0A173WD04__penA_2
ERR1913153.80121__1.80121	40518__R5DR96__RBATCC27255_01185
ERR1913153.80124__1.80124	821__A6KZK3__ERS852457_04265
ERR1913153.80422__1.80422	360807__A0A173V2S2__phoR_7
ERR1913153.80367__1.80367	33025__A0A395JB55__C8D73_104122
ERR1913153.80508__1.80508	33043__D5HGS9__ERS852445_02226
ERR1913153.80583__1.80583	712117__F3P6S3__HMPREF9056_00690
ERR1913153.80634__1.80634	46228__V8CAV6__addA
ERR1913153.80605__1.80605	1150298__R7JUS2__ERS852498_02193
ERR1913153.80702__1.80702	88431__A6BIL9__ERS852573_01301
ERR1913153.80794__1.80794	33043__D5HF53__ERS852386_02418
ERR1913153.80797__1.80797	214856__E4MFP6__ERS852447_01708
ERR1913153.81209__1.81209	40518__R5DU92__DXD93_03170
ERR1913153.81242__1.81242	28111__E5WYC3__NCTC11155_03517
ERR1913153.81281__1.81281	1262924__R7HQN1__BN585_00550
ERR1913153.81306__1.81306	552398__T5RKT4__HMPREF0866_04531
ERR1913153.81944__1.81944	820__A0A174QT76__B5G17_18060
ERR1913153.82104__1.82104	1150298__A0A174M3Q0__kynB
ERR1913153.82322__1.82322	820__A0A3E4W984__pssA
ERR1913153.82379__1.82379	301302__A0A0M6WIX9__ERS852420_01972
ERR1913153.82345__1.82345	338188__C9L0Q9__HMPREF1057_02408
ERR1913153.82539__1.82539	823__A0A355XP97__M092_2525
ERR1913153.82649__1.82649	46503__R6WWC9__PARMER_03215
ERR1913153.82863__1.82863	649756__A0A173S8W9__DCR88_01065
ERR1913153.82868__1.82868	47678__R5UT83__DW706_09750
ERR1913153.83129__1.83129	39491__A0A395ZDC6__addB
ERR1913153.83155__1.83155	820__A0A139KHD8__ERS417307_00569
ERR1913153.83162__1.83162	216816__C2GTV6__AS143_01355
ERR1913153.83241__1.83241	216816__Q8G585__APC1473_0508
ERR1913153.83487__1.83487	338188__C9L0Q4__BACFIN_08177
ERR1913153.83543__1.83543	169435__A0A3E3IT08__B5F10_05180
ERR1913153.83658__1.83658	1262886__R6QIL5__BN563_00897
ERR1913153.83687__1.83687	1550024__A0A0W7TT94__TQ39_11150
ERR1913153.83737__1.83737	1680__A0A3E4SB79__BAD_1517
ERR1913153.83890__1.83890	216816__C2GUV2__APC1478_0430
ERR1913153.84030__1.84030	301302__R5UJW6__ERS852420_01698
ERR1913153.84070__1.84070	820__A0A174G065__DXB62_08975
ERR1913153.84193__1.84193	820__A0A3E4WCC2__lptB_1
ERR1913153.84361__1.84361	1262886__R6QMR0__BN563_00320
ERR1913153.84613__1.84613	671267__R9I7B5__C802_04018
ERR1913153.84646__1.84646	821__A0A3E4HP25__SAMN04487923_102450
