ERR1913311.69__1.69	410072__A0A3E4GMB7__COPCOM_03357
ERR1913311.43820__1.43820	1680__A0A0C2VBJ4__birA
ERR1913311.43862__1.43862	821__A0A174NSU0__BVU_3144
ERR1913311.43879__1.43879	1262882__R5MIQ8__BN519_01036
ERR1913311.44099__1.44099	384639__GCA_003096855.1_01936
ERR1913311.44315__1.44315	28116__A0A1Y4PWN5__M088_3731
ERR1913311.44526__1.44526	1262924__R7HLU6__BN585_01291
ERR1913311.44583__1.44583	1262924__R7HKP8__BN585_01113
ERR1913311.44707__1.44707	39492__D4JT87__clpC
ERR1913311.44801__1.44801	40518__R5DP61__DXD86_06345
ERR1913311.44868__1.44868	40518__R5DVL2__penA
ERR1913311.44974__1.44974	39492__D4JVX0__udk
ERR1913311.44982__1.44982	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913311.45222__1.45222	371601__D6CWZ8__CW3_1356
ERR1913311.45300__1.45300	1150298__A0A174EBT8__ERS852406_01739
ERR1913311.45328__1.45328	357276__I9QBT7__BSEG_03340
ERR1913311.45380__1.45380	1262980__R5BM52__BN814_00030
ERR1913311.45399__1.45399	214856__A0A174G1M7__ERS852559_00594
ERR1913311.45403__1.45403	214856__A0A174ZLY7__ERS852447_02456
ERR1913311.45663__1.45663	39491__A0A395ZEN3__DXD95_12655
ERR1913311.45650__1.45650	1262882__R5N0C3__BN519_00731
ERR1913311.45716__1.45716	214856__A0A174FY71__ERS852559_01033
ERR1913311.45722__1.45722	39491__A0A395UZ82__EUR_31520
ERR1913311.45862__1.45862	214856__A0A174A1J3__ERS852447_01000
ERR1913311.45916__1.45916	291645__I8WZT8__HMPREF1068_04327
ERR1913311.45994__1.45994	39492__D4JU67__EUBSIR_00791
ERR1913311.46041__1.46041	418240__A0A173WPF0__spoIIIAE
ERR1913311.46221__1.46221	818__Q8A3I3__HMPREF2534_00068
ERR1913311.46599__1.46599	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913311.46617__1.46617	1262882__R5MYI1__BN519_00416
ERR1913311.46681__1.46681	39492__D4JT87__clpC
ERR1913311.46758__1.46758	818__A0A3E5HN72__C799_03359
ERR1913311.46762__1.46762	820__A0A139K0J1__HMPREF2141_03205
ERR1913311.46828__1.46828	1262913__R7JQL8__BN646_00411
ERR1913311.47314__1.47314	39492__D4JUR4__ERS852540_01427
ERR1913311.47467__1.47467	39492__D4JV38__EUBSIR_01205
ERR1913311.47556__1.47556	166486__D4KPQ7__ROSINTL182_09065
ERR1913311.47566__1.47566	357276__B6VXX7__HMPREF1063_02683
ERR1913311.47674__1.47674	487175__R5EAS2__HMPREF9439_00179
ERR1913311.47683__1.47683	218538__C9LQG6__GCWU000321_01798
ERR1913311.47725__1.47725	1262882__R5N3H1__BN519_01121
ERR1913311.47777__1.47777	823__A0A073I9P2__CF162_18000
ERR1913311.47841__1.47841	301301__A0A395V7P2__ERS852391_05080
ERR1913311.47930__1.47930	1262924__R7HQB7__BN585_02057
ERR1913311.48019__1.48019	544645__A0A3E4T962__DXC42_08310
ERR1913311.48090__1.48090	1262924__R7HRW9__BN585_00665
ERR1913311.48179__1.48179	39492__D4JQY4__EUBSIR_01325
ERR1913311.48325__1.48325	1262882__R5N526__BN519_01603
ERR1913311.48581__1.48581	1150298__R7JUS2__ERS852498_02193
ERR1913311.48629__1.48629	214856__I3YPQ3__Alfi_2711
ERR1913311.48790__1.48790	1680__A7A7Z9__AAX71_05385
ERR1913311.49118__1.49118	1262913__R7JPP6__BN646_00416
ERR1913311.49274__1.49274	61171__B9Y8K1__HOLDEFILI_02148
ERR1913311.49404__1.49404	39492__R6RYB8__ERS852540_00322
ERR1913311.49412__1.49412	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913311.49487__1.49487	40518__R5E328__DXD86_08885
ERR1913311.49614__1.49614	39492__D4JX50__EUBSIR_00410
ERR1913311.49650__1.49650	46503__R6WYJ8__DXB85_13825
ERR1913311.49961__1.49961	28118__F9Z3U6__B5F99_03365
ERR1913311.50128__1.50128	40518__R5E6X1__DXD83_01720
ERR1913311.50268__1.50268	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913311.50417__1.50417	39491__A0A395ZGU6__ERS852417_01456
ERR1913311.50397__1.50397	371601__A0A395W6D8__BXY_21530
ERR1913311.50407__1.50407	371601__C3QME2__CW1_3650
ERR1913311.50505__1.50505	301301__G2SXB0__RHOM_09565
ERR1913311.50531__1.50531	39492__D4JUL3__nreC_2
ERR1913311.50547__1.50547	1262882__R5MDR8__BN519_00124
ERR1913311.50665__1.50665	1262992__R5DC96__BN795_01524
ERR1913311.50941__1.50941	1262882__R5N1L4__BN519_00757
ERR1913311.51076__1.51076	487175__R5ZWS3__HMPREF9439_00648
ERR1913311.51319__1.51319	39492__D4JQM9__EUBSIR_00669
ERR1913311.51538__1.51538	1796613__A0A1C7H6N8__ADH74_01350
ERR1913311.51831__1.51831	1262882__R5N089__BN519_00546
ERR1913311.51839__1.51839	357276__A0A076IRX4__ABI39_13585
ERR1913311.52328__1.52328	820__A0A3E4PYB0__yejM
ERR1913311.52359__1.52359	1262913__R7JDJ2__BN646_01863
ERR1913311.52552__1.52552	1150298__A0A174KZR5__ERS852498_01375
ERR1913311.52810__1.52810	39492__D4JSS2__EUBSIR_00553
ERR1913311.52880__1.52880	1262882__R5MIC9__BN519_00834
ERR1913311.52947__1.52947	1262882__R5MH82__BN519_00752
ERR1913311.53074__1.53074	1262882__R5MHZ2__BN519_00742
ERR1913311.53114__1.53114	40518__R5DZI2__DXD93_06940
ERR1913311.53132__1.53132	1262924__R7HSV3__BN585_00240
ERR1913311.53105__1.53105	39492__D4JWL2__ERS852540_01201
ERR1913311.53179__1.53179	39485__C4Z355__ERS852490_01971
ERR1913311.53231__1.53231	47678__A5ZHJ2__DXB67_12405
ERR1913311.53452__1.53452	1262882__R5MPL0__BN519_01038
ERR1913311.53682__1.53682	39491__A0A396FEV5__EUR_24750
ERR1913311.53716__1.53716	1262882__R5MHQ8__BN519_00707
ERR1913311.53731__1.53731	39492__R6SPM9__pheT
ERR1913311.53781__1.53781	39492__D4JUD7__EUBSIR_01877
ERR1913311.53826__1.53826	1262924__R7HQB3__BN585_00435
ERR1913311.54089__1.54089	1262882__R5MF58__BN519_00393
ERR1913311.54056__1.54056	239935__R6J4Y4__CXU17_09810
ERR1913311.54146__1.54146	1262882__R5MEN9__BN519_00201
ERR1913311.54150__1.54150	328814__GCA_004558275.1_00995
ERR1913311.54565__1.54565	246787__A0A3D6ARC7__BACCELL_03328
ERR1913311.54579__1.54579	39492__D4JWY7__EUBSIR_01655
ERR1913311.54727__1.54727	1262882__R5MY46__BN519_00355
ERR1913311.54802__1.54802	1262882__R5MZ41__BN519_00356
ERR1913311.54859__1.54859	214856__R6Z288__ERS852447_00734
ERR1913311.54821__1.54821	39492__D4JQP0__ypeB
ERR1913311.54910__1.54910	39492__D4JR31__EUBSIR_00106
ERR1913311.54965__1.54965	39492__D4JT87__clpC
ERR1913311.55017__1.55017	1150298__A0A174QAL8__ERS852498_02570
ERR1913311.55111__1.55111	821__A0A0P0M5Z6__BVU_0429
ERR1913311.55153__1.55153	1262882__R5MIQ8__BN519_01036
ERR1913311.55395__1.55395	40518__R5DMC7__blaR1
ERR1913311.55358__1.55358	39492__A0A174ZG93__EUBSIR_00254
ERR1913311.55327__1.55327	487175__A0A350CXX6__HMPREF9439_00888
ERR1913311.55505__1.55505	39492__B0MNL5__phoR_1
ERR1913311.55623__1.55623	1262882__R5MYX5__BN519_00333
ERR1913311.55805__1.55805	28116__I9ST00__M088_5588
ERR1913311.55829__1.55829	35833__S2KTV4__HMPREF0179_05216
ERR1913311.56254__1.56254	39491__D6E2U1__EUBREC_3278
ERR1913311.56403__1.56403	39492__D4JSB6__ERS852540_00627
ERR1913311.56531__1.56531	818__Q8A335__HMPREF2534_01154
ERR1913311.56887__1.56887	853__A0A173TAZ8__DWZ46_14590
ERR1913311.57076__1.57076	1262882__R5MZZ3__BN519_00482
ERR1913311.57004__1.57004	39492__R6RKK9__EUBSIR_02022
ERR1913311.57011__1.57011	1680__A0A0B5BIU5__BSTER_0145
ERR1913311.57092__1.57092	39492__D4JVC7__yfgF
ERR1913311.57183__1.57183	39492__D4JQS7__ERS852540_01645
ERR1913311.57251__1.57251	39492__D4JQS6__ykoD
ERR1913311.57290__1.57290	39491__A0A396FJJ9__DXB76_11995
ERR1913311.57298__1.57298	39492__D4JV70__EUBSIR_01253
ERR1913311.57620__1.57620	46228__B5CLJ3__HMPREF1202_00485
ERR1913311.57896__1.57896	214856__A0A174EJT5__mnmA
ERR1913311.57900__1.57900	214856__D4IMT6__Alfi_1830
ERR1913311.57905__1.57905	357276__D1JZM4__HMPREF1065_01278
ERR1913311.57999__1.57999	1262889__R7HBI6__BN634_00794
ERR1913311.58051__1.58051	1262882__R5N3T7__BN519_01188
ERR1913311.58080__1.58080	1262992__R5DCG2__BN795_00315
ERR1913311.58096__1.58096	1262882__R5MF58__BN519_00393
ERR1913311.58235__1.58235	46228__V8CAH7__HMPREF1202_00795
ERR1913311.58315__1.58315	1262913__R7JGK9__BN646_01865
ERR1913311.58511__1.58511	28116__A0A1Y4PHM7__DXA80_25130
ERR1913311.58513__1.58513	39492__D4JTG7__EUBSIR_00572
ERR1913311.58534__1.58534	1262882__R5MM25__BN519_00600
ERR1913311.58644__1.58644	360807__A0A1Q6T9R3__ERS852392_02666
ERR1913311.58958__1.58958	39491__A0A174LTW7__DXD13_08720
ERR1913311.58970__1.58970	2108523__A0A2P2F8A7__LAWASA_2275
ERR1913311.58973__1.58973	1262992__R5DDR5__BN795_00121
ERR1913311.58979__1.58979	1262882__R5MKL9__BN519_00353
ERR1913311.59060__1.59060	360807__R5HHK5__ROSEINA2194_02134
ERR1913311.59084__1.59084	46228__V8CE24__thiD
ERR1913311.59086__1.59086	39492__D4JV86__spoIIE
ERR1913311.59326__1.59326	28116__I9SW74__BACOVA_04237
ERR1913311.59379__1.59379	1262992__R5D1T0__BN795_01079
ERR1913311.59546__1.59546	39492__D4JT87__clpC
ERR1913311.59675__1.59675	301301__A0A395V978__RHOM_08905
ERR1913311.59925__1.59925	40518__R5E6Y7__DXD83_08230
ERR1913311.59929__1.59929	39492__D4JW10__pppA
ERR1913311.59967__1.59967	1297617__A0A0S2W152__C7373_10624
ERR1913311.60075__1.60075	39492__D4MN06__EUBSIR_02672
ERR1913311.60089__1.60089	1262913__R7JDJ2__BN646_01863
ERR1913311.60099__1.60099	39491__A0A395V5R3__EUBREC_1883
ERR1913311.60113__1.60113	39492__D4JVZ6__truB
ERR1913311.60249__1.60249	39492__D4JRV5__acrR_2
ERR1913311.60348__1.60348	1262882__R5MEW7__BN519_00010
ERR1913311.60624__1.60624	371601__F7LA63__HMPREF1074_04288
ERR1913311.60855__1.60855	28116__A7M0E3__AA414_00536
ERR1913311.60898__1.60898	39491__A0A395V397__EUR_09960
ERR1913311.61050__1.61050	1150298__A0A174HG99__ERS852498_00387
ERR1913311.61145__1.61145	39492__D4JV86__spoIIE
ERR1913311.61421__1.61421	214856__R6Y1K2__ERS852447_02306
ERR1913311.61695__1.61695	649756__B0NY89__CL2_20110
ERR1913311.61851__1.61851	39492__D4JX40__EUBSIR_00020
ERR1913311.61886__1.61886	39492__R6RT40__prkC_3
ERR1913311.61939__1.61939	39492__D4JVX0__udk
ERR1913311.62099__1.62099	39492__D4JT68__spoIIIE
ERR1913311.62193__1.62193	1150298__A0A174HHW8__yhbU_1
ERR1913311.62240__1.62240	40518__R5DME2__DXD86_07315
ERR1913311.62253__1.62253	1262882__R5MH81__BN519_00748
ERR1913311.62557__1.62557	88431__A0A3D0EY52__ERS852573_01763
ERR1913311.62709__1.62709	357276__I9F327__DXD47_22495
ERR1913311.62715__1.62715	328814__GCA_004558275.1_00043
ERR1913311.62763__1.62763	39491__D6E408__EUBREC_1466
ERR1913311.63016__1.63016	39492__D4JU94__ispE
ERR1913311.63019__1.63019	39491__D6E4H2__DXB99_00485
ERR1913311.63084__1.63084	39492__D4JQU2__EUBSIR_01294
ERR1913311.63155__1.63155	1735__B7CC21__EUBIFOR_01746
ERR1913311.63216__1.63216	1262882__R5MHQ8__BN519_00707
ERR1913311.63357__1.63357	1862668__GCA_001945525.1_00024
ERR1913311.63378__1.63378	371601__I9AGH0__BN890_47500
ERR1913311.63468__1.63468	216816__A0A0A6VML2__DD678_06965
ERR1913311.63586__1.63586	204516__U6RDD8__HMPREF1534_02559
ERR1913311.63617__1.63617	1262882__R5MM69__BN519_00075
ERR1913311.63620__1.63620	39492__D4JV86__spoIIE
ERR1913311.63780__1.63780	357276__A0A076IXE0__HMPREF1064_04364
ERR1913311.63834__1.63834	357276__I9R4T1__IY41_06800
ERR1913311.63883__1.63883	357276__B6W5Q9__HMPREF1063_03125
ERR1913311.64308__1.64308	214856__R6Y6H8__ERS852447_01719
ERR1913311.64506__1.64506	39491__D6E118__DXB69_05765
ERR1913311.64779__1.64779	301301__A0A395VCJ3__cbiT
ERR1913311.64914__1.64914	246787__R6KBH9__HMPREF1062_04676
ERR1913311.64994__1.64994	39492__D4JUJ6__ssuB_2
ERR1913311.65173__1.65173	40518__R5DQW8__sipW_2
ERR1913311.65182__1.65182	1965661__A0A1Y3S1G6__B5G37_14160
ERR1913311.65655__1.65655	301301__A0A395V5W5__RHOM_01200
ERR1913311.65748__1.65748	1262882__R5MJZ4__BN519_01269
ERR1913311.66031__1.66031	40518__R5DTJ1__DXD86_03635
ERR1913311.66419__1.66419	1262924__R7HRJ9__BN585_00557
ERR1913311.66467__1.66467	1262992__R5CWS7__BN795_00754
ERR1913311.66531__1.66531	40518__R5DLU0__fmt
ERR1913311.66540__1.66540	28116__A7LS02__DXF98_24100
ERR1913311.66584__1.66584	1262992__R5D749__BN795_01063
ERR1913311.67066__1.67066	301301__A0A395V7C8__RHOM_02390
ERR1913311.67158__1.67158	39492__D4JWY5__rpe
ERR1913311.67313__1.67313	1262882__R5MN65__BN519_00771
ERR1913311.67412__1.67412	47678__R5USS6__C5Z00_03300
ERR1913311.67633__1.67633	39491__D6E408__EUBREC_1466
ERR1913311.67722__1.67722	1263005__R6F182__BN497_00721
ERR1913311.67812__1.67812	1150298__R7JU23__ERS852498_02342
ERR1913311.68143__1.68143	853__C7H7F5__DWZ46_01780
ERR1913311.68309__1.68309	39492__D4JT68__spoIIIE
ERR1913311.68291__1.68291	39492__D4JVX0__udk
ERR1913311.68428__1.68428	1262824__R6RM15__BN719_02410
ERR1913311.68575__1.68575	40518__R5DXI4__DXD86_07420
ERR1913311.68648__1.68648	371601__I9UUB0__SAMN04487924_11836
ERR1913311.68604__1.68604	216816__D6DBD5__DXC32_04335
ERR1913311.68666__1.68666	39492__D4JU79__EUBSIR_01975
ERR1913311.68732__1.68732	1150298__A0A174GQV8__ERS852406_02454
ERR1913311.68743__1.68743	39492__D4JTB5__EUBSIR_01720
ERR1913311.68693__1.68693	39492__D4JUD7__EUBSIR_01877
ERR1913311.68979__1.68979	1262992__R5D5B1__BN795_00105
ERR1913311.68912__1.68912	47678__R5U9Z0__HMPREF1061_03210
ERR1913311.69090__1.69090	40518__R5E6G1__DXD83_06815
ERR1913311.69132__1.69132	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913311.69186__1.69186	39492__D4JWG6__EUBSIR_00253
ERR1913311.69250__1.69250	46228__B5CL07__DXD17_04190
ERR1913311.69450__1.69450	821__A0A174K302__CUU_3129
ERR1913311.69477__1.69477	28116__A0A1Y4Q112__evgS_13
ERR1913311.69979__1.69979	301301__A0A395V944__ERS852391_00514
ERR1913311.70024__1.70024	338188__A0A174GJJ1__ERS852397_02405
ERR1913311.70239__1.70239	301301__A0A395VFD3__ERS852391_02492
ERR1913311.70209__1.70209	818__A0A174T624__HMPREF2534_01176
ERR1913311.70266__1.70266	40518__R5DRX3__RBL236_02039
ERR1913311.70268__1.70268	1150298__A0A174K7D2__ERS852498_01147
ERR1913311.70504__1.70504	1099853__G9S8H2__NSB1T_13060
ERR1913311.70647__1.70647	410072__A0A3E4GLJ0__ERS852481_02689
ERR1913311.70696__1.70696	40518__R5DR39__mreB_2
ERR1913311.70862__1.70862	39491__A0A396FQV7__T1815_10751
ERR1913311.70956__1.70956	39492__D4JU30__EUBSIR_00838
ERR1913311.71015__1.71015	214856__R5UN64__ERS852447_02669
ERR1913311.71237__1.71237	28116__A0A1Y4PUF8__DXF98_07610
ERR1913311.71211__1.71211	46228__V8BL81__DXD17_11825
ERR1913311.71270__1.71270	1680__A0A374QDL4__LMG18897_0432
ERR1913311.71444__1.71444	28118__F9ZBW3__Odosp_3541
ERR1913311.71452__1.71452	39488__R6GWX1__EUBHAL_01710
ERR1913311.71722__1.71722	1262882__R5N2E1__BN519_01117
ERR1913311.71732__1.71732	1099853__U5CKV1__NSB1T_12505
ERR1913311.72009__1.72009	1262882__R5MDR8__BN519_00124
ERR1913311.72344__1.72344	39491__A0A395ZEN3__DXD95_12655
ERR1913311.72413__1.72413	216816__A0A395XZB7__DXD37_04075
ERR1913311.72614__1.72614	28116__R6DIL2__DXD69_10970
ERR1913311.72703__1.72703	1262882__R5N1R4__BN519_00788
ERR1913311.72787__1.72787	1262913__R7JN04__BN646_00251
ERR1913311.73114__1.73114	1680__R5GZJ8__BSTER_1195
ERR1913311.73168__1.73168	214856__R5UN64__ERS852447_02669
ERR1913311.73214__1.73214	357276__A0A076J8M3__ABI39_13695
ERR1913311.73371__1.73371	1150298__A0A174PC05__ERS852498_00682
ERR1913311.73532__1.73532	218538__C9LQ77__GCWU000321_01709
ERR1913311.73632__1.73632	328814__GCA_004558275.1_00036
ERR1913311.73689__1.73689	360807__C0FYL6__ROSEINA2194_03855
ERR1913311.73764__1.73764	39492__D4JU81__xseA
ERR1913311.73826__1.73826	1897011__A0A1Q6RIQ3__BHW41_00450
ERR1913311.74382__1.74382	410072__C0B8G3__DXD67_01535
ERR1913311.74588__1.74588	39492__A0A175A133__cycB_1
ERR1913311.74534__1.74534	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913311.74849__1.74849	1262992__R5D645__BN795_00736
ERR1913311.74925__1.74925	357276__A0A076IRV2__BACDOR_02822
ERR1913311.74942__1.74942	28116__C3QSX8__SAMN05444282_101331
ERR1913311.75054__1.75054	40518__R5E175__RB5AMG_00757
ERR1913311.75339__1.75339	487174__K0WV19__HMPREF9448_01820
ERR1913311.75411__1.75411	357276__B6W5Q9__HMPREF1063_03125
ERR1913311.75531__1.75531	1262924__R7HRJ9__BN585_00557
ERR1913311.75554__1.75554	214856__A0A174ZEF7__mboIIM_1
ERR1913311.75630__1.75630	1262882__R5MIC9__BN519_00834
ERR1913311.75637__1.75637	39492__D4JSG7__EUBSIR_01006
ERR1913311.75716__1.75716	1262882__R5MF58__BN519_00393
ERR1913311.75764__1.75764	1680__A0A0C2VBJ4__birA
ERR1913311.75834__1.75834	371601__I9AJD5__BN890_44160
ERR1913311.75838__1.75838	39491__A0A396FS17__envC
ERR1913311.75851__1.75851	2108523__A0A2P2FCH9__LAWASA_3756
ERR1913311.75864__1.75864	853__A8SCP3__C4N26_07960
ERR1913311.75935__1.75935	40518__R5E8B6__RB5AMG_00876
ERR1913311.76111__1.76111	371601__D6D5Q9__BN890_35020
ERR1913311.76083__1.76083	39492__B0MNQ2__EUBSIR_01459
ERR1913311.76183__1.76183	39492__D4JSU6__dacB_3
ERR1913311.76272__1.76272	39492__D4JSU6__dacB_3
ERR1913311.76282__1.76282	39492__D4JWL2__ERS852540_01201
ERR1913311.76244__1.76244	39485__C4Z028__ERS852492_00100
ERR1913311.76534__1.76534	246787__A0A0P0FSC0__cytR_2
ERR1913311.76767__1.76767	1262924__R7HQ03__BN585_01295
ERR1913311.76775__1.76775	357276__I9RAC4__BSEG_00561
ERR1913311.76801__1.76801	1262924__R7HPZ6__BN585_00681
ERR1913311.77123__1.77123	39485__R5ZRT8__gmr_6
ERR1913311.77082__1.77082	166486__D4KUE6__ROSINTL182_08604
ERR1913311.77275__1.77275	39491__D4JMW8__ERS852497_01971
ERR1913311.77190__1.77190	1262992__R5D1Y3__BN795_00199
ERR1913311.77627__1.77627	39491__A0A396FQ67__DXB99_07505
ERR1913311.77654__1.77654	166486__C7GAX1__ERS852572_03188
ERR1913311.77877__1.77877	301301__G2SZJ7__RHOM_00620
ERR1913311.78045__1.78045	1262882__R5MZ58__BN519_00525
ERR1913311.78298__1.78298	1262882__R5MM25__BN519_00600
ERR1913311.78388__1.78388	39492__D4JV38__EUBSIR_01205
ERR1913311.78450__1.78450	46228__B5CP87__HMPREF1202_02330
ERR1913311.78338__1.78338	1735__B7CEC3__EUBIFOR_02567
ERR1913311.78544__1.78544	39492__D4JX05__EUBSIR_01678
ERR1913311.78575__1.78575	371601__F7LA63__HMPREF1074_04288
ERR1913311.78732__1.78732	39492__R6RT40__prkC_3
ERR1913311.79094__1.79094	39491__A0A396FMF1__EUR_28700
ERR1913311.79149__1.79149	46503__R6WTP2__HMPREF1078_03512
ERR1913311.79200__1.79200	1262944__R7IPF5__BN596_01544
ERR1913311.79367__1.79367	214856__R6Z7Q9__ERS852447_02172
ERR1913311.79445__1.79445	39492__D4JV38__EUBSIR_01205
ERR1913311.79512__1.79512	1262882__R5MDR8__BN519_00124
ERR1913311.79725__1.79725	39492__D4JQU6__ERS852540_02194
ERR1913311.79778__1.79778	1262882__R5MYI1__BN519_00416
ERR1913311.79835__1.79835	1262919__R5P9Y4__BN465_00411
ERR1913311.79947__1.79947	1262924__R7HQ73__BN585_02030
ERR1913311.80248__1.80248	47678__R5UU99__C5Z00_11925
ERR1913311.80281__1.80281	166486__A0A173V5I7__ERS852572_02640
ERR1913311.80360__1.80360	39492__A0A174ZG93__EUBSIR_00254
ERR1913311.80451__1.80451	1262882__R5MH62__BN519_00734
ERR1913311.80490__1.80490	1262882__R5ML49__BN519_01361
ERR1913311.80512__1.80512	39485__C4Z1W5__ERS852492_01530
ERR1913311.80682__1.80682	1849041__A0A3E2T6C0__DW086_01760
ERR1913311.80803__1.80803	40518__R5E426__DXD93_04485
ERR1913311.80881__1.80881	1262924__R7HM98__BN585_01697
ERR1913311.81090__1.81090	1735__B7C8P3__EUBIFOR_00547
ERR1913311.81381__1.81381	1897011__A0A1Q6RI77__BHW41_01180
ERR1913311.81551__1.81551	39491__A0A395V0H6__ERS852580_02570
ERR1913311.81658__1.81658	1262882__R5MIC9__BN519_00834
ERR1913311.82319__1.82319	1262913__R7J7H8__BN646_00094
ERR1913311.82574__1.82574	28116__A0A395VSP8__ERS852555_02642
ERR1913311.82754__1.82754	487174__K0X1V7__DIT83_03020
ERR1913311.82882__1.82882	204516__U6RFU0__HMPREF1534_02545
ERR1913311.82913__1.82913	39492__D4JWI6__EUBSIR_01073
ERR1913311.82955__1.82955	1262882__R5ML49__BN519_01361
ERR1913311.83432__1.83432	454154__G5SVM9__HMPREF9441_03446
ERR1913311.83553__1.83553	371601__A0A174IMZ2__HMPREF1074_04317
ERR1913311.83585__1.83585	821__C3RB94__DXC03_15585
ERR1913311.83968__1.83968	46228__B5CNQ2__HMPREF1202_00124
ERR1913311.83975__1.83975	1099853__G9S871__NSB1T_02700
ERR1913311.83979__1.83979	39492__A0A174ZP27__EUBSIR_00033
ERR1913311.83925__1.83925	166486__D4L334__mcp3_1
ERR1913311.84010__1.84010	487175__R5E1Y3__HMPREF9439_02586
ERR1913311.84171__1.84171	1262882__R5MEI8__BN519_00283
ERR1913311.84233__1.84233	1262882__R5N2U9__BN519_01221
ERR1913311.84343__1.84343	338188__A0A174ETX3__ERS852397_01955
ERR1913311.84358__1.84358	626933__H1DGX0__HMPREF9449_01506
ERR1913311.84463__1.84463	39492__D4JR58__EUBSIR_02090
ERR1913311.84470__1.84470	1796652__tenA_2
ERR1913311.84513__1.84513	371601__A0A1Y4VA43__HMPREF1074_02112
ERR1913311.84525__1.84525	39492__D4JRZ7__smc
ERR1913311.84534__1.84534	40518__R5DNI6__RBATCC27255_00844
ERR1913311.84635__1.84635	384639__GCA_003096855.1_00996
ERR1913311.84682__1.84682	1262913__R7JGP8__BN646_01880
ERR1913311.84769__1.84769	371601__A0A1Y4V1T2__DXD80_18495
ERR1913311.84897__1.84897	301301__A0A395V957__RHOM_14115
ERR1913311.85145__1.85145	649756__A0A173T5Y7__HMPREF0369_02769
ERR1913311.85228__1.85228	39492__D4JTB5__EUBSIR_01720
ERR1913311.85481__1.85481	1262882__R5MDR8__BN519_00124
ERR1913311.85593__1.85593	1297617__A0A2U1BIM8__BIV19_14900
ERR1913311.85672__1.85672	1262924__R7HTK4__BN585_00496
ERR1913311.85719__1.85719	301301__A0A395V8C2__rhaR_3
ERR1913311.85852__1.85852	28116__I8Y7V6__HMPREF1017_02728
ERR1913311.86230__1.86230	46228__V8CAV6__addA
ERR1913311.86231__1.86231	39492__D4JQS6__ykoD
ERR1913311.86267__1.86267	40518__R5DVQ2__DXD93_00365
ERR1913311.86342__1.86342	39485__R5ZSI4__ERS852492_00875
ERR1913311.86396__1.86396	1262882__R5N004__BN519_00490
ERR1913311.86577__1.86577	39492__D4JV86__spoIIE
ERR1913311.86781__1.86781	1262924__R7HUJ5__BN585_00830
ERR1913311.86783__1.86783	166486__D4KVX6__ROSINTL182_06735
ERR1913311.86947__1.86947	1262882__R5MYP8__BN519_00439
ERR1913311.87100__1.87100	418240__D4LQH5__ERS852478_00800
ERR1913311.87159__1.87159	39492__R6SA81__EUBSIR_00402
ERR1913311.87211__1.87211	166486__C7GCP5__ROSINTL182_07683
ERR1913311.87330__1.87330	821__A6L0C7__ERS852556_03520
ERR1913311.87488__1.87488	1150298__A0A174PZ15__lytA
ERR1913311.87535__1.87535	301301__A0A395VB45__ERS852391_02575
ERR1913311.87606__1.87606	214856__I3YMN6__Alfi_1938
ERR1913311.87706__1.87706	239935__A0A2N8I3G2__CXT89_00720
ERR1913311.87854__1.87854	853__A0A2J4JL53__CRH10_10795
ERR1913311.87919__1.87919	487174__K0XRP0__DDY40_09260
ERR1913311.87936__1.87936	821__I9R3W6__DXC16_12455
ERR1913311.88112__1.88112	1262913__R7J4I7__BN646_00599
ERR1913311.88117__1.88117	1262882__R5MK82__BN519_00260
ERR1913311.88083__1.88083	46228__B5CPT8__RUMLAC_01482
ERR1913311.88135__1.88135	1262882__R5MJZ7__BN519_01272
ERR1913311.88142__1.88142	39485__C4Z4X5__ERS852492_02859
ERR1913311.88316__1.88316	39491__A0A395ZBQ4__cph2_2
ERR1913311.88429__1.88429	166486__D4KWZ7__cph2_5
ERR1913311.88450__1.88450	1262913__R7JCI2__BN646_01688
ERR1913311.88564__1.88564	1680__A0A174BEE7__BSTER_1311
ERR1913311.88768__1.88768	214856__A0A174ZB00__ERS852559_00631
ERR1913311.88784__1.88784	39492__R6RT40__prkC_3
ERR1913311.88832__1.88832	39488__A0A173SMQ7__EUBHAL_00819
ERR1913311.89214__1.89214	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913311.89469__1.89469	2108523__A0A2P2FCF6__LAWASA_3740
ERR1913311.90195__1.90195	322505__group_105
ERR1913311.90283__1.90283	1262913__R7J4R5__BN646_00631
ERR1913311.90364__1.90364	1262989__R6YH00__BN815_00145
ERR1913311.90367__1.90367	823__A0A395YRW4__DD466_15895
ERR1913311.90403__1.90403	39485__A0A174Z1A6__EUBELI_00220
ERR1913311.90542__1.90542	39492__D4JQP0__ypeB
ERR1913311.90854__1.90854	1965660__A0A1Y3SSG6__B5G34_01735
