ERR1913232.19__1.19	820__A0A139K9Q2__DXD40_08795
ERR1913232.182456__1.182456	69974__A0A090FEL8__MPL3365_630008
ERR1913232.182501__1.182501	69974__A0A090FEL8__MPL3365_630008
ERR1913232.182785__1.182785	39485__C4Z6B7__EUBELI_20364
ERR1913232.183080__1.183080	165179__A0A174SA26__PREVCOP_05758
ERR1913232.183164__1.183164	28117__B0MVL5__BHV66_01660
ERR1913232.183133__1.183133	69974__A0A090FEL8__MPL3365_630008
ERR1913232.183317__1.183317	39485__C4Z058__ERS852492_00130
ERR1913232.183272__1.183272	39488__A0A173SMQ7__EUBHAL_00819
ERR1913232.183450__1.183450	165179__A0A3E5EA43__DXC61_07775
ERR1913232.183477__1.183477	39485__C4Z6V7__walK
ERR1913232.183808__1.183808	39491__A0A395ZHV7__ykvU
ERR1913232.183823__1.183823	165179__A0A3E5EA43__DXC61_07775
ERR1913232.183930__1.183930	28116__R6JAK2__DXD69_23875
ERR1913232.184030__1.184030	1262924__R7HQB3__BN585_00435
ERR1913232.184239__1.184239	410072__A0A174BWR4__ERS852389_00309
ERR1913232.184166__1.184166	69974__A0A090FEL8__MPL3365_630008
ERR1913232.184400__1.184400	69974__A0A090FEL8__MPL3365_630008
ERR1913232.184412__1.184412	28117__B0MXL6__ALIPUT_01851
ERR1913232.184473__1.184473	39491__A0A396FKG5__DXB76_07455
ERR1913232.184721__1.184721	69974__A0A090FEL8__MPL3365_630008
ERR1913232.184907__1.184907	853__A0A173T751__C4N24_10280
ERR1913232.184916__1.184916	410072__A0A3E4GQ67__sigV_1
ERR1913232.185117__1.185117	69974__A0A090FEL8__MPL3365_630008
ERR1913232.185295__1.185295	69974__A0A090FEL8__MPL3365_630008
ERR1913232.185400__1.185400	69974__A0A090FEL8__MPL3365_630008
ERR1913232.185708__1.185708	626933__H1DGX0__HMPREF9449_01506
ERR1913232.185803__1.185803	33039__A0A173VSH9__ERS852530_05439
ERR1913232.185780__1.185780	69974__A0A090FEL8__MPL3365_630008
ERR1913232.185851__1.185851	410072__A0A174B435__COPCOM_00497
ERR1913232.185875__1.185875	487173__H1D1P5__HMPREF9453_01533
ERR1913232.185975__1.185975	410072__A0A174D6E7__ERS852574_01257
ERR1913232.186119__1.186119	39491__A0A396FNY7__LD38_16155
ERR1913232.186161__1.186161	69974__A0A090FEL8__MPL3365_630008
ERR1913232.186338__1.186338	39491__D4JM76__DXC13_02150
ERR1913232.186379__1.186379	39485__C4Z058__ERS852492_00130
ERR1913232.186686__1.186686	165179__A0A3E4SB95__DXC61_13455
ERR1913232.186692__1.186692	69974__A0A090FEL8__MPL3365_630008
ERR1913232.187078__1.187078	39483__D4JFK7__HMPREF0367_00072
ERR1913232.187189__1.187189	1262740__R7CVB2__BN666_01237
ERR1913232.187215__1.187215	69974__A0A090FEL8__MPL3365_630008
ERR1913232.187286__1.187286	165179__D1PEQ5__PREVCOP_05711
ERR1913232.187345__1.187345	165179__D1PHC0__PREVCOP_06640
ERR1913232.187446__1.187446	39492__D4JU81__xseA
ERR1913232.188119__1.188119	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913232.188141__1.188141	39491__C4Z8B6__ERE_17960
ERR1913232.188084__1.188084	1680__A0A3E4SB79__BAD_1517
ERR1913232.188269__1.188269	40518__R5DX31__DXD86_09775
ERR1913232.188412__1.188412	40518__R5E2F3__artQ
ERR1913232.188414__1.188414	69974__A0A090FEL8__MPL3365_630008
ERR1913232.188510__1.188510	371601__D7K8P3__SAMN05216250_10395
ERR1913232.188439__1.188439	1262924__R7HUG0__BN585_00790
ERR1913232.188498__1.188498	69974__A0A090FEL8__MPL3365_630008
ERR1913232.188565__1.188565	261299__W1UPT9__SAMN02745147_2624
ERR1913232.188796__1.188796	1965632__A0A1Y4A853__B5F91_11650
ERR1913232.188838__1.188838	204516__U6R7W5__HMPREF1534_03766
ERR1913232.188727__1.188727	820__A0A174P0L5__glcK_3
ERR1913232.189138__1.189138	1262911__R6GPC5__BN557_00852
ERR1913232.189505__1.189505	165179__A0A229I6N7__DXC61_06720
ERR1913232.189561__1.189561	1262924__R7HU74__BN585_00690
#nreads	113226
#avg_read_length	86.84992846166075
