ERR1913317.44__1.44	28116__A0A3E5HUC8__DHW41_21025
ERR1913317.27597__1.27597	40518__R5DUW7__DXD83_02105
ERR1913317.27660__1.27660	1680__A0A3E4SB79__BAD_1517
ERR1913317.27661__1.27661	820__A0A139JUD3__DXC91_19380
ERR1913317.27702__1.27702	371601__F7LA63__HMPREF1074_04288
ERR1913317.27876__1.27876	820__A0A3E4RU03__M093_0563
ERR1913317.27921__1.27921	823__A0A174EFT7__luxQ_5
ERR1913317.27982__1.27982	821__A0A3E4WAR6__DXD64_10735
ERR1913317.28014__1.28014	40518__R5DXP6__DXD83_06110
ERR1913317.28214__1.28214	626929__F3PKF4__SAMN05444376_0707
ERR1913317.28253__1.28253	40518__R5DP21__RBATCC27255_00348
ERR1913317.28369__1.28369	823__K6AS99__ERS852429_01856
ERR1913317.28458__1.28458	39491__A0A396FBR6__DXC13_08575
ERR1913317.28516__1.28516	214856__I3YK71__ERS852559_02472
ERR1913317.28522__1.28522	820__A0A3E4RU03__M093_0563
ERR1913317.28622__1.28622	40518__R5DVL2__penA
ERR1913317.28645__1.28645	216816__R5MZK3__DPC6320_1630
ERR1913317.28809__1.28809	823__D7IRG1__NCTC11152_02276
ERR1913317.28818__1.28818	820__A0A139KJ23__celCCA
ERR1913317.29049__1.29049	1263107__GCA_000436995.1_00059
ERR1913317.29028__1.29028	820__A0A139K426__B5G17_09115
ERR1913317.29168__1.29168	40518__R5DZB1__DXD83_08840
ERR1913317.29206__1.29206	40518__R5DW64__RBL236_01394
ERR1913317.29282__1.29282	187327__G4Q388__thiW
ERR1913317.29299__1.29299	1160721__W0U1Y8__BHW50_02040
ERR1913317.29306__1.29306	823__A0A395YZG9__M092_4358
ERR1913317.29345__1.29345	39488__C0ESJ6__EUBHAL_00369
ERR1913317.29347__1.29347	47678__R5U3A7__ERS852494_02965
ERR1913317.29350__1.29350	214856__A0A173W3Y5__ERS852559_02032
ERR1913317.29465__1.29465	28116__A0A1Y4PNX5__DXF98_26515
ERR1913317.29544__1.29544	40518__R5DZC6__mreC
ERR1913317.29592__1.29592	1965576__A0A1Y4L4M7__B5F19_14830
ERR1913317.29612__1.29612	820__A0A3E4WA06__ERS852554_03404
ERR1913317.29691__1.29691	239935__A0A2N8HHN7__folK
ERR1913317.29821__1.29821	1550024__G9RPG8__TQ39_05515
ERR1913317.29988__1.29988	1160721__R6SW95__BHW50_08895
ERR1913317.30359__1.30359	820__R9I2U8__DXC68_09590
ERR1913317.30483__1.30483	820__A0A374Q8T2__DXB64_16190
ERR1913317.30661__1.30661	40518__R5E7G3__DXD86_03405
ERR1913317.30711__1.30711	74426__thrZ
ERR1913317.30728__1.30728	820__A0A174R952__DXB48_02570
ERR1913317.30946__1.30946	40518__R5DUU2__yvhJ_2
ERR1913317.30897__1.30897	820__A0A139KHX1__HMPREF2141_00289
ERR1913317.30981__1.30981	820__A7V092__hldE
ERR1913317.31012__1.31012	187327__G4Q6P7__ACDG_01266
ERR1913317.31262__1.31262	216816__Q8G5T7__HMPREF0175_0394
ERR1913317.31307__1.31307	820__A0A174CG08__DXB62_13215
ERR1913317.31321__1.31321	28116__A0A396DFW5__C5Z02_07010
ERR1913317.31333__1.31333	40518__R5DRG6__ylbJ
ERR1913317.31382__1.31382	1628085__A0A396QTT4__C7386_103139
ERR1913317.31460__1.31460	820__A0A1T4IYF4__mprA_1
ERR1913317.31649__1.31649	74426__rpoC
ERR1913317.31686__1.31686	40518__R5E6T5__DXD86_02820
ERR1913317.31782__1.31782	487174__K0X1D9__HMPREF9448_00919
ERR1913317.32019__1.32019	39496__A5Z723__EUBVEN_01506
ERR1913317.32097__1.32097	39491__C4ZAT2__ERE_28440
ERR1913317.32159__1.32159	820__A0A173YYG4__evgS_3
ERR1913317.32204__1.32204	187327__U2VMS3__ACDG_00972
ERR1913317.32130__1.32130	487174__K0XA68__DDY40_04135
ERR1913317.32224__1.32224	301302__A0A0M6WIU8__M72_26811
ERR1913317.32248__1.32248	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913317.32380__1.32380	820__A0A396EWL3__ERS417307_03868
ERR1913317.32345__1.32345	28052__A0A174YYK2__ERS852451_01810
ERR1913317.32650__1.32650	1680__A0A076JNS9__BIFADO_02309
ERR1913317.32718__1.32718	820__A0A3E4W9D9__B5G17_12400
ERR1913317.32793__1.32793	556259__I0PYL9__BSGG_5205
ERR1913317.32881__1.32881	187327__G4Q6V9__ACDG_01231
ERR1913317.32840__1.32840	820__I9TWZ7__DXC80_10550
ERR1913317.32845__1.32845	47678__R5UG30__ERS852558_03525
ERR1913317.32904__1.32904	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913317.33033__1.33033	28116__A0A1Y4Q374__ERS852555_04681
ERR1913317.33084__1.33084	1776081__A0A1B8WSQ5__A0U42_03000
ERR1913317.33117__1.33117	28117__B0MUL5__ALIPUT_00722
ERR1913317.33248__1.33248	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913317.33249__1.33249	46506__S3YD95__AA415_02538
ERR1913317.33283__1.33283	216816__A0A1S2VTC3__BLIC_e00847
ERR1913317.33309__1.33309	216816__B3DPC3__CE169_06855
ERR1913317.33385__1.33385	40518__R5DQW8__sipW_2
ERR1913317.33392__1.33392	820__A0A374Q854__HMPREF1073_03281
ERR1913317.33419__1.33419	1263044__GCA_000433375.1_00023
ERR1913317.33546__1.33546	820__A0A374Q854__HMPREF1073_03281
ERR1913317.33586__1.33586	39491__A0A174EQV2__DXB69_10230
ERR1913317.33617__1.33617	1099853__G9S1R0__NSB1T_04390
ERR1913317.33800__1.33800	820__A0A374QGD2__ERS852421_02382
ERR1913317.33844__1.33844	820__R9I3Q7__HMPREF1072_01668
ERR1913317.34086__1.34086	820__A0A3E4VXP2__yesR
ERR1913317.34118__1.34118	239935__A0A2N8IAZ5__xseA
ERR1913317.34292__1.34292	28026__A0A267WJP6__AW18_01035
ERR1913317.34329__1.34329	28116__A0A139L6N6__HMPREF2532_02529
ERR1913317.34347__1.34347	1680__A0A1X2ZKM8__B5789_0981
ERR1913317.34432__1.34432	40518__R5E5W1__RBL263_01034
ERR1913317.34487__1.34487	820__A0A139KHX1__HMPREF2141_00289
ERR1913317.34521__1.34521	1550024__A0A0D8J0K7__TQ39_06245
ERR1913317.34572__1.34572	820__A0A174CG08__DXB62_13215
ERR1913317.34580__1.34580	28117__B0MST6__BHV66_06090
ERR1913317.34786__1.34786	820__A0A3E4RUC4__DHU98_02635
ERR1913317.34818__1.34818	74426__purL
ERR1913317.34833__1.34833	821__A0A396F9T7__M097_3427
ERR1913317.34892__1.34892	40518__R5DY98__mepA_5
ERR1913317.34968__1.34968	40518__R5E6K4__RB5AMG_02070
ERR1913317.35023__1.35023	649756__D4MYV7__HMPREF0369_00400
ERR1913317.35065__1.35065	214856__I3YMC8__ERS852447_02666
ERR1913317.34997__1.34997	46506__S3YGB4__DXC41_06355
ERR1913317.34999__1.34999	1550024__G9RTA6__TQ39_10970
ERR1913317.35007__1.35007	820__A0A3E4WA06__ERS852554_03404
ERR1913317.35081__1.35081	371601__A0A1Y4Q353__CW1_1747
ERR1913317.35157__1.35157	820__A0A374MMF0__HMPREF1073_03811
ERR1913317.35209__1.35209	28116__A0A078QGJ1__AA414_00533
ERR1913317.35297__1.35297	51369__GeneID:951690
ERR1913317.35260__1.35260	310298__B3JII2__BACCOP_01694
ERR1913317.35347__1.35347	40518__R5E328__DXD86_08885
ERR1913317.35414__1.35414	821__A0A174NM17__lacZ_6
ERR1913317.35424__1.35424	821__A0A396F1N0__M099_1553
ERR1913317.35546__1.35546	40518__R5DW64__RBL236_01394
ERR1913317.35650__1.35650	823__D0TBY4__M090_0431
ERR1913317.35612__1.35612	820__A0A3E4W7J3__DXC07_00330
ERR1913317.35623__1.35623	1603888__A0A133SBL7__HMPREF3201_02225
ERR1913317.35669__1.35669	301301__A0A395V8G6__RHOM_11005
ERR1913317.35766__1.35766	821__A0A173WG51__BVU_2549
ERR1913317.35770__1.35770	823__A0A173V751__DXD05_02690
ERR1913317.35807__1.35807	821__A0A173WG51__BVU_2549
ERR1913317.35954__1.35954	820__R9I3N4__M093_0061
ERR1913317.36047__1.36047	820__A0A174LJB2__HMPREF1072_04112
ERR1913317.36019__1.36019	46506__S3YGB4__DXC41_06355
ERR1913317.36055__1.36055	39491__A0A396FFW0__ERE_10580
ERR1913317.36085__1.36085	40518__R5DVL2__penA
ERR1913317.36196__1.36196	301302__R5UNJ6__M72_26701
ERR1913317.36242__1.36242	28026__A0A174CDN1__DXC83_09100
ERR1913317.36288__1.36288	1297617__A0A2U1C164__BIV19_07970
ERR1913317.36304__1.36304	292800__A0A174WWS5__leuB_2
ERR1913317.36319__1.36319	371601__R6KBI9__SAMN05216250_110102
ERR1913317.36427__1.36427	821__A0A0P0LH09__ERS852457_03390
ERR1913317.36434__1.36434	821__A0A0P0LFP6__C5Z04_13890
ERR1913317.36439__1.36439	28118__R6F7J8__Odosp_3206
ERR1913317.36637__1.36637	39488__A0A174KVU1__EUBHAL_00302
ERR1913317.36640__1.36640	487174__K0XKD7__HMPREF9448_01550
ERR1913317.36923__1.36923	187327__G4Q682__Acin_1672
ERR1913317.36864__1.36864	28116__A0A1Y4Q112__evgS_13
ERR1913317.37334__1.37334	820__A0A3E5BMG9__DXD40_05130
ERR1913317.37378__1.37378	39491__A0A395ZM93__DXD13_03490
ERR1913317.37452__1.37452	357276__I9QBT7__BSEG_03340
ERR1913317.37556__1.37556	1262989__R6Y1K4__BN815_00040
ERR1913317.37495__1.37495	1262980__R5BM52__BN814_00030
ERR1913317.37544__1.37544	820__A0A396CMY7__HMPREF1072_03009
ERR1913317.37627__1.37627	301302__A0A173T3P5__ERS852420_01836
ERR1913317.37774__1.37774	820__I9J701__ERS852510_01809
ERR1913317.37847__1.37847	487175__F3QLF9__HMPREF9439_01778
ERR1913317.37906__1.37906	74426__thrZ
ERR1913317.37921__1.37921	187327__G4Q8D7__ACDG_00525
ERR1913317.37965__1.37965	28116__A0A139LL51__B5F02_01570
ERR1913317.37973__1.37973	821__D4VD59__BHV80_04260
ERR1913317.38043__1.38043	28116__R6DIL2__DXD69_10970
ERR1913317.38143__1.38143	820__A0A173XIP7__B5G17_16050
ERR1913317.38188__1.38188	821__A0A3E4KIM1__M097_3660
ERR1913317.38290__1.38290	821__A6L0C7__ERS852556_03520
ERR1913317.38330__1.38330	47678__R5U4P2__CGC64_17185
ERR1913317.38331__1.38331	1262743__R5C054__BN727_01980
ERR1913317.38372__1.38372	820__A0A174A6K0__M093_0079
ERR1913317.38489__1.38489	46506__A0A108TDB0__DXC34_12240
ERR1913317.38493__1.38493	821__D4V4X2__DXC16_18525
ERR1913317.38550__1.38550	47678__R5U3A7__ERS852494_02965
ERR1913317.38587__1.38587	487174__K0WWT0__DIT83_10190
ERR1913317.38614__1.38614	487174__K0XEB6__DDY40_08400
ERR1913317.38654__1.38654	40518__A0A2N0UUY0__DXD83_02620
ERR1913317.38840__1.38840	820__A0A174M9V5__M093_0237
ERR1913317.38797__1.38797	39496__A5Z8E2__EUBVEN_01983
ERR1913317.38906__1.38906	818__A0A139JVX2__ERS852557_01101
ERR1913317.38995__1.38995	820__A0A3E4QZJ7__C801_01798
ERR1913317.39338__1.39338	40518__R5E7G3__DXD86_03405
ERR1913317.39371__1.39371	820__R9HUV5__HMPREF2141_02582
ERR1913317.39415__1.39415	28117__R7JIY2__BHV66_06465
ERR1913317.39463__1.39463	371601__F7LA63__HMPREF1074_04288
ERR1913317.39662__1.39662	187327__G4Q5F1__Acin_2129
ERR1913317.39815__1.39815	820__R7E9Z4__DXC68_06065
ERR1913317.39839__1.39839	823__C7XA51__BDI_0499
ERR1913317.39855__1.39855	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913317.39907__1.39907	40518__R5E2F3__artQ
ERR1913317.39951__1.39951	40518__R5E5W1__RBL263_01034
ERR1913317.40009__1.40009	74426__rpoB
ERR1913317.40076__1.40076	47678__R5UBT0__CGC64_12195
ERR1913317.40284__1.40284	39490__U2PBH7__HMPREF0373_03331
ERR1913317.40681__1.40681	1680__A0A0B5BHY4__DXD63_03525
ERR1913317.40699__1.40699	626932__G5HAL1__HMPREF9450_01676
ERR1913317.40813__1.40813	47678__R5UHH8__HMPREF1061_02584
ERR1913317.40890__1.40890	40518__R5DZE2__DXD86_07400
ERR1913317.41094__1.41094	187327__G4Q7A0__ACDG_00618
ERR1913317.41112__1.41112	28117__B0MXQ6__ALIPUT_01917
ERR1913317.41114__1.41114	28052__A0A174HXN2__ERS852499_00609
ERR1913317.41174__1.41174	46506__A0A108TAK3__fepA_3
ERR1913317.41128__1.41128	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913317.41191__1.41191	214856__R6XUN2__rcsC_1
ERR1913317.41228__1.41228	820__A0A139KJ23__celCCA
ERR1913317.41259__1.41259	387090__S0F8B2__BACCOPRO_02129
ERR1913317.41267__1.41267	47678__R5UG22__ERS852558_01514
ERR1913317.41321__1.41321	216816__A0A0A0UDU9__BL1246
ERR1913317.41356__1.41356	1628085__A0A3E2Y1Z4__C7386_12230
ERR1913317.41381__1.41381	820__A0A174R952__DXB48_02570
ERR1913317.41430__1.41430	187327__G4Q5J0__apbA
ERR1913317.41481__1.41481	1680__R5GZJ8__BSTER_1195
ERR1913317.41500__1.41500	820__A0A3E4VZY4__ERS852554_01211
ERR1913317.41513__1.41513	572010__group_144
ERR1913317.41523__1.41523	820__A0A174CK74__DXB48_07060
ERR1913317.41572__1.41572	820__A0A174M9V5__M093_0237
ERR1913317.41577__1.41577	28117__B0MXU6__ALIPUT_01958
ERR1913317.41600__1.41600	387090__S0FBZ8__BACCOPRO_01470
ERR1913317.41631__1.41631	1680__A0A173XYA2__B0703_0121
ERR1913317.41652__1.41652	216816__A0A1V8RHV4__DXD44_06445
ERR1913317.41677__1.41677	1776081__A0A1B8WV76__A0U42_08085
ERR1913317.41762__1.41762	40518__R5DVQ2__DXD93_00365
ERR1913317.41833__1.41833	820__A0A1Q6IDS8__chtA
ERR1913317.41855__1.41855	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913317.41929__1.41929	626932__G5H5H4__HMPREF9450_00184
ERR1913317.41959__1.41959	40518__R5DXH2__DXD83_10135
ERR1913317.42084__1.42084	853__A0A2A7B1Y7__C7K05_11930
ERR1913317.42055__1.42055	820__A0A3E4WCC2__lptB_1
ERR1913317.42060__1.42060	821__A0A174AYT0__DXC02_03530
ERR1913317.42169__1.42169	820__A0A174A6K0__M093_0079
ERR1913317.42263__1.42263	820__A0A3E4W7J3__DXC07_00330
ERR1913317.42429__1.42429	28116__A0A078Q9S5__DXD69_13430
ERR1913317.42507__1.42507	487174__K0XLC3__HMPREF9448_01065
ERR1913317.42578__1.42578	357276__B6W1J2__BACDOR_03380
ERR1913317.42677__1.42677	487174__K0X2W9__HMPREF9448_00062
ERR1913317.43011__1.43011	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913317.43058__1.43058	820__A0A173YYG4__evgS_3
ERR1913317.43059__1.43059	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913317.43161__1.43161	28117__R7JPX7__BHV66_00900
ERR1913317.43233__1.43233	74426__thrZ
ERR1913317.43320__1.43320	187327__G4Q8G6__sun
ERR1913317.43457__1.43457	820__E5VEH7__ERS852459_01300
ERR1913317.43513__1.43513	74426__purL
ERR1913317.43541__1.43541	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913317.43558__1.43558	39491__A0A395V5L2__ERE_28270
ERR1913317.43577__1.43577	187327__G4Q2R6__Acin_2204
ERR1913317.43705__1.43705	820__A0A374Q351__DXD40_05850
ERR1913317.43723__1.43723	187327__G4Q682__Acin_1672
ERR1913317.43839__1.43839	487174__K0X551__HMPREF9448_02151
ERR1913317.43895__1.43895	28116__A0A078QGJ1__AA414_00533
ERR1913317.43902__1.43902	310298__B3JFI7__BACCOP_00636
ERR1913317.43916__1.43916	1680__A0A174BEE7__BSTER_1311
ERR1913317.43878__1.43878	40518__R5DXP6__DXD83_06110
ERR1913317.44000__1.44000	28139__A0A379MUK5__xerD_3
ERR1913317.43973__1.43973	187327__G4Q3B5__arcB
ERR1913317.44089__1.44089	556259__I0PXW0__BSGG_5187
ERR1913317.44101__1.44101	28116__F7LC60__AA414_00422
ERR1913317.44218__1.44218	626929__F3PGX4__B5F97_10765
ERR1913317.44238__1.44238	820__A7VAS1__HMPREF2141_03259
ERR1913317.44241__1.44241	820__A0A3E4WCC2__lptB_1
ERR1913317.44245__1.44245	28116__R6JIR4__DXA80_14190
ERR1913317.44323__1.44323	820__A0A3E4VZT7__DXB48_16145
ERR1913317.44301__1.44301	40518__R5E2F3__artQ
ERR1913317.44435__1.44435	1263107__GCA_000436995.1_00208
ERR1913317.44443__1.44443	40518__R5E6X5__sbcD
ERR1913317.44499__1.44499	820__A0A174QLF0__SAMN05444418_109151
ERR1913317.44567__1.44567	487174__K0X2Y1__lepB
ERR1913317.44604__1.44604	820__A0A3E4VZY4__ERS852554_01211
ERR1913317.44610__1.44610	821__I9R3W6__DXC16_12455
ERR1913317.44648__1.44648	820__A0A139K0J1__HMPREF2141_03205
ERR1913317.44659__1.44659	357276__A0A076ISJ4__B5F95_19420
ERR1913317.44672__1.44672	28117__R7JIY2__BHV66_06465
ERR1913317.44833__1.44833	821__A0A078R9Y9__M097_2119
ERR1913317.44915__1.44915	39485__A0A174YYW2__benM
ERR1913317.45046__1.45046	818__A0A174VV39__BT_3492
ERR1913317.45092__1.45092	40518__R5DM08__DXD83_06415
ERR1913317.45111__1.45111	820__A0A139JY23__B5G17_06330
ERR1913317.45158__1.45158	28118__R6F5T0__Odosp_2509
ERR1913317.45162__1.45162	820__A0A174F0C1__nreB
ERR1913317.45175__1.45175	216816__D6ZXD1__APC1461_0104
ERR1913317.45177__1.45177	187327__G4Q2R6__Acin_2204
ERR1913317.45224__1.45224	820__A0A174EV88__HMPREF1072_01427
ERR1913317.45199__1.45199	301302__R5UU15__ERS852420_02998
ERR1913317.45292__1.45292	74426__rpoC
ERR1913317.45396__1.45396	187327__G4Q3H4__Acin_1758
ERR1913317.45443__1.45443	820__A0A174F0C1__nreB
ERR1913317.45597__1.45597	820__A0A139K1Y6__DXB48_02610
ERR1913317.45567__1.45567	187327__G4Q2M9__ACDG_01875
ERR1913317.45718__1.45718	821__A0A397WGD6__M098_0084
ERR1913317.45749__1.45749	820__A0A139KJR5__M093_4469
ERR1913317.45760__1.45760	820__A0A3E4PYB0__yejM
ERR1913317.45846__1.45846	39488__A0A174JE42__ERS852450_02774
ERR1913317.45915__1.45915	28117__R7JG17__ALIPUT_01859
ERR1913317.45912__1.45912	39488__A0A374MV67__DXD91_15895
ERR1913317.46046__1.46046	820__A0A139KJR5__M093_4469
ERR1913317.46101__1.46101	187327__G4Q3P2__ACDG_00349
ERR1913317.46193__1.46193	216816__A0A087BBV6__BFS26_06210
ERR1913317.46236__1.46236	1776081__A0A1B8WT32__A0U42_02705
ERR1913317.46288__1.46288	1628085__A0A2U1B7S9__C7386_11634
ERR1913317.46444__1.46444	187327__G4Q8F0__ACDG_01813
ERR1913317.46450__1.46450	626929__F3PKM1__B5F24_11225
ERR1913317.46502__1.46502	40518__R5E6K5__speA
ERR1913317.46512__1.46512	820__A0A3E4W9D9__B5G17_12400
ERR1913317.46633__1.46633	40518__R5DU74__RBATCC27255_00707
ERR1913317.46802__1.46802	821__A0A174WBC9__ERS852556_03145
ERR1913317.46928__1.46928	2173__A0A1D2WT64__METSMIALI_01143
ERR1913317.46980__1.46980	820__A0A3E4RUC4__DHU98_02635
ERR1913317.47002__1.47002	47678__R5UAY9__DW706_07200
ERR1913317.47030__1.47030	820__A0A374Q8T2__DXB64_16190
ERR1913317.47077__1.47077	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913317.47139__1.47139	820__A0A374Q1D8__SAMN05444418_112114
ERR1913317.47360__1.47360	28116__A0A3D2LWY1__ERS852555_01619
ERR1913317.47526__1.47526	114416__GeneID:951193
ERR1913317.47555__1.47555	487174__K0X3E8__DIT83_11025
ERR1913317.47736__1.47736	28117__B0MUY3__BHV66_00515
ERR1913317.47804__1.47804	820__A0A3E4FZM1__adaA_2
ERR1913317.47814__1.47814	28116__A7M019__HMPREF1070_01109
ERR1913317.47841__1.47841	649756__D4MWA6__HMPREF0369_02259
ERR1913317.47842__1.47842	28116__A0A1Y4PWN5__M088_3731
ERR1913317.47848__1.47848	47678__R5UG22__ERS852558_01514
ERR1913317.47998__1.47998	1263044__GCA_000433375.1_00023
ERR1913317.48086__1.48086	40518__R5DVL2__penA
ERR1913317.48126__1.48126	820__A0A139K4T0__ERS852510_03146
ERR1913317.48227__1.48227	823__A0A073I5R7__cloSI
ERR1913317.48328__1.48328	39491__C4Z9Y3__ERS852417_01808
ERR1913317.48429__1.48429	214856__A0A174CRY5__ERS852559_01060
ERR1913317.48473__1.48473	39491__C4ZGN3__DXB99_14175
ERR1913317.48532__1.48532	821__D4VD59__BHV80_04260
ERR1913317.48562__1.48562	820__A0A3E4VZY4__ERS852554_01211
ERR1913317.48672__1.48672	187327__G4Q441__ACDG_01975
ERR1913317.48677__1.48677	40518__R5DVL2__penA
ERR1913317.48701__1.48701	28116__A0A1Y4PWN5__M088_3731
ERR1913317.48733__1.48733	40518__R5DW64__RBL236_01394
ERR1913317.48748__1.48748	28117__R7JPX7__BHV66_00900
ERR1913317.48981__1.48981	556259__E5CGP2__BSGG_4615
ERR1913317.49107__1.49107	371601__A0A1H4GXQ8__CW1_1432
ERR1913317.49171__1.49171	357276__A0A076IIL0__EL88_03065
ERR1913317.49338__1.49338	1965631__A0A1Y4A7F3__B5F90_10270
ERR1913317.49379__1.49379	187327__G4Q707__Acin_2297
ERR1913317.49381__1.49381	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1913317.49489__1.49489	187327__G4Q6N4__Acin_0130
ERR1913317.49597__1.49597	214856__I3YK71__ERS852559_02472
ERR1913317.49602__1.49602	187327__G4Q2R6__Acin_2204
ERR1913317.49680__1.49680	40518__R5DXI4__DXD86_07420
ERR1913317.49688__1.49688	360807__A0A1Q6T7G0__ERS852392_03048
ERR1913317.49708__1.49708	28116__A7LXT7__HMPREF1070_00356
ERR1913317.49711__1.49711	1263044__GCA_000433375.1_00023
ERR1913317.49810__1.49810	28116__F7L4X5__M089_2857
ERR1913317.49858__1.49858	292800__A0A174NR96__HMPREF0372_02342
ERR1913317.49936__1.49936	40518__R5DYP7__envC
ERR1913317.49972__1.49972	820__A0A174CK74__DXB48_07060
ERR1913317.50027__1.50027	214856__I3YMB7__Alfi_1811
ERR1913317.50062__1.50062	187327__G4Q8G6__sun
ERR1913317.50261__1.50261	820__A0A374MMF0__HMPREF1073_03811
ERR1913317.50278__1.50278	40520__R7D7V1__DXC87_12020
ERR1913317.50338__1.50338	1776081__A0A1B8WW92__A0U42_07080
ERR1913317.50435__1.50435	820__A0A139KG04__ERS852459_01249
ERR1913317.50573__1.50573	821__A0A0P0LFP6__C5Z04_13890
ERR1913317.50592__1.50592	821__A0A174WBC9__ERS852556_03145
ERR1913317.50594__1.50594	1628085__A0A2U1BE16__C7386_104119
ERR1913317.50644__1.50644	820__A0A174R952__DXB48_02570
ERR1913317.50804__1.50804	820__A0A374Q854__HMPREF1073_03281
ERR1913317.50792__1.50792	820__A7UYX8__DXD40_11635
ERR1913317.50832__1.50832	40518__R5DYU1__DXD86_01160
ERR1913317.50850__1.50850	187327__G4Q3F0__ACDG_01345
ERR1913317.50880__1.50880	28117__B0MTV0__BHV66_06395
ERR1913317.50933__1.50933	820__A0A374Q8T2__DXB64_16190
ERR1913317.50951__1.50951	187327__G4Q682__Acin_1672
ERR1913317.51057__1.51057	40518__R5DW64__RBL236_01394
ERR1913317.51179__1.51179	39491__A0A395ZBW8__DXC13_08840
ERR1913317.51190__1.51190	28117__B0MXU0__BHV66_07550
ERR1913317.51316__1.51316	40518__R5DY73__DXD86_02865
ERR1913317.51418__1.51418	301302__R5UJB0__M72_12831
ERR1913317.51625__1.51625	301302__R5UQK8__M72_11501
ERR1913317.51632__1.51632	818__A0A174TXD9__C799_03229
ERR1913317.51692__1.51692	246787__A0A0P0GNX3__BACCELL_00807
ERR1913317.51706__1.51706	820__I9TWZ7__DXC80_10550
ERR1913317.51768__1.51768	28117__B0MYW5__ALIPUT_02334
ERR1913317.51801__1.51801	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913317.51807__1.51807	626929__F3PM80__HMPREF9445_02977
ERR1913317.51835__1.51835	47678__A5ZB44__C5Z00_17730
ERR1913317.51880__1.51880	301302__A0A0M6WWC3__M72_11371
ERR1913317.51883__1.51883	1150298__A0A174I2L4__ERS852535_01377
ERR1913317.51945__1.51945	39491__A0A173TM76__DXB72_10535
ERR1913317.51950__1.51950	487174__K0X524__DDY40_09270
ERR1913317.52022__1.52022	40518__R5E2F3__artQ
ERR1913317.52116__1.52116	187327__G4Q6A3__ACDG_01732
ERR1913317.52143__1.52143	214856__I3YPI7__pepD_1
ERR1913317.52182__1.52182	820__A0A173YYG4__evgS_3
ERR1913317.52224__1.52224	40518__R5DT93__DXD86_08730
ERR1913317.52238__1.52238	1262869__R7CU17__BN625_00773
ERR1913317.52261__1.52261	187327__G4Q785__oadA
ERR1913317.52263__1.52263	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913317.52363__1.52363	40518__R5DLW4__thiN
ERR1913317.52694__1.52694	820__A0A1Q6IDS8__chtA
ERR1913317.52722__1.52722	187327__G4Q707__Acin_2297
ERR1913317.52768__1.52768	820__A0A174DZ97__SAMN05444418_101240
ERR1913317.52789__1.52789	820__A0A3E4VXP2__yesR
ERR1913317.52925__1.52925	187327__G4Q5K6__Acin_0880
ERR1913317.52956__1.52956	1262869__R7CKK9__BN625_00850
ERR1913317.52990__1.52990	820__A0A3E4RU03__M093_0563
ERR1913317.53034__1.53034	1655__E7N8L3__CYJ18_06970
ERR1913317.53082__1.53082	823__A0A174KUS4__araC_7
ERR1913317.53083__1.53083	820__A0A3E4QZJ7__C801_01798
ERR1913317.53177__1.53177	47678__R5UXJ2__DW706_08325
ERR1913317.53205__1.53205	28117__B0MVL5__BHV66_01660
ERR1913317.53278__1.53278	820__A0A139KJ23__celCCA
ERR1913317.53543__1.53543	487174__K0WR72__HMPREF9448_02610
ERR1913317.53591__1.53591	820__A0A3E4W7J3__DXC07_00330
ERR1913317.53664__1.53664	40520__R7DAD5__ERS852394_01838
ERR1913317.53667__1.53667	187327__G4Q682__Acin_1672
ERR1913317.53643__1.53643	40518__R5DVQ2__DXD93_00365
ERR1913317.53739__1.53739	40518__R5DY98__mepA_5
ERR1913317.53795__1.53795	28117__B0MWP2__ALIPUT_01468
ERR1913317.53824__1.53824	187327__G4Q388__thiW
ERR1913317.53892__1.53892	1550024__G9RVD5__ASJ35_04350
ERR1913317.53928__1.53928	1535__A7VQH6__CH238_12270
ERR1913317.54098__1.54098	820__A0A3E4VZY4__ERS852554_01211
ERR1913317.54041__1.54041	39491__A0A174A751__DXB69_15525
ERR1913317.54125__1.54125	39491__A0A3E4YFT8__DXB69_10940
ERR1913317.54235__1.54235	820__A0A3E4W9D9__B5G17_12400
ERR1913317.54278__1.54278	820__A0A3E4G3J9__ERS852459_02265
ERR1913317.54280__1.54280	1680__A0A076JNH5__DXC60_03835
ERR1913317.54508__1.54508	40518__R5DZB3__RB5AMG_01719
ERR1913317.54522__1.54522	820__A0A173WZS4__DXD90_10250
ERR1913317.54599__1.54599	39491__C4Z9K0__DXD95_07445
ERR1913317.54727__1.54727	39488__C0EVP9__ERS852450_03163
ERR1913317.54703__1.54703	821__A0A174NVL6__NCTC10583_01782
