ERR1913213.33__1.33	544644__GCA_001915615.1_01854
ERR1913213.72065__1.72065	35833__E5YB58__HMPREF0179_03431
ERR1913213.72647__1.72647	1262825__R5EK39__BN724_02341
ERR1913213.72674__1.72674	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913213.73048__1.73048	823__E1YR62__HMPREF1059_02331
ERR1913213.73185__1.73185	46228__B5CPY3__DXD17_03535
ERR1913213.73288__1.73288	820__E5VA63__DXC80_01025
ERR1913213.73303__1.73303	357276__A0A076ISJ4__B5F95_19420
ERR1913213.73459__1.73459	39492__D4JWI6__EUBSIR_01073
ERR1913213.73610__1.73610	291644__R5JSX2__HMPREF1071_01120
ERR1913213.73682__1.73682	823__A6LEF1__CF162_12695
ERR1913213.73691__1.73691	823__A0A355XF06__B5F32_11480
ERR1913213.73849__1.73849	1318__A0A0F3H518__rr06-1
ERR1913213.73917__1.73917	487174__K0XER9__DDY40_08885
ERR1913213.74160__1.74160	821__A0A3E4XY72__NCTC10583_01067
ERR1913213.74293__1.74293	28111__E5WYC3__NCTC11155_03517
ERR1913213.74464__1.74464	1262911__R6H0U7__BN557_01104
ERR1913213.74726__1.74726	357276__A0A0M1W9N4__GV66_05135
ERR1913213.74915__1.74915	1501391__GCA_000786575.1_00066
ERR1913213.75059__1.75059	823__A0A355XLH0__fepA_1
ERR1913213.75255__1.75255	301301__A0A395VEJ3__hupR1
ERR1913213.75495__1.75495	165179__A0A174SA26__PREVCOP_05758
ERR1913213.75576__1.75576	46228__V8CAV6__addA
ERR1913213.75655__1.75655	357276__D1JY58__BACDOR_04277
ERR1913213.75658__1.75658	357276__A0A0M1W4C0__DXD47_07095
ERR1913213.76070__1.76070	291644__I9HG96__HMPREF1071_03510
ERR1913213.76202__1.76202	28116__A0A078Q9S5__DXD69_13430
ERR1913213.76223__1.76223	823__A0A174XJM9__CEQ22_007230
ERR1913213.76307__1.76307	165179__A0A3E5DWZ6__DXC61_10880
ERR1913213.76412__1.76412	1262889__R7HB16__BN634_02255
ERR1913213.76459__1.76459	1262935__R5GTD3__BN773_01821
ERR1913213.76661__1.76661	165179__R6PU83__CFT61_14275
ERR1913213.76681__1.76681	821__A6L0C7__ERS852556_03520
ERR1913213.76784__1.76784	1262988__R7N1D5__BN816_01360
ERR1913213.76894__1.76894	821__A0A174TD86__C800_00949
ERR1913213.77379__1.77379	46228__V8C6B2__DXD17_09805
ERR1913213.77752__1.77752	357276__D1K3K9__EL88_23995
ERR1913213.77844__1.77844	46228__V8C5M9__HMPREF1202_01286
ERR1913213.77960__1.77960	1262825__R5E704__BN724_01845
ERR1913213.78579__1.78579	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913213.78667__1.78667	291644__R5J827__HMPREF1071_00396
ERR1913213.79059__1.79059	46506__R6AEP1__HMPREF1181_01415
ERR1913213.79310__1.79310	487175__R5DYV2__HMPREF9439_00040
ERR1913213.79330__1.79330	1262825__R5E4S3__BN724_00120
ERR1913213.79606__1.79606	33043__A0A174A481__ERS852400_01067
ERR1913213.79721__1.79721	671267__R9IB12__C802_00696
ERR1913213.80050__1.80050	820__A0A374QGD2__ERS852421_02382
ERR1913213.80183__1.80183	204516__U6R9H3__HMPREF1534_03348
ERR1913213.80207__1.80207	357276__A0A076J726__IY41_15030
ERR1913213.80299__1.80299	1262935__R5GDP4__BN773_01249
ERR1913213.80584__1.80584	1262888__R6QDU9__BN582_00609
ERR1913213.80614__1.80614	28118__R6FA80__DHW44_06470
ERR1913213.80957__1.80957	1628085__A0A2U1BCJ0__C7386_10767
ERR1913213.80987__1.80987	1262743__R5C054__BN727_01980
ERR1913213.81066__1.81066	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913213.81317__1.81317	357276__I9RAC4__BSEG_00561
ERR1913213.81330__1.81330	1262935__R5GL68__BN773_00556
ERR1913213.81466__1.81466	1262935__R5GLV1__BN773_00773
ERR1913213.81522__1.81522	371601__A0A1Y4VA43__HMPREF1074_02112
ERR1913213.81529__1.81529	39491__D4JMW8__ERS852497_01971
ERR1913213.81783__1.81783	384638__B7APN3__BACPEC_00639
ERR1913213.81808__1.81808	47678__R5U7P3__DXB67_08985
ERR1913213.81910__1.81910	454155__F3QTU9__HMPREF9442_01618
ERR1913213.81963__1.81963	28117__B0MU58__BHV66_05630
ERR1913213.82335__1.82335	28111__R5JSC9__HMPREF1016_01677
ERR1913213.82552__1.82552	28117__B0MTV0__BHV66_06395
ERR1913213.82558__1.82558	1262935__R5GT80__BN773_01758
ERR1913213.82619__1.82619	1262886__R6QHZ9__BN563_00710
ERR1913213.82780__1.82780	357276__I9R994__BACDOR_04044
ERR1913213.82965__1.82965	1501391__GCA_000786575.1_00025
ERR1913213.83055__1.83055	35833__E5YAY4__HMPREF0179_03355
ERR1913213.83307__1.83307	821__A0A174NVL6__NCTC10583_01782
ERR1913213.83458__1.83458	1262889__R7HA41__BN634_01028
ERR1913213.83949__1.83949	410072__A0A174K1D5__hscC
ERR1913213.84746__1.84746	357276__A0A076IYG1__B5F95_22465
ERR1913213.84913__1.84913	291644__I8YUW1__HMPREF1532_01990
ERR1913213.85022__1.85022	301302__A0A173T8V6__ERS852420_01966
ERR1913213.85236__1.85236	1262935__R5GDB4__BN773_01091
ERR1913213.85504__1.85504	39488__A0A173SKQ5__DXD91_03870
ERR1913213.85789__1.85789	454154__G5SQ59__HMPREF9441_01496
ERR1913213.85852__1.85852	40518__R5E4Y8__RBATCC27255_01448
ERR1913213.85889__1.85889	357276__C3R5A0__B5F00_02960
ERR1913213.86012__1.86012	1262882__R5MSP5__BN519_01637
ERR1913213.86256__1.86256	1263044__GCA_000433375.1_03430
ERR1913213.86496__1.86496	35833__E5YB85__HMPREF0179_03458
ERR1913213.86514__1.86514	39488__A0A285PQV2__ERS852450_01290
ERR1913213.86971__1.86971	291644__I8YUW1__HMPREF1532_01990
ERR1913213.87197__1.87197	357276__I8WAB8__B5F00_08100
ERR1913213.87485__1.87485	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913213.87486__1.87486	820__R9I3N4__M093_0061
ERR1913213.87491__1.87491	853__A0A3E2U7E6__ERS852582_01640
ERR1913213.87537__1.87537	165179__A0A3E5EAM5__DXC61_07785
ERR1913213.87587__1.87587	820__A0A3E4QZJ7__C801_01798
ERR1913213.87909__1.87909	291644__I8Y0K6__HMPREF1532_04085
ERR1913213.87920__1.87920	357276__A0A076J9V8__BACDOR_01395
ERR1913213.88265__1.88265	820__A7V470__HMPREF1072_02076
ERR1913213.89040__1.89040	821__A0A3E4KIM1__M097_3660
ERR1913213.89535__1.89535	384638__B7APN3__BACPEC_00639
ERR1913213.89802__1.89802	820__A0A174KKV6__DXC07_02635
ERR1913213.90012__1.90012	1628085__A0A1C6BMM1__C7386_11221
ERR1913213.90316__1.90316	821__A0A395UNT8__DXD64_15275
ERR1913213.90494__1.90494	28118__R6F9B8__Odosp_3480
ERR1913213.90634__1.90634	1628085__A0A2U1B0U0__C7386_1245
ERR1913213.90669__1.90669	1262886__R6QGJ5__BN563_00263
ERR1913213.90747__1.90747	46228__V8C8N0__RUMLAC_01038
ERR1913213.90839__1.90839	46228__B5CSE2__HMPREF1202_00716
ERR1913213.90903__1.90903	166486__D4KZY5__ROSINTL182_07635
ERR1913213.91071__1.91071	1501391__GCA_000786575.1_00071
ERR1913213.91225__1.91225	1262886__R6Q953__BN563_01252
ERR1913213.91327__1.91327	204516__U6RAM4__HMPREF1534_03439
ERR1913213.91690__1.91690	821__A0A396F598__CUU_3259
ERR1913213.92059__1.92059	46503__B7B776__DXB85_00355
ERR1913213.92236__1.92236	818__A0A0N7I9H8__ERS852461_00040
ERR1913213.92389__1.92389	39492__D4JW10__pppA
ERR1913213.92526__1.92526	1263000__R5ESM1__BN466_01440
ERR1913213.92719__1.92719	1262911__R6H2J2__BN557_01228
ERR1913213.92986__1.92986	371601__C3R084__DXD80_12980
ERR1913213.93217__1.93217	1262935__R5GEV7__BN773_01835
ERR1913213.93514__1.93514	1262935__R5GHS7__BN773_01245
ERR1913213.93646__1.93646	1262935__R5GVK8__BN773_00860
ERR1913213.93706__1.93706	1262825__R5E7H3__BN724_01638
ERR1913213.93860__1.93860	28118__F9Z7M5__B5F99_15930
ERR1913213.93904__1.93904	371601__A0A0J9FJQ6__HMPREF1074_04066
ERR1913213.94143__1.94143	291645__I8XPK0__HMPREF1068_01554
ERR1913213.94219__1.94219	1262889__R7H889__BN634_02048
ERR1913213.94457__1.94457	1160721__W0U633__BHW50_00240
ERR1913213.94791__1.94791	291644__I9SML5__HMPREF1532_02988
ERR1913213.94925__1.94925	1262945__R6YP20__BN600_01819
ERR1913213.95197__1.95197	165179__R6PU83__CFT61_14275
ERR1913213.95610__1.95610	1262824__R6RLG9__BN719_02221
ERR1913213.95611__1.95611	1263000__R5EKG2__BN466_02040
ERR1913213.95803__1.95803	1262992__R5CXM8__BN795_01024
ERR1913213.95870__1.95870	820__A0A174M9V5__M093_0237
ERR1913213.95884__1.95884	853__A0A329UEG4__CHR60_00585
ERR1913213.96019__1.96019	1262736__R5Y285__BN496_00964
ERR1913213.96140__1.96140	357276__A0A0M1W4C0__DXD47_07095
ERR1913213.96046__1.96046	214856__R6Y9P5__ERS852559_01811
ERR1913213.96047__1.96047	823__A0A355XLS2__ERS852380_02644
ERR1913213.96337__1.96337	39491__C4ZF05__vpr
ERR1913213.96347__1.96347	357276__A0A0M1W657__HMPREF1064_04629
ERR1913213.96795__1.96795	291644__I8YIG3__ERS852428_02427
ERR1913213.97065__1.97065	165179__A0A229I3Z6__PREVCOP_03666
ERR1913213.97439__1.97439	165179__A0A3E5EAM5__DXC61_07785
ERR1913213.97658__1.97658	552398__T5RKT4__HMPREF0866_04531
ERR1913213.97778__1.97778	46503__A0A3E4ZW69__DXB85_02690
ERR1913213.97839__1.97839	1262889__R7HF34__BN634_01261
ERR1913213.98675__1.98675	1262935__R5GEB1__BN773_01644
ERR1913213.99087__1.99087	1262736__R5YJ29__BN496_01288
ERR1913213.99496__1.99496	165179__A0A3E5EAM5__DXC61_07785
ERR1913213.99749__1.99749	1262911__R6GPC5__BN557_00852
ERR1913213.99921__1.99921	1897011__A0A1Q6RCX0__BHW41_05880
ERR1913213.100461__1.100461	28118__F9ZCN9__DHW44_07820
ERR1913213.100465__1.100465	35833__S2KT88__HMPREF0179_05280
ERR1913213.100754__1.100754	1262945__R6YJW5__BN600_00526
ERR1913213.101089__1.101089	33039__D4M4L0__ERS852577_02891
ERR1913213.101481__1.101481	1262736__R5YAY2__BN496_01805
ERR1913213.101581__1.101581	823__D7ILK2__ERS852380_00031
ERR1913213.101631__1.101631	853__D4JY61__C4N21_10560
ERR1913213.101730__1.101730	74426__purC
ERR1913213.101759__1.101759	884684__GCA_002892425.1_00913
ERR1913213.101799__1.101799	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913213.102657__1.102657	821__C6Z451__BHV80_04265
ERR1913213.102707__1.102707	46506__R6LDN0__HMPREF1181_03103
ERR1913213.102835__1.102835	165179__A0A3E5EAM5__DXC61_07785
ERR1913213.102938__1.102938	1262886__R6QIL5__BN563_00897
ERR1913213.102963__1.102963	487174__K0WR72__HMPREF9448_02610
ERR1913213.102969__1.102969	556259__E5C690__BSGG_1431
ERR1913213.103021__1.103021	818__A0A0P0FC49__C799_02008
ERR1913213.103056__1.103056	821__A0A174NM17__lacZ_6
ERR1913213.103094__1.103094	418240__A0A174T5R0__yehU_2
ERR1913213.103157__1.103157	1262935__R5GM63__BN773_00882
ERR1913213.103334__1.103334	357276__I8WPR6__EL88_06675
ERR1913213.103886__1.103886	1262889__R7HCR1__BN634_01576
ERR1913213.104033__1.104033	821__A0A3E4KIM1__M097_3660
ERR1913213.104475__1.104475	454155__F3QTG9__HMPREF9442_01487
ERR1913213.104418__1.104418	28118__F9Z332__NCTC10826_03194
ERR1913213.105367__1.105367	487174__K0WYC5__HMPREF9448_01493
ERR1913213.105642__1.105642	821__E5UY21__C800_02204
ERR1913213.105819__1.105819	291644__I9SRU1__ERS852428_04178
ERR1913213.106277__1.106277	1520815__A0A1I3T4S2__SAMN02910435_02528
ERR1913213.106582__1.106582	1262935__R5GHA4__BN773_00035
ERR1913213.106913__1.106913	165179__A0A3E5EA43__DXC61_07775
ERR1913213.107853__1.107853	1680__A0A0B5BIU5__BSTER_0145
ERR1913213.108151__1.108151	454155__F3QXK9__HMPREF9442_02930
ERR1913213.108247__1.108247	818__A0A3E5HY51__rpfC_2
ERR1913213.108221__1.108221	2293125__A0A374BSW4__DW917_13420
ERR1913213.108394__1.108394	1105031__J1H3W2__HMPREF1141_2783
ERR1913213.108395__1.108395	1501391__GCA_000786575.1_00120
ERR1913213.108551__1.108551	820__A0A174DZ97__SAMN05444418_101240
ERR1913213.108591__1.108591	46228__V8BRK9__DXD17_11400
ERR1913213.108756__1.108756	214856__I3YPP3__Alfi_2701
ERR1913213.108809__1.108809	487174__K0WWT0__DIT83_10190
ERR1913213.109403__1.109403	552398__F4XCQ4__HMPREF0866_01621
ERR1913213.109747__1.109747	239935__A0A2N8HPS5__Amuc_0950
ERR1913213.109815__1.109815	1262935__R5GTJ9__BN773_01876
ERR1913213.109841__1.109841	1262889__R7HCR1__BN634_01576
ERR1913213.110052__1.110052	357276__D1K3K9__EL88_23995
ERR1913213.110527__1.110527	371601__A0A1H4AKU1__BXY_45200
ERR1913213.111204__1.111204	487174__R5F2W8__HMPREF9448_01730
ERR1913213.111324__1.111324	357276__A0A076IRV2__BACDOR_02822
ERR1913213.111898__1.111898	357276__A0A076IRX7__HMPREF1064_00526
ERR1913213.112123__1.112123	487174__K0WZA7__DDY40_11890
ERR1913213.112183__1.112183	357276__I9QWD4__DXD47_15075
ERR1913213.112462__1.112462	821__A0A3E4XY72__NCTC10583_01067
ERR1913213.112484__1.112484	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913213.112965__1.112965	35833__S2LBD8__HMPREF0179_05097
ERR1913213.112975__1.112975	823__A0A173VS36__M091_4727
ERR1913213.112991__1.112991	47678__R5UUD7__bga_1
ERR1913213.113092__1.113092	291644__I8Y011__HMPREF1071_04228
ERR1913213.113115__1.113115	823__K6AS99__ERS852429_01856
ERR1913213.113221__1.113221	1262889__R7H889__BN634_02048
ERR1913213.113342__1.113342	1262935__R5GEB1__BN773_01644
ERR1913213.113744__1.113744	76489__A0A1E8EUC5__CLOACE_23150
ERR1913213.113785__1.113785	39492__D4JW10__pppA
ERR1913213.113850__1.113850	1501391__GCA_000786575.1_00077
ERR1913213.113925__1.113925	823__A0A173RD26__B5F32_03910
ERR1913213.114330__1.114330	39492__A0A174ZHV5__msbA_2
ERR1913213.114378__1.114378	39491__A0A173RA59__EUR_24800
ERR1913213.114384__1.114384	410072__A0A173Y221__spoIIIAE
ERR1913213.114590__1.114590	1262935__R5GDG4__BN773_01363
ERR1913213.114663__1.114663	39492__D4JQX3__EUBSIR_01310
ERR1913213.114715__1.114715	357276__I8WBQ9__HMPREF1065_03212
ERR1913213.114941__1.114941	1262911__R6H2J2__BN557_01228
ERR1913213.114949__1.114949	33039__D4M5E1__ERS852577_03873
ERR1913213.114955__1.114955	823__A0A355XKQ8__DHP27_04010
ERR1913213.115051__1.115051	1262825__R5EE92__BN724_00743
ERR1913213.115157__1.115157	28117__B0MXG7__BHV66_08620
ERR1913213.115191__1.115191	357276__A0A076IKP7__BACDOR_04239
ERR1913213.115398__1.115398	1501391__GCA_000786575.1_00117
ERR1913213.115433__1.115433	454155__F3QX42__HMPREF9442_02776
ERR1913213.115883__1.115883	291644__I9HP97__HMPREF1532_00061
ERR1913213.116106__1.116106	1262958__R7GXZ8__BN645_00110
ERR1913213.116081__1.116081	823__A0A173VS36__M091_4727
ERR1913213.116234__1.116234	1262743__R5C054__BN727_01980
ERR1913213.116476__1.116476	204516__U6R8I1__HMPREF1534_03341
ERR1913213.116494__1.116494	1262948__R7EDA7__BN671_00036
ERR1913213.116795__1.116795	291644__I8YXS6__HMPREF1071_01285
ERR1913213.117462__1.117462	820__A7VAS1__HMPREF2141_03259
ERR1913213.117571__1.117571	165179__A0A3E5EAM5__DXC61_07785
ERR1913213.117590__1.117590	291644__I8Y6B7__HMPREF1532_02902
ERR1913213.117925__1.117925	357276__I9R994__BACDOR_04044
ERR1913213.118133__1.118133	28116__D4WLZ3__C5Z02_24105
ERR1913213.118224__1.118224	357276__A0A076IN30__DXD47_09350
ERR1913213.118534__1.118534	166486__D4L2C5__ERS852572_01688
ERR1913213.118537__1.118537	1262889__R7HBH6__BN634_02400
ERR1913213.118757__1.118757	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913213.118869__1.118869	39492__D4JR58__EUBSIR_02090
ERR1913213.119627__1.119627	1897011__A0A1Q6RH97__BHW41_01945
ERR1913213.119860__1.119860	1262958__R7GZM7__BN645_01711
ERR1913213.120220__1.120220	246787__A0A0P0G684__cirA_10
ERR1913213.120235__1.120235	820__A7V780__adaA_3
ERR1913213.120320__1.120320	823__D0TCC2__HMPREF1075_01590
ERR1913213.120367__1.120367	1262935__R5GT62__BN773_01738
ERR1913213.120243__1.120243	1628085__A0A2U1BGQ7__C7386_101108
ERR1913213.120384__1.120384	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913213.120392__1.120392	165179__A0A229I3Z6__PREVCOP_03666
ERR1913213.120936__1.120936	291644__I9HG96__HMPREF1071_03510
ERR1913213.121214__1.121214	1897011__A0A1Q6RI93__BHW41_01175
ERR1913213.121305__1.121305	357276__B6W1J2__BACDOR_03380
ERR1913213.121387__1.121387	39492__D4JUS6__accD5
ERR1913213.121496__1.121496	1547597__A0A0C3REH3__IE90_13310
ERR1913213.121627__1.121627	446660__GCA_003428235.1_01009
ERR1913213.121663__1.121663	1628085__A0A2U1APD9__C7386_1551
ERR1913213.121794__1.121794	204516__U6RFV1__HMPREF1534_02560
ERR1913213.122091__1.122091	357276__I9R994__BACDOR_04044
ERR1913213.122200__1.122200	357276__A0A076J726__IY41_15030
ERR1913213.122208__1.122208	818__R6VB25__BSIG_5053
ERR1913213.122398__1.122398	293939__A0A0S7DXK2__ALT_7486
ERR1913213.123473__1.123473	1262935__R5GL68__BN773_00556
ERR1913213.123483__1.123483	1262958__R7GUZ7__BN645_01334
ERR1913213.123484__1.123484	1262958__R7GUZ7__BN645_01334
ERR1913213.123570__1.123570	487174__K0X1V7__DIT83_03020
ERR1913213.123580__1.123580	28117__B0MTW8__ALIPUT_00502
ERR1913213.124084__1.124084	2293125__A0A374BSW4__DW917_13420
ERR1913213.124133__1.124133	214856__R6Y9P5__ERS852559_01811
ERR1913213.124155__1.124155	28111__E5WVZ4__NCTC11155_02635
ERR1913213.124326__1.124326	39492__D4JR58__EUBSIR_02090
ERR1913213.124441__1.124441	39492__D4JT75__EUBSIR_01776
ERR1913213.124668__1.124668	853__A0A2A7B9I6__DW855_13690
ERR1913213.124678__1.124678	357276__A0A076INK2__BSEG_04225
ERR1913213.124854__1.124854	1262886__R6QSD9__BN563_01679
ERR1913213.124962__1.124962	821__A0A174NM17__lacZ_6
ERR1913213.125245__1.125245	357276__D1JZM4__HMPREF1065_01278
ERR1913213.125443__1.125443	626932__G5H523__HMPREF9450_00033
ERR1913213.125576__1.125576	357276__E5UTL1__HMPREF1065_03551
ERR1913213.125636__1.125636	1262935__R5GK32__BN773_00174
ERR1913213.125677__1.125677	39492__D4JUN0__EUBSIR_02705
ERR1913213.126282__1.126282	487174__K0WXG8__DIT83_09300
ERR1913213.126426__1.126426	823__A0A355XIK0__CEQ22_011965
ERR1913213.126542__1.126542	821__C6ZAA5__ERS852556_00403
ERR1913213.126675__1.126675	1796613__A0A1C7GYD6__A4V03_03700
ERR1913213.126872__1.126872	357276__A0A1Y3Z3W0__IY41_20500
ERR1913213.126893__1.126893	239935__A0A2N8HB50__CXU17_02615
ERR1913213.127053__1.127053	821__A0A397WGD6__M098_0084
ERR1913213.127394__1.127394	291644__I9SJB6__HMPREF1532_04086
ERR1913213.127544__1.127544	28118__F9Z3U6__B5F99_03365
ERR1913213.127726__1.127726	357276__A0A076IRZ5__BACDOR_00630
ERR1913213.128186__1.128186	28117__B0MSR5__BHV66_02095
ERR1913213.128195__1.128195	820__A7V859__ERS852462_00341
ERR1913213.128342__1.128342	40518__R5DW64__RBL236_01394
ERR1913213.128572__1.128572	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913213.128539__1.128539	204516__U6RFV1__HMPREF1534_02560
ERR1913213.130006__1.130006	28116__A7LS06__HMPREF2532_04668
ERR1913213.130343__1.130343	1965631__A0A1Y4AD81__B5F90_07705
ERR1913213.130409__1.130409	40518__R5DS23__DXD86_01715
ERR1913213.130450__1.130450	1262935__R5GT62__BN773_01738
ERR1913213.130475__1.130475	46228__V8BLW9__DXD17_14090
ERR1913213.130774__1.130774	28111__E5WWI8__HMPREF1016_01036
ERR1913213.130745__1.130745	820__A0A3E4VZT7__DXB48_16145
ERR1913213.131649__1.131649	1318__U5PE10__HMPREF8577_1394
ERR1913213.131728__1.131728	39491__A0A396FNP1__DXD95_06025
ERR1913213.131740__1.131740	1262889__R7H773__BN634_02377
ERR1913213.131844__1.131844	2293125__A0A374BSW4__DW917_13420
ERR1913213.132388__1.132388	1263000__R5EFY3__BN466_01416
ERR1913213.132426__1.132426	35833__E5Y2U0__HMPREF0179_00454
ERR1913213.132782__1.132782	165179__A0A3E5DWZ6__DXC61_10880
ERR1913213.132764__1.132764	1262935__R5GUE2__BN773_00325
ERR1913213.133091__1.133091	39486__B0G346__HMPREF9457_00670
ERR1913213.133295__1.133295	1262889__R7HAN4__BN634_02105
ERR1913213.133341__1.133341	1547597__A0A0C3R769__DMB45_00165
ERR1913213.133719__1.133719	823__A0A078SYK6__DXB14_02485
ERR1913213.133771__1.133771	1262889__R7H9M3__BN634_00850
ERR1913213.133953__1.133953	29361__B6FT65__CLONEX_03342
ERR1913213.134115__1.134115	410072__A0A174J5N8__sbcC
ERR1913213.134242__1.134242	28118__R6G2E8__DHW44_05790
ERR1913213.134424__1.134424	823__A6LHK0__M090_1297
ERR1913213.134712__1.134712	1262958__R7GWE5__BN645_01402
ERR1913213.134776__1.134776	291644__I8Z4G9__ina_1
ERR1913213.135252__1.135252	821__A0A0P0LH09__ERS852457_03390
ERR1913213.135351__1.135351	357276__I9QBT4__GV66_09000
ERR1913213.135304__1.135304	1262935__R5GCK3__BN773_01033
ERR1913213.135437__1.135437	40520__R7DB69__lgt_1
ERR1913213.135489__1.135489	246787__R6KIG0__BcellWH2_02358
ERR1913213.135582__1.135582	39488__C0EVC4__ERS852578_00574
ERR1913213.135604__1.135604	820__A0A3E4G2R7__DXC07_00510
ERR1913213.135680__1.135680	1262825__R5EH29__BN724_01653
ERR1913213.135814__1.135814	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913213.136017__1.136017	853__A0A329UEG4__CHR60_00585
ERR1913213.136281__1.136281	471189__GCA_003340385.1_00230
ERR1913213.136585__1.136585	61171__B9Y5T9__HOLDEFILI_01171
ERR1913213.136640__1.136640	1262935__R5GK32__BN773_00174
ERR1913213.136769__1.136769	46228__B5CPU2__HMPREF1202_00621
ERR1913213.136790__1.136790	487174__K0WZA7__DDY40_11890
ERR1913213.136816__1.136816	46503__R6X6Y1__DCY29_15600
ERR1913213.136877__1.136877	28118__R6FHQ8__B5F93_15555
ERR1913213.137232__1.137232	291644__I8YWU4__HMPREF1532_01473
ERR1913213.137641__1.137641	1262886__R6RDI4__BN563_00643
ERR1913213.137852__1.137852	301301__G2T2X5__ERS852391_00403
ERR1913213.137887__1.137887	2293125__A0A374CLA5__DW917_01130
ERR1913213.138261__1.138261	46228__V8CB83__RUMLAC_02479
ERR1913213.138366__1.138366	454154__G5SQ59__HMPREF9441_01496
ERR1913213.138369__1.138369	418240__C6J887__ERS852523_03392
ERR1913213.138464__1.138464	1262935__R5GL68__BN773_00556
ERR1913213.138627__1.138627	821__D4VD59__BHV80_04260
ERR1913213.138690__1.138690	1262935__R5GUE2__BN773_00325
ERR1913213.138696__1.138696	544644__GCA_001915615.1_02268
ERR1913213.138712__1.138712	1262935__R5GIC8__BN773_01423
ERR1913213.138715__1.138715	46506__B0NRJ1__DXC41_14065
ERR1913213.138790__1.138790	1628085__A0A396QBL9__C7386_10351
ERR1913213.138965__1.138965	1262889__R7HCG5__BN634_01481
ERR1913213.138966__1.138966	1759399__A0A127TS32__ATM98_02810
ERR1913213.138985__1.138985	1263000__R5EXF8__BN466_01942
ERR1913213.139156__1.139156	357276__C3RA36__HMPREF1065_03270
ERR1913213.139303__1.139303	291644__I9HF91__ERS852428_01588
ERR1913213.139925__1.139925	1262935__R5GG37__BN773_00249
ERR1913213.140077__1.140077	291645__I8XPK0__HMPREF1068_01554
ERR1913213.140494__1.140494	820__A0A374Q854__HMPREF1073_03281
ERR1913213.140552__1.140552	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913213.140662__1.140662	1262935__R5GDG4__BN773_01363
ERR1913213.140732__1.140732	357276__A0A076IRV2__BACDOR_02822
ERR1913213.140781__1.140781	818__A0A0P0F391__BJP75_009470
ERR1913213.140842__1.140842	1262911__R6HIJ8__BN557_01742
ERR1913213.141156__1.141156	357276__I9FU68__HMPREF1063_00557
ERR1913213.141273__1.141273	1235835__R9LCU2__C814_02677
ERR1913213.141876__1.141876	2293125__A0A374CMH5__DW917_00750
ERR1913213.142087__1.142087	418240__C6JGL2__ERS852523_00030
ERR1913213.142057__1.142057	357276__A0A076IXE0__HMPREF1064_04364
ERR1913213.142316__1.142316	1262889__R7HEB0__BN634_01682
ERR1913213.142470__1.142470	47678__R5UPZ8__ERS852494_01752
ERR1913213.142488__1.142488	291644__I9TL83__HMPREF1532_00872
ERR1913213.142554__1.142554	1262935__R5GTR5__BN773_00263
ERR1913213.142910__1.142910	1262736__R5YZ60__BN496_01783
ERR1913213.142919__1.142919	357276__A0A0M1VZP2__IY41_00605
ERR1913213.142920__1.142920	46228__V8BL81__DXD17_11825
ERR1913213.143139__1.143139	1262889__R7H9H9__BN634_02436
ERR1913213.143491__1.143491	823__A0A174XJM9__CEQ22_007230
ERR1913213.143497__1.143497	1262889__R7HAC7__BN634_01118
ERR1913213.143571__1.143571	820__A0A139KHX1__HMPREF2141_00289
ERR1913213.143628__1.143628	39492__B0MP07__ERS852540_02083
ERR1913213.143916__1.143916	371601__A0A174FDF7__CW1_1994
ERR1913213.144283__1.144283	821__A6L0C7__ERS852556_03520
