ERR1912976.284__1.284	329854__R5M2W6__DXD57_07830
ERR1912976.44955__1.44955	29361__B6FQ81__CLONEX_02300
ERR1912976.45070__1.45070	301301__A0A395VA04__RHOM_13090
ERR1912976.45130__1.45130	39485__A0A174Z7G5__EUBELI_01168
ERR1912976.45226__1.45226	544645__A0A1U7LBV3__DXC42_12245
ERR1912976.45276__1.45276	329854__R5M3H6__DXD27_08960
ERR1912976.45397__1.45397	821__A0A396F1N0__M099_1553
ERR1912976.45403__1.45403	1262988__R7N1R3__BN816_02101
ERR1912976.45412__1.45412	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.45600__1.45600	214856__A0A174ZLY7__ERS852447_02456
ERR1912976.45659__1.45659	88431__A0A3D0EY52__ERS852573_01763
ERR1912976.45752__1.45752	33038__A0A2N5P082__CDL24_08780
ERR1912976.45760__1.45760	165179__A0A3E5A554__DXB80_13805
ERR1912976.45822__1.45822	31971__A8R8B2__EUBDOL_00247
ERR1912976.45795__1.45795	329854__B3CI76__DXD27_20370
ERR1912976.45771__1.45771	2292352__A0A374UKZ5__DXC23_11285
ERR1912976.46005__1.46005	84030__R5M2A8__B5F06_09860
ERR1912976.46340__1.46340	1160721__W0U3Q4__BHW50_08110
ERR1912976.46378__1.46378	2292352__A0A374UL63__DXC23_08410
ERR1912976.46557__1.46557	239935__A0A2N8IHY1__CXU06_00035
ERR1912976.46618__1.46618	28116__I8YA52__M088_0798
ERR1912976.46621__1.46621	33038__F7JT04__CDL21_01120
ERR1912976.46682__1.46682	39485__C4Z0F4__ERS852490_00945
ERR1912976.46719__1.46719	239935__A0A2N8HBM4__CXT85_06270
ERR1912976.46768__1.46768	28117__B0MTV3__BHV66_06405
ERR1912976.46810__1.46810	28052__R7N8Y9__macB_4
ERR1912976.46908__1.46908	649756__L1PTR2__ERS852571_01304
ERR1912976.47250__1.47250	357276__B6W1J2__BACDOR_03380
ERR1912976.47280__1.47280	39485__A0A174Z9M2__yhbU_1
ERR1912976.47443__1.47443	821__A0A174WBC9__ERS852556_03145
ERR1912976.47502__1.47502	28052__R7NFQ5__ERS852499_01906
ERR1912976.47725__1.47725	1776045__A0A0U5J7K7__BN3456_00132
ERR1912976.47901__1.47901	39485__C4Z6F3__EUBELI_20400
ERR1912976.48073__1.48073	360807__A0A173WYK2__ROSEINA2194_02795
ERR1912976.48147__1.48147	649756__A0A173UBD8__ytpA
ERR1912976.48163__1.48163	39485__C4Z0S8__hisK
ERR1912976.48320__1.48320	821__A0A396F598__CUU_3259
ERR1912976.48470__1.48470	28116__C3QXZ9__DXA80_15295
ERR1912976.48545__1.48545	821__A0A3E4WAR6__DXD64_10735
ERR1912976.48563__1.48563	33038__A7B5W1__CDL22_11645
ERR1912976.48667__1.48667	28116__A7LXT4__DXF98_03755
ERR1912976.48730__1.48730	821__E5UY21__C800_02204
ERR1912976.48748__1.48748	487174__K0X347__DIT83_07775
ERR1912976.49142__1.49142	301302__A0A173T010__M72_26571
ERR1912976.49181__1.49181	649756__B0P3X0__DCR88_11535
ERR1912976.49182__1.49182	360807__A0A1Q6T542__RIL183_02161
ERR1912976.49209__1.49209	821__A0A173WG51__BVU_2549
ERR1912976.49329__1.49329	292800__A0A1C7FN51__B5F52_17075
ERR1912976.49338__1.49338	360807__A0A173WE18__prkC_2
ERR1912976.49298__1.49298	360807__A0A0M6WXW5__ROSEINA2194_00331
ERR1912976.49440__1.49440	39491__A0A395ZDC6__addB
ERR1912976.49509__1.49509	39496__A5Z6U7__EUBVEN_01430
ERR1912976.49511__1.49511	28116__A0A1G6G396__DXD69_22115
ERR1912976.49518__1.49518	329854__R5M7D4__DXD27_21610
ERR1912976.49730__1.49730	39485__A0A175A023__yhhT
ERR1912976.50126__1.50126	821__A6L0C7__ERS852556_03520
ERR1912976.50452__1.50452	329854__R5MCA7__DXD57_10010
ERR1912976.50515__1.50515	301301__A0A173Z4D5__RHOM_00975
ERR1912976.50521__1.50521	33038__A0A2N5PRF0__CDL25_01605
ERR1912976.50617__1.50617	1776045__A0A0U5J7K7__BN3456_00132
ERR1912976.50674__1.50674	394340__ddhA_1
ERR1912976.50685__1.50685	28117__B0MWP2__ALIPUT_01468
ERR1912976.50771__1.50771	871324__A0A1M6AB95__SAMN05444350_101158
ERR1912976.50909__1.50909	29361__B6FRT6__CLONEX_02860
ERR1912976.51028__1.51028	1263000__R5EXT3__BN466_02213
ERR1912976.51157__1.51157	33038__A0A2N5PU17__C5Y99_11950
ERR1912976.51420__1.51420	821__E5UPR6__SAMN04487923_101768
ERR1912976.51433__1.51433	33038__A0A2N5PQU6__RUMGNA_01940
ERR1912976.51524__1.51524	1160721__W0U2T9__BHW50_11050
ERR1912976.51592__1.51592	357276__A0A076IRV2__BACDOR_02822
ERR1912976.51698__1.51698	821__A0A174MBW9__SAMN04487923_10272
ERR1912976.51805__1.51805	1780376__A0A143XQT4__BN3659_01658
ERR1912976.51762__1.51762	33038__R5TPI2__CDL21_12595
ERR1912976.52126__1.52126	239935__A0A2N8HZW2__A4V05_11120
ERR1912976.52174__1.52174	329854__R5MB34__BACINT_03694
ERR1912976.52190__1.52190	556259__I0PXW0__BSGG_5187
ERR1912976.52191__1.52191	29361__B6FRT6__CLONEX_02860
ERR1912976.52516__1.52516	39485__R6AET9__EUBELI_01205
ERR1912976.52528__1.52528	328814__GCA_004558275.1_00035
ERR1912976.52498__1.52498	626933__H1DGX0__HMPREF9449_01506
ERR1912976.52625__1.52625	28052__A0A174KUL2__phoR_1
ERR1912976.52746__1.52746	821__E5UY21__C800_02204
ERR1912976.52750__1.52750	821__E5UY21__C800_02204
ERR1912976.52788__1.52788	820__A0A174DZ97__SAMN05444418_101240
ERR1912976.52964__1.52964	77095__D8DTW0__SAMN05444375_11339
ERR1912976.53192__1.53192	28117__B0MUX7__ALIPUT_00918
ERR1912976.53270__1.53270	487174__K0WV63__DIT83_11035
ERR1912976.53279__1.53279	165179__D1PGU8__PREVCOP_06463
ERR1912976.53384__1.53384	33038__A0A2N5NRJ3__CDL20_13245
ERR1912976.53408__1.53408	1160721__R6THG6__RBI_I00012
ERR1912976.53548__1.53548	33038__A0A2N5PAB2__CDL21_14440
ERR1912976.53601__1.53601	33038__A0A2N5NVA1__DXD36_11535
ERR1912976.53677__1.53677	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.53760__1.53760	821__A0A396F598__CUU_3259
ERR1912976.54013__1.54013	562__P32704__COD56_15900
ERR1912976.54053__1.54053	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.54054__1.54054	487174__K0WUJ5__HMPREF9448_02567
ERR1912976.54269__1.54269	33039__R6PZ42__mprA_2
ERR1912976.54281__1.54281	552398__F4XCR9__HMPREF0866_01636
ERR1912976.54399__1.54399	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.54461__1.54461	487174__K0X694__DIT83_09060
ERR1912976.54642__1.54642	28052__A0A174IKM0__ERS852499_00833
ERR1912976.54688__1.54688	487174__K0X068__DDY40_07105
ERR1912976.54994__1.54994	329854__A0A3E4IPA9__BACINT_02342
ERR1912976.55033__1.55033	39485__C4Z028__ERS852492_00100
ERR1912976.55130__1.55130	39485__R5ZX10__ERS852492_02330
ERR1912976.55275__1.55275	821__A0A0P0M405__DXC02_15075
ERR1912976.55287__1.55287	33038__A0A3E4K696__HMPREF1201_01836
ERR1912976.55325__1.55325	820__A0A139KJR5__M093_4469
ERR1912976.55318__1.55318	28052__R7NDD4__ywtF
ERR1912976.55396__1.55396	106588__A6NUL8__BACCAP_01900
ERR1912976.55627__1.55627	671267__R9IB12__C802_00696
ERR1912976.55846__1.55846	418240__A0A173XCL4__ERS852523_02725
ERR1912976.55891__1.55891	2292352__A0A374UNQ1__DXC23_00970
ERR1912976.56083__1.56083	1160721__R6TAA3__BHW50_03385
ERR1912976.56099__1.56099	39485__C4Z6V7__walK
ERR1912976.56159__1.56159	28118__F9Z9B0__SAMEA44545918_02179
ERR1912976.56181__1.56181	649756__A0A173ZZA2__ERS852571_01882
ERR1912976.56256__1.56256	853__A0A2A7B1Y7__C7K05_11930
ERR1912976.56462__1.56462	39485__C4Z2J8__ERS852490_02044
ERR1912976.56815__1.56815	28052__A0A174GR15__mcp3_1
ERR1912976.57263__1.57263	384638__B7AT21__BACPEC_01289
ERR1912976.57288__1.57288	33038__A0A2N5PXI0__C5Y99_10810
ERR1912976.58004__1.58004	165179__A0A174UTZ7__DXC61_06705
ERR1912976.58089__1.58089	818__A0A0N7IB02__BT_3500
ERR1912976.58133__1.58133	33038__A0A2N5P082__CDL24_08780
ERR1912976.58185__1.58185	487174__W0ES49__HMPREF9448_00709
ERR1912976.58474__1.58474	33038__A0A2N5NRJ3__CDL20_13245
ERR1912976.58509__1.58509	821__A0A0P0L8F8__ERS852509_03705
ERR1912976.58743__1.58743	820__A0A173W419__DXC68_17760
ERR1912976.58977__1.58977	821__A0A395VIK7__BVU_1225
ERR1912976.59024__1.59024	820__R9I2U8__DXC68_09590
ERR1912976.59070__1.59070	626933__H1DGX0__HMPREF9449_01506
ERR1912976.59363__1.59363	1297617__A0A2U1BI43__BIV19_10795
ERR1912976.59405__1.59405	2292352__A0A374UNM1__DXC23_01675
ERR1912976.59502__1.59502	329854__R5M2W2__DXD57_07845
ERR1912976.59522__1.59522	33038__A0A396G387__HMPREF1201_01180
ERR1912976.59742__1.59742	33038__A0A3E4V548__DXD36_06385
ERR1912976.60402__1.60402	77095__D8DTW0__SAMN05444375_11339
ERR1912976.60566__1.60566	2292352__A0A374UIX0__DXC23_12260
ERR1912976.60689__1.60689	1796613__A0A1C7GYD6__A4V03_03700
ERR1912976.60726__1.60726	360807__A0A0M6X0N3__ROSEINA2194_03482
ERR1912976.60781__1.60781	239935__R7DVL7__CXT93_01180
ERR1912976.60805__1.60805	387090__S0F8B2__BACCOPRO_02129
ERR1912976.60814__1.60814	33038__A0A2N5NPD5__CCY17_06280
ERR1912976.60896__1.60896	821__A0A396F1N0__M099_1553
ERR1912976.60926__1.60926	214856__A0A174H3U9__ERS852559_00612
ERR1912976.61064__1.61064	1262783__R6CTH8__BN558_02345
ERR1912976.61120__1.61120	39485__A0A174ZPH7__ERS852490_01992
ERR1912976.61164__1.61164	33038__A0A2N5NVQ3__CDL19_02550
ERR1912976.61457__1.61457	39492__D4JR58__EUBSIR_02090
ERR1912976.61809__1.61809	28052__A0A174LZK5__ERS852451_02148
ERR1912976.61930__1.61930	626933__H1DGX0__HMPREF9449_01506
ERR1912976.61990__1.61990	214856__A0A174FWM7__ERS852559_00590
ERR1912976.62015__1.62015	33038__F7JTR7__CDL22_03005
ERR1912976.62049__1.62049	552398__F4XCR9__HMPREF0866_01636
ERR1912976.62105__1.62105	39485__A0A174YWE7__EUBELI_00979
ERR1912976.62107__1.62107	29361__B6FSN1__CLONEX_03156
ERR1912976.62182__1.62182	821__I9R3W6__DXC16_12455
ERR1912976.62301__1.62301	28052__A0A174MSU9__ERS852499_02010
ERR1912976.62326__1.62326	820__A0A374QGD2__ERS852421_02382
ERR1912976.62373__1.62373	39485__A0A174ZPJ9__tig_2
ERR1912976.62554__1.62554	821__I9R3W6__DXC16_12455
ERR1912976.62718__1.62718	301301__A0A395V573__RHOM_13925
ERR1912976.62759__1.62759	333367__C0D2L2__CLOSTASPAR_03501
ERR1912976.62906__1.62906	28052__A0A174MGP2__lyc_2
ERR1912976.62968__1.62968	28052__A0A3D5LTL5__ERS852451_01439
ERR1912976.63000__1.63000	28052__A0A3D5LTL5__ERS852451_01439
ERR1912976.63070__1.63070	562__P32704__COD56_15900
ERR1912976.63050__1.63050	821__A0A396F1N0__M099_1553
ERR1912976.63150__1.63150	384638__B7APN3__BACPEC_00639
ERR1912976.63186__1.63186	818__A0A1H7L4U6__BSIG_3287
ERR1912976.63210__1.63210	821__A0A173WG51__BVU_2549
ERR1912976.63347__1.63347	46503__A7AG59__ERS852463_00349
ERR1912976.63410__1.63410	165179__D1PHC0__PREVCOP_06640
ERR1912976.63519__1.63519	2108523__A0A2P2FC18__LAWASA_3564
ERR1912976.63525__1.63525	301301__A0A395V944__ERS852391_00514
ERR1912976.63637__1.63637	818__A0A3E5HDS4__BJP75_002620
ERR1912976.63829__1.63829	246787__A0A3D6AVT6__BACCELL_02130
ERR1912976.63897__1.63897	28052__A0A174YME0__acm_2
ERR1912976.64030__1.64030	458033__GCA_001482755.1_02203
ERR1912976.64074__1.64074	821__E5UPR6__SAMN04487923_101768
ERR1912976.64162__1.64162	329854__R5LZ68__BACINT_01603
ERR1912976.64255__1.64255	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.64296__1.64296	28052__A0A174YMS1__ERS852499_02271
ERR1912976.64366__1.64366	165179__A0A174SA26__PREVCOP_05758
ERR1912976.64318__1.64318	28117__R7JG17__ALIPUT_01859
ERR1912976.64700__1.64700	40519__U2MCQ8__RUMCAL_00556
ERR1912976.64715__1.64715	818__A0A3E5HEU1__NCTC10582_02468
ERR1912976.64720__1.64720	487174__K0WZP2__DDY40_04000
ERR1912976.64767__1.64767	328814__GCA_004558275.1_00074
ERR1912976.64828__1.64828	28116__A0A078Q1V5__SAMN05444282_12168
ERR1912976.64929__1.64929	487174__K0X1V7__DIT83_03020
ERR1912976.64930__1.64930	35833__E5YB06__HMPREF0179_03378
ERR1912976.65059__1.65059	360807__A0A396ADY6__RIL183_17001
ERR1912976.65170__1.65170	1150298__A0A174RP87__uppP_1
ERR1912976.65390__1.65390	821__A0A396F1N0__M099_1553
ERR1912976.65534__1.65534	214856__I3YMN6__Alfi_1938
ERR1912976.65621__1.65621	39496__A5Z5I2__EUBVEN_00963
ERR1912976.65758__1.65758	39485__A0A174ZA08__EUBELI_01019
ERR1912976.65787__1.65787	329854__A0A3E4KRK8__DXK01_03500
ERR1912976.65888__1.65888	487174__K0X1V7__DIT83_03020
ERR1912976.65977__1.65977	39485__R5ZSI4__ERS852492_00875
ERR1912976.65981__1.65981	360807__A0A173T236__RIL183_24471
ERR1912976.66060__1.66060	501571__R8VXW7__B5F17_05300
ERR1912976.66323__1.66323	820__A0A374Q854__HMPREF1073_03281
ERR1912976.66392__1.66392	33038__A0A2N5P318__HMPREF1201_01171
ERR1912976.66518__1.66518	1263109__GCA_000438135.1_00669
ERR1912976.66524__1.66524	28117__B0MTV0__BHV66_06395
ERR1912976.66621__1.66621	821__U6RDC2__DXD46_15675
ERR1912976.66694__1.66694	649756__A0A173TJC0__DO83_00275
ERR1912976.66802__1.66802	39485__C4Z0B2__EUBELI_01024
ERR1912976.66848__1.66848	853__A0A173YYY4__DWZ04_09420
ERR1912976.66927__1.66927	239935__A0A2N8HTZ8__CXU09_01270
ERR1912976.66944__1.66944	33038__A0A2N5PB54__CDL25_13710
ERR1912976.66992__1.66992	33038__F7JTF2__CDL22_02335
ERR1912976.67372__1.67372	214856__A0A174ZED5__ERS852559_00591
ERR1912976.67392__1.67392	33038__A0A2N5P082__CDL24_08780
ERR1912976.67459__1.67459	1263030__R5CZV8__BN705_01159
ERR1912976.67601__1.67601	487174__K0WX10__DIT83_10030
ERR1912976.67602__1.67602	165179__A0A3E5EA43__DXC61_07775
ERR1912976.67665__1.67665	821__A0A0P0LKG6__HMPREF1058_02188
ERR1912976.67874__1.67874	2292352__A0A374UMQ2__DXC23_07970
ERR1912976.67899__1.67899	33038__A0A2N5NNN0__HMPREF1201_02166
ERR1912976.68231__1.68231	671267__R9IB12__C802_00696
ERR1912976.68248__1.68248	33038__A0A2N5PAB2__CDL21_14440
ERR1912976.68297__1.68297	360807__A0A1Q6T542__RIL183_02161
ERR1912976.68445__1.68445	33039__D4M1J4__ERS852390_02215
ERR1912976.68455__1.68455	1150298__A0A174R4D7__tmpC_2
ERR1912976.68458__1.68458	239935__A0A2N8HHB6__B5G29_11500
ERR1912976.68417__1.68417	216816__A0A133LQN7__BL15B_00780
ERR1912976.68645__1.68645	33038__A0A2N5Q375__RUMGNA_00645
ERR1912976.68717__1.68717	329854__R7E3J6__BACINT_00489
ERR1912976.68742__1.68742	88431__A0A3D0EYE9__rafA
ERR1912976.68751__1.68751	2173__R7PTP8__METSMIF1_02137
ERR1912976.68804__1.68804	33038__A7B691__RUMGNA_03104
ERR1912976.69082__1.69082	821__A0A173WG51__BVU_2549
ERR1912976.69202__1.69202	33038__A0A396GD60__CDL18_13110
ERR1912976.69269__1.69269	360807__C0FPV8__RIL183_29891
ERR1912976.69279__1.69279	329854__A0A3E4I2S5__DXK01_16870
ERR1912976.69433__1.69433	371601__A0A1H3XPY7__CW1_0993
ERR1912976.69418__1.69418	28052__A0A174N8X0__ERS852499_02136
ERR1912976.69452__1.69452	329854__R7E733__DXD57_00120
ERR1912976.69604__1.69604	1150298__A0A173ZI89__ERS852498_03535
ERR1912976.69758__1.69758	33038__A0A396GES8__CDL19_08885
ERR1912976.70103__1.70103	820__A0A139KEW8__DXB64_06405
ERR1912976.70575__1.70575	301301__A0A395VEJ3__hupR1
ERR1912976.70627__1.70627	33038__A7B6J7__CDL19_09220
ERR1912976.70692__1.70692	821__A0A395UNT8__DXD64_15275
ERR1912976.70840__1.70840	39485__R5ZQJ7__yniC
ERR1912976.70885__1.70885	33038__A0A2N5PXI0__C5Y99_10810
ERR1912976.71050__1.71050	821__E5UMZ6__BVU_1450
ERR1912976.71063__1.71063	487174__K0X2Q8__DDY40_04590
ERR1912976.71465__1.71465	371601__A0A1H4GP73__B5E50_17960
ERR1912976.71599__1.71599	328814__GCA_004558275.1_01570
ERR1912976.71694__1.71694	818__A0A1H7S810__BJP75_003270
ERR1912976.71716__1.71716	329854__R5MD93__DXD27_17140
ERR1912976.71771__1.71771	292800__A0A174NR23__ADH75_11365
ERR1912976.71885__1.71885	821__A0A3E4WAR6__DXD64_10735
ERR1912976.71938__1.71938	329854__R5LT45__DXD57_14270
ERR1912976.72022__1.72022	487174__K0X1V7__DIT83_03020
ERR1912976.72068__1.72068	1262986__R5ZZ00__BN492_00241
ERR1912976.72092__1.72092	1550024__G9RXH7__TQ39_11565
ERR1912976.72109__1.72109	338188__A0A174ETX3__ERS852397_01955
ERR1912976.72259__1.72259	1897011__A0A1Q6RD95__BHW41_05725
ERR1912976.72299__1.72299	40520__A0A174HHX4__RUMOBE_03561
ERR1912976.72410__1.72410	28052__R7NCP0__ERS852451_00670
ERR1912976.72451__1.72451	40519__U2MCQ8__RUMCAL_00556
ERR1912976.72461__1.72461	487174__K0X250__DDY40_03675
ERR1912976.72653__1.72653	360807__A0A1Q6T6N0__RIL183_24191
ERR1912976.72967__1.72967	821__A0A174MBW9__SAMN04487923_10272
ERR1912976.73227__1.73227	33038__A7B5W1__CDL22_11645
ERR1912976.73416__1.73416	39485__A0A174YTF8__EUBELI_20448
ERR1912976.73426__1.73426	239935__A0A139TPD4__CXT86_06450
ERR1912976.73438__1.73438	216816__D6DD25__APC1482_1109
ERR1912976.73483__1.73483	357276__A0A076ITU4__EL88_22160
ERR1912976.73561__1.73561	39492__D4JUT9__ERS852540_01449
ERR1912976.73541__1.73541	33038__F7K1I3__CDL19_03785
ERR1912976.73545__1.73545	1547__H1AHY8__DW242_13390
ERR1912976.73613__1.73613	821__A0A3E4HP25__SAMN04487923_102450
ERR1912976.73714__1.73714	28117__B0MY40__BHV66_05170
ERR1912976.73736__1.73736	28052__A0A174YRD2__ERS852451_02128
ERR1912976.73799__1.73799	28052__A0A174JFU5__yhbU_1
ERR1912976.73840__1.73840	487174__K0WYI1__DDY40_08675
ERR1912976.73953__1.73953	33038__A0A2N5PDA1__C5Y99_06180
ERR1912976.74064__1.74064	823__A0A395YZ10__NCTC11152_02955
ERR1912976.74082__1.74082	820__A0A374Q1D8__SAMN05444418_112114
ERR1912976.74175__1.74175	150055__A0A2X3Y6N0__KE3_1187
ERR1912976.74288__1.74288	821__E5UMZ6__BVU_1450
ERR1912976.74409__1.74409	2292352__A0A374UIX0__DXC23_12260
ERR1912976.74523__1.74523	239935__A0A139TPD4__CXT86_06450
ERR1912976.74567__1.74567	360807__A0A173YFC9__ROSEINA2194_03541
ERR1912976.74590__1.74590	360807__A0A0M6X184__ERS852392_03203
ERR1912976.74625__1.74625	39485__A0A175A273__plsX_2
ERR1912976.74673__1.74673	821__A0A078R9Y9__M097_2119
ERR1912976.74729__1.74729	1720294__A0A3E3I7F8__DWY69_01195
ERR1912976.74870__1.74870	39492__D4JTW6__ERS852540_00220
ERR1912976.75449__1.75449	33038__A0A3E4K4Y5__CDL20_06020
ERR1912976.75456__1.75456	328814__GCA_004558275.1_00293
ERR1912976.75525__1.75525	487174__K0WUJ5__HMPREF9448_02567
ERR1912976.75828__1.75828	28052__R7NHJ5__ERS852499_01501
ERR1912976.75834__1.75834	1262700__R5XKX7__BN695_01333
ERR1912976.76060__1.76060	360807__C0FYV5__comEA
ERR1912976.76100__1.76100	39485__A0A174YU30__ERS852492_02057
ERR1912976.76105__1.76105	33038__A0A3E4K696__HMPREF1201_01836
ERR1912976.76168__1.76168	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.76447__1.76447	329854__R5LT64__BACINT_03703
ERR1912976.76519__1.76519	39485__C4Z0I4__ERS852492_00258
ERR1912976.76731__1.76731	487174__K0X7X4__DIT83_09125
ERR1912976.76907__1.76907	33038__A7B8N9__CDL21_10000
ERR1912976.77206__1.77206	2293125__A0A374BMF4__DW917_15260
ERR1912976.77525__1.77525	39492__D4MMN2__EUBSIR_00964
ERR1912976.77627__1.77627	821__A0A0P0M2J4__DXD46_10295
ERR1912976.77977__1.77977	357276__B6W1J2__BACDOR_03380
ERR1912976.77979__1.77979	33025__A0A395JBA6__C8D73_1039
ERR1912976.78111__1.78111	360807__C0FYL6__ROSEINA2194_03855
ERR1912976.78113__1.78113	1160721__W0U811__RBI_II00162
ERR1912976.78247__1.78247	544645__A0A1Y3VSQ7__DXC42_05530
ERR1912976.78310__1.78310	821__A0A174T998__DXB82_10860
ERR1912976.78343__1.78343	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.78608__1.78608	29361__B6FTH3__CLONEX_03450
ERR1912976.78721__1.78721	204516__U6RAM4__HMPREF1534_03439
ERR1912976.78824__1.78824	165179__A0A3E5AHY4__CFT61_07675
ERR1912976.79057__1.79057	328814__GCA_004558275.1_00075
ERR1912976.79157__1.79157	821__A0A0P0L8F8__ERS852509_03705
ERR1912976.79410__1.79410	487174__K0X3V7__DIT83_01400
ERR1912976.79709__1.79709	1160721__W0U1Y5__BHW50_01965
ERR1912976.79885__1.79885	821__A0A0P0LKG6__HMPREF1058_02188
ERR1912976.79903__1.79903	33038__A0A2N5PXI0__C5Y99_10810
ERR1912976.79905__1.79905	39492__D4JWR6__dnaN
ERR1912976.79959__1.79959	821__A0A174JYD3__ERS852457_02610
ERR1912976.80004__1.80004	1160721__W0U3Q4__BHW50_08110
ERR1912976.80100__1.80100	487174__W0ES49__HMPREF9448_00709
ERR1912976.80152__1.80152	384638__B7AT14__BACPEC_01282
ERR1912976.80734__1.80734	649756__D4MZ13__DCR88_08760
ERR1912976.80741__1.80741	28116__A0A139LL51__B5F02_01570
ERR1912976.80773__1.80773	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.81057__1.81057	39485__C4Z5L8__ERS852490_00665
ERR1912976.81316__1.81316	39485__R6AJT3__EUBELI_01178
ERR1912976.81377__1.81377	487174__K0XES7__HMPREF9448_00566
ERR1912976.81469__1.81469	556259__E5CDQ6__BSGG_3921
ERR1912976.81505__1.81505	357276__I9QBT7__BSEG_03340
ERR1912976.81615__1.81615	39492__R6RYB8__ERS852540_00322
ERR1912976.81774__1.81774	33038__A0A2N5P3M1__DXD36_15590
ERR1912976.81851__1.81851	929814__GeneID:14006945
ERR1912976.81930__1.81930	1628085__A0A2U1B8P6__C7386_11432
ERR1912976.81953__1.81953	28052__A0A174P635__ERS852499_02418
ERR1912976.82023__1.82023	39485__A0A174Z4K7__dosC_2
ERR1912976.82053__1.82053	820__A0A173W419__DXC68_17760
ERR1912976.82304__1.82304	301301__G2T207__cph2_5
ERR1912976.82375__1.82375	1160721__W0U5X6__RBI_I01796
ERR1912976.82419__1.82419	28118__R6FC01__fepE
ERR1912976.82551__1.82551	39485__C4Z058__ERS852492_00130
ERR1912976.82972__1.82972	487174__K0X429__HMPREF9448_00932
ERR1912976.83038__1.83038	487174__K0X028__DIT83_00950
ERR1912976.83414__1.83414	1263000__R5EMZ8__BN466_00707
ERR1912976.83632__1.83632	2292352__A0A374UNM1__DXC23_01675
ERR1912976.83672__1.83672	853__A0A2A7B1Y7__C7K05_11930
ERR1912976.83733__1.83733	33038__F7JV68__C5Y99_05575
ERR1912976.83785__1.83785	40519__U2MCQ8__RUMCAL_00556
ERR1912976.83955__1.83955	28052__R7NCE8__cph2_1
ERR1912976.83956__1.83956	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.83959__1.83959	39485__R5ZSI4__ERS852492_00875
ERR1912976.84010__1.84010	33039__D4M6E9__ERS852390_02866
ERR1912976.84027__1.84027	821__E5UMZ6__BVU_1450
ERR1912976.84039__1.84039	820__A7VAR9__ERS852421_00197
ERR1912976.84064__1.84064	28052__A0A174HXG0__galK_3
ERR1912976.84131__1.84131	33038__F7JZ41__CCY17_00135
ERR1912976.84167__1.84167	39485__A0A174ZJ84__EUBELI_00107
ERR1912976.84344__1.84344	649756__R5Z9G3__ERS852571_02234
ERR1912976.84376__1.84376	329854__R5LZ68__BACINT_01603
ERR1912976.84447__1.84447	821__A0A173XDD3__DXB82_17180
ERR1912976.84476__1.84476	820__A0A374QGD2__ERS852421_02382
ERR1912976.84647__1.84647	106588__A6P303__BACCAP_04887
ERR1912976.84806__1.84806	165179__A0A3E5A554__DXB80_13805
ERR1912976.84891__1.84891	39485__A0A174YW66__ERS852490_03040
ERR1912976.84955__1.84955	28116__A7LS06__HMPREF2532_04668
ERR1912976.84979__1.84979	28116__A0A1Y4Q112__evgS_13
ERR1912976.85009__1.85009	501571__R8W224__SAMN02745978_00230
ERR1912976.85147__1.85147	821__I9R3W6__DXC16_12455
ERR1912976.85289__1.85289	28118__R6FI57__DF785_14020
ERR1912976.85512__1.85512	322505__xre_3
ERR1912976.85516__1.85516	1297617__A0A0S2W326__IB211_01371c
ERR1912976.85587__1.85587	165179__A0A3E5EB26__CFT61_02800
ERR1912976.85643__1.85643	239935__A0A2N8IUW6__Amuc_1525
ERR1912976.85717__1.85717	544644__GCA_001915615.1_01046
ERR1912976.85748__1.85748	1849041__A0A3E2T5K9__DW086_00310
ERR1912976.85795__1.85795	1304__A0A074ITH4__DDY67_01450
ERR1912976.85960__1.85960	360807__A0A173XR05__RIL183_10401
ERR1912976.86007__1.86007	1160721__R6T8U0__atpF
ERR1912976.86020__1.86020	33038__A0A2N5P1G8__lyc
ERR1912976.86145__1.86145	329854__R5MKT2__DXD57_07820
ERR1912976.86153__1.86153	28116__A0A078Q1V5__SAMN05444282_12168
ERR1912976.86185__1.86185	1263000__R5EUG9__BN466_01476
ERR1912976.86286__1.86286	821__A0A174NM17__lacZ_6
ERR1912976.86360__1.86360	329854__R7E3J6__BACINT_00489
ERR1912976.86784__1.86784	40519__U2MCQ8__RUMCAL_00556
ERR1912976.86801__1.86801	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.86819__1.86819	821__E5UMZ6__BVU_1450
ERR1912976.86887__1.86887	1150298__R7JVR8__ERS852498_01126
ERR1912976.86943__1.86943	384638__B7AT14__BACPEC_01282
ERR1912976.86964__1.86964	33038__A0A2N5NXH5__CDL27_14300
ERR1912976.87018__1.87018	292800__A0A174N232__ADH75_10840
