ERR1913297.53__1.53	820__A0A139K5A6__DXB48_12175
ERR1913297.25728__1.25728	823__A0A078SLK0__ERS852513_02755
ERR1913297.26001__1.26001	39492__D4JT75__EUBSIR_01776
ERR1913297.26070__1.26070	166486__D4KWX0__ERS852572_01785
ERR1913297.26262__1.26262	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913297.26307__1.26307	706562__GCA_900112995.1_01870
ERR1913297.26379__1.26379	39492__A0A174ZG93__EUBSIR_00254
ERR1913297.26417__1.26417	28117__B0MYI9__BHV66_05415
ERR1913297.26490__1.26490	384639__GCA_003096855.1_01179
ERR1913297.26492__1.26492	39492__R6SA81__EUBSIR_00402
ERR1913297.26499__1.26499	28052__A0A174H9I6__ERS852451_00172
ERR1913297.26719__1.26719	39492__D4JWI6__EUBSIR_01073
ERR1913297.26891__1.26891	39491__D4JMW8__ERS852497_01971
ERR1913297.26832__1.26832	239935__A0A2N8IVR0__CXT87_07115
ERR1913297.27173__1.27173	823__A6LEF3__ERS852560_01356
ERR1913297.27226__1.27226	820__A0A174DZ97__SAMN05444418_101240
ERR1913297.27218__1.27218	39492__D4JU79__EUBSIR_01975
ERR1913297.27195__1.27195	28111__E5WZI1__BACEGG_01444
ERR1913297.27274__1.27274	820__A0A174DZ97__SAMN05444418_101240
ERR1913297.27307__1.27307	106588__A6P303__BACCAP_04887
ERR1913297.27310__1.27310	39492__D4JUL3__nreC_2
ERR1913297.27354__1.27354	39485__A0A175A403__EUBELI_20577
ERR1913297.27429__1.27429	204516__U6RFV1__HMPREF1534_02560
ERR1913297.27370__1.27370	39491__A0A173RA59__EUR_24800
ERR1913297.27469__1.27469	39492__D4MMN2__EUBSIR_00964
ERR1913297.27516__1.27516	39492__D4JT87__clpC
ERR1913297.27553__1.27553	28117__B0MY40__BHV66_05170
ERR1913297.27574__1.27574	357276__I9QBT7__BSEG_03340
ERR1913297.27639__1.27639	39488__A0A374NRX1__licR_1
ERR1913297.27656__1.27656	39491__C4Z9K7__EUBREC_0050
ERR1913297.27691__1.27691	1550024__A0A3B9WJ82__ASJ35_03765
ERR1913297.27776__1.27776	39492__D4JVG7__ERS852540_00946
ERR1913297.27825__1.27825	39492__B0MPL6__EUBSIR_01779
ERR1913297.27905__1.27905	39492__D4JTF2__mutS2
ERR1913297.27937__1.27937	823__A6LBY1__ERS852380_00510
ERR1913297.27995__1.27995	2108523__A0A2P2F314__LAWASA_362
ERR1913297.28206__1.28206	166486__D4KYC3__ROSINTL182_05485
ERR1913297.28319__1.28319	39492__D4JWI6__EUBSIR_01073
ERR1913297.28581__1.28581	853__A0A173YYY4__DWZ04_09420
ERR1913297.28550__1.28550	39492__D4JVN3__spsA
ERR1913297.28833__1.28833	39492__D4JVG7__ERS852540_00946
ERR1913297.28848__1.28848	39491__C4ZF05__vpr
ERR1913297.28809__1.28809	39492__D4JT68__spoIIIE
ERR1913297.29015__1.29015	166486__R6AZI2__ydaF
ERR1913297.29067__1.29067	40518__R5E282__DXD86_08940
ERR1913297.29129__1.29129	39492__D4JUR4__ERS852540_01427
ERR1913297.29131__1.29131	39492__A0A174Z2N0__EUBSIR_01615
ERR1913297.29257__1.29257	544644__GCA_001915615.1_01291
ERR1913297.29384__1.29384	39492__D4JTI2__ERS852540_00694
ERR1913297.29396__1.29396	626929__R5JTP9__HMPREF9445_01944
ERR1913297.29457__1.29457	39491__A0A396FKG5__DXB76_07455
ERR1913297.29485__1.29485	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913297.29545__1.29545	39492__D4JU94__ispE
ERR1913297.29626__1.29626	39491__A0A395UWZ1__DXC13_02175
ERR1913297.29691__1.29691	39491__A0A395UYL9__ERS852417_00624
ERR1913297.29720__1.29720	820__R7E9Z4__DXC68_06065
ERR1913297.29758__1.29758	357276__C3REQ8__GV66_09740
ERR1913297.29772__1.29772	1235790__S0J8L6__C805_00148
ERR1913297.29775__1.29775	820__A0A139KHX1__HMPREF2141_00289
ERR1913297.29856__1.29856	28052__A0A174KEN0__nagK
ERR1913297.29901__1.29901	39492__D4JW10__pppA
ERR1913297.30042__1.30042	166486__D4KQG8__ERS852572_02379
ERR1913297.30095__1.30095	1262911__R6H2B5__BN557_01151
ERR1913297.30152__1.30152	39492__D4JV38__EUBSIR_01205
ERR1913297.30238__1.30238	39492__D4JRY3__EUBSIR_01473
ERR1913297.30261__1.30261	39492__D4JQS6__ykoD
ERR1913297.30297__1.30297	39492__D4JRZ7__smc
ERR1913297.30396__1.30396	820__A0A3E4PYB0__yejM
ERR1913297.30428__1.30428	39492__A0A175A133__cycB_1
ERR1913297.30429__1.30429	823__A0A355XIK0__CEQ22_011965
ERR1913297.30449__1.30449	39492__D4JRV7__EUBSIR_01513
ERR1913297.30458__1.30458	823__A0A355XF06__B5F32_11480
ERR1913297.30466__1.30466	823__A0A073I1X2__DXD05_18820
ERR1913297.30474__1.30474	39491__A0A395V1R3__T1815_08181
ERR1913297.30497__1.30497	39492__D4JWT3__ERS852540_00301
ERR1913297.30504__1.30504	357276__A0A076IKP7__BACDOR_04239
ERR1913297.30511__1.30511	394340__gatA
ERR1913297.30524__1.30524	39491__C4Z9D4__DXD95_00055
ERR1913297.30530__1.30530	39491__A0A395UXH0__EUBREC_0021
ERR1913297.30536__1.30536	745368__A0A1T4Y443__SAMN02745178_02724
ERR1913297.30545__1.30545	39492__D4JW10__pppA
ERR1913297.30554__1.30554	820__A0A174TRB5__DXD40_11305
ERR1913297.30563__1.30563	1550024__A0A3B9WKM9__ASJ35_18565
ERR1913297.30995__1.30995	39491__A0A395ZBW8__DXC13_08840
ERR1913297.31037__1.31037	1262743__R5C7B5__BN727_00586
ERR1913297.31241__1.31241	28117__B0MYW7__ALIPUT_02336
ERR1913297.31343__1.31343	28111__R5JSC9__HMPREF1016_01677
ERR1913297.31471__1.31471	28111__E5WVR8__NCTC11155_02792
ERR1913297.31496__1.31496	39492__D4JRV7__EUBSIR_01513
ERR1913297.31561__1.31561	820__A0A139KH21__DXC80_01780
ERR1913297.31593__1.31593	626929__F3PKF4__SAMN05444376_0707
ERR1913297.31510__1.31510	39492__D4JWY0__EUBSIR_01648
ERR1913297.31627__1.31627	39492__D4JQS6__ykoD
ERR1913297.31632__1.31632	853__A0A2A7B9I6__DW855_13690
ERR1913297.31662__1.31662	360807__A0A0M6WXW5__ROSEINA2194_00331
ERR1913297.31680__1.31680	301302__A0A173RJJ7__ERS852420_00620
ERR1913297.31732__1.31732	291644__I8Y7I4__HMPREF1071_03636
ERR1913297.31898__1.31898	39492__D4MMN2__EUBSIR_00964
ERR1913297.32038__1.32038	39485__C4Z685__EUBELI_20332
ERR1913297.32064__1.32064	853__A0A2A7B9I6__DW855_13690
ERR1913297.32106__1.32106	357276__I9QBT7__BSEG_03340
ERR1913297.32112__1.32112	39492__D4JWG6__EUBSIR_00253
ERR1913297.32199__1.32199	39492__D4JUR4__ERS852540_01427
ERR1913297.32511__1.32511	39492__D4JR43__ERS852540_02379
ERR1913297.32545__1.32545	39491__A0A0M6WWT1__dus_2
ERR1913297.32599__1.32599	820__A0A3E4IGA7__DXD40_07110
ERR1913297.32643__1.32643	28111__E5X333__NCTC11155_03016
ERR1913297.32780__1.32780	39492__D4MIK7__EUBSIR_00676
ERR1913297.32969__1.32969	39491__R6TQ09__DXC13_03010
ERR1913297.33034__1.33034	39492__D4JRX9__sepF
ERR1913297.33142__1.33142	301302__R5UNC5__M72_02681
ERR1913297.33185__1.33185	1150298__A0A174QAL8__ERS852498_02570
ERR1913297.33231__1.33231	357276__D1K3K9__EL88_23995
ERR1913297.33326__1.33326	28111__R5K5X6__NCTC11155_02508
ERR1913297.33383__1.33383	40518__R5DUG7__sbcC
ERR1913297.33413__1.33413	166486__A0A173T114__ROSINTL182_05085
ERR1913297.33524__1.33524	301302__R5V4M3__ERS852420_01171
ERR1913297.33581__1.33581	28117__B0MT73__ALIPUT_00412
ERR1913297.33740__1.33740	39492__D4JS46__EUBSIR_02553
ERR1913297.33756__1.33756	88431__A0A174IEH2__DXB16_05910
ERR1913297.33806__1.33806	39492__D4JWI6__EUBSIR_01073
ERR1913297.33818__1.33818	384639__GCA_003096855.1_01192
ERR1913297.33914__1.33914	39492__R6RYB8__ERS852540_00322
ERR1913297.33922__1.33922	166486__A0A173VSA0__ROSINTL182_06124
ERR1913297.34213__1.34213	820__A7V092__hldE
ERR1913297.34298__1.34298	47678__A5ZGW9__HMPREF1061_01068
ERR1913297.34435__1.34435	418240__C6JET3__ERS852478_01564
ERR1913297.34500__1.34500	39492__D4MIY5__EUBSIR_00233
ERR1913297.34514__1.34514	39492__D4JTH4__ERS852540_00702
ERR1913297.34719__1.34719	1262886__R6QQY8__BN563_01265
ERR1913297.34721__1.34721	820__A0A1T4IYF4__mprA_1
ERR1913297.34734__1.34734	820__A0A078STJ8__DXC68_04690
ERR1913297.34715__1.34715	28111__E5WWI8__HMPREF1016_01036
ERR1913297.34767__1.34767	28111__E5WXY3__NCTC11155_00116
ERR1913297.34842__1.34842	820__A7VAR9__ERS852421_00197
ERR1913297.34845__1.34845	1150298__R7JQR1__sipW
ERR1913297.34861__1.34861	39491__A0A395V5L2__ERE_28270
ERR1913297.34876__1.34876	357276__A0A0K2HI42__ABI39_06975
ERR1913297.34878__1.34878	1262886__R6QHT9__BN563_00630
ERR1913297.34923__1.34923	39492__D4JX50__EUBSIR_00410
ERR1913297.34953__1.34953	39492__D4JU56__hemZ
ERR1913297.35057__1.35057	357276__B6W1Y1__BSEG_03960
ERR1913297.35178__1.35178	820__A0A173XIP7__B5G17_16050
ERR1913297.35217__1.35217	39492__D4JVX0__udk
ERR1913297.35311__1.35311	39491__A0A395V1Y4__DXB99_08035
ERR1913297.35442__1.35442	39491__A0A174K9A3__DXB69_07785
ERR1913297.35460__1.35460	39492__D4JT87__clpC
ERR1913297.35517__1.35517	39491__A0A396FNY7__LD38_16155
ERR1913297.35539__1.35539	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913297.35548__1.35548	301302__A0A173V3Z4__ecfA1_3
ERR1913297.35585__1.35585	39491__A0A396FUZ3__phoR_1
ERR1913297.35599__1.35599	40518__R5E0F2__RBATCC27255_01890
ERR1913297.35664__1.35664	28052__A0A174KBY5__slyD
ERR1913297.35678__1.35678	357276__I8VN48__ABI39_07855
ERR1913297.36029__1.36029	418240__A0A173XCL4__ERS852523_02725
ERR1913297.36111__1.36111	39492__D4JSD3__EUBSIR_00131
ERR1913297.36216__1.36216	292800__A0A174IG67__A4U99_10595
ERR1913297.36236__1.36236	820__A0A139K426__B5G17_09115
ERR1913297.36255__1.36255	1262915__R6HF80__BN574_01649
ERR1913297.36331__1.36331	39492__D4JRV7__EUBSIR_01513
ERR1913297.36369__1.36369	39492__D4JTI2__ERS852540_00694
ERR1913297.36409__1.36409	1262911__R6GUQ1__BN557_01356
ERR1913297.36421__1.36421	39492__D4JTF2__mutS2
ERR1913297.36463__1.36463	820__A0A174DZ97__SAMN05444418_101240
ERR1913297.36496__1.36496	1150298__A0A174R4D7__tmpC_2
ERR1913297.36527__1.36527	39491__A0A396FNY7__LD38_16155
ERR1913297.36529__1.36529	39492__D4JX40__EUBSIR_00020
ERR1913297.36623__1.36623	28117__B0MUR5__BHV66_03900
ERR1913297.36713__1.36713	820__A0A3E4G826__C801_01612
ERR1913297.36929__1.36929	40518__R5DME2__DXD86_07315
ERR1913297.36848__1.36848	357276__I9R994__BACDOR_04044
ERR1913297.36849__1.36849	820__A0A3E4HWJ4__DXD40_05945
ERR1913297.36977__1.36977	39492__R6RT40__prkC_3
ERR1913297.37039__1.37039	39492__D4JR58__EUBSIR_02090
ERR1913297.37092__1.37092	39492__D4JWL2__ERS852540_01201
ERR1913297.37127__1.37127	301302__A0A0M6WXK9__chtA
ERR1913297.37217__1.37217	357276__A0A076IXE0__HMPREF1064_04364
ERR1913297.37259__1.37259	1262746__R5SS80__BN750_02125
ERR1913297.37320__1.37320	39492__D4JQL8__ywpJ
ERR1913297.37354__1.37354	357276__C3RA36__HMPREF1065_03270
ERR1913297.37387__1.37387	204516__U6R8I1__HMPREF1534_03341
ERR1913297.37347__1.37347	820__I9TWZ7__DXC80_10550
ERR1913297.37397__1.37397	820__A0A174F696__macB_13
ERR1913297.37413__1.37413	820__A0A139KHX1__HMPREF2141_00289
ERR1913297.37484__1.37484	39492__D4JV38__EUBSIR_01205
ERR1913297.37445__1.37445	39491__A0A395UWA3__DXB69_11805
ERR1913297.37554__1.37554	821__A0A395VIK7__BVU_1225
ERR1913297.37665__1.37665	28052__A0A174NHE1__spoIIIE
ERR1913297.37693__1.37693	39491__A0A396FSK3__ERS852417_00383
ERR1913297.37699__1.37699	820__A0A174M9V5__M093_0237
ERR1913297.37927__1.37927	357276__B6VW91__BACDOR_01584
ERR1913297.37973__1.37973	820__A0A174TRB5__DXD40_11305
ERR1913297.37982__1.37982	61171__B9Y5T8__HOLDEFILI_01170
ERR1913297.37995__1.37995	357276__B6W5Q9__HMPREF1063_03125
ERR1913297.38027__1.38027	1308__G6ER27__DV947_00285
ERR1913297.38088__1.38088	853__C7H1R8__DW905_06675
ERR1913297.38097__1.38097	239935__A0A2N8IMD6__CXU03_05585
ERR1913297.38152__1.38152	39491__A0A395ZHV7__ykvU
ERR1913297.38203__1.38203	1150298__A0A174KDX3__ERS852498_01212
ERR1913297.38208__1.38208	39492__D4JRV7__EUBSIR_01513
ERR1913297.38271__1.38271	357276__A0A076J726__IY41_15030
ERR1913297.38391__1.38391	239935__A0A2N8J2P6__ADH72_06730
ERR1913297.38425__1.38425	28052__R7N9Y1__spoIIE
ERR1913297.38505__1.38505	187327__G4Q682__Acin_1672
ERR1913297.38580__1.38580	1150298__R7JU97__ERS852498_02579
ERR1913297.38722__1.38722	39492__D4JTF2__mutS2
ERR1913297.38665__1.38665	1263107__GCA_000436995.1_00132
ERR1913297.38729__1.38729	39491__A0A395UWZ1__DXC13_02175
ERR1913297.38693__1.38693	39492__D4JW10__pppA
ERR1913297.38804__1.38804	357276__A0A076IN30__DXD47_09350
ERR1913297.38889__1.38889	39492__D4JSS9__btuF
ERR1913297.38899__1.38899	39492__D4JUJ6__ssuB_2
ERR1913297.38918__1.38918	39491__A0A2U2EI54__DXD95_12010
ERR1913297.39171__1.39171	823__D0TDY6__DHP27_09090
ERR1913297.39253__1.39253	39492__D4JS06__ERS852540_02297
ERR1913297.39222__1.39222	39492__D4JSU6__dacB_3
ERR1913297.39384__1.39384	39492__R6SA81__EUBSIR_00402
ERR1913297.39406__1.39406	357276__I9FTR0__HMPREF1065_02861
ERR1913297.39834__1.39834	166486__D4KV38__ROSINTL182_06841
ERR1913297.39843__1.39843	820__A0A3E4QZJ7__C801_01798
ERR1913297.39892__1.39892	28052__R7NAP6__ERS852499_01969
ERR1913297.39897__1.39897	649756__D4MVS5__yxeP
ERR1913297.39951__1.39951	301302__R5VFU2__xynA1
ERR1913297.40050__1.40050	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913297.40126__1.40126	821__A0A174WBC9__ERS852556_03145
ERR1913297.40331__1.40331	820__A0A3E4G493__ERS417307_00253
ERR1913297.40351__1.40351	301302__A0A173RQG1__M72_18491
ERR1913297.40409__1.40409	39491__A0A2U2EED4__ERS852580_01584
ERR1913297.40447__1.40447	357276__A0A076IXE0__HMPREF1064_04364
ERR1913297.40478__1.40478	39492__D4JTF2__mutS2
ERR1913297.40485__1.40485	649756__A0A173UBD8__ytpA
ERR1913297.40524__1.40524	357276__I8WC65__EL88_00520
ERR1913297.40717__1.40717	820__A0A3E4G826__C801_01612
ERR1913297.40829__1.40829	39492__D4JTG7__EUBSIR_00572
ERR1913297.40934__1.40934	39492__D4JWY0__EUBSIR_01648
ERR1913297.40944__1.40944	823__D7IRG1__NCTC11152_02276
ERR1913297.41022__1.41022	28052__R7NCE0__ERS852499_00449
ERR1913297.41024__1.41024	384639__GCA_003096855.1_01178
ERR1913297.41080__1.41080	820__A0A139K024__B5G17_02060
ERR1913297.41227__1.41227	1150298__R7JTQ3__rne
ERR1913297.41305__1.41305	823__C7XC05__ERS852429_02119
ERR1913297.41330__1.41330	28116__A7M344__BACOV975_04644
ERR1913297.41421__1.41421	371601__A0A1H4AKU1__BXY_45200
ERR1913297.41413__1.41413	820__A0A374Q854__HMPREF1073_03281
ERR1913297.41750__1.41750	2108523__A0A2P2F214__LAWASA_27
ERR1913297.41752__1.41752	28052__A0A174HF53__ERS852499_00436
ERR1913297.41857__1.41857	649756__D4MZ13__DCR88_08760
ERR1913297.41867__1.41867	820__A0A1Y3V743__M093_0235
ERR1913297.41899__1.41899	39492__D4JUS6__accD5
ERR1913297.41986__1.41986	33039__R6PZ42__mprA_2
ERR1913297.42010__1.42010	39492__D4JV86__spoIIE
ERR1913297.42118__1.42118	28117__B0MYI9__BHV66_05415
ERR1913297.42143__1.42143	28111__R5K3D9__NCTC11155_02788
ERR1913297.42163__1.42163	39492__A0A174ZYY6__EUBSIR_02510
ERR1913297.42259__1.42259	39492__D4JVC7__yfgF
ERR1913297.42262__1.42262	338188__C9KS28__BACFIN_05109
ERR1913297.42283__1.42283	39492__D4JTH4__ERS852540_00702
ERR1913297.42357__1.42357	820__A7VAR9__ERS852421_00197
ERR1913297.42426__1.42426	820__A0A3E4VXP2__yesR
ERR1913297.42535__1.42535	1150298__A0A174EBT8__ERS852406_01739
ERR1913297.42588__1.42588	39492__D4MJF6__EUBSIR_02251
ERR1913297.42644__1.42644	39492__D4JRM9__bglB_2
ERR1913297.42672__1.42672	28052__R7NA90__tcyB
ERR1913297.42771__1.42771	39492__D4JRZ7__smc
ERR1913297.42836__1.42836	40518__R5DME2__DXD86_07315
ERR1913297.42886__1.42886	820__E5VA63__DXC80_01025
ERR1913297.42948__1.42948	39492__A0A174ZHV5__msbA_2
ERR1913297.42980__1.42980	204516__U6RAM4__HMPREF1534_03439
ERR1913297.43086__1.43086	357276__A0A0M1W1I8__ABI39_13620
ERR1913297.43121__1.43121	357276__B6VT86__IY41_22515
ERR1913297.43178__1.43178	39491__C4ZC33__DXC13_11585
ERR1913297.43335__1.43335	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913297.43414__1.43414	820__A0A3E4VXP2__yesR
ERR1913297.43416__1.43416	28111__E5WUH3__BACEGG_02112
ERR1913297.43497__1.43497	28052__R7N8Y9__macB_4
ERR1913297.43550__1.43550	239935__A0A2N8IU14__ADH72_05655
ERR1913297.43562__1.43562	291644__R5JP40__HMPREF1071_01986
ERR1913297.43719__1.43719	301302__A0A0M6WWE7__ERS852420_01309
ERR1913297.43795__1.43795	39491__D6E4H2__DXB99_00485
ERR1913297.43839__1.43839	418240__C6JFB3__ERS852523_02503
ERR1913297.43945__1.43945	820__A0A3E4WA06__ERS852554_03404
ERR1913297.43958__1.43958	39492__R6SPM9__pheT
ERR1913297.44034__1.44034	28111__E5X0Y0__HMPREF1016_02598
ERR1913297.44204__1.44204	28052__A0A174GS61__ERS852451_00341
ERR1913297.44229__1.44229	39492__D4JSU6__dacB_3
ERR1913297.44246__1.44246	39492__D4JT87__clpC
ERR1913297.44292__1.44292	649756__L1PXG6__CL2_21620
ERR1913297.44420__1.44420	39492__D4JSG7__EUBSIR_01006
ERR1913297.44705__1.44705	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913297.44712__1.44712	28052__A0A174K6D6__ERS852451_01708
ERR1913297.44842__1.44842	357276__B6W5Q9__HMPREF1063_03125
ERR1913297.44865__1.44865	39485__C4Z6K2__ERS852490_00407
ERR1913297.44986__1.44986	39492__D4JWY5__rpe
ERR1913297.45115__1.45115	820__A0A374QGD2__ERS852421_02382
ERR1913297.45148__1.45148	706562__GCA_900112995.1_01428
ERR1913297.45181__1.45181	39492__D4JRM9__bglB_2
ERR1913297.45232__1.45232	28052__R7NCE0__ERS852499_00449
ERR1913297.45280__1.45280	39491__A0A395UWA3__DXB69_11805
ERR1913297.45288__1.45288	39491__A0A395ZDC6__addB
ERR1913297.45366__1.45366	39492__D4JR58__EUBSIR_02090
ERR1913297.45416__1.45416	818__A0A139K1T6__SAMN05216253_11033
ERR1913297.45433__1.45433	39491__A0A395ZKJ0__DXD13_11010
ERR1913297.45473__1.45473	39492__D4JV48__ERS852540_00852
ERR1913297.45513__1.45513	28052__R7NA42__ERS852451_01495
ERR1913297.45602__1.45602	39491__A0A174M1X5__DXB99_18695
ERR1913297.45832__1.45832	820__R9HP61__DXC91_01090
ERR1913297.45968__1.45968	39485__C4Z6F3__EUBELI_20400
ERR1913297.45934__1.45934	292800__A0A174UQD2__B5F52_18205
ERR1913297.46021__1.46021	39492__D4JUD9__EUBSIR_01875
ERR1913297.46066__1.46066	39496__A5Z5I2__EUBVEN_00963
ERR1913297.46200__1.46200	39491__A0A3E4YFT8__DXB69_10940
ERR1913297.46204__1.46204	39492__D4JTF2__mutS2
ERR1913297.46269__1.46269	40518__R5DTH7__DXD83_02405
ERR1913297.46247__1.46247	357276__C3R5C9__HMPREF1063_00213
ERR1913297.46323__1.46323	387090__S0F8B2__BACCOPRO_02129
ERR1913297.46372__1.46372	823__D0TAX5__HMPREF1075_01064
ERR1913297.46436__1.46436	28117__R7JQW0__ALIPUT_01453
ERR1913297.46676__1.46676	28111__R5JN40__HMPREF1016_01803
ERR1913297.46680__1.46680	39492__D4JX05__EUBSIR_01678
ERR1913297.46691__1.46691	39492__D4JRP0__yetF
ERR1913297.46706__1.46706	823__E1YV41__BDI_1376
ERR1913297.46714__1.46714	39492__D4JS46__EUBSIR_02553
ERR1913297.46947__1.46947	28116__A0A395VZB9__Bovatus_03205
ERR1913297.47018__1.47018	39485__A0A174ZKZ4__spoIIQ_1
ERR1913297.47136__1.47136	820__A7V470__HMPREF1072_02076
ERR1913297.47200__1.47200	823__A0A073I9P2__CF162_18000
ERR1913297.47236__1.47236	823__A0A355XKQ8__DHP27_04010
ERR1913297.47258__1.47258	556259__E5C614__BSGG_0177
ERR1913297.47288__1.47288	39492__B0MN61__epsF_2
ERR1913297.47296__1.47296	28111__E5WZE2__NCTC11155_00550
ERR1913297.47346__1.47346	1262743__R5C7D3__BN727_00606
ERR1913297.47363__1.47363	357276__B6VVS0__HMPREF1064_03951
ERR1913297.47378__1.47378	39491__A0A173RA59__EUR_24800
ERR1913297.47728__1.47728	853__A0A2A7B9I6__DW855_13690
ERR1913297.47760__1.47760	39492__D4JU94__ispE
ERR1913297.47847__1.47847	820__A0A139JRH8__HMPREF2141_04326
ERR1913297.47863__1.47863	556259__I0PXW0__BSGG_5187
ERR1913297.47869__1.47869	322505__xre_3
ERR1913297.48071__1.48071	239935__A0A2N8IZ16__CXT84_05850
ERR1913297.48056__1.48056	853__A8SCP3__C4N26_07960
ERR1913297.48135__1.48135	39492__D4JV86__spoIIE
ERR1913297.48173__1.48173	820__A0A3E4WA06__ERS852554_03404
ERR1913297.48188__1.48188	39491__A0A395ZF49__DXB69_05290
ERR1913297.48210__1.48210	820__A0A3E4VZT7__DXB48_16145
ERR1913297.48224__1.48224	39491__R6TQ09__DXC13_03010
ERR1913297.48244__1.48244	39492__D4JU30__EUBSIR_00838
ERR1913297.48267__1.48267	39492__B0MN61__epsF_2
ERR1913297.48298__1.48298	820__A0A139K4W1__M093_0353
ERR1913297.48312__1.48312	357276__A0A076J8D4__HMPREF1064_00553
ERR1913297.48383__1.48383	39491__A0A395V464__EUBREC_1509
ERR1913297.48415__1.48415	39492__D4JTL0__EUBSIR_01428
ERR1913297.48483__1.48483	39492__D4JTW7__EUBSIR_00859
ERR1913297.48452__1.48452	301302__R5UJB0__M72_12831
ERR1913297.48524__1.48524	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913297.48557__1.48557	28052__A0A174GZE8__ERS852451_00311
ERR1913297.48591__1.48591	823__D0T9E4__DHW69_09115
ERR1913297.48661__1.48661	47678__R5U2F6__HMPREF1061_00767
ERR1913297.48701__1.48701	291644__I9SRU1__ERS852428_04178
ERR1913297.48734__1.48734	28116__A0A1Y4P7B7__M088_2098
ERR1913297.48844__1.48844	39492__D4JWI6__EUBSIR_01073
ERR1913297.48846__1.48846	166486__D4KZ14__inlA_1
ERR1913297.48878__1.48878	166486__D4KWZ7__cph2_5
ERR1913297.48889__1.48889	28117__R7JJM9__ALIPUT_00662
ERR1913297.48903__1.48903	357276__A0A076IXE0__HMPREF1064_04364
ERR1913297.49044__1.49044	322505__xre_3
ERR1913297.49070__1.49070	357276__A0A076J8M3__ABI39_13695
ERR1913297.49093__1.49093	204516__U6RFU0__HMPREF1534_02545
ERR1913297.49120__1.49120	239935__A0A2N8HPS5__Amuc_0950
ERR1913297.49212__1.49212	39492__D4JV86__spoIIE
ERR1913297.49236__1.49236	39492__A0A175A133__cycB_1
ERR1913297.49303__1.49303	39492__D4JVG7__ERS852540_00946
ERR1913297.49436__1.49436	39492__D4JQS7__ERS852540_01645
ERR1913297.49497__1.49497	106588__A6NUL8__BACCAP_01900
ERR1913297.49459__1.49459	820__A0A174NUS8__DXC80_12885
ERR1913297.49462__1.49462	28052__A0A174GS61__ERS852451_00341
ERR1913297.49592__1.49592	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913297.49659__1.49659	820__A0A173YYG4__evgS_3
ERR1913297.49705__1.49705	39492__D4MIY5__EUBSIR_00233
ERR1913297.49748__1.49748	820__A0A173YYG4__evgS_3
ERR1913297.49884__1.49884	1262743__R5C7B5__BN727_00586
ERR1913297.49973__1.49973	39491__A0A174EQV2__DXB69_10230
ERR1913297.50120__1.50120	39492__D4JWL2__ERS852540_01201
ERR1913297.50232__1.50232	357276__A0A076IS73__GV66_00410
ERR1913297.50457__1.50457	39492__D4JXA0__ERS852540_02538
ERR1913297.50467__1.50467	28111__E5WZI1__BACEGG_01444
ERR1913297.50488__1.50488	39492__D4JTG7__EUBSIR_00572
ERR1913297.50498__1.50498	820__A0A173YYG4__evgS_3
ERR1913297.50525__1.50525	28052__A0A174NHE1__spoIIIE
ERR1913297.50532__1.50532	28117__B0MTY2__BHV66_06485
ERR1913297.50603__1.50603	1262911__R6H2J2__BN557_01228
ERR1913297.50831__1.50831	853__A0A173XRA8__CGS56_09290
ERR1913297.50845__1.50845	820__I9J701__ERS852510_01809
ERR1913297.51028__1.51028	1262915__R6HFW1__BN574_00201
ERR1913297.51039__1.51039	39492__D4JRR5__ERS852540_02089
ERR1913297.51057__1.51057	39492__R6RKK9__EUBSIR_02022
ERR1913297.51101__1.51101	189722__E0NQU7__HMPREF0658_0548
ERR1913297.51219__1.51219	39492__D4JTG7__EUBSIR_00572
ERR1913297.51248__1.51248	820__A0A3E4W984__pssA
ERR1913297.51385__1.51385	39492__D4JX34__ERS852540_00411
ERR1913297.51491__1.51491	39488__A0A173SSM6__EUBHAL_01799
ERR1913297.51495__1.51495	291644__R5J7N0__HMPREF1532_02343
ERR1913297.51498__1.51498	1262743__R5C054__BN727_01980
ERR1913297.51546__1.51546	166486__D4L1H8__ERS852572_02204
ERR1913297.51553__1.51553	1150298__A0A174RL88__ERS852535_00196
ERR1913297.51563__1.51563	357276__A0A076J726__IY41_15030
ERR1913297.51610__1.51610	823__A0A355XLH0__fepA_1
ERR1913297.51718__1.51718	39492__D4JSD3__EUBSIR_00131
ERR1913297.51848__1.51848	39491__A0A395UVM9__DXB76_04540
ERR1913297.51856__1.51856	1150298__A0A174HIS8__ERS852535_00284
ERR1913297.51932__1.51932	820__A0A174R952__DXB48_02570
ERR1913297.51935__1.51935	820__R9HUV5__HMPREF2141_02582
ERR1913297.52012__1.52012	357276__I9QBT7__BSEG_03340
ERR1913297.52066__1.52066	626929__F3PKN8__HMPREF9445_02595
ERR1913297.52114__1.52114	166486__D4KZA5__ERS852572_03317
ERR1913297.52159__1.52159	301302__R5ULQ3__ERS852420_02626
