ERR1913043.66__1.66	39491__C4ZF05__vpr
ERR1913043.29473__1.29473	310298__B3JGJ2__BACCOP_00994
ERR1913043.29514__1.29514	310298__B3JGJ2__BACCOP_00994
ERR1913043.29645__1.29645	310298__B3JI31__BACCOP_01543
ERR1913043.29785__1.29785	39485__R5ZVC3__ERS852490_00250
ERR1913043.29806__1.29806	40518__R5DWP7__ansA
ERR1913043.29821__1.29821	69974__A0A090FEL8__MPL3365_630008
ERR1913043.29889__1.29889	39491__C4Z9K0__DXD95_07445
ERR1913043.29973__1.29973	216816__D6ZXB6__BBL306_0063
ERR1913043.30127__1.30127	69974__A0A090FEL8__MPL3365_630008
ERR1913043.30227__1.30227	39491__A0A396FMT0__EUBREC_3020
ERR1913043.30274__1.30274	1965629__A0A1Y4B8Y3__B5F88_18835
ERR1913043.30481__1.30481	626933__H1DGX0__HMPREF9449_01506
ERR1913043.30542__1.30542	626933__H1DGX0__HMPREF9449_01506
ERR1913043.30598__1.30598	310298__B3JI31__BACCOP_01543
ERR1913043.30616__1.30616	39491__A0A396FIU1__DXC13_07905
ERR1913043.30701__1.30701	1628085__A0A2U1B8P6__C7386_11432
ERR1913043.30679__1.30679	28116__A0A395VZB9__Bovatus_03205
ERR1913043.30692__1.30692	165179__D1PHD6__DXC61_03380
ERR1913043.30768__1.30768	204516__U6RA51__HMPREF1534_03959
ERR1913043.30781__1.30781	69974__A0A090FEL8__MPL3365_630008
ERR1913043.30790__1.30790	39485__A0A174YMI9__cph2_5
ERR1913043.30885__1.30885	39485__A0A174YTW2__EUBELI_20520
ERR1913043.30942__1.30942	1262913__R7JLP9__BN646_02495
ERR1913043.31022__1.31022	69974__A0A090FEL8__MPL3365_630008
ERR1913043.31123__1.31123	1262924__R7HQB3__BN585_00435
ERR1913043.31130__1.31130	853__E2ZJT1__C4N23_03535
ERR1913043.31388__1.31388	39485__A0A174YMI9__cph2_5
ERR1913043.31407__1.31407	165179__D1PCL6__DXB80_13435
ERR1913043.31410__1.31410	165179__A0A3E5EAM5__DXC61_07785
ERR1913043.31474__1.31474	310298__B3JNH4__BACCOP_03487
ERR1913043.31524__1.31524	884684__GCA_002892425.1_01408
ERR1913043.31598__1.31598	39491__C4Z872__LD38_07250
ERR1913043.31677__1.31677	853__A8S882__C4N23_07600
ERR1913043.31686__1.31686	216816__A0A1V8RHV4__DXD44_06445
ERR1913043.31688__1.31688	74426__rpoC
ERR1913043.31762__1.31762	39485__R5ZX10__ERS852492_02330
ERR1913043.31766__1.31766	820__A0A173WUD7__DXB48_08055
ERR1913043.31837__1.31837	28117__B0N007__BHV66_10275
ERR1913043.31859__1.31859	310298__B3JFK5__BACCOP_00655
ERR1913043.31964__1.31964	1262924__R7HQD9__BN585_00129
ERR1913043.32023__1.32023	310298__B3JED9__BACCOP_00230
ERR1913043.32072__1.32072	1965604__A0A1Y4ETL6__B5F54_06555
ERR1913043.32092__1.32092	69974__A0A090FEL8__MPL3365_630008
ERR1913043.32148__1.32148	39485__C4Z6U7__EUBELI_20545
ERR1913043.32244__1.32244	1263107__GCA_000436995.1_00242
ERR1913043.32301__1.32301	418240__A0A173YIF6__ypdA_1
ERR1913043.32421__1.32421	1262924__R7HLK0__BN585_01496
ERR1913043.32440__1.32440	47678__R5U3U1__BACCAC_03593
ERR1913043.32463__1.32463	69974__A0A090FEL8__MPL3365_630008
ERR1913043.32569__1.32569	39491__D6E2U1__EUBREC_3278
ERR1913043.32581__1.32581	487174__K0WWT0__DIT83_10190
ERR1913043.32616__1.32616	820__A7V9F9__B5G17_14640
ERR1913043.32785__1.32785	69974__A0A090FEL8__MPL3365_630008
ERR1913043.32797__1.32797	69974__A0A090FEL8__MPL3365_630008
ERR1913043.32838__1.32838	165179__R6PNJ9__PREVCOP_04730
ERR1913043.32977__1.32977	487173__H1D1P4__HMPREF9453_01532
ERR1913043.32981__1.32981	1232426__hgdC_1
ERR1913043.32983__1.32983	310298__B3JFQ2__BACCOP_00703
ERR1913043.32998__1.32998	33039__D4LYZ5__ERS852390_01248
ERR1913043.33005__1.33005	39485__R5ZX10__ERS852492_02330
ERR1913043.33248__1.33248	69974__A0A090FEL8__MPL3365_630008
ERR1913043.33288__1.33288	39485__A0A174Z7G5__EUBELI_01168
ERR1913043.33325__1.33325	1680__A0A174BEE7__BSTER_1311
ERR1913043.33347__1.33347	204516__U6R921__HMPREF1534_03932
ERR1913043.33351__1.33351	165179__R6C330__DXC61_04975
ERR1913043.33380__1.33380	165179__A0A3E5AER8__DXB80_07075
ERR1913043.33415__1.33415	204516__U6R9L2__HMPREF1534_03110
ERR1913043.33589__1.33589	1262924__R7HMW0__BN585_01951
ERR1913043.33746__1.33746	39491__D6E408__EUBREC_1466
ERR1913043.33958__1.33958	165179__A0A3E5EAM5__DXC61_07785
ERR1913043.33984__1.33984	1262743__R5C054__BN727_01980
ERR1913043.34029__1.34029	40518__R5E175__RB5AMG_00757
ERR1913043.34167__1.34167	69974__A0A090FEL8__MPL3365_630008
ERR1913043.34201__1.34201	165179__A0A3E5AHY4__CFT61_07675
ERR1913043.34409__1.34409	820__A7VAR9__ERS852421_00197
ERR1913043.34614__1.34614	69974__A0A090FEL8__MPL3365_630008
ERR1913043.34816__1.34816	147206__GCF_000156215.1_01776
ERR1913043.34899__1.34899	204516__U6RFB2__HMPREF1534_01733
ERR1913043.34902__1.34902	1160721__R6TH82__BHW50_00835
ERR1913043.35014__1.35014	165179__A0A3E5E8N5__DXC61_13460
ERR1913043.35144__1.35144	310298__B3JQL6__BACCOP_04252
ERR1913043.35245__1.35245	69974__A0A090FEL8__MPL3365_630008
ERR1913043.35419__1.35419	39491__A0A396FSN2__EUBREC_0707
ERR1913043.35672__1.35672	69974__A0A090FEL8__MPL3365_630008
ERR1913043.35675__1.35675	69974__A0A090FEL8__MPL3365_630008
ERR1913043.35764__1.35764	1262992__R5DA18__BN795_01586
ERR1913043.35934__1.35934	39492__D4JRP0__yetF
ERR1913043.35951__1.35951	165179__D1PGU8__PREVCOP_06463
ERR1913043.36019__1.36019	28117__B0MTH2__ALIPUT_00061
ERR1913043.36203__1.36203	69974__A0A090FEL8__MPL3365_630008
ERR1913043.36371__1.36371	28117__B0MY41__BHV66_05165
ERR1913043.36430__1.36430	40518__R5DYP7__envC
ERR1913043.36488__1.36488	1263107__GCA_000436995.1_00032
ERR1913043.36510__1.36510	69974__A0A090FEL8__MPL3365_630008
ERR1913043.36534__1.36534	626933__H1DGX0__HMPREF9449_01506
ERR1913043.36540__1.36540	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.36596__1.36596	39488__A0A173RSC6__ERS852450_01530
ERR1913043.36658__1.36658	69974__A0A090FEL8__MPL3365_630008
ERR1913043.36689__1.36689	301302__R5VFW5__M72_26781
ERR1913043.36692__1.36692	39491__D4JMW8__ERS852497_01971
ERR1913043.36970__1.36970	69974__A0A090FEL8__MPL3365_630008
ERR1913043.37023__1.37023	853__A0A173XRA8__CGS56_09290
ERR1913043.37106__1.37106	39485__A0A174YMI9__cph2_5
ERR1913043.37123__1.37123	310298__B3JGJ2__BACCOP_00994
ERR1913043.37138__1.37138	69974__A0A090FEL8__MPL3365_630008
ERR1913043.37182__1.37182	1262913__R7JPE8__BN646_00316
ERR1913043.37215__1.37215	1323__A0A3E3E3P2__NCTC11087_01513
ERR1913043.37229__1.37229	39491__A0A173TAZ5__DXB99_09520
ERR1913043.37263__1.37263	69974__A0A090FEL8__MPL3365_630008
ERR1913043.37295__1.37295	165179__A0A3E5E189__PREVCOP_06699
ERR1913043.37375__1.37375	165179__D1PHC0__PREVCOP_06640
ERR1913043.37484__1.37484	165179__D1PHM6__DXC61_06700
ERR1913043.37520__1.37520	820__A0A174M9V5__M093_0237
ERR1913043.37756__1.37756	310298__B3JFH4__BACCOP_00624
ERR1913043.37757__1.37757	39491__A0A3E4YFT8__DXB69_10940
ERR1913043.37921__1.37921	310298__B3JGJ2__BACCOP_00994
ERR1913043.37956__1.37956	820__A0A173XIP7__B5G17_16050
ERR1913043.38024__1.38024	204516__U6RR96__HMPREF1534_00277
ERR1913043.38030__1.38030	165179__A0A3E5AGH1__DXB80_05820
ERR1913043.38172__1.38172	410072__A0A173S248__ERS852525_02992
ERR1913043.38260__1.38260	165179__D1PGU8__PREVCOP_06463
ERR1913043.38272__1.38272	487173__H1D2K8__HMPREF9453_01846
ERR1913043.38402__1.38402	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.38476__1.38476	1263109__GCA_000438135.1_00521
ERR1913043.38477__1.38477	357276__A0A0K2HDP3__IY41_00705
ERR1913043.38465__1.38465	649756__D4MVD8__ERS852475_00940
ERR1913043.38501__1.38501	626933__H1DGX0__HMPREF9449_01506
ERR1913043.38550__1.38550	39492__D4JWG6__EUBSIR_00253
ERR1913043.38694__1.38694	1262924__R7HPU8__BN585_00010
ERR1913043.38818__1.38818	823__D7IW29__DXD05_13365
ERR1913043.38842__1.38842	47678__A5ZHJ2__DXB67_12405
ERR1913043.38865__1.38865	39492__D4JUL4__ERS852540_01381
ERR1913043.38948__1.38948	69974__A0A090FEL8__MPL3365_630008
ERR1913043.39018__1.39018	165179__A0A174IPI3__CFT61_10940
ERR1913043.39081__1.39081	1262913__R7JGU2__BN646_02213
ERR1913043.39089__1.39089	310298__B3JQ37__BACCOP_04069
ERR1913043.39109__1.39109	820__A0A374QGD2__ERS852421_02382
ERR1913043.39156__1.39156	487173__H1CXT1__HMPREF9453_00169
ERR1913043.39167__1.39167	69974__A0A090FEL8__MPL3365_630008
ERR1913043.39171__1.39171	310298__B3JFK4__BACCOP_00654
ERR1913043.39188__1.39188	28118__F9ZCH6__DHW44_07090
ERR1913043.39212__1.39212	1262913__R7J7E0__BN646_00943
ERR1913043.39213__1.39213	69974__A0A090FEL8__MPL3365_630008
ERR1913043.39323__1.39323	301302__R5VC75__ERS852420_02858
ERR1913043.39449__1.39449	2293125__A0A374BLR6__DW917_15555
ERR1913043.39509__1.39509	69974__A0A090FEL8__MPL3365_630008
ERR1913043.39590__1.39590	165179__A0A3E5A5E5__DXC61_13965
ERR1913043.39715__1.39715	40518__R5DPI9__DXD83_07375
ERR1913043.39763__1.39763	28117__R7JPX7__BHV66_00900
ERR1913043.39917__1.39917	853__A0A174BA00__DW905_01145
ERR1913043.39920__1.39920	28118__R6FC74__DHW44_13330
ERR1913043.39961__1.39961	853__D4JY61__C4N21_10560
ERR1913043.39955__1.39955	165179__A0A3E5E8N5__DXC61_13460
ERR1913043.40185__1.40185	853__A0A173T8T3__DW882_06555
ERR1913043.40159__1.40159	39485__C4Z6J7__ERS852492_02047
ERR1913043.40423__1.40423	69974__A0A090FEL8__MPL3365_630008
ERR1913043.40563__1.40563	39485__A0A174YTX0__mro
ERR1913043.40771__1.40771	1262924__R7HM17__BN585_01318
ERR1913043.40811__1.40811	820__A0A139JRS5__HMPREF1073_04025
ERR1913043.41047__1.41047	1262924__R7HLJ5__BN585_01491
ERR1913043.41029__1.41029	626933__H1DGX0__HMPREF9449_01506
ERR1913043.41043__1.41043	39491__A0A395ZBQ4__cph2_2
ERR1913043.41127__1.41127	69974__A0A090FEL8__MPL3365_630008
ERR1913043.41319__1.41319	1262992__R5DGC6__BN795_00540
ERR1913043.41454__1.41454	69974__A0A090FEL8__MPL3365_630008
ERR1913043.41486__1.41486	28117__B0MXG8__ALIPUT_01814
ERR1913043.41463__1.41463	820__A0A374Q854__HMPREF1073_03281
ERR1913043.41577__1.41577	165179__A0A3E5A554__DXB80_13805
ERR1913043.41681__1.41681	2293125__A0A374CIC9__DW917_02045
ERR1913043.41735__1.41735	39485__A0A174YWE7__EUBELI_00979
ERR1913043.41764__1.41764	69974__A0A090FEL8__MPL3365_630008
ERR1913043.41797__1.41797	487173__H1D2K8__HMPREF9453_01846
ERR1913043.41828__1.41828	74426__rpoC
ERR1913043.41959__1.41959	39485__A0A174ZPJ9__tig_2
ERR1913043.41970__1.41970	39485__C4Z6R3__mcp2_1
ERR1913043.41971__1.41971	310298__B3JF96__BACCOP_00544
ERR1913043.42047__1.42047	29361__B6FT65__CLONEX_03342
ERR1913043.42315__1.42315	39491__A0A396FRK0__ERS852417_00541
ERR1913043.42402__1.42402	69974__A0A090FEL8__MPL3365_630008
ERR1913043.42413__1.42413	1262924__R7HNT3__BN585_00018
ERR1913043.42502__1.42502	39491__D4JMW8__ERS852497_01971
ERR1913043.42634__1.42634	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913043.42599__1.42599	165179__A0A3E5EB26__CFT61_02800
ERR1913043.42681__1.42681	39491__A0A395ZHW9__DXC13_02590
ERR1913043.42695__1.42695	487173__H1D2G6__HMPREF9453_01797
ERR1913043.42789__1.42789	33039__D4M4L0__ERS852577_02891
ERR1913043.42801__1.42801	69974__A0A090FEL8__MPL3365_630008
ERR1913043.42783__1.42783	820__A0A139JUD3__DXC91_19380
ERR1913043.42785__1.42785	310298__B3JK49__BACCOP_02273
ERR1913043.42905__1.42905	39491__A0A395V0H6__ERS852580_02570
ERR1913043.42910__1.42910	40518__R5DWP7__ansA
ERR1913043.42985__1.42985	1628085__A0A2U1B8P6__C7386_11432
ERR1913043.42935__1.42935	69974__A0A090FEL8__MPL3365_630008
ERR1913043.43050__1.43050	1160721__W0U3P2__RBI_I00640
ERR1913043.43087__1.43087	853__A8SB03__C4Q21_07960
ERR1913043.43140__1.43140	626933__H1DGX0__HMPREF9449_01506
ERR1913043.43124__1.43124	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.43099__1.43099	69974__A0A090FEL8__MPL3365_630008
ERR1913043.43108__1.43108	39485__A0A174YVL0__xynZ_2
ERR1913043.43111__1.43111	204516__U6RJY4__HMPREF1534_01494
ERR1913043.43186__1.43186	216816__Q8G6X1__DD674_00140
ERR1913043.43243__1.43243	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913043.43341__1.43341	410072__C0BF75__ERS852389_02248
ERR1913043.43355__1.43355	556259__I0PXW0__BSGG_5187
ERR1913043.43379__1.43379	1262924__R7HPX8__BN585_00310
ERR1913043.43447__1.43447	376805__F0R8H8__Bacsa_0435
ERR1913043.43555__1.43555	310298__B3JKM0__BACCOP_02451
ERR1913043.43658__1.43658	487175__F3QGM6__HMPREF9439_00065
ERR1913043.43691__1.43691	853__A0A173T751__C4N24_10280
ERR1913043.43805__1.43805	1262924__R7HSF6__BN585_00844
ERR1913043.43855__1.43855	28117__B0MTV5__BHV66_06415
ERR1913043.43856__1.43856	821__A0A0P0LFP6__C5Z04_13890
ERR1913043.43865__1.43865	165179__D1PCL6__DXB80_13435
ERR1913043.43870__1.43870	69974__A0A090FEL8__MPL3365_630008
ERR1913043.43975__1.43975	487173__H1D0N4__HMPREF9453_01172
ERR1913043.44105__1.44105	28139__A0A379ND44__NCTC11190_02421
ERR1913043.44124__1.44124	1262924__R7HPG6__BN585_00099
ERR1913043.44188__1.44188	310298__B3JQD7__BACCOP_04095
ERR1913043.44237__1.44237	1262924__R7HU74__BN585_00690
ERR1913043.44242__1.44242	410072__A0A174J5N8__sbcC
ERR1913043.44215__1.44215	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913043.44288__1.44288	39485__A0A174ZNZ2__ERS852492_02345
ERR1913043.44377__1.44377	69974__A0A090FEL8__MPL3365_630008
ERR1913043.44380__1.44380	1262924__R7HRW9__BN585_00665
ERR1913043.44382__1.44382	69974__A0A090FEL8__MPL3365_630008
ERR1913043.44476__1.44476	820__A0A174Q0F0__DXB48_08080
ERR1913043.44641__1.44641	143393__X8K5V9__ADJ67_06835
ERR1913043.44603__1.44603	204516__U6R9E0__HMPREF1534_03742
ERR1913043.44662__1.44662	487173__H1D020__HMPREF9453_00958
ERR1913043.44673__1.44673	69974__A0A090FEL8__MPL3365_630008
ERR1913043.44706__1.44706	821__D4V4X2__DXC16_18525
ERR1913043.44791__1.44791	39485__C4Z058__ERS852492_00130
ERR1913043.44795__1.44795	165179__A0A3E5DY64__CFT61_10025
ERR1913043.44845__1.44845	69974__A0A090FEL8__MPL3365_630008
ERR1913043.44925__1.44925	165179__A0A3E5AFJ9__CFT61_15180
ERR1913043.44911__1.44911	39491__A0A395UWZ1__DXC13_02175
ERR1913043.44965__1.44965	216816__A0A3D8U3T8__DXD41_09580
ERR1913043.44969__1.44969	69974__A0A090FEL8__MPL3365_630008
ERR1913043.45004__1.45004	165179__A0A3E5DN34__DXC61_07865
ERR1913043.45023__1.45023	69974__A0A090FEL8__MPL3365_630008
ERR1913043.45042__1.45042	853__E2ZGD9__C7J97_11715
ERR1913043.45125__1.45125	853__A0A2J4JL53__CRH10_10795
ERR1913043.45146__1.45146	143393__X8K2P6__HMPREF9092_0161
ERR1913043.45197__1.45197	165179__A0A3E5EB26__CFT61_02800
ERR1913043.45200__1.45200	28117__B0MY40__BHV66_05170
ERR1913043.45529__1.45529	165179__A0A3E5AAM8__DXB80_10240
ERR1913043.45547__1.45547	1262913__R7JLP9__BN646_02495
ERR1913043.45567__1.45567	165179__A0A3E5AGH1__DXB80_05820
ERR1913043.45585__1.45585	820__R9I2U8__DXC68_09590
ERR1913043.45680__1.45680	310298__B3JGJ2__BACCOP_00994
ERR1913043.45752__1.45752	69974__A0A090FEL8__MPL3365_630008
ERR1913043.45810__1.45810	216816__A0A395XZB7__DXD37_04075
ERR1913043.45902__1.45902	69974__A0A090FEL8__MPL3365_630008
ERR1913043.45917__1.45917	69974__A0A090FEL8__MPL3365_630008
ERR1913043.45937__1.45937	310298__B3JNH3__BACCOP_03486
ERR1913043.46072__1.46072	487173__H1CY24__HMPREF9453_00262
ERR1913043.46245__1.46245	165179__A0A174SA26__PREVCOP_05758
ERR1913043.46324__1.46324	39491__A0A0M6WLC7__ERS852497_00640
ERR1913043.46335__1.46335	487174__K0XDI7__DIT83_12065
ERR1913043.46455__1.46455	69974__A0A090FEL8__MPL3365_630008
ERR1913043.46512__1.46512	165179__A0A174IPI3__CFT61_10940
ERR1913043.46515__1.46515	39485__C4Z2S3__EUBELI_00292
ERR1913043.46526__1.46526	1262924__R7HQV3__BN585_00017
ERR1913043.46565__1.46565	165179__D1PER3__DXB80_11525
ERR1913043.46622__1.46622	165179__A0A3E5AER8__DXB80_07075
ERR1913043.46747__1.46747	1262992__R5D5B1__BN795_00105
ERR1913043.46757__1.46757	165179__A0A3E5DY64__CFT61_10025
ERR1913043.46883__1.46883	261299__B0ACI3__SAMN02745147_2132
ERR1913043.46884__1.46884	69974__A0A090FEL8__MPL3365_630008
ERR1913043.46903__1.46903	39485__C4Z1Y9__EUBELI_00143
ERR1913043.46943__1.46943	310298__B3JFQ2__BACCOP_00703
ERR1913043.46952__1.46952	69974__A0A090FEL8__MPL3365_630008
ERR1913043.47001__1.47001	39491__A0A174K9A3__DXB69_07785
ERR1913043.47049__1.47049	69974__A0A090FEL8__MPL3365_630008
ERR1913043.47076__1.47076	1550024__A0A3B9WFS7__ASJ35_05525
ERR1913043.47091__1.47091	69974__A0A090FEL8__MPL3365_630008
ERR1913043.47179__1.47179	39485__R5ZRT8__gmr_6
ERR1913043.47190__1.47190	853__E2ZJT1__C4N23_03535
ERR1913043.47192__1.47192	69974__A0A090FEL8__MPL3365_630008
ERR1913043.47281__1.47281	310298__B3JLC6__BACCOP_02712
ERR1913043.47326__1.47326	384638__B7APN3__BACPEC_00639
ERR1913043.47577__1.47577	39491__A0A396FMF1__EUR_28700
ERR1913043.47587__1.47587	821__A0A3E4HP25__SAMN04487923_102450
ERR1913043.47591__1.47591	69974__A0A090FEL8__MPL3365_630008
ERR1913043.47615__1.47615	820__R9HP61__DXC91_01090
ERR1913043.47680__1.47680	40518__R5DY98__mepA_5
ERR1913043.47783__1.47783	28117__B0MXG8__ALIPUT_01814
ERR1913043.47826__1.47826	69974__A0A090FEL8__MPL3365_630008
ERR1913043.47847__1.47847	310298__B3JMG0__BACCOP_03099
ERR1913043.47909__1.47909	204516__U6R838__HMPREF1534_03867
ERR1913043.47947__1.47947	165179__A0A3E5EAM5__DXC61_07785
ERR1913043.48002__1.48002	165179__A0A3E5DN34__DXC61_07865
ERR1913043.48027__1.48027	165179__A0A3E4SID1__DXB80_01945
ERR1913043.48267__1.48267	69974__A0A090FEL8__MPL3365_630008
ERR1913043.48371__1.48371	165179__A0A3E5A5E5__DXC61_13965
ERR1913043.48388__1.48388	1308__A0A1J0HRX1__DID82_04505
ERR1913043.48399__1.48399	69974__A0A090FEL8__MPL3365_630008
ERR1913043.48502__1.48502	69974__A0A090FEL8__MPL3365_630008
ERR1913043.48548__1.48548	88431__A0A3D0EY52__ERS852573_01763
ERR1913043.48558__1.48558	204516__U6R9L2__HMPREF1534_03110
ERR1913043.48646__1.48646	310298__B3JJ24__BACCOP_01886
ERR1913043.48773__1.48773	371601__A0A1C7H3W9__SAMN04487924_10816
ERR1913043.48817__1.48817	40518__R5DS23__DXD86_01715
ERR1913043.48844__1.48844	1160721__W0U3K4__RBI_I00339
ERR1913043.48892__1.48892	165179__A0A3E5AHY4__CFT61_07675
ERR1913043.48915__1.48915	40518__R5E2F3__artQ
ERR1913043.49016__1.49016	39485__A0A174YMC1__recN
ERR1913043.49098__1.49098	165179__D1PGU8__PREVCOP_06463
ERR1913043.49131__1.49131	1262924__R7HKZ9__BN585_01304
ERR1913043.49248__1.49248	39491__A0A395V1Y4__DXB99_08035
ERR1913043.49298__1.49298	39491__A0A2U2EI54__DXD95_12010
ERR1913043.49433__1.49433	1262913__R7JGU2__BN646_02213
ERR1913043.49575__1.49575	69974__A0A090FEL8__MPL3365_630008
ERR1913043.49658__1.49658	69974__A0A090FEL8__MPL3365_630008
ERR1913043.49661__1.49661	1262913__R7JJ21__BN646_02190
ERR1913043.49682__1.49682	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.49761__1.49761	1262924__R7HLJ5__BN585_01491
ERR1913043.49794__1.49794	69974__A0A090FEL8__MPL3365_630008
ERR1913043.49887__1.49887	28118__F9ZBL4__NCTC10826_02348
ERR1913043.49948__1.49948	39485__C4Z6Z5__EUBELI_20593
ERR1913043.50120__1.50120	165179__D1PCL6__DXB80_13435
ERR1913043.50492__1.50492	69974__A0A090FEL8__MPL3365_630008
ERR1913043.50502__1.50502	204516__U6R9V8__HMPREF1534_03108
ERR1913043.50565__1.50565	69974__A0A090FEL8__MPL3365_630008
ERR1913043.50617__1.50617	1262924__R7HKX0__BN585_01279
ERR1913043.50708__1.50708	626933__H1DGX0__HMPREF9449_01506
ERR1913043.50790__1.50790	165179__D1PCL6__DXB80_13435
ERR1913043.50839__1.50839	69974__A0A090FEL8__MPL3365_630008
ERR1913043.50910__1.50910	39491__A0A395UWA3__DXB69_11805
ERR1913043.50919__1.50919	69974__A0A090FEL8__MPL3365_630008
ERR1913043.51121__1.51121	310298__B3JNG7__BACCOP_03480
ERR1913043.51137__1.51137	1262924__R7HQB7__BN585_02057
ERR1913043.51157__1.51157	820__R9I2U8__DXC68_09590
ERR1913043.51321__1.51321	853__A0A173YYY4__DWZ04_09420
ERR1913043.51498__1.51498	821__A0A174JYD3__ERS852457_02610
ERR1913043.51535__1.51535	338188__A0A174EU88__BACFIN_08820
ERR1913043.51544__1.51544	165179__A0A3E5EB26__CFT61_02800
ERR1913043.51682__1.51682	371601__D7K8P3__SAMN05216250_10395
ERR1913043.51727__1.51727	47678__R5UET0__BACCAC_02656
ERR1913043.51748__1.51748	69974__A0A090FEL8__MPL3365_630008
ERR1913043.51789__1.51789	39491__A0A395V0H6__ERS852580_02570
ERR1913043.51894__1.51894	165179__A0A3E5AHY4__CFT61_07675
ERR1913043.51971__1.51971	165179__A0A3E5EA43__DXC61_07775
ERR1913043.52003__1.52003	39491__A0A396FMF1__EUR_28700
ERR1913043.52110__1.52110	487173__H1D1P4__HMPREF9453_01532
ERR1913043.52124__1.52124	69974__A0A090FEL8__MPL3365_630008
ERR1913043.52125__1.52125	28117__B0MU57__ALIPUT_00175
ERR1913043.52227__1.52227	626933__H1DGX0__HMPREF9449_01506
ERR1913043.52301__1.52301	47678__R5UER2__CGC64_00710
ERR1913043.52306__1.52306	1262924__R7HQX0__BN585_00307
ERR1913043.52309__1.52309	204516__U6RF58__HMPREF1534_02095
ERR1913043.52318__1.52318	40518__R5E5I9__yvhJ_2
ERR1913043.52407__1.52407	39488__C0EUG1__DXD91_05025
ERR1913043.52554__1.52554	301301__A0A395V4S5__RHOM_15770
ERR1913043.52596__1.52596	40518__R5DU38__DXD83_06770
ERR1913043.52575__1.52575	165179__A0A174IPI3__CFT61_10940
ERR1913043.52623__1.52623	69974__A0A090FEL8__MPL3365_630008
ERR1913043.52706__1.52706	69974__A0A090FEL8__MPL3365_630008
ERR1913043.52714__1.52714	69974__A0A090FEL8__MPL3365_630008
ERR1913043.52832__1.52832	39491__A0A395ZGE4__ERS852497_01269
ERR1913043.52908__1.52908	69974__A0A090FEL8__MPL3365_630008
ERR1913043.52918__1.52918	47678__A5ZEA3__ERS852558_00257
ERR1913043.52978__1.52978	69974__A0A090FEL8__MPL3365_630008
ERR1913043.53123__1.53123	28117__R7JN92__BHV66_00550
ERR1913043.53238__1.53238	165179__A0A3E5A554__DXB80_13805
ERR1913043.53267__1.53267	853__A0A329UEG4__CHR60_00585
ERR1913043.53297__1.53297	40518__A0A1C6H844__DXD93_02510
ERR1913043.53362__1.53362	69974__A0A090FEL8__MPL3365_630008
ERR1913043.53374__1.53374	39491__D6E408__EUBREC_1466
ERR1913043.53445__1.53445	39485__A0A174YTX0__mro
ERR1913043.53462__1.53462	69974__A0A090FEL8__MPL3365_630008
ERR1913043.53489__1.53489	88431__A6BDR0__DXB16_07995
ERR1913043.53586__1.53586	626933__H1DGX0__HMPREF9449_01506
ERR1913043.53657__1.53657	1262924__R7HPS8__BN585_00646
ERR1913043.53762__1.53762	39485__A0A174ZBJ8__speA_2
ERR1913043.53992__1.53992	39491__A0A396FJJ9__DXB76_11995
ERR1913043.54033__1.54033	69974__A0A090FEL8__MPL3365_630008
ERR1913043.54059__1.54059	69974__A0A090FEL8__MPL3365_630008
ERR1913043.54411__1.54411	487173__H1D020__HMPREF9453_00958
ERR1913043.54361__1.54361	1262992__R5CZ75__BN795_01422
ERR1913043.54423__1.54423	69974__A0A090FEL8__MPL3365_630008
ERR1913043.54523__1.54523	100884__E7G626__DXB26_02605
ERR1913043.54575__1.54575	820__A0A3E4W4W5__ERS852554_02179
ERR1913043.54576__1.54576	165179__A0A229I1J2__DXB80_03950
ERR1913043.54726__1.54726	310298__B3JGJ2__BACCOP_00994
ERR1913043.54797__1.54797	626933__H1DGX0__HMPREF9449_01506
ERR1913043.54832__1.54832	853__A0A173T751__C4N24_10280
ERR1913043.54894__1.54894	28117__B0MTS2__ALIPUT_00159
ERR1913043.54889__1.54889	69974__A0A090FEL8__MPL3365_630008
ERR1913043.54922__1.54922	310298__B3JH76__BACCOP_01230
ERR1913043.54924__1.54924	853__A0A2A7B1Y7__C7K05_11930
ERR1913043.55033__1.55033	69974__A0A090FEL8__MPL3365_630008
ERR1913043.55089__1.55089	204516__U6RSX5__HMPREF1534_00314
ERR1913043.55165__1.55165	310298__B3JJ24__BACCOP_01886
ERR1913043.55184__1.55184	821__A0A174NVL6__NCTC10583_01782
ERR1913043.55302__1.55302	165179__A0A3E5AGH1__DXB80_05820
ERR1913043.55326__1.55326	69974__A0A090FEL8__MPL3365_630008
ERR1913043.55476__1.55476	204516__U6R9V8__HMPREF1534_03108
