ERR1913203.14__1.14	239935__A0A2N8IEP3__CXT84_03735
ERR1913203.41394__1.41394	821__A0A174V2F3__NCTC10583_01474
ERR1913203.41439__1.41439	649756__E5VJU7__ERS852425_01321
ERR1913203.41867__1.41867	214856__A0A174ZLW6__ERS852559_01424
ERR1913203.41969__1.41969	214856__A0A175A6T5__ERS852447_02658
ERR1913203.42015__1.42015	214856__R5UN64__ERS852447_02669
ERR1913203.42123__1.42123	214856__R5UN64__ERS852447_02669
ERR1913203.42124__1.42124	301302__R5UUM8__ganB_1
ERR1913203.42198__1.42198	214856__I3YMN6__Alfi_1938
ERR1913203.42444__1.42444	410072__A0A173YNZ0__ERS852481_00766
ERR1913203.42438__1.42438	410072__A0A174EHQ6__ERS852481_02629
ERR1913203.42478__1.42478	214856__I3YPP3__Alfi_2701
ERR1913203.42585__1.42585	214856__R6Y7P0__ERS852447_00307
ERR1913203.42630__1.42630	214856__I3YMC8__ERS852447_02666
ERR1913203.42649__1.42649	818__A0A139K9H8__C5Z03_23905
ERR1913203.42945__1.42945	214856__I3YPP3__Alfi_2701
ERR1913203.43140__1.43140	239935__A0A2N8HEH9__CXU07_11710
ERR1913203.43292__1.43292	1262882__R5MEW7__BN519_00010
ERR1913203.43431__1.43431	328814__GCA_004558275.1_00990
ERR1913203.43434__1.43434	214856__I3YMN6__Alfi_1938
ERR1913203.43465__1.43465	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913203.43535__1.43535	1262882__R5MMY3__BN519_00724
ERR1913203.43697__1.43697	1262882__R5N2U9__BN519_01221
ERR1913203.43771__1.43771	1501391__GCA_000786575.1_00040
ERR1913203.44120__1.44120	1262882__R5MND9__BN519_00831
ERR1913203.44175__1.44175	39492__D4JUR4__ERS852540_01427
ERR1913203.44256__1.44256	214856__R6Y0B9__ERS852559_00164
ERR1913203.44219__1.44219	818__A0A0P0F2P7__BT_1771
ERR1913203.44302__1.44302	301302__R5UHX5__M72_14301
ERR1913203.44371__1.44371	214856__I3YPP0__ERS852447_01388
ERR1913203.44375__1.44375	239935__A0A2N8IRL2__CXU06_01170
ERR1913203.44464__1.44464	853__A0A173YYY4__DWZ04_09420
ERR1913203.44495__1.44495	239935__R6IZT7__CXU18_11710
ERR1913203.44520__1.44520	214856__I3YPN5__Alfi_2693
ERR1913203.44692__1.44692	1262882__R5MM25__BN519_00600
ERR1913203.44869__1.44869	1262882__R5MF43__BN519_00282
ERR1913203.44975__1.44975	239935__A0A2N8HUU6__CXT90_06150
ERR1913203.45006__1.45006	239935__A0A139TMZ5__CXU00_03150
ERR1913203.45030__1.45030	214856__I3YPP9__Alfi_2707
ERR1913203.45120__1.45120	214856__I3YPN5__Alfi_2693
ERR1913203.45405__1.45405	214856__I3YPR2__Alfi_2720
ERR1913203.45524__1.45524	214856__I3YK71__ERS852559_02472
ERR1913203.45646__1.45646	821__A0A0P0L952__M097_4235
ERR1913203.45826__1.45826	1262882__R5N0J9__BN519_00773
ERR1913203.45972__1.45972	214856__A0A174AYS4__ERS852447_01192
ERR1913203.45979__1.45979	301302__R5UVE7__ERS852420_01292
ERR1913203.46072__1.46072	1965576__A0A1Y4L5T5__B5F19_13710
ERR1913203.46304__1.46304	214856__R6Y8K1__ERS852447_02509
ERR1913203.46408__1.46408	214856__R6YD52__ERS852447_02171
ERR1913203.46858__1.46858	239935__A0A139TQT9__Amuc_1197
ERR1913203.47055__1.47055	301302__R5USI9__prsA3
ERR1913203.47297__1.47297	239935__A0A2N8HUU6__CXT90_06150
ERR1913203.47384__1.47384	214856__R6XS46__ERS852559_00812
ERR1913203.47528__1.47528	214856__A0A173W3Y5__ERS852559_02032
ERR1913203.47700__1.47700	214856__R6XKW1__ERS852559_01141
ERR1913203.48020__1.48020	214856__R6XKT4__ERS852559_01719
ERR1913203.48047__1.48047	239935__A0A2N8IUW6__Amuc_1525
ERR1913203.48136__1.48136	1262882__R5N3T7__BN519_01188
ERR1913203.48142__1.48142	214856__I3YPI7__pepD_1
ERR1913203.48229__1.48229	239935__A0A2N8HB50__CXU17_02615
ERR1913203.48276__1.48276	214856__R6Z288__ERS852447_00734
ERR1913203.48284__1.48284	487174__K0XA48__DDY40_03955
ERR1913203.48402__1.48402	328814__GCA_004558275.1_00076
ERR1913203.48464__1.48464	1262882__R5MGX3__BN519_00046
ERR1913203.48503__1.48503	487174__K0WYG8__HMPREF9448_01522
ERR1913203.48633__1.48633	47678__R5U8D1__CGC64_17595
ERR1913203.48718__1.48718	818__A0A3E5HN77__HMPREF2534_00072
ERR1913203.48792__1.48792	214856__A0A173YXX1__ERS852559_01651
ERR1913203.48794__1.48794	1262882__R5N1T9__BN519_00804
ERR1913203.48905__1.48905	1262882__R5MJ49__BN519_01124
ERR1913203.48994__1.48994	214856__R6Z4Q8__ERS852447_00885
ERR1913203.49412__1.49412	239935__A0A2N8J1K0__CXT97_05765
ERR1913203.49467__1.49467	292800__A0A174VL30__A4U99_16555
ERR1913203.49880__1.49880	1262882__R5MZF2__BN519_00592
ERR1913203.49991__1.49991	1262882__R5MZ58__BN519_00525
ERR1913203.50277__1.50277	214856__I3YPP0__ERS852447_01388
ERR1913203.50556__1.50556	214856__R6XS02__ERS852447_01685
ERR1913203.50747__1.50747	214856__R6XUN2__rcsC_1
ERR1913203.50684__1.50684	239935__A0A2N8HT44__CXT84_11035
ERR1913203.50767__1.50767	214856__R6YC22__ERS852447_01215
ERR1913203.51030__1.51030	214856__A0A174C683__ERS852559_00523
ERR1913203.51074__1.51074	487174__R5EUJ8__DDY40_00460
ERR1913203.51456__1.51456	214856__R6YC22__ERS852447_01215
ERR1913203.51467__1.51467	1262882__R5MK82__BN519_00260
ERR1913203.51505__1.51505	1262882__R5MYX5__BN519_00333
ERR1913203.51561__1.51561	487174__K0XDZ0__HMPREF9448_02863
ERR1913203.51597__1.51597	239935__A0A2N8IIB9__CXU04_01970
ERR1913203.51819__1.51819	1262882__R5N1T9__BN519_00804
ERR1913203.51838__1.51838	487174__K0WY34__DDY40_07435
ERR1913203.51890__1.51890	28118__R6F9B8__Odosp_3480
ERR1913203.52051__1.52051	487174__K0X789__DIT83_10440
ERR1913203.51948__1.51948	214856__A0A175A6T5__ERS852447_02658
ERR1913203.52195__1.52195	214856__R6YD52__ERS852447_02171
ERR1913203.52242__1.52242	487174__R5G1E8__DIT83_00510
ERR1913203.52569__1.52569	1501391__GCA_000786575.1_00057
ERR1913203.52603__1.52603	214856__R6XS46__ERS852559_00812
ERR1913203.52743__1.52743	214856__A0A174ZLW6__ERS852559_01424
ERR1913203.52725__1.52725	214856__A0A174ZED5__ERS852559_00591
ERR1913203.52806__1.52806	74426__rpoB
ERR1913203.52827__1.52827	487174__K0X347__DIT83_07775
ERR1913203.52901__1.52901	1501391__GCA_000786575.1_00009
ERR1913203.52929__1.52929	1965576__A0A1Y4LJU5__B5F19_05340
ERR1913203.52998__1.52998	216816__A0A2N0SME6__BLIF_1881
ERR1913203.53061__1.53061	1262882__R5N5S3__BN519_00085
ERR1913203.53171__1.53171	214856__A0A174CRY5__ERS852559_01060
ERR1913203.53282__1.53282	1262882__R5N1T9__BN519_00804
ERR1913203.53363__1.53363	214856__R6Y2Y4__ERS852447_01086
ERR1913203.53366__1.53366	1262882__R5MGX3__BN519_00046
ERR1913203.53367__1.53367	214856__R6YC22__ERS852447_01215
ERR1913203.53575__1.53575	214856__I3YPI7__pepD_1
ERR1913203.53851__1.53851	239935__A0A139TPU7__CXT91_06575
ERR1913203.53906__1.53906	1262882__R5MY46__BN519_00355
ERR1913203.53969__1.53969	1262882__R5MF58__BN519_00393
ERR1913203.54056__1.54056	214856__R6Y2Y4__ERS852447_01086
ERR1913203.54088__1.54088	239935__A0A2N8IKW7__pstA
ERR1913203.54439__1.54439	189722__E0NQU7__HMPREF0658_0548
ERR1913203.54506__1.54506	1262882__R5MSX6__BN519_01697
ERR1913203.54671__1.54671	214856__I3YPQ3__Alfi_2711
ERR1913203.54718__1.54718	357276__B6W1J2__BACDOR_03380
ERR1913203.54707__1.54707	1262882__R5MFM2__BN519_00460
ERR1913203.54797__1.54797	239935__A0A2N8I9N0__CXT97_09915
ERR1913203.54915__1.54915	214856__R5UN64__ERS852447_02669
ERR1913203.54871__1.54871	818__A0A1H7S810__BJP75_003270
ERR1913203.55088__1.55088	214856__R6YC22__ERS852447_01215
ERR1913203.55093__1.55093	214856__I3YMN6__Alfi_1938
ERR1913203.55159__1.55159	214856__I3YMN6__Alfi_1938
ERR1913203.55172__1.55172	487174__K0WT60__DDY40_05170
ERR1913203.55663__1.55663	214856__R6Y6H8__ERS852447_01719
ERR1913203.55806__1.55806	1262882__R5N349__BN519_01037
ERR1913203.56104__1.56104	214856__A0A174CRY5__ERS852559_01060
ERR1913203.56114__1.56114	214856__A0A174CRY5__ERS852559_01060
ERR1913203.56298__1.56298	214856__A0A175A6T5__ERS852447_02658
ERR1913203.56342__1.56342	214856__R6Y9P5__ERS852559_01811
ERR1913203.56605__1.56605	1262882__R5MIC9__BN519_00834
ERR1913203.56757__1.56757	239935__A0A2N8I3G2__CXT89_00720
ERR1913203.56808__1.56808	1262882__R5N2U9__BN519_01221
ERR1913203.56875__1.56875	214856__R6Z5D0__resA_4
ERR1913203.56852__1.56852	214856__R6XS46__ERS852559_00812
ERR1913203.56979__1.56979	487174__K0XA68__DDY40_04135
ERR1913203.57000__1.57000	39488__A0A174JUI0__EUBHAL_01212
ERR1913203.57045__1.57045	2022527__A0A264Y5D1__CHL74_11220
ERR1913203.57123__1.57123	818__A0A173T914__ERS852430_01841
ERR1913203.57130__1.57130	214856__R6Z7Q9__ERS852447_02172
ERR1913203.57229__1.57229	1262882__R5MKW1__BN519_00390
ERR1913203.57185__1.57185	1262882__R5MT42__BN519_01729
ERR1913203.57188__1.57188	214856__I3YPR6__Alfi_2724
ERR1913203.57289__1.57289	1160721__W0U7T4__BHW50_09645
ERR1913203.57290__1.57290	47678__R5U9X5__BACCAC_01339
ERR1913203.57340__1.57340	47678__R5U7P3__DXB67_08985
ERR1913203.57397__1.57397	214856__I3YPQ4__Alfi_2712
ERR1913203.57400__1.57400	214856__R5UN64__ERS852447_02669
ERR1913203.57401__1.57401	291645__I8WZT8__HMPREF1068_04327
ERR1913203.57385__1.57385	214856__I3YMC8__ERS852447_02666
ERR1913203.57500__1.57500	47678__R5UGX6__CGC64_16275
ERR1913203.57582__1.57582	1262882__R5N3T7__BN519_01188
ERR1913203.57650__1.57650	214856__R6XTZ7__ERS852447_02314
ERR1913203.57661__1.57661	410072__A0A173WM89__DXD67_03705
ERR1913203.57663__1.57663	821__A0A0P0LFP6__C5Z04_13890
ERR1913203.57621__1.57621	39491__A0A396FUZ3__phoR_1
ERR1913203.57932__1.57932	214856__R6Z5D0__resA_4
ERR1913203.58010__1.58010	1262882__R5MIC9__BN519_00834
ERR1913203.58032__1.58032	39491__A0A395V297__EUR_01010
ERR1913203.57856__1.57856	239935__A0A2N8IMD6__CXU03_05585
ERR1913203.57866__1.57866	214856__R6Y9P5__ERS852559_01811
ERR1913203.58140__1.58140	214856__I3YPP9__Alfi_2707
ERR1913203.58154__1.58154	487174__K0X353__DIT83_07800
ERR1913203.58297__1.58297	214856__R6Z288__ERS852447_00734
ERR1913203.58750__1.58750	214856__A0A174EJT5__mnmA
ERR1913203.58760__1.58760	214856__R6Y7P0__ERS852447_00307
ERR1913203.58795__1.58795	214856__R6Y6H8__ERS852447_01719
ERR1913203.58696__1.58696	214856__R6YD52__ERS852447_02171
ERR1913203.58898__1.58898	818__R7KVH8__SAMN02910322_00597
ERR1913203.58959__1.58959	1965576__A0A1Y4L7P3__B5F19_14785
ERR1913203.58869__1.58869	818__A0A139KDW2__HMPREF2534_02537
ERR1913203.58987__1.58987	239935__A0A139TMG9__CXU07_10650
ERR1913203.59077__1.59077	1263005__R6EU62__BN497_00984
ERR1913203.59132__1.59132	1262882__R5MF58__BN519_00393
ERR1913203.59508__1.59508	239935__A0A2N8HZW2__A4V05_11120
ERR1913203.59593__1.59593	214856__R6Z5D0__resA_4
ERR1913203.59676__1.59676	301302__R5VFU2__xynA1
ERR1913203.59691__1.59691	214856__R6XKW1__ERS852559_01141
ERR1913203.59669__1.59669	214856__I3YPP3__Alfi_2701
ERR1913203.60101__1.60101	487174__K0WTW4__DDY40_12630
ERR1913203.60184__1.60184	214856__R6Z186__ERS852447_00718
ERR1913203.60405__1.60405	626932__G5H7W1__HMPREF9450_00764
ERR1913203.60550__1.60550	214856__R6Z7Q9__ERS852447_02172
ERR1913203.60576__1.60576	410072__C0B9A1__COPCOM_01727
ERR1913203.60739__1.60739	1262882__R5N5J6__BN519_01504
ERR1913203.61006__1.61006	189722__E0NQU7__HMPREF0658_0548
ERR1913203.61360__1.61360	1262911__R6GS52__BN557_00834
ERR1913203.61399__1.61399	1262882__R5N0Q5__BN519_00642
ERR1913203.61546__1.61546	214856__R6XTZ7__ERS852447_02314
ERR1913203.61788__1.61788	214856__I3YMN6__Alfi_1938
ERR1913203.61800__1.61800	410072__A0A174J5N8__sbcC
ERR1913203.61854__1.61854	214856__R6Y7P0__ERS852447_00307
ERR1913203.62052__1.62052	301302__A0A173T010__M72_26571
ERR1913203.62583__1.62583	239935__A0A2N8HHY4__DEF40_10850
ERR1913203.62736__1.62736	214856__I3YPP9__Alfi_2707
ERR1913203.62719__1.62719	214856__I3YMN6__Alfi_1938
ERR1913203.63144__1.63144	328813__A0A1Y3QZ64__B5G41_14235
ERR1913203.63268__1.63268	214856__I3YPP0__ERS852447_01388
ERR1913203.63286__1.63286	328814__GCA_004558275.1_00987
ERR1913203.63322__1.63322	1262882__R5N0J9__BN519_00773
ERR1913203.63353__1.63353	214856__I3YMC8__ERS852447_02666
ERR1913203.63504__1.63504	214856__I3YMC8__ERS852447_02666
ERR1913203.63644__1.63644	487174__K0WRZ5__HMPREF9448_02826
ERR1913203.63831__1.63831	821__A0A174WBC9__ERS852556_03145
ERR1913203.64148__1.64148	301302__A0A0M6WIX9__ERS852420_01972
ERR1913203.64416__1.64416	1262911__R6GZ01__BN557_00641
ERR1913203.64474__1.64474	214856__R5UN64__ERS852447_02669
ERR1913203.64485__1.64485	214856__R6XKT4__ERS852559_01719
ERR1913203.65162__1.65162	214856__R6Z320__ERS852447_02148
ERR1913203.65214__1.65214	1262882__R5N5D7__BN519_01676
ERR1913203.65334__1.65334	552398__T5RKT4__HMPREF0866_04531
ERR1913203.65472__1.65472	214856__R6XS46__ERS852559_00812
ERR1913203.65488__1.65488	214856__R6Z7Q9__ERS852447_02172
ERR1913203.65536__1.65536	1262882__R5N5S3__BN519_00085
ERR1913203.65554__1.65554	239935__A0A2N8I9N0__CXT97_09915
ERR1913203.65560__1.65560	214856__I3YPP3__Alfi_2701
ERR1913203.66049__1.66049	214856__R6XYY8__ERS852447_01722
ERR1913203.66188__1.66188	487174__K0X1V7__DIT83_03020
ERR1913203.66271__1.66271	1262882__R5MMZ6__BN519_00737
ERR1913203.66289__1.66289	214856__R6XNE7__ERS852447_02267
ERR1913203.66338__1.66338	214856__I3YPQ0__ERS852447_01379
ERR1913203.66348__1.66348	1235835__R9LCU2__C814_02677
ERR1913203.66383__1.66383	328813__A0A1Y3QQ66__B5G41_14240
ERR1913203.66446__1.66446	214856__R6Z4Q8__ERS852447_00885
ERR1913203.66576__1.66576	1262882__A0A356PSJ4__BN519_01180
ERR1913203.66644__1.66644	214856__A0A173ZUI6__ERS852447_00955
ERR1913203.66649__1.66649	1501391__GCA_000786575.1_00103
ERR1913203.66679__1.66679	1897011__A0A1Q6RFA6__BHW41_03080
ERR1913203.66691__1.66691	214856__I3YMB7__Alfi_1811
ERR1913203.66700__1.66700	214856__I3YPP0__ERS852447_01388
ERR1913203.66835__1.66835	214856__A0A173YXX1__ERS852559_01651
ERR1913203.66931__1.66931	214856__I3YPP0__ERS852447_01388
ERR1913203.66987__1.66987	214856__R6Z288__ERS852447_00734
ERR1913203.67021__1.67021	214856__R6Y2Y4__ERS852447_01086
ERR1913203.67045__1.67045	301302__R5VBR7__phoR_11
ERR1913203.67063__1.67063	1262882__R5MJZ7__BN519_01272
ERR1913203.67151__1.67151	1501391__GCA_000786575.1_00097
ERR1913203.67198__1.67198	1262882__R5MY46__BN519_00355
ERR1913203.67255__1.67255	1262911__R6HIJ8__BN557_01742
ERR1913203.67326__1.67326	47678__R5U2X1__ERS852494_00033
ERR1913203.67740__1.67740	1262882__R5N0M6__BN519_00794
ERR1913203.67805__1.67805	214856__I3YPQ3__Alfi_2711
ERR1913203.67938__1.67938	214856__I3YPP3__Alfi_2701
ERR1913203.67987__1.67987	1501391__GCA_000786575.1_00055
ERR1913203.68038__1.68038	291645__I8WZT8__HMPREF1068_04327
ERR1913203.68091__1.68091	214856__I3YMC8__ERS852447_02666
ERR1913203.68066__1.68066	487174__K0X3H8__HMPREF9448_02822
ERR1913203.68177__1.68177	239935__A0A139TPD8__CXU12_11015
ERR1913203.68263__1.68263	1501391__GCA_000786575.1_00108
ERR1913203.68304__1.68304	214856__R5UN64__ERS852447_02669
ERR1913203.68280__1.68280	1501391__GCA_000786575.1_00029
ERR1913203.68467__1.68467	1262882__R5N4P6__BN519_01346
ERR1913203.68645__1.68645	818__A0A3E5HN77__HMPREF2534_00072
ERR1913203.68697__1.68697	1262882__R5MZZ3__BN519_00482
ERR1913203.68723__1.68723	214856__R6Z590__ERS852447_01059
ERR1913203.68803__1.68803	214856__I3YPN9__ERS852447_01389
ERR1913203.68883__1.68883	1501391__GCA_000786575.1_00103
ERR1913203.68945__1.68945	214856__R6Z4Q8__ERS852447_00885
ERR1913203.69251__1.69251	487174__K0WV13__DIT83_10890
ERR1913203.69283__1.69283	214856__I3YPP3__Alfi_2701
ERR1913203.69359__1.69359	1262882__R5N1Z9__BN519_01020
ERR1913203.69381__1.69381	214856__I3YPN5__Alfi_2693
ERR1913203.69387__1.69387	214856__R6Y6H8__ERS852447_01719
ERR1913203.69497__1.69497	384638__B7APR0__BACPEC_00666
ERR1913203.69723__1.69723	1262882__R5MKV8__BN519_01281
ERR1913203.69734__1.69734	239935__A0A139TPD4__CXT86_06450
ERR1913203.69859__1.69859	1501391__GCA_000786575.1_00091
ERR1913203.69949__1.69949	214856__R6XP73__ERS852447_00886
ERR1913203.69995__1.69995	214856__R5UN64__ERS852447_02669
ERR1913203.69974__1.69974	214856__I3YPP9__Alfi_2707
ERR1913203.70176__1.70176	28118__F9ZBW3__Odosp_3541
ERR1913203.70184__1.70184	214856__R6XTZ7__ERS852447_02314
ERR1913203.70250__1.70250	28116__A7LS06__HMPREF2532_04668
ERR1913203.70297__1.70297	214856__R6XKW1__ERS852559_01141
ERR1913203.70275__1.70275	214856__R6XNE7__ERS852447_02267
ERR1913203.70517__1.70517	487174__K0WV96__HMPREF9448_01901
ERR1913203.70525__1.70525	487174__K0XM88__DDY40_02935
ERR1913203.70571__1.70571	214856__R6XQX8__ERS852559_02550
ERR1913203.70783__1.70783	1262882__R5MKV8__BN519_01281
ERR1913203.70796__1.70796	214856__I3YPR2__Alfi_2720
ERR1913203.70826__1.70826	214856__A0A174EQR4__rsmA
ERR1913203.70867__1.70867	214856__I3YPN0__ERS852447_01398
ERR1913203.70907__1.70907	1501391__GCA_000786575.1_00151
ERR1913203.71271__1.71271	214856__A0A174CRY5__ERS852559_01060
ERR1913203.71277__1.71277	487174__K0WYG8__HMPREF9448_01522
ERR1913203.71316__1.71316	214856__I3YMC8__ERS852447_02666
ERR1913203.71439__1.71439	487174__K0WYI1__DDY40_08675
ERR1913203.71384__1.71384	214856__R6Y6H8__ERS852447_01719
ERR1913203.71466__1.71466	1262882__R5MRS7__BN519_01490
ERR1913203.71576__1.71576	214856__R6XUN2__rcsC_1
ERR1913203.71657__1.71657	487174__K0XLV6__DIT83_00940
ERR1913203.71796__1.71796	1262882__R5MQW1__BN519_01295
ERR1913203.71768__1.71768	1501391__GCA_000786575.1_00031
ERR1913203.71846__1.71846	214856__I3YPQ0__ERS852447_01379
ERR1913203.71823__1.71823	214856__A0A174FW22__ERS852447_02437
ERR1913203.71949__1.71949	214856__R5UN64__ERS852447_02669
ERR1913203.71950__1.71950	214856__I3YPP9__Alfi_2707
ERR1913203.72045__1.72045	214856__R6XTZ7__ERS852447_02314
ERR1913203.72416__1.72416	1262882__A0A356PSJ4__BN519_01180
ERR1913203.72471__1.72471	1160721__R6SZN5__BHW50_07705
ERR1913203.72541__1.72541	818__Q8A5L6__BT_2223
ERR1913203.72627__1.72627	1262882__R5MEK3__BN519_00296
ERR1913203.72703__1.72703	214856__R6Z590__ERS852447_01059
ERR1913203.72877__1.72877	1262882__R5MK03__BN519_01277
ERR1913203.73308__1.73308	214856__R6XUN2__rcsC_1
ERR1913203.73583__1.73583	214856__R6Y2Y4__ERS852447_01086
ERR1913203.73680__1.73680	1262882__R5N349__BN519_01037
ERR1913203.73767__1.73767	214856__R5UN64__ERS852447_02669
ERR1913203.74172__1.74172	1501391__GCA_000786575.1_00068
ERR1913203.74189__1.74189	239935__A0A2N8I6R6__CXU04_04335
ERR1913203.74256__1.74256	552398__F4XHU2__HMPREF0866_03196
ERR1913203.74464__1.74464	214856__R6Z320__ERS852447_02148
ERR1913203.74519__1.74519	214856__I3YPR5__ERS852447_01364
ERR1913203.74608__1.74608	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913203.74808__1.74808	239935__A0A2N8HSC0__CXU06_05505
ERR1913203.74892__1.74892	214856__I3YMC8__ERS852447_02666
ERR1913203.74931__1.74931	28117__B0MTY2__BHV66_06485
ERR1913203.74945__1.74945	1262882__R5MYX5__BN519_00333
ERR1913203.75030__1.75030	214856__R6Z5D0__resA_4
ERR1913203.75069__1.75069	239935__A0A139TMZ5__CXU00_03150
ERR1913203.75326__1.75326	1262882__R5MLA4__BN519_01536
ERR1913203.75648__1.75648	214856__R6XS46__ERS852559_00812
ERR1913203.75726__1.75726	214856__I3YMN6__Alfi_1938
ERR1913203.75771__1.75771	1262744__R6FST0__BN744_00381
ERR1913203.75822__1.75822	214856__I3YPN0__ERS852447_01398
ERR1913203.75840__1.75840	214856__R6Z186__ERS852447_00718
ERR1913203.76079__1.76079	487174__K0WT65__HMPREF9448_02407
ERR1913203.76389__1.76389	47678__R5UV30__C5Z00_12615
ERR1913203.76398__1.76398	239935__A0A2N8J1K0__CXT97_05765
ERR1913203.76537__1.76537	214856__R6XQX8__ERS852559_02550
ERR1913203.76625__1.76625	239935__A0A2N8HL50__CXT98_09135
ERR1913203.76654__1.76654	487174__K0X9T7__HMPREF9448_00996
ERR1913203.76663__1.76663	39488__R6GWX1__EUBHAL_01710
ERR1913203.76776__1.76776	214856__I3YPQ4__Alfi_2712
ERR1913203.76950__1.76950	487174__K0X0F6__HMPREF9448_01444
ERR1913203.76960__1.76960	214856__R6Z590__ERS852447_01059
ERR1913203.77003__1.77003	214856__R6XQX8__ERS852559_02550
ERR1913203.77023__1.77023	214856__I3YPI7__pepD_1
ERR1913203.77079__1.77079	239935__R7E524__CXT91_06180
ERR1913203.77158__1.77158	214856__A0A173W3Y5__ERS852559_02032
ERR1913203.77478__1.77478	301302__A0A173T010__M72_26571
ERR1913203.77729__1.77729	214856__R6YD52__ERS852447_02171
ERR1913203.77829__1.77829	214856__R6XNE7__ERS852447_02267
ERR1913203.77855__1.77855	165179__R6C5D6__PREVCOP_04658
ERR1913203.78206__1.78206	214856__A0A173YDP1__ERS852559_00120
ERR1913203.78207__1.78207	1965576__A0A1Y4LG23__B5F19_12685
ERR1913203.78190__1.78190	214856__I3YPQ4__Alfi_2712
ERR1913203.78550__1.78550	239935__A0A2N8INZ4__CXU08_03560
ERR1913203.78664__1.78664	214856__R6Y7P0__ERS852447_00307
ERR1913203.78818__1.78818	214856__I3YPP2__Alfi_2700
ERR1913203.78918__1.78918	818__A0A174Q773__SAMN02910322_03683
ERR1913203.79161__1.79161	487174__K0XF08__DDY40_09050
ERR1913203.79138__1.79138	214856__R6Z288__ERS852447_00734
ERR1913203.79256__1.79256	214856__A0A174EJT5__mnmA
ERR1913203.79524__1.79524	1501391__GCA_000786575.1_00115
ERR1913203.79718__1.79718	1262882__R5N4I8__BN519_01293
ERR1913203.79834__1.79834	301302__A0A173RJJ7__ERS852420_00620
ERR1913203.79745__1.79745	214856__I3YPN9__ERS852447_01389
ERR1913203.80016__1.80016	214856__I3YPN5__Alfi_2693
ERR1913203.80093__1.80093	214856__I3YPP3__Alfi_2701
ERR1913203.80232__1.80232	214856__I3YPQ3__Alfi_2711
ERR1913203.80239__1.80239	1262882__R5MYX5__BN519_00333
ERR1913203.80286__1.80286	214856__A0A174EJT5__mnmA
ERR1913203.80802__1.80802	214856__I3YPQ8__ERS852447_01371
ERR1913203.80773__1.80773	1262882__R5MIY9__BN519_01097
ERR1913203.80827__1.80827	214856__R6Y7P0__ERS852447_00307
ERR1913203.80845__1.80845	1262882__R5N0F4__BN519_00593
ERR1913203.80949__1.80949	1262882__R5MND9__BN519_00831
ERR1913203.81160__1.81160	214856__I3YPP0__ERS852447_01388
ERR1913203.81234__1.81234	487174__K0WXI9__HMPREF9448_02340
ERR1913203.81436__1.81436	214856__R6XKT4__ERS852559_01719
ERR1913203.81495__1.81495	214856__A0A174ZLX0__ERS852559_00738
ERR1913203.81515__1.81515	1262882__R5MYI1__BN519_00416
ERR1913203.81581__1.81581	1262882__R5MEI8__BN519_00283
ERR1913203.81628__1.81628	239935__A0A2N8I694__CXU04_06245
ERR1913203.81681__1.81681	1501391__GCA_000786575.1_00154
ERR1913203.81894__1.81894	214856__I3YPP1__Alfi_2699
ERR1913203.81981__1.81981	1262882__R5N532__BN519_01420
ERR1913203.81982__1.81982	214856__E4MFP6__ERS852447_01708
ERR1913203.82197__1.82197	649756__L1QAJ9__DCR88_07895
ERR1913203.82185__1.82185	214856__I3YPN5__Alfi_2693
ERR1913203.82513__1.82513	47678__R5U9Z6__HMPREF1061_03205
ERR1913203.82499__1.82499	487174__K0XER9__DDY40_08885
ERR1913203.82616__1.82616	552398__F4XHJ4__HMPREF0866_03098
ERR1913203.82808__1.82808	214856__R6XKW1__ERS852559_01141
ERR1913203.82841__1.82841	47678__A5ZB44__C5Z00_17730
ERR1913203.82857__1.82857	39492__D4JQS7__ERS852540_01645
ERR1913203.82956__1.82956	214856__R6XS46__ERS852559_00812
ERR1913203.83002__1.83002	239935__A0A2N8I390__CXU16_10675
ERR1913203.83083__1.83083	1262882__R5MND9__BN519_00831
ERR1913203.83134__1.83134	1262882__R5N1T9__BN519_00804
ERR1913203.83452__1.83452	214856__R6Y2Y4__ERS852447_01086
ERR1913203.83499__1.83499	214856__R6Y2Y4__ERS852447_01086
