ERR1913220.32__1.32	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913220.40110__1.40110	357276__I9F327__DXD47_22495
ERR1913220.40258__1.40258	301302__A0A173T3P5__ERS852420_01836
ERR1913220.40336__1.40336	820__A7V049__DXB48_04755
ERR1913220.40458__1.40458	1262911__R6GPI7__BN557_00907
ERR1913220.40755__1.40755	446660__GCA_003428235.1_01223
ERR1913220.40869__1.40869	1262911__R6H1M1__BN557_00925
ERR1913220.41253__1.41253	46503__R6X8R7__PARMER_00141
ERR1913220.41338__1.41338	1263006__R6LR21__BN515_00462
ERR1913220.41638__1.41638	2173__A5ULL1__Msm_0884
ERR1913220.41970__1.41970	216816__V6XY04__APK78_02285
ERR1913220.42031__1.42031	562__A0A377AAV3__CDL32_10800
ERR1913220.42138__1.42138	820__A0A139KG04__ERS852459_01249
ERR1913220.42247__1.42247	820__I9TWZ7__DXC80_10550
ERR1913220.42401__1.42401	100886__E2NSF9__rpoB
ERR1913220.42578__1.42578	239935__A0A2N8HQR1__Amuc_0287
ERR1913220.42720__1.42720	823__A0A078SYK6__DXB14_02485
ERR1913220.42919__1.42919	820__A0A139KHX1__HMPREF2141_00289
ERR1913220.43003__1.43003	40518__R5DU92__DXD93_03170
ERR1913220.43107__1.43107	1263000__R5EXT3__BN466_02213
ERR1913220.43114__1.43114	28116__A7M019__HMPREF1070_01109
ERR1913220.43142__1.43142	1550024__A0A0D8J440__TQ39_00140
ERR1913220.43402__1.43402	820__A0A139K9Q2__DXD40_08795
ERR1913220.43454__1.43454	1099853__U5CMJ0__NSB1T_01275
ERR1913220.43519__1.43519	39492__D4JWY5__rpe
ERR1913220.43593__1.43593	239935__R6JCH3__CXT95_08205
ERR1913220.43722__1.43722	1263006__R6LN84__BN515_01543
ERR1913220.43710__1.43710	357276__A0A076ISJ4__B5F95_19420
ERR1913220.43712__1.43712	1262911__R6GPA9__BN557_00286
ERR1913220.43945__1.43945	301302__R5ULQ3__ERS852420_02626
ERR1913220.43979__1.43979	1262911__R6GPM2__BN557_00937
ERR1913220.43995__1.43995	1550024__A0A3B9WIA4__TQ39_14495
ERR1913220.44072__1.44072	40518__R5E426__DXD93_04485
ERR1913220.44328__1.44328	357276__A0A076IS73__GV66_00410
ERR1913220.44510__1.44510	1624__A0A385XMD2__BUE87_00105
ERR1913220.44615__1.44615	1263006__R6LPZ5__BN515_02090
ERR1913220.44675__1.44675	39488__C0EY66__prkC_1
ERR1913220.44814__1.44814	671232__F5U0A1__C6A26_01825
ERR1913220.44927__1.44927	1262882__R5MFY4__BN519_00529
ERR1913220.44983__1.44983	40518__R5E2R8__nnr_2
ERR1913220.44985__1.44985	1550024__A0A0D8IWE6__ASJ35_08175
ERR1913220.45016__1.45016	1262882__A0A356PSJ4__BN519_01180
ERR1913220.45064__1.45064	1550024__G9RZ99__TQ39_02720
ERR1913220.45117__1.45117	1262911__R6GW73__BN557_00128
ERR1913220.45128__1.45128	1681__K2IQY4__RY70_39
ERR1913220.45132__1.45132	1099853__G9S127__NSB1T_01845
ERR1913220.45088__1.45088	1550024__G9RPS1__TQ39_05000
ERR1913220.45103__1.45103	40518__R5E6K4__RB5AMG_02070
ERR1913220.45411__1.45411	116085__D4J6L8__DW747_08035
ERR1913220.45806__1.45806	74426__nrdD
ERR1913220.45879__1.45879	33040__A0A380L431__NCTC11063_00768
ERR1913220.46037__1.46037	1263109__GCA_000438135.1_00485
ERR1913220.46119__1.46119	47770__D5H268__CYJ77_02710
ERR1913220.46135__1.46135	1550024__A0A3B9WEL2__TQ39_11090
ERR1913220.46156__1.46156	820__A0A174P0L5__glcK_3
ERR1913220.46418__1.46418	100886__E2NVF2__CATMIT_02583
ERR1913220.46589__1.46589	357276__I8WPR6__EL88_06675
ERR1913220.46676__1.46676	100886__E2NW10__ERS852383_04483
ERR1913220.46868__1.46868	1777878__A0A139NGZ4__STRDD10_00481
ERR1913220.46872__1.46872	1680__A0A0B5BL52__ERS852382_00480
ERR1913220.46890__1.46890	1263006__R6LLP6__BN515_01041
ERR1913220.47191__1.47191	820__A0A139K5A6__DXB48_12175
ERR1913220.47240__1.47240	39488__R6GBC5__DXD91_06450
ERR1913220.47260__1.47260	357276__B6W1Y5__IY41_11405
ERR1913220.47458__1.47458	2173__A0A1D2WTN6__METSMIALI_01091
ERR1913220.47473__1.47473	610243__A0A060QJF7__ASAP_2763
ERR1913220.47638__1.47638	40518__R5DV66__DXD83_04215
ERR1913220.47875__1.47875	1550024__G9RZN9__ASJ35_05735
ERR1913220.47929__1.47929	246787__A0A0P0GG22__BACCELL_01899
ERR1913220.47933__1.47933	357276__I9FTR0__HMPREF1065_02861
ERR1913220.47942__1.47942	357276__A0A076IS73__GV66_00410
ERR1913220.48265__1.48265	820__A0A078S569__gmhB
ERR1913220.48276__1.48276	562__P0A9K7__AUQ29_19530
ERR1913220.48486__1.48486	649756__D4MZ64__ERS852425_00811
ERR1913220.48531__1.48531	357276__B6W5Q7__DXD47_13945
ERR1913220.48715__1.48715	820__A0A3E4VXP2__yesR
ERR1913220.48902__1.48902	820__A0A174CG08__DXB62_13215
ERR1913220.48891__1.48891	59310__A0A1C3SQZ0__SMA679_1824
ERR1913220.49045__1.49045	301302__R5UUM8__ganB_1
ERR1913220.49105__1.49105	1550024__G9RP69__ASJ35_11625
ERR1913220.49133__1.49133	823__A0A174U5E4__BDI_3390
ERR1913220.49148__1.49148	1263006__R6LV21__BN515_00171
ERR1913220.49234__1.49234	301302__R5V5V1__M72_08471
ERR1913220.49244__1.49244	357276__A0A076IS46__BACDOR_03265
ERR1913220.49318__1.49318	40518__R5DVR2__RBL236_00303
ERR1913220.49367__1.49367	1680__A0A0C2VBJ4__birA
ERR1913220.49576__1.49576	820__A0A174M9V5__M093_0237
ERR1913220.49609__1.49609	1262882__R5MIQ8__BN519_01036
ERR1913220.49619__1.49619	1681__A0A374QI45__RY70_1518
ERR1913220.49680__1.49680	239935__A0A2N8I5A2__DEF40_08455
ERR1913220.49747__1.49747	820__A0A174M9V5__M093_0237
ERR1913220.49858__1.49858	1550024__A0A3B9WIB6__TQ39_08435
ERR1913220.49879__1.49879	820__A0A3E4G493__ERS417307_00253
ERR1913220.49981__1.49981	239935__A0A2N8IMC9__CXU09_02095
ERR1913220.50110__1.50110	820__A0A396EWL3__ERS417307_03868
ERR1913220.50240__1.50240	39496__A5Z5I2__EUBVEN_00963
ERR1913220.50616__1.50616	2173__A0A1D2WXH6__METSMIALI_01616
ERR1913220.50689__1.50689	1318__I1ZP00__HMPREF9626_0325
ERR1913220.50780__1.50780	820__A0A139K4W5__HMPREF2141_02394
ERR1913220.51062__1.51062	357276__A0A076II57__GV66_07710
ERR1913220.51159__1.51159	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913220.51141__1.51141	820__A0A173YYG4__evgS_3
ERR1913220.51150__1.51150	820__A0A173YYG4__evgS_3
ERR1913220.51434__1.51434	301301__A0A395VG51__RHOM_05870
ERR1913220.51610__1.51610	1624__Q1WRR9__A8C45_02380
ERR1913220.51693__1.51693	671232__U2ZHU9__recF
ERR1913220.51715__1.51715	820__A0A174CG08__DXB62_13215
ERR1913220.51817__1.51817	626933__H1DGX0__HMPREF9449_01506
ERR1913220.51845__1.51845	357276__A0A076ISJ4__B5F95_19420
ERR1913220.51854__1.51854	357276__D1K3K9__EL88_23995
ERR1913220.51858__1.51858	1681__A0A286TBJ5__LMG13195_1856
ERR1913220.51929__1.51929	40518__R5DUU0__DXD93_03985
ERR1913220.52006__1.52006	820__E5VEH7__ERS852459_01300
ERR1913220.52039__1.52039	1624__A0A1D7TQ42__A8C45_07580
ERR1913220.52066__1.52066	1262911__R6GPM2__BN557_00937
ERR1913220.52096__1.52096	394340__group_1007
ERR1913220.52127__1.52127	357276__A0A076IRV2__BACDOR_02822
ERR1913220.52276__1.52276	158787__A0A087DBN0__BBSC_0307
ERR1913220.52298__1.52298	239935__A0A2N8I3G2__CXT89_00720
ERR1913220.52375__1.52375	820__A0A3E5BMG9__DXD40_05130
ERR1913220.52417__1.52417	562__P0AEK1__CR916_15790
ERR1913220.52497__1.52497	626933__H1DGX0__HMPREF9449_01506
ERR1913220.52524__1.52524	47770__A0A135Z5L0__N580_00012305
ERR1913220.52648__1.52648	1263006__R6LKF3__BN515_02083
ERR1913220.53335__1.53335	1160721__W0U8M9__RBI_II00386
ERR1913220.53300__1.53300	301301__A0A395VA65__eutA
ERR1913220.53318__1.53318	1262911__R6GMD8__BN557_01647
ERR1913220.53372__1.53372	74426__nifJ
ERR1913220.53707__1.53707	46503__R6XDP9__ERS852463_01752
ERR1913220.53991__1.53991	1550024__G9RT56__TQ39_09200
ERR1913220.54215__1.54215	1550024__A0A3B9WI73__ASJ35_03410
ERR1913220.54576__1.54576	29361__B6FKH5__CLONEX_00621
ERR1913220.54578__1.54578	820__A0A374QGD2__ERS852421_02382
ERR1913220.54656__1.54656	1262882__R5MND9__BN519_00831
ERR1913220.54627__1.54627	1263006__R6LN71__BN515_01528
ERR1913220.54808__1.54808	1263006__R6MPG9__BN515_01866
ERR1913220.55092__1.55092	1680__A0A0C2YPV2__AL0462_1474
ERR1913220.55196__1.55196	301301__G2SZK8__ERS852391_00581
ERR1913220.55148__1.55148	40518__R5E2F3__artQ
ERR1913220.55262__1.55262	1262911__R6H1D2__BN557_00855
ERR1913220.55273__1.55273	1624__A0A2A2WXT9__B6U48_02735
ERR1913220.55343__1.55343	301302__A0A0M6WIX9__ERS852420_01972
ERR1913220.55349__1.55349	1262882__R5N4P6__BN519_01346
ERR1913220.55403__1.55403	1263006__R6LKF3__BN515_02083
ERR1913220.55474__1.55474	1262911__R6GKS1__BN557_00184
ERR1913220.55559__1.55559	820__R9I3N4__M093_0061
ERR1913220.55579__1.55579	1263006__R6LLP6__BN515_01041
ERR1913220.55520__1.55520	40518__R5DZB1__DXD83_08840
ERR1913220.55787__1.55787	823__A0A395YY84__DXC05_19515
ERR1913220.55872__1.55872	562__P64549__K758_00320
ERR1913220.55926__1.55926	239935__A0A2N8HL50__CXT98_09135
ERR1913220.56084__1.56084	1550024__A0A0D8IZ65__TQ39_09425
ERR1913220.56231__1.56231	2173__A5UK74__pyrP
ERR1913220.56317__1.56317	1624__A0A1Y3S7X7__DB321_01605
ERR1913220.56404__1.56404	544581__U1QRM0__HMPREF1979_01395
ERR1913220.56610__1.56610	820__A0A374Q854__HMPREF1073_03281
ERR1913220.56658__1.56658	301301__A0A395V4S5__RHOM_15770
ERR1913220.56800__1.56800	357276__I8VQA2__HMPREF1065_04183
ERR1913220.56973__1.56973	40518__R5E670__DXD93_06195
ERR1913220.57035__1.57035	357276__A0A076IRX4__ABI39_13585
ERR1913220.56987__1.56987	1550024__G9RPP6__ASJ35_08860
ERR1913220.57181__1.57181	394340__fcbB2
ERR1913220.57190__1.57190	1550024__G9RXH7__TQ39_11565
ERR1913220.57259__1.57259	1624__A0A0F7PQX2__A8C38_02390
ERR1913220.57389__1.57389	820__A0A3E4W9D9__B5G17_12400
ERR1913220.57739__1.57739	227943__C8P9U3__FC31_GL001578
ERR1913220.57824__1.57824	1681__A0A0H2PEL3__BBTM_00625
ERR1913220.57994__1.57994	1099853__G9S2I3__NSB1T_08715
ERR1913220.58003__1.58003	357276__A0A076IS26__EL88_15950
ERR1913220.58017__1.58017	301301__A0A174HIB3__ERS852391_02730
ERR1913220.58025__1.58025	1308__V8LYH9__MNA02_478
ERR1913220.58077__1.58077	1263006__R6LK25__BN515_01963
ERR1913220.58107__1.58107	116085__D4J8P5__DW747_08795
ERR1913220.58287__1.58287	301301__A0A395V7U1__ycdT
ERR1913220.58232__1.58232	1263006__R6LSL5__BN515_00102
ERR1913220.58389__1.58389	40518__R5DUU0__DXD93_03985
ERR1913220.58397__1.58397	1681__A0A1V8QZE2__B216_08176
ERR1913220.58695__1.58695	74426__thrZ
ERR1913220.58749__1.58749	820__A0A174R952__DXB48_02570
ERR1913220.58794__1.58794	301302__A0A173UN64__manA_2
ERR1913220.58796__1.58796	1262911__R6GZX7__BN557_00838
ERR1913220.58862__1.58862	1262882__R5MKL9__BN519_00353
ERR1913220.58920__1.58920	1262911__R6GPC5__BN557_00852
ERR1913220.59036__1.59036	97478__A0A0D4CKW7__LBLM1_05540
ERR1913220.59115__1.59115	39490__U2Q402__ERS852448_02488
ERR1913220.59336__1.59336	39486__G1WS07__DXC93_09710
ERR1913220.59631__1.59631	820__A0A374MMF0__HMPREF1073_03811
ERR1913220.59831__1.59831	357276__I9QPN3__EL88_09245
ERR1913220.59884__1.59884	301302__R5UM41__M72_15921
ERR1913220.59970__1.59970	853__A0A173YYY4__DWZ04_09420
ERR1913220.60060__1.60060	1262882__R5MZ06__BN519_00492
ERR1913220.60070__1.60070	820__A0A139K4W1__M093_0353
ERR1913220.60057__1.60057	1099853__U5CE08__NSB1T_14190
ERR1913220.60240__1.60240	1262911__R6GPC5__BN557_00852
ERR1913220.60408__1.60408	1550024__G9RTE9__ASJ35_09555
ERR1913220.60488__1.60488	357276__D1K3K9__EL88_23995
ERR1913220.60485__1.60485	820__A7VAR9__ERS852421_00197
ERR1913220.60514__1.60514	1263006__R6LYR2__BN515_01475
ERR1913220.60534__1.60534	216816__A0A061M1M5__HMPREF0177_01046
ERR1913220.60986__1.60986	1628085__A0A2U1BAW1__C7386_11048
ERR1913220.60955__1.60955	820__A0A139KJ23__celCCA
ERR1913220.61367__1.61367	1262911__R6H1J5__BN557_00905
ERR1913220.61611__1.61611	301302__A0A0M6WTN6__ERS852420_01659
ERR1913220.61755__1.61755	40518__R5DVR2__RBL236_00303
ERR1913220.61756__1.61756	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913220.61806__1.61806	40518__R5DUG7__sbcC
ERR1913220.61901__1.61901	158787__A0A087D3A9__BBSC_2195
ERR1913220.62006__1.62006	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913220.62086__1.62086	999425__I1ZN72__HMPREF9186_00723
ERR1913220.62098__1.62098	1263006__R6LT05__BN515_01030
ERR1913220.62196__1.62196	40518__R5E2F3__artQ
ERR1913220.62274__1.62274	106588__A6NWG1__BACCAP_02555
ERR1913220.62441__1.62441	39488__A0A174JJ33__EHLA_1099
ERR1913220.62363__1.62363	1680__A0A087DHN0__AL0462_1532
ERR1913220.62619__1.62619	820__A0A1T4IYF4__mprA_1
ERR1913220.62656__1.62656	1263006__R6LUR7__BN515_01572
ERR1913220.62968__1.62968	562__P69229__G746_02312
ERR1913220.63020__1.63020	853__D4KAK8__C4N21_13380
ERR1913220.63138__1.63138	1358__A0A0B8QXH0__QI18_00620
ERR1913220.63148__1.63148	1263006__R6LSL5__BN515_00102
ERR1913220.63188__1.63188	227942__H4GHT0__FC60_GL001692
ERR1913220.63190__1.63190	820__A0A174CG08__DXB62_13215
ERR1913220.63289__1.63289	357276__B6W5Q9__HMPREF1063_03125
ERR1913220.63392__1.63392	1099853__U5CLG5__NSB1T_01565
ERR1913220.63457__1.63457	1262911__R6HN81__BN557_00921
ERR1913220.63507__1.63507	1263006__R6LPZ5__BN515_02090
ERR1913220.63845__1.63845	1613__A0A0G9GB56__DPF85_02260
ERR1913220.63832__1.63832	1584__A0A0D6ZJU0__HMPREF5505_0779
ERR1913220.63878__1.63878	46503__K5ZAK9__NCTC13052_03308
ERR1913220.63936__1.63936	823__E1YT73__NCTC11152_02675
ERR1913220.63954__1.63954	301301__A0A395VAV8__ERS852391_02437
ERR1913220.63958__1.63958	1681__A0A286TD18__DD718_00365
ERR1913220.63961__1.63961	818__A0A0P0FBI1__NCTC10582_00163
ERR1913220.64017__1.64017	357276__I8WBQ9__HMPREF1065_03212
ERR1913220.64030__1.64030	1681__E4V8F2__DXC37_01270
ERR1913220.64176__1.64176	214856__A0A174AYS4__ERS852447_01192
ERR1913220.64213__1.64213	821__I9R3W6__DXC16_12455
ERR1913220.64288__1.64288	357276__D1JZM4__HMPREF1065_01278
ERR1913220.64378__1.64378	820__A0A174CG08__DXB62_13215
ERR1913220.64380__1.64380	301301__G2T152__RHOM_05005
ERR1913220.64399__1.64399	301302__R5VCU3__cbiK_2
ERR1913220.64466__1.64466	1262911__R6H1J5__BN557_00905
ERR1913220.64561__1.64561	1262911__R6H1M1__BN557_00925
ERR1913220.64646__1.64646	820__A0A3E4GA19__SAMN05444418_10562
ERR1913220.64595__1.64595	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913220.64720__1.64720	1680__A7A7Z9__AAX71_05385
ERR1913220.64842__1.64842	46503__R6X0P2__DD461_08655
ERR1913220.65044__1.65044	820__A0A174DZ97__SAMN05444418_101240
ERR1913220.65321__1.65321	239935__A0A139TPU7__CXT91_06575
ERR1913220.65353__1.65353	301301__A0A395V7X3__RHOM_05050
ERR1913220.65448__1.65448	1628085__A0A2U1BGQ7__C7386_101108
ERR1913220.65613__1.65613	214856__R5UN64__ERS852447_02669
ERR1913220.65646__1.65646	239935__A0A2N8I1R3__CXU05_06075
ERR1913220.65955__1.65955	1680__A0A3E4SB79__BAD_1517
ERR1913220.65917__1.65917	1680__R5GR82__AD0028_0014
ERR1913220.65972__1.65972	239935__A0A2N8I3G2__CXT89_00720
ERR1913220.66143__1.66143	357276__I9QBT4__GV66_09000
ERR1913220.66167__1.66167	46503__R6X1R0__ERS852463_00596
ERR1913220.66234__1.66234	74426__rpoB
ERR1913220.66242__1.66242	1099853__U5CE08__NSB1T_14190
ERR1913220.66335__1.66335	1624__D8ILJ0__A8C40_05830
ERR1913220.66486__1.66486	1105031__J1H3W2__HMPREF1141_2783
ERR1913220.66488__1.66488	1681__A0A292G7V3__BBIF_1776
ERR1913220.66573__1.66573	1262882__R5MYP8__BN519_00439
ERR1913220.66809__1.66809	820__A7V9F9__B5G17_14640
ERR1913220.67133__1.67133	853__A0A2A7B1Y7__C7K05_11930
ERR1913220.67159__1.67159	40518__R5DPA7__RBATCC27255_01319
ERR1913220.67312__1.67312	357276__A0A076J8M3__ABI39_13695
ERR1913220.67321__1.67321	1263006__R6LZM6__BN515_01762
ERR1913220.67396__1.67396	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913220.67451__1.67451	820__A0A139K4T0__ERS852510_03146
ERR1913220.67617__1.67617	29347__B0NJX6__CLOSCI_03817
ERR1913220.67627__1.67627	322505__group_69
ERR1913220.67752__1.67752	97478__A0A0R1NWP0__SAMN02744693_0732
ERR1913220.67881__1.67881	853__A0A173SUU8__CGS54_06840
ERR1913220.67997__1.67997	301301__A0A395V957__RHOM_14115
ERR1913220.68025__1.68025	1160721__R6UAE5__BHW50_03280
ERR1913220.68282__1.68282	28118__F9Z9Z7__B5F99_12650
ERR1913220.68368__1.68368	1262911__R6GPM2__BN557_00937
ERR1913220.68536__1.68536	671232__E6J1R1__DXB55_08140
ERR1913220.68540__1.68540	1624__A0A385XMZ3__BUE87_01600
ERR1913220.68627__1.68627	301302__A0A173SCU7__M72_12871
ERR1913220.68818__1.68818	1686__B6XTQ6__BIFCAT_00534
ERR1913220.68939__1.68939	1681__A0A0H2Q3M0__B0085_1011
ERR1913220.69189__1.69189	1550024__A0A0D8IZK5__TQ39_07980
ERR1913220.69355__1.69355	820__A0A174CG08__DXB62_13215
ERR1913220.69419__1.69419	1681__A0A0H3ECG3__BBBF_1813
ERR1913220.69425__1.69425	151538__GeneID:920450
ERR1913220.69524__1.69524	357276__A0A076ISJ4__B5F95_19420
ERR1913220.69533__1.69533	301301__A0A395VAM3__yfiN_2
ERR1913220.69564__1.69564	74426__purL
ERR1913220.69655__1.69655	40518__R5DUU8__DXD86_08440
ERR1913220.69599__1.69599	1099853__G9S3N8__NSB1T_07330
ERR1913220.69716__1.69716	301301__G2T0P1__RHOM_03005
ERR1913220.69946__1.69946	544644__GCA_001915615.1_02268
ERR1913220.69979__1.69979	100886__A0A174HIL4__rhaS_1
ERR1913220.70025__1.70025	1624__A0A385XKF5__CYR84_01970
ERR1913220.70195__1.70195	40518__R5DZC6__mreC
ERR1913220.70182__1.70182	1263006__R6LGI4__BN515_00844
ERR1913220.70186__1.70186	40518__R5DUJ5__DXD83_01635
ERR1913220.70280__1.70280	1550024__G9RPI3__ASJ35_09180
ERR1913220.70380__1.70380	1263006__R6LT73__BN515_01094
ERR1913220.70356__1.70356	40518__R5DS23__DXD86_01715
ERR1913220.70400__1.70400	1262882__R5N1N6__BN519_00968
ERR1913220.70596__1.70596	820__A0A174M9V5__M093_0237
ERR1913220.70694__1.70694	1624__A0A1Y0F5M4__B6U50_07200
ERR1913220.70786__1.70786	1263006__R6LUX0__BN515_01610
ERR1913220.71120__1.71120	301301__A0A395VAV8__ERS852391_02437
ERR1913220.71439__1.71439	1263006__R6LLQ1__BN515_01046
ERR1913220.71404__1.71404	2173__A0A1D2WW38__METSMIF1_03111
ERR1913220.71541__1.71541	1263000__R5EKG2__BN466_02040
ERR1913220.71659__1.71659	246787__A0A3D6AWV8__gltP
ERR1913220.71668__1.71668	1160721__R6T2L9__BHW50_11315
ERR1913220.71852__1.71852	820__A0A139K5A6__DXB48_12175
ERR1913220.72011__1.72011	1680__A0A076JNS9__BIFADO_02309
ERR1913220.72026__1.72026	820__A0A173W419__DXC68_17760
ERR1913220.72301__1.72301	853__A0A2A7A4A9__C4N21_14870
ERR1913220.72352__1.72352	246787__A0A0P0FSC9__BACCELL_02534
ERR1913220.72505__1.72505	820__A0A174QLF0__SAMN05444418_109151
ERR1913220.72541__1.72541	47770__A0A109DDI8__AYP99_04550
ERR1913220.72769__1.72769	820__A7V470__HMPREF1072_02076
ERR1913220.73088__1.73088	39488__A0A174CJ01__DXD91_03830
ERR1913220.73121__1.73121	1262911__R6GT99__BN557_01335
ERR1913220.73183__1.73183	820__A0A174CK74__DXB48_07060
ERR1913220.73292__1.73292	1624__A0A0F7PRZ8__BHF65_02010
ERR1913220.73253__1.73253	1550024__A0A3B9WIB6__TQ39_08435
ERR1913220.73475__1.73475	239935__A0A2N8IRW0__A4V05_11620
ERR1913220.73479__1.73479	1550024__A0A0W7TU47__TQ39_07155
ERR1913220.73516__1.73516	158787__A0A087DIG4__BBSC_1048
ERR1913220.73820__1.73820	1624__A0A385XNP0__A8C54_05230
ERR1913220.73863__1.73863	1099853__G9S562__NSB1T_00535
ERR1913220.73992__1.73992	1262911__R6HN87__BN557_00926
ERR1913220.74554__1.74554	227943__C8PA37__HMPREF0494_2181
ERR1913220.74491__1.74491	820__A0A3E4PYB0__yejM
ERR1913220.74688__1.74688	820__A0A139KIL9__DXC68_05945
ERR1913220.74840__1.74840	1680__A0A1X3AAI9__BADO_1163
ERR1913220.74940__1.74940	1304__J7TU64__CYK22_02490
ERR1913220.75043__1.75043	820__A0A3E5E0T0__ERS852554_00312
ERR1913220.75060__1.75060	40518__R5DUG7__sbcC
ERR1913220.75086__1.75086	1624__F7QS65__A8C45_05765
ERR1913220.75103__1.75103	1262911__R6H2J2__BN557_01228
ERR1913220.75152__1.75152	552398__F4XCQ4__HMPREF0866_01621
ERR1913220.75167__1.75167	820__A0A139K4T0__ERS852510_03146
ERR1913220.75488__1.75488	39492__A0A174Z2N0__EUBSIR_01615
ERR1913220.75495__1.75495	239935__R6JWJ7__CXT94_02580
ERR1913220.75555__1.75555	39488__A0A174BS94__DXD91_16570
ERR1913220.75658__1.75658	357276__I9QDB8__B5F95_08105
ERR1913220.75660__1.75660	1681__A0A0H2PRA3__DXC55_01735
ERR1913220.75698__1.75698	1263006__R6M2H0__BN515_00628
ERR1913220.75753__1.75753	1318__E8K5V4__HMPREF0833_10868
ERR1913220.75843__1.75843	239935__B2UPZ6__CXU03_03800
ERR1913220.75845__1.75845	357276__I9FRW5__B5F95_21685
ERR1913220.75807__1.75807	40518__R5DMZ0__DXD83_05610
ERR1913220.75923__1.75923	1550024__G9RNN7__TQ39_03420
ERR1913220.76054__1.76054	239935__A0A2N8IIB9__CXU04_01970
ERR1913220.76102__1.76102	239935__A0A2N8IVT6__CXU13_08520
ERR1913220.76285__1.76285	1262911__R6H1M1__BN557_00925
ERR1913220.76513__1.76513	820__A0A139KG60__M094_2679
ERR1913220.76557__1.76557	820__A0A3E4GA19__SAMN05444418_10562
ERR1913220.76569__1.76569	1262911__R6H1J5__BN557_00905
ERR1913220.76744__1.76744	39486__G1WUI9__yqeC
ERR1913220.76773__1.76773	1262911__R6GPI7__BN557_00907
ERR1913220.76921__1.76921	1550024__A0A0W7TRR8__TQ39_03380
ERR1913220.76958__1.76958	1263006__R6LTK0__BN515_01174
ERR1913220.77211__1.77211	179995__group_158
ERR1913220.77265__1.77265	2107999__A0A1Y0E422__LK7_000125
ERR1913220.77347__1.77347	40518__R5DYF6__RBL263_01812
ERR1913220.77474__1.77474	68891__A0A0F2DY13__dnaK
ERR1913220.77727__1.77727	301301__A0A395VAV8__ERS852391_02437
ERR1913220.77780__1.77780	2173__A0A1D2WWU1__METSMIALI_01068
ERR1913220.77875__1.77875	818__A0A174LFW3__C5Z03_04710
ERR1913220.78120__1.78120	1262911__R6H0U7__BN557_01104
ERR1913220.78171__1.78171	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913220.78207__1.78207	74426__pflB_2
ERR1913220.78275__1.78275	820__A0A139K5A6__DXB48_12175
ERR1913220.78296__1.78296	301302__R5ULM4__M72_25081
ERR1913220.78480__1.78480	1099853__R7DEQ7__NSB1T_12415
ERR1913220.78499__1.78499	358743__A0A0J9BIX0__SAMN05216568_105279
ERR1913220.78583__1.78583	1681__A0A151C793__DD715_06350
ERR1913220.79123__1.79123	1263000__R5EXT3__BN466_02213
ERR1913220.79057__1.79057	239935__A0A2N8I1R3__CXU05_06075
ERR1913220.79164__1.79164	357276__C3RDQ5__HMPREF1065_03827
ERR1913220.79532__1.79532	239935__A0A2N8I3G2__CXT89_00720
ERR1913220.79485__1.79485	40518__R5DVL2__penA
ERR1913220.79707__1.79707	1624__A0A385XKT2__A8C55_09245
ERR1913220.79801__1.79801	1624__A0A1D7TQN3__B5G14_02985
ERR1913220.79832__1.79832	1263006__R6LGA5__BN515_00076
ERR1913220.79870__1.79870	820__A0A374MMF0__HMPREF1073_03811
ERR1913220.79917__1.79917	1263107__GCA_000436995.1_00137
ERR1913220.79892__1.79892	1550024__G9RW08__ASJ35_03155
ERR1913220.80014__1.80014	239935__A0A2N8IF99__lpdA
ERR1913220.80082__1.80082	1624__C2EFN7__B5E73_08575
ERR1913220.80125__1.80125	823__A0A078SLK0__ERS852513_02755
ERR1913220.80186__1.80186	97478__A0A0D4CN63__SAMN02744693_1158
ERR1913220.80226__1.80226	1680__A0A374QDL4__LMG18897_0432
ERR1913220.80261__1.80261	820__A0A139K5E7__DXC68_09550
ERR1913220.80379__1.80379	40518__R5DYU1__DXD86_01160
ERR1913220.80572__1.80572	820__A7V470__HMPREF1072_02076
ERR1913220.80585__1.80585	357276__I8WPR6__EL88_06675
ERR1913220.80609__1.80609	552398__F4XCR9__HMPREF0866_01636
ERR1913220.80625__1.80625	820__A7VAS1__HMPREF2141_03259
ERR1913220.80717__1.80717	1263006__R6LPZ5__BN515_02090
ERR1913220.80738__1.80738	1099853__G9S3X9__NSB1T_04035
ERR1913220.80791__1.80791	1263006__R6LWV2__BN515_00272
ERR1913220.80814__1.80814	1262882__R5MLA4__BN519_01536
ERR1913220.80894__1.80894	1262911__R6GPM2__BN557_00937
ERR1913220.80931__1.80931	556499__U2QDY0__HMPREF0682_2689
ERR1913220.81006__1.81006	1632__C8P7G8__HMPREF9102_1509
ERR1913220.81019__1.81019	1263006__R6LZM6__BN515_01762
ERR1913220.81250__1.81250	820__A0A173WUD7__DXB48_08055
ERR1913220.81390__1.81390	357276__I9FTR0__HMPREF1065_02861
