ERR1913201.51__1.51	39488__A0A174DGL6__EUBHAL_03262
ERR1913201.32132__1.32132	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913201.32195__1.32195	1735__B7CBP5__EUBIFOR_01620
ERR1913201.32247__1.32247	418240__R7CMR9__yehU_7
ERR1913201.32249__1.32249	47678__R5U325__HMPREF1061_03209
ERR1913201.32324__1.32324	821__A0A173WG51__BVU_2549
ERR1913201.32415__1.32415	818__A0A174RFL1__ERS852511_03380
ERR1913201.32476__1.32476	820__A0A174F696__macB_13
ERR1913201.32767__1.32767	301302__A0A0M6W9I4__M72_19871
ERR1913201.32797__1.32797	33039__D4M1A4__ERS852502_00742
ERR1913201.32807__1.32807	821__E5UPR6__SAMN04487923_101768
ERR1913201.33162__1.33162	216816__A0A1V8QFN0__HMPREF1315_0061
ERR1913201.33168__1.33168	47678__R5UA23__C5Z00_15610
ERR1913201.33189__1.33189	818__A0A139L1D5__BT_2967
ERR1913201.33191__1.33191	39491__D4JMW8__ERS852497_01971
ERR1913201.33213__1.33213	78259__W5IH27__HMPREF9020_01239
ERR1913201.33227__1.33227	418240__A0A174K0L7__cysA_1
ERR1913201.33287__1.33287	116085__D4J683__DW747_12695
ERR1913201.33300__1.33300	1262743__R5C054__BN727_01980
ERR1913201.33389__1.33389	166486__D4KUM5__afr
ERR1913201.33435__1.33435	1263107__GCA_000436995.1_00223
ERR1913201.33468__1.33468	853__A0A2A7B9I6__DW855_13690
ERR1913201.33633__1.33633	46503__R6Y2Q2__DCY29_15375
ERR1913201.33716__1.33716	39491__C4Z872__LD38_07250
ERR1913201.33866__1.33866	301302__R5UNJ6__M72_26701
ERR1913201.33967__1.33967	39491__C4Z872__LD38_07250
ERR1913201.34144__1.34144	823__A0A174PAQ4__ERS852429_04218
ERR1913201.34300__1.34300	40520__A5ZTX9__DXD81_17900
ERR1913201.34316__1.34316	1262743__R5C054__BN727_01980
ERR1913201.34400__1.34400	821__A6L0C7__ERS852556_03520
ERR1913201.34456__1.34456	39488__A0A173SQY9__minC
ERR1913201.34523__1.34523	818__A0A3E5HWN5__BSIG_3066
ERR1913201.34543__1.34543	301302__R5UKE6__M72_05651
ERR1913201.34500__1.34500	823__A0A355XGQ3__prmC
ERR1913201.34623__1.34623	39486__R6TL37__DXD84_12405
ERR1913201.34630__1.34630	1308__A0A2X3WPE2__CDA68_01375
ERR1913201.34729__1.34729	853__A0A2A7A4A9__C4N21_14870
ERR1913201.34760__1.34760	820__A0A139JRH8__HMPREF2141_04326
ERR1913201.34779__1.34779	166486__D4KNM9__ERS852572_00072
ERR1913201.34951__1.34951	74426__nifJ
ERR1913201.35017__1.35017	47678__R5UA23__C5Z00_15610
ERR1913201.35052__1.35052	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913201.35121__1.35121	820__A0A3E5BMG9__DXD40_05130
ERR1913201.35087__1.35087	47678__R5UA23__C5Z00_15610
ERR1913201.35140__1.35140	821__A6L0C7__ERS852556_03520
ERR1913201.35268__1.35268	820__A0A1Q6IDS8__chtA
ERR1913201.35319__1.35319	301302__A0A0M6WVU2__M72_13551
ERR1913201.35330__1.35330	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913201.35373__1.35373	47678__R5U325__HMPREF1061_03209
ERR1913201.35598__1.35598	387090__S0FDW2__BACCOPRO_02252
ERR1913201.35613__1.35613	821__A0A173XDD3__DXB82_17180
ERR1913201.35688__1.35688	1262980__R5BZ40__BN814_00028
ERR1913201.35728__1.35728	821__A0A174JYD3__ERS852457_02610
ERR1913201.35867__1.35867	821__I9R3W6__DXC16_12455
ERR1913201.35917__1.35917	853__A0A174BZY1__xerD_1
ERR1913201.36047__1.36047	387090__S0F9K2__BACCOPRO_02271
ERR1913201.36123__1.36123	820__A0A396EXA7__DXB37_15530
ERR1913201.36106__1.36106	39490__U2Q312__ERS852448_03061
ERR1913201.36058__1.36058	649756__D4MXY4__CL2_04010
ERR1913201.36181__1.36181	338188__A0A174ETX3__ERS852397_01955
ERR1913201.36216__1.36216	46503__R6X3F9__DCY29_09585
ERR1913201.36349__1.36349	821__A6L0C7__ERS852556_03520
ERR1913201.36384__1.36384	301302__A0A0M6WIX9__ERS852420_01972
ERR1913201.36497__1.36497	47678__A5ZLX1__C5Z00_04825
ERR1913201.36571__1.36571	47678__R5UZM4__DW706_15680
ERR1913201.36624__1.36624	28118__R6F045__B5F99_10560
ERR1913201.36801__1.36801	820__A0A374Q854__HMPREF1073_03281
ERR1913201.36873__1.36873	39488__A0A374NU13__mtnK_2
ERR1913201.37023__1.37023	1628085__A0A374VKR8__C7386_1272
ERR1913201.37031__1.37031	310298__B3JQJ5__BACCOP_04231
ERR1913201.37032__1.37032	821__A0A173WG51__BVU_2549
ERR1913201.37042__1.37042	310298__B3JQJ5__BACCOP_04231
ERR1913201.37212__1.37212	820__A0A1T4IY71__HMPREF2141_02402
ERR1913201.37256__1.37256	823__A0A355XKQ8__DHP27_04010
ERR1913201.37555__1.37555	28026__B6XV33__DXC83_03110
ERR1913201.37603__1.37603	357276__I8WEY2__ABI39_04185
ERR1913201.37618__1.37618	410072__C0BER6__DXD67_15575
ERR1913201.37668__1.37668	387090__S0FEJ2__BACCOPRO_03269
ERR1913201.37733__1.37733	357276__I8WPR6__EL88_06675
ERR1913201.37745__1.37745	39491__A0A395ZHW3__ERS852417_01359
ERR1913201.37874__1.37874	821__A0A396EVC9__DXB90_03525
ERR1913201.38021__1.38021	216816__A0A2N0SME6__BLIF_1881
ERR1913201.38098__1.38098	1735__B7CEC3__EUBIFOR_02567
ERR1913201.38178__1.38178	821__A0A396F1N0__M099_1553
ERR1913201.38227__1.38227	166486__D4L1P3__ERS852572_00760
ERR1913201.38230__1.38230	1262761__R6RP99__BN606_00488
ERR1913201.38274__1.38274	821__C6ZAA5__ERS852556_00403
ERR1913201.38355__1.38355	39491__A0A395ZDC6__addB
ERR1913201.38372__1.38372	821__D4VD59__BHV80_04260
ERR1913201.38490__1.38490	166486__C7GCP5__ROSINTL182_07683
ERR1913201.38541__1.38541	46503__R6X6Y1__DCY29_15600
ERR1913201.38802__1.38802	818__A0A3E5HDU6__C799_04515
ERR1913201.38964__1.38964	818__A0A174RFL1__ERS852511_03380
ERR1913201.38979__1.38979	216816__A0A0A1GS44__BBG7_0558
ERR1913201.39181__1.39181	310298__B3JFI7__BACCOP_00636
ERR1913201.39445__1.39445	28116__R6JI94__ERS852555_01222
ERR1913201.39504__1.39504	818__A0A174WSX6__Btheta7330_01915
ERR1913201.39506__1.39506	357276__I9QBT7__BSEG_03340
ERR1913201.39557__1.39557	418240__A0A174R2N4__ERS852523_02758
ERR1913201.39644__1.39644	166486__D4KZA5__ERS852572_03317
ERR1913201.39605__1.39605	1262743__R5C054__BN727_01980
ERR1913201.39608__1.39608	853__A0A173T0Y8__CGS54_07215
ERR1913201.39612__1.39612	39491__A0A396FRE7__EUR_27520
ERR1913201.39673__1.39673	357276__A0A0K2HG61__BACDOR_02028
ERR1913201.39692__1.39692	74426__pflB_2
ERR1913201.39710__1.39710	823__A0A355XKQ8__DHP27_04010
ERR1913201.39820__1.39820	216816__C2GV16__APC1504_1666
ERR1913201.39840__1.39840	357276__C3R9Y0__HMPREF1064_01889
ERR1913201.39909__1.39909	47678__R5U8D1__CGC64_17595
ERR1913201.39929__1.39929	301302__R5UK77__M72_08681
ERR1913201.39970__1.39970	166486__D4KZ14__inlA_1
ERR1913201.40038__1.40038	166486__D4KW03__ERS852572_03114
ERR1913201.40162__1.40162	853__A0A2A7B1Y7__C7K05_11930
ERR1913201.40189__1.40189	28118__F9Z9B0__SAMEA44545918_02179
ERR1913201.40246__1.40246	487174__K0X524__DDY40_09270
ERR1913201.40320__1.40320	39488__R5G6A7__DXD91_05835
ERR1913201.40558__1.40558	357276__A0A076IYE6__IY41_04275
ERR1913201.40532__1.40532	310298__B3JQJ5__BACCOP_04231
ERR1913201.40545__1.40545	39488__A0A173SMQ7__EUBHAL_00819
ERR1913201.40502__1.40502	1680__R5GKP2__DXD60_06200
ERR1913201.40773__1.40773	823__A6LEQ6__DXB14_05705
ERR1913201.40861__1.40861	1680__A0A174BEE7__BSTER_1311
ERR1913201.41078__1.41078	357276__I9QDB8__B5F95_08105
ERR1913201.41222__1.41222	357276__I9FRW5__B5F95_21685
ERR1913201.41251__1.41251	821__E5UY21__C800_02204
ERR1913201.41288__1.41288	47678__R5U9M8__CGC64_07665
ERR1913201.41304__1.41304	47678__R5UAY9__DW706_07200
ERR1913201.41636__1.41636	39491__A0A173TM76__DXB72_10535
ERR1913201.41685__1.41685	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913201.41777__1.41777	821__A6L0C7__ERS852556_03520
ERR1913201.41835__1.41835	821__R7P1Q7__M099_2990
ERR1913201.41875__1.41875	357276__C3REQ8__GV66_09740
ERR1913201.41932__1.41932	853__A0A174C5M1__CGS58_04460
ERR1913201.41939__1.41939	821__A6L0C7__ERS852556_03520
ERR1913201.42083__1.42083	39491__A0A395V297__EUR_01010
ERR1913201.42085__1.42085	387090__S0F470__BACCOPRO_00167
ERR1913201.42032__1.42032	1150298__A0A174S2H3__spoIIQ
ERR1913201.42152__1.42152	1262743__R5C054__BN727_01980
ERR1913201.42132__1.42132	46503__R6XDP9__ERS852463_01752
ERR1913201.42133__1.42133	301302__A0A0M6WH46__M72_23101
ERR1913201.42215__1.42215	46503__K5ZM81__DCY29_16460
ERR1913201.42187__1.42187	821__D4VD59__BHV80_04260
ERR1913201.42197__1.42197	39491__A0A396FBR6__DXC13_08575
ERR1913201.42331__1.42331	821__R9HFW2__DXD01_00365
ERR1913201.42402__1.42402	47678__R5UMC3__CGC64_08380
ERR1913201.42506__1.42506	821__A0A174NM17__lacZ_6
ERR1913201.42522__1.42522	46503__K5ZAK9__NCTC13052_03308
ERR1913201.42611__1.42611	418240__C6J887__ERS852523_03392
ERR1913201.42821__1.42821	47678__R5U9Z0__HMPREF1061_03210
ERR1913201.42938__1.42938	166486__D4L378__hcaR
ERR1913201.43237__1.43237	357276__A0A076IS73__GV66_00410
ERR1913201.43345__1.43345	116085__D4JBM5__DW747_01240
ERR1913201.43314__1.43314	1680__A0A087DHN0__AL0462_1532
ERR1913201.43394__1.43394	165179__A0A3E5EB26__CFT61_02800
ERR1913201.43365__1.43365	329854__R5M2W2__DXD57_07845
ERR1913201.43456__1.43456	820__A0A139KJR5__M093_4469
ERR1913201.43539__1.43539	357276__I9FRW5__B5F95_21685
ERR1913201.43570__1.43570	301302__R5VFV9__ERS852420_01969
ERR1913201.43642__1.43642	821__I9R3W6__DXC16_12455
ERR1913201.43737__1.43737	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913201.43797__1.43797	166486__D4KVZ0__ERS852572_03130
ERR1913201.43875__1.43875	821__A0A395UNT8__DXD64_15275
ERR1913201.43880__1.43880	821__A0A3E4HP25__SAMN04487923_102450
ERR1913201.43882__1.43882	28118__R6F5T0__Odosp_2509
ERR1913201.43883__1.43883	823__A0A173TMY6__M096_4753
ERR1913201.43896__1.43896	310298__B3JMA0__BACCOP_03051
ERR1913201.43971__1.43971	28026__A0A072MUU6__DXD87_08375
ERR1913201.44022__1.44022	166486__D4KY48__gmr_5
ERR1913201.44201__1.44201	33039__A0A174ZX07__dapE_1
ERR1913201.44313__1.44313	74426__nifJ
ERR1913201.44318__1.44318	821__A0A174NM17__lacZ_6
ERR1913201.44335__1.44335	387090__S0FC76__BACCOPRO_03238
ERR1913201.44435__1.44435	820__A0A173YYG4__evgS_3
ERR1913201.44475__1.44475	357276__B6VT86__IY41_22515
ERR1913201.44411__1.44411	301302__R5VFV9__ERS852420_01969
ERR1913201.44690__1.44690	166486__D4L255__mcp4_5
ERR1913201.44781__1.44781	166486__D4KVZ0__ERS852572_03130
ERR1913201.44946__1.44946	301302__R5VFQ6__ERS852420_00378
ERR1913201.45127__1.45127	216816__C2GTV6__AS143_01355
ERR1913201.45216__1.45216	28116__A0A1G8H1M8__DXF98_11065
ERR1913201.45365__1.45365	166486__D4KUC9__ERS852572_00957
ERR1913201.45340__1.45340	820__A0A139KIL9__DXC68_05945
ERR1913201.45410__1.45410	357276__A0A076IYG1__B5F95_22465
ERR1913201.45470__1.45470	821__E5UY21__C800_02204
ERR1913201.45525__1.45525	33039__D4M1A4__ERS852502_00742
ERR1913201.45572__1.45572	1150298__R7JUS2__ERS852498_02193
ERR1913201.45960__1.45960	820__A0A3E4RU03__M093_0563
ERR1913201.46034__1.46034	216816__A0A0A0UDU9__BL1246
ERR1913201.46047__1.46047	47678__R5U7L8__DXB67_16595
ERR1913201.46132__1.46132	823__A0A174XJM9__CEQ22_007230
ERR1913201.46165__1.46165	301302__R5UQ61__M72_23071
ERR1913201.46307__1.46307	47678__R5UA23__C5Z00_15610
ERR1913201.46417__1.46417	47678__R5UPZ8__ERS852494_01752
ERR1913201.46444__1.46444	301302__A0A173T3P5__ERS852420_01836
ERR1913201.46559__1.46559	47678__R5U6J0__ERS852558_00310
ERR1913201.46681__1.46681	166486__D4L402__ROSINTL182_05182
ERR1913201.46816__1.46816	216816__D6DCL7__BFS26_02835
ERR1913201.46888__1.46888	166486__D4L1L1__ROSINTL182_05277
ERR1913201.46939__1.46939	357276__I9R4T1__IY41_06800
ERR1913201.47025__1.47025	47678__R5U332__C5Z00_16810
ERR1913201.47070__1.47070	821__E5UY21__C800_02204
ERR1913201.47044__1.47044	1735__B7CCS4__EUBIFOR_02002
ERR1913201.47054__1.47054	820__A0A174TRB5__DXD40_11305
ERR1913201.47088__1.47088	1680__A0A087DHN0__AL0462_1532
ERR1913201.47335__1.47335	47678__R5UES3__CGC64_00760
ERR1913201.47496__1.47496	338188__A0A174ETX3__ERS852397_01955
ERR1913201.47592__1.47592	820__A0A139KHD8__ERS417307_00569
ERR1913201.47602__1.47602	216816__A0A0A6VPB9__B624_1780
ERR1913201.47572__1.47572	310298__B3JQJ5__BACCOP_04231
ERR1913201.47713__1.47713	166486__D4KUE6__ROSINTL182_08604
ERR1913201.47778__1.47778	166486__D4L458__ROSINTL182_07088
ERR1913201.47795__1.47795	47678__R5UES3__CGC64_00760
ERR1913201.47828__1.47828	371601__R6KBI9__SAMN05216250_110102
ERR1913201.47941__1.47941	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913201.47951__1.47951	46503__R6X1R0__ERS852463_00596
ERR1913201.48026__1.48026	820__A0A3E4W084__BACUNI_04042
ERR1913201.48112__1.48112	47678__R5UU99__C5Z00_11925
ERR1913201.48125__1.48125	74426__rpoB
ERR1913201.48096__1.48096	46503__K5ZKR1__dnaB
ERR1913201.48201__1.48201	357276__A0A0K2HDP3__IY41_00705
ERR1913201.48298__1.48298	387090__S0FE91__BACCOPRO_02759
ERR1913201.48414__1.48414	357276__A0A076INK2__BSEG_04225
ERR1913201.48386__1.48386	820__A0A139K9Q2__DXD40_08795
ERR1913201.48502__1.48502	28026__C0BR32__DXC48_06585
ERR1913201.48597__1.48597	820__A0A174CK74__DXB48_07060
ERR1913201.48614__1.48614	821__A0A3E4XY72__NCTC10583_01067
ERR1913201.48710__1.48710	820__E5VA63__DXC80_01025
ERR1913201.48759__1.48759	165179__R6PNJ9__PREVCOP_04730
ERR1913201.48768__1.48768	301302__R5UKF2__M72_19701
ERR1913201.48771__1.48771	821__D4VC51__M099_1508
ERR1913201.48987__1.48987	820__R9HP61__DXC91_01090
ERR1913201.48999__1.48999	216816__A0A0A6VPB9__B624_1780
ERR1913201.49028__1.49028	357276__A0A076INK2__BSEG_04225
ERR1913201.49157__1.49157	47678__R5U9M8__CGC64_07665
ERR1913201.49125__1.49125	28118__R6FC74__DHW44_13330
ERR1913201.49345__1.49345	39491__A0A3E4YFT8__DXB69_10940
ERR1913201.49514__1.49514	358743__A0A0J9BXH5__DWZ14_14510
ERR1913201.49521__1.49521	360807__C0FTG2__RIL183_32211
ERR1913201.49585__1.49585	821__A0A396EVC9__DXB90_03525
ERR1913201.49685__1.49685	46503__R6X5E7__PARMER_00245
ERR1913201.49750__1.49750	1735__B7CBI6__EUBIFOR_01561
ERR1913201.49775__1.49775	820__A0A174R952__DXB48_02570
ERR1913201.50043__1.50043	821__A0A395VIK7__BVU_1225
ERR1913201.50000__1.50000	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913201.50076__1.50076	1680__A7A8N9__BBMN23_1271
ERR1913201.50146__1.50146	166486__D4KUM5__afr
ERR1913201.50301__1.50301	39492__D4JU79__EUBSIR_01975
ERR1913201.50294__1.50294	47678__R5UG30__ERS852558_03525
ERR1913201.50556__1.50556	821__A0A174JYD3__ERS852457_02610
ERR1913201.50680__1.50680	823__A6LDT7__CEQ22_002595
ERR1913201.50764__1.50764	1796613__A0A1C7H6N8__ADH74_01350
ERR1913201.50945__1.50945	46503__R6X5I4__ERS852463_01136
ERR1913201.51031__1.51031	47678__R5U6B9__BACCAC_01372
ERR1913201.51174__1.51174	214856__R6Y2Y4__ERS852447_01086
ERR1913201.51124__1.51124	821__A0A173WG51__BVU_2549
ERR1913201.51203__1.51203	1150298__R7JUS5__soxS_1
ERR1913201.51300__1.51300	46503__K5ZX50__dnaG_1
ERR1913201.51334__1.51334	47678__A5ZB44__C5Z00_17730
ERR1913201.51368__1.51368	46503__R6X8R7__PARMER_00141
ERR1913201.51937__1.51937	216816__A0A083X5W4__HMPREF0177_01593
ERR1913201.51938__1.51938	166486__D4KZ27__ROSINTL182_05762
ERR1913201.52190__1.52190	47678__R5UZM4__DW706_15680
ERR1913201.52227__1.52227	28116__F7L4X5__M089_2857
ERR1913201.52268__1.52268	33039__D4M1V6__bioA
ERR1913201.52297__1.52297	821__E5UY21__C800_02204
ERR1913201.52464__1.52464	820__A7V049__DXB48_04755
ERR1913201.52632__1.52632	39496__A5Z6L2__EUBVEN_01345
ERR1913201.52707__1.52707	820__A0A174Q0F0__DXB48_08080
ERR1913201.52799__1.52799	216816__D6DCQ7__HMPREF1312_1623
ERR1913201.52977__1.52977	216816__Q8G585__APC1473_0508
ERR1913201.53013__1.53013	821__A0A174NSU0__BVU_3144
ERR1913201.53076__1.53076	487174__K0XRP0__DDY40_09260
ERR1913201.53134__1.53134	33039__D4LYZ5__ERS852390_01248
ERR1913201.53165__1.53165	357276__I8VLL2__HMPREF1065_03395
ERR1913201.53212__1.53212	820__A7UYX8__DXD40_11635
ERR1913201.53289__1.53289	216816__B3DR71__CE159_04070
ERR1913201.53231__1.53231	1628085__A0A2U1BEP3__C7386_1033
ERR1913201.53247__1.53247	39491__R6UMS6__DXD13_07035
ERR1913201.53337__1.53337	33039__D4M2F6__RTO_06900
ERR1913201.53407__1.53407	1263107__GCA_000436995.1_00173
ERR1913201.53742__1.53742	166486__D4KY48__gmr_5
ERR1913201.53767__1.53767	33905__A0A0C2Z570__CQR47_0419
ERR1913201.53885__1.53885	357276__I8WBQ9__HMPREF1065_03212
ERR1913201.53924__1.53924	301302__A0A173UN64__manA_2
ERR1913201.53968__1.53968	47678__R5U325__HMPREF1061_03209
ERR1913201.54018__1.54018	301302__R5VF67__M72_01841
ERR1913201.54120__1.54120	47678__R5UXJ2__DW706_08325
ERR1913201.54139__1.54139	357276__A0A076IN30__DXD47_09350
ERR1913201.54171__1.54171	39491__A0A396FIZ8__ERE_20410
ERR1913201.54184__1.54184	820__A0A139K1Y6__DXB48_02610
ERR1913201.54190__1.54190	39491__A0A396FRE7__EUR_27520
ERR1913201.54214__1.54214	357276__B6W5Q7__DXD47_13945
ERR1913201.54425__1.54425	820__A0A3E5E0T0__ERS852554_00312
ERR1913201.54461__1.54461	39488__A0A374NKN1__ltaS_2
ERR1913201.54508__1.54508	47678__R5UU25__DXB67_16190
ERR1913201.54591__1.54591	39486__R6RY39__DXD82_07230
ERR1913201.54608__1.54608	360807__C0FPV5__ERS852444_03160
ERR1913201.54665__1.54665	338188__A0A174ETX3__ERS852397_01955
ERR1913201.54628__1.54628	357276__A0A076INK2__BSEG_04225
ERR1913201.54683__1.54683	820__A0A174TRB5__DXD40_11305
ERR1913201.54689__1.54689	360807__C0FPV8__RIL183_29891
ERR1913201.54731__1.54731	820__A0A374Q8T2__DXB64_16190
ERR1913201.54770__1.54770	301302__A0A0M6WJW1__ERS852420_02245
ERR1913201.54839__1.54839	47678__R5USR9__HMPREF1061_01404
ERR1913201.54791__1.54791	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913201.54859__1.54859	821__A0A397WGD6__M098_0084
ERR1913201.54887__1.54887	216816__A0A0A6VPB9__B624_1780
ERR1913201.55007__1.55007	1262743__R5C054__BN727_01980
ERR1913201.55027__1.55027	820__A0A174FUG6__DXC91_11265
ERR1913201.55063__1.55063	410072__A0A173XU61__ykvU
ERR1913201.55371__1.55371	853__A0A2A7B9I6__DW855_13690
ERR1913201.55479__1.55479	28116__A7LS06__HMPREF2532_04668
ERR1913201.55633__1.55633	39491__A0A396FEW6__T1815_18721
ERR1913201.55859__1.55859	357276__A0A0K2HP62__HMPREF1063_01560
ERR1913201.55830__1.55830	357276__I8WFU9__BACDOR_02006
ERR1913201.55988__1.55988	387090__S0F587__BACCOPRO_00096
ERR1913201.56185__1.56185	1680__A0A0B5BME4__DXD63_05015
ERR1913201.56236__1.56236	821__A0A174K302__CUU_3129
ERR1913201.56352__1.56352	47678__R5UU99__C5Z00_11925
ERR1913201.56396__1.56396	301302__A0A0M6WJW1__ERS852420_02245
ERR1913201.56470__1.56470	28116__A0A139KS89__HMPREF2532_04387
ERR1913201.56668__1.56668	39486__R6TK96__DXB12_05650
ERR1913201.56877__1.56877	371601__A0A139LNL6__ERS852396_04350
ERR1913201.57073__1.57073	818__A0A0N7I9M6__Btheta7330_00939
ERR1913201.57198__1.57198	216816__D6DC91__DXC72_07710
ERR1913201.57208__1.57208	357276__A0A0P0M2G3__BACDOR_03913
ERR1913201.57226__1.57226	165179__A0A3E5AFJ9__CFT61_15180
ERR1913201.57172__1.57172	360807__C0FMY6__ROSEINA2194_00074
ERR1913201.57242__1.57242	46503__R6X275__DD461_10840
ERR1913201.57289__1.57289	28026__R6NRA0__DXD35_00985
ERR1913201.57375__1.57375	47678__A5ZBL9__C5Z00_18710
ERR1913201.57607__1.57607	820__A0A174Q0F0__DXB48_08080
ERR1913201.57616__1.57616	357276__B6W1J2__BACDOR_03380
ERR1913201.57790__1.57790	821__A0A0P0LFP6__C5Z04_13890
ERR1913201.57841__1.57841	357276__A0A076IN30__DXD47_09350
ERR1913201.58365__1.58365	649756__E5VJS7__mecR1_3
ERR1913201.58392__1.58392	818__A0A3E5HDS4__BJP75_002620
ERR1913201.58514__1.58514	418240__C6JHP9__ERS852478_02092
ERR1913201.58516__1.58516	216816__A0A133L7N8__BL0153
ERR1913201.58742__1.58742	820__A0A139KJ23__celCCA
ERR1913201.58871__1.58871	821__A0A3E4HP25__SAMN04487923_102450
ERR1913201.58901__1.58901	216816__A0A1S2VTC3__BLIC_e00847
ERR1913201.59013__1.59013	47678__R5U3D5__DW706_05635
ERR1913201.59143__1.59143	357276__B6VT86__IY41_22515
ERR1913201.59102__1.59102	357276__A0A0K2HKT7__B5F95_21090
ERR1913201.59261__1.59261	821__A0A3E4WAR6__DXD64_10735
ERR1913201.59302__1.59302	357276__A0A076IYE6__IY41_04275
ERR1913201.59303__1.59303	216816__A0A133LQN7__BL15B_00780
ERR1913201.59367__1.59367	329854__R7DX75__DXD57_17735
ERR1913201.59384__1.59384	1262948__R7E9E1__BN671_00103
ERR1913201.59352__1.59352	387090__S0F421__BACCOPRO_00166
ERR1913201.59421__1.59421	357276__I8WML9__DXD47_10570
ERR1913201.59533__1.59533	28116__A0A1Y4PWN5__M088_3731
ERR1913201.59541__1.59541	47678__R5U3A7__ERS852494_02965
ERR1913201.59839__1.59839	818__A0A3E5HWN5__BSIG_3066
ERR1913201.59925__1.59925	1862668__GCA_001945525.1_00026
ERR1913201.59967__1.59967	166486__D4KYC3__ROSINTL182_05485
ERR1913201.59957__1.59957	821__A0A174AYT0__DXC02_03530
ERR1913201.60090__1.60090	216816__B3DNW2__BL171B_07980
ERR1913201.60271__1.60271	84030__D6DLQ7__B5F06_16060
ERR1913201.60564__1.60564	821__A6L0C7__ERS852556_03520
ERR1913201.60568__1.60568	357276__B6VW91__BACDOR_01584
ERR1913201.60610__1.60610	166486__D4KQG8__ERS852572_02379
ERR1913201.60631__1.60631	821__A0A396F598__CUU_3259
ERR1913201.60725__1.60725	74426__nifJ
ERR1913201.60734__1.60734	820__A0A174QT76__B5G17_18060
ERR1913201.60789__1.60789	360807__C0FZM4__RIL183_06871
ERR1913201.60894__1.60894	46503__K5YT67__HMPREF1060_04023
ERR1913201.60879__1.60879	821__A0A3E4WAR6__DXD64_10735
ERR1913201.60941__1.60941	823__D7IT19__DHP27_03495
ERR1913201.60948__1.60948	39491__D4JMW8__ERS852497_01971
ERR1913201.61026__1.61026	1897011__A0A1Q6RH12__BHW41_01505
ERR1913201.61228__1.61228	820__R9I2U8__DXC68_09590
ERR1913201.61289__1.61289	1680__A0A0B5BL52__ERS852382_00480
ERR1913201.61336__1.61336	47678__R5U325__HMPREF1061_03209
ERR1913201.61435__1.61435	1628085__A0A2U1B8P2__C7386_11431
ERR1913201.61413__1.61413	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913201.61421__1.61421	47678__A5ZBL9__C5Z00_18710
ERR1913201.61475__1.61475	47678__A5ZBL9__C5Z00_18710
ERR1913201.61499__1.61499	820__A0A3E4VZF8__C801_00319
ERR1913201.61692__1.61692	357276__C3R5C9__HMPREF1063_00213
ERR1913201.61839__1.61839	357276__I9R994__BACDOR_04044
ERR1913201.61819__1.61819	360807__C0FUN2__ERS852444_01353
ERR1913201.61857__1.61857	487174__K0X3H8__HMPREF9448_02822
ERR1913201.61874__1.61874	29466__D1BNT8__HMPREF9323_1650
ERR1913201.61936__1.61936	820__A0A374Q854__HMPREF1073_03281
ERR1913201.61939__1.61939	47678__R5UG30__ERS852558_03525
ERR1913201.61989__1.61989	821__A0A0P0M2J4__DXD46_10295
ERR1913201.61971__1.61971	74426__pflB_2
ERR1913201.62107__1.62107	39496__A5ZAI8__EUBVEN_02735
ERR1913201.62162__1.62162	39491__R6TNE2__LD38_07270
ERR1913201.62168__1.62168	166486__D4KZ24__ROSINTL182_05766
ERR1913201.62276__1.62276	47678__R5U7L8__DXB67_16595
ERR1913201.62411__1.62411	820__A0A173WUD7__DXB48_08055
ERR1913201.62533__1.62533	74426__sigA
ERR1913201.62602__1.62602	218538__C9LR41__GCWU000321_00309
ERR1913201.62680__1.62680	820__A0A139KJ23__celCCA
ERR1913201.62734__1.62734	47678__A5ZGW9__HMPREF1061_01068
ERR1913201.62757__1.62757	820__A7UYX8__DXD40_11635
ERR1913201.62816__1.62816	357276__I8WC65__EL88_00520
ERR1913201.63000__1.63000	387090__S0FDW2__BACCOPRO_02252
ERR1913201.63021__1.63021	166486__D4KUC4__arcB_1
ERR1913201.63160__1.63160	820__A0A374Q854__HMPREF1073_03281
ERR1913201.63206__1.63206	166486__D4KUK5__thiM
ERR1913201.63326__1.63326	387090__S0F8F6__BACCOPRO_01915
ERR1913201.63342__1.63342	166486__D4KZY5__ROSINTL182_07635
ERR1913201.63391__1.63391	818__A0A139JW76__BJP75_002555
ERR1913201.63652__1.63652	410072__A0A3E4GRE0__DXD67_07105
ERR1913201.63680__1.63680	28026__A0A072MTT5__BPS1E_1554
ERR1913201.63774__1.63774	745368__A0A1T4Y963__SAMN02745178_02859
