ERR1913218.204__1.204	357276__I9FTR0__HMPREF1065_02861
ERR1913218.41561__1.41561	1263006__R6LR21__BN515_00462
ERR1913218.41642__1.41642	40518__R5DZU5__RBL263_00458
ERR1913218.41709__1.41709	158787__A0A087D5A7__BSCA_1560
ERR1913218.41880__1.41880	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913218.41901__1.41901	820__R9HUV5__HMPREF2141_02582
ERR1913218.41913__1.41913	1624__A0A089QF62__B6U51_07730
ERR1913218.41993__1.41993	1262911__R6H092__BN557_00938
ERR1913218.42040__1.42040	357276__I8WDF1__B5F00_02455
ERR1913218.42257__1.42257	1624__F7QS05__CR531_04355
ERR1913218.42308__1.42308	46228__V8CDQ4__RUMLAC_02769
ERR1913218.42336__1.42336	301301__A0A395VBI2__RHOM_00545
ERR1913218.42475__1.42475	1263006__R6LJG8__BN515_01754
ERR1913218.42543__1.42543	1681__I3WKD7__DXD34_06365
ERR1913218.42594__1.42594	40518__R5DXH2__DXD83_10135
ERR1913218.42631__1.42631	158787__A0A087DI28__BBSC_1486
ERR1913218.42720__1.42720	820__R9I2U8__DXC68_09590
ERR1913218.43067__1.43067	1262882__R5N3T7__BN519_01188
ERR1913218.43033__1.43033	820__A0A139KEW8__DXB64_06405
ERR1913218.43034__1.43034	1855325__A0A1I2LW17__SAMN05216383_10133
ERR1913218.43179__1.43179	999425__V8BEB8__HMPREF9186_01025
ERR1913218.43196__1.43196	1262911__R6H2B5__BN557_01151
ERR1913218.43267__1.43267	1262882__R5MLA4__BN519_01536
ERR1913218.43447__1.43447	820__A0A3E4G2R7__DXC07_00510
ERR1913218.43898__1.43898	357276__A0A076IS26__EL88_15950
ERR1913218.44112__1.44112	2173__A0A1D2WWF3__METSMIALI_00379
ERR1913218.44311__1.44311	820__A7V9F9__B5G17_14640
ERR1913218.44363__1.44363	357276__I8WAB8__B5F00_08100
ERR1913218.44652__1.44652	1681__A0A3E4TVE9__HMPREF3196_01855
ERR1913218.44779__1.44779	552398__F4XCR9__HMPREF0866_01636
ERR1913218.44866__1.44866	1263006__R6LXG0__BN515_01067
ERR1913218.44878__1.44878	1550024__G9RP69__ASJ35_11625
ERR1913218.45110__1.45110	1262911__R6GQM3__BN557_01245
ERR1913218.45231__1.45231	1147152__GeneID:14182017
ERR1913218.45185__1.45185	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913218.45581__1.45581	39492__D4JTF2__mutS2
ERR1913218.45536__1.45536	357276__B6VVS0__HMPREF1064_03951
ERR1913218.45649__1.45649	28116__A0A1G6G396__DXD69_22115
ERR1913218.45727__1.45727	100886__E2NR09__CATMIT_01012
ERR1913218.45761__1.45761	301301__A0A395V8F3__ERS852391_01776
ERR1913218.46047__1.46047	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913218.46048__1.46048	1263006__R6MLL2__BN515_00946
ERR1913218.46185__1.46185	1263006__R6LZ17__BN515_01569
ERR1913218.46237__1.46237	33043__A0A173WWJ5__ERS852386_00339
ERR1913218.46294__1.46294	1681__K2IQY4__RY70_39
ERR1913218.46466__1.46466	357276__A0A0M1W657__HMPREF1064_04629
ERR1913218.46614__1.46614	301302__A0A0M6WXK9__chtA
ERR1913218.46732__1.46732	823__A0A173VS36__M091_4727
ERR1913218.46832__1.46832	1680__R5GRA4__ERS852382_01548
ERR1913218.46886__1.46886	357276__I8WPR6__EL88_06675
ERR1913218.46969__1.46969	39491__A0A396FRE7__EUR_27520
ERR1913218.47192__1.47192	1624__F7QVZ7__A8C52_08820
ERR1913218.47264__1.47264	1262924__R7HNZ2__BN585_02017
ERR1913218.47340__1.47340	1263006__R6LI44__BN515_01329
ERR1913218.47359__1.47359	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913218.47420__1.47420	357276__A0A076IYG1__B5F95_22465
ERR1913218.47456__1.47456	216816__A0A0A1GSN4__DVB78_03875
ERR1913218.47391__1.47391	626933__H1DGX0__HMPREF9449_01506
ERR1913218.47569__1.47569	1680__A0A173XYA2__B0703_0121
ERR1913218.47611__1.47611	40518__R5DV58__htrA
ERR1913218.47656__1.47656	1628085__A0A2U1B8S0__C7386_11465
ERR1913218.47670__1.47670	1263006__R6LV21__BN515_00171
ERR1913218.47810__1.47810	1624__A0A089QDW1__CR249_02860
ERR1913218.47957__1.47957	39488__A0A173SXL5__DXD91_06505
ERR1913218.48039__1.48039	394340__mfd
ERR1913218.48200__1.48200	357276__I8WPR6__EL88_06675
ERR1913218.48266__1.48266	39492__D4JVZ6__truB
ERR1913218.48399__1.48399	1263109__GCA_000438135.1_00973
ERR1913218.48815__1.48815	1624__A0A089RWE3__B5G14_01420
ERR1913218.49180__1.49180	1550024__A0A0D8IZK5__TQ39_07980
ERR1913218.49446__1.49446	820__A0A139KEW8__DXB64_06405
ERR1913218.49670__1.49670	1263006__R6LT09__BN515_01035
ERR1913218.49685__1.49685	357276__A0A076ISJ4__B5F95_19420
ERR1913218.49696__1.49696	1262882__R5MT08__BN519_01706
ERR1913218.49943__1.49943	357276__A0A076IXE0__HMPREF1064_04364
ERR1913218.49951__1.49951	246787__I8V2S2__BACCELL_02524
ERR1913218.50024__1.50024	1358__D2BKH7__DRA4_2076
ERR1913218.50034__1.50034	1358__A0A0M2ZPP2__LMG8526_1768
ERR1913218.50060__1.50060	820__A7V470__HMPREF1072_02076
ERR1913218.50144__1.50144	1262882__R5MND9__BN519_00831
ERR1913218.50221__1.50221	1628085__A0A2U1BFT1__C7386_102103
ERR1913218.50248__1.50248	357276__A0A0M1W1I8__ABI39_13620
ERR1913218.50275__1.50275	1550024__G9RZN9__ASJ35_05735
ERR1913218.50279__1.50279	820__A7V049__DXB48_04755
ERR1913218.50301__1.50301	820__A0A139K4W1__M093_0353
ERR1913218.50360__1.50360	820__R9HXK9__DXB62_08265
ERR1913218.50445__1.50445	820__A0A139KG04__ERS852459_01249
ERR1913218.50682__1.50682	1680__A0A174BEE7__BSTER_1311
ERR1913218.50820__1.50820	1263000__R5EC87__BN466_00713
ERR1913218.51117__1.51117	1262992__R5DEQ5__BN795_00722
ERR1913218.51160__1.51160	357276__C3RA36__HMPREF1065_03270
ERR1913218.51183__1.51183	1262911__R6H1K1__BN557_00910
ERR1913218.51349__1.51349	301302__R5UQ67__M72_23121
ERR1913218.51417__1.51417	1262882__R5MLE6__BN519_01423
ERR1913218.51429__1.51429	1262882__R5N5J6__BN519_01504
ERR1913218.51625__1.51625	626940__E8LCG7__DCQ00_01770
ERR1913218.51802__1.51802	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913218.51934__1.51934	1624__A0A385XN09__B6U44_01760
ERR1913218.52029__1.52029	651822__GCA_000210715.1_00753
ERR1913218.52043__1.52043	357276__A0A076IN30__DXD47_09350
ERR1913218.52059__1.52059	1111760__A0A1L7LHZ5__ppiB2
ERR1913218.52201__1.52201	35833__E5Y255__HMPREF0179_00265
ERR1913218.52439__1.52439	1624__A0A1Y0F5M4__B6U50_07200
ERR1913218.52413__1.52413	239935__A0A3F3KBB8__CXU16_06755
ERR1913218.52477__1.52477	357276__A0A076J4B1__DXD47_03445
ERR1913218.53079__1.53079	1263006__R6LND6__BN515_01578
ERR1913218.53178__1.53178	820__A0A3E4VZT7__DXB48_16145
ERR1913218.53276__1.53276	1262882__R5MEI8__BN519_00283
ERR1913218.53307__1.53307	158787__A0A087DBN0__BBSC_0307
ERR1913218.53326__1.53326	239935__A0A2N8HUU6__CXT90_06150
ERR1913218.53478__1.53478	301302__A0A173UAS4__M72_15061
ERR1913218.53570__1.53570	40518__R5DYT8__mscS
ERR1913218.53606__1.53606	239935__A0A139TPD8__CXU12_11015
ERR1913218.53938__1.53938	1680__A0A087DHN0__AL0462_1532
ERR1913218.54124__1.54124	1263006__R6LGA5__BN515_00076
ERR1913218.54114__1.54114	1550024__A0A3B9WIW5__TQ39_04755
ERR1913218.54223__1.54223	818__Q8A2L4__Btheta7330_05011
ERR1913218.54356__1.54356	1262911__R6H2J2__BN557_01228
ERR1913218.54375__1.54375	1263006__R6LZ17__BN515_01569
ERR1913218.54400__1.54400	227942__A0A0R1VAF2__FC60_GL000140
ERR1913218.54514__1.54514	1624__A0A089QIM1__A8C54_08170
ERR1913218.54709__1.54709	820__A0A174CG08__DXB62_13215
ERR1913218.54790__1.54790	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913218.54757__1.54757	1262882__A0A356PSJ4__BN519_01180
ERR1913218.54827__1.54827	301301__A0A395V944__ERS852391_00514
ERR1913218.54832__1.54832	552398__F4XCR9__HMPREF0866_01636
ERR1913218.54840__1.54840	1262911__R6H074__BN557_00923
ERR1913218.54922__1.54922	1099853__G9S750__NSB1T_10615
ERR1913218.55361__1.55361	100886__E2NP62__nagE
ERR1913218.55402__1.55402	301302__R5UNJ6__M72_26701
ERR1913218.55522__1.55522	88431__A6BGH9__ERS852408_02691
ERR1913218.55541__1.55541	1680__R5GRA4__ERS852382_01548
ERR1913218.55835__1.55835	1681__E4V837__BBNG_00326
ERR1913218.56069__1.56069	301302__A0A173T1J1__M72_18951
ERR1913218.56168__1.56168	820__A0A3E4WA06__ERS852554_03404
ERR1913218.56286__1.56286	40518__R5DSI5__fieF
ERR1913218.56642__1.56642	820__A0A374MXK3__HMPREF1072_00166
ERR1913218.56697__1.56697	216816__A0A0A1GSN4__DVB78_03875
ERR1913218.56719__1.56719	301301__A0A395VCJ3__cbiT
ERR1913218.56971__1.56971	1681__I3WGI8__DD715_03705
ERR1913218.57121__1.57121	1632__E3C6U3__FC49_GL001324
ERR1913218.57246__1.57246	999425__K8MPX7__HMPREF9186_01023
ERR1913218.57202__1.57202	1550024__G9RTA6__TQ39_10970
ERR1913218.57567__1.57567	1624__A0A089QF62__B6U51_07730
ERR1913218.57622__1.57622	1263006__R6LXD5__BN515_00461
ERR1913218.58055__1.58055	1262911__R6HN81__BN557_00921
ERR1913218.58238__1.58238	301301__A0A395V747__ERS852391_01535
ERR1913218.58392__1.58392	357276__B6W5Q7__DXD47_13945
ERR1913218.58422__1.58422	820__R9HP61__DXC91_01090
ERR1913218.58345__1.58345	820__A7V8C2__ERS852554_01338
ERR1913218.58353__1.58353	1262882__R5MKV8__BN519_01281
ERR1913218.58536__1.58536	1382__C8W7M3__Apar_1035
ERR1913218.58574__1.58574	1358__A0A166J899__IV65_GL000263
ERR1913218.59026__1.59026	1263000__R5EMW8__BN466_00256
ERR1913218.59136__1.59136	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913218.59387__1.59387	1550024__G9RPI3__ASJ35_09180
ERR1913218.59389__1.59389	1550024__A0A0D8IY45__ASJ35_05575
ERR1913218.59517__1.59517	1262882__R5MFA5__BN519_00331
ERR1913218.59549__1.59549	84112__C8WMY3__Elen_2759
ERR1913218.59607__1.59607	357276__A0A076IP73__BACDOR_04237
ERR1913218.59648__1.59648	818__A0A1H7TGM1__BJP75_010615
ERR1913218.59719__1.59719	158787__A0A087DBN0__BBSC_0307
ERR1913218.60091__1.60091	39485__C4Z389__ERS852490_01920
ERR1913218.60104__1.60104	1680__A0A174BEE7__BSTER_1311
ERR1913218.60076__1.60076	1263006__R6LSL5__BN515_00102
ERR1913218.60122__1.60122	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913218.60241__1.60241	35833__E5Y6S3__HMPREF0179_01886
ERR1913218.60255__1.60255	40518__R5DZU5__RBL263_00458
ERR1913218.60339__1.60339	1262911__R6GPI7__BN557_00907
ERR1913218.60350__1.60350	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913218.60394__1.60394	1681__A0A0E2ZAJ3__BJL93_03770
ERR1913218.60483__1.60483	820__A0A3E4XDK3__ERS852554_03650
ERR1913218.60472__1.60472	158787__A0A087DJ66__BBSC_2331
ERR1913218.60534__1.60534	1624__A0A385XRF2__DB321_05280
ERR1913218.60539__1.60539	1262911__R6GTZ4__BN557_01440
ERR1913218.60629__1.60629	239935__A0A139TTZ7__CXU14_07900
ERR1913218.60703__1.60703	1777878__A0A139NGZ4__STRDD10_00481
ERR1913218.60742__1.60742	626940__E8LFE6__DCQ00_00370
ERR1913218.60946__1.60946	820__A0A173YYG4__evgS_3
ERR1913218.61001__1.61001	357276__A0A076IXE0__HMPREF1064_04364
ERR1913218.61007__1.61007	158787__A0A087D724__BSCA_2013
ERR1913218.61148__1.61148	1262911__R6H2J2__BN557_01228
ERR1913218.61178__1.61178	820__A0A3E4W4Y7__B5G17_02055
ERR1913218.61199__1.61199	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913218.61204__1.61204	1263107__GCA_000436995.1_00215
ERR1913218.61215__1.61215	820__A0A3E4PYB0__yejM
ERR1913218.61459__1.61459	74426__group_4808
ERR1913218.61464__1.61464	1550024__A0A0D8J136__TQ39_12150
ERR1913218.61656__1.61656	239935__A0A2N8IYM5__CXT84_05130
ERR1913218.61582__1.61582	301301__A0A395VAJ9__RHOM_06125
ERR1913218.61624__1.61624	1550024__A0A0D8J274__ASJ35_12405
ERR1913218.61785__1.61785	357276__A0A076IXE0__HMPREF1064_04364
ERR1913218.61820__1.61820	84109__D0WF14__HMPREF0762_00518
ERR1913218.61987__1.61987	88431__A0A174UW18__lytR_4
ERR1913218.62085__1.62085	246787__R6K756__HMPREF1062_01819
ERR1913218.62125__1.62125	1160721__W0U611__BHW50_08625
ERR1913218.62179__1.62179	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913218.62281__1.62281	158787__A0A087D366__BBSC_2152
ERR1913218.62290__1.62290	823__A0A174LWY0__lepB
ERR1913218.62328__1.62328	1624__A0A2A2X4R7__CR249_01450
ERR1913218.62445__1.62445	820__A0A3E4RTP0__C801_01067
ERR1913218.62477__1.62477	40520__A0A3E5E983__DXC87_15505
ERR1913218.62655__1.62655	1385385__GeneID:17526503
ERR1913218.62671__1.62671	1624__A0A385XQY9__DBP87_04400
ERR1913218.62901__1.62901	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913218.62937__1.62937	357276__D1K3K9__EL88_23995
ERR1913218.63003__1.63003	1358__T0VND1__BN927_00201
ERR1913218.63105__1.63105	1681__A0A1V8QZE2__B216_08176
ERR1913218.63110__1.63110	1472761__GCA_002159295.1_00742
ERR1913218.63161__1.63161	552398__T5S086__HMPREF0866_01580
ERR1913218.63388__1.63388	1262803__R6NL95__BN649_00814
ERR1913218.63405__1.63405	1550024__G9RX51__TQ39_04720
ERR1913218.63776__1.63776	40518__R5E5I9__yvhJ_2
ERR1913218.63777__1.63777	216816__E8MH24__APS65_02760
ERR1913218.63824__1.63824	40518__R5E4Y8__RBATCC27255_01448
ERR1913218.63826__1.63826	12390__GeneID:2769037
ERR1913218.63847__1.63847	1263006__R6LUH1__BN515_01483
ERR1913218.64014__1.64014	301301__A0A395V654__RHOM_11910
ERR1913218.64112__1.64112	820__A0A173WUD7__DXB48_08055
ERR1913218.64446__1.64446	1358__A0A0V8CSF5__DRA4_1172
ERR1913218.64770__1.64770	1624__A0A089QBF7__A8C46_08780
ERR1913218.64835__1.64835	1689__D2Q920__ftsE
ERR1913218.64922__1.64922	458033__GCA_001482755.1_02203
ERR1913218.64989__1.64989	820__A0A139KEW8__DXB64_06405
ERR1913218.64944__1.64944	1613__A0A1D7ZVN2__CEW18_05805
ERR1913218.65122__1.65122	1382__C8W8M3__Apar_0022
ERR1913218.65382__1.65382	357276__A0A076IKP7__BACDOR_04239
ERR1913218.65360__1.65360	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913218.65405__1.65405	239935__A0A2N8HL50__CXT98_09135
ERR1913218.65428__1.65428	1681__K2IQY4__RY70_39
ERR1913218.65455__1.65455	357276__A0A0M1W657__HMPREF1064_04629
ERR1913218.65638__1.65638	40518__R5E2R8__nnr_2
ERR1913218.65654__1.65654	1262882__R5N3H1__BN519_01121
ERR1913218.65879__1.65879	418240__C6JGL2__ERS852523_00030
ERR1913218.65920__1.65920	1263006__R6LK25__BN515_01963
ERR1913218.65980__1.65980	820__A0A396CMY7__HMPREF1072_03009
ERR1913218.65984__1.65984	820__R9I2U8__DXC68_09590
ERR1913218.66079__1.66079	1262882__R5MSI7__BN519_01601
ERR1913218.66282__1.66282	820__A0A3E4W4Y7__B5G17_02055
ERR1913218.66335__1.66335	239935__B2URG6__CXU02_00030
ERR1913218.66297__1.66297	301302__R5UKP4__cbiT
ERR1913218.66346__1.66346	1680__A7A7Z9__AAX71_05385
ERR1913218.66390__1.66390	820__A0A3E4WCC2__lptB_1
ERR1913218.66450__1.66450	820__A0A139K1Y6__DXB48_02610
ERR1913218.66514__1.66514	47770__A0A135Z5L0__N580_00012305
ERR1913218.66525__1.66525	820__A0A139KEW8__DXB64_06405
ERR1913218.66567__1.66567	1584__A0A061BY34__IV58_GL001396
ERR1913218.66600__1.66600	239935__A0A2N8HM32__CXT85_08075
ERR1913218.66740__1.66740	1735__B7CEC3__EUBIFOR_02567
ERR1913218.66763__1.66763	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913218.66818__1.66818	745368__A0A1T4Y388__SAMN02745178_02684
ERR1913218.66947__1.66947	1680__R5GSL8__DXD60_03315
ERR1913218.66980__1.66980	820__A0A174DZ97__SAMN05444418_101240
ERR1913218.67006__1.67006	1263107__GCA_000436995.1_00193
ERR1913218.67220__1.67220	820__A0A174DZ97__SAMN05444418_101240
ERR1913218.67241__1.67241	1624__A0A1Y3BWE2__B6U44_03895
ERR1913218.67389__1.67389	28118__F9ZAK8__NCTC10826_02458
ERR1913218.67411__1.67411	1686__B6XTQ5__B5782_1168
ERR1913218.67529__1.67529	47770__D5H194__AYP82_03705
ERR1913218.67543__1.67543	1263109__GCA_000438135.1_00480
ERR1913218.67726__1.67726	1681__E4VAQ0__B0156_0567
ERR1913218.67906__1.67906	239935__A0A2N8ITX2__CXT86_11265
ERR1913218.68148__1.68148	40518__R5DVV1__RBATCC27255_00999
ERR1913218.68122__1.68122	1550024__G9RY06__TQ39_00225
ERR1913218.68457__1.68457	40518__R5DWB0__DXD86_00925
ERR1913218.68797__1.68797	28118__F9Z7S2__DF785_12600
ERR1913218.68907__1.68907	820__A0A374Q854__HMPREF1073_03281
ERR1913218.69229__1.69229	239935__R7E524__CXT91_06180
ERR1913218.69237__1.69237	40520__A0A174IJ62__DXC87_06795
ERR1913218.69424__1.69424	1550024__G9RW08__ASJ35_03155
ERR1913218.69640__1.69640	40518__R5DT93__DXD86_08730
ERR1913218.69788__1.69788	1628085__A0A2U1BDS5__C7386_1046
ERR1913218.69792__1.69792	239935__A0A2N8ITX2__CXT86_11265
ERR1913218.70098__1.70098	1550024__G9RZG5__TQ39_11180
ERR1913218.70248__1.70248	1262882__R5MF58__BN519_00393
ERR1913218.70264__1.70264	1262911__R6GPM2__BN557_00937
ERR1913218.70349__1.70349	820__A0A139KHX1__HMPREF2141_00289
ERR1913218.70335__1.70335	239935__A0A2N8HT18__CXT93_06135
ERR1913218.70317__1.70317	1550024__G9RYB3__TQ39_01060
ERR1913218.70410__1.70410	357276__A0A0K2HDV9__DXD47_02600
ERR1913218.70579__1.70579	1304__A0A1V0H6X5__CQA85_03155
ERR1913218.70750__1.70750	1160721__W0U3C6__BHW50_11080
ERR1913218.70798__1.70798	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913218.70797__1.70797	333367__C0CYT4__CLOSTASPAR_02161
ERR1913218.70904__1.70904	100886__A0A174HIL4__rhaS_1
ERR1913218.70879__1.70879	820__A0A139K5A6__DXB48_12175
ERR1913218.70920__1.70920	357276__E5UTL1__HMPREF1065_03551
ERR1913218.70991__1.70991	1680__A0A173Y6N7__yhaH
ERR1913218.71094__1.71094	40518__R5E2Z2__DXD93_09295
ERR1913218.71206__1.71206	1262882__R5MIW5__BN519_00945
ERR1913218.71265__1.71265	1550024__G9RPI3__ASJ35_09180
ERR1913218.71268__1.71268	820__A0A3E4G3J9__ERS852459_02265
ERR1913218.71290__1.71290	1262911__R6GXH0__BN557_00389
ERR1913218.71752__1.71752	2173__A0A1D2WTV4__Msm_1285
ERR1913218.71679__1.71679	820__I9TWZ7__DXC80_10550
ERR1913218.71801__1.71801	1550024__G9RWW8__TQ39_12140
ERR1913218.71868__1.71868	820__A7V049__DXB48_04755
ERR1913218.72015__1.72015	151537__GeneID:920370
ERR1913218.72089__1.72089	78258__E6K224__HMPREF0620_1497
ERR1913218.72105__1.72105	239935__B2UQP8__CXU15_01110
ERR1913218.72107__1.72107	1263006__R6LKC6__BN515_02058
ERR1913218.72287__1.72287	2173__A0A1D2WRI1__BK798_01230
ERR1913218.72563__1.72563	1550024__A0A0W7TVN4__ASJ35_01120
ERR1913218.72568__1.72568	40518__R5E500__RBL263_01193
ERR1913218.72700__1.72700	246787__E2NCX3__HMPREF1062_01637
ERR1913218.72718__1.72718	40518__R5DVL2__penA
ERR1913218.72992__1.72992	1160721__R6T157__BHW50_04000
ERR1913218.73383__1.73383	1624__D8ILJ0__A8C40_05830
ERR1913218.73388__1.73388	1263006__R6LV21__BN515_00171
ERR1913218.73458__1.73458	301302__R5UNJ6__M72_26701
ERR1913218.73471__1.73471	1680__A0A076JNH5__DXC60_03835
ERR1913218.73598__1.73598	820__A0A396CMY7__HMPREF1072_03009
ERR1913218.73636__1.73636	671232__A0A0E2J836__Q615_SPAC00113G0300
ERR1913218.73884__1.73884	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913218.73996__1.73996	1262911__R6HN81__BN557_00921
ERR1913218.73998__1.73998	626940__E8LFZ5__HMPREF9443_01789
ERR1913218.74008__1.74008	1628085__A0A2U1BGZ9__C7386_101169
ERR1913218.73970__1.73970	301301__A0A395VFK0__RHOM_05215
ERR1913218.74047__1.74047	1382__C8W7K9__Apar_1020
ERR1913218.74195__1.74195	1550024__G9RT56__TQ39_09200
ERR1913218.74369__1.74369	1262882__R5MGI7__BN519_00643
ERR1913218.74689__1.74689	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913218.74693__1.74693	820__A0A139KIL9__DXC68_05945
ERR1913218.74777__1.74777	1624__F7QS04__B6U57_01015
ERR1913218.74868__1.74868	301301__A0A395VBI2__RHOM_00545
ERR1913218.74896__1.74896	69974__A0A090FEL8__MPL3365_630008
ERR1913218.75465__1.75465	820__A0A139K4W5__HMPREF2141_02394
ERR1913218.75480__1.75480	357276__A0A0K2HDV9__DXD47_02600
ERR1913218.75789__1.75789	40518__R5DMZ0__DXD83_05610
ERR1913218.76043__1.76043	301302__A0A173T3P5__ERS852420_01836
ERR1913218.76069__1.76069	823__A0A073I1X2__DXD05_18820
ERR1913218.76115__1.76115	40518__R5DXP6__DXD83_06110
ERR1913218.76336__1.76336	1297617__A0A2U1BIX9__C7373_106132
ERR1913218.76487__1.76487	246787__R6KBH9__HMPREF1062_04676
ERR1913218.76648__1.76648	2173__A5ULL1__Msm_0884
ERR1913218.76786__1.76786	820__A0A174EV88__HMPREF1072_01427
ERR1913218.76951__1.76951	1263006__R6LG93__BN515_00770
ERR1913218.77006__1.77006	158787__A0A087D7G7__BSCA_2164
ERR1913218.76977__1.76977	820__A0A3E4G3J9__ERS852459_02265
ERR1913218.76963__1.76963	40520__A0A174NUP5__DXC87_01375
ERR1913218.77191__1.77191	1262911__R6H0S8__BN557_01079
ERR1913218.77439__1.77439	1262882__R5N526__BN519_01603
ERR1913218.77687__1.77687	1262911__R6GN99__BN557_01784
ERR1913218.77727__1.77727	1624__A0A1V9THW8__DB322_06390
ERR1913218.77865__1.77865	1318__I1ZMJ9__HMPREF9626_0795
ERR1913218.77869__1.77869	1624__A0A385XNP0__A8C54_05230
ERR1913218.77877__1.77877	823__A0A173TL14__M095_0764
ERR1913218.78098__1.78098	1550024__G9RPH0__TQ39_05505
ERR1913218.78351__1.78351	562__A0A377AAV3__CDL32_10800
ERR1913218.78465__1.78465	39496__A5Z5I2__EUBVEN_00963
ERR1913218.78601__1.78601	1550024__G9RQ59__TQ39_14360
ERR1913218.78682__1.78682	1624__A0A1Y0F5M4__B6U50_07200
ERR1913218.78638__1.78638	28118__F9Z9B0__SAMEA44545918_02179
ERR1913218.78847__1.78847	1262911__R6HJT1__BN557_00291
ERR1913218.79059__1.79059	1263006__R6LLP6__BN515_01041
ERR1913218.79061__1.79061	28118__R6F2P2__NCTC10826_02131
ERR1913218.79318__1.79318	1262882__R5N2U9__BN519_01221
ERR1913218.79404__1.79404	1263006__R6LWF1__BN515_02111
ERR1913218.79591__1.79591	820__A7V049__DXB48_04755
ERR1913218.79879__1.79879	1263006__R6MLA8__BN515_00853
ERR1913218.80244__1.80244	1263006__R6LLP6__BN515_01041
ERR1913218.80338__1.80338	1681__A0A0M4MI21__BBB_0611
ERR1913218.80392__1.80392	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913218.80488__1.80488	1624__Q1WV44__LSJ_0311
ERR1913218.80606__1.80606	1624__A0A2A2X4R7__CR249_01450
ERR1913218.80729__1.80729	1624__A0A385XP74__LSGJ_01132
ERR1913218.80942__1.80942	1262911__R6HN81__BN557_00921
ERR1913218.80990__1.80990	357276__A0A0K2HJA6__DXD47_07320
ERR1913218.81064__1.81064	1624__Q1WRD0__B6U45_09410
ERR1913218.81579__1.81579	29361__B6FRT6__CLONEX_02860
ERR1913218.81716__1.81716	39486__G1WVT6__DXD50_09980
ERR1913218.81683__1.81683	1262911__R6HJZ1__BN557_00331
ERR1913218.81964__1.81964	820__R9I2U8__DXC68_09590
ERR1913218.81980__1.81980	301302__A0A173S3L8__vpr
ERR1913218.82096__1.82096	820__A0A139K4W5__HMPREF2141_02394
ERR1913218.82022__1.82022	357276__D1JY58__BACDOR_04277
ERR1913218.82336__1.82336	820__A0A139K4T0__ERS852510_03146
ERR1913218.82308__1.82308	1263006__R6MNK5__BN515_01555
ERR1913218.82578__1.82578	239935__A0A2N8IKW7__pstA
ERR1913218.82542__1.82542	301301__A0A395VA63__sbcC
ERR1913218.82807__1.82807	239935__A0A2N8HB50__CXU17_02615
ERR1913218.82823__1.82823	301301__G2T207__cph2_5
ERR1913218.82794__1.82794	1263006__R6MMN2__BN515_01202
ERR1913218.82836__1.82836	301301__G2SZN8__RHOM_00825
ERR1913218.82870__1.82870	43685__GeneID:955501
ERR1913218.82925__1.82925	239935__A0A139TVJ4__CXT86_02020
ERR1913218.82982__1.82982	239935__A0A2N8HDT1__CXT94_05270
ERR1913218.83067__1.83067	610243__A0A060QJF7__ASAP_2763
ERR1913218.83254__1.83254	1262882__R5N532__BN519_01420
ERR1913218.83261__1.83261	1263006__R6LPZ5__BN515_02090
ERR1913218.83520__1.83520	139872__GeneID:2717130
ERR1913218.83626__1.83626	40518__R5E1J7__RBL236_02062
ERR1913218.83724__1.83724	329854__R7DRH1__DXD27_19880
ERR1913218.83841__1.83841	78258__E6K2P7__PSDT_0383
ERR1913218.83834__1.83834	1680__R5GZF2__DXC60_01925
ERR1913218.84014__1.84014	1262700__R5XBD0__BN695_00459
ERR1913218.84031__1.84031	1550024__A0A3B9WKW6__TQ39_07780
ERR1913218.84106__1.84106	1550024__G9RZG0__ASJ35_05540
ERR1913218.84067__1.84067	1263006__R6LN84__BN515_01543
ERR1913218.84156__1.84156	820__A0A374Q854__HMPREF1073_03281
ERR1913218.84276__1.84276	626940__E8LCQ8__BHW43_05915
ERR1913218.84423__1.84423	1263000__R5EFA7__BN466_01197
ERR1913218.84556__1.84556	820__A0A374Q854__HMPREF1073_03281
ERR1913218.84629__1.84629	354260__GeneID:1260673
ERR1913218.84734__1.84734	1263006__R6LPZ5__BN515_02090
ERR1913218.84924__1.84924	820__A0A174A6K0__M093_0079
ERR1913218.85050__1.85050	239935__A0A2N8HAQ1__DEF40_05290
ERR1913218.85239__1.85239	818__A0A174LEN9__BJP75_006595
ERR1913218.85461__1.85461	357276__A0A076IXE0__HMPREF1064_04364
