ERR1913226.15__1.15	46228__V8BM45__DXD17_14355
ERR1913226.56871__1.56871	218538__C9LQ92__GCWU000321_01724
ERR1913226.56950__1.56950	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913226.57253__1.57253	820__A0A374QGD2__ERS852421_02382
ERR1913226.57345__1.57345	1262761__R6RZF9__BN606_01803
ERR1913226.57454__1.57454	487174__K0X5B1__DDY40_01695
ERR1913226.57536__1.57536	1262944__R7IQK4__BN596_01899
ERR1913226.57638__1.57638	239935__A0A2N8HT44__CXT84_11035
ERR1913226.57785__1.57785	1262736__R5Y3Y0__BN496_01937
ERR1913226.57843__1.57843	2293125__A0A374BZ50__DW917_11090
ERR1913226.57915__1.57915	28116__F7M1Q5__CUY_1584
ERR1913226.57989__1.57989	820__A0A1T4IYF4__mprA_1
ERR1913226.58004__1.58004	39485__A0A174YVS4__EUBELI_00620
ERR1913226.58118__1.58118	39485__C4Z390__EUBELI_01689
ERR1913226.58229__1.58229	1262777__R5VKW4__BN512_01802
ERR1913226.58266__1.58266	1262824__R6RVH0__BN719_00011
ERR1913226.58291__1.58291	1262761__R6R380__BN606_01693
ERR1913226.58306__1.58306	246787__A0A0P0GNB7__xyl4
ERR1913226.58357__1.58357	820__A0A139K4W1__M093_0353
ERR1913226.58377__1.58377	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913226.58429__1.58429	487174__K0XDI7__DIT83_12065
ERR1913226.58450__1.58450	165179__A0A3E5AHY4__CFT61_07675
ERR1913226.58484__1.58484	817__A0A015NVK9__HMPREF1204_01972
ERR1913226.58500__1.58500	39492__D4JT68__spoIIIE
ERR1913226.58525__1.58525	853__A0A2A7B9I6__DW855_13690
ERR1913226.58577__1.58577	10679__GeneID:1261534
ERR1913226.58586__1.58586	2293125__A0A374CII0__DW917_03470
ERR1913226.58710__1.58710	39485__A0A174ZA72__glgB_1
ERR1913226.58782__1.58782	2293125__A0A374CFZ2__DW917_03445
ERR1913226.58853__1.58853	2293125__A0A374BZ50__DW917_11090
ERR1913226.59080__1.59080	820__A0A374Q8T2__DXB64_16190
ERR1913226.59097__1.59097	1262761__R6QS33__BN606_00308
ERR1913226.59147__1.59147	40520__A5ZTX9__DXD81_17900
ERR1913226.59262__1.59262	244366__A0A0B7GCL1__sucC
ERR1913226.59264__1.59264	820__A0A174LJB2__HMPREF1072_04112
ERR1913226.59679__1.59679	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913226.59594__1.59594	820__A0A174G065__DXB62_08975
ERR1913226.59990__1.59990	1262988__R7N521__BN816_01886
ERR1913226.60087__1.60087	165179__A0A3E5EB26__CFT61_02800
ERR1913226.60379__1.60379	853__A0A2A7B9I6__DW855_13690
ERR1913226.60607__1.60607	820__A0A174DZ97__SAMN05444418_101240
ERR1913226.60622__1.60622	165179__A0A174SA26__PREVCOP_05758
ERR1913226.60651__1.60651	10679__GeneID:1261527
ERR1913226.60742__1.60742	817__A0A081UA45__M112_0802
ERR1913226.60803__1.60803	1262911__R6GMH5__BN557_00511
ERR1913226.60984__1.60984	39492__D4JRZ7__smc
ERR1913226.61051__1.61051	853__D4JY61__C4N21_10560
ERR1913226.61344__1.61344	1262761__R6QN56__BN606_00886
ERR1913226.61438__1.61438	2293125__A0A374CHT4__DW917_03485
ERR1913226.61446__1.61446	820__A0A3E4W9D9__B5G17_12400
ERR1913226.61489__1.61489	2293125__A0A374C955__DW917_08135
ERR1913226.61703__1.61703	116085__D4J4J2__DW747_14050
ERR1913226.61880__1.61880	39485__A0A175A273__plsX_2
ERR1913226.62194__1.62194	2293125__A0A374CBD1__DW917_06995
ERR1913226.62314__1.62314	28118__F9Z5M1__NCTC10826_02946
ERR1913226.62522__1.62522	1262761__R6QKZ0__BN606_00913
ERR1913226.62542__1.62542	2293125__A0A374CC93__DW917_06625
ERR1913226.62609__1.62609	2293125__A0A374CFU2__DW917_03475
ERR1913226.62633__1.62633	39491__A0A395ZHV7__ykvU
ERR1913226.62710__1.62710	2293125__A0A374BRB6__DW917_13815
ERR1913226.62867__1.62867	291645__I9SGK8__HMPREF1068_00004
ERR1913226.63270__1.63270	626930__F3PVE3__HMPREF9446_02721
ERR1913226.63368__1.63368	165179__A0A174W369__PREVCOP_04548
ERR1913226.63563__1.63563	820__A0A174R952__DXB48_02570
ERR1913226.63630__1.63630	2293125__A0A374BSW4__DW917_13420
ERR1913226.63636__1.63636	820__A0A139K4W1__M093_0353
ERR1913226.63704__1.63704	246787__A0A0P0GUU5__BACCELL_02894
ERR1913226.63753__1.63753	165179__A0A229I7F5__DXB80_02650
ERR1913226.63767__1.63767	2293125__A0A374CC93__DW917_06625
ERR1913226.63818__1.63818	820__A0A3E5BMG9__DXD40_05130
ERR1913226.63890__1.63890	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913226.63929__1.63929	1263107__GCA_000436995.1_00240
ERR1913226.64196__1.64196	1262761__R6RNL8__BN606_00387
ERR1913226.64198__1.64198	1262889__R7HA79__BN634_01068
ERR1913226.64343__1.64343	1262761__R6QU78__BN606_01972
ERR1913226.64697__1.64697	165179__A0A174SA26__PREVCOP_05758
ERR1913226.64733__1.64733	165179__D1P9T6__PREVCOP_04016
ERR1913226.64777__1.64777	165179__A0A174SA26__PREVCOP_05758
ERR1913226.64857__1.64857	1262761__R6QS33__BN606_00308
ERR1913226.64895__1.64895	471189__GCA_003340385.1_00154
ERR1913226.64957__1.64957	853__A0A174UDE9__C4N25_12775
ERR1913226.65474__1.65474	820__A0A139K5A6__DXB48_12175
ERR1913226.65509__1.65509	1160721__W0U4D5__RBI_I01230
ERR1913226.65528__1.65528	2293125__A0A374CIC9__DW917_02045
ERR1913226.65920__1.65920	1262942__R7QW43__BN520_01080
ERR1913226.65902__1.65902	47678__A5ZEA3__ERS852558_00257
ERR1913226.65991__1.65991	47678__R5U6J0__ERS852558_00310
ERR1913226.66335__1.66335	820__A0A173XIP7__B5G17_16050
ERR1913226.66481__1.66481	821__A0A0P0M5Z6__BVU_0429
ERR1913226.66515__1.66515	2293125__A0A374C8A8__DW917_07550
ERR1913226.66521__1.66521	1262761__R6QR72__BN606_01181
ERR1913226.67067__1.67067	410072__A0A173XQG6__ERS852574_01620
ERR1913226.67131__1.67131	1501391__GCA_000786575.1_00113
ERR1913226.67225__1.67225	1262761__R6QZJ9__BN606_00492
ERR1913226.67305__1.67305	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913226.67446__1.67446	2293125__A0A374BNR6__DW917_15660
ERR1913226.67484__1.67484	28116__A0A1Y4Q112__evgS_13
ERR1913226.67548__1.67548	39486__G1WS07__DXC93_09710
ERR1913226.67635__1.67635	165179__A0A3E5EB26__CFT61_02800
ERR1913226.67860__1.67860	1262761__R6QR72__BN606_01181
ERR1913226.68199__1.68199	1262911__R6GKS1__BN557_00184
ERR1913226.68126__1.68126	820__A7V049__DXB48_04755
ERR1913226.68497__1.68497	820__A0A173WZS4__DXD90_10250
ERR1913226.68555__1.68555	820__A7V470__HMPREF1072_02076
ERR1913226.68743__1.68743	2293125__A0A374BZ50__DW917_11090
ERR1913226.68899__1.68899	384639__GCA_003096855.1_00995
ERR1913226.69353__1.69353	28116__F7LC60__AA414_00422
ERR1913226.69243__1.69243	39492__D4JTB5__EUBSIR_01720
ERR1913226.69393__1.69393	1262761__R6RNL8__BN606_00387
ERR1913226.69833__1.69833	820__A0A139KEW8__DXB64_06405
ERR1913226.70388__1.70388	1263000__R5EXT3__BN466_02213
ERR1913226.70482__1.70482	820__R9HUV5__HMPREF2141_02582
ERR1913226.70615__1.70615	1263107__GCA_000436995.1_00069
ERR1913226.70643__1.70643	1263000__R5EHB0__BN466_01647
ERR1913226.70747__1.70747	40520__R7DAS6__ERS852533_00380
ERR1913226.70987__1.70987	39485__A0A174ZLH6__EUBELI_01564
ERR1913226.71016__1.71016	2293125__A0A374BR61__DW917_14880
ERR1913226.71038__1.71038	384638__B7AT14__BACPEC_01282
ERR1913226.71511__1.71511	820__A0A3E4G493__ERS417307_00253
ERR1913226.71557__1.71557	820__A0A3E4WA06__ERS852554_03404
ERR1913226.71663__1.71663	39492__D4JRM9__bglB_2
ERR1913226.71912__1.71912	853__A0A2A7B9I6__DW855_13690
ERR1913226.71943__1.71943	820__A0A1Q6IDS8__chtA
ERR1913226.72076__1.72076	1262761__R6RU22__BN606_01110
ERR1913226.72776__1.72776	33043__A0A173ZEP9__araC_1
ERR1913226.72787__1.72787	820__A0A3E4G826__C801_01612
ERR1913226.72852__1.72852	1160721__A0A373ML50__RBI_I01893
ERR1913226.72954__1.72954	39492__D4JW28__spoVFA
ERR1913226.72907__1.72907	165179__A0A3E5A5E5__DXC61_13965
ERR1913226.73123__1.73123	820__A0A3E4IGA7__DXD40_07110
ERR1913226.73145__1.73145	371601__C3R2J2__ERS852396_04353
ERR1913226.73234__1.73234	2293125__A0A374BVX3__DW917_12740
ERR1913226.73264__1.73264	2293125__A0A374CFU2__DW917_03475
ERR1913226.73337__1.73337	820__A0A396EUV1__B5G17_06465
ERR1913226.73420__1.73420	1501391__GCA_000786575.1_00018
ERR1913226.73421__1.73421	2293125__A0A374CFZ2__DW917_03445
ERR1913226.73717__1.73717	360807__C0FVL1__ERS852392_00394
ERR1913226.73980__1.73980	1501391__GCA_000786575.1_00072
ERR1913226.74190__1.74190	165179__A0A174SA26__PREVCOP_05758
ERR1913226.74348__1.74348	2293125__A0A374CI55__DW917_03455
ERR1913226.74425__1.74425	1262992__R5DC96__BN795_01524
ERR1913226.74553__1.74553	165179__A0A3E5A5E5__DXC61_13965
ERR1913226.75247__1.75247	36343__GeneID:11467866
ERR1913226.76014__1.76014	2293125__A0A374BRB6__DW917_13815
ERR1913226.76086__1.76086	2293125__A0A374C4J1__DW917_09855
ERR1913226.76182__1.76182	2293125__A0A374BV30__DW917_13395
ERR1913226.76742__1.76742	1262942__R7QZR2__BN520_02035
ERR1913226.76810__1.76810	2293125__A0A374C4J1__DW917_09855
ERR1913226.76900__1.76900	820__A0A174RFI5__SAMN05444418_12240
ERR1913226.77052__1.77052	1262761__R6RB22__BN606_01933
ERR1913226.77123__1.77123	820__A0A374QGD2__ERS852421_02382
ERR1913226.77283__1.77283	821__A0A174NM17__lacZ_6
ERR1913226.77546__1.77546	562__P0ADK7__yibA
ERR1913226.77756__1.77756	2293125__A0A374C955__DW917_08135
ERR1913226.78095__1.78095	820__A0A3E4WA06__ERS852554_03404
ERR1913226.78354__1.78354	820__A0A174CK74__DXB48_07060
ERR1913226.78420__1.78420	33039__A0A174XM16__ERS852530_05348
ERR1913226.78593__1.78593	820__A0A374Q854__HMPREF1073_03281
ERR1913226.79025__1.79025	1263107__GCA_000436995.1_00242
ERR1913226.79066__1.79066	47678__R5U8Y1__BACCAC_02615
ERR1913226.79178__1.79178	820__A0A139KHX1__HMPREF2141_00289
ERR1913226.79180__1.79180	1501391__GCA_000786575.1_00107
ERR1913226.79401__1.79401	820__A0A3E4VXP2__yesR
ERR1913226.79443__1.79443	562__C6EBU6__ESQG_00710
ERR1913226.79455__1.79455	671267__R9ICM6__C802_00589
ERR1913226.79374__1.79374	1262761__R6R380__BN606_01693
ERR1913226.79590__1.79590	820__A0A174F696__macB_13
ERR1913226.79950__1.79950	1501391__GCA_000786575.1_00056
ERR1913226.79961__1.79961	1262743__R5C054__BN727_01980
ERR1913226.80233__1.80233	410072__A0A173XQG6__ERS852574_01620
ERR1913226.80370__1.80370	39486__G1WX25__DXD84_13390
ERR1913226.80950__1.80950	1262761__R6RNL8__BN606_00387
ERR1913226.80893__1.80893	487174__K0X694__DIT83_09060
ERR1913226.80913__1.80913	39492__D4JWA3__ERS852540_01332
ERR1913226.80881__1.80881	214856__I3YMN6__Alfi_1938
ERR1913226.81045__1.81045	1262889__R7HAP4__BN634_00533
ERR1913226.81063__1.81063	1263044__GCA_000433375.1_03425
ERR1913226.81092__1.81092	1262889__R7HB16__BN634_02255
ERR1913226.81167__1.81167	1262911__R6HGD7__BN557_00108
ERR1913226.81415__1.81415	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913226.81501__1.81501	1263107__GCA_000436995.1_00140
ERR1913226.81706__1.81706	1262761__R6R5E1__BN606_01164
ERR1913226.81786__1.81786	357276__A0A0M1W657__HMPREF1064_04629
ERR1913226.81833__1.81833	2293125__A0A374CLA5__DW917_01130
ERR1913226.81921__1.81921	1263006__R6LJG8__BN515_01754
ERR1913226.82393__1.82393	487174__K0WVG2__DDY40_00285
ERR1913226.82590__1.82590	1262889__R7HB62__BN634_00669
ERR1913226.82599__1.82599	853__A0A2A7AXC8__C4N21_14120
ERR1913226.82687__1.82687	166486__D4KPQ7__ROSINTL182_09065
ERR1913226.82811__1.82811	1262911__R6H174__BN557_01246
ERR1913226.82864__1.82864	39485__R5ZRT8__gmr_6
ERR1913226.82957__1.82957	1501391__GCA_000786575.1_00119
ERR1913226.84400__1.84400	556259__I0PXW0__BSGG_5187
ERR1913226.84960__1.84960	46228__V8CDQ4__RUMLAC_02769
ERR1913226.85007__1.85007	487174__K0X3E9__DDY40_04905
ERR1913226.84969__1.84969	1262761__R6R1G2__BN606_01397
ERR1913226.84986__1.84986	40518__R5DUU0__DXD93_03985
ERR1913226.85052__1.85052	1897011__A0A1Q6RC54__BHW41_06555
ERR1913226.85080__1.85080	39486__R6SFA1__DXC93_11325
ERR1913226.85320__1.85320	820__A0A139K1Y6__DXB48_02610
ERR1913226.85451__1.85451	1501391__GCA_000786575.1_00125
ERR1913226.85567__1.85567	1262988__R7N324__BN816_01933
ERR1913226.85931__1.85931	820__A0A3E4VZY4__ERS852554_01211
ERR1913226.85864__1.85864	28116__A0A1G6G9R4__CUY_0131
ERR1913226.86007__1.86007	39485__A0A174YWE7__EUBELI_00979
ERR1913226.86107__1.86107	218538__C9LL79__GCWU000321_00015
ERR1913226.86145__1.86145	1263000__R5EXT3__BN466_02213
ERR1913226.86276__1.86276	823__D0TC25__B5F32_04575
ERR1913226.86391__1.86391	820__A7V049__DXB48_04755
ERR1913226.86809__1.86809	820__A0A3E4RUC4__DHU98_02635
ERR1913226.87124__1.87124	1262988__R7N7D6__BN816_00654
ERR1913226.87162__1.87162	821__D4VD59__BHV80_04260
ERR1913226.87176__1.87176	1263107__GCA_000436995.1_00004
ERR1913226.87399__1.87399	487174__K0WUJ8__DIT83_08050
ERR1913226.87561__1.87561	1897011__A0A1Q6RIA6__BHW41_01370
ERR1913226.87652__1.87652	165179__R6C330__DXC61_04975
ERR1913226.87727__1.87727	820__A0A3E4VXP2__yesR
ERR1913226.87949__1.87949	2293125__A0A374CJ42__DW917_03305
ERR1913226.88142__1.88142	820__I9A4U7__DHU98_12785
ERR1913226.88088__1.88088	626933__H1DGX0__HMPREF9449_01506
ERR1913226.88203__1.88203	1262761__R6RU22__BN606_01110
ERR1913226.88276__1.88276	1501391__GCA_000786575.1_00004
ERR1913226.88792__1.88792	1262942__R7R1K2__BN520_00303
ERR1913226.88952__1.88952	40520__A0A174LZ30__DXC87_12825
ERR1913226.89311__1.89311	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913226.89365__1.89365	165179__A0A3E5AHY4__CFT61_07675
ERR1913226.89474__1.89474	1862668__GCA_001945525.1_00031
ERR1913226.89535__1.89535	821__R7P1Q7__M099_2990
ERR1913226.89565__1.89565	1262761__R6QWS5__BN606_02019
ERR1913226.89733__1.89733	820__A0A174VD39__DXD90_12235
ERR1913226.89865__1.89865	1150298__R7JRU1__degA_3
ERR1913226.90044__1.90044	562__A0A377AAV3__CDL32_10800
ERR1913226.90387__1.90387	1262761__R6RU22__BN606_01110
ERR1913226.90390__1.90390	165179__D1PGU8__PREVCOP_06463
ERR1913226.90433__1.90433	487174__K0X3E9__DDY40_04905
ERR1913226.90614__1.90614	2293125__A0A374BR61__DW917_14880
ERR1913226.90742__1.90742	853__A0A173YYY4__DWZ04_09420
ERR1913226.90816__1.90816	1263107__GCA_000436995.1_00201
ERR1913226.90857__1.90857	39485__C4Z1W5__ERS852492_01530
ERR1913226.90930__1.90930	1150298__A0A174K7D2__ERS852498_01147
ERR1913226.91187__1.91187	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913226.91312__1.91312	820__A0A3E4IGA7__DXD40_07110
ERR1913226.91321__1.91321	820__A0A139K8N1__ERS852554_00951
ERR1913226.91470__1.91470	2293125__A0A374CFU2__DW917_03475
ERR1913226.91559__1.91559	2293125__A0A374BUM7__DW917_12980
ERR1913226.91595__1.91595	28118__F9ZAB2__SAMEA44545918_01079
ERR1913226.91612__1.91612	1263000__R5EFY3__BN466_01416
ERR1913226.91845__1.91845	1160721__W0U1Y5__BHW50_01965
ERR1913226.91946__1.91946	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913226.91999__1.91999	820__A0A139K8N1__ERS852554_00951
ERR1913226.92115__1.92115	2293125__A0A374CI55__DW917_03455
ERR1913226.92138__1.92138	1262911__R6GKS1__BN557_00184
ERR1913226.92290__1.92290	1262911__R6H2J2__BN557_01228
ERR1913226.92827__1.92827	39485__C4Z2X2__ERS852492_01808
ERR1913226.92871__1.92871	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913226.92915__1.92915	820__A0A174TRB5__DXD40_11305
ERR1913226.92976__1.92976	820__A0A3E4W9D9__B5G17_12400
ERR1913226.92983__1.92983	1262761__R6RP99__BN606_00488
ERR1913226.92989__1.92989	823__A0A174U5E4__BDI_3390
ERR1913226.93141__1.93141	1501391__GCA_000786575.1_00024
ERR1913226.93155__1.93155	820__A0A3E4PYB0__yejM
ERR1913226.93175__1.93175	35833__E5Y6S3__HMPREF0179_01886
ERR1913226.93196__1.93196	820__R9HP61__DXC91_01090
ERR1913226.93404__1.93404	820__A0A174CK74__DXB48_07060
ERR1913226.93799__1.93799	45851__D4S288__BHV86_04325
ERR1913226.93809__1.93809	853__A0A174BZY1__xerD_1
ERR1913226.93911__1.93911	487174__K0XEE4__DDY40_09500
ERR1913226.93947__1.93947	290054__A0A1T4N7L2__SAMN02745114_01501
ERR1913226.93952__1.93952	2293125__A0A374CFZ2__DW917_03445
ERR1913226.94053__1.94053	1262988__R7N4U5__BN816_00495
ERR1913226.94301__1.94301	820__A0A174DZ97__SAMN05444418_101240
ERR1913226.94700__1.94700	1262944__R7IPN9__BN596_01404
ERR1913226.94776__1.94776	2293125__A0A374CHT4__DW917_03485
ERR1913226.94863__1.94863	821__A6L0C7__ERS852556_03520
ERR1913226.95258__1.95258	820__A0A3E4VXP2__yesR
ERR1913226.95431__1.95431	40518__R5E6X1__DXD83_01720
ERR1913226.95450__1.95450	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913226.95560__1.95560	410072__R6LKC9__ERS852525_01807
ERR1913226.96167__1.96167	457421__C5ERC0__CBFG_04276
ERR1913226.96266__1.96266	820__A0A1T4IY71__HMPREF2141_02402
ERR1913226.96368__1.96368	47678__R5UU25__DXB67_16190
ERR1913226.96467__1.96467	820__A0A173W419__DXC68_17760
ERR1913226.96496__1.96496	853__A0A173T6P2__DWZ46_14595
ERR1913226.96689__1.96689	820__A0A174EV88__HMPREF1072_01427
ERR1913226.96703__1.96703	39485__C4Z434__tilS
ERR1913226.96826__1.96826	218538__C9LM16__csm1
ERR1913226.96829__1.96829	28116__I9SW74__BACOVA_04237
ERR1913226.96873__1.96873	39485__A0A174Z8V5__fliU_2
ERR1913226.96887__1.96887	2293125__A0A374C9M9__DW917_08170
ERR1913226.96932__1.96932	40520__A0A174HSN4__ltaS1_2
ERR1913226.96989__1.96989	1262761__R6RBJ5__BN606_02022
ERR1913226.97070__1.97070	745368__A0A1T4XN25__SAMN02745178_02084
ERR1913226.97121__1.97121	2293125__A0A374BVX3__DW917_12740
ERR1913226.97138__1.97138	39485__R5ZVC3__ERS852490_00250
ERR1913226.97201__1.97201	165179__A0A3E5EBM5__DXC61_02170
ERR1913226.97808__1.97808	820__A7V092__hldE
ERR1913226.97788__1.97788	28118__R6FBF6__Odosp_2396
ERR1913226.97984__1.97984	28118__F9Z5N6__SAMEA44545918_01718
ERR1913226.97993__1.97993	357276__A0A076IIL0__EL88_03065
ERR1913226.98038__1.98038	853__A0A2A7B9I6__DW855_13690
ERR1913226.98075__1.98075	1262945__R6ZW55__BN600_01033
ERR1913226.98608__1.98608	39485__A0A174Z2K9__ERS852490_02052
ERR1913226.98811__1.98811	1262988__R7N906__BN816_00547
ERR1913226.99044__1.99044	2293125__A0A374C215__DW917_09795
ERR1913226.99091__1.99091	2293125__A0A374C0L7__DW917_11510
ERR1913226.99127__1.99127	2293125__A0A374BIB7__DW917_16550
ERR1913226.99202__1.99202	820__A0A139KHX1__HMPREF2141_00289
ERR1913226.99340__1.99340	239935__A0A2N8ILG3__CXT93_10135
ERR1913226.99473__1.99473	1262942__R7QYA9__BN520_01435
ERR1913226.99530__1.99530	2293125__A0A374BR61__DW917_14880
ERR1913226.99573__1.99573	820__A0A139JY23__B5G17_06330
ERR1913226.99649__1.99649	46228__V8BYB0__HMPREF1202_02063
ERR1913226.99685__1.99685	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913226.99980__1.99980	1262761__R6QR25__BN606_01386
ERR1913226.100301__1.100301	40520__A0A396FNU7__ERS852394_01913
ERR1913226.100486__1.100486	1099853__G9S6N8__NSB1T_13280
ERR1913226.100793__1.100793	820__A0A3E4HWJ4__DXD40_05945
ERR1913226.100890__1.100890	2293125__A0A374C8A8__DW917_07550
ERR1913226.100939__1.100939	1501391__GCA_000786575.1_00082
ERR1913226.100946__1.100946	239935__A0A2N8I5H6__CXT92_05565
ERR1913226.101074__1.101074	1262911__R6GLA5__BN557_01456
ERR1913226.101341__1.101341	1263107__GCA_000436995.1_00223
ERR1913226.101557__1.101557	418240__C6J839__ERS852478_02454
ERR1913226.101559__1.101559	40520__A0A395XBB9__DXC87_14010
ERR1913226.101652__1.101652	166486__D4KX29__ROSINTL182_09734
ERR1913226.101692__1.101692	1262761__R6QWI4__BN606_00934
ERR1913226.102292__1.102292	1680__A0A174BEE7__BSTER_1311
ERR1913226.102302__1.102302	1262988__R7N324__BN816_01933
ERR1913226.102550__1.102550	1262942__R7R1N5__BN520_00336
ERR1913226.102732__1.102732	29361__B6FKH5__CLONEX_00621
ERR1913226.102779__1.102779	165179__D1PGU8__PREVCOP_06463
ERR1913226.102830__1.102830	1262911__R6H2J2__BN557_01228
ERR1913226.102931__1.102931	47678__R5U7T0__CGC64_00755
ERR1913226.103089__1.103089	820__A0A139K4T0__ERS852510_03146
ERR1913226.103155__1.103155	33043__A0A173ZEP9__araC_1
ERR1913226.103362__1.103362	46228__V8BSF0__RUMLAC_01943
ERR1913226.103457__1.103457	1263000__R5ESM1__BN466_01440
ERR1913226.103540__1.103540	2293125__A0A374CKY3__DW917_01805
ERR1913226.103579__1.103579	239935__A0A2N8ILG3__CXT93_10135
ERR1913226.103791__1.103791	39485__C4Z028__ERS852492_00100
ERR1913226.104003__1.104003	218538__C9LQZ7__GCWU000321_01979
ERR1913226.104025__1.104025	821__A0A0P0LFP6__C5Z04_13890
ERR1913226.104150__1.104150	823__A0A355XKR1__DHP27_04035
ERR1913226.104380__1.104380	1262911__R6GZX7__BN557_00838
ERR1913226.104466__1.104466	10680__GeneID:1261100
ERR1913226.104578__1.104578	39492__D4JTF2__mutS2
ERR1913226.104658__1.104658	2293125__A0A374BQ34__DW917_14250
ERR1913226.104670__1.104670	88431__A0A3D0EYE9__rafA
ERR1913226.104775__1.104775	165179__D1PGU8__PREVCOP_06463
ERR1913226.104968__1.104968	1160721__W0U532__RBI_I00944
ERR1913226.105149__1.105149	33043__A0A174GPT0__plsC_2
ERR1913226.105206__1.105206	1263000__R5EXT3__BN466_02213
ERR1913226.105270__1.105270	487174__K0X1V7__DIT83_03020
ERR1913226.105398__1.105398	820__A7V9F9__B5G17_14640
ERR1913226.105452__1.105452	1501391__GCA_000786575.1_00151
ERR1913226.105425__1.105425	820__A0A396EXA7__DXB37_15530
ERR1913226.105575__1.105575	166486__D4L284__ERS852572_01651
ERR1913226.105637__1.105637	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913226.105661__1.105661	28118__F9Z9Z6__DHW44_15190
ERR1913226.105811__1.105811	487174__K0X3V7__DIT83_01400
ERR1913226.106048__1.106048	1262911__R6H174__BN557_01246
ERR1913226.106404__1.106404	823__A0A355XIK0__CEQ22_011965
ERR1913226.106496__1.106496	1263000__R5ESM1__BN466_01440
ERR1913226.106661__1.106661	2293125__A0A374C7Q7__DW917_07770
ERR1913226.106880__1.106880	418240__R7CMZ7__ERS852523_03210
ERR1913226.107096__1.107096	2293125__A0A374CFU2__DW917_03475
ERR1913226.107243__1.107243	1262889__R7H9M3__BN634_00850
ERR1913226.107647__1.107647	1501391__GCA_000786575.1_00057
ERR1913226.107908__1.107908	28116__A7LS02__DXF98_24100
ERR1913226.107970__1.107970	28116__E5CHV5__B5F02_08530
ERR1913226.108068__1.108068	1262761__R6QR72__BN606_01181
ERR1913226.108094__1.108094	2293125__A0A374CFT0__DW917_03440
ERR1913226.108305__1.108305	106588__A6NUL8__BACCAP_01900
ERR1913226.108584__1.108584	1262761__R6R3I7__BN606_01771
ERR1913226.108778__1.108778	418240__A0A174FWP2__ERS852478_02093
ERR1913226.108878__1.108878	1262761__R6R5Y6__BN606_00217
ERR1913226.108984__1.108984	1262824__R6S1J4__BN719_01997
ERR1913226.109013__1.109013	165179__A0A229I7F5__DXB80_02650
ERR1913226.109252__1.109252	239935__A0A2N8HDT1__CXT94_05270
ERR1913226.109529__1.109529	820__A0A139KG60__M094_2679
ERR1913226.109612__1.109612	1262761__R6QJJ2__BN606_00358
ERR1913226.109872__1.109872	1262761__R6RPK4__BN606_00541
ERR1913226.109835__1.109835	29361__B6FKH5__CLONEX_00621
ERR1913226.110082__1.110082	1628085__A0A2U1BFT1__C7386_102103
ERR1913226.110192__1.110192	821__A0A0P0M2J4__DXD46_10295
ERR1913226.110213__1.110213	1262911__R6H1M1__BN557_00925
ERR1913226.110266__1.110266	1262761__R6QTV2__BN606_01879
ERR1913226.110336__1.110336	165179__R6C330__DXC61_04975
ERR1913226.110436__1.110436	1941478__A0A316SUN6__DBY16_04785
ERR1913226.110609__1.110609	820__A0A396EXA7__DXB37_15530
ERR1913226.110693__1.110693	40520__A0A3E5EDB8__RUMOBE_02387
ERR1913226.111106__1.111106	1262761__R6QN52__BN606_00884
ERR1913226.111320__1.111320	46228__B5CPX5__RUMLAC_01520
ERR1913226.111346__1.111346	1262761__R6QND7__BN606_00927
