ERR1913286.212__1.212	33043__A0A173WWJ5__ERS852386_00339
ERR1913286.43762__1.43762	360807__A0A173XR05__RIL183_10401
ERR1913286.43783__1.43783	33043__A8SWL7__ERS852386_02506
ERR1913286.43831__1.43831	544645__A0A1U7LAX8__DXC42_11245
ERR1913286.44053__1.44053	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1913286.44248__1.44248	1796613__A0A1C7H446__ADH74_13370
ERR1913286.44280__1.44280	387090__S0F7Y3__BACCOPRO_02028
ERR1913286.44342__1.44342	371601__A0A139LNL6__ERS852396_04350
ERR1913286.44366__1.44366	33043__A0A174BLU4__ERS852386_02221
ERR1913286.44378__1.44378	28117__B0MTY2__BHV66_06485
ERR1913286.44428__1.44428	165179__A0A174WRI9__DXB80_04870
ERR1913286.44487__1.44487	1263011__R6DQB4__BN553_01080
ERR1913286.44549__1.44549	39485__A0A174YMD0__EUBELI_01093
ERR1913286.44656__1.44656	100884__E7GFK3__DXB26_14415
ERR1913286.44778__1.44778	410072__A0A173S248__ERS852525_02992
ERR1913286.44849__1.44849	47678__A5ZHL2__DXB67_12495
ERR1913286.44852__1.44852	165179__D1PCL6__DXB80_13435
ERR1913286.44857__1.44857	1262803__R6NS26__BN649_01231
ERR1913286.45064__1.45064	165179__A0A229I443__DXB80_10950
ERR1913286.45090__1.45090	165179__D1PGJ6__DXC61_07300
ERR1913286.45147__1.45147	33043__D5HIS6__ERS852575_02019
ERR1913286.45238__1.45238	338188__A0A1Q6HAT8__HMPREF1057_02069
ERR1913286.45262__1.45262	165179__R6C3K4__PREVCOP_05795
ERR1913286.45308__1.45308	821__A0A174T998__DXB82_10860
ERR1913286.45390__1.45390	165179__A0A3E5AER8__DXB80_07075
ERR1913286.45543__1.45543	360807__C0FMY6__ROSEINA2194_00074
ERR1913286.45772__1.45772	33043__A0A174EI47__inlJ
ERR1913286.45791__1.45791	410072__A0A174BWR4__ERS852389_00309
ERR1913286.45812__1.45812	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913286.45813__1.45813	165179__A0A3E5E189__PREVCOP_06699
ERR1913286.45891__1.45891	853__A0A173T0Y8__CGS54_07215
ERR1913286.45922__1.45922	33043__D5HIS6__ERS852575_02019
ERR1913286.46208__1.46208	165179__D1PAJ7__PREVCOP_04222
ERR1913286.46565__1.46565	293939__A0A0S7DXK2__ALT_7486
ERR1913286.46615__1.46615	360807__A0A173WE18__prkC_2
ERR1913286.46668__1.46668	1262911__R6GKS1__BN557_00184
ERR1913286.46675__1.46675	853__D4JY61__C4N21_10560
ERR1913286.46706__1.46706	39488__C0F0K5__DXD91_02265
ERR1913286.46744__1.46744	165179__A0A174SR12__DXB80_04410
ERR1913286.46848__1.46848	360807__C0FVV2__RIL183_27361
ERR1913286.46938__1.46938	39491__A0A395ZHV7__ykvU
ERR1913286.46984__1.46984	626940__E8LEW0__BN587_02177
ERR1913286.47232__1.47232	165179__A0A174W369__PREVCOP_04548
ERR1913286.47402__1.47402	820__A7VAS1__HMPREF2141_03259
ERR1913286.47464__1.47464	239935__A0A2N8IRH4__CXT92_05605
ERR1913286.47479__1.47479	33043__A0A174GGF8__dcuS_1
ERR1913286.47530__1.47530	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913286.47511__1.47511	187979__A0A173ZVI7__ptsG_2
ERR1913286.47578__1.47578	40518__R5DYM0__DXD86_08165
ERR1913286.47635__1.47635	1262803__R6PHT7__BN649_01355
ERR1913286.47778__1.47778	823__D0TGE9__ERS852429_03294
ERR1913286.47783__1.47783	39491__A0A395ZKJ0__DXD13_11010
ERR1913286.47862__1.47862	165179__D1PAJ7__PREVCOP_04222
ERR1913286.47796__1.47796	165179__D1PGU8__PREVCOP_06463
ERR1913286.47905__1.47905	28052__A0A174IBJ6__luxQ_1
ERR1913286.48010__1.48010	338188__A0A1Q6HCN7__ptrA
ERR1913286.48128__1.48128	239935__A0A2N8IHY1__CXU06_00035
ERR1913286.48223__1.48223	40518__R5E328__DXD86_08885
ERR1913286.48463__1.48463	39491__D4JMW8__ERS852497_01971
ERR1913286.48500__1.48500	1262924__R7HMF7__BN585_01507
ERR1913286.48748__1.48748	28117__R7JJM9__ALIPUT_00662
ERR1913286.48806__1.48806	706562__GCA_900112995.1_02230
ERR1913286.49110__1.49110	33043__A0A174GAW5__ydcV_2
ERR1913286.49217__1.49217	39491__A0A396FEV5__EUR_24750
ERR1913286.49302__1.49302	165179__D1PCT4__DXB80_09470
ERR1913286.49310__1.49310	165179__D1PCL6__DXB80_13435
ERR1913286.49381__1.49381	1308__A0A2X3U5B4__MNA02_088
ERR1913286.49400__1.49400	357276__A0A076IN30__DXD47_09350
ERR1913286.49505__1.49505	239935__A0A2N8IVK9__CXU08_03750
ERR1913286.49583__1.49583	239935__A0A2N8INK7__Amuc_0521
ERR1913286.49562__1.49562	33043__A0A173ZZ54__ERS852400_00193
ERR1913286.49603__1.49603	39492__D4JUN0__EUBSIR_02705
ERR1913286.49613__1.49613	33043__D5HEU4__ftsW_3
ERR1913286.49715__1.49715	46503__R6X6Y1__DCY29_15600
ERR1913286.49916__1.49916	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913286.49974__1.49974	1628085__A0A2U1BCH3__C7386_10746
ERR1913286.50007__1.50007	165179__R6C330__DXC61_04975
ERR1913286.50070__1.50070	165179__D1PAV8__DXB80_13055
ERR1913286.50214__1.50214	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913286.50365__1.50365	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913286.50661__1.50661	33043__A0A374K1H3__ykoD_2
ERR1913286.50743__1.50743	165179__D1PGJ6__DXC61_07300
ERR1913286.50998__1.50998	165179__R6XLJ7__CFT61_06250
ERR1913286.51011__1.51011	487174__K0WRZ5__HMPREF9448_02826
ERR1913286.51115__1.51115	33043__A0A173YUV6__ERS852386_00507
ERR1913286.51381__1.51381	39492__D4JRM4__tap_5
ERR1913286.51469__1.51469	338188__A0A174EU88__BACFIN_08820
ERR1913286.51440__1.51440	357276__A0A0M1W657__HMPREF1064_04629
ERR1913286.51547__1.51547	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913286.51555__1.51555	357276__A0A1Y3Z3W0__IY41_20500
ERR1913286.51600__1.51600	1262911__R6H2J2__BN557_01228
ERR1913286.51663__1.51663	487175__R5E1Y3__HMPREF9439_02586
ERR1913286.51953__1.51953	46503__A7AH78__DD461_04085
ERR1913286.51962__1.51962	165179__R6BQP4__DXC61_02015
ERR1913286.52099__1.52099	1262911__R6GUP7__BN557_01578
ERR1913286.52108__1.52108	39491__A0A396FFW0__ERE_10580
ERR1913286.52121__1.52121	165179__D1P9T6__PREVCOP_04016
ERR1913286.52160__1.52160	360807__A0A396AK01__RIL183_20461
ERR1913286.52167__1.52167	33043__D5HEK8__lytR_1
ERR1913286.52195__1.52195	165179__A0A3E5A5E5__DXC61_13965
ERR1913286.52406__1.52406	165179__A0A3E5E7J5__DXC61_10360
ERR1913286.52512__1.52512	165179__D1PCU4__PREVCOP_05029
ERR1913286.52916__1.52916	360807__C0FQD4__codY
ERR1913286.52941__1.52941	33043__A0A174B7D6__ERS852400_01331
ERR1913286.53163__1.53163	360807__A0A396AK01__RIL183_20461
ERR1913286.53164__1.53164	165179__A0A229I7F5__DXB80_02650
ERR1913286.53250__1.53250	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913286.53314__1.53314	88431__A6BJD4__DXB16_02900
ERR1913286.53319__1.53319	1262744__R6FSQ0__BN744_00379
ERR1913286.53392__1.53392	28052__R7NBP3__ERS852499_02167
ERR1913286.53555__1.53555	165179__A0A3E4SEG4__DXC61_11235
ERR1913286.53722__1.53722	165179__A0A3E5A554__DXB80_13805
ERR1913286.53810__1.53810	165179__D1PAJ7__PREVCOP_04222
ERR1913286.53866__1.53866	357276__A0A076IRV2__BACDOR_02822
ERR1913286.53930__1.53930	165179__A0A174IPI3__CFT61_10940
ERR1913286.53953__1.53953	33043__D5HEK8__lytR_1
ERR1913286.54080__1.54080	165179__A0A3E5DX15__DXC61_00345
ERR1913286.54094__1.54094	39491__A0A395V0H6__ERS852580_02570
ERR1913286.54240__1.54240	357276__I8WEY2__ABI39_04185
ERR1913286.54291__1.54291	360807__C0G083__ROSEINA2194_04432
ERR1913286.54330__1.54330	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913286.54420__1.54420	165179__A0A229I6N7__DXC61_06720
ERR1913286.54466__1.54466	853__A0A173T0Y8__CGS54_07215
ERR1913286.54537__1.54537	165179__A0A3E5DX15__DXC61_00345
ERR1913286.54619__1.54619	1262924__R7HRE7__BN585_00055
ERR1913286.54670__1.54670	165179__A0A3E5AE59__DXC61_12885
ERR1913286.54750__1.54750	39496__A5Z5I2__EUBVEN_00963
ERR1913286.54781__1.54781	357276__A0A0K2HG61__BACDOR_02028
ERR1913286.54835__1.54835	39491__A0A396FRE7__EUR_27520
ERR1913286.54843__1.54843	39491__A0A395ZDC6__addB
ERR1913286.55141__1.55141	28118__F9Z9B0__SAMEA44545918_02179
ERR1913286.55324__1.55324	1262746__R5SUJ9__BN750_00526
ERR1913286.55480__1.55480	418240__A0A173X9D3__ERS852478_00421
ERR1913286.55527__1.55527	165179__A0A3E5DZA5__DXB80_12550
ERR1913286.55757__1.55757	410072__C0BF38__DXD67_15395
ERR1913286.55904__1.55904	853__A0A174UDE9__C4N25_12775
ERR1913286.56119__1.56119	165179__A0A174XZU8__DXB80_12180
ERR1913286.56122__1.56122	165179__R6C5D6__PREVCOP_04658
ERR1913286.56186__1.56186	165179__A0A3E5E2S3__DXB80_03455
ERR1913286.56219__1.56219	165179__A0A229I9X5__CFT61_01205
ERR1913286.56243__1.56243	1262743__R5C534__BN727_01046
ERR1913286.56315__1.56315	40518__R5DVR2__RBL236_00303
ERR1913286.56495__1.56495	100886__E2NQ59__ERS852383_05954
ERR1913286.56735__1.56735	39491__A0A395ZBQ4__cph2_2
ERR1913286.56699__1.56699	471189__GCA_003340385.1_00423
ERR1913286.56817__1.56817	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913286.56852__1.56852	1262803__R6NYJ9__BN649_02043
ERR1913286.56882__1.56882	418240__C6JFB3__ERS852523_02503
ERR1913286.57064__1.57064	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913286.57094__1.57094	39488__A0A374NJ86__mltG
ERR1913286.57151__1.57151	39491__A0A396FQ67__DXB99_07505
ERR1913286.57185__1.57185	360807__C0FNY7__ERS852392_01257
ERR1913286.57315__1.57315	28118__R6FBE6__DHW44_11635
ERR1913286.57661__1.57661	1263011__R6EJU5__BN553_01327
ERR1913286.57675__1.57675	818__A0A174N1L6__ERS852511_02039
ERR1913286.57634__1.57634	165179__D1PES9__DXB80_11585
ERR1913286.57869__1.57869	818__Q8A3R2__C799_03293
ERR1913286.57888__1.57888	39485__A0A174YW66__ERS852490_03040
ERR1913286.58092__1.58092	33043__A0A174B7D6__ERS852400_01331
ERR1913286.58093__1.58093	28117__R7JJM9__ALIPUT_00662
ERR1913286.58123__1.58123	1262924__R7HRJ9__BN585_00557
ERR1913286.58196__1.58196	165179__A0A174IPI3__CFT61_10940
ERR1913286.58198__1.58198	387090__S0F7Y3__BACCOPRO_02028
ERR1913286.58220__1.58220	165179__D1PEZ7__DXC61_06515
ERR1913286.58357__1.58357	1262803__R6NI66__BN649_01917
ERR1913286.58391__1.58391	165179__A0A3E5DV57__DXB80_11400
ERR1913286.58412__1.58412	165179__D1PEW8__DXB80_13775
ERR1913286.58446__1.58446	823__A0A073I9P2__CF162_18000
ERR1913286.58453__1.58453	165179__A0A3E5E920__DXB80_11625
ERR1913286.58484__1.58484	28052__R7NCE0__ERS852499_00449
ERR1913286.58652__1.58652	165179__A0A3E5E189__PREVCOP_06699
ERR1913286.58767__1.58767	28052__R7NCE0__ERS852499_00449
ERR1913286.59118__1.59118	1262743__R5C0J9__BN727_00193
ERR1913286.59355__1.59355	39491__C4Z9K7__EUBREC_0050
ERR1913286.59347__1.59347	165179__R6XLJ7__CFT61_06250
ERR1913286.59495__1.59495	28117__B0MTY2__BHV66_06485
ERR1913286.59501__1.59501	39491__A0A395UZ89__DXB72_12805
ERR1913286.59537__1.59537	1263011__R6DPZ5__BN553_01010
ERR1913286.59542__1.59542	1263011__R6DMN6__BN553_01074
ERR1913286.59718__1.59718	33043__A0A174B7D6__ERS852400_01331
ERR1913286.59795__1.59795	1262803__R6PT86__BN649_00025
ERR1913286.59920__1.59920	1262911__R6HN72__BN557_00911
ERR1913286.59947__1.59947	33043__A0A174CV49__ERS852386_02395
ERR1913286.59965__1.59965	239935__A0A2N8INK7__Amuc_0521
ERR1913286.60062__1.60062	301302__A0A173SUI7__M72_11091
ERR1913286.60108__1.60108	165179__A0A3E5DZ45__DXC61_02820
ERR1913286.60181__1.60181	39491__A0A395ZEI6__ERE_07950
ERR1913286.60223__1.60223	1182515__GeneID:16838247
ERR1913286.60321__1.60321	821__A0A174NM17__lacZ_6
ERR1913286.60338__1.60338	853__A0A173XRA8__CGS56_09290
ERR1913286.60464__1.60464	187979__A0A173XVI6__cbbX
ERR1913286.60597__1.60597	239935__A0A2N8IVR0__CXT87_07115
ERR1913286.60636__1.60636	293939__A0A0S7DXK2__ALT_7486
ERR1913286.60801__1.60801	33043__A0A174AEP1__apr
ERR1913286.60825__1.60825	28116__A0A078Q626__HMPREF1070_02735
ERR1913286.60852__1.60852	165179__R6XLJ7__CFT61_06250
ERR1913286.60897__1.60897	165179__A0A3E5E9I4__DXB80_09745
ERR1913286.61258__1.61258	33043__D5HIL5__ERS852445_01761
ERR1913286.61311__1.61311	165179__R6CNX7__DXB80_02200
ERR1913286.61418__1.61418	239935__A0A2N8I368__CXT95_04550
ERR1913286.61541__1.61541	28052__A0A174NHE1__spoIIIE
ERR1913286.61579__1.61579	39491__A0A396FKG5__DXB76_07455
ERR1913286.61582__1.61582	165179__A0A3E5E3D6__DXC61_05750
ERR1913286.61735__1.61735	165179__A0A174WGF6__PREVCOP_04095
ERR1913286.61736__1.61736	1262924__R7HQP2__BN585_01509
ERR1913286.61881__1.61881	165179__A0A3E5E5L1__DXB80_05980
ERR1913286.61940__1.61940	165179__D1P9T6__PREVCOP_04016
ERR1913286.62141__1.62141	39492__D4JUJ6__ssuB_2
ERR1913286.62172__1.62172	165179__A0A174K816__DXB80_12000
ERR1913286.62084__1.62084	1262911__R6GTZ0__BN557_01437
ERR1913286.62184__1.62184	165179__R6CNX7__DXB80_02200
ERR1913286.62230__1.62230	28117__B0MXG8__ALIPUT_01814
ERR1913286.62546__1.62546	487174__K0WT60__DDY40_05170
ERR1913286.62549__1.62549	39491__A0A396FMT0__EUBREC_3020
ERR1913286.62628__1.62628	649756__D4MXW9__ERS852520_02286
ERR1913286.63082__1.63082	239935__R6JD78__CXU05_09250
ERR1913286.63136__1.63136	649756__A0A174SER1__HMPREF0369_00070
ERR1913286.63333__1.63333	165179__D1P9T6__PREVCOP_04016
ERR1913286.63460__1.63460	39492__B0MPL6__EUBSIR_01779
ERR1913286.63498__1.63498	39488__A0A173T8Z7__hemZ_2
ERR1913286.63560__1.63560	1263011__R6E7H1__BN553_00739
ERR1913286.63532__1.63532	39491__A0A173SH34__EUR_24920
ERR1913286.63908__1.63908	165179__A0A3E5EB26__CFT61_02800
ERR1913286.64071__1.64071	33043__A0A173X520__ERS852575_01617
ERR1913286.64154__1.64154	39492__D4JRV7__EUBSIR_01513
ERR1913286.64186__1.64186	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913286.64883__1.64883	39491__C4ZF05__vpr
ERR1913286.64911__1.64911	165179__A0A3E5DX15__DXC61_00345
ERR1913286.64951__1.64951	39491__A0A395UUN5__EUBREC_0291
ERR1913286.64969__1.64969	818__A0A0P0FWH4__Btheta7330_05099
ERR1913286.65150__1.65150	165179__D1PAR0__DXB80_01190
ERR1913286.65133__1.65133	360807__A0A173WYK2__ROSEINA2194_02795
ERR1913286.65199__1.65199	626940__E8LE14__DCQ00_06790
ERR1913286.65268__1.65268	706562__GCA_900112995.1_01415
ERR1913286.65955__1.65955	28052__A0A174KNE1__ptsI_2
ERR1913286.66113__1.66113	165179__A0A174SR12__DXB80_04410
ERR1913286.66310__1.66310	100886__E2NV13__CATMIT_02444
ERR1913286.66340__1.66340	649756__B0P1Y8__ERS852571_00196
ERR1913286.66397__1.66397	28117__B0MTY2__BHV66_06485
ERR1913286.66384__1.66384	853__A0A173XRA8__CGS56_09290
ERR1913286.66576__1.66576	1262744__R6FCG3__BN744_02085
ERR1913286.66614__1.66614	33043__D5HEE1__ERS852386_01671
ERR1913286.66929__1.66929	28052__R7NCE8__cph2_1
ERR1913286.66978__1.66978	165179__D1PDG7__DXB80_11180
ERR1913286.67115__1.67115	28132__D9RV83__HMPREF0660_00835
ERR1913286.67139__1.67139	33043__A0A173YEP6__ERS852575_00888
ERR1913286.67181__1.67181	936548__J1LM30__HMPREF1136_0033
ERR1913286.67379__1.67379	28117__B0MWZ3__BHV66_03240
ERR1913286.67448__1.67448	39491__A0A395V0H6__ERS852580_02570
ERR1913286.67629__1.67629	301302__A0A173SF21__M72_12691
ERR1913286.67886__1.67886	165179__A0A3E5DZD8__DXB80_09150
ERR1913286.67897__1.67897	165179__D1PES9__DXB80_11585
ERR1913286.67989__1.67989	239935__A0A2N8HEH9__CXU07_11710
ERR1913286.68125__1.68125	46503__R6Y9P8__evgS_3
ERR1913286.68242__1.68242	39491__A0A0M6WLC7__ERS852497_00640
ERR1913286.68341__1.68341	33043__A0A173YUV6__ERS852386_00507
ERR1913286.68300__1.68300	1262803__R6NVS3__BN649_00019
ERR1913286.68391__1.68391	40518__R5DQW8__sipW_2
ERR1913286.68537__1.68537	1262803__R6NWD9__BN649_00684
ERR1913286.68547__1.68547	357276__E5UTL1__HMPREF1065_03551
ERR1913286.68563__1.68563	33043__A0A173YEP6__ERS852575_00888
ERR1913286.68682__1.68682	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913286.68813__1.68813	410072__A0A3E4GPD6__DXD67_10205
ERR1913286.68923__1.68923	39491__A0A395ZKJ0__DXD13_11010
ERR1913286.69193__1.69193	301301__A0A395V7U1__ycdT
ERR1913286.69310__1.69310	165179__A0A229I6N7__DXC61_06720
ERR1913286.69529__1.69529	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913286.69663__1.69663	165179__A0A3E4SB80__DXC61_12880
ERR1913286.69741__1.69741	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913286.69747__1.69747	39491__C4Z9E9__T1815_12341
ERR1913286.69803__1.69803	47678__R5USZ3__DXB67_12245
ERR1913286.69844__1.69844	820__A0A139K4W5__HMPREF2141_02394
ERR1913286.70065__1.70065	39492__D4JR04__phoU
ERR1913286.70132__1.70132	28052__R7N6Q7__rafA
ERR1913286.70353__1.70353	165179__A0A174W369__PREVCOP_04548
ERR1913286.70370__1.70370	1150298__R7JPI7__cotI
ERR1913286.70416__1.70416	165179__D1PCY7__DXB80_02765
ERR1913286.70420__1.70420	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913286.70431__1.70431	360807__C0FVV2__RIL183_27361
ERR1913286.70542__1.70542	338188__R6RY36__BACFIN_08642
ERR1913286.70558__1.70558	239935__A0A2N8I5A2__DEF40_08455
ERR1913286.70714__1.70714	487175__R6A8J0__HMPREF9439_01209
ERR1913286.70763__1.70763	33043__D5HFA1__ERS852400_02183
ERR1913286.70800__1.70800	1262803__R6NU90__BN649_01506
ERR1913286.70820__1.70820	165179__A0A3E5E7J5__DXC61_10360
ERR1913286.71055__1.71055	28052__R7NEJ4__ERS852451_01746
ERR1913286.71068__1.71068	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913286.71121__1.71121	2293125__A0A374CA90__DW917_07695
ERR1913286.71129__1.71129	39491__A0A173TAZ5__DXB99_09520
ERR1913286.71133__1.71133	165179__A0A3E5E8M8__DXB80_11580
ERR1913286.71169__1.71169	1262924__R7HML0__BN585_01508
ERR1913286.71296__1.71296	39491__A0A396FKI0__DXC13_11560
ERR1913286.71352__1.71352	165179__D1PGU8__PREVCOP_06463
ERR1913286.71437__1.71437	40518__R5DUU2__yvhJ_2
ERR1913286.71473__1.71473	165179__A0A3E5A832__DXC61_13685
ERR1913286.71476__1.71476	384638__B7APR1__BACPEC_00667
ERR1913286.71478__1.71478	853__A0A173T6P2__DWZ46_14595
ERR1913286.71601__1.71601	165179__A0A3E4SB95__DXC61_13455
ERR1913286.71736__1.71736	28116__A0A078Q626__HMPREF1070_02735
ERR1913286.71753__1.71753	165179__A0A3E5E2C8__folA
ERR1913286.71765__1.71765	39492__D4JWD3__EUBSIR_00151
ERR1913286.71817__1.71817	39491__C4Z8B6__ERE_17960
ERR1913286.72089__1.72089	1150298__R7JT16__ERS852498_00500
ERR1913286.72123__1.72123	28052__R7NCE0__ERS852499_00449
ERR1913286.72257__1.72257	823__A0A174U5E4__BDI_3390
ERR1913286.72316__1.72316	165179__A0A174IPI3__CFT61_10940
ERR1913286.72352__1.72352	28052__R7N8Y9__macB_4
ERR1913286.72458__1.72458	28117__B0MZ14__ALIPUT_02383
ERR1913286.72553__1.72553	100886__E2NUT9__ERS852383_04033
ERR1913286.72569__1.72569	357276__A0A076II57__GV66_07710
ERR1913286.72650__1.72650	328814__GCA_004558275.1_00288
ERR1913286.72680__1.72680	39491__A0A395V1Y4__DXB99_08035
ERR1913286.72815__1.72815	1262889__R7HD84__BN634_01675
ERR1913286.72830__1.72830	1262803__R6NS26__BN649_01231
ERR1913286.72841__1.72841	239935__A0A2N8IRL2__CXU06_01170
ERR1913286.72978__1.72978	165179__A0A3E5A832__DXC61_13685
ERR1913286.73053__1.73053	1262516__GeneID:15040939
ERR1913286.73069__1.73069	39491__C4ZCH3__EUR_17560
ERR1913286.73165__1.73165	33043__A0A173YYE7__ERS852445_00670
ERR1913286.73229__1.73229	165179__A0A229I1J2__DXB80_03950
ERR1913286.73326__1.73326	39492__B0MPL6__EUBSIR_01779
ERR1913286.73407__1.73407	100886__E2NSF9__rpoB
ERR1913286.73577__1.73577	46503__R6Y2Q2__DCY29_15375
ERR1913286.73675__1.73675	33043__A0A174BZH6__ERS852400_01477
ERR1913286.73677__1.73677	46503__A7AB74__DD461_00855
ERR1913286.73953__1.73953	165179__A0A3E4SEG4__DXC61_11235
ERR1913286.73904__1.73904	853__A8S882__C4N23_07600
ERR1913286.73928__1.73928	39491__A0A173TAZ5__DXB99_09520
ERR1913286.74190__1.74190	39491__A0A395ZF49__DXB69_05290
ERR1913286.74454__1.74454	1262743__R5C534__BN727_01046
ERR1913286.74718__1.74718	1263011__R6E2H3__BN553_00224
ERR1913286.74749__1.74749	33043__A0A174B7D6__ERS852400_01331
ERR1913286.74843__1.74843	1262743__R5C054__BN727_01980
ERR1913286.74897__1.74897	187979__A0A174CGB7__ERS852385_02181
ERR1913286.75284__1.75284	1263000__R5EXT3__BN466_02213
ERR1913286.75327__1.75327	33043__A0A174BPV6__ERS852445_01773
ERR1913286.75328__1.75328	165179__A0A3E5E5H1__DXC61_07220
ERR1913286.75632__1.75632	820__A0A3E4G826__C801_01612
ERR1913286.75726__1.75726	33043__D5HIA8__ERS852575_01867
ERR1913286.75924__1.75924	384639__GCA_003096855.1_01178
ERR1913286.76090__1.76090	165179__D1PCT4__DXB80_09470
ERR1913286.76109__1.76109	39491__C4ZCH3__EUR_17560
ERR1913286.76129__1.76129	33043__A0A173YEP6__ERS852575_00888
ERR1913286.76141__1.76141	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913286.76146__1.76146	823__A0A174EFT7__luxQ_5
ERR1913286.76310__1.76310	33043__D5HI39__baeS_1
ERR1913286.76465__1.76465	47678__R5UUS9__ERS852558_01432
ERR1913286.76544__1.76544	39496__A5Z5I2__EUBVEN_00963
ERR1913286.76693__1.76693	165179__A0A174MTF2__DXC61_13200
ERR1913286.76699__1.76699	410072__C0BEV2__ERS852525_03010
ERR1913286.76827__1.76827	165179__A0A174NK27__PREVCOP_06433
ERR1913286.76856__1.76856	239935__A0A2N8I3G2__CXT89_00720
ERR1913286.76891__1.76891	40518__R5E2U9__RBL263_01292
ERR1913286.77136__1.77136	626940__E8LCM1__HMPREF9443_00590
ERR1913286.77150__1.77150	47678__A5ZL09__BACCAC_03608
ERR1913286.77324__1.77324	28117__R7JIJ8__BHV66_01635
ERR1913286.77400__1.77400	823__A0A355XKQ8__DHP27_04010
ERR1913286.77877__1.77877	39491__C4Z9K0__DXD95_07445
ERR1913286.78115__1.78115	165179__A0A3E5E8N5__DXC61_13460
ERR1913286.78368__1.78368	821__D4VD59__BHV80_04260
ERR1913286.78392__1.78392	28117__B0MUT8__ALIPUT_00879
ERR1913286.78531__1.78531	39491__A0A173QT73__alaS_2
ERR1913286.78598__1.78598	28052__A0A174JQH3__ERS852499_01195
ERR1913286.78634__1.78634	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913286.78830__1.78830	1150298__R7JNU0__nagK
ERR1913286.78985__1.78985	301301__A0A395V6Z6__ERS852391_00966
ERR1913286.79011__1.79011	1263109__GCA_000438135.1_00650
ERR1913286.79093__1.79093	165179__A0A3E5AEF7__DXC61_05000
ERR1913286.79405__1.79405	39491__A0A395ZM93__DXD13_03490
ERR1913286.79439__1.79439	165179__A0A3E5E2S3__DXB80_03455
ERR1913286.79457__1.79457	165179__A0A174IHQ2__PREVCOP_05478
ERR1913286.79524__1.79524	165179__D1P9T6__PREVCOP_04016
ERR1913286.79551__1.79551	1262803__R6NA32__BN649_01196
ERR1913286.79597__1.79597	1263011__R6ENV2__BN553_00326
ERR1913286.79619__1.79619	165179__D1PCL6__DXB80_13435
ERR1913286.79764__1.79764	410072__A0A173S1W0__COPCOM_00541
ERR1913286.79861__1.79861	1263109__GCA_000438135.1_01595
ERR1913286.80123__1.80123	39491__C4ZCH3__EUR_17560
ERR1913286.80208__1.80208	33043__D5HGS9__ERS852445_02226
ERR1913286.80266__1.80266	853__A0A173T0Y8__CGS54_07215
ERR1913286.80284__1.80284	39491__A0A395V297__EUR_01010
ERR1913286.80362__1.80362	39491__C4ZHS4__EUR_24420
ERR1913286.80375__1.80375	39492__D4JX50__EUBSIR_00410
ERR1913286.80431__1.80431	1263107__GCA_000436995.1_00213
ERR1913286.80784__1.80784	39491__A0A396FTE5__ERS852417_01346
ERR1913286.80924__1.80924	40518__R5E4Y8__RBATCC27255_01448
ERR1913286.80961__1.80961	165179__A0A229I1J2__DXB80_03950
ERR1913286.80945__1.80945	33043__D5HI36__ERS852400_02168
ERR1913286.80954__1.80954	39491__A0A395UZ82__EUR_31520
ERR1913286.81048__1.81048	165179__D1PCT4__DXB80_09470
ERR1913286.81055__1.81055	165179__D1PGJ6__DXC61_07300
ERR1913286.81145__1.81145	39491__A0A396FBR6__DXC13_08575
ERR1913286.81261__1.81261	239935__A0A2N8IEP3__CXT84_03735
ERR1913286.81310__1.81310	487174__K0WY34__DDY40_07435
ERR1913286.81282__1.81282	1263011__R6DYR2__BN553_01198
ERR1913286.81206__1.81206	487175__R5EH26__HMPREF9439_02210
ERR1913286.81363__1.81363	1262911__R6GSH8__BN557_00939
ERR1913286.81563__1.81563	1262803__R6NXH4__BN649_00883
ERR1913286.81612__1.81612	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913286.81544__1.81544	853__C7H7F5__DWZ46_01780
ERR1913286.81716__1.81716	165179__A0A3E5EDV6__DXC61_03365
ERR1913286.81721__1.81721	39491__A0A173TAZ5__DXB99_09520
ERR1913286.81839__1.81839	74426__rpsS
