ERR1912966.46__1.46	1161942__argD
ERR1912966.55038__1.55038	552398__F4XHU2__HMPREF0866_03196
ERR1912966.55256__1.55256	1262761__R6QVL2__BN606_00807
ERR1912966.55262__1.55262	1681__A0A0M4LK35__LMG13200_0631
ERR1912966.55267__1.55267	165179__D1PES9__DXB80_11585
ERR1912966.55714__1.55714	384638__B7AT14__BACPEC_01282
ERR1912966.55785__1.55785	310297__B5CUD7__BHV76_11070
ERR1912966.55809__1.55809	239935__A0A2N8I5A2__DEF40_08455
ERR1912966.55905__1.55905	1262761__R6QUP0__BN606_01674
ERR1912966.55976__1.55976	853__A0A173XRA8__CGS56_09290
ERR1912966.55993__1.55993	1262743__R5C054__BN727_01980
ERR1912966.56102__1.56102	239935__A0A2N8IRH4__CXT92_05605
ERR1912966.56106__1.56106	216816__D6DBD5__DXC32_04335
ERR1912966.56232__1.56232	1262761__R6QWI4__BN606_00934
ERR1912966.56541__1.56541	239935__R6K0V8__CXT94_02055
ERR1912966.56923__1.56923	853__A0A3E2V168__FAEPRAM212_00929
ERR1912966.56999__1.56999	33043__D5HI50__smf
ERR1912966.57095__1.57095	1263000__R5EFA7__BN466_01197
ERR1912966.57817__1.57817	239935__A0A2N8IKW7__pstA
ERR1912966.57800__1.57800	487175__F3QK29__HMPREF9439_01286
ERR1912966.57850__1.57850	239935__A0A2N8HZW2__A4V05_11120
ERR1912966.57883__1.57883	33043__A0A173WXS1__ERS852445_00262
ERR1912966.58109__1.58109	33043__A0A173RQ80__ERS852445_02211
ERR1912966.58255__1.58255	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1912966.58269__1.58269	1897011__A0A1Q6RI93__BHW41_01175
ERR1912966.58426__1.58426	1262761__R6RML5__BN606_00248
ERR1912966.58659__1.58659	1262761__R6QN98__BN606_00094
ERR1912966.59538__1.59538	820__A0A174NUS8__DXC80_12885
ERR1912966.59566__1.59566	508460__GCF_000585335.1_00222
ERR1912966.59597__1.59597	1262915__R6HEI9__BN574_00480
ERR1912966.59926__1.59926	214856__A0A174EQR4__rsmA
ERR1912966.59936__1.59936	33043__D5HIE6__ERS852445_01796
ERR1912966.60037__1.60037	1263027__R6ZZT7__BN699_02065
ERR1912966.60102__1.60102	165179__A0A3E5DPL2__PREVCOP_05023
ERR1912966.60276__1.60276	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.60416__1.60416	1263027__R6ZMS6__BN699_00461
ERR1912966.60427__1.60427	944036__A0A196S7C0__AV274_5324
ERR1912966.60572__1.60572	1263000__R5ES99__BN466_01121
ERR1912966.60599__1.60599	28117__B0MT38__BHV66_05995
ERR1912966.60792__1.60792	1150298__A0A174KDX3__ERS852498_01212
ERR1912966.60912__1.60912	1262915__R6HDY7__BN574_00301
ERR1912966.60984__1.60984	1681__K2IQY4__RY70_39
ERR1912966.60986__1.60986	216816__A0A0S2MCH0__AYW81_04880
ERR1912966.61029__1.61029	745368__A0A1T4Y963__SAMN02745178_02859
ERR1912966.61133__1.61133	1263000__R5ESM1__BN466_01440
ERR1912966.61095__1.61095	33043__A0A173WU55__ganB_2
ERR1912966.61309__1.61309	165179__A0A3E5E6S6__DXB80_07575
ERR1912966.61386__1.61386	33043__D5HH72__ERS852445_02265
ERR1912966.61423__1.61423	216816__A0A0S2MCH0__AYW81_04880
ERR1912966.61581__1.61581	552398__F4XCR9__HMPREF0866_01636
ERR1912966.62198__1.62198	165179__D1PGD2__DXC61_10875
ERR1912966.62192__1.62192	239935__A0A139TPG3__CXT86_08810
ERR1912966.62227__1.62227	239935__A0A2N8HT18__CXT93_06135
ERR1912966.62316__1.62316	1262761__R6R1G2__BN606_01397
ERR1912966.62565__1.62565	239935__A0A2N8I9P4__CXT85_05050
ERR1912966.62572__1.62572	487174__K0X347__DIT83_07775
ERR1912966.62667__1.62667	1150298__A0A174HYM9__ERS852406_01664
ERR1912966.62691__1.62691	33043__D5HGR0__rpfC_2
ERR1912966.62939__1.62939	360807__C0FSM3__ROSEINA2194_01739
ERR1912966.63314__1.63314	78346__A0A087D3Y1__BRUM_1576
ERR1912966.63510__1.63510	1897011__A0A1Q6RH29__BHW41_01570
ERR1912966.63869__1.63869	239935__R6IZU4__CXT87_08085
ERR1912966.64081__1.64081	1263027__R6ZT42__BN699_02013
ERR1912966.64119__1.64119	1680__A0A087DLC6__C8077_00815
ERR1912966.64232__1.64232	1263000__R5EKG2__BN466_02040
ERR1912966.64295__1.64295	1262992__R5CXM7__BN795_01016
ERR1912966.64283__1.64283	239935__A0A2N8IMC3__CXT96_03840
ERR1912966.64505__1.64505	39485__C4Z058__ERS852492_00130
ERR1912966.64610__1.64610	33043__A0A173WPI1__ERS852400_02100
ERR1912966.64856__1.64856	1680__A0A087DHN0__AL0462_1532
ERR1912966.65198__1.65198	165179__D1PER3__DXB80_11525
ERR1912966.65267__1.65267	239935__A0A2N8HDT1__CXT94_05270
ERR1912966.65784__1.65784	1262761__R6R4Y1__BN606_02001
ERR1912966.65868__1.65868	46503__R6X8Q3__fepA_2
ERR1912966.66007__1.66007	239935__A0A2N8I3G2__CXT89_00720
ERR1912966.66033__1.66033	292800__A0A174WGI6__uxuA
ERR1912966.66337__1.66337	239935__A0A2N8IHY1__CXU06_00035
ERR1912966.66376__1.66376	1680__A0A0C2VBJ4__birA
ERR1912966.66456__1.66456	33043__A0A173ZDC4__malL_1
ERR1912966.66511__1.66511	165179__A0A3E5AF88__DXC61_14960
ERR1912966.66522__1.66522	239935__B2UNC5__B5G29_07685
ERR1912966.66553__1.66553	239935__R7DVL7__CXT93_01180
ERR1912966.66564__1.66564	1262761__R6QS88__BN606_01626
ERR1912966.66659__1.66659	239935__A0A2N8J1K0__CXT97_05765
ERR1912966.66688__1.66688	1680__R5GR82__AD0028_0014
ERR1912966.66866__1.66866	1262761__R6RU22__BN606_01110
ERR1912966.66980__1.66980	165179__D1PAN5__PREVCOP_04260
ERR1912966.67259__1.67259	853__E2ZGD9__C7J97_11715
ERR1912966.67299__1.67299	1263030__R5CRR4__BN705_00100
ERR1912966.67450__1.67450	1262911__R6GKS1__BN557_00184
ERR1912966.67598__1.67598	239935__R7DVW2__CXU02_03915
ERR1912966.67618__1.67618	1965542__A0A1Y4UZQ9__B5E53_16990
ERR1912966.67723__1.67723	853__A0A173XRA8__CGS56_09290
ERR1912966.67821__1.67821	901__B6WXF1__DESPIGER_1660
ERR1912966.67992__1.67992	1897011__A0A1Q6RH97__BHW41_01945
ERR1912966.67994__1.67994	1161942__adrA
ERR1912966.68068__1.68068	33043__A0A174B7D6__ERS852400_01331
ERR1912966.68087__1.68087	216816__D6ZXD1__APC1461_0104
ERR1912966.68098__1.68098	33043__D5HIK4__ERS852400_01112
ERR1912966.68456__1.68456	1262915__R6I9M7__BN574_00854
ERR1912966.68422__1.68422	1161942__aspS_1
ERR1912966.68427__1.68427	853__A0A3E2V168__FAEPRAM212_00929
ERR1912966.68687__1.68687	165179__A0A3E5E7J5__DXC61_10360
ERR1912966.68906__1.68906	74426__groL
ERR1912966.68966__1.68966	165179__A0A174WGF6__PREVCOP_04095
ERR1912966.69606__1.69606	823__A0A073IAS1__M091_0201
ERR1912966.69864__1.69864	357276__A0A076ISJ4__B5F95_19420
ERR1912966.70077__1.70077	165179__R6CNX7__DXB80_02200
ERR1912966.70449__1.70449	33043__A0A173YLD4__ERS852575_00535
ERR1912966.70484__1.70484	216816__A0A083XFS3__APC1472_0413
ERR1912966.70536__1.70536	820__A0A174P0L5__glcK_3
ERR1912966.70680__1.70680	165179__A0A3E5A554__DXB80_13805
ERR1912966.70708__1.70708	821__A0A0P0LKG6__HMPREF1058_02188
ERR1912966.70715__1.70715	106588__A6NUL8__BACCAP_01900
ERR1912966.71067__1.71067	1262869__R7CP96__BN625_01193
ERR1912966.71309__1.71309	1383__GCA_001438885.1_01185
ERR1912966.71353__1.71353	1161942__acsA_3
ERR1912966.71436__1.71436	33043__A0A174H1Y6__ERS852575_02698
ERR1912966.71494__1.71494	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.72152__1.72152	165179__A0A174WRI9__DXB80_04870
ERR1912966.72394__1.72394	39491__A0A395ZDC6__addB
ERR1912966.72439__1.72439	1161942__celZ_1
ERR1912966.72462__1.72462	1263027__R6ZMS6__BN699_00461
ERR1912966.72466__1.72466	239935__A0A2N8IVK9__CXU08_03750
ERR1912966.72734__1.72734	33043__A0A173YUV6__ERS852386_00507
ERR1912966.72752__1.72752	33043__D5HHT0__ERS852445_02798
ERR1912966.72841__1.72841	239935__A0A2N8HT68__ADH72_00510
ERR1912966.73002__1.73002	239935__A0A139TQT9__Amuc_1197
ERR1912966.73060__1.73060	74426__rpoC
ERR1912966.73061__1.73061	1263000__R5EBF6__BN466_00505
ERR1912966.73191__1.73191	1262761__R6QW09__BN606_00873
ERR1912966.73675__1.73675	239935__A0A2N8HPX2__CXT90_09930
ERR1912966.73684__1.73684	1262761__R6QXV6__BN606_00004
ERR1912966.73721__1.73721	216816__E8MVM4__APC1480_1562
ERR1912966.73767__1.73767	853__A0A174C5M1__CGS58_04460
ERR1912966.73804__1.73804	1897011__A0A1Q6RFK0__BHW41_03420
ERR1912966.73939__1.73939	165179__A0A174SA26__PREVCOP_05758
ERR1912966.74003__1.74003	239935__A0A2N8IUW6__Amuc_1525
ERR1912966.74471__1.74471	1262761__R6QU88__BN606_01983
ERR1912966.74974__1.74974	165179__A0A3E5AE59__DXC61_12885
ERR1912966.75072__1.75072	1161942__atpA_2
ERR1912966.75128__1.75128	1897011__A0A1Q6REU9__BHW41_04345
ERR1912966.75144__1.75144	944036__A0A196S587__AV274_6063
ERR1912966.75391__1.75391	1686__B6XST0__BCAT_0261
ERR1912966.76208__1.76208	1161942__adrA
ERR1912966.76264__1.76264	901__B6WXD6__DHV46_02215
ERR1912966.76351__1.76351	853__A0A3E2V168__FAEPRAM212_00929
ERR1912966.76303__1.76303	674529__A0A174S5F6__SAMN05444400_11892
ERR1912966.76316__1.76316	239935__A0A2N8HUU6__CXT90_06150
ERR1912966.76383__1.76383	165179__A0A229I740__DXC61_10430
ERR1912966.76414__1.76414	33043__D5HEE1__ERS852386_01671
ERR1912966.76687__1.76687	544644__GCA_001915615.1_01954
ERR1912966.76758__1.76758	853__A0A2A6Z8X1__FPR_03410
ERR1912966.76807__1.76807	74426__sugC
ERR1912966.77501__1.77501	820__A0A174CG08__DXB62_13215
ERR1912966.77517__1.77517	901__A0A1K1LF78__DESPIGER_1556
ERR1912966.77802__1.77802	387661__K5YX34__B5F96_10110
ERR1912966.78007__1.78007	239935__A0A2N8HQR1__Amuc_0287
ERR1912966.78177__1.78177	239935__A0A2N8ITW6__CXT91_06265
ERR1912966.78189__1.78189	239935__A0A139TPU7__CXT91_06575
ERR1912966.78277__1.78277	1263027__R7A3L5__BN699_00745
ERR1912966.78381__1.78381	28118__F9ZCN9__DHW44_07820
ERR1912966.78659__1.78659	1262915__R6HF80__BN574_01649
ERR1912966.78742__1.78742	33043__A0A173YPE0__thiD
ERR1912966.78865__1.78865	820__A0A173YYG4__evgS_3
ERR1912966.78870__1.78870	239935__R6J5N6__CXT99_10770
ERR1912966.78950__1.78950	33043__D5HEU4__ftsW_3
ERR1912966.79121__1.79121	1263000__R5EDV4__BN466_01097
ERR1912966.79085__1.79085	1150298__A0A174N5I7__ERS852498_01953
ERR1912966.79092__1.79092	165179__A0A3E5A5E5__DXC61_13965
ERR1912966.79169__1.79169	39485__A0A174ZA72__glgB_1
ERR1912966.79211__1.79211	33043__D5HEQ5__gluP_2
ERR1912966.79243__1.79243	239935__A0A2N8IU14__ADH72_05655
ERR1912966.79265__1.79265	239935__A0A2N8HH03__CXU09_08875
ERR1912966.79721__1.79721	1262869__R7CQE2__BN625_01548
ERR1912966.79797__1.79797	78346__A0A087D3Y1__BRUM_1576
ERR1912966.79829__1.79829	454155__F3QXY1__HMPREF9442_03071
ERR1912966.79865__1.79865	371601__A0A139LNL6__ERS852396_04350
ERR1912966.80119__1.80119	1262761__R6QZJ9__BN606_00492
ERR1912966.80127__1.80127	165179__D1PFV4__PREVCOP_06112
ERR1912966.80642__1.80642	1263027__R6ZKK0__BN699_02169
ERR1912966.80718__1.80718	165179__A0A3E5AFJ9__CFT61_15180
ERR1912966.80831__1.80831	853__A0A174UDE9__C4N25_12775
ERR1912966.80958__1.80958	1262915__R6HRT0__BN574_00012
ERR1912966.81020__1.81020	1262869__R7CV70__BN625_00699
ERR1912966.81551__1.81551	33043__D5HFA1__ERS852400_02183
ERR1912966.81562__1.81562	572010__napA
ERR1912966.81696__1.81696	1262761__R6QR25__BN606_01386
ERR1912966.81794__1.81794	1161942__celA_6
ERR1912966.82118__1.82118	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912966.82137__1.82137	33043__D5HHY4__luxQ_1
ERR1912966.82981__1.82981	29361__B6FLM7__CLONEX_01049
ERR1912966.83118__1.83118	165179__A0A3E5EBM5__DXC61_02170
ERR1912966.83121__1.83121	1263027__R6ZKS3__BN699_02241
ERR1912966.83507__1.83507	853__A0A2J4JL53__CRH10_10795
ERR1912966.83563__1.83563	328814__GCA_004558275.1_00235
ERR1912966.83777__1.83777	1263030__R5CUH1__BN705_00716
ERR1912966.84402__1.84402	1680__A7A4N3__ERS852382_00779
ERR1912966.84522__1.84522	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.84523__1.84523	1262869__R7CV70__BN625_00699
ERR1912966.85011__1.85011	28117__R7JJM9__ALIPUT_00662
ERR1912966.85021__1.85021	74426__nifJ
ERR1912966.84977__1.84977	1262761__R6QKZ0__BN606_00913
ERR1912966.85118__1.85118	1897011__A0A1Q6RET2__BHW41_04000
ERR1912966.85318__1.85318	1262961__R6E1W4__BN710_00924
ERR1912966.85829__1.85829	28118__F9ZCB1__Odosp_1317
ERR1912966.85947__1.85947	33043__A0A174EI47__inlJ
ERR1912966.85955__1.85955	384638__B7AVU0__BACPEC_02840
ERR1912966.86098__1.86098	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1912966.86374__1.86374	1262761__R6QW09__BN606_00873
ERR1912966.86517__1.86517	1299998__GCA_001494635.1_00422
ERR1912966.86519__1.86519	1262915__R6HNX3__BN574_00253
ERR1912966.86617__1.86617	74426__rpoC
ERR1912966.86676__1.86676	1262761__R6QHJ4__BN606_00427
ERR1912966.86894__1.86894	46503__K5ZAK9__NCTC13052_03308
ERR1912966.87258__1.87258	165179__D1PDJ4__DXB80_08505
ERR1912966.87299__1.87299	33043__A0A173QUI0__ERS852386_00036
ERR1912966.87439__1.87439	1897011__A0A1Q6RFG3__BHW41_03700
ERR1912966.87501__1.87501	216816__A0A0A6VML2__DD678_06965
ERR1912966.87578__1.87578	1262761__R6QS33__BN606_00308
ERR1912966.87723__1.87723	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.87849__1.87849	944036__A0A196SIU9__AV274_2183
ERR1912966.87822__1.87822	165179__D1P8V8__DXC61_01940
ERR1912966.87871__1.87871	1161942__aroA_1
ERR1912966.88057__1.88057	39496__A5Z5I2__EUBVEN_00963
ERR1912966.88064__1.88064	33043__D5HGK4__ERS852445_01371
ERR1912966.88141__1.88141	88431__A0A174G8Q6__ERS852526_02711
ERR1912966.88214__1.88214	239935__A0A3F3K9J9__DEF40_00940
ERR1912966.88236__1.88236	1232426__glmS_3
ERR1912966.88324__1.88324	33043__D5HEE1__ERS852386_01671
ERR1912966.88411__1.88411	40518__R5E6Y7__DXD83_08230
ERR1912966.88456__1.88456	292800__A0A1C7FI72__ERS852504_01815
ERR1912966.88492__1.88492	301301__A0A395V5W5__RHOM_01200
ERR1912966.88514__1.88514	29361__B6FRT6__CLONEX_02860
ERR1912966.88763__1.88763	165179__A0A3E5DY64__CFT61_10025
ERR1912966.88809__1.88809	239935__A0A2N8J2P6__ADH72_06730
ERR1912966.88815__1.88815	820__A0A396CMY7__HMPREF1072_03009
ERR1912966.89135__1.89135	39486__R6SN36__HMPREF9457_00956
ERR1912966.89153__1.89153	328814__GCA_004558275.1_00290
ERR1912966.89375__1.89375	33043__A0A374K1H3__ykoD_2
ERR1912966.89550__1.89550	1262761__R6QKZ0__BN606_00913
ERR1912966.89589__1.89589	1735__B7CBN5__EUBIFOR_01610
ERR1912966.89822__1.89822	1161942__cadA_1
ERR1912966.90144__1.90144	239935__A0A2N8HB50__CXU17_02615
ERR1912966.90284__1.90284	944036__A0A196S874__AV274_5079
ERR1912966.90474__1.90474	1262761__R6QYZ5__BN606_00402
ERR1912966.90642__1.90642	1680__A0A0B5BKZ3__DXD60_01450
ERR1912966.91065__1.91065	1681__E4VBF7__DD684_05570
ERR1912966.91125__1.91125	1263027__R6ZXA4__BN699_00085
ERR1912966.91222__1.91222	360807__A0A396AFY2__ERS852444_00427
ERR1912966.91408__1.91408	674529__A0A174P761__SAMN05444400_106145
ERR1912966.91511__1.91511	1681__A0A0E2ZBA9__DXC56_02195
ERR1912966.91956__1.91956	901__B6WV59__feoB
ERR1912966.92133__1.92133	239935__A0A2N8IRW0__A4V05_11620
ERR1912966.92347__1.92347	165179__D1PCL6__DXB80_13435
ERR1912966.92349__1.92349	1897011__A0A1Q6RBR7__BHW41_06875
ERR1912966.92873__1.92873	901__B6WUF4__DESPIG_01712
ERR1912966.92875__1.92875	901__B6WTW8__DESPIGER_1202
ERR1912966.93029__1.93029	1897011__A0A1Q6RHX0__BHW41_00740
ERR1912966.93039__1.93039	239935__A0A2N8IRL2__CXU06_01170
ERR1912966.93047__1.93047	1262915__R6HKU3__BN574_00841
ERR1912966.93078__1.93078	165179__D1PCT4__DXB80_09470
ERR1912966.93118__1.93118	487175__R5E1Y3__HMPREF9439_02586
ERR1912966.93139__1.93139	1262992__R5CXM7__BN795_01016
ERR1912966.93162__1.93162	165179__A0A3E5AFJ9__CFT61_15180
ERR1912966.93215__1.93215	239935__A0A2N8HL14__CXT98_09285
ERR1912966.93287__1.93287	820__A0A3E4GA19__SAMN05444418_10562
ERR1912966.93402__1.93402	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1912966.93504__1.93504	328814__GCA_004558275.1_00296
ERR1912966.93508__1.93508	33043__D5HIK4__ERS852400_01112
ERR1912966.93546__1.93546	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1912966.93719__1.93719	821__U6RDC2__DXD46_15675
ERR1912966.93772__1.93772	901__B6WVE1__DESPIGER_2036
ERR1912966.93873__1.93873	410072__A0A173Y8R3__rng
ERR1912966.93965__1.93965	823__A0A395YRX4__ERS852513_03444
ERR1912966.94197__1.94197	1628085__A0A396QTT4__C7386_103139
ERR1912966.94184__1.94184	410072__A0A173SWT8__ERS852389_01443
ERR1912966.94260__1.94260	39492__D4JSA4__ERS852540_00596
ERR1912966.94302__1.94302	853__A0A173YYY4__DWZ04_09420
ERR1912966.94654__1.94654	328814__GCA_004558275.1_00992
ERR1912966.94702__1.94702	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1912966.95093__1.95093	239935__A0A2N8I9P4__CXT85_05050
ERR1912966.95156__1.95156	165179__A0A3E5EAM5__DXC61_07785
ERR1912966.95609__1.95609	239935__A0A2N8IRL2__CXU06_01170
ERR1912966.95634__1.95634	1161942__csxA
ERR1912966.95893__1.95893	1897011__A0A1Q6RIC6__BHW41_01345
ERR1912966.95950__1.95950	239935__R6JAS2__CXU02_10725
ERR1912966.96067__1.96067	239935__A0A2N8IKW7__pstA
ERR1912966.96431__1.96431	1262915__R6HEI9__BN574_00480
ERR1912966.96481__1.96481	1897011__A0A1Q6RGA1__BHW41_02610
ERR1912966.96932__1.96932	239935__A0A139TMG9__CXU07_10650
ERR1912966.97007__1.97007	33043__A0A174CPX4__ERS852386_02360
ERR1912966.97386__1.97386	1161942__argH1
ERR1912966.97425__1.97425	1161942__celK_2
ERR1912966.97483__1.97483	239935__A0A2N8HH03__CXU09_08875
ERR1912966.97544__1.97544	357276__B6VXX7__HMPREF1063_02683
ERR1912966.97578__1.97578	165179__A0A3E5AE59__DXC61_12885
ERR1912966.97633__1.97633	39496__A5Z5I2__EUBVEN_00963
ERR1912966.97869__1.97869	33043__A0A174BZH8__ERS852575_02145
ERR1912966.97828__1.97828	1262761__R6R8A4__BN606_01470
ERR1912966.98000__1.98000	28117__B0MTW8__ALIPUT_00502
ERR1912966.98106__1.98106	1680__A0A374QDL4__LMG18897_0432
ERR1912966.98157__1.98157	1262915__R6HMZ4__BN574_00700
ERR1912966.98186__1.98186	239935__A0A2N8IRH4__CXT92_05605
ERR1912966.98228__1.98228	239935__R7DVW2__CXU02_03915
ERR1912966.98259__1.98259	33043__A8SPT5__yfiN_2
ERR1912966.98265__1.98265	239935__A0A2N8HBM4__CXT85_06270
ERR1912966.98712__1.98712	1897011__A0A1Q6REW8__BHW41_04435
ERR1912966.98861__1.98861	1897011__A0A1Q6RFG3__BHW41_03700
ERR1912966.98886__1.98886	239935__A0A2N8IL82__CXU02_11740
ERR1912966.99108__1.99108	239935__B2UQP8__CXU15_01110
ERR1912966.99139__1.99139	853__A0A2A7B9I6__DW855_13690
ERR1912966.99153__1.99153	1262961__R6EJG2__BN710_00769
ERR1912966.99380__1.99380	1263027__R7A3L5__BN699_00745
ERR1912966.99452__1.99452	853__A0A2A7B9I6__DW855_13690
ERR1912966.99567__1.99567	33043__A0A173YPE0__thiD
ERR1912966.99751__1.99751	33043__A0A173WU55__ganB_2
ERR1912966.99873__1.99873	46503__K5ZKR1__dnaB
ERR1912966.99915__1.99915	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.100175__1.100175	328814__GCA_004558275.1_00992
ERR1912966.100159__1.100159	165179__A0A174PS14__DXC61_13945
ERR1912966.100354__1.100354	28116__A7M0E3__AA414_00536
ERR1912966.100421__1.100421	239935__A0A2N8HQY4__CXT99_03170
ERR1912966.100506__1.100506	1680__A0A087DHN0__AL0462_1532
ERR1912966.100640__1.100640	1263027__R7AUU6__BN699_02278
ERR1912966.100884__1.100884	239935__A0A2N8I9N0__CXT97_09915
ERR1912966.100891__1.100891	33043__D5HHT0__ERS852445_02798
ERR1912966.101133__1.101133	1161942__birA
ERR1912966.101221__1.101221	33043__A0A173ZXG0__ERS852400_00169
ERR1912966.101355__1.101355	1262761__R6QKZ0__BN606_00913
ERR1912966.101382__1.101382	1262959__R5YSA1__BN680_00535
ERR1912966.101480__1.101480	1263000__R5EK63__BN466_02075
ERR1912966.101623__1.101623	853__A0A173T751__C4N24_10280
ERR1912966.101708__1.101708	33043__A8SWM2__ERS852575_01910
ERR1912966.101740__1.101740	1161942__celE_1
ERR1912966.101770__1.101770	172901__A0A2U1AED4__C8D82_14814
ERR1912966.101864__1.101864	1263027__R7A417__BN699_00819
ERR1912966.102416__1.102416	1161942__aroK_2
ERR1912966.102469__1.102469	487174__K0XLC3__HMPREF9448_01065
ERR1912966.102635__1.102635	239935__R7DVL7__CXT93_01180
ERR1912966.102682__1.102682	33043__D5HIL5__ERS852445_01761
ERR1912966.102760__1.102760	239935__A0A3F3K9J9__DEF40_00940
ERR1912966.102897__1.102897	33043__D5HDF1__ERS852386_02231
ERR1912966.102954__1.102954	1262989__R6YC95__BN815_00996
ERR1912966.102928__1.102928	40518__R5E8B6__RB5AMG_00876
ERR1912966.102971__1.102971	823__A0A355XN73__DXC05_07000
ERR1912966.103005__1.103005	33043__A0A173XL07__nadD
ERR1912966.103041__1.103041	1161942__crh
ERR1912966.103176__1.103176	239935__A0A3F3K985__CXT98_05805
ERR1912966.103327__1.103327	853__A0A173XRA8__CGS56_09290
ERR1912966.103704__1.103704	1263027__R6ZXU2__BN699_00822
ERR1912966.104071__1.104071	1262986__R6AC02__BN492_01722
ERR1912966.104577__1.104577	33043__A0A374K1H3__ykoD_2
ERR1912966.104811__1.104811	1262761__R6QUM5__BN606_02048
ERR1912966.104865__1.104865	944036__A0A196S727__AV274_6149
ERR1912966.104932__1.104932	74426__thrZ
ERR1912966.104981__1.104981	1262743__R5C054__BN727_01980
ERR1912966.105034__1.105034	239935__R6JD78__CXU05_09250
ERR1912966.105105__1.105105	1263000__R5EXT3__BN466_02213
ERR1912966.105175__1.105175	944036__A0A196S727__AV274_6149
ERR1912966.105370__1.105370	239935__A0A2N8I6R6__CXU04_04335
ERR1912966.106070__1.106070	239935__A0A2N8IRL2__CXU06_01170
ERR1912966.106314__1.106314	1897011__A0A1Q6RFG1__BHW41_03725
ERR1912966.106356__1.106356	1735__B7C7R0__EUBIFOR_00208
ERR1912966.106761__1.106761	1897011__A0A1Q6RIA0__BHW41_01275
ERR1912966.106933__1.106933	1262761__R6RXA7__BN606_01380
ERR1912966.107000__1.107000	853__A0A2A7B9I6__DW855_13690
ERR1912966.107108__1.107108	239935__A0A2N8IMD6__CXU03_05585
ERR1912966.107357__1.107357	28117__B0MZ50__ALIPUT_02424
ERR1912966.107386__1.107386	165179__A0A3E5E7A6__PREVCOP_04277
ERR1912966.107496__1.107496	1161942__axeA1
ERR1912966.107590__1.107590	47678__R5UAF6__ERS852494_02966
ERR1912966.107724__1.107724	1965604__A0A1Y4EVJ2__B5F54_11240
ERR1912966.107750__1.107750	165179__D1PEW8__DXB80_13775
ERR1912966.107908__1.107908	1262761__R6QN56__BN606_00886
ERR1912966.107990__1.107990	165179__D1P9T6__PREVCOP_04016
ERR1912966.108199__1.108199	39485__A0A174ZBK4__ERS852490_01585
ERR1912966.108216__1.108216	1161942__asrB
ERR1912966.108268__1.108268	165179__A0A174IPI3__CFT61_10940
ERR1912966.108366__1.108366	1680__A0A174BEE7__BSTER_1311
ERR1912966.108373__1.108373	239935__A0A2N8IIB9__CXU04_01970
ERR1912966.108384__1.108384	165179__A0A3E5DRF6__DXC61_00200
ERR1912966.108523__1.108523	33043__A8SPT5__yfiN_2
ERR1912966.108896__1.108896	1262761__R6QS21__BN606_00301
ERR1912966.109034__1.109034	1150298__R7JTQ3__rne
ERR1912966.109263__1.109263	853__A0A173SUU8__CGS54_06840
ERR1912966.109381__1.109381	1965587__A0A1Y4HVC6__B5F35_09360
ERR1912966.109456__1.109456	239935__R6JD78__CXU05_09250
ERR1912966.109485__1.109485	33043__A0A173YYE7__ERS852445_00670
ERR1912966.109498__1.109498	572010__hgdC_1
ERR1912966.109652__1.109652	33043__A0A173YUV6__ERS852386_00507
ERR1912966.109809__1.109809	165179__R6C5D6__PREVCOP_04658
ERR1912966.109862__1.109862	1263107__GCA_000436995.1_00173
ERR1912966.109985__1.109985	1262761__R6RZ48__BN606_01724
ERR1912966.110167__1.110167	33043__A0A174FIJ8__ERS852445_02217
ERR1912966.110762__1.110762	1262869__R7CT15__BN625_01708
ERR1912966.110930__1.110930	1680__A0A087DHN0__AL0462_1532
ERR1912966.111249__1.111249	853__A0A173YYY4__DWZ04_09420
ERR1912966.111477__1.111477	901__B6WUN6__DHV46_11020
ERR1912966.111479__1.111479	1263027__R6ZKK0__BN699_02169
ERR1912966.111613__1.111613	1161942__asrA
ERR1912966.111744__1.111744	33043__D5HFA0__glfT2
ERR1912966.111810__1.111810	1150298__R7JUS2__ERS852498_02193
ERR1912966.111975__1.111975	1262869__R7CKZ1__BN625_00938
ERR1912966.112102__1.112102	1262761__R6R3I7__BN606_01771
ERR1912966.112216__1.112216	310297__B5D3X3__DXB87_14935
