ERR1913239.775__1.775	39485__A0A174Z2K9__ERS852490_02052
ERR1913239.111894__1.111894	1262927__R7EX56__BN677_00089
ERR1913239.112016__1.112016	40520__R7D6X4__addA
ERR1913239.112159__1.112159	1262911__R6GMH5__BN557_00511
ERR1913239.112640__1.112640	1262753__R5B0C5__BN813_01872
ERR1913239.112977__1.112977	28117__B0MWC6__BHV66_00965
ERR1913239.113026__1.113026	818__Q8A0V7__BSIG_2755
ERR1913239.112981__1.112981	853__A0A174C5M1__CGS58_04460
ERR1913239.113057__1.113057	853__C7H7F8__yccM_1
ERR1913239.113112__1.113112	853__A8SB03__C4Q21_07960
ERR1913239.113235__1.113235	1262927__R7EX56__BN677_00089
ERR1913239.113461__1.113461	166486__D4L255__mcp4_5
ERR1913239.113662__1.113662	649756__A0A174J035__DO83_03925
ERR1913239.113851__1.113851	853__C7H7F8__yccM_1
ERR1913239.114039__1.114039	901__B6WVN3__DHV46_02690
ERR1913239.114086__1.114086	246787__A0A3D6AZF8__BACCELL_02529
ERR1913239.114235__1.114235	901__B6WUW8__DESPIGER_1921
ERR1913239.114593__1.114593	487174__K0X9T7__HMPREF9448_00996
ERR1913239.114728__1.114728	1262927__R7EX56__BN677_00089
ERR1913239.115329__1.115329	901__B6WUY7__DHV46_11425
ERR1913239.115444__1.115444	1263000__R5EU91__BN466_01432
ERR1913239.116136__1.116136	1262927__R7EX56__BN677_00089
ERR1913239.116309__1.116309	46503__R6WWH2__DXB85_00365
ERR1913239.116435__1.116435	28117__B0MVL5__BHV66_01660
ERR1913239.116443__1.116443	310298__B3JGH4__BACCOP_00976
ERR1913239.116535__1.116535	471189__GCA_003340385.1_00717
ERR1913239.117293__1.117293	901__B6WQB0__DHV46_07090
ERR1913239.118533__1.118533	1262911__R6GTN3__BN557_01365
ERR1913239.118711__1.118711	166486__R6AZI2__ydaF
ERR1913239.118728__1.118728	28117__B0MY40__BHV66_05170
ERR1913239.118737__1.118737	147206__GCF_000156215.1_00014
ERR1913239.119377__1.119377	166486__D4KZY5__ROSINTL182_07635
ERR1913239.119717__1.119717	818__A0A0N7I9M6__Btheta7330_00939
ERR1913239.120102__1.120102	853__A8SCP3__C4N26_07960
ERR1913239.120184__1.120184	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913239.120607__1.120607	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.120632__1.120632	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913239.120673__1.120673	901__B6WXI1__DESPIGER_1636
ERR1913239.120914__1.120914	394340__clpB_1
ERR1913239.120934__1.120934	1897011__A0A1Q6RGC4__BHW41_02800
ERR1913239.121364__1.121364	901__B6WR15__DESPIGER_0142
ERR1913239.121526__1.121526	166486__D4KUE6__ROSINTL182_08604
ERR1913239.121534__1.121534	28117__B0MU76__ALIPUT_00202
ERR1913239.122009__1.122009	74426__purL
ERR1913239.122047__1.122047	301301__G2T207__cph2_5
ERR1913239.122070__1.122070	901__B6WRI9__DESPIGER_0385
ERR1913239.122192__1.122192	394340__nifJ
ERR1913239.122646__1.122646	33025__A0A395J8M7__C8D73_11411
ERR1913239.122708__1.122708	936548__J0SLN8__HMPREF1136_2130
ERR1913239.122994__1.122994	1262911__R6GT99__BN557_01335
ERR1913239.123004__1.123004	1262927__R7EX56__BN677_00089
ERR1913239.123193__1.123193	1263000__R5EDV4__BN466_01097
ERR1913239.123335__1.123335	745368__A0A1T4XL98__SAMN02745178_01986
ERR1913239.123383__1.123383	166486__D4L082__yicI_5
ERR1913239.123593__1.123593	901__B6WWY3__DESPIG_02606
ERR1913239.123594__1.123594	166486__A0A1Q6S852__ERS852572_03466
ERR1913239.123910__1.123910	901__B6WXD6__DHV46_02215
ERR1913239.124133__1.124133	821__R9HFW2__DXD01_00365
ERR1913239.124428__1.124428	1262911__R6H2J2__BN557_01228
ERR1913239.124613__1.124613	821__A0A174ALF2__BvMPK_3016
ERR1913239.124605__1.124605	901__B6WUH5__DESPIGER_1779
ERR1913239.124846__1.124846	301301__A0A395VA49__RHOM_13895
ERR1913239.124864__1.124864	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.125363__1.125363	823__A0A355XKQ8__DHP27_04010
ERR1913239.125427__1.125427	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913239.125747__1.125747	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.125860__1.125860	1262927__R7EX56__BN677_00089
ERR1913239.126503__1.126503	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.126844__1.126844	28117__R7JPX7__BHV66_00900
ERR1913239.126851__1.126851	1263000__R5EVY6__BN466_01709
ERR1913239.126910__1.126910	820__A7UYX8__DXD40_11635
ERR1913239.126966__1.126966	853__R6QDR1__C4N27_08170
ERR1913239.127057__1.127057	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913239.127121__1.127121	28117__B0MTV0__BHV66_06395
ERR1913239.128905__1.128905	1263000__R5EQI3__BN466_00125
ERR1913239.129659__1.129659	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.129911__1.129911	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913239.130599__1.130599	572010__dnaK2
ERR1913239.130850__1.130850	1150298__A0A174SLE6__mlc_1
ERR1913239.131373__1.131373	1262911__R6H0U7__BN557_01104
ERR1913239.131456__1.131456	147206__GCF_000156215.1_01777
ERR1913239.132122__1.132122	853__A0A174C5M1__CGS58_04460
ERR1913239.132528__1.132528	204516__U6RJY4__HMPREF1534_01494
ERR1913239.132539__1.132539	1628085__A0A374VS54__C7386_101156
ERR1913239.133102__1.133102	214856__A0A174EJT5__mnmA
ERR1913239.133275__1.133275	1262911__R6H2B5__BN557_01151
ERR1913239.133659__1.133659	28117__B0MT73__ALIPUT_00412
ERR1913239.133788__1.133788	745368__A0A1T4X705__SAMN02745178_01472
ERR1913239.133801__1.133801	1263000__R5ES99__BN466_01121
ERR1913239.134459__1.134459	1262927__R7EX56__BN677_00089
ERR1913239.134616__1.134616	2108523__A0A2P2FAD2__LAWASA_3010
ERR1913239.135172__1.135172	901__B6WXF1__DESPIGER_1660
ERR1913239.135272__1.135272	418240__A0A173YA50__ERS852478_00137
ERR1913239.135373__1.135373	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913239.135404__1.135404	821__R7P1Q7__M099_2990
ERR1913239.135647__1.135647	1262911__R6GZ01__BN557_00641
ERR1913239.135673__1.135673	901__B6WXH2__DESPIGER_1643
ERR1913239.135875__1.135875	1263000__R5EKG2__BN466_02040
ERR1913239.136538__1.136538	1262927__R7EX56__BN677_00089
ERR1913239.136572__1.136572	1263000__R5EJ27__BN466_01916
ERR1913239.137320__1.137320	901__B6WUW8__DESPIGER_1921
ERR1913239.137459__1.137459	28117__B0MTS2__ALIPUT_00159
ERR1913239.137546__1.137546	74426__purL
ERR1913239.138378__1.138378	1263000__R5EGY6__BN466_00973
ERR1913239.138440__1.138440	28117__B0MSL1__BHV66_06710
ERR1913239.138498__1.138498	360807__C0FZ41__ROSEINA2194_04031
ERR1913239.138821__1.138821	28117__R7JJM9__ALIPUT_00662
ERR1913239.139024__1.139024	28117__B0MXD0__ALIPUT_01669
ERR1913239.139326__1.139326	214856__A0A174ZLX0__ERS852559_00738
ERR1913239.139698__1.139698	1263000__R5EJ76__BN466_01936
ERR1913239.139699__1.139699	901__B6WUY7__DHV46_11425
ERR1913239.139921__1.139921	901__B6WR17__DHV46_00835
ERR1913239.140003__1.140003	216816__C2GSX7__DD678_03555
ERR1913239.140235__1.140235	901__A0A1K1LF78__DESPIGER_1556
ERR1913239.140973__1.140973	28117__B0MTH2__ALIPUT_00061
ERR1913239.141598__1.141598	901__B6WUN9__DESPIGER_1850
ERR1913239.141707__1.141707	1796646__A0A1B1S8E7__ADH68_13145
ERR1913239.142321__1.142321	820__A0A3E4VZT7__DXB48_16145
ERR1913239.142734__1.142734	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913239.142793__1.142793	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913239.143078__1.143078	821__A0A0P0M5Z6__BVU_0429
ERR1913239.143254__1.143254	28117__R7JPX7__BHV66_00900
ERR1913239.143367__1.143367	28117__B0MUB3__ALIPUT_00727
ERR1913239.143378__1.143378	291644__I8Y6B7__HMPREF1532_02902
ERR1913239.143536__1.143536	1262927__R7EX56__BN677_00089
ERR1913239.143577__1.143577	1897011__A0A1Q6RH29__BHW41_01570
ERR1913239.143651__1.143651	1235835__R9LCU2__C814_02677
ERR1913239.143763__1.143763	360807__C0FZM4__RIL183_06871
ERR1913239.144039__1.144039	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913239.145005__1.145005	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.145483__1.145483	1897011__A0A1Q6RC30__BHW41_06700
ERR1913239.145622__1.145622	1262927__R7EX56__BN677_00089
ERR1913239.145757__1.145757	1263000__R5EGY6__BN466_00973
ERR1913239.146027__1.146027	1262927__R7EX56__BN677_00089
ERR1913239.146287__1.146287	1263000__R5EKG2__BN466_02040
ERR1913239.146447__1.146447	1897011__A0A1Q6RI93__BHW41_01175
ERR1913239.146561__1.146561	1263000__R5ETL6__BN466_01607
ERR1913239.146932__1.146932	28117__B0MTH2__ALIPUT_00061
ERR1913239.146977__1.146977	216816__A0A087BBV6__BFS26_06210
ERR1913239.147022__1.147022	1263000__R5EDV4__BN466_01097
ERR1913239.147199__1.147199	1897011__A0A1Q6RE78__BHW41_04770
ERR1913239.147336__1.147336	1297617__A0A0S2W6C8__IB211_02510
ERR1913239.147493__1.147493	745368__A0A1T4XL98__SAMN02745178_01986
ERR1913239.148006__1.148006	820__A0A3E4XDK3__ERS852554_03650
ERR1913239.148392__1.148392	552398__F4XCQ4__HMPREF0866_01621
ERR1913239.148615__1.148615	2108523__A0A2P2FE85__LAWASA_4404
ERR1913239.148845__1.148845	901__B6WRK6__DESPIGER_0403
ERR1913239.148900__1.148900	901__B6WUN9__DESPIGER_1850
ERR1913239.149997__1.149997	820__R9HP61__DXC91_01090
ERR1913239.150589__1.150589	901__B6WXD6__DHV46_02215
ERR1913239.150636__1.150636	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913239.150897__1.150897	166486__D4KUK5__thiM
ERR1913239.151213__1.151213	147206__GCF_000156215.1_01403
ERR1913239.151341__1.151341	1897011__A0A1Q6RF20__BHW41_02930
ERR1913239.151780__1.151780	2108523__A0A2P2FC94__LAWASA_3667
ERR1913239.152555__1.152555	1262927__R7EX56__BN677_00089
ERR1913239.152640__1.152640	901__B6WXX4__DESPIGER_1515
ERR1913239.153192__1.153192	214856__I3YMN6__Alfi_1938
ERR1913239.153205__1.153205	2108523__A0A2P2F507__LAWASA_1081
ERR1913239.153532__1.153532	901__B6WR17__DHV46_00835
ERR1913239.153740__1.153740	901__B6WQB0__DHV46_07090
ERR1913239.153850__1.153850	1263107__GCA_000436995.1_00015
ERR1913239.153889__1.153889	216816__B3DR71__CE159_04070
ERR1913239.154225__1.154225	166486__D4KW03__ERS852572_03114
ERR1913239.154581__1.154581	1263000__R5EKR4__BN466_01609
ERR1913239.154663__1.154663	1262927__R7EX56__BN677_00089
ERR1913239.154746__1.154746	471189__GCA_003340385.1_00504
ERR1913239.154798__1.154798	901__B6WUG8__DHV46_10540
ERR1913239.154959__1.154959	1262927__R7EX56__BN677_00089
ERR1913239.154970__1.154970	1628085__A0A2U1BCR5__C7386_10796
ERR1913239.155105__1.155105	572010__ppdK
ERR1913239.155160__1.155160	301301__A0A395V8G6__RHOM_11005
ERR1913239.155709__1.155709	39485__A0A174ZQT9__EUBELI_20278
ERR1913239.156233__1.156233	28117__B0MVL5__BHV66_01660
ERR1913239.156474__1.156474	1897011__A0A1Q6RH58__BHW41_01950
ERR1913239.156805__1.156805	818__A0A174TT69__SAMN02910322_02680
ERR1913239.157684__1.157684	28117__B0MWH8__BHV66_01330
ERR1913239.157693__1.157693	1262927__R7EX56__BN677_00089
ERR1913239.158109__1.158109	246787__A0A3D6AWJ7__AA416_00506
ERR1913239.158153__1.158153	214856__R5UN64__ERS852447_02669
ERR1913239.158333__1.158333	1262889__R7H9H9__BN634_02436
ERR1913239.158661__1.158661	28111__E5WYC3__NCTC11155_03517
ERR1913239.159123__1.159123	901__B6WTQ4__DESPIGER_1255
ERR1913239.159177__1.159177	1262911__R6H2J2__BN557_01228
ERR1913239.159449__1.159449	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913239.159503__1.159503	901__B6WRB3__DESPIGER_0300
ERR1913239.159915__1.159915	901__B6WXK8__DESPIG_02835
ERR1913239.159933__1.159933	28117__B0MVL5__BHV66_01660
ERR1913239.160000__1.160000	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913239.160192__1.160192	387090__S0F8B2__BACCOPRO_02129
ERR1913239.160429__1.160429	821__A0A174NM17__lacZ_6
ERR1913239.160445__1.160445	706562__GCA_900112995.1_02104
ERR1913239.160942__1.160942	853__D4JY61__C4N21_10560
ERR1913239.160992__1.160992	301301__A0A395VA45__RHOM_02615
ERR1913239.161143__1.161143	28117__R7JPX7__BHV66_00900
ERR1913239.161280__1.161280	1263000__R5EQI3__BN466_00125
ERR1913239.161374__1.161374	28117__B0MTH2__ALIPUT_00061
ERR1913239.161513__1.161513	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.161999__1.161999	853__D4K7X0__DW905_09540
ERR1913239.162586__1.162586	901__B6WUI5__DESPIGER_1817
ERR1913239.162763__1.162763	853__A0A173T0Y8__CGS54_07215
ERR1913239.163061__1.163061	410072__C0B7P0__DXD67_07205
ERR1913239.163099__1.163099	853__A0A174C5M1__CGS58_04460
ERR1913239.163217__1.163217	1262911__R6H1A6__BN557_01286
ERR1913239.163393__1.163393	39486__A0A3E4M8R7__mobB
ERR1913239.163911__1.163911	853__A0A2A7B1Y7__C7K05_11930
ERR1913239.163865__1.163865	1262911__R6GKX4__BN557_01388
ERR1913239.163875__1.163875	936548__J1BB94__HMPREF1136_0179
ERR1913239.163884__1.163884	74426__argF
ERR1913239.163982__1.163982	1263000__R5EU91__BN466_01432
ERR1913239.165018__1.165018	214856__A0A174EJT5__mnmA
ERR1913239.165323__1.165323	901__B6WQM5__cobM
ERR1913239.165428__1.165428	1263000__R5ESM1__BN466_01440
ERR1913239.165472__1.165472	394340__group_3119
ERR1913239.165538__1.165538	33043__A8SWL7__ERS852386_02506
ERR1913239.165567__1.165567	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913239.165692__1.165692	1262911__R6H212__BN557_01031
ERR1913239.165747__1.165747	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913239.165930__1.165930	1262927__R7EX56__BN677_00089
ERR1913239.166548__1.166548	1150298__A0A174R918__ERS852535_01749
ERR1913239.166745__1.166745	626930__F3PVE3__HMPREF9446_02721
ERR1913239.167143__1.167143	216816__Q8G4X6__DXD52_09895
ERR1913239.167281__1.167281	1262824__R6S1A7__BN719_01944
ERR1913239.167379__1.167379	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913239.167571__1.167571	901__B6WVN3__DHV46_02690
ERR1913239.167602__1.167602	1150298__A0A174FT27__ERS852535_01803
ERR1913239.167645__1.167645	384638__B7ASI3__BACPEC_02038
ERR1913239.167886__1.167886	74426__purL
ERR1913239.168035__1.168035	204516__U6RNF5__HMPREF1534_00381
ERR1913239.168556__1.168556	328814__GCA_004558275.1_00987
ERR1913239.169409__1.169409	28117__B0MY40__BHV66_05170
ERR1913239.169513__1.169513	166486__D4L3V9__ROSINTL182_07680
ERR1913239.169893__1.169893	572010__aspS
ERR1913239.169997__1.169997	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913239.169976__1.169976	853__A0A174BZY1__xerD_1
ERR1913239.170105__1.170105	1263000__R5EC87__BN466_00713
ERR1913239.170629__1.170629	1263000__R5EKR3__BN466_00099
ERR1913239.170691__1.170691	901__B6WQG2__DHV46_07300
ERR1913239.170706__1.170706	39492__D4JTG7__EUBSIR_00572
ERR1913239.170766__1.170766	39492__D4JTG7__EUBSIR_00572
ERR1913239.170813__1.170813	853__A0A173RZ39__C4N22_01650
ERR1913239.170920__1.170920	1262911__R6GT76__BN557_01150
ERR1913239.171126__1.171126	1262927__R7EX56__BN677_00089
ERR1913239.171167__1.171167	901__B6WTQ4__DESPIGER_1255
ERR1913239.171661__1.171661	328814__GCA_004558275.1_00293
ERR1913239.171636__1.171636	649756__A0A173UQJ7__ERS852475_02472
ERR1913239.172400__1.172400	901__B6WQV8__DESPIG_00437
ERR1913239.172519__1.172519	166486__D4L0J8__ROSINTL182_08089
ERR1913239.172530__1.172530	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913239.173291__1.173291	901__B6WYA8__DESPIGER_1386
ERR1913239.173426__1.173426	901__B6WR17__DHV46_00835
ERR1913239.173429__1.173429	1796646__A0A1B1S8E7__ADH68_13145
ERR1913239.173453__1.173453	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913239.173891__1.173891	1897011__A0A1Q6RF44__BHW41_03065
ERR1913239.173915__1.173915	901__B6WUL1__DESPIG_01755
ERR1913239.173974__1.173974	446660__GCA_003428235.1_01285
ERR1913239.173952__1.173952	1262886__R6RDI4__BN563_00643
ERR1913239.174309__1.174309	1262927__R7EX56__BN677_00089
ERR1913239.174365__1.174365	901__B6WWB4__DESPIGER_2273
ERR1913239.174388__1.174388	166486__D4L457__ROSINTL182_07087
ERR1913239.174570__1.174570	487174__K0X694__DIT83_09060
ERR1913239.174750__1.174750	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.174886__1.174886	28117__B0MU76__ALIPUT_00202
ERR1913239.174987__1.174987	1262743__R5C9G8__BN727_01341
ERR1913239.175011__1.175011	1897011__A0A1Q6RDN7__BHW41_05650
ERR1913239.175515__1.175515	1262992__R5DCU3__BN795_00404
ERR1913239.175464__1.175464	1263044__GCA_000433375.1_01144
ERR1913239.175766__1.175766	1897011__A0A1Q6RE47__BHW41_04715
ERR1913239.175922__1.175922	901__B6WWQ9__DESPIG_02528
ERR1913239.176297__1.176297	1263000__R5EQI3__BN466_00125
ERR1913239.176466__1.176466	572010__rpoB
ERR1913239.176523__1.176523	901__B6WTT7__DESPIG_01494
ERR1913239.176558__1.176558	901__B6WRD8__DHV46_04960
ERR1913239.176573__1.176573	74426__groL
ERR1913239.176980__1.176980	28117__B0MY36__BHV66_05185
ERR1913239.177318__1.177318	74426__purL
ERR1913239.177296__1.177296	1262911__R6HLR5__BN557_00628
ERR1913239.177594__1.177594	35833__E5Y3G7__HMPREF0179_00728
ERR1913239.177714__1.177714	28117__B0MVL5__BHV66_01660
ERR1913239.177742__1.177742	39491__A0A395UXH0__EUBREC_0021
ERR1913239.177768__1.177768	901__B6WPS9__DHV46_04165
ERR1913239.177786__1.177786	1263000__R5ELA0__BN466_02255
ERR1913239.177820__1.177820	901__B6WRK6__DESPIGER_0403
ERR1913239.178006__1.178006	204516__U6RAM4__HMPREF1534_03439
ERR1913239.178088__1.178088	1262911__R6GTZ0__BN557_01437
ERR1913239.178211__1.178211	214856__A0A174CRY5__ERS852559_01060
ERR1913239.178151__1.178151	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.178353__1.178353	1262927__R7EX56__BN677_00089
ERR1913239.178586__1.178586	1262927__R7EX56__BN677_00089
ERR1913239.178654__1.178654	39492__D4JTH4__ERS852540_00702
ERR1913239.178707__1.178707	1262927__R7EX56__BN677_00089
ERR1913239.178784__1.178784	821__A0A395US34__C5Z04_18975
ERR1913239.178929__1.178929	28117__B0MY41__BHV66_05165
ERR1913239.179040__1.179040	246787__I8V2S2__BACCELL_02524
ERR1913239.179114__1.179114	1235835__R9LCU2__C814_02677
ERR1913239.179294__1.179294	166486__D4KYC3__ROSINTL182_05485
ERR1913239.179329__1.179329	35833__S2KT88__HMPREF0179_05280
ERR1913239.179361__1.179361	47678__A5ZEP4__DXB67_14045
ERR1913239.180596__1.180596	853__A0A2A6Z8X1__FPR_03410
ERR1913239.180720__1.180720	1262785__R6MZ90__BN565_00797
ERR1913239.180911__1.180911	853__A0A174C5M1__CGS58_04460
ERR1913239.181230__1.181230	853__D4JY61__C4N21_10560
ERR1913239.181711__1.181711	1262927__R7EX56__BN677_00089
ERR1913239.181855__1.181855	1262911__R6H174__BN557_01246
ERR1913239.181939__1.181939	28117__B0MZ14__ALIPUT_02383
ERR1913239.182119__1.182119	1660__S2ZR28__APY09_06530
ERR1913239.182778__1.182778	901__B6WXG9__DESPIG_02795
ERR1913239.183066__1.183066	1263000__R5EXT3__BN466_02213
ERR1913239.183364__1.183364	328814__GCA_004558275.1_02278
ERR1913239.183650__1.183650	853__A0A174CVG7__CGS58_09335
ERR1913239.183637__1.183637	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913239.183784__1.183784	1501391__GCA_000786575.1_00027
ERR1913239.183849__1.183849	28117__B0MTV3__BHV66_06405
ERR1913239.184811__1.184811	552398__F4XHL2__HMPREF0866_03116
ERR1913239.184864__1.184864	39485__A0A174ZG70__ERS852492_00929
ERR1913239.184896__1.184896	39485__A0A174ZG70__ERS852492_00929
ERR1913239.184988__1.184988	35833__S2KTD2__HMPREF0179_05242
ERR1913239.185314__1.185314	74426__purL
ERR1913239.185572__1.185572	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.185594__1.185594	39491__A0A396FGM9__fliU_1
ERR1913239.185810__1.185810	1263000__R5EU91__BN466_01432
ERR1913239.186100__1.186100	216816__A0A395XZB7__DXD37_04075
ERR1913239.186196__1.186196	1150298__A0A174D6N6__accB
ERR1913239.186272__1.186272	853__C7H1R8__DW905_06675
ERR1913239.186550__1.186550	166486__D4KX18__ROSINTL182_07596
ERR1913239.186655__1.186655	901__B6WVF5__DESPIGER_2047
ERR1913239.186642__1.186642	166486__D4L082__yicI_5
ERR1913239.186824__1.186824	1262992__R5D3R1__BN795_01492
ERR1913239.186861__1.186861	28117__B0MY34__BHV66_05195
ERR1913239.187584__1.187584	1897011__A0A1Q6RE56__BHW41_04765
ERR1913239.187605__1.187605	1262927__R7EX56__BN677_00089
ERR1913239.188255__1.188255	821__A0A0P0LNX8__ERS852509_03015
ERR1913239.189207__1.189207	821__C6Z087__DXB90_00750
ERR1913239.189291__1.189291	166486__D4L402__ROSINTL182_05182
ERR1913239.189562__1.189562	28118__F9Z6J0__DHW44_06845
ERR1913239.189822__1.189822	572010__rpoB
ERR1913239.189879__1.189879	1261__D3MR67__SAMN05660467_01650
ERR1913239.190092__1.190092	46228__V8BL71__DXD17_11775
ERR1913239.190108__1.190108	214856__A0A174FWM7__ERS852559_00590
ERR1913239.190268__1.190268	357276__I9QBT7__BSEG_03340
ERR1913239.190498__1.190498	1263000__R5EPJ2__BN466_00954
ERR1913239.190633__1.190633	106588__A6P303__BACCAP_04887
ERR1913239.190782__1.190782	214856__R6XQX8__ERS852559_02550
ERR1913239.190845__1.190845	901__B6WQT6__DESPIG_00415
ERR1913239.190853__1.190853	901__B6WRB3__DESPIGER_0300
ERR1913239.191371__1.191371	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913239.191747__1.191747	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913239.191931__1.191931	214856__A0A173YE57__ERS852559_00126
ERR1913239.192178__1.192178	1263000__R5EGY6__BN466_00973
ERR1913239.192413__1.192413	1262927__R7EX56__BN677_00089
ERR1913239.192547__1.192547	1263000__R5EQL2__BN466_00892
ERR1913239.192722__1.192722	310298__B3JGH4__BACCOP_00976
ERR1913239.193169__1.193169	1235835__R9LCU2__C814_02677
ERR1913239.193287__1.193287	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.193340__1.193340	853__A0A173YYY4__DWZ04_09420
ERR1913239.194072__1.194072	166486__C7GAX1__ERS852572_03188
ERR1913239.194080__1.194080	853__E2ZGD9__C7J97_11715
ERR1913239.194156__1.194156	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.194162__1.194162	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913239.194800__1.194800	1262824__R6SVF8__BN719_00646
ERR1913239.194767__1.194767	216816__B3DNW2__BL171B_07980
ERR1913239.194771__1.194771	147206__GCF_000156215.1_01776
ERR1913239.194908__1.194908	328814__GCA_004558275.1_00025
ERR1913239.195122__1.195122	1262927__R7EX56__BN677_00089
ERR1913239.195308__1.195308	853__A8SCP3__C4N26_07960
ERR1913239.195362__1.195362	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.195541__1.195541	853__A0A174UDE9__C4N25_12775
ERR1913239.195667__1.195667	1263000__R5EGY6__BN466_00973
ERR1913239.195974__1.195974	39485__C4Z2S3__EUBELI_00292
ERR1913239.196277__1.196277	572010__nifJ
ERR1913239.196287__1.196287	901__B6WYD7__DESPIG_03118
ERR1913239.196674__1.196674	572010__nifJ
ERR1913239.196977__1.196977	1235835__R9LCU2__C814_02677
ERR1913239.196951__1.196951	39486__B0G542__DXB36_08545
ERR1913239.197122__1.197122	328814__GCA_004558275.1_00294
ERR1913239.197521__1.197521	1263000__R5EQI3__BN466_00125
ERR1913239.197550__1.197550	446660__GCA_003428235.1_00818
ERR1913239.197576__1.197576	1297617__A0A0S2W1D1__C7373_11621
ERR1913239.198491__1.198491	1262886__R6Q6F8__BN563_00477
ERR1913239.198813__1.198813	360807__A0A173XR05__RIL183_10401
ERR1913239.198856__1.198856	74426__group_4823
ERR1913239.199013__1.199013	1262992__R5DC96__BN795_01524
ERR1913239.199111__1.199111	1628085__A0A2U1BHS7__C7386_101494
ERR1913239.199170__1.199170	853__A0A2A7ATM9__DWZ89_13645
ERR1913239.199558__1.199558	821__D4VD59__BHV80_04260
ERR1913239.199869__1.199869	853__A0A173T0Y8__CGS54_07215
ERR1913239.200311__1.200311	1263000__R5EC87__BN466_00713
ERR1913239.200943__1.200943	46228__V8BL71__DXD17_11775
ERR1913239.201119__1.201119	1550024__A0A3B9WGS9__ASJ35_05050
ERR1913239.201650__1.201650	214856__R5UN64__ERS852447_02669
ERR1913239.201761__1.201761	821__A0A396F9T7__M097_3427
ERR1913239.202064__1.202064	901__B6WY35__DESPIGER_1461
ERR1913239.202131__1.202131	487174__K0XRP0__DDY40_09260
