ERR1913210.89__1.89	28117__B0MTV0__BHV66_06395
ERR1913210.51453__1.51453	239935__A0A2N8I7W6__CXT90_04245
ERR1913210.51470__1.51470	357276__I8WAB8__B5F00_08100
ERR1913210.51629__1.51629	33043__A0A173WWJ5__ERS852386_00339
ERR1913210.51723__1.51723	823__K6APS3__DDY96_02400
ERR1913210.51694__1.51694	46228__V8C4T8__RUMLAC_02058
ERR1913210.51794__1.51794	1262882__R5MKV8__BN519_01281
ERR1913210.52072__1.52072	46228__B5CPT9__DXD17_07345
ERR1913210.52089__1.52089	39492__D4JWI6__EUBSIR_01073
ERR1913210.52121__1.52121	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913210.52157__1.52157	1262882__R5MFA5__BN519_00331
ERR1913210.52336__1.52336	562__P23837__phoQ
ERR1913210.52457__1.52457	820__A0A3E4PYB0__yejM
ERR1913210.52574__1.52574	1262911__R6H092__BN557_00938
ERR1913210.52613__1.52613	853__A0A174CVG7__CGS58_09335
ERR1913210.53154__1.53154	820__A0A174TRB5__DXD40_11305
ERR1913210.53114__1.53114	28052__A0A174HF53__ERS852499_00436
ERR1913210.53119__1.53119	310298__B3JPD1__BACCOP_02317
ERR1913210.53644__1.53644	562__P77183__CDL50_13955
ERR1913210.54096__1.54096	454154__G5SVT0__HMPREF9441_03497
ERR1913210.54313__1.54313	1099853__U5CFJ1__NSB1T_13500
ERR1913210.54454__1.54454	328814__GCA_004558275.1_00076
ERR1913210.54685__1.54685	1262958__R7GQW0__BN645_00907
ERR1913210.54701__1.54701	1897011__A0A1Q6RH73__BHW41_01885
ERR1913210.55035__1.55035	853__A0A2A7B9I6__DW855_13690
ERR1913210.55027__1.55027	823__A0A355XKQ8__DHP27_04010
ERR1913210.55107__1.55107	28026__C0BVD4__DXC83_04115
ERR1913210.55263__1.55263	39492__D4JW28__spoVFA
ERR1913210.55284__1.55284	10678__GeneID:2777460
ERR1913210.55531__1.55531	820__A0A173XIP7__B5G17_16050
ERR1913210.55546__1.55546	446660__GCA_003428235.1_01134
ERR1913210.55921__1.55921	33039__A0A173VTT4__frdB_1
ERR1913210.56053__1.56053	820__A0A139KJ23__celCCA
ERR1913210.56084__1.56084	10678__GeneID:2777400
ERR1913210.56156__1.56156	39492__D4JVC7__yfgF
ERR1913210.56181__1.56181	28117__B0MYI9__BHV66_05415
ERR1913210.56283__1.56283	823__A0A355XFH7__ERS852513_00769
ERR1913210.56286__1.56286	1262882__R5MYS0__BN519_00284
ERR1913210.56364__1.56364	418240__A0A174R2N4__ERS852523_02758
ERR1913210.56720__1.56720	820__R9I2U8__DXC68_09590
ERR1913210.56823__1.56823	1263000__R5EWT9__BN466_02076
ERR1913210.57172__1.57172	1432052__A0A1E3UK83__BEI61_05652
ERR1913210.57202__1.57202	1262911__R6GP42__BN557_00222
ERR1913210.57150__1.57150	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913210.57217__1.57217	39492__D4JX50__EUBSIR_00410
ERR1913210.57407__1.57407	39492__D4JRP0__yetF
ERR1913210.57648__1.57648	418240__A0A174NZX7__tagF_1
ERR1913210.57839__1.57839	471189__GCA_003340385.1_00053
ERR1913210.58060__1.58060	563769__GeneID:6973158
ERR1913210.58223__1.58223	10678__GeneID:2777429
ERR1913210.58357__1.58357	357276__A0A076IN21__BSEG_03078
ERR1913210.58363__1.58363	246787__A0A0P0FV02__AA416_03728
ERR1913210.58402__1.58402	1262958__R7H716__BN645_00784
ERR1913210.58790__1.58790	239935__A0A2N8I791__CXT99_09415
ERR1913210.59797__1.59797	1897011__A0A1Q6REX7__BHW41_04490
ERR1913210.59858__1.59858	1099853__U5CL59__NSB1T_06140
ERR1913210.59847__1.59847	28117__B0MTH2__ALIPUT_00061
ERR1913210.59986__1.59986	33043__A0A173WWJ5__ERS852386_00339
ERR1913210.60170__1.60170	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1913210.60190__1.60190	1628085__A0A2U1BCM4__C7386_10792
ERR1913210.60197__1.60197	338188__R6S6W9__ERS852397_03172
ERR1913210.60312__1.60312	39492__D4JWB3__EUBSIR_00040
ERR1913210.60403__1.60403	39492__R6RKK9__EUBSIR_02022
ERR1913210.60630__1.60630	820__R9I2U8__DXC68_09590
ERR1913210.60681__1.60681	1150298__A0A174LKY6__ERS852535_00447
ERR1913210.60911__1.60911	820__A0A174Q0F0__DXB48_08080
ERR1913210.60927__1.60927	39485__R5ZVC3__ERS852490_00250
ERR1913210.61008__1.61008	1263044__GCA_000433375.1_03550
ERR1913210.61063__1.61063	189722__E0NQU7__HMPREF0658_0548
ERR1913210.61377__1.61377	239935__A0A2N8IL82__CXU02_11740
ERR1913210.61398__1.61398	1262882__R5MMP8__BN519_01654
ERR1913210.61451__1.61451	28026__A0A396B960__DXC71_09530
ERR1913210.61623__1.61623	39492__D4JWD3__EUBSIR_00151
ERR1913210.61583__1.61583	552398__T5S086__HMPREF0866_01580
ERR1913210.61660__1.61660	823__A0A355XH29__lolE_1
ERR1913210.61774__1.61774	1262911__R6HG37__BN557_01341
ERR1913210.61945__1.61945	823__A0A174VHT1__DHP27_04775
ERR1913210.61978__1.61978	1263000__R5EF36__BN466_01303
ERR1913210.62064__1.62064	39492__D4JVW2__EUBSIR_02285
ERR1913210.62078__1.62078	39492__D4JS87__EUBSIR_02328
ERR1913210.62158__1.62158	239935__A0A2N8IXN0__CXT95_01765
ERR1913210.62226__1.62226	39492__D4JWY0__EUBSIR_01648
ERR1913210.62241__1.62241	823__D7IUM6__M091_1082
ERR1913210.62258__1.62258	820__A0A3E4W9D9__B5G17_12400
ERR1913210.62426__1.62426	338188__R6RT73__HMPREF1057_02828
ERR1913210.62574__1.62574	471189__GCA_003340385.1_00230
ERR1913210.62605__1.62605	46228__V8BMA2__DXD17_11785
ERR1913210.62687__1.62687	1262921__R5LTU7__BN473_01717
ERR1913210.62712__1.62712	39492__D4JRM9__bglB_2
ERR1913210.62762__1.62762	10678__GeneID:2777418
ERR1913210.62781__1.62781	39492__D4JR58__EUBSIR_02090
ERR1913210.62807__1.62807	1897011__A0A1Q6RC34__BHW41_06455
ERR1913210.62864__1.62864	239935__A0A2N8HT18__CXT93_06135
ERR1913210.62870__1.62870	1262889__R7HA41__BN634_01028
ERR1913210.62968__1.62968	1150298__R7JSE8__coaX_1
ERR1913210.62983__1.62983	39492__D4JQS6__ykoD
ERR1913210.63198__1.63198	74426__nifJ
ERR1913210.63250__1.63250	46503__R6X6Y1__DCY29_15600
ERR1913210.63309__1.63309	187327__G4Q2V4__Acin_1541
ERR1913210.63442__1.63442	556259__E5C445__BSGG_0931
ERR1913210.63542__1.63542	1262882__R5MIW5__BN519_00945
ERR1913210.63801__1.63801	1262882__R5N1V0__BN519_00816
ERR1913210.63861__1.63861	357276__B6VT86__IY41_22515
ERR1913210.63949__1.63949	28116__A0A395VUS9__DXD69_03560
ERR1913210.63960__1.63960	10678__GeneID:2777401
ERR1913210.64158__1.64158	562__P0ADK7__yibA
ERR1913210.64172__1.64172	1686381__A0A0J1LWP4__SK36_01628
ERR1913210.64264__1.64264	1099853__G9S0P5__NSB1T_11890
ERR1913210.64512__1.64512	39492__D4JU79__EUBSIR_01975
ERR1913210.64555__1.64555	1099853__G9S0P5__NSB1T_11890
ERR1913210.64631__1.64631	239935__A0A2N8HT44__CXT84_11035
ERR1913210.64968__1.64968	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913210.65028__1.65028	28117__B0MUB4__BHV66_01895
ERR1913210.65401__1.65401	1124654__GeneID:14005780
ERR1913210.65560__1.65560	1262744__R6FD41__BN744_02273
ERR1913210.65727__1.65727	823__D0TDY6__DHP27_09090
ERR1913210.65748__1.65748	1262743__R5C054__BN727_01980
ERR1913210.65831__1.65831	28117__B0MUY3__BHV66_00515
ERR1913210.66169__1.66169	1262882__R5N5J6__BN519_01504
ERR1913210.66215__1.66215	1262911__R6H174__BN557_01246
ERR1913210.66471__1.66471	823__A6L930__DDY96_14995
ERR1913210.66671__1.66671	820__R9I3N4__M093_0061
ERR1913210.66776__1.66776	1262882__R5MLA4__BN519_01536
ERR1913210.66865__1.66865	706562__GCA_900112995.1_01297
ERR1913210.66884__1.66884	46228__V8BL46__HMPREF1202_02714
ERR1913210.67090__1.67090	218538__C9LPF0__GCWU000321_01429
ERR1913210.67237__1.67237	1262921__R5MBU7__BN473_02531
ERR1913210.67247__1.67247	1150298__A0A174M5F7__ERS852535_00457
ERR1913210.67254__1.67254	1262921__R5M5K3__BN473_01395
ERR1913210.67497__1.67497	239935__A0A139TQT9__Amuc_1197
ERR1913210.67580__1.67580	74426__group_4823
ERR1913210.67886__1.67886	39492__B0MM84__lgt
ERR1913210.67893__1.67893	1099853__U5CFJ1__NSB1T_13500
ERR1913210.68022__1.68022	820__A0A3E4GA19__SAMN05444418_10562
ERR1913210.68106__1.68106	246787__A0A0P0FV02__AA416_03728
ERR1913210.68344__1.68344	46228__B5CPY3__DXD17_03535
ERR1913210.68489__1.68489	1262744__R6F7Y4__BN744_00645
ERR1913210.68525__1.68525	1105171__GeneID:11605488
ERR1913210.68816__1.68816	1262746__R5SRY0__BN750_01341
ERR1913210.69263__1.69263	239935__R6JAS2__CXU02_10725
ERR1913210.69302__1.69302	239935__A0A2N8I7W6__CXT90_04245
ERR1913210.69729__1.69729	1099853__R7DMW0__NSB1T_11540
ERR1913210.69847__1.69847	817__A0A015P1E8__M085_2472
ERR1913210.69976__1.69976	166486__D4KW03__ERS852572_03114
ERR1913210.70021__1.70021	1262882__R5MMD8__BN519_01576
ERR1913210.70234__1.70234	820__A0A3E4VXP2__yesR
ERR1913210.70646__1.70646	1262882__R5N048__BN519_00502
ERR1913210.70649__1.70649	39492__D4JUR4__ERS852540_01427
ERR1913210.70685__1.70685	1262882__R5MFY4__BN519_00529
ERR1913210.70711__1.70711	820__A0A174TRB5__DXD40_11305
ERR1913210.70741__1.70741	1099853__G9S2I3__NSB1T_08715
ERR1913210.71111__1.71111	820__A0A174LJB2__HMPREF1072_04112
ERR1913210.71144__1.71144	357276__A0A076IRV2__BACDOR_02822
ERR1913210.71204__1.71204	28117__B0N007__BHV66_10275
ERR1913210.71390__1.71390	820__A0A3E4W984__pssA
ERR1913210.71475__1.71475	29361__B6FRT6__CLONEX_02860
ERR1913210.71531__1.71531	28026__C0BVD4__DXC83_04115
ERR1913210.71768__1.71768	39492__R6SPM9__pheT
ERR1913210.71743__1.71743	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913210.71785__1.71785	357276__A0A076J8M3__ABI39_13695
ERR1913210.71897__1.71897	246787__A0A3D6AS39__ina
ERR1913210.72124__1.72124	29361__B6FKH5__CLONEX_00621
ERR1913210.72187__1.72187	328814__GCA_004558275.1_00073
ERR1913210.72316__1.72316	46228__V8CDQ4__RUMLAC_02769
ERR1913210.72568__1.72568	28117__B0MY40__BHV66_05170
ERR1913210.72738__1.72738	172901__A0A2U1BA70__C8D82_102145
ERR1913210.72913__1.72913	1262911__R6GKW2__BN557_01379
ERR1913210.73309__1.73309	39491__A0A395UZZ5__htpG_1
ERR1913210.73331__1.73331	39492__D4JX50__EUBSIR_00410
ERR1913210.73340__1.73340	1262882__R5MXS6__BN519_00286
ERR1913210.73361__1.73361	338188__A0A173YWC2__BACFIN_08645
ERR1913210.73420__1.73420	562__A0A376L0A6__CQA14_19985
ERR1913210.73552__1.73552	39492__D4MMN2__EUBSIR_00964
ERR1913210.73801__1.73801	301302__R5VGE0__ERS852420_00121
ERR1913210.73953__1.73953	563769__GeneID:6973141
ERR1913210.74113__1.74113	1099853__G9S0L2__NSB1T_05115
ERR1913210.74206__1.74206	1262882__R5MPY4__BN519_01128
ERR1913210.74293__1.74293	239935__A0A2N8HZW2__A4V05_11120
ERR1913210.74724__1.74724	820__A0A139KJR5__M093_4469
ERR1913210.75101__1.75101	28026__A0A267WL58__DXD87_05710
ERR1913210.75415__1.75415	1352__A0A132Z349__SAMEA3893550_00485
ERR1913210.75419__1.75419	39485__R5ZVC3__ERS852490_00250
ERR1913210.75463__1.75463	1262744__R6FG56__BN744_02342
ERR1913210.75494__1.75494	1796613__I8YN26__ADH74_13170
ERR1913210.75686__1.75686	1262882__R5MKV8__BN519_01281
ERR1913210.76086__1.76086	1099853__G9S2I6__NSB1T_08700
ERR1913210.76256__1.76256	1263000__R5ESM1__BN466_01440
ERR1913210.76276__1.76276	39485__A0A174YSU1__ERS852492_00576
ERR1913210.76311__1.76311	630129__A0A1L5L568__BBKW_0063
ERR1913210.76484__1.76484	1262921__R5M9E5__BN473_02191
ERR1913210.76519__1.76519	1150298__A0A174PZ15__lytA
ERR1913210.76757__1.76757	1352__Q9X561__OMI_02155
ERR1913210.76812__1.76812	820__A0A174TRB5__DXD40_11305
ERR1913210.76855__1.76855	239935__A0A2N8IF99__lpdA
ERR1913210.76921__1.76921	357276__I9R4T1__IY41_06800
ERR1913210.76965__1.76965	820__A0A374QGD2__ERS852421_02382
ERR1913210.77160__1.77160	39492__D4JWY5__rpe
ERR1913210.77250__1.77250	820__A0A173WUD7__DXB48_08055
ERR1913210.77274__1.77274	28117__B0MXL6__ALIPUT_01851
ERR1913210.77319__1.77319	1150298__R7JNQ8__ERS852406_00857
ERR1913210.77503__1.77503	1262882__R5MM90__BN519_01721
ERR1913210.77621__1.77621	1263005__R6FL42__BN497_00050
ERR1913210.77796__1.77796	28117__B0N028__BHV66_05935
ERR1913210.77833__1.77833	1262882__R5MRS7__BN519_01490
ERR1913210.78000__1.78000	1262920__R5KD76__BN467_01465
ERR1913210.78198__1.78198	39488__A0A285PPV7__DXD91_14610
ERR1913210.78473__1.78473	1262911__R6GY22__BN557_00023
ERR1913210.78602__1.78602	10678__GeneID:2777462
ERR1913210.78861__1.78861	46228__B5CKX6__RUMLAC_00090
ERR1913210.78874__1.78874	823__A6LEF3__ERS852560_01356
ERR1913210.79111__1.79111	239935__A0A139TPD8__CXU12_11015
ERR1913210.79312__1.79312	1263000__R5ESM1__BN466_01440
ERR1913210.79405__1.79405	1262911__R6GZ01__BN557_00641
ERR1913210.79765__1.79765	39492__D4JWG3__EUBSIR_00308
ERR1913210.79848__1.79848	10678__GeneID:2777418
ERR1913210.79921__1.79921	820__A0A139JY23__B5G17_06330
ERR1913210.79923__1.79923	28052__A0A174GS61__ERS852451_00341
ERR1913210.79943__1.79943	239935__A0A2N8IUW6__Amuc_1525
ERR1913210.80077__1.80077	1262882__R5MND9__BN519_00831
ERR1913210.80115__1.80115	1262911__R6GMS3__BN557_00579
ERR1913210.80152__1.80152	820__A0A3E5BMG9__DXD40_05130
ERR1913210.80518__1.80518	820__A0A374Q854__HMPREF1073_03281
ERR1913210.80878__1.80878	10678__GeneID:2777380
ERR1913210.80887__1.80887	28117__B0MXU6__ALIPUT_01958
ERR1913210.80919__1.80919	39492__D4JV48__ERS852540_00852
ERR1913210.80983__1.80983	823__K6AMD2__B5F32_04565
ERR1913210.82086__1.82086	39485__A0A174ZPH7__ERS852490_01992
ERR1913210.82281__1.82281	39492__D4JRZ7__smc
ERR1913210.82303__1.82303	1262911__R6HKM0__BN557_00430
ERR1913210.82503__1.82503	1262882__R5MYI1__BN519_00416
ERR1913210.82615__1.82615	310298__B3JNG7__BACCOP_03480
ERR1913210.82718__1.82718	562__P69229__G746_02312
ERR1913210.82989__1.82989	28117__B0MSL1__BHV66_06710
ERR1913210.83221__1.83221	239935__A0A2N8HAQ1__DEF40_05290
ERR1913210.83256__1.83256	1262882__R5MEN2__BN519_00200
ERR1913210.83274__1.83274	1150298__A0A174MLY5__ERS852498_01797
ERR1913210.83473__1.83473	820__A7V9F9__B5G17_14640
ERR1913210.83502__1.83502	1160721__W0U1Y5__BHW50_01965
ERR1913210.83702__1.83702	820__A0A374Q854__HMPREF1073_03281
ERR1913210.83712__1.83712	28117__B0MST8__ALIPUT_00310
ERR1913210.83740__1.83740	1099853__G9S842__NSB1T_03200
ERR1913210.83745__1.83745	357276__A0A076IKP7__BACDOR_04239
ERR1913210.83794__1.83794	218538__C9LQG6__GCWU000321_01798
ERR1913210.83760__1.83760	1147148__GeneID:14181631
ERR1913210.83829__1.83829	28026__A0A173XWB0__DXD87_06855
ERR1913210.83932__1.83932	1262921__R5M951__BN473_02141
ERR1913210.84019__1.84019	820__A0A374Q8T2__DXB64_16190
ERR1913210.84221__1.84221	818__R6VB25__BSIG_5053
ERR1913210.84222__1.84222	562__P77616__CSC08_0123
ERR1913210.84225__1.84225	39491__A0A395ZE48__DXB76_02395
ERR1913210.84227__1.84227	239935__A0A139TMY7__CXU13_02020
ERR1913210.84310__1.84310	39492__D4JR20__trmD
ERR1913210.84344__1.84344	1262882__R5MKV8__BN519_01281
ERR1913210.84382__1.84382	39491__A0A395ZF49__DXB69_05290
ERR1913210.84410__1.84410	1262882__R5MMD8__BN519_01576
ERR1913210.84433__1.84433	39488__A0A285PUH7__ERS852450_00520
ERR1913210.84590__1.84590	820__A0A3E4IBC1__M094_0628
ERR1913210.84673__1.84673	310298__B3JFK5__BACCOP_00655
ERR1913210.85063__1.85063	562__P0AEK1__CR916_15790
ERR1913210.85255__1.85255	46228__V8CDA4__DXD17_12295
ERR1913210.85393__1.85393	1262882__R5MY46__BN519_00355
ERR1913210.85670__1.85670	2173__A5UND4__Msm_1507
ERR1913210.85734__1.85734	1262882__R5MYS9__BN519_00290
ERR1913210.85849__1.85849	820__A0A174CG08__DXB62_13215
ERR1913210.85946__1.85946	46228__B5CL89__RUMLAC_00210
ERR1913210.85950__1.85950	39492__D4JUS6__accD5
ERR1913210.85953__1.85953	1150298__R7JTG8__smf
ERR1913210.86095__1.86095	166486__D4L0Q4__ERS852572_03675
ERR1913210.86152__1.86152	1262882__R5MFA5__BN519_00331
ERR1913210.86225__1.86225	28026__A0A0A7I510__DXD87_07495
ERR1913210.86325__1.86325	28026__A0A174C4P8__DXC83_07990
ERR1913210.86347__1.86347	246787__A0A3D6AXG0__BACCELL_01743
ERR1913210.86459__1.86459	1262921__R5LTJ9__BN473_02529
ERR1913210.86510__1.86510	39492__D4JTJ1__EUBSIR_01453
ERR1913210.86702__1.86702	10678__GeneID:2777470
ERR1913210.86717__1.86717	39491__A0A396FUZ3__phoR_1
ERR1913210.86926__1.86926	820__A0A173XIP7__B5G17_16050
ERR1913210.86958__1.86958	204516__U6RJY4__HMPREF1534_01494
ERR1913210.87117__1.87117	239935__A0A2N8ITX2__CXT86_11265
ERR1913210.87249__1.87249	39488__A0A173RDQ1__EUBHAL_02348
ERR1913210.87328__1.87328	562__P77393__PU31_14870
ERR1913210.87426__1.87426	1680__A0A173X776__B0070_1318
ERR1913210.87523__1.87523	1262882__R5MRT2__BN519_01494
ERR1913210.87607__1.87607	88431__A0A174NWK4__DORLON_02346
ERR1913210.87724__1.87724	40520__A0A3E5EFD7__ERS852394_01582
ERR1913210.87735__1.87735	357276__E5UTL1__HMPREF1065_03551
ERR1913210.87918__1.87918	357276__A0A0K2HI25__DXD47_04465
ERR1913210.88142__1.88142	820__A0A3E5E0T0__ERS852554_00312
ERR1913210.88144__1.88144	28117__B0MXG8__ALIPUT_01814
ERR1913210.88262__1.88262	328814__GCA_004558275.1_00078
ERR1913210.88574__1.88574	1263000__R5EMC8__BN466_00317
ERR1913210.88537__1.88537	28117__R7JMT0__BHV66_05875
ERR1913210.88541__1.88541	1262882__R5MEN2__BN519_00200
ERR1913210.88681__1.88681	1262921__R5MBU7__BN473_02531
ERR1913210.88694__1.88694	46228__B5CPY3__DXD17_03535
ERR1913210.88856__1.88856	189722__E0NQU7__HMPREF0658_0548
ERR1913210.88883__1.88883	214856__A0A174ZD89__ERS852559_00526
ERR1913210.88972__1.88972	1099853__G9S865__NSB1T_02675
ERR1913210.89015__1.89015	39492__D4JVG7__ERS852540_00946
ERR1913210.89173__1.89173	360807__A0A1Q6SXK5__RIL183_06541
ERR1913210.89176__1.89176	218538__C9LQ92__GCWU000321_01724
ERR1913210.89453__1.89453	39485__R6AJT3__EUBELI_01178
ERR1913210.89783__1.89783	1262921__R5LTL7__BN473_02537
ERR1913210.89909__1.89909	28118__F9Z4Y7__DF785_06945
ERR1913210.89930__1.89930	820__I9TWZ7__DXC80_10550
ERR1913210.90014__1.90014	39491__A0A174A751__DXB69_15525
ERR1913210.90287__1.90287	817__A0A149MT62__M081_0273
ERR1913210.90315__1.90315	39492__D4JWP8__EUBSIR_00699
ERR1913210.90449__1.90449	39492__D4JWP8__EUBSIR_00699
ERR1913210.90464__1.90464	10678__GeneID:2777432
ERR1913210.90495__1.90495	1897011__A0A1Q6RDN9__BHW41_05070
ERR1913210.90737__1.90737	1262882__R5MYX5__BN519_00333
ERR1913210.91017__1.91017	239935__A0A2N8I9N0__CXT97_09915
ERR1913210.91082__1.91082	1150298__A0A174HXS4__ERS852498_00503
ERR1913210.91111__1.91111	562__P77616__CSC08_0123
ERR1913210.91114__1.91114	40518__R5DP21__RBATCC27255_00348
ERR1913210.91128__1.91128	1099853__U5CN69__NSB1T_00615
ERR1913210.91348__1.91348	454154__G5SNC4__HMPREF9441_00853
ERR1913210.91480__1.91480	1263107__GCA_000436995.1_00129
ERR1913210.91631__1.91631	357276__I9QBT7__BSEG_03340
ERR1913210.91826__1.91826	820__A0A174A6K0__M093_0079
ERR1913210.91861__1.91861	28117__B0MWP2__ALIPUT_01468
ERR1913210.91880__1.91880	310298__B3JII2__BACCOP_01694
ERR1913210.91955__1.91955	10678__GeneID:2777432
ERR1913210.92066__1.92066	823__A0A395YX30__M090_4590
ERR1913210.92164__1.92164	10678__GeneID:2777449
ERR1913210.92135__1.92135	1262911__R6GZX7__BN557_00838
ERR1913210.92138__1.92138	357276__A0A076J8M3__ABI39_13695
ERR1913210.92363__1.92363	28117__B0MZ22__BHV66_04430
ERR1913210.92460__1.92460	1262882__R5N3H1__BN519_01121
ERR1913210.92554__1.92554	1628085__A0A374VV54__C7386_11332
ERR1913210.92915__1.92915	1099853__G9S3X9__NSB1T_04035
ERR1913210.92939__1.92939	40518__R5DUU0__DXD93_03985
ERR1913210.92946__1.92946	454155__G5SQI6__HMPREF9442_00585
ERR1913210.92947__1.92947	10678__GeneID:2777439
ERR1913210.93082__1.93082	33039__A0A173VTT4__frdB_1
ERR1913210.93219__1.93219	39492__D4JSS9__btuF
ERR1913210.93230__1.93230	28117__B0MWZ3__BHV66_03240
ERR1913210.93382__1.93382	820__A0A139KIL9__DXC68_05945
ERR1913210.93448__1.93448	1099853__R7DH49__NSB1T_05240
ERR1913210.93629__1.93629	1262958__R7GZI3__BN645_01811
ERR1913210.93968__1.93968	1262882__R5N3T7__BN519_01188
ERR1913210.93981__1.93981	39492__D4JT87__clpC
ERR1913210.94136__1.94136	10678__GeneID:2777483
ERR1913210.94194__1.94194	239935__A0A2N8IUU3__CXU18_08060
ERR1913210.94195__1.94195	310298__B3JED9__BACCOP_00230
ERR1913210.94322__1.94322	1262882__R5MYI1__BN519_00416
ERR1913210.94370__1.94370	40518__R5DME2__DXD86_07315
ERR1913210.94416__1.94416	1262882__R5N048__BN519_00502
ERR1913210.94599__1.94599	28117__B0MXG8__ALIPUT_01814
ERR1913210.94749__1.94749	823__D0T9Q9__M095_2648
ERR1913210.95192__1.95192	1099853__G9S8I7__NSB1T_12985
ERR1913210.95339__1.95339	820__A0A139JRH8__HMPREF2141_04326
ERR1913210.95380__1.95380	39491__A0A174IJH1__DXB76_01865
ERR1913210.95539__1.95539	1150298__R7JT48__gsiA_6
ERR1913210.95649__1.95649	1965542__A0A1Y4VEJ5__B5E53_08205
ERR1913210.95591__1.95591	239935__A0A2N8IHY1__CXU06_00035
ERR1913210.96014__1.96014	244366__A0A0B7GCL1__sucC
ERR1913210.96235__1.96235	1262882__R5MM69__BN519_00075
ERR1913210.96369__1.96369	328814__GCA_004558275.1_02024
ERR1913210.96345__1.96345	28117__B0MUX4__ALIPUT_00911
ERR1913210.96407__1.96407	1263000__R5ESM1__BN466_01440
ERR1913210.96480__1.96480	39486__B0G7Q1__HMPREF9457_01488
ERR1913210.96590__1.96590	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913210.96557__1.96557	310298__B3JEE8__BACCOP_00239
ERR1913210.96640__1.96640	820__A0A174EV88__HMPREF1072_01427
ERR1913210.96709__1.96709	853__D4JY61__C4N21_10560
ERR1913210.96712__1.96712	28026__R6NTY4__DXC71_00545
ERR1913210.97364__1.97364	1262948__R7ECV8__BN671_00727
ERR1913210.97482__1.97482	28052__A0A174KKX6__ERS852499_01429
ERR1913210.97721__1.97721	1262882__R5MGS8__BN519_00565
ERR1913210.97773__1.97773	46228__V8BXC8__HMPREF1202_01998
ERR1913210.97792__1.97792	823__A0A078TL61__ERS852429_00610
ERR1913210.98354__1.98354	823__A0A073I9P2__CF162_18000
ERR1913210.98449__1.98449	820__A0A174TRB5__DXD40_11305
ERR1913210.98603__1.98603	310298__B3JNH4__BACCOP_03487
ERR1913210.98611__1.98611	28026__A0A267WLM5__BPSE_1305
ERR1913210.98689__1.98689	39486__G1WNZ7__DXB36_05440
ERR1913210.98752__1.98752	1263000__R5EEQ7__BN466_00549
ERR1913210.98757__1.98757	853__A0A2A7B1Y7__C7K05_11930
ERR1913210.98791__1.98791	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913210.98793__1.98793	28117__B0MXL6__ALIPUT_01851
ERR1913210.98812__1.98812	28026__A0A072MUU6__DXD87_08375
ERR1913210.99061__1.99061	246787__R6LGA6__tmoS_11
ERR1913210.99101__1.99101	1262882__A0A356PSJ4__BN519_01180
ERR1913210.99150__1.99150	1262911__R6HIJ8__BN557_01742
ERR1913210.99645__1.99645	39492__D4JUS6__accD5
ERR1913210.99803__1.99803	28052__A0A174HY73__ERS852451_01605
ERR1913210.99805__1.99805	10678__GeneID:2777402
ERR1913210.99894__1.99894	329854__R5M7D1__BACINT_04632
ERR1913210.100011__1.100011	246787__R6KUE5__BcellWH2_01117
ERR1913210.99998__1.99998	357276__B6W1Y5__IY41_11405
ERR1913210.99932__1.99932	820__A0A374QGD2__ERS852421_02382
ERR1913210.99967__1.99967	562__P64549__K758_00320
ERR1913210.100044__1.100044	1150298__A0A174S2H3__spoIIQ
ERR1913210.100173__1.100173	166486__D4KWW1__ERS852572_01795
ERR1913210.100398__1.100398	820__A0A374Q1D8__SAMN05444418_112114
ERR1913210.100475__1.100475	1150298__A0A174LLX0__dhaD
ERR1913210.100910__1.100910	204516__U6R838__HMPREF1534_03867
ERR1913210.101105__1.101105	39492__D4JQL8__ywpJ
ERR1913210.101121__1.101121	28026__A0A396BEF1__DXD43_08450
ERR1913210.101181__1.101181	357276__A0A1Y3ZD00__B5F00_16730
ERR1913210.101389__1.101389	820__R9I3Q7__HMPREF1072_01668
ERR1913210.101693__1.101693	239935__A0A2N8HEH9__CXU07_11710
ERR1913210.101810__1.101810	39492__D4MMN2__EUBSIR_00964
ERR1913210.101948__1.101948	418240__A0A174FWP2__ERS852478_02093
ERR1913210.102132__1.102132	39488__A0A173RSC6__ERS852450_01530
