ERR1913049.341__1.341	1262886__R6QAT8__BN563_00993
ERR1913049.70680__1.70680	461393__J1GSG7__HMPREF1318_2428
ERR1913049.70897__1.70897	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913049.70965__1.70965	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913049.71075__1.71075	821__A0A174V2F3__NCTC10583_01474
ERR1913049.71418__1.71418	901__B6WXI1__DESPIGER_1636
ERR1913049.71525__1.71525	1262911__R6H2J2__BN557_01228
ERR1913049.71541__1.71541	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913049.71962__1.71962	1263000__R5EXT3__BN466_02213
ERR1913049.71970__1.71970	1235790__S0J8L6__C805_00148
ERR1913049.72203__1.72203	901__B6WTR4__DESPIGER_1248
ERR1913049.72308__1.72308	1660__S2Z6V4__hrpB
ERR1913049.72580__1.72580	1262911__R6GUQ4__BN557_01581
ERR1913049.72866__1.72866	1263000__R5EHB0__BN466_01647
ERR1913049.72897__1.72897	1660__D4U0E6__HMPREF0970_01689
ERR1913049.73313__1.73313	901__B6WR13__DHV46_00815
ERR1913049.73453__1.73453	214856__R5UN64__ERS852447_02669
ERR1913049.73567__1.73567	214856__A0A174EJT5__mnmA
ERR1913049.73692__1.73692	853__C7H7F8__yccM_1
ERR1913049.73754__1.73754	1262927__R7EX56__BN677_00089
ERR1913049.73862__1.73862	1262927__R7EX56__BN677_00089
ERR1913049.73876__1.73876	1862668__GCA_001945525.1_00031
ERR1913049.73932__1.73932	376805__F0R0I7__Bacsa_0627
ERR1913049.74028__1.74028	820__A0A374MMF0__HMPREF1073_03811
ERR1913049.74086__1.74086	853__D4K7X0__DW905_09540
ERR1913049.74315__1.74315	901__B6WPV2__DHV46_04070
ERR1913049.74557__1.74557	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.74659__1.74659	1263000__R5EKR4__BN466_01609
ERR1913049.74890__1.74890	1897011__A0A1Q6REV3__BHW41_04080
ERR1913049.74937__1.74937	901__B6WX92__DESPIG_02718
ERR1913049.75216__1.75216	28117__B0N007__BHV66_10275
ERR1913049.75303__1.75303	901__B6WR15__DESPIGER_0142
ERR1913049.75772__1.75772	487174__K0X1H0__DDY40_11080
ERR1913049.75920__1.75920	1235793__R9KSF0__C809_01679
ERR1913049.76405__1.76405	61171__B9Y5T8__HOLDEFILI_01170
ERR1913049.76864__1.76864	901__B6WXA0__aroE
ERR1913049.76921__1.76921	1501391__GCA_000786575.1_00056
ERR1913049.77056__1.77056	147206__GCF_000156215.1_01776
ERR1913049.77081__1.77081	39491__A0A174K265__DXB76_05915
ERR1913049.77246__1.77246	216816__C5E9N8__DD678_02795
ERR1913049.77322__1.77322	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913049.77478__1.77478	706562__GCA_900112995.1_01883
ERR1913049.77777__1.77777	1263000__R5EF60__BN466_01316
ERR1913049.77778__1.77778	328814__GCA_004558275.1_00834
ERR1913049.77816__1.77816	821__A0A0P0LQT3__DXC03_05050
ERR1913049.77871__1.77871	39485__A0A175A871__EUBELI_00414
ERR1913049.78186__1.78186	39491__D4JMW8__ERS852497_01971
ERR1913049.78377__1.78377	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.79257__1.79257	487174__K0X0F6__HMPREF9448_01444
ERR1913049.79407__1.79407	1628085__A0A374VLY7__C7386_10688
ERR1913049.79757__1.79757	410072__A0A173R660__ERS852389_00536
ERR1913049.79860__1.79860	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913049.80038__1.80038	246787__A0A120A2E7__HMPREF1062_06329
ERR1913049.80075__1.80075	1263000__R5EV67__BN466_01611
ERR1913049.80188__1.80188	28117__B0MTY2__BHV66_06485
ERR1913049.80378__1.80378	1262927__R7EX56__BN677_00089
ERR1913049.80694__1.80694	1262886__R6Q953__BN563_01252
ERR1913049.80747__1.80747	901__B6WUL1__DESPIG_01755
ERR1913049.80902__1.80902	1262743__R5C9G8__BN727_01341
ERR1913049.80905__1.80905	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.81046__1.81046	338188__A0A174ETX3__ERS852397_01955
ERR1913049.81169__1.81169	901__B6WRL8__epaO
ERR1913049.81331__1.81331	166486__D4KXG6__ROSINTL182_08270
ERR1913049.81504__1.81504	166486__D4L0E1__ypdA_4
ERR1913049.81655__1.81655	376805__F0R8B1__Bacsa_3573
ERR1913049.81662__1.81662	387090__S0F7Y3__BACCOPRO_02028
ERR1913049.81675__1.81675	901__B6WPV2__DHV46_04070
ERR1913049.81684__1.81684	1262992__R5DCG2__BN795_00315
ERR1913049.82002__1.82002	1263044__GCA_000433375.1_03591
ERR1913049.82035__1.82035	1897011__A0A1Q6RF20__BHW41_02930
ERR1913049.82249__1.82249	1235835__R9LCU2__C814_02677
ERR1913049.82705__1.82705	853__D4K7X0__DW905_09540
ERR1913049.82883__1.82883	901__B6WTW8__DESPIGER_1202
ERR1913049.83503__1.83503	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.83824__1.83824	853__E2ZGD9__C7J97_11715
ERR1913049.84033__1.84033	853__A8SCP3__C4N26_07960
ERR1913049.84121__1.84121	166486__D4KQG8__ERS852572_02379
ERR1913049.84356__1.84356	901__B6WWQ9__DESPIG_02528
ERR1913049.84700__1.84700	572010__rpoB
ERR1913049.84981__1.84981	214856__R5UN64__ERS852447_02669
ERR1913049.85068__1.85068	901__B6WPV2__DHV46_04070
ERR1913049.85089__1.85089	745368__A0A1T4X705__SAMN02745178_01472
ERR1913049.85442__1.85442	1660__A0A2X0VFZ1__smc
ERR1913049.85625__1.85625	572010__rpoB
ERR1913049.85854__1.85854	821__C3RB94__DXC03_15585
ERR1913049.85917__1.85917	1263000__R5ES99__BN466_01121
ERR1913049.86208__1.86208	28117__B0MTS2__ALIPUT_00159
ERR1913049.86360__1.86360	853__E2ZGD9__C7J97_11715
ERR1913049.87335__1.87335	28117__B0MTI4__ALIPUT_00084
ERR1913049.87350__1.87350	166486__D4L458__ROSINTL182_07088
ERR1913049.87481__1.87481	1897011__A0A1Q6RI45__BHW41_00970
ERR1913049.87570__1.87570	166486__D4L0G5__ROSINTL182_08176
ERR1913049.87613__1.87613	28117__B0MY41__BHV66_05165
ERR1913049.87619__1.87619	292800__A0A174J0P6__ADH75_07005
ERR1913049.87653__1.87653	147206__GCF_000156215.1_01774
ERR1913049.87677__1.87677	147206__GCF_000156215.1_01774
ERR1913049.87825__1.87825	649756__A0A173S1U5__DCR88_06920
ERR1913049.87786__1.87786	853__D4JY61__C4N21_10560
ERR1913049.87944__1.87944	39492__D4JRM9__bglB_2
ERR1913049.88121__1.88121	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.88454__1.88454	821__A0A174WBC9__ERS852556_03145
ERR1913049.88550__1.88550	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.88562__1.88562	572010__rpsB
ERR1913049.88699__1.88699	1660__S2Z6V4__hrpB
ERR1913049.88794__1.88794	821__A0A173XDD3__DXB82_17180
ERR1913049.88868__1.88868	1263000__R5EPJ2__BN466_00954
ERR1913049.89133__1.89133	204516__U6RGK1__HMPREF1534_01924
ERR1913049.89344__1.89344	572010__hgdC_1
ERR1913049.89616__1.89616	360807__A0A0M6WV00__ERS852444_02114
ERR1913049.89923__1.89923	1796613__A0A1C7GZG2__ADH74_03485
ERR1913049.90084__1.90084	214856__R6Z288__ERS852447_00734
ERR1913049.90088__1.90088	821__A0A395VIK7__BVU_1225
ERR1913049.90241__1.90241	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913049.90254__1.90254	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.90553__1.90553	138595__GCF_000468755.1_01421
ERR1913049.91444__1.91444	28118__R6FCY1__DER54_07335
ERR1913049.91582__1.91582	1263000__R5EIH8__BN466_01210
ERR1913049.91691__1.91691	28117__B0MTV5__BHV66_06415
ERR1913049.91741__1.91741	166486__D4KWZ7__cph2_5
ERR1913049.92275__1.92275	853__A0A174C5M1__CGS58_04460
ERR1913049.92318__1.92318	853__A0A2A7B1Y7__C7K05_11930
ERR1913049.92381__1.92381	74426__rplS
ERR1913049.92521__1.92521	471189__GCA_003340385.1_00571
ERR1913049.92719__1.92719	853__A0A173T751__C4N24_10280
ERR1913049.92801__1.92801	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.92869__1.92869	1550024__G9RTW4__TQ39_08265
ERR1913049.92913__1.92913	853__C7H1R8__DW905_06675
ERR1913049.93378__1.93378	1262927__R7EX56__BN677_00089
ERR1913049.93387__1.93387	901__B6WVG4__DHV46_05870
ERR1913049.93460__1.93460	471189__GCA_003340385.1_00049
ERR1913049.93519__1.93519	39491__A0A395UWA3__DXB69_11805
ERR1913049.93535__1.93535	1628085__A0A2U1BEZ3__C7386_103130
ERR1913049.93701__1.93701	214856__R6Y7P0__ERS852447_00307
ERR1913049.93843__1.93843	853__A0A2A6Z8X1__FPR_03410
ERR1913049.94272__1.94272	166486__D4L402__ROSINTL182_05182
ERR1913049.94404__1.94404	28117__B0MYW7__ALIPUT_02336
ERR1913049.94496__1.94496	1897011__A0A1Q6RH61__BHW41_01970
ERR1913049.95207__1.95207	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.95432__1.95432	901__B6WUY7__DHV46_11425
ERR1913049.95479__1.95479	1262927__R7EX56__BN677_00089
ERR1913049.95599__1.95599	1263000__R5EKT2__BN466_02168
ERR1913049.95630__1.95630	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913049.95633__1.95633	1262889__R7HGV8__BN634_01881
ERR1913049.95715__1.95715	821__R9HFW2__DXD01_00365
ERR1913049.95899__1.95899	901__B6WXI0__DHV46_02055
ERR1913049.96057__1.96057	901__B6WUN9__DESPIGER_1850
ERR1913049.96143__1.96143	820__A0A174M9V5__M093_0237
ERR1913049.96281__1.96281	74426__purL
ERR1913049.96352__1.96352	328814__GCA_004558275.1_00014
ERR1913049.96365__1.96365	1262911__R6GUQ4__BN557_01581
ERR1913049.96840__1.96840	1262927__R7EX56__BN677_00089
ERR1913049.97147__1.97147	901__B6WXK8__DESPIG_02835
ERR1913049.97269__1.97269	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913049.97429__1.97429	28117__B0MY40__BHV66_05170
ERR1913049.97580__1.97580	901__B6WVS1__DESPIG_02189
ERR1913049.97591__1.97591	28117__B0MY40__BHV66_05170
ERR1913049.97620__1.97620	328814__GCA_004558275.1_00998
ERR1913049.97624__1.97624	853__A0A173YYY4__DWZ04_09420
ERR1913049.97784__1.97784	901__B6WV45__DESPIGER_1962
ERR1913049.97914__1.97914	46228__V8CB03__HMPREF1202_00647
ERR1913049.98049__1.98049	116085__D4JAI1__DW747_10945
ERR1913049.98190__1.98190	1262942__R7QW45__BN520_01921
ERR1913049.98272__1.98272	28117__B0MTH2__ALIPUT_00061
ERR1913049.98933__1.98933	901__B6WRB3__DESPIGER_0300
ERR1913049.98986__1.98986	901__B6WXH1__DESPIGER_1644
ERR1913049.99020__1.99020	853__A0A173YYY4__DWZ04_09420
ERR1913049.99051__1.99051	1262927__R7EX56__BN677_00089
ERR1913049.99061__1.99061	28117__B0N028__BHV66_05935
ERR1913049.99064__1.99064	901__B6WVX9__DESPIG_02247
ERR1913049.99268__1.99268	901__B6WTQ4__DESPIGER_1255
ERR1913049.99422__1.99422	47678__A5ZHL2__DXB67_12495
ERR1913049.99532__1.99532	28117__B0MYP3__BHV66_04995
ERR1913049.99888__1.99888	1262927__R7EX56__BN677_00089
ERR1913049.100601__1.100601	2108523__A0A2P2FEG2__LAWASA_4468
ERR1913049.100860__1.100860	901__B6WUL1__DESPIG_01755
ERR1913049.100997__1.100997	901__B6WY11__DESPIGER_1484
ERR1913049.101177__1.101177	901__B6WXF1__DESPIGER_1660
ERR1913049.101334__1.101334	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.101542__1.101542	1897011__A0A1Q6RG62__BHW41_02455
ERR1913049.101559__1.101559	626929__R6MDM3__B5F24_06470
ERR1913049.101583__1.101583	821__A0A0P0M2J4__DXD46_10295
ERR1913049.101722__1.101722	1465754__A0A1H4CYN4__SAMN05444145_10579
ERR1913049.101827__1.101827	214856__A0A174G1M7__ERS852559_00594
ERR1913049.102046__1.102046	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.102163__1.102163	328814__GCA_004558275.1_01002
ERR1913049.102417__1.102417	853__E2ZGD9__C7J97_11715
ERR1913049.102611__1.102611	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.102716__1.102716	901__B6WVE2__DHV46_05785
ERR1913049.102732__1.102732	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913049.102843__1.102843	328814__GCA_004558275.1_01393
ERR1913049.103396__1.103396	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913049.103399__1.103399	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.103663__1.103663	1262911__R6H2J2__BN557_01228
ERR1913049.103729__1.103729	147206__GCF_000156215.1_01776
ERR1913049.103884__1.103884	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913049.104217__1.104217	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913049.104535__1.104535	214856__R6YC22__ERS852447_01215
ERR1913049.104565__1.104565	360807__A0A396AFY2__ERS852444_00427
ERR1913049.105031__1.105031	853__C7H7F8__yccM_1
ERR1913049.105088__1.105088	33025__A0A395JBB5__C8D73_107104
ERR1913049.105182__1.105182	901__B6WUH5__DESPIGER_1779
ERR1913049.105666__1.105666	901__B6WRB3__DESPIGER_0300
ERR1913049.105886__1.105886	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913049.105950__1.105950	446660__GCA_003428235.1_01320
ERR1913049.106295__1.106295	35833__S2KTV4__HMPREF0179_05216
ERR1913049.107069__1.107069	821__A0A0P0M2J4__DXD46_10295
ERR1913049.107061__1.107061	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.107205__1.107205	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913049.107452__1.107452	901__B6WTQ4__DESPIGER_1255
ERR1913049.107524__1.107524	28118__F9Z5M1__NCTC10826_02946
ERR1913049.107564__1.107564	853__E2ZGD9__C7J97_11715
ERR1913049.107575__1.107575	649756__L1Q1A0__ERS852425_01427
ERR1913049.107892__1.107892	1262927__R7EX56__BN677_00089
ERR1913049.107917__1.107917	214856__A0A174G1M7__ERS852559_00594
ERR1913049.108128__1.108128	216816__A0A395XZB7__DXD37_04075
ERR1913049.108238__1.108238	214856__R6YC22__ERS852447_01215
ERR1913049.108519__1.108519	384638__B7APN3__BACPEC_00639
ERR1913049.108587__1.108587	1262927__R7EX56__BN677_00089
ERR1913049.108597__1.108597	166486__D4KZ69__ERS852572_01502
ERR1913049.108718__1.108718	487175__F3QJ64__HMPREF9439_00964
ERR1913049.109132__1.109132	706562__GCA_900112995.1_01875
ERR1913049.109396__1.109396	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913049.109462__1.109462	820__A0A3E4G3J9__ERS852459_02265
ERR1913049.109660__1.109660	1263000__R5EQI3__BN466_00125
ERR1913049.109704__1.109704	1262992__R5D9T1__BN795_00079
ERR1913049.109976__1.109976	853__A0A174BZY1__xerD_1
ERR1913049.110342__1.110342	1262927__R7EX56__BN677_00089
ERR1913049.110402__1.110402	1262927__R7EX56__BN677_00089
ERR1913049.110531__1.110531	166486__D4L457__ROSINTL182_07087
ERR1913049.111319__1.111319	901__B6WXI0__DHV46_02055
ERR1913049.111551__1.111551	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913049.111795__1.111795	901__B6WPV2__DHV46_04070
ERR1913049.111950__1.111950	853__A0A173RZ39__C4N22_01650
ERR1913049.111989__1.111989	1150298__A0A174T452__kfoC_3
ERR1913049.112027__1.112027	1150298__A0A174T452__kfoC_3
ERR1913049.112126__1.112126	901__B6WUY7__DHV46_11425
ERR1913049.112283__1.112283	1263000__R5EMU9__BN466_00667
ERR1913049.112607__1.112607	1262927__R7EX56__BN677_00089
ERR1913049.112578__1.112578	901__A0A1K1LF78__DESPIGER_1556
ERR1913049.112864__1.112864	204516__U6RAM4__HMPREF1534_03439
ERR1913049.112918__1.112918	1262992__R5D749__BN795_01063
ERR1913049.112895__1.112895	901__B6WY46__DESPIGER_1451
ERR1913049.113360__1.113360	1501391__GCA_000786575.1_00020
ERR1913049.113458__1.113458	214856__A0A173YXX1__ERS852559_01651
ERR1913049.113636__1.113636	1501391__GCA_000786575.1_00033
ERR1913049.113719__1.113719	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.113836__1.113836	821__R7P1Q7__M099_2990
ERR1913049.113954__1.113954	1262927__R7EX56__BN677_00089
ERR1913049.114044__1.114044	39491__D6E408__EUBREC_1466
ERR1913049.114113__1.114113	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913049.114153__1.114153	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.114265__1.114265	901__B6WUH5__DESPIGER_1779
ERR1913049.114273__1.114273	371601__A0A1C7H1B8__BN890_22320
ERR1913049.114310__1.114310	1262886__R6Q928__BN563_00479
ERR1913049.115218__1.115218	901__B6WTQ4__DESPIGER_1255
ERR1913049.115282__1.115282	1262893__R5GKW3__BN782_01660
ERR1913049.115469__1.115469	2108523__A0A2P2F4H9__LAWASA_905
ERR1913049.115507__1.115507	1263000__R5EXT3__BN466_02213
ERR1913049.115922__1.115922	376805__F0R8B1__Bacsa_3573
ERR1913049.115899__1.115899	901__B6WPS9__DHV46_04165
ERR1913049.116224__1.116224	901__B6WRH4__DESPIGER_0368
ERR1913049.116319__1.116319	39485__C4Z5L2__ERS852490_00659
ERR1913049.116380__1.116380	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.116421__1.116421	166486__D4KYD7__ERS852572_03817
ERR1913049.116388__1.116388	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.116500__1.116500	901__B6WUW8__DESPIGER_1921
ERR1913049.116529__1.116529	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.116861__1.116861	1897011__A0A1Q6RES7__BHW41_04275
ERR1913049.117342__1.117342	901__B6WUW8__DESPIGER_1921
ERR1913049.117430__1.117430	166486__D4KZ27__ROSINTL182_05762
ERR1913049.117468__1.117468	328814__GCA_004558275.1_00296
ERR1913049.117494__1.117494	214856__I3YPP2__Alfi_2700
ERR1913049.117495__1.117495	1263000__R5ES99__BN466_01121
ERR1913049.117588__1.117588	214856__A0A174CRY5__ERS852559_01060
ERR1913049.117622__1.117622	901__B6WVE1__DESPIGER_2036
ERR1913049.117765__1.117765	166486__D4KUM5__afr
ERR1913049.117934__1.117934	901__B6WWB4__DESPIGER_2273
ERR1913049.118028__1.118028	39485__A0A174YVB5__lyc
ERR1913049.118055__1.118055	1263000__R5EPJ2__BN466_00954
ERR1913049.118102__1.118102	47678__A5ZEP5__CGC64_03450
ERR1913049.118393__1.118393	394340__tgt
ERR1913049.118548__1.118548	901__B6WUW8__DESPIGER_1921
ERR1913049.118550__1.118550	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.118610__1.118610	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913049.119268__1.119268	166486__D4KY48__gmr_5
ERR1913049.119304__1.119304	39485__A0A174ZA72__glgB_1
ERR1913049.119769__1.119769	1235835__R9LCU2__C814_02677
ERR1913049.119822__1.119822	936548__J0SUD3__HMPREF1136_1645
ERR1913049.119873__1.119873	74426__purL
ERR1913049.119918__1.119918	626930__F3PVE2__HMPREF9446_02720
ERR1913049.120015__1.120015	901__B6WUW8__DESPIGER_1921
ERR1913049.120216__1.120216	301301__A0A395V407__ERS852391_02230
ERR1913049.120244__1.120244	1262743__R5C9G8__BN727_01341
ERR1913049.120346__1.120346	1262927__R7EX56__BN677_00089
ERR1913049.120847__1.120847	1262911__R6GZW9__BN557_00833
ERR1913049.120985__1.120985	1262927__R7EX56__BN677_00089
ERR1913049.120989__1.120989	28118__F9Z4Q2__Odosp_2759
ERR1913049.121040__1.121040	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.121157__1.121157	853__A8SCP3__C4N26_07960
ERR1913049.121380__1.121380	39485__C4Z6B7__EUBELI_20364
ERR1913049.121428__1.121428	901__B6WR31__DESPIG_00511
ERR1913049.121659__1.121659	2108523__A0A2P2F705__LAWASA_1811
ERR1913049.121688__1.121688	40520__A0A395X2X5__C4886_03165
ERR1913049.121857__1.121857	1263000__R5EGY7__BN466_01478
ERR1913049.121989__1.121989	74426__nifJ
ERR1913049.122053__1.122053	1501391__GCA_000786575.1_00083
ERR1913049.122287__1.122287	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913049.122591__1.122591	901__B6WXX4__DESPIGER_1515
ERR1913049.122956__1.122956	28118__F9ZBL4__NCTC10826_02348
ERR1913049.123206__1.123206	552398__T5S086__HMPREF0866_01580
ERR1913049.123282__1.123282	214856__A0A175A6T5__ERS852447_02658
ERR1913049.123619__1.123619	214856__I3YPI7__pepD_1
ERR1913049.123660__1.123660	901__B6WR00__DESPIGER_0128
ERR1913049.123834__1.123834	1897011__A0A1Q6REW8__BHW41_04435
ERR1913049.123830__1.123830	487174__R5FJH0__DDY40_07055
ERR1913049.123960__1.123960	246787__A0A3D6AYV2__BcellWH2_03647
ERR1913049.124341__1.124341	1262927__R7EX56__BN677_00089
ERR1913049.125286__1.125286	820__A0A374Q351__DXD40_05850
ERR1913049.125531__1.125531	901__B6WTS6__DESPIG_01483
ERR1913049.125553__1.125553	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913049.125902__1.125902	821__A6L0C7__ERS852556_03520
ERR1913049.125966__1.125966	901__B6WXK8__DESPIG_02835
ERR1913049.125990__1.125990	204516__U6RJY4__HMPREF1534_01494
ERR1913049.126189__1.126189	818__D7IK38__ERS852430_03017
ERR1913049.126567__1.126567	39491__A0A395V464__EUBREC_1509
ERR1913049.126841__1.126841	39485__C4Z6J7__ERS852492_02047
ERR1913049.127357__1.127357	1262927__R7EX56__BN677_00089
ERR1913049.127996__1.127996	552398__F4XCR9__HMPREF0866_01636
ERR1913049.128157__1.128157	1628085__A0A3E2XTK8__C7386_10217
ERR1913049.128182__1.128182	1262989__R6Y778__BN815_00522
ERR1913049.128279__1.128279	39491__A0A173TM76__DXB72_10535
ERR1913049.128282__1.128282	1501391__GCA_000786575.1_00008
ERR1913049.128231__1.128231	901__B6WXA0__aroE
ERR1913049.128388__1.128388	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.128461__1.128461	204516__U6RAM4__HMPREF1534_03439
ERR1913049.128508__1.128508	1262911__R6H212__BN557_01031
ERR1913049.128555__1.128555	1304__A0A1V0GJ48__SALIVB_1571
ERR1913049.128671__1.128671	1897011__A0A1Q6RF44__BHW41_03065
ERR1913049.128747__1.128747	901__B6WTR4__DESPIGER_1248
ERR1913049.129098__1.129098	1897011__A0A1Q6RG59__BHW41_02475
ERR1913049.129147__1.129147	46228__B5CQI6__RUMLAC_01732
ERR1913049.129240__1.129240	1262927__R7EX56__BN677_00089
ERR1913049.129701__1.129701	39491__A0A395UXH0__EUBREC_0021
ERR1913049.129710__1.129710	487174__K0X4L2__pgl
ERR1913049.129917__1.129917	39485__C4Z6V1__ERS852492_02640
ERR1913049.130001__1.130001	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913049.130112__1.130112	901__B6WVX9__DESPIG_02247
ERR1913049.130184__1.130184	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.130234__1.130234	1262927__R7EX56__BN677_00089
ERR1913049.130272__1.130272	28117__R7JIJ8__BHV66_01635
ERR1913049.130375__1.130375	46228__V8CB83__RUMLAC_02479
ERR1913049.130451__1.130451	216816__B3DNW2__BL171B_07980
ERR1913049.130542__1.130542	853__D4K7X0__DW905_09540
ERR1913049.130562__1.130562	28117__B0N028__BHV66_05935
ERR1913049.130817__1.130817	1965576__A0A1Y4LFI5__B5F19_08625
ERR1913049.130871__1.130871	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913049.131238__1.131238	901__B6WWB4__DESPIGER_2273
ERR1913049.131320__1.131320	1263000__R5EF60__BN466_01316
ERR1913049.131349__1.131349	28117__B0MY36__BHV66_05185
ERR1913049.131604__1.131604	39491__A0A174LTW7__DXD13_08720
ERR1913049.131901__1.131901	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913049.131976__1.131976	1501391__GCA_000786575.1_00132
ERR1913049.132100__1.132100	28117__B0MY34__BHV66_05195
ERR1913049.132230__1.132230	28117__R7JJM9__ALIPUT_00662
ERR1913049.132331__1.132331	1897011__A0A1Q6REW8__BHW41_04435
ERR1913049.132426__1.132426	1263000__R5ES99__BN466_01121
ERR1913049.132452__1.132452	1262911__R6GVB3__BN557_01690
ERR1913049.132681__1.132681	360807__C0FXX7__ERS852392_02700
ERR1913049.132730__1.132730	214856__I3YPI7__pepD_1
ERR1913049.133119__1.133119	1263000__R5EGY6__BN466_00973
ERR1913049.133086__1.133086	821__E5UMZ6__BVU_1450
ERR1913049.133367__1.133367	1501391__GCA_000786575.1_00032
ERR1913049.133420__1.133420	28118__F9Z759__B5F93_05180
ERR1913049.133494__1.133494	544645__A0A1U7L9B0__DXC42_03910
ERR1913049.133524__1.133524	1235835__R9LCU2__C814_02677
ERR1913049.133598__1.133598	901__B6WTQ4__DESPIGER_1255
ERR1913049.133725__1.133725	1550024__A0A3B9WE41__ASJ35_03585
ERR1913049.134036__1.134036	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.134448__1.134448	674529__A0A174EXC1__DXB21_01255
ERR1913049.134462__1.134462	28117__B0MVL5__BHV66_01660
ERR1913049.134612__1.134612	745368__A0A1T4YA51__SAMN02745178_02876
ERR1913049.134875__1.134875	1262911__R6HIJ8__BN557_01742
ERR1913049.135073__1.135073	39485__R5ZPP8__EUBELI_20334
ERR1913049.135102__1.135102	166486__D4KWX6__slyA_1
ERR1913049.135407__1.135407	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913049.135481__1.135481	487174__K0X3H8__HMPREF9448_02822
ERR1913049.135530__1.135530	487174__K0X909__HMPREF9448_01469
ERR1913049.135592__1.135592	572010__sigA
ERR1913049.136482__1.136482	39491__A0A396FKG5__DXB76_07455
ERR1913049.136562__1.136562	821__A6L0C7__ERS852556_03520
ERR1913049.136933__1.136933	1897011__A0A1Q6REZ1__BHW41_04525
ERR1913049.137017__1.137017	572010__rpsB
ERR1913049.137160__1.137160	1263000__R5ES99__BN466_01121
ERR1913049.137611__1.137611	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913049.137652__1.137652	821__A0A0P0LH09__ERS852457_03390
ERR1913049.137891__1.137891	901__B6WXI0__DHV46_02055
ERR1913049.137946__1.137946	28117__R7JQW0__ALIPUT_01453
ERR1913049.138020__1.138020	147206__GCF_000156215.1_01777
ERR1913049.138150__1.138150	1262927__R7EX56__BN677_00089
