ERR1913049.341__1.341	1262886__R6QAT8__BN563_00993
ERR1913049.61012__1.61012	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913049.61135__1.61135	74426__argF
ERR1913049.61141__1.61141	28117__B0MTV5__BHV66_06415
ERR1913049.61242__1.61242	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1913049.61498__1.61498	46228__V8BM45__DXD17_14355
ERR1913049.61804__1.61804	46228__V8C7P7__HMPREF1202_01523
ERR1913049.62075__1.62075	28117__B0MSS1__ALIPUT_00273
ERR1913049.62134__1.62134	292800__A0A1C7FPN3__B5F52_12070
ERR1913049.62175__1.62175	1263000__R5EQI3__BN466_00125
ERR1913049.62523__1.62523	28117__B0MU76__ALIPUT_00202
ERR1913049.62565__1.62565	216816__B3DNW2__BL171B_07980
ERR1913049.62587__1.62587	1897011__A0A1Q6RE56__BHW41_04765
ERR1913049.62672__1.62672	1897011__A0A1Q6REW8__BHW41_04435
ERR1913049.63026__1.63026	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.63286__1.63286	1501391__GCA_000786575.1_00103
ERR1913049.63300__1.63300	821__A0A174RA14__M099_1655
ERR1913049.63312__1.63312	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.63472__1.63472	28117__B0MTV3__BHV66_06405
ERR1913049.63545__1.63545	47678__I9EFP9__DXB67_08530
ERR1913049.63619__1.63619	1262927__R7EX56__BN677_00089
ERR1913049.63803__1.63803	214856__A0A175A6T5__ERS852447_02658
ERR1913049.64261__1.64261	820__A7VAS1__HMPREF2141_03259
ERR1913049.64350__1.64350	106588__A6P303__BACCAP_04887
ERR1913049.64521__1.64521	328814__GCA_004558275.1_01977
ERR1913049.64578__1.64578	1262911__R6GTN3__BN557_01365
ERR1913049.64635__1.64635	821__D4VD59__BHV80_04260
ERR1913049.64797__1.64797	384638__B7APN3__BACPEC_00639
ERR1913049.64898__1.64898	1262886__R6QAT8__BN563_00993
ERR1913049.64930__1.64930	1897011__A0A1Q6RH29__BHW41_01570
ERR1913049.64956__1.64956	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913049.65212__1.65212	487174__K0X429__HMPREF9448_00932
ERR1913049.65439__1.65439	28117__B0MU76__ALIPUT_00202
ERR1913049.65571__1.65571	28117__B0MTV5__BHV66_06415
ERR1913049.65758__1.65758	853__A0A174C5M1__CGS58_04460
ERR1913049.65748__1.65748	901__B6WY92__DESPIG_03073
ERR1913049.65777__1.65777	1262824__R6RQ49__BN719_02290
ERR1913049.65781__1.65781	649756__L1QAG6__etfB_5
ERR1913049.65979__1.65979	1262911__R6GW73__BN557_00128
ERR1913049.65995__1.65995	901__B6WQ99__BHW59_02695
ERR1913049.66215__1.66215	28118__F9Z7U8__DF785_12305
ERR1913049.66480__1.66480	901__B6WXI1__DESPIGER_1636
ERR1913049.66523__1.66523	1263000__R5EGY6__BN466_00973
ERR1913049.66553__1.66553	1263000__R5EDV4__BN466_01097
ERR1913049.66548__1.66548	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.66596__1.66596	487174__K0X429__HMPREF9448_00932
ERR1913049.66636__1.66636	1262911__R6GNY6__BN557_00004
ERR1913049.67049__1.67049	1262927__R7EX56__BN677_00089
ERR1913049.67636__1.67636	901__B6WTQ4__DESPIGER_1255
ERR1913049.67690__1.67690	166486__D4KUC4__arcB_1
ERR1913049.67702__1.67702	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913049.67983__1.67983	1263000__R5EFJ5__BN466_01372
ERR1913049.68054__1.68054	901__B6WQM5__cobM
ERR1913049.68140__1.68140	360807__A0A1Q6T7G0__ERS852392_03048
ERR1913049.68172__1.68172	820__A0A173YYG4__evgS_3
ERR1913049.68382__1.68382	216816__A0A0S2MCH0__AYW81_04880
ERR1913049.68449__1.68449	39485__R5ZPP8__EUBELI_20334
ERR1913049.68416__1.68416	214856__I3YMN6__Alfi_1938
ERR1913049.68417__1.68417	394340__cfiA
ERR1913049.68616__1.68616	1262911__R6GZW9__BN557_00833
ERR1913049.68775__1.68775	853__C7H7F8__yccM_1
ERR1913049.69021__1.69021	39488__R5G6A7__DXD91_05835
ERR1913049.69562__1.69562	901__B6WTQ4__DESPIGER_1255
ERR1913049.69774__1.69774	1262927__R7EX56__BN677_00089
ERR1913049.69888__1.69888	1262911__R6GZX7__BN557_00838
ERR1913049.70117__1.70117	1897011__A0A1Q6REA0__BHW41_04660
ERR1913049.70222__1.70222	214856__I3YPI7__pepD_1
ERR1913049.70359__1.70359	1262927__R7EX56__BN677_00089
ERR1913049.70473__1.70473	418240__C6J879__ERS852523_04053
ERR1913049.70481__1.70481	1262992__R5DAK8__BN795_01248
ERR1913049.70680__1.70680	461393__J1GSG7__HMPREF1318_2428
ERR1913049.70845__1.70845	28117__B0MTS2__ALIPUT_00159
ERR1913049.70897__1.70897	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913049.70965__1.70965	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913049.71075__1.71075	821__A0A174V2F3__NCTC10583_01474
ERR1913049.71163__1.71163	1262911__R6GVD4__BN557_01470
ERR1913049.71418__1.71418	901__B6WXI1__DESPIGER_1636
ERR1913049.71541__1.71541	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913049.71962__1.71962	1263000__R5EXT3__BN466_02213
ERR1913049.72203__1.72203	901__B6WTR4__DESPIGER_1248
ERR1913049.72459__1.72459	901__B6WUN6__DHV46_11020
ERR1913049.72866__1.72866	1263000__R5EHB0__BN466_01647
ERR1913049.73188__1.73188	74426__purL
ERR1913049.73232__1.73232	216816__C2GSX7__DD678_03555
ERR1913049.73300__1.73300	853__A0A174C5M1__CGS58_04460
ERR1913049.73313__1.73313	901__B6WR13__DHV46_00815
ERR1913049.73375__1.73375	46228__V8BPQ4__HMPREF1202_02321
ERR1913049.73379__1.73379	1796646__A0A1B1S8E7__ADH68_13145
ERR1913049.73567__1.73567	214856__A0A174EJT5__mnmA
ERR1913049.73754__1.73754	1262927__R7EX56__BN677_00089
ERR1913049.73765__1.73765	901__B6WSE5__DESPIG_01067
ERR1913049.73862__1.73862	1262927__R7EX56__BN677_00089
ERR1913049.73876__1.73876	1862668__GCA_001945525.1_00031
ERR1913049.73932__1.73932	376805__F0R0I7__Bacsa_0627
ERR1913049.73946__1.73946	901__B6WR13__DHV46_00815
ERR1913049.74028__1.74028	820__A0A374MMF0__HMPREF1073_03811
ERR1913049.74086__1.74086	853__D4K7X0__DW905_09540
ERR1913049.74264__1.74264	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913049.74342__1.74342	853__A0A173RZ39__C4N22_01650
ERR1913049.74315__1.74315	901__B6WPV2__DHV46_04070
ERR1913049.74557__1.74557	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.74659__1.74659	1263000__R5EKR4__BN466_01609
ERR1913049.74686__1.74686	1262942__R7R089__BN520_02195
ERR1913049.74890__1.74890	1897011__A0A1Q6REV3__BHW41_04080
ERR1913049.75216__1.75216	28117__B0N007__BHV66_10275
ERR1913049.75221__1.75221	1262992__R5DBG3__BN795_01416
ERR1913049.75303__1.75303	901__B6WR15__DESPIGER_0142
ERR1913049.75567__1.75567	901__B6WXI0__DHV46_02055
ERR1913049.75772__1.75772	487174__K0X1H0__DDY40_11080
ERR1913049.75920__1.75920	1235793__R9KSF0__C809_01679
ERR1913049.76218__1.76218	1263000__R5EKR4__BN466_01609
ERR1913049.76507__1.76507	1262886__R6RDB4__BN563_00049
ERR1913049.76864__1.76864	901__B6WXA0__aroE
ERR1913049.76913__1.76913	28117__B0MVL5__BHV66_01660
ERR1913049.76921__1.76921	1501391__GCA_000786575.1_00056
ERR1913049.77056__1.77056	147206__GCF_000156215.1_01776
ERR1913049.77246__1.77246	216816__C5E9N8__DD678_02795
ERR1913049.77322__1.77322	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913049.77378__1.77378	28117__B0MTV3__BHV66_06405
ERR1913049.77410__1.77410	39491__C4Z8S1__DXB76_06750
ERR1913049.77478__1.77478	706562__GCA_900112995.1_01883
ERR1913049.77674__1.77674	901__B6WR27__lnt
ERR1913049.77777__1.77777	1263000__R5EF60__BN466_01316
ERR1913049.77778__1.77778	328814__GCA_004558275.1_00834
ERR1913049.77816__1.77816	821__A0A0P0L8F8__ERS852509_03705
ERR1913049.77937__1.77937	46228__V8C8S2__RUMLAC_01015
ERR1913049.78186__1.78186	39491__D4JMW8__ERS852497_01971
ERR1913049.78165__1.78165	28117__B0MXG8__ALIPUT_01814
ERR1913049.79084__1.79084	820__A0A3E4FZM1__adaA_2
ERR1913049.79757__1.79757	410072__A0A173R660__ERS852389_00536
ERR1913049.79758__1.79758	301301__A0A395V7X3__RHOM_05050
ERR1913049.79860__1.79860	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913049.80038__1.80038	246787__A0A120A2E7__HMPREF1062_06329
ERR1913049.80075__1.80075	1263000__R5EV67__BN466_01611
ERR1913049.80607__1.80607	1262927__R7EX56__BN677_00089
ERR1913049.80747__1.80747	901__B6WUL1__DESPIG_01755
ERR1913049.80784__1.80784	1897011__A0A1Q6REU8__BHW41_04300
ERR1913049.80823__1.80823	446660__GCA_003428235.1_00791
ERR1913049.80824__1.80824	853__A0A2A7AXC8__C4N21_14120
ERR1913049.80897__1.80897	1897011__A0A1Q6RFI5__BHW41_03555
ERR1913049.80905__1.80905	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.80987__1.80987	1897011__A0A1Q6RF20__BHW41_02930
ERR1913049.81169__1.81169	901__B6WRL8__epaO
ERR1913049.81331__1.81331	166486__D4KXG6__ROSINTL182_08270
ERR1913049.81400__1.81400	572010__group_1550
ERR1913049.81655__1.81655	376805__F0R8B1__Bacsa_3573
ERR1913049.81662__1.81662	387090__S0F7Y3__BACCOPRO_02028
ERR1913049.81684__1.81684	1262992__R5DCG2__BN795_00315
ERR1913049.81699__1.81699	1501391__GCA_000786575.1_00011
ERR1913049.82035__1.82035	1897011__A0A1Q6RF20__BHW41_02930
ERR1913049.82063__1.82063	384639__GCA_003096855.1_01208
ERR1913049.82235__1.82235	1262911__R6GYW1__BN557_00629
ERR1913049.82373__1.82373	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913049.82557__1.82557	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.82705__1.82705	853__D4K7X0__DW905_09540
ERR1913049.82883__1.82883	901__B6WTW8__DESPIGER_1202
ERR1913049.83024__1.83024	39485__A0A174ZBJ8__speA_2
ERR1913049.83503__1.83503	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.83730__1.83730	1262911__R6GKS1__BN557_00184
ERR1913049.83824__1.83824	853__E2ZGD9__C7J97_11715
ERR1913049.83859__1.83859	360807__A0A1Q6T9R3__ERS852392_02666
ERR1913049.84244__1.84244	853__A0A173RZ39__C4N22_01650
ERR1913049.84700__1.84700	572010__rpoB
ERR1913049.84870__1.84870	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913049.84981__1.84981	214856__R5UN64__ERS852447_02669
ERR1913049.85625__1.85625	572010__rpoB
ERR1913049.85757__1.85757	2108523__A0A2P2F586__LAWASA_1166
ERR1913049.85854__1.85854	821__C3RB94__DXC03_15585
ERR1913049.85917__1.85917	1263000__R5ES99__BN466_01121
ERR1913049.85979__1.85979	214856__R6Y0B9__ERS852559_00164
ERR1913049.86208__1.86208	28117__B0MTS2__ALIPUT_00159
ERR1913049.86360__1.86360	853__E2ZGD9__C7J97_11715
ERR1913049.86426__1.86426	28117__B0MZ50__ALIPUT_02424
ERR1913049.86880__1.86880	487174__K0XF08__DDY40_09050
ERR1913049.86991__1.86991	39488__A0A173SKK4__ERS852578_01024
ERR1913049.87067__1.87067	1150298__A0A174SLE6__mlc_1
ERR1913049.87335__1.87335	28117__B0MTI4__ALIPUT_00084
ERR1913049.87350__1.87350	166486__D4L458__ROSINTL182_07088
ERR1913049.87481__1.87481	1897011__A0A1Q6RI31__BHW41_00965
ERR1913049.87613__1.87613	28117__B0MY41__BHV66_05165
ERR1913049.87619__1.87619	292800__A0A174J0P6__ADH75_07005
ERR1913049.87825__1.87825	649756__A0A173S1U5__DCR88_06920
ERR1913049.87944__1.87944	39492__D4JRM9__bglB_2
ERR1913049.88121__1.88121	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.88418__1.88418	853__A8SB03__C4Q21_07960
ERR1913049.88446__1.88446	1263000__R5EGY6__BN466_00973
ERR1913049.88454__1.88454	821__A0A174WBC9__ERS852556_03145
ERR1913049.88550__1.88550	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.88562__1.88562	572010__rpsB
ERR1913049.88793__1.88793	74426__groL
ERR1913049.88794__1.88794	821__A0A173XDD3__DXB82_17180
ERR1913049.88868__1.88868	1263000__R5EPJ2__BN466_00954
ERR1913049.89023__1.89023	820__A0A3E4RU03__M093_0563
ERR1913049.89344__1.89344	572010__hgdC_1
ERR1913049.89445__1.89445	39496__A5Z5I2__EUBVEN_00963
ERR1913049.89447__1.89447	39492__D4JWR6__dnaN
ERR1913049.89923__1.89923	1796613__A0A1C7GZG2__ADH74_03485
ERR1913049.90088__1.90088	821__A0A395VIK7__BVU_1225
ERR1913049.90254__1.90254	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.90557__1.90557	706562__GCA_900112995.1_01875
ERR1913049.90705__1.90705	1262777__R5WFT1__BN512_00254
ERR1913049.91168__1.91168	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.91582__1.91582	1263000__R5EIH8__BN466_01210
ERR1913049.91691__1.91691	28117__B0MTV5__BHV66_06415
ERR1913049.91741__1.91741	166486__D4KWZ7__cph2_5
ERR1913049.92275__1.92275	853__A0A174C5M1__CGS58_04460
ERR1913049.92348__1.92348	1262927__R7EX56__BN677_00089
ERR1913049.92615__1.92615	901__B6WVN3__DHV46_02690
ERR1913049.92801__1.92801	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.92869__1.92869	1550024__G9RTW4__TQ39_08265
ERR1913049.93135__1.93135	166486__D4KW38__ERS852572_02341
ERR1913049.93387__1.93387	901__B6WVG4__DHV46_05870
ERR1913049.93519__1.93519	39491__A0A395UWA3__DXB69_11805
ERR1913049.93535__1.93535	1628085__A0A2U1BEZ3__C7386_103130
ERR1913049.93701__1.93701	214856__R6Y7P0__ERS852447_00307
ERR1913049.93820__1.93820	901__B6WYD7__DESPIG_03118
ERR1913049.93851__1.93851	821__A0A174K302__CUU_3129
ERR1913049.94108__1.94108	1262927__R7EX56__BN677_00089
ERR1913049.94138__1.94138	204516__U6R9H3__HMPREF1534_03348
ERR1913049.94229__1.94229	901__B6WQH5__DESPIG_00299
ERR1913049.94272__1.94272	166486__D4L402__ROSINTL182_05182
ERR1913049.94381__1.94381	360807__A0A173V2S2__phoR_7
ERR1913049.94404__1.94404	28117__B0MYW7__ALIPUT_02336
ERR1913049.94556__1.94556	246787__A0A0P0FS62__HMPREF1062_05447
ERR1913049.95219__1.95219	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.95207__1.95207	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.95349__1.95349	1262927__R7EX56__BN677_00089
ERR1913049.95432__1.95432	901__B6WUY7__DHV46_11425
ERR1913049.95479__1.95479	1262927__R7EX56__BN677_00089
ERR1913049.95593__1.95593	1897011__A0A1Q6RG85__BHW41_02670
ERR1913049.95599__1.95599	1263000__R5EKT2__BN466_02168
ERR1913049.95630__1.95630	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913049.95633__1.95633	1262889__R7HGV8__BN634_01881
ERR1913049.95816__1.95816	166486__D4KVI9__comEA
ERR1913049.95899__1.95899	901__B6WXI0__DHV46_02055
ERR1913049.96057__1.96057	901__B6WUN9__DESPIGER_1850
ERR1913049.96091__1.96091	166486__D4KYC3__ROSINTL182_05485
ERR1913049.96093__1.96093	1262927__R7EX56__BN677_00089
ERR1913049.96143__1.96143	820__A0A174M9V5__M093_0237
ERR1913049.96281__1.96281	74426__purL
ERR1913049.96385__1.96385	901__B6WUI5__DESPIGER_1817
ERR1913049.96785__1.96785	166486__D4KVI9__comEA
ERR1913049.96840__1.96840	1262927__R7EX56__BN677_00089
ERR1913049.97112__1.97112	214856__A0A173Z1B0__ERS852447_00765
ERR1913049.97269__1.97269	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913049.97290__1.97290	33039__A0A174XW11__RTO_07780
ERR1913049.97449__1.97449	649756__A0A174FRG0__blaR1_3
ERR1913049.97620__1.97620	328814__GCA_004558275.1_00998
ERR1913049.97591__1.97591	28117__B0MY40__BHV66_05170
ERR1913049.97783__1.97783	454154__G5SPC2__HMPREF9441_01204
ERR1913049.97784__1.97784	901__B6WV45__DESPIGER_1962
ERR1913049.97914__1.97914	46228__V8CB03__HMPREF1202_00647
ERR1913049.98072__1.98072	1263000__R5EQI3__BN466_00125
ERR1913049.98190__1.98190	1262942__R7QW45__BN520_01921
ERR1913049.98272__1.98272	28117__B0MTH2__ALIPUT_00061
ERR1913049.98325__1.98325	1501391__GCA_000786575.1_00096
ERR1913049.98394__1.98394	901__B6WQM5__cobM
ERR1913049.98658__1.98658	1299998__GCA_001494635.1_00056
ERR1913049.98669__1.98669	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913049.98800__1.98800	1262911__R6GZX7__BN557_00838
ERR1913049.98933__1.98933	901__B6WRB3__DESPIGER_0300
ERR1913049.98986__1.98986	901__B6WXH1__DESPIGER_1644
ERR1913049.99067__1.99067	1262911__R6H2J2__BN557_01228
ERR1913049.99268__1.99268	901__B6WTQ4__DESPIGER_1255
ERR1913049.99320__1.99320	1628085__A0A374VS54__C7386_101156
ERR1913049.99422__1.99422	47678__A5ZHL2__DXB67_12495
ERR1913049.99482__1.99482	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913049.99532__1.99532	28117__B0MYP3__BHV66_04995
ERR1913049.99888__1.99888	1262927__R7EX56__BN677_00089
ERR1913049.100425__1.100425	901__B6WWB4__DESPIGER_2273
ERR1913049.100500__1.100500	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.100656__1.100656	166486__D4L457__ROSINTL182_07087
ERR1913049.100997__1.100997	901__B6WY11__DESPIGER_1484
ERR1913049.101177__1.101177	901__B6WXF1__DESPIGER_1660
ERR1913049.101288__1.101288	823__A0A395YVY3__ERS852513_03204
ERR1913049.101542__1.101542	1897011__A0A1Q6RG62__BHW41_02455
ERR1913049.101583__1.101583	821__A0A0P0M2J4__DXD46_10295
ERR1913049.101722__1.101722	1465754__A0A1H4CYN4__SAMN05444145_10579
ERR1913049.101755__1.101755	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913049.101827__1.101827	214856__A0A174G1M7__ERS852559_00594
ERR1913049.101896__1.101896	1262911__R6GT76__BN557_01150
ERR1913049.102050__1.102050	360807__A0A174C9G9__ERS852392_02115
ERR1913049.102417__1.102417	853__E2ZGD9__C7J97_11715
ERR1913049.102611__1.102611	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.102843__1.102843	328814__GCA_004558275.1_01393
ERR1913049.103318__1.103318	853__C7H1R8__DW905_06675
ERR1913049.103396__1.103396	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913049.103399__1.103399	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.103484__1.103484	1262911__R6GP42__BN557_00222
ERR1913049.103663__1.103663	1262911__R6H2J2__BN557_01228
ERR1913049.103898__1.103898	106588__A6P303__BACCAP_04887
ERR1913049.104217__1.104217	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913049.104565__1.104565	360807__A0A396AFY2__ERS852444_00427
ERR1913049.104838__1.104838	39491__A0A396FJJ9__DXB76_11995
ERR1913049.104824__1.104824	1262927__R7EX56__BN677_00089
ERR1913049.105088__1.105088	33025__A0A395JBB5__C8D73_107104
ERR1913049.105221__1.105221	39491__A0A395UWZ1__DXC13_02175
ERR1913049.105246__1.105246	216816__C2GUV2__APC1478_0430
ERR1913049.105415__1.105415	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.105666__1.105666	901__B6WRB3__DESPIGER_0300
ERR1913049.105886__1.105886	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913049.105889__1.105889	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.105950__1.105950	394340__rpoA
ERR1913049.106116__1.106116	901__B6WTQ4__DESPIGER_1255
ERR1913049.106310__1.106310	821__A0A0P0LNX8__ERS852509_03015
ERR1913049.106295__1.106295	35833__S2KTV4__HMPREF0179_05216
ERR1913049.106576__1.106576	39491__A0A173TAZ5__DXB99_09520
ERR1913049.106858__1.106858	216816__C2GSX7__DD678_03555
ERR1913049.107061__1.107061	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.107069__1.107069	821__A0A0P0M2J4__DXD46_10295
ERR1913049.107071__1.107071	1235835__R9LCU2__C814_02677
ERR1913049.107205__1.107205	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913049.107452__1.107452	901__B6WTQ4__DESPIGER_1255
ERR1913049.107514__1.107514	46228__V8CF50__tig
ERR1913049.107564__1.107564	853__E2ZGD9__C7J97_11715
ERR1913049.107892__1.107892	1262927__R7EX56__BN677_00089
ERR1913049.107917__1.107917	214856__A0A174G1M7__ERS852559_00594
ERR1913049.107953__1.107953	853__A0A174UDE9__C4N25_12775
ERR1913049.108128__1.108128	216816__A0A395XZB7__DXD37_04075
ERR1913049.108141__1.108141	1897011__A0A1Q6RH29__BHW41_01570
ERR1913049.108238__1.108238	214856__R6YC22__ERS852447_01215
ERR1913049.108587__1.108587	1262927__R7EX56__BN677_00089
ERR1913049.108718__1.108718	487175__F3QJ64__HMPREF9439_00964
ERR1913049.109114__1.109114	214856__A0A173YXX1__ERS852559_01651
ERR1913049.109145__1.109145	1262927__R7EX56__BN677_00089
ERR1913049.109462__1.109462	820__A0A3E4G3J9__ERS852459_02265
ERR1913049.109660__1.109660	1263000__R5EQI3__BN466_00125
ERR1913049.109976__1.109976	853__A0A174BZY1__xerD_1
ERR1913049.110342__1.110342	1262927__R7EX56__BN677_00089
ERR1913049.110531__1.110531	166486__D4L457__ROSINTL182_07087
ERR1913049.111070__1.111070	1262927__R7EX56__BN677_00089
ERR1913049.111275__1.111275	39491__A0A395V2Y7__DXB72_13970
ERR1913049.111551__1.111551	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913049.111795__1.111795	901__B6WPV2__DHV46_04070
ERR1913049.111950__1.111950	853__A0A173RZ39__C4N22_01650
ERR1913049.111989__1.111989	1150298__A0A174T452__kfoC_3
ERR1913049.112027__1.112027	1150298__A0A174T452__kfoC_3
ERR1913049.112126__1.112126	901__B6WUY7__DHV46_11425
ERR1913049.112283__1.112283	1263000__R5EMU9__BN466_00667
ERR1913049.112578__1.112578	901__A0A1K1LF78__DESPIGER_1556
ERR1913049.112607__1.112607	1262927__R7EX56__BN677_00089
ERR1913049.112812__1.112812	216816__B3DNW2__BL171B_07980
ERR1913049.112864__1.112864	204516__U6RAM4__HMPREF1534_03439
ERR1913049.112895__1.112895	901__B6WY46__DESPIGER_1451
ERR1913049.112918__1.112918	1262992__R5D749__BN795_01063
ERR1913049.113360__1.113360	1501391__GCA_000786575.1_00020
ERR1913049.113405__1.113405	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913049.113719__1.113719	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.113770__1.113770	901__B6WXG2__DESPIG_02788
ERR1913049.113780__1.113780	74426__sugC
ERR1913049.113836__1.113836	821__R7P1Q7__M099_2990
ERR1913049.113939__1.113939	821__A0A0P0M405__DXC02_15075
ERR1913049.113954__1.113954	1262927__R7EX56__BN677_00089
ERR1913049.113995__1.113995	1262911__R6GPM2__BN557_00937
ERR1913049.114113__1.114113	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913049.114044__1.114044	39491__D6E408__EUBREC_1466
ERR1913049.114153__1.114153	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.114226__1.114226	39496__A5Z5I2__EUBVEN_00963
ERR1913049.114273__1.114273	371601__A0A1C7H1B8__BN890_22320
ERR1913049.114265__1.114265	901__B6WUH5__DESPIGER_1779
ERR1913049.114390__1.114390	1262911__R6H0U7__BN557_01104
ERR1913049.115218__1.115218	901__B6WTQ4__DESPIGER_1255
ERR1913049.115282__1.115282	1262893__R5GKW3__BN782_01660
ERR1913049.115419__1.115419	853__A8SCP3__C4N26_07960
ERR1913049.115922__1.115922	376805__F0R8B1__Bacsa_3573
ERR1913049.116197__1.116197	1262927__R7EX56__BN677_00089
ERR1913049.116319__1.116319	39485__C4Z5L2__ERS852490_00659
ERR1913049.116380__1.116380	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.116388__1.116388	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.116421__1.116421	166486__D4KYD7__ERS852572_03817
ERR1913049.116500__1.116500	901__B6WUW8__DESPIGER_1921
ERR1913049.116529__1.116529	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.116560__1.116560	901__B6WUN6__DHV46_11020
ERR1913049.116798__1.116798	1262825__R5ECH5__BN724_02253
ERR1913049.117342__1.117342	901__B6WUW8__DESPIGER_1921
ERR1913049.117405__1.117405	39485__R5ZPP8__EUBELI_20334
ERR1913049.117468__1.117468	328814__GCA_004558275.1_00296
ERR1913049.117494__1.117494	214856__I3YPP2__Alfi_2700
ERR1913049.117622__1.117622	901__B6WVE1__DESPIGER_2036
ERR1913049.117765__1.117765	166486__D4KUM5__afr
ERR1913049.117934__1.117934	901__B6WWB4__DESPIGER_2273
ERR1913049.118028__1.118028	39485__A0A174YVB5__lyc
ERR1913049.118102__1.118102	47678__A5ZEP5__CGC64_03450
ERR1913049.118218__1.118218	28117__B0MTI4__ALIPUT_00084
ERR1913049.118548__1.118548	901__B6WUW8__DESPIGER_1921
ERR1913049.118550__1.118550	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.118610__1.118610	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913049.118644__1.118644	1150298__A0A174HG99__ERS852498_00387
ERR1913049.119215__1.119215	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.119311__1.119311	1262911__R6GN99__BN557_01784
ERR1913049.119304__1.119304	39485__A0A174ZA72__glgB_1
ERR1913049.119490__1.119490	301301__A0A174AM08__gluP_1
ERR1913049.119704__1.119704	745368__A0A1T4X705__SAMN02745178_01472
ERR1913049.119769__1.119769	1235835__R9LCU2__C814_02677
ERR1913049.119822__1.119822	936548__J0SUD3__HMPREF1136_1645
ERR1913049.119825__1.119825	901__B6WVG4__DHV46_05870
ERR1913049.119873__1.119873	74426__purL
ERR1913049.119918__1.119918	626930__F3PVE2__HMPREF9446_02720
ERR1913049.120015__1.120015	901__B6WUW8__DESPIGER_1921
ERR1913049.120071__1.120071	246787__A0A3D6AXU9__BACCELL_01366
ERR1913049.120284__1.120284	214856__R6YBX3__msbA_2
ERR1913049.120346__1.120346	1262927__R7EX56__BN677_00089
ERR1913049.120847__1.120847	1262911__R6GZW9__BN557_00833
ERR1913049.120989__1.120989	28118__F9Z4Q2__Odosp_2759
