ERR1913141.6__1.6	1681__A0A0E2ZCN8__DXD31_01560
ERR1913141.45298__1.45298	1262882__R5N3T7__BN519_01188
ERR1913141.45322__1.45322	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913141.45364__1.45364	239935__A0A3F3K9J9__DEF40_00940
ERR1913141.45506__1.45506	818__A0A3E5HPU8__ERS852430_01891
ERR1913141.45720__1.45720	820__A0A3E4PYB0__yejM
ERR1913141.45773__1.45773	820__A0A174M9V5__M093_0237
ERR1913141.45832__1.45832	239935__A0A2N8HPX2__CXT90_09930
ERR1913141.46121__1.46121	818__A0A0P0F2P7__BT_1771
ERR1913141.46142__1.46142	39488__A0A173ZWK0__EHLA_2903
ERR1913141.46234__1.46234	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.46263__1.46263	40518__R5DWB0__DXD86_00925
ERR1913141.46304__1.46304	239935__A0A2N8IRL2__CXU06_01170
ERR1913141.46493__1.46493	818__A0A0P0FBI1__NCTC10582_00163
ERR1913141.46618__1.46618	39496__A5Z5I2__EUBVEN_00963
ERR1913141.46638__1.46638	1681__K2IQY4__RY70_39
ERR1913141.46653__1.46653	1897011__A0A1Q6RIA1__BHW41_01225
ERR1913141.46814__1.46814	292800__A0A174XBF3__ERS852504_03492
ERR1913141.46833__1.46833	239935__R6JAS2__CXU02_10725
ERR1913141.47033__1.47033	338188__R6RPM5__bglX_6
ERR1913141.47440__1.47440	1262882__R5MM96__BN519_01545
ERR1913141.47461__1.47461	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913141.47398__1.47398	820__R9I2U8__DXC68_09590
ERR1913141.47539__1.47539	40518__R5DU92__DXD93_03170
ERR1913141.47620__1.47620	239935__B2URG6__CXU02_00030
ERR1913141.47906__1.47906	292800__A0A1C7FRP6__HMPREF9460_00386
ERR1913141.48007__1.48007	1501391__GCA_000786575.1_00113
ERR1913141.48050__1.48050	47678__R5UZM4__DW706_15680
ERR1913141.48130__1.48130	239935__A0A2N8IHY1__CXU06_00035
ERR1913141.48112__1.48112	357276__B6VXX7__HMPREF1063_02683
ERR1913141.48199__1.48199	357276__B6VT86__IY41_22515
ERR1913141.48301__1.48301	239935__A0A139TMY7__CXU13_02020
ERR1913141.48442__1.48442	820__A7V092__hldE
ERR1913141.48443__1.48443	1262911__R6H2J2__BN557_01228
ERR1913141.48485__1.48485	47678__R5U332__C5Z00_16810
ERR1913141.48521__1.48521	820__A0A174GYA8__DXB64_07370
ERR1913141.48545__1.48545	394340__regX3_2
ERR1913141.48698__1.48698	1262882__R5MF43__BN519_00282
ERR1913141.48728__1.48728	239935__A0A2N8ITG2__Amuc_0335
ERR1913141.48757__1.48757	1501391__GCA_000786575.1_00036
ERR1913141.49097__1.49097	39496__A5Z5G7__EUBVEN_00947
ERR1913141.49144__1.49144	357276__C3R5A0__B5F00_02960
ERR1913141.49204__1.49204	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913141.49186__1.49186	357276__A0A076J8M3__ABI39_13695
ERR1913141.49281__1.49281	1262882__R5MEK3__BN519_00296
ERR1913141.49335__1.49335	1263006__R6LN71__BN515_01528
ERR1913141.49392__1.49392	1981510__A0A2K9P4K6__B9O19_01407
ERR1913141.49568__1.49568	239935__A0A139TPG3__CXT86_08810
ERR1913141.49675__1.49675	1262911__R6GTZ0__BN557_01437
ERR1913141.49680__1.49680	410072__A0A174B9D6__COPCOM_00384
ERR1913141.49736__1.49736	818__A0A139K748__Btheta7330_03034
ERR1913141.49862__1.49862	820__A0A139K4W5__HMPREF2141_02394
ERR1913141.49876__1.49876	818__A0A3E5HE16__C5Z03_22745
ERR1913141.49974__1.49974	1262882__R5N0M6__BN519_00794
ERR1913141.50107__1.50107	1501391__GCA_000786575.1_00052
ERR1913141.50137__1.50137	357276__B6VVS0__HMPREF1064_03951
ERR1913141.50245__1.50245	818__A0A3E5HDU6__C799_04515
ERR1913141.50361__1.50361	1501391__GCA_000786575.1_00024
ERR1913141.50378__1.50378	357276__I9QWD4__DXD47_15075
ERR1913141.50826__1.50826	1262882__R5MRS7__BN519_01490
ERR1913141.50913__1.50913	820__A0A174Q0F0__DXB48_08080
ERR1913141.51222__1.51222	1262882__R5MEW7__BN519_00010
ERR1913141.51233__1.51233	1501391__GCA_000786575.1_00103
ERR1913141.51374__1.51374	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913141.51476__1.51476	371601__D7J5K3__DXD80_05815
ERR1913141.51561__1.51561	357276__C3R9Y0__HMPREF1064_01889
ERR1913141.51607__1.51607	338188__A0A174EU88__BACFIN_08820
ERR1913141.51634__1.51634	820__A0A3E4WCX3__C801_02709
ERR1913141.51693__1.51693	338188__R6SX54__mscM_1
ERR1913141.51808__1.51808	1981510__A0A2K9P2P3__B9O19_01356
ERR1913141.51820__1.51820	33039__D4M6R8__bglB_8
ERR1913141.51884__1.51884	820__A0A174A6K0__M093_0079
ERR1913141.51988__1.51988	820__A0A3E4VZY4__ERS852554_01211
ERR1913141.52057__1.52057	1263000__R5EUG9__BN466_01476
ERR1913141.52066__1.52066	239935__R6IZU4__CXT87_08085
ERR1913141.52118__1.52118	239935__A0A2N8I368__CXT95_04550
ERR1913141.52124__1.52124	239935__A0A2N8J1K0__CXT97_05765
ERR1913141.52087__1.52087	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.52229__1.52229	410072__C0B8H9__ERS852481_01810
ERR1913141.52482__1.52482	239935__A0A2N8IU45__DEF40_02365
ERR1913141.52560__1.52560	1262882__R5MHA1__BN519_00763
ERR1913141.52649__1.52649	239935__A0A139TPD4__CXT86_06450
ERR1913141.52739__1.52739	338188__A0A1Q6HI30__BACFIN_05356
ERR1913141.52840__1.52840	1550024__G9RUM6__TQ39_16565
ERR1913141.52847__1.52847	47678__R5U8D1__CGC64_17595
ERR1913141.52852__1.52852	239935__A0A2N8IKW7__pstA
ERR1913141.53106__1.53106	1263000__R5EGP9__BN466_01419
ERR1913141.53181__1.53181	239935__A0A2N8HPS5__Amuc_0950
ERR1913141.53335__1.53335	39486__R6TCA8__DXB36_11850
ERR1913141.53438__1.53438	1262882__R5MM10__BN519_01679
ERR1913141.53580__1.53580	820__A0A173XIP7__B5G17_16050
ERR1913141.53644__1.53644	1535__G9RWN9__CH238_11575
ERR1913141.53771__1.53771	31973__M2PK04__B7939_00380
ERR1913141.53766__1.53766	239935__A0A139TMG9__CXU07_10650
ERR1913141.53792__1.53792	820__A0A3E4W6P0__gmhA
ERR1913141.53795__1.53795	357276__A0A076IN30__DXD47_09350
ERR1913141.53812__1.53812	371601__F7M533__ERS852396_01023
ERR1913141.53824__1.53824	1897011__A0A1Q6RBR9__BHW41_06830
ERR1913141.53854__1.53854	1262882__R5MYI1__BN519_00416
ERR1913141.53881__1.53881	328814__GCA_004558275.1_00033
ERR1913141.53909__1.53909	818__A0A3E5HK02__BSIG_1732
ERR1913141.54363__1.54363	239935__A0A2N8HB50__CXU17_02615
ERR1913141.54383__1.54383	820__R9I2U8__DXC68_09590
ERR1913141.54421__1.54421	820__A0A139K5A6__DXB48_12175
ERR1913141.54449__1.54449	820__A0A174GYA8__DXB64_07370
ERR1913141.54615__1.54615	820__A0A3E4XM43__DXC91_13960
ERR1913141.54755__1.54755	1262911__R6GTZ4__BN557_01440
ERR1913141.54869__1.54869	1262882__R5MSQ8__BN519_01647
ERR1913141.55007__1.55007	39488__A0A173Y251__mscS
ERR1913141.55048__1.55048	39488__A0A374NJ86__mltG
ERR1913141.55198__1.55198	1262882__R5MF51__BN519_00287
ERR1913141.55561__1.55561	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913141.55566__1.55566	1262882__R5N5S3__BN519_00085
ERR1913141.55629__1.55629	1520815__A0A1I3Q9U1__SAMN02910435_01736
ERR1913141.55635__1.55635	1383__GCA_001438885.1_01185
ERR1913141.56039__1.56039	218538__C9LPF0__GCWU000321_01429
ERR1913141.56044__1.56044	1550024__G9RTA6__TQ39_10970
ERR1913141.56126__1.56126	1263000__R5EHB0__BN466_01647
ERR1913141.56414__1.56414	1262882__R5N4G2__BN519_01273
ERR1913141.56474__1.56474	1501391__GCA_000786575.1_00051
ERR1913141.56523__1.56523	1262882__R5MF51__BN519_00287
ERR1913141.56701__1.56701	1501391__GCA_000786575.1_00123
ERR1913141.56736__1.56736	2137880__A0A316P1E8__DBY21_03480
ERR1913141.56779__1.56779	1262882__R5MH55__BN519_00725
ERR1913141.56825__1.56825	46503__R6X5E7__PARMER_00245
ERR1913141.56881__1.56881	239935__A0A2N8IQU3__CXU22_05890
ERR1913141.56910__1.56910	239935__A0A2N8IYM5__CXT84_05130
ERR1913141.57194__1.57194	556259__I0PYM3__BSGG_5385
ERR1913141.57258__1.57258	1262882__R5MYX5__BN519_00333
ERR1913141.57549__1.57549	46503__B7B776__DXB85_00355
ERR1913141.57574__1.57574	1501391__GCA_000786575.1_00087
ERR1913141.57656__1.57656	1263000__R5EQL2__BN466_00892
ERR1913141.57800__1.57800	818__D7I7V5__BJP75_001030
ERR1913141.58076__1.58076	1262911__R6H2J2__BN557_01228
ERR1913141.58355__1.58355	46503__A7AHD3__DXB85_00810
ERR1913141.58467__1.58467	239935__A0A2N8HT44__CXT84_11035
ERR1913141.58510__1.58510	357276__I9R994__BACDOR_04044
ERR1913141.58556__1.58556	357276__I8W1E1__B5F00_10785
ERR1913141.58649__1.58649	410072__C0B801__mucD
ERR1913141.58736__1.58736	1262882__R5MYS0__BN519_00284
ERR1913141.58753__1.58753	823__A0A355XJT5__ERS852429_03504
ERR1913141.58817__1.58817	357276__I9FU68__HMPREF1063_00557
ERR1913141.58980__1.58980	28116__A0A1Y4PWN5__M088_3731
ERR1913141.59116__1.59116	1897011__A0A1Q6RCU3__BHW41_05920
ERR1913141.59490__1.59490	239935__A0A2N8IMC3__CXT96_03840
ERR1913141.59659__1.59659	1263000__R5EC87__BN466_00713
ERR1913141.59925__1.59925	239935__B2UL21__CXT98_03395
ERR1913141.60154__1.60154	1262980__R5BMR8__BN814_00052
ERR1913141.60253__1.60253	47678__R5UAI1__BACCAC_01922
ERR1913141.60397__1.60397	74426__nifJ
ERR1913141.60437__1.60437	1550024__G9RP65__ASJ35_11645
ERR1913141.60470__1.60470	338188__C9KYW9__ERS852397_01315
ERR1913141.61000__1.61000	820__A0A174Q0F0__DXB48_08080
ERR1913141.61253__1.61253	1263107__GCA_000436995.1_00015
ERR1913141.61315__1.61315	1262882__R5MYG7__BN519_00405
ERR1913141.61386__1.61386	239935__A0A2N8J2P6__ADH72_06730
ERR1913141.61390__1.61390	239935__A0A2N8I7W6__CXT90_04245
ERR1913141.61354__1.61354	239935__A0A2N8I368__CXT95_04550
ERR1913141.61740__1.61740	239935__A0A2N8J2P6__ADH72_06730
ERR1913141.62070__1.62070	1501391__GCA_000786575.1_00062
ERR1913141.62488__1.62488	1297617__A0A2U1CE33__BIV19_03380
ERR1913141.62477__1.62477	820__A7VAR9__ERS852421_00197
ERR1913141.62530__1.62530	1263000__R5F0H4__BN466_00249
ERR1913141.62667__1.62667	39492__D4MMN2__EUBSIR_00964
ERR1913141.62634__1.62634	239935__A0A2N8ITG2__Amuc_0335
ERR1913141.62599__1.62599	1262882__R5MMD8__BN519_01576
ERR1913141.62609__1.62609	39485__R5ZPP8__EUBELI_20334
ERR1913141.62958__1.62958	239935__A0A2N8IXN0__CXT95_01765
ERR1913141.63252__1.63252	239935__A0A2N8HSC0__CXU06_05505
ERR1913141.63311__1.63311	239935__A0A139TPD8__CXU12_11015
ERR1913141.63360__1.63360	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913141.63406__1.63406	239935__A0A139TPG3__CXT86_08810
ERR1913141.63442__1.63442	47678__R5U3U1__BACCAC_03593
ERR1913141.63709__1.63709	1501391__GCA_000786575.1_00073
ERR1913141.63817__1.63817	357276__A0A076IRZ5__BACDOR_00630
ERR1913141.63946__1.63946	40518__R5DLM5__RB5AMG_00422
ERR1913141.63957__1.63957	239935__A0A2N8I7W6__CXT90_04245
ERR1913141.64035__1.64035	1263006__R6MLU5__BN515_01014
ERR1913141.64228__1.64228	239935__A0A2N8I8X8__B5G29_00185
ERR1913141.64250__1.64250	1501391__GCA_000786575.1_00056
ERR1913141.64693__1.64693	820__A0A174M9V5__M093_0237
ERR1913141.64971__1.64971	46503__R6X5E7__PARMER_00245
ERR1913141.65049__1.65049	818__Q8A335__HMPREF2534_01154
ERR1913141.65084__1.65084	357276__A0A076IKP2__HMPREF1063_00218
ERR1913141.65126__1.65126	239935__A0A2N8IVK9__CXU08_03750
ERR1913141.65187__1.65187	39491__A0A173U130__ERE_16110
ERR1913141.65438__1.65438	1550024__G9RX76__ASJ35_12355
ERR1913141.65479__1.65479	1501391__GCA_000786575.1_00035
ERR1913141.65693__1.65693	47678__R5U3D5__DW706_05635
ERR1913141.65691__1.65691	239935__B2URG9__CXU00_11290
ERR1913141.65880__1.65880	818__A0A396EA53__ERS852557_04332
ERR1913141.65989__1.65989	1796613__A0A1C7H6N8__ADH74_01350
ERR1913141.66014__1.66014	357276__A0A076ITU4__EL88_22160
ERR1913141.66070__1.66070	357276__A0A076IKP2__HMPREF1063_00218
ERR1913141.66519__1.66519	239935__R6K0V8__CXT94_02055
ERR1913141.66655__1.66655	1263006__R6MQA3__BN515_02104
ERR1913141.66666__1.66666	1501391__GCA_000786575.1_00128
ERR1913141.66723__1.66723	156456__G9YIG0__HMPREF0080_01452
ERR1913141.66803__1.66803	1262882__R5N526__BN519_01603
ERR1913141.66866__1.66866	1262935__R5GDX6__BN773_01326
ERR1913141.66871__1.66871	357276__E5UTL1__HMPREF1065_03551
ERR1913141.67006__1.67006	1160721__W0U3K4__RBI_I00339
ERR1913141.67093__1.67093	357276__A0A076IS26__EL88_15950
ERR1913141.67191__1.67191	239935__A0A2N8HT68__ADH72_00510
ERR1913141.67312__1.67312	1501391__GCA_000786575.1_00065
ERR1913141.67427__1.67427	239935__A0A139TMG9__CXU07_10650
ERR1913141.67606__1.67606	818__A0A139KW23__HMPREF2534_00792
ERR1913141.67687__1.67687	47678__R5UU99__C5Z00_11925
ERR1913141.67708__1.67708	820__A0A3E4VXP2__yesR
ERR1913141.67939__1.67939	1897011__A0A1Q6REZ1__BHW41_04525
ERR1913141.67954__1.67954	328814__GCA_004558275.1_00990
ERR1913141.67992__1.67992	1263000__R5EK86__BN466_02022
ERR1913141.68013__1.68013	338188__C9L0Q1__HMPREF1057_02400
ERR1913141.68064__1.68064	1262882__R5MKV8__BN519_01281
ERR1913141.68270__1.68270	239935__A0A2N8INZ4__CXU08_03560
ERR1913141.68624__1.68624	239935__A0A2N8IRH4__CXT92_05605
ERR1913141.68729__1.68729	1550024__G9RT56__TQ39_09200
ERR1913141.68842__1.68842	239935__R6K0V8__CXT94_02055
ERR1913141.68900__1.68900	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913141.68993__1.68993	1262882__R5MRS7__BN519_01490
ERR1913141.68994__1.68994	239935__A0A2N8I6R6__CXU04_04335
ERR1913141.69003__1.69003	46503__R6Y4W3__DXB85_01650
ERR1913141.69102__1.69102	1550024__G9RWE3__TQ39_04170
ERR1913141.69220__1.69220	47678__R5UHH8__HMPREF1061_02584
ERR1913141.69301__1.69301	239935__A0A2N8HDT1__CXT94_05270
ERR1913141.69349__1.69349	239935__A0A2N8HPS5__Amuc_0950
ERR1913141.69356__1.69356	239935__B2URG6__CXU02_00030
ERR1913141.70003__1.70003	357276__I9R2M6__BSEG_03499
ERR1913141.70059__1.70059	100884__E7GAR2__HMPREF9488_01852
ERR1913141.70175__1.70175	40520__A0A3E4FDF5__DXD81_16960
ERR1913141.70380__1.70380	1550024__G9RYS9__TQ39_01815
ERR1913141.70896__1.70896	47678__R5UER2__CGC64_00710
ERR1913141.70953__1.70953	1501391__GCA_000786575.1_00018
ERR1913141.71033__1.71033	357276__A6L053__ABI39_04450
ERR1913141.71091__1.71091	1263107__GCA_000436995.1_00133
ERR1913141.71371__1.71371	820__A0A3E4IGA7__DXD40_07110
ERR1913141.71413__1.71413	338188__A0A174ETX3__ERS852397_01955
ERR1913141.71455__1.71455	1263000__R5EAZ0__BN466_00537
ERR1913141.71537__1.71537	1501391__GCA_000786575.1_00055
ERR1913141.71595__1.71595	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913141.71600__1.71600	239935__A0A2N8HPS5__Amuc_0950
ERR1913141.71712__1.71712	1981510__A0A2K9P4F8__B9O19_02001
ERR1913141.71828__1.71828	39491__A0A395ZM93__DXD13_03490
ERR1913141.72113__1.72113	1897011__A0A1Q6RG37__BHW41_02405
ERR1913141.72098__1.72098	47678__R5UAF6__ERS852494_02966
ERR1913141.72356__1.72356	1501391__GCA_000786575.1_00043
ERR1913141.72442__1.72442	1550024__G9RYX6__ASJ35_10025
ERR1913141.72541__1.72541	1160721__W0U6U3__BHW50_00225
ERR1913141.72597__1.72597	820__A0A139KA34__B5G17_05520
ERR1913141.72835__1.72835	820__A0A3E4VZT7__DXB48_16145
ERR1913141.73133__1.73133	820__A0A3E4RUC4__DHU98_02635
ERR1913141.73188__1.73188	1263000__R5EXT3__BN466_02213
ERR1913141.73344__1.73344	820__A0A3E4FWC8__DXC91_14635
ERR1913141.73404__1.73404	1262882__R5N349__BN519_01037
ERR1913141.73436__1.73436	818__A0A139KW19__nedA_1
ERR1913141.73583__1.73583	1262911__R6GPB1__BN557_00837
ERR1913141.73651__1.73651	823__K6AMD2__B5F32_04565
ERR1913141.73873__1.73873	820__A0A139K0K1__DXB37_05460
ERR1913141.73927__1.73927	1263000__R5EKT2__BN466_02168
ERR1913141.74252__1.74252	239935__A0A139TVJ4__CXT86_02020
ERR1913141.74254__1.74254	820__A0A3E4G493__ERS417307_00253
ERR1913141.74271__1.74271	360807__C0FVL1__ERS852392_00394
ERR1913141.74303__1.74303	357276__I8WBQ9__HMPREF1065_03212
ERR1913141.74440__1.74440	40520__A0A395X2X5__C4886_03165
ERR1913141.74509__1.74509	820__A0A3E4FZM1__adaA_2
ERR1913141.74795__1.74795	1160721__R6TAA3__BHW50_03385
ERR1913141.74903__1.74903	823__K6APS3__DDY96_02400
ERR1913141.75010__1.75010	1262882__R5MXW3__BN519_00319
ERR1913141.75105__1.75105	1262882__R5MGS8__BN519_00565
ERR1913141.75235__1.75235	1501391__GCA_000786575.1_00056
ERR1913141.75306__1.75306	820__R7E9Z4__DXC68_06065
ERR1913141.75424__1.75424	47678__R5U9Z0__HMPREF1061_03210
ERR1913141.75597__1.75597	1263000__R5EYJ0__BN466_02095
ERR1913141.75617__1.75617	1501391__GCA_000786575.1_00008
ERR1913141.75827__1.75827	47678__R5U3A7__ERS852494_02965
ERR1913141.75807__1.75807	239935__A0A139TPG3__CXT86_08810
ERR1913141.75897__1.75897	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913141.76046__1.76046	239935__A0A2N8IVR0__CXT87_07115
ERR1913141.76226__1.76226	1262882__R5N0M6__BN519_00794
ERR1913141.76830__1.76830	357276__A0A076INK2__BSEG_04225
ERR1913141.76979__1.76979	357276__A0A076ISD9__EL88_07480
ERR1913141.77006__1.77006	1897011__A0A1Q6RG95__BHW41_02720
ERR1913141.77045__1.77045	1896974__A0A1Q6H018__BHV77_13175
ERR1913141.77087__1.77087	46506__A0A108TCU0__etk
ERR1913141.77213__1.77213	820__A0A139K4W1__M093_0353
ERR1913141.77289__1.77289	1262882__R5MIW5__BN519_00945
ERR1913141.77365__1.77365	239935__A0A2N8HDT1__CXT94_05270
ERR1913141.77442__1.77442	239935__A0A2N8HB50__CXU17_02615
ERR1913141.77480__1.77480	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913141.77501__1.77501	1897011__A0A1Q6RE67__BHW41_04635
ERR1913141.77566__1.77566	1262882__R5N532__BN519_01420
ERR1913141.77644__1.77644	338188__A0A173XHS4__BACFIN_08438
ERR1913141.77967__1.77967	239935__A0A2N8I1R3__CXU05_06075
ERR1913141.78002__1.78002	1897011__A0A1Q6RET2__BHW41_04000
ERR1913141.78096__1.78096	239935__A0A2N8HBM4__CXT85_06270
ERR1913141.78195__1.78195	1965650__A0A1Y3VEZ6__B5G16_11190
ERR1913141.78049__1.78049	1512__A0A174CUZ2__HMPREF9475_02189
ERR1913141.78275__1.78275	1263000__R5EWT9__BN466_02076
ERR1913141.78313__1.78313	820__A0A3E4W9D9__B5G17_12400
ERR1913141.78580__1.78580	1501391__GCA_000786575.1_00071
ERR1913141.78620__1.78620	820__A0A1T4IY80__ERS852554_01621
ERR1913141.78693__1.78693	820__R9HUV5__HMPREF2141_02582
ERR1913141.78701__1.78701	116085__D4JBR5__DW747_01030
ERR1913141.78732__1.78732	46506__R6AEZ1__BACSTE_01801
ERR1913141.78738__1.78738	1263000__R5EXT3__BN466_02213
ERR1913141.78829__1.78829	239935__A0A2N8HL91__holA
ERR1913141.78837__1.78837	357276__A0A1Y3Z6X3__GV66_07715
ERR1913141.78943__1.78943	239935__A0A2N8HDT1__CXT94_05270
ERR1913141.78966__1.78966	820__A0A139K0K1__DXB37_05460
ERR1913141.79219__1.79219	1550024__A0A0D8IY45__ASJ35_05575
ERR1913141.79174__1.79174	239935__A0A2N8HBM4__CXT85_06270
ERR1913141.79405__1.79405	74426__rpoB
ERR1913141.79542__1.79542	1550024__A0A3B9WGK5__TQ39_08450
ERR1913141.79489__1.79489	1501391__GCA_000786575.1_00120
ERR1913141.79599__1.79599	239935__A0A139TPD4__CXT86_06450
ERR1913141.79858__1.79858	820__A0A3E4WA06__ERS852554_03404
ERR1913141.79872__1.79872	328814__GCA_004558275.1_00987
ERR1913141.80006__1.80006	239935__A0A2N8HT44__CXT84_11035
ERR1913141.80147__1.80147	239935__A0A2N8I9P4__CXT85_05050
ERR1913141.80372__1.80372	820__A0A174A6K0__M093_0079
ERR1913141.80384__1.80384	706562__GCA_900112995.1_00569
ERR1913141.80432__1.80432	820__A0A1Q6IDS8__chtA
ERR1913141.80508__1.80508	328814__GCA_004558275.1_00992
ERR1913141.80717__1.80717	818__A0A174VV39__BT_3492
ERR1913141.80764__1.80764	239935__A0A139TPU7__CXT91_06575
ERR1913141.81049__1.81049	239935__R7DVL7__CXT93_01180
ERR1913141.81251__1.81251	1262882__R5MRS7__BN519_01490
ERR1913141.81261__1.81261	1262911__R6HI44__BN557_01691
ERR1913141.81297__1.81297	1262882__R5MMP8__BN519_01654
ERR1913141.81395__1.81395	328814__GCA_004558275.1_01000
ERR1913141.81358__1.81358	458033__GCA_001482755.1_02203
ERR1913141.81365__1.81365	360807__C0G081__ERS852444_03377
ERR1913141.81540__1.81540	46506__R6AEP1__HMPREF1181_01415
ERR1913141.81710__1.81710	239935__R6JD78__CXU05_09250
ERR1913141.81762__1.81762	47678__R5U9Z0__HMPREF1061_03210
ERR1913141.81958__1.81958	239935__A0A2N8ILG3__CXT93_10135
ERR1913141.82053__1.82053	357276__I9R994__BACDOR_04044
ERR1913141.82071__1.82071	47678__R5V1A3__BACCAC_02796
ERR1913141.82144__1.82144	820__A7VAR9__ERS852421_00197
ERR1913141.82277__1.82277	239935__A0A139TPU7__CXT91_06575
ERR1913141.82323__1.82323	823__A6L9W2__DXB14_07905
ERR1913141.82331__1.82331	649756__L1Q497__ERS852571_03051
ERR1913141.82416__1.82416	100884__E7GFK3__DXB26_14415
ERR1913141.82528__1.82528	818__R9GZ02__C799_04453
ERR1913141.82535__1.82535	28116__A0A1Y4PWN5__M088_3731
ERR1913141.82678__1.82678	47678__R5UPZ8__ERS852494_01752
ERR1913141.82639__1.82639	239935__A0A139TPG3__CXT86_08810
ERR1913141.82932__1.82932	39488__A0A374NKN1__ltaS_2
ERR1913141.82986__1.82986	239935__A0A3F3K9J9__DEF40_00940
ERR1913141.83000__1.83000	1501391__GCA_000786575.1_00127
ERR1913141.83019__1.83019	239935__A0A2N8IKW7__pstA
ERR1913141.83020__1.83020	328814__GCA_004558275.1_00296
ERR1913141.83065__1.83065	1501391__GCA_000786575.1_00077
ERR1913141.83400__1.83400	40518__R5E5I9__yvhJ_2
ERR1913141.83732__1.83732	820__A0A139KG04__ERS852459_01249
ERR1913141.83766__1.83766	338188__C9KSV8__BACFIN_05392
ERR1913141.83906__1.83906	357276__A6L053__ABI39_04450
ERR1913141.84082__1.84082	357276__A0A076INK2__BSEG_04225
ERR1913141.84250__1.84250	239935__A0A2N8I1R3__CXU05_06075
ERR1913141.84291__1.84291	239935__A0A2N8IU14__ADH72_05655
ERR1913141.84443__1.84443	239935__A0A2N8HEH9__CXU07_11710
ERR1913141.84413__1.84413	239935__A0A2N8INK7__Amuc_0521
ERR1913141.84488__1.84488	357276__D1K3K9__EL88_23995
ERR1913141.84514__1.84514	357276__I9QBT4__GV66_09000
ERR1913141.84585__1.84585	823__A0A073I1X2__DXD05_18820
ERR1913141.84528__1.84528	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913141.84703__1.84703	47678__A5ZI88__BACCAC_02617
ERR1913141.84649__1.84649	166486__C7GAX1__ERS852572_03188
ERR1913141.84678__1.84678	820__A0A174F696__macB_13
ERR1913141.84869__1.84869	818__R7KV41__Btheta7330_04616
ERR1913141.84886__1.84886	39492__D4JVZ6__truB
ERR1913141.84954__1.84954	820__R9I2U8__DXC68_09590
ERR1913141.85120__1.85120	39491__A0A395ZG74__licR
ERR1913141.85186__1.85186	239935__A0A2N8ITG2__Amuc_0335
ERR1913141.85214__1.85214	1550024__G9RPC6__TQ39_05630
ERR1913141.85252__1.85252	1262882__R5N526__BN519_01603
ERR1913141.85421__1.85421	47678__R5UPG7__C5Z00_18695
ERR1913141.85662__1.85662	239935__A0A2N8IVK9__CXU08_03750
ERR1913141.86080__1.86080	40518__R5DT93__DXD86_08730
ERR1913141.86147__1.86147	357276__C3R9Y0__HMPREF1064_01889
ERR1913141.86106__1.86106	394340__cfiA
ERR1913141.86156__1.86156	1550024__A0A0D8IY45__ASJ35_05575
ERR1913141.86177__1.86177	310298__B3JH49__BACCOP_01205
ERR1913141.86226__1.86226	47678__A5ZF31__DXB67_11050
ERR1913141.86331__1.86331	820__A0A174VD39__DXD90_12235
ERR1913141.86500__1.86500	1501391__GCA_000786575.1_00011
ERR1913141.86947__1.86947	820__A0A078STJ8__DXC68_04690
ERR1913141.87238__1.87238	1262882__R5MZZ3__BN519_00482
ERR1913141.87302__1.87302	116085__D4JAQ8__DW747_11420
ERR1913141.87443__1.87443	239935__A0A139TPG3__CXT86_08810
ERR1913141.87586__1.87586	328814__GCA_004558275.1_00014
ERR1913141.87595__1.87595	239935__A0A2N8I8X8__B5G29_00185
ERR1913141.87672__1.87672	35833__E5Y4N9__HMPREF0179_01151
ERR1913141.87769__1.87769	820__A0A3E4W4W5__ERS852554_02179
ERR1913141.87730__1.87730	1263107__GCA_000436995.1_00134
ERR1913141.88028__1.88028	1550024__A0A0D8IWU5__TQ39_13940
ERR1913141.88120__1.88120	823__A0A355XN36__DXB14_02385
ERR1913141.88156__1.88156	820__A0A3E5E0T0__ERS852554_00312
ERR1913141.88374__1.88374	39496__A5Z3N0__EUBVEN_00276
ERR1913141.88488__1.88488	328814__GCA_004558275.1_00014
ERR1913141.88646__1.88646	820__A0A174B4N2__M093_2531
ERR1913141.88742__1.88742	818__A0A3E5HN72__C799_03359
ERR1913141.88767__1.88767	239935__A0A139TPG3__CXT86_08810
