ERR1913223.13__1.13	28111__E5WZR2__HMPREF1016_02168
ERR1913223.54820__1.54820	88431__A0A174IEH2__DXB16_05910
ERR1913223.54869__1.54869	1262961__R6EH58__BN710_00506
ERR1913223.55034__1.55034	39491__A0A173VH71__ERS852497_01827
ERR1913223.55402__1.55402	45851__D4S2F2__BHV86_00830
ERR1913223.55493__1.55493	1262929__R6ETQ6__BN691_00919
ERR1913223.55524__1.55524	39485__C4Z355__ERS852490_01971
ERR1913223.55577__1.55577	40520__A0A3E4QB73__adrA
ERR1913223.55948__1.55948	1262882__R5MEN9__BN519_00201
ERR1913223.56101__1.56101	1263027__R6ZE67__BN699_02172
ERR1913223.56149__1.56149	39485__A0A174Z551__glnL
ERR1913223.56121__1.56121	1262911__R6H0U7__BN557_01104
ERR1913223.56263__1.56263	1262882__R5MPY4__BN519_01128
ERR1913223.56502__1.56502	2022527__A0A264Y4E4__CHL74_13040
ERR1913223.56638__1.56638	78258__E6K018__A200_02256
ERR1913223.56989__1.56989	371601__I9UUB0__SAMN04487924_11836
ERR1913223.57026__1.57026	45851__D4RYZ4__BHV86_03155
ERR1913223.57372__1.57372	1263027__R6ZJY5__BN699_00150
ERR1913223.57550__1.57550	45851__D4RWC1__BHV86_06985
ERR1913223.57585__1.57585	418240__A0A174AX68__ERS852478_00844
ERR1913223.57711__1.57711	88431__A0A174MU92__DXB16_00390
ERR1913223.58035__1.58035	1262930__R5ZZX8__BN693_02128
ERR1913223.58203__1.58203	357276__C3R9Y0__HMPREF1064_01889
ERR1913223.58340__1.58340	301302__A0A173UAS4__M72_15061
ERR1913223.58392__1.58392	165179__D1PEW8__DXB80_13775
ERR1913223.58518__1.58518	33043__A0A374K1H3__ykoD_2
ERR1913223.58541__1.58541	45851__D4RXA4__BUTYVIB_00455
ERR1913223.58671__1.58671	1262882__R5MYP8__BN519_00439
ERR1913223.58756__1.58756	1262825__R5E8Y7__BN724_02314
ERR1913223.58825__1.58825	39485__C4Z2X2__ERS852492_01808
ERR1913223.58938__1.58938	39485__R5ZT06__EUBELI_20526
ERR1913223.59031__1.59031	1262825__R5E1G0__BN724_01308
ERR1913223.59060__1.59060	45851__D4RZA1__rimI
ERR1913223.59163__1.59163	901__B6WSE5__DESPIG_01067
ERR1913223.59555__1.59555	1262825__R5E7C9__BN724_01626
ERR1913223.59768__1.59768	45851__D4S1P9__BUTYVIB_02021
ERR1913223.59833__1.59833	45851__D4S1R7__BUTYVIB_02039
ERR1913223.59931__1.59931	88431__A6BFJ3__ERS852408_01680
ERR1913223.59987__1.59987	45851__D4RZK8__BUTYVIB_01274
ERR1913223.60068__1.60068	46503__K5ZKR1__dnaB
ERR1913223.60372__1.60372	1897011__A0A1Q6REU8__BHW41_04300
ERR1913223.60456__1.60456	165179__D1PCU4__PREVCOP_05029
ERR1913223.60528__1.60528	1262992__R5DBP5__BN795_00200
ERR1913223.60676__1.60676	1262760__R5LR70__BN758_01365
ERR1913223.60758__1.60758	45851__D4RWC3__BUTYVIB_00254
ERR1913223.60780__1.60780	1965576__A0A1Y4LHB8__B5F19_10510
ERR1913223.60842__1.60842	1897011__A0A1Q6RI37__BHW41_00895
ERR1913223.60854__1.60854	1262886__R6QJJ7__BN563_01219
ERR1913223.60897__1.60897	1263107__GCA_000436995.1_00225
ERR1913223.61088__1.61088	172901__A0A2U1AVU0__C8D82_11776
ERR1913223.61116__1.61116	301301__A0A395V944__ERS852391_00514
ERR1913223.61209__1.61209	1262761__R6QMI9__BN606_00798
ERR1913223.61211__1.61211	2173__A5ULL1__Msm_0884
ERR1913223.61516__1.61516	45851__D4RZA1__rimI
ERR1913223.61565__1.61565	39491__C4ZGN3__DXB99_14175
ERR1913223.61537__1.61537	165179__A0A3E5DWZ6__DXC61_10880
ERR1913223.61576__1.61576	45851__D4RYC5__BHV86_01930
ERR1913223.61716__1.61716	39485__C4Z355__ERS852490_01971
ERR1913223.62074__1.62074	45851__D4S0F7__BUTYVIB_01576
ERR1913223.62266__1.62266	45851__D4RWG7__BUTYVIB_00298
ERR1913223.62389__1.62389	2293125__A0A374CCM7__DW917_05375
ERR1913223.62502__1.62502	33043__D5HFE5__ERS852445_00644
ERR1913223.62571__1.62571	45851__D4RZ84__BUTYVIB_01149
ERR1913223.62606__1.62606	328814__GCA_004558275.1_00992
ERR1913223.62613__1.62613	901__B6WXI1__DESPIGER_1636
ERR1913223.62671__1.62671	45851__D4RYI3__BHV86_01630
ERR1913223.62711__1.62711	1150298__A0A174HDJ7__ERS852535_00590
ERR1913223.63288__1.63288	39485__A0A174Z551__glnL
ERR1913223.63356__1.63356	39485__C4Z434__tilS
ERR1913223.63539__1.63539	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913223.63805__1.63805	165179__A0A3E5DWZ6__DXC61_10880
ERR1913223.63807__1.63807	344022__GeneID:3837315
ERR1913223.63850__1.63850	39485__C4Z1Y9__EUBELI_00143
ERR1913223.64011__1.64011	458033__GCA_001482755.1_02203
ERR1913223.64091__1.64091	1262760__R5LR70__BN758_01365
ERR1913223.64381__1.64381	28117__B0MSS1__ALIPUT_00273
ERR1913223.64435__1.64435	45851__D4S0P1__BUTYVIB_01660
ERR1913223.64558__1.64558	39485__C4Z1Y9__EUBELI_00143
ERR1913223.64728__1.64728	1897011__A0A1Q6RCX0__BHW41_05880
ERR1913223.64995__1.64995	33043__A0A173WWJ5__ERS852386_00339
ERR1913223.65131__1.65131	33043__A0A173QUI0__ERS852386_00036
ERR1913223.65220__1.65220	1628085__A0A374VUP1__C7386_10971
ERR1913223.65346__1.65346	172901__A0A2U1ASZ8__C8D82_1208
ERR1913223.65547__1.65547	165179__A0A3E5E7J5__DXC61_10360
ERR1913223.65710__1.65710	1262886__R6QP39__BN563_00737
ERR1913223.65822__1.65822	40520__R7D610__ERS852533_02951
ERR1913223.65834__1.65834	45851__R5LTE7__BHV86_04805
ERR1913223.66019__1.66019	1262761__R6RY17__BN606_01538
ERR1913223.66027__1.66027	165179__A0A229I1J2__DXB80_03950
ERR1913223.66071__1.66071	28111__E5WUX3__HMPREF1016_00550
ERR1913223.66089__1.66089	1262882__R5MIW5__BN519_00945
ERR1913223.66196__1.66196	45851__D4RZ86__BHV86_03570
ERR1913223.66365__1.66365	39485__R5ZRN3__ERS852490_00208
ERR1913223.66506__1.66506	1262825__R5ECD5__BN724_02213
ERR1913223.66555__1.66555	820__A0A174CG08__DXB62_13215
ERR1913223.66665__1.66665	2022527__A0A264YAF4__CHL74_02550
ERR1913223.66730__1.66730	853__A0A2A7B1Y7__C7K05_11930
ERR1913223.67122__1.67122	39485__A0A174YNV0__cheW_1
ERR1913223.67372__1.67372	1262761__R6QR25__BN606_01386
ERR1913223.67435__1.67435	28111__E5WYY8__HMPREF1016_01893
ERR1913223.67761__1.67761	39486__B0G542__DXB36_08545
ERR1913223.67703__1.67703	165179__A0A3E4SEG4__DXC61_11235
ERR1913223.67900__1.67900	45851__D4RWC1__BHV86_06985
ERR1913223.67858__1.67858	1262816__R6C169__BN687_01156
ERR1913223.67920__1.67920	45851__D4RWR5__BHV86_06295
ERR1913223.68066__1.68066	1262825__R5EA04__BN724_00076
ERR1913223.68255__1.68255	45851__D4RY62__BHV86_05035
ERR1913223.68285__1.68285	1262924__R7HPU8__BN585_00010
ERR1913223.68443__1.68443	39492__D4JW10__pppA
ERR1913223.68775__1.68775	39485__A0A174ZPH7__ERS852490_01992
ERR1913223.68882__1.68882	33043__A0A173SQ62__ERS852575_01610
ERR1913223.68938__1.68938	821__R9HFW2__DXD01_00365
ERR1913223.69004__1.69004	544645__A0A3E4TG71__DXC42_03425
ERR1913223.69029__1.69029	45851__D4RXA4__BUTYVIB_00455
ERR1913223.69273__1.69273	209880__A0A1G5V0L4__SAMN02910343_00270
ERR1913223.69347__1.69347	88431__A0A3D0EYA4__atpH
ERR1913223.69562__1.69562	563038__E9FLQ3__HMPREF0851_00386
ERR1913223.69721__1.69721	28130__E1KUS5__HMPREF0653_00256
ERR1913223.70171__1.70171	1262882__R5MMP8__BN519_01654
ERR1913223.70348__1.70348	1262924__R7HQV3__BN585_00017
ERR1913223.70369__1.70369	28116__C3QMW4__BACOVA_04147
ERR1913223.70476__1.70476	39485__C4Z434__tilS
ERR1913223.70481__1.70481	45851__D4S2U9__BHV86_05685
ERR1913223.70857__1.70857	165179__A0A3E5E6S6__DXB80_07575
ERR1913223.71010__1.71010	39485__C4Z0B2__EUBELI_01024
ERR1913223.71039__1.71039	33039__D4M6R9__truA_4
ERR1913223.71135__1.71135	39491__A0A173VYV1__DXC13_02710
ERR1913223.71690__1.71690	216816__A0A087AWM6__APK78_00765
ERR1913223.71726__1.71726	33039__A0A174Z4G4__ERS852530_00994
ERR1913223.72122__1.72122	165179__D1P9T6__PREVCOP_04016
ERR1913223.72167__1.72167	45851__D4RYB8__BHV86_01965
ERR1913223.72180__1.72180	1262760__R5LC36__BN758_01814
ERR1913223.72350__1.72350	45851__D4S2J5__BUTYVIB_02317
ERR1913223.72440__1.72440	45851__D4S080__BHV86_10275
ERR1913223.72569__1.72569	45851__D4RX09__BUTYVIB_00360
ERR1913223.72701__1.72701	291644__I9TEJ3__luxQ_1
ERR1913223.72863__1.72863	39491__A0A174K1W6__DXB99_15020
ERR1913223.72890__1.72890	45851__D4S1N9__BHV86_08300
ERR1913223.72912__1.72912	39492__A0A174ZG93__EUBSIR_00254
ERR1913223.73167__1.73167	45851__D4S1B2__BHV86_08920
ERR1913223.73175__1.73175	45851__D4RZ86__BHV86_03570
ERR1913223.73193__1.73193	45851__D4S1B2__BHV86_08920
ERR1913223.73276__1.73276	301302__R5V4M3__ERS852420_01171
ERR1913223.73619__1.73619	2173__P22350__Msm_0089
ERR1913223.73752__1.73752	45851__D4RYU3__BUTYVIB_01007
ERR1913223.74079__1.74079	2173__A0A1D2WST6__METSMIALI_00213
ERR1913223.74198__1.74198	39485__C4Z5L2__ERS852490_00659
ERR1913223.74348__1.74348	1150298__A0A174SLE6__mlc_1
ERR1913223.74376__1.74376	39485__A0A174YR79__EUBELI_20418
ERR1913223.74352__1.74352	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913223.74313__1.74313	39485__C4Z6I9__ERS852492_02038
ERR1913223.74491__1.74491	100886__A0A174M9X7__CATMIT_00555
ERR1913223.74506__1.74506	100886__A0A174KEC0__CATMIT_00757
ERR1913223.74600__1.74600	820__A0A1T4IY71__HMPREF2141_02402
ERR1913223.74743__1.74743	1262825__R5E8D2__BN724_02151
ERR1913223.74764__1.74764	712121__L1PJN9__HMPREF9061_00458
ERR1913223.74839__1.74839	2173__A5UNC4__METSMIALI_00562
ERR1913223.75072__1.75072	45851__D4RXC9__BUTYVIB_00480
ERR1913223.75089__1.75089	165179__A0A3E5DRF6__DXC61_00200
ERR1913223.75529__1.75529	1263006__R6LU28__BN515_01365
ERR1913223.75750__1.75750	2173__A5UJ58__BK798_03985
ERR1913223.75803__1.75803	39485__A0A174ZTY8__ycfH
ERR1913223.75876__1.75876	45851__D4RXN5__BUTYVIB_00586
ERR1913223.76017__1.76017	39485__R5ZVC3__ERS852490_00250
ERR1913223.76059__1.76059	39485__R5ZRN3__ERS852490_00208
ERR1913223.76113__1.76113	45851__D4S069__spoIVA
ERR1913223.76203__1.76203	45851__D4S2J5__BUTYVIB_02317
ERR1913223.76574__1.76574	1262760__R5LDI7__BN758_02041
ERR1913223.76959__1.76959	1262761__R6QZS1__BN606_01236
ERR1913223.77158__1.77158	45851__D4RYU3__BUTYVIB_01007
ERR1913223.77172__1.77172	1262761__R6QNF0__BN606_00930
ERR1913223.77297__1.77297	88431__A0A174EDE9__yxeP_2
ERR1913223.77444__1.77444	45851__D4S0D7__BUTYVIB_01556
ERR1913223.77683__1.77683	39491__C4Z9K7__EUBREC_0050
ERR1913223.77733__1.77733	39491__A0A395UWA3__DXB69_11805
ERR1913223.77938__1.77938	1262825__R5EKU7__BN724_00483
ERR1913223.78165__1.78165	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913223.78184__1.78184	39492__A0A174ZHV5__msbA_2
ERR1913223.78316__1.78316	2173__A5UNC4__METSMIALI_00562
ERR1913223.78282__1.78282	28052__R5HJU0__ERS852451_00148
ERR1913223.78422__1.78422	410072__A0A173XQG6__ERS852574_01620
ERR1913223.78655__1.78655	45851__D4RXL7__BUTYVIB_00568
ERR1913223.78722__1.78722	45851__D4S1B2__BHV86_08920
ERR1913223.78796__1.78796	1262760__R5LSJ2__BN758_01510
ERR1913223.78877__1.78877	76517__A7I350__CHAB381_1392
ERR1913223.79015__1.79015	40520__R7DB69__lgt_1
ERR1913223.79049__1.79049	39485__A0A174ZA72__glgB_1
ERR1913223.79285__1.79285	45851__D4RYR7__BHV86_05495
ERR1913223.79297__1.79297	45851__D4S1P9__BUTYVIB_02021
ERR1913223.80050__1.80050	2173__A0A1D2WXL5__BK798_03965
ERR1913223.80120__1.80120	39491__A0A2U2EI54__DXD95_12010
ERR1913223.80500__1.80500	45851__D4S283__BUTYVIB_02205
ERR1913223.80699__1.80699	1262961__R6E0C8__BN710_00049
ERR1913223.80727__1.80727	39485__A0A174Z8V5__fliU_2
ERR1913223.80777__1.80777	45851__D4RZ40__BHV86_03390
ERR1913223.80815__1.80815	853__A0A3E2U7E6__ERS852582_01640
ERR1913223.80821__1.80821	45851__D4RWC3__BUTYVIB_00254
ERR1913223.80999__1.80999	1262886__R6QH57__BN563_00493
ERR1913223.81014__1.81014	1262760__R5LA93__BN758_01520
ERR1913223.80971__1.80971	39491__A0A396FNY7__LD38_16155
ERR1913223.81166__1.81166	39485__C4Z355__ERS852490_01971
ERR1913223.81179__1.81179	45851__D4RWC5__BHV86_07005
ERR1913223.81276__1.81276	1262761__R6QUS0__BN606_00152
ERR1913223.81532__1.81532	39485__A0A174YR99__ERS852492_00943
ERR1913223.81590__1.81590	1262743__R5C348__BN727_00450
ERR1913223.81600__1.81600	165179__A0A3E5E189__PREVCOP_06699
ERR1913223.81613__1.81613	820__A0A3E4RU03__M093_0563
ERR1913223.81622__1.81622	45851__D4RYU0__BHV86_05340
ERR1913223.81650__1.81650	1262961__R6DZ72__BN710_00832
ERR1913223.81690__1.81690	39485__A0A174YYW2__benM
ERR1913223.81890__1.81890	165179__R6CJG8__DXC61_09290
ERR1913223.82212__1.82212	454154__G5ST89__HMPREF9441_02589
ERR1913223.82308__1.82308	1262961__R6DN27__BN710_00738
ERR1913223.82322__1.82322	1262761__R6RB66__BN606_01964
ERR1913223.82540__1.82540	165179__A0A174IYW3__DXC61_01235
ERR1913223.82928__1.82928	39491__A0A395ZHW3__ERS852417_01359
ERR1913223.82934__1.82934	1262825__R5EJN3__BN724_01839
ERR1913223.82942__1.82942	39485__A0A1Q6PGI7__pehX_3
ERR1913223.83104__1.83104	1262761__R6QMC1__BN606_00771
ERR1913223.83120__1.83120	33043__A0A174BLU4__ERS852386_02221
ERR1913223.83405__1.83405	410072__A0A173YGR9__ERS852389_00952
ERR1913223.83504__1.83504	1262992__R5CXM8__BN795_01024
ERR1913223.83507__1.83507	45851__D4RWN7__BHV86_06150
ERR1913223.83605__1.83605	45851__D4RYU0__BHV86_05340
ERR1913223.83623__1.83623	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913223.83917__1.83917	166486__D4KU79__ROSINTL182_06970
ERR1913223.84282__1.84282	45851__D4RWS3__BUTYVIB_00110
ERR1913223.84346__1.84346	45851__D4RW73__BHV86_06745
ERR1913223.84565__1.84565	39491__A0A396FGM9__fliU_1
ERR1913223.84647__1.84647	165179__A0A174MTF2__DXC61_13200
ERR1913223.85086__1.85086	853__E2ZGD9__C7J97_11715
ERR1913223.85231__1.85231	39485__A0A174ZNZ2__ERS852492_02345
ERR1913223.85593__1.85593	40520__R7DAY0__RUMOBE_02674
ERR1913223.85763__1.85763	165179__D1PCT4__DXB80_09470
ERR1913223.85833__1.85833	1262825__R5E9N9__BN724_00335
ERR1913223.85969__1.85969	39485__R6A1W2__ERS852490_01584
ERR1913223.86412__1.86412	45851__D4RYA4__BHV86_02030
ERR1913223.86433__1.86433	1796613__A0A1C7GYD6__A4V03_03700
ERR1913223.86580__1.86580	1262825__R5ECD0__BN724_02208
ERR1913223.86598__1.86598	45851__D4RWN6__BUTYVIB_00072
ERR1913223.86801__1.86801	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913223.86779__1.86779	1262886__R6QHD5__BN563_00547
ERR1913223.86850__1.86850	165179__D1PE06__DXC61_05975
ERR1913223.86854__1.86854	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913223.87043__1.87043	45851__D4RWR5__BHV86_06295
ERR1913223.87046__1.87046	1262911__R6GKS1__BN557_00184
ERR1913223.87394__1.87394	165179__A0A3E5DR10__DXC61_03505
ERR1913223.87509__1.87509	821__A0A174V2F3__NCTC10583_01474
ERR1913223.87560__1.87560	39485__R5ZNG4__yerB
ERR1913223.87705__1.87705	1262911__R6GUQ4__BN557_01581
ERR1913223.87884__1.87884	33043__D5HIU3__ERS852386_01914
ERR1913223.87870__1.87870	1262760__R5LYI8__BN758_00227
ERR1913223.87935__1.87935	88431__A0A3D0EWY9__ERS852423_01238
ERR1913223.88243__1.88243	45851__D4S069__spoIVA
ERR1913223.88249__1.88249	100886__E2NQW1__murB
ERR1913223.88421__1.88421	45851__D4S0F7__BUTYVIB_01576
ERR1913223.88671__1.88671	39485__A0A174ZPJ9__tig_2
ERR1913223.88942__1.88942	1262882__R5MND9__BN519_00831
ERR1913223.89029__1.89029	384639__GCA_003096855.1_00975
ERR1913223.89181__1.89181	39496__A5Z612__EUBVEN_01144
ERR1913223.89232__1.89232	45851__D4RZD5__BUTYVIB_01201
ERR1913223.89320__1.89320	39485__C4Z6V1__ERS852492_02640
ERR1913223.89525__1.89525	1262882__R5MQW1__BN519_01295
ERR1913223.89456__1.89456	39485__A0A174Z8V5__fliU_2
ERR1913223.89622__1.89622	853__E2ZJT1__C4N23_03535
ERR1913223.89722__1.89722	28111__R5JUE8__HMPREF1016_02680
ERR1913223.90062__1.90062	39485__A0A174YVS4__EUBELI_00620
ERR1913223.90075__1.90075	1262911__R6H0U7__BN557_01104
ERR1913223.90141__1.90141	100886__A0A174M1T3__yijE
ERR1913223.90168__1.90168	2292352__A0A374UKE7__DXC23_09500
ERR1913223.90240__1.90240	1262760__R5L6L4__BN758_00893
ERR1913223.90330__1.90330	357276__A0A0M1VXQ9__BSEG_00942
ERR1913223.90405__1.90405	39491__C4ZF05__vpr
ERR1913223.90450__1.90450	45851__R5LJL1__BHV86_09305
ERR1913223.90564__1.90564	1262930__R6AR84__BN693_01414
ERR1913223.90692__1.90692	1284775__A0A095Y4Z7__HMPREF1640_07200
ERR1913223.90853__1.90853	1897011__A0A1Q6RDI2__BHW41_05530
ERR1913223.90927__1.90927	165179__A0A174SA26__PREVCOP_05758
ERR1913223.91351__1.91351	1358__A0A0M2ZQD4__BW156_10070
ERR1913223.91444__1.91444	39491__A0A173QT73__alaS_2
ERR1913223.91801__1.91801	1262992__R5CXM8__BN795_01024
ERR1913223.91846__1.91846	1263006__R6LRF6__BN515_00540
ERR1913223.91849__1.91849	1472761__GCA_002159295.1_00742
ERR1913223.92174__1.92174	1262959__R5YSA1__BN680_00535
ERR1913223.92258__1.92258	45851__D4S200__BHV86_07815
ERR1913223.92486__1.92486	572010__fusA
ERR1913223.92543__1.92543	45851__D4S2F2__BHV86_00830
ERR1913223.92622__1.92622	1263006__R6MPG9__BN515_01866
ERR1913223.92707__1.92707	2292352__A0A374UKE7__DXC23_09500
ERR1913223.92912__1.92912	1262760__R5LGF2__BN758_01739
ERR1913223.93046__1.93046	39492__A0A174ZHV5__msbA_2
ERR1913223.93022__1.93022	45851__D4S283__BUTYVIB_02205
ERR1913223.93142__1.93142	165179__R6PU83__CFT61_14275
ERR1913223.93316__1.93316	1262760__R5LMB9__BN758_00399
ERR1913223.93468__1.93468	116085__D4J8I1__DW747_08935
ERR1913223.93690__1.93690	45851__D4RXN5__BUTYVIB_00586
ERR1913223.93706__1.93706	1262886__R6Q824__BN563_00941
ERR1913223.93873__1.93873	45851__D4RZ86__BHV86_03570
ERR1913223.93916__1.93916	1262911__R6H054__BN557_00908
ERR1913223.93986__1.93986	28052__R5HJU0__ERS852451_00148
ERR1913223.93922__1.93922	165179__A0A174MTF2__DXC61_13200
ERR1913223.94002__1.94002	1262882__R5MLP5__BN519_01602
ERR1913223.93948__1.93948	1262927__R7EX56__BN677_00089
ERR1913223.94290__1.94290	45851__D4RZ27__BHV86_03325
ERR1913223.94383__1.94383	45851__D4RZ17__BUTYVIB_01081
ERR1913223.94436__1.94436	165179__A0A174MTF2__DXC61_13200
ERR1913223.94634__1.94634	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913223.94636__1.94636	39491__A0A395ZHW3__ERS852417_01359
ERR1913223.94688__1.94688	45851__D4RWC6__BHV86_07010
ERR1913223.95058__1.95058	45851__D4S2F2__BHV86_00830
ERR1913223.95094__1.95094	821__E5UY21__C800_02204
ERR1913223.95206__1.95206	1262761__R6QWS5__BN606_02019
ERR1913223.95504__1.95504	33043__D5HHT2__ERS852445_02796
ERR1913223.95582__1.95582	1262961__R6E2L3__BN710_00999
ERR1913223.95651__1.95651	384638__B7AT14__BACPEC_01282
ERR1913223.95632__1.95632	33043__D5HHT0__ERS852445_02798
ERR1913223.95754__1.95754	33043__D5HDY1__cdd
ERR1913223.95766__1.95766	39485__C4Z6U7__EUBELI_20545
ERR1913223.95932__1.95932	853__C7H7F5__DWZ46_01780
ERR1913223.96040__1.96040	39488__A0A374NU89__ERS852578_02475
ERR1913223.96149__1.96149	165179__A0A174W369__PREVCOP_04548
ERR1913223.96295__1.96295	1262911__R6H1D2__BN557_00855
ERR1913223.96379__1.96379	418240__A0A173WVP8__acm
ERR1913223.96408__1.96408	1262992__R5D4X3__BN795_00699
ERR1913223.96440__1.96440	165179__R6C3K4__PREVCOP_05795
ERR1913223.96456__1.96456	216816__A0A0A6VPB9__B624_1780
ERR1913223.96665__1.96665	706562__GCA_900112995.1_01884
ERR1913223.96782__1.96782	165179__A0A174SR12__DXB80_04410
ERR1913223.96894__1.96894	1263006__R6LR21__BN515_00462
ERR1913223.97188__1.97188	1262825__R5ED15__BN724_00006
ERR1913223.97569__1.97569	1262911__R6H2J2__BN557_01228
ERR1913223.97654__1.97654	853__A8S882__C4N23_07600
ERR1913223.97763__1.97763	39485__A0A174Z501__EUBELI_00678
ERR1913223.97816__1.97816	853__D4JY61__C4N21_10560
ERR1913223.97878__1.97878	45851__D4RZK8__BUTYVIB_01274
ERR1913223.98215__1.98215	1262761__R6RU22__BN606_01110
ERR1913223.98492__1.98492	165179__D1PEW8__DXB80_13775
ERR1913223.98529__1.98529	39485__C4Z355__ERS852490_01971
ERR1913223.98617__1.98617	165179__A0A174WRI9__DXB80_04870
ERR1913223.98642__1.98642	357276__I9RAC4__BSEG_00561
ERR1913223.98759__1.98759	821__A0A174V2F3__NCTC10583_01474
ERR1913223.98791__1.98791	1262882__R5MNC1__BN519_00818
ERR1913223.98865__1.98865	1262825__R5E090__BN724_01145
ERR1913223.98897__1.98897	45851__D4RZ27__BHV86_03325
ERR1913223.98952__1.98952	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913223.98984__1.98984	45851__D4S0C7__BHV86_10030
ERR1913223.99061__1.99061	33039__D4M6R8__bglB_8
ERR1913223.99207__1.99207	1262816__R6CWF5__BN687_01554
ERR1913223.99213__1.99213	1262760__R5LMW6__BN758_00680
ERR1913223.99411__1.99411	39491__A0A395UXH0__EUBREC_0021
ERR1913223.99433__1.99433	33043__A0A174AEP1__apr
ERR1913223.99531__1.99531	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913223.99537__1.99537	1262882__R5MHQ8__BN519_00707
ERR1913223.99543__1.99543	1262961__R6EH58__BN710_00506
ERR1913223.99588__1.99588	1262882__R5MSQ8__BN519_01647
ERR1913223.99633__1.99633	45851__D4RXL5__BHV86_02950
ERR1913223.99824__1.99824	1262760__R5L6U4__BN758_00921
ERR1913223.100044__1.100044	45851__D4RWS3__BUTYVIB_00110
ERR1913223.100174__1.100174	45851__D4S0B1__BHV86_10120
ERR1913223.100505__1.100505	45851__D4RZ84__BUTYVIB_01149
ERR1913223.100574__1.100574	1262882__R5N1T9__BN519_00804
ERR1913223.100834__1.100834	2173__A0A1D2WXY3__BK798_04185
ERR1913223.101069__1.101069	39485__A0A174YVS4__EUBELI_00620
ERR1913223.101164__1.101164	88431__A0A3D0F1X8__ERS852408_00673
ERR1913223.101345__1.101345	1262760__R5LYQ1__BN758_00266
ERR1913223.101551__1.101551	1263006__R6LU28__BN515_01365
ERR1913223.101696__1.101696	40518__R5DZC6__mreC
ERR1913223.101712__1.101712	45851__D4RZ27__BHV86_03325
ERR1913223.101898__1.101898	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913223.102062__1.102062	1263000__R5ER71__BN466_00316
ERR1913223.102063__1.102063	166486__D4KYW5__ROSINTL182_05595
ERR1913223.102115__1.102115	544645__A0A1Y3VSJ1__DXC42_08580
ERR1913223.102130__1.102130	45851__D4S0P6__BUTYVIB_01665
ERR1913223.102205__1.102205	39485__A0A174ZBK4__ERS852490_01585
ERR1913223.102224__1.102224	2173__A5UK74__pyrP
ERR1913223.102225__1.102225	1262760__R5LDI7__BN758_02041
ERR1913223.103014__1.103014	45851__D4S1B2__BHV86_08920
ERR1913223.103060__1.103060	1297617__A0A0S2W8C3__C7373_10789
ERR1913223.103183__1.103183	853__A0A173YYY4__DWZ04_09420
ERR1913223.103205__1.103205	410072__A0A174J5N8__sbcC
ERR1913223.103244__1.103244	1262961__R6E2L3__BN710_00999
ERR1913223.103250__1.103250	165179__A0A3E5DRF6__DXC61_00200
ERR1913223.103371__1.103371	821__A0A395UNT8__DXD64_15275
ERR1913223.103576__1.103576	45851__D4RY78__BUTYVIB_00783
ERR1913223.103648__1.103648	31971__R7G8W9__ptbA
ERR1913223.103684__1.103684	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913223.103661__1.103661	165179__A0A3E5E9I4__DXB80_09745
ERR1913223.103723__1.103723	100886__R7GN92__CATMIT_00650
ERR1913223.104344__1.104344	39491__A0A396FKG5__DXB76_07455
ERR1913223.104802__1.104802	626940__E8LCA4__BHW43_01520
ERR1913223.104923__1.104923	39485__A0A174Z501__EUBELI_00678
ERR1913223.105074__1.105074	1262760__R5LTZ6__BN758_01715
ERR1913223.105079__1.105079	1262882__R5MJM8__BN519_01064
ERR1913223.105690__1.105690	1262911__R6GKX4__BN557_01388
ERR1913223.105768__1.105768	1262882__R5N1T9__BN519_00804
ERR1913223.105828__1.105828	1262825__R5DZJ8__BN724_01044
ERR1913223.105817__1.105817	45851__D4S141__BHV86_05760
ERR1913223.105905__1.105905	1262961__R6E698__BN710_01517
ERR1913223.106103__1.106103	33043__A0A173QXC2__hyaD_1
ERR1913223.106116__1.106116	39485__A0A174ZA08__EUBELI_01019
ERR1913223.106172__1.106172	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913223.106409__1.106409	39485__C4Z0T2__ykvU
ERR1913223.106555__1.106555	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913223.106738__1.106738	572010__nifJ
ERR1913223.106997__1.106997	39485__A0A174Z9M2__yhbU_1
ERR1913223.107283__1.107283	165179__A0A3E5DWZ6__DXC61_10880
ERR1913223.107353__1.107353	33043__D5HIC8__vspIM
ERR1913223.107455__1.107455	1262825__R5ECD5__BN724_02213
ERR1913223.107526__1.107526	1262761__R6QXE4__BN606_02110
