ERR1913299.35__1.35	28052__A0A174HF53__ERS852499_00436
ERR1913299.25583__1.25583	853__A0A173YYY4__DWZ04_09420
ERR1913299.25598__1.25598	39492__D4JR20__trmD
ERR1913299.25533__1.25533	28052__A0A174MGP2__lyc_2
ERR1913299.25614__1.25614	823__K6AMD2__B5F32_04565
ERR1913299.25627__1.25627	28052__A0A174JNB2__ERS852499_01122
ERR1913299.25660__1.25660	291644__I8Z302__HMPREF1532_01182
ERR1913299.25738__1.25738	357276__A0A0K2HF54__HMPREF1063_03537
ERR1913299.25739__1.25739	39491__A0A174EQV2__DXB69_10230
ERR1913299.25746__1.25746	28111__E5WVZ4__NCTC11155_02635
ERR1913299.25903__1.25903	39492__D4MMZ8__ERS852540_01407
ERR1913299.25942__1.25942	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913299.26083__1.26083	39492__D4JVN3__spsA
ERR1913299.26141__1.26141	28052__A0A174IKM0__ERS852499_00833
ERR1913299.26221__1.26221	39492__D4JRV7__EUBSIR_01513
ERR1913299.26195__1.26195	820__A0A3E4VZT7__DXB48_16145
ERR1913299.26419__1.26419	204516__U6RFV1__HMPREF1534_02560
ERR1913299.26424__1.26424	39492__A0A174Z2N0__EUBSIR_01615
ERR1913299.26443__1.26443	820__I9TWZ7__DXC80_10550
ERR1913299.26444__1.26444	40518__R5DS23__DXD86_01715
ERR1913299.26533__1.26533	39492__D4JRZ7__smc
ERR1913299.26568__1.26568	39492__D4JWY5__rpe
ERR1913299.26646__1.26646	357276__B6W5Q7__DXD47_13945
ERR1913299.26653__1.26653	40518__R5DUG7__sbcC
ERR1913299.26836__1.26836	853__A0A2A7A4A9__C4N21_14870
ERR1913299.26930__1.26930	39491__A0A395ZHV7__ykvU
ERR1913299.26995__1.26995	1262915__R6HNJ1__BN574_00913
ERR1913299.27065__1.27065	292800__G9YSV5__HMPREF9460_03325
ERR1913299.27210__1.27210	28116__A0A1Y4PEX5__DXF98_25295
ERR1913299.27223__1.27223	360807__A0A396AFY2__ERS852444_00427
ERR1913299.27259__1.27259	39491__A0A395ZF49__DXB69_05290
ERR1913299.27388__1.27388	239935__A0A2N8INK7__Amuc_0521
ERR1913299.27614__1.27614	39491__A0A173U130__ERE_16110
ERR1913299.27563__1.27563	39491__A0A395ZE48__DXB76_02395
ERR1913299.27634__1.27634	166486__D4KWT3__ROSINTL182_05973
ERR1913299.27955__1.27955	820__A0A3E4VXP2__yesR
ERR1913299.28046__1.28046	39492__D4JW25__EUBSIR_02203
ERR1913299.28151__1.28151	166486__D4KUE4__ROSINTL182_08606
ERR1913299.28232__1.28232	1297617__A0A2U1CCU1__IB211_01060
ERR1913299.28233__1.28233	823__A0A355XF06__B5F32_11480
ERR1913299.28292__1.28292	39492__D4MJF3__EUBSIR_02248
ERR1913299.28323__1.28323	823__A0A069SAX6__ERS852380_00710
ERR1913299.28339__1.28339	28052__A0A174MH21__ERS852499_01905
ERR1913299.28341__1.28341	820__A0A139K2N9__DXB62_12420
ERR1913299.28481__1.28481	820__R7E9Z4__DXC68_06065
ERR1913299.28652__1.28652	39492__B0MNU1__ERS852540_02349
ERR1913299.28662__1.28662	39491__D6E4H2__DXB99_00485
ERR1913299.28707__1.28707	39491__A0A395UZ89__DXB72_12805
ERR1913299.28692__1.28692	204516__U6RPN2__HMPREF1534_00368
ERR1913299.28801__1.28801	28052__A0A174YNE8__ERS852451_00845
ERR1913299.28851__1.28851	1965576__A0A1Y4LM34__B5F19_03815
ERR1913299.28872__1.28872	39492__B0MNL5__phoR_1
ERR1913299.28922__1.28922	35833__S2KT27__HMPREF0179_05324
ERR1913299.29029__1.29029	39492__D4JUD7__EUBSIR_01877
ERR1913299.29035__1.29035	166486__D4L301__ROSINTL182_06234
ERR1913299.29105__1.29105	820__A0A1T4IYF4__mprA_1
ERR1913299.29114__1.29114	39492__D4JW25__EUBSIR_02203
ERR1913299.29165__1.29165	39491__C4ZHS4__EUR_24420
ERR1913299.29279__1.29279	39492__D4JWB3__EUBSIR_00040
ERR1913299.29239__1.29239	214856__A0A174ZJU0__ERS852559_00619
ERR1913299.29241__1.29241	39491__A0A396FFW0__ERE_10580
ERR1913299.29313__1.29313	28117__B0MVL5__BHV66_01660
ERR1913299.29355__1.29355	39492__D4JRM9__bglB_2
ERR1913299.29369__1.29369	291644__I9TL83__HMPREF1532_00872
ERR1913299.29444__1.29444	28116__I9AKR7__DXA80_22960
ERR1913299.29513__1.29513	39491__C4Z9E9__T1815_12341
ERR1913299.29517__1.29517	39492__D4JTB5__EUBSIR_01720
ERR1913299.29519__1.29519	239935__A0A2N8HQR1__Amuc_0287
ERR1913299.29584__1.29584	40520__R7DA92__DXC87_13515
ERR1913299.29594__1.29594	39492__D4MJF3__EUBSIR_02248
ERR1913299.29631__1.29631	820__A7V470__HMPREF1072_02076
ERR1913299.29644__1.29644	39492__D4JX40__EUBSIR_00020
ERR1913299.29703__1.29703	39492__D4JXA0__ERS852540_02538
ERR1913299.29711__1.29711	214856__A0A174ZJU0__ERS852559_00619
ERR1913299.29778__1.29778	1262882__R5MH81__BN519_00748
ERR1913299.29795__1.29795	35833__E5Y1X0__HMPREF0179_00179
ERR1913299.29860__1.29860	820__A0A174LJB2__HMPREF1072_04112
ERR1913299.29883__1.29883	28111__E5WUU3__HMPREF1016_00520
ERR1913299.29884__1.29884	291644__I9HP97__HMPREF1532_00061
ERR1913299.29943__1.29943	28052__A0A174HUY2__ERS852451_01601
ERR1913299.30065__1.30065	39492__D4JTL0__EUBSIR_01428
ERR1913299.30121__1.30121	357276__B6W1J2__BACDOR_03380
ERR1913299.30125__1.30125	39492__D4JSB6__ERS852540_00627
ERR1913299.30215__1.30215	1965570__A0A1Y4N9M9__B5F08_08420
ERR1913299.30294__1.30294	39492__D4JU56__hemZ
ERR1913299.30304__1.30304	39492__D4MMZ8__ERS852540_01407
ERR1913299.30401__1.30401	39492__D4JTG7__EUBSIR_00572
ERR1913299.30429__1.30429	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913299.30519__1.30519	357276__I9G0T7__BACDOR_04266
ERR1913299.30592__1.30592	204516__U6RFU0__HMPREF1534_02545
ERR1913299.30573__1.30573	39492__D4JSU6__dacB_3
ERR1913299.30703__1.30703	39492__D4JVX0__udk
ERR1913299.30785__1.30785	820__A0A174CG08__DXB62_13215
ERR1913299.30863__1.30863	820__A0A1Q6IDS8__chtA
ERR1913299.30885__1.30885	39491__A0A395UWZ1__DXC13_02175
ERR1913299.30951__1.30951	39492__D4JRM4__tap_5
ERR1913299.30981__1.30981	39492__D4JSU6__dacB_3
ERR1913299.31027__1.31027	338188__K5BUA5__HMPREF1057_00422
ERR1913299.31060__1.31060	39491__A0A174K9A3__DXB69_07785
ERR1913299.31074__1.31074	39492__D4JVZ6__truB
ERR1913299.31169__1.31169	39492__D4JV86__spoIIE
ERR1913299.31145__1.31145	706562__GCA_900112995.1_02104
ERR1913299.31386__1.31386	39485__R5ZRN3__ERS852490_00208
ERR1913299.31402__1.31402	820__R9I2U8__DXC68_09590
ERR1913299.31409__1.31409	338188__C9KTR3__BACFIN_05566
ERR1913299.31562__1.31562	39492__D4JRV7__EUBSIR_01513
ERR1913299.31621__1.31621	487174__K0XA48__DDY40_03955
ERR1913299.31693__1.31693	301302__R5VFU2__xynA1
ERR1913299.31793__1.31793	39492__D4JQM9__EUBSIR_00669
ERR1913299.31811__1.31811	28052__A0A174KBY5__slyD
ERR1913299.31823__1.31823	360807__C0FR69__ERS852392_01939
ERR1913299.31843__1.31843	204516__U6RFU0__HMPREF1534_02545
ERR1913299.31959__1.31959	39492__R6RYB8__ERS852540_00322
ERR1913299.31999__1.31999	39491__A0A395UUN5__EUBREC_0291
ERR1913299.32154__1.32154	39492__D4JUP6__ERS852540_01404
ERR1913299.32243__1.32243	28052__A0A174GEH2__ERS852451_00507
ERR1913299.32415__1.32415	239935__A0A2N8IEP3__CXT84_03735
ERR1913299.32546__1.32546	357276__I9R2M6__BSEG_03499
ERR1913299.32571__1.32571	556259__E5C7G5__BSGG_0441
ERR1913299.32622__1.32622	820__A7VAR9__ERS852421_00197
ERR1913299.32661__1.32661	823__A0A355XKR1__DHP27_04035
ERR1913299.32759__1.32759	39492__D4JTL0__EUBSIR_01428
ERR1913299.32783__1.32783	1262911__R6GS52__BN557_00834
ERR1913299.32998__1.32998	28111__E5WYC8__BACEGG_00347
ERR1913299.33011__1.33011	39492__D4JTG7__EUBSIR_00572
ERR1913299.33041__1.33041	39492__D4JVG7__ERS852540_00946
ERR1913299.33157__1.33157	626929__F3PKG7__SAMN05444376_0720
ERR1913299.33177__1.33177	39491__D4JMW8__ERS852497_01971
ERR1913299.33182__1.33182	39492__D4JRR5__ERS852540_02089
ERR1913299.33255__1.33255	706562__GCA_900112995.1_02231
ERR1913299.33292__1.33292	39492__A0A174Z2N0__EUBSIR_01615
ERR1913299.33495__1.33495	39492__D4JVC7__yfgF
ERR1913299.33583__1.33583	39492__B0MM84__lgt
ERR1913299.33654__1.33654	357276__I9RHT4__EL88_09235
ERR1913299.33673__1.33673	39492__D4JVG7__ERS852540_00946
ERR1913299.33692__1.33692	166486__D4KX18__ROSINTL182_07596
ERR1913299.33734__1.33734	39492__D4JRZ7__smc
ERR1913299.33831__1.33831	626929__F3PIZ9__B5F24_03600
ERR1913299.33810__1.33810	671266__GCA_004801615.1_00763
ERR1913299.34015__1.34015	820__A7V9F9__B5G17_14640
ERR1913299.34077__1.34077	823__A0A355XPA0__DXB14_05710
ERR1913299.34184__1.34184	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913299.34195__1.34195	28052__R7NDF6__ERS852499_01807
ERR1913299.34252__1.34252	706562__GCA_900112995.1_02127
ERR1913299.34268__1.34268	820__A0A3E4W9D9__B5G17_12400
ERR1913299.34352__1.34352	39492__D4JVC7__yfgF
ERR1913299.34405__1.34405	39492__R6RT40__prkC_3
ERR1913299.34473__1.34473	853__A0A2J4JL53__CRH10_10795
ERR1913299.34609__1.34609	28052__R7NDD4__ywtF
ERR1913299.34616__1.34616	39492__D4JV38__EUBSIR_01205
ERR1913299.34739__1.34739	39492__D4JTI1__EUBSIR_01463
ERR1913299.34765__1.34765	301302__R5UNJ6__M72_26701
ERR1913299.34802__1.34802	39492__D4JRY3__EUBSIR_01473
ERR1913299.34907__1.34907	204516__U6RFB2__HMPREF1534_01733
ERR1913299.34975__1.34975	39491__C4Z8S1__DXB76_06750
ERR1913299.35018__1.35018	39491__A0A395ZDC6__addB
ERR1913299.35068__1.35068	39492__D4JQY4__EUBSIR_01325
ERR1913299.35210__1.35210	823__A0A174EFT7__luxQ_5
ERR1913299.35344__1.35344	820__A0A139K4W1__M093_0353
ERR1913299.35358__1.35358	28118__F9ZAB2__SAMEA44545918_01079
ERR1913299.35571__1.35571	39492__D4JSS9__btuF
ERR1913299.35556__1.35556	853__C7H7F5__DWZ46_01780
ERR1913299.35588__1.35588	39492__B0MN61__epsF_2
ERR1913299.35777__1.35777	39492__R6SA81__EUBSIR_00402
ERR1913299.35783__1.35783	39492__D4JUR4__ERS852540_01427
ERR1913299.35977__1.35977	821__I9R3W6__DXC16_12455
ERR1913299.36073__1.36073	338188__R6S8N0__BACFIN_06127
ERR1913299.36090__1.36090	39492__D4JRM9__bglB_2
ERR1913299.36091__1.36091	338188__R6RT73__HMPREF1057_02828
ERR1913299.36243__1.36243	39492__D4JWI6__EUBSIR_01073
ERR1913299.36549__1.36549	29361__B6FRT6__CLONEX_02860
ERR1913299.36671__1.36671	39492__A0A175A133__cycB_1
ERR1913299.36675__1.36675	39491__A0A395ZE48__DXB76_02395
ERR1913299.36711__1.36711	166486__D4L1D8__ROSINTL182_06455
ERR1913299.36764__1.36764	39492__D4JTJ1__EUBSIR_01453
ERR1913299.36769__1.36769	39491__C4ZAT2__ERE_28440
ERR1913299.36784__1.36784	166486__D4L337__msbA_4
ERR1913299.36859__1.36859	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913299.36919__1.36919	39492__D4JVW2__EUBSIR_02285
ERR1913299.37001__1.37001	820__A0A139KH21__DXC80_01780
ERR1913299.37022__1.37022	39492__D4JVX0__udk
ERR1913299.36934__1.36934	39492__D4JSU6__dacB_3
ERR1913299.36968__1.36968	39492__D4JQS6__ykoD
ERR1913299.37047__1.37047	28052__A0A174NHE1__spoIIIE
ERR1913299.37053__1.37053	1550024__G9RWW8__TQ39_12140
ERR1913299.37113__1.37113	39492__A0A174ZG93__EUBSIR_00254
ERR1913299.37120__1.37120	39492__D4JUP6__ERS852540_01404
ERR1913299.37138__1.37138	301302__R5VG21__M72_16591
ERR1913299.37178__1.37178	39491__A0A3E4E7C5__DXB69_03255
ERR1913299.37215__1.37215	39492__A0A174ZG93__EUBSIR_00254
ERR1913299.37302__1.37302	1780381__A0A143ZNN9__lysC_1
ERR1913299.37412__1.37412	292800__G9YWZ8__A4U99_12635
ERR1913299.37473__1.37473	39491__R6TQ09__DXC13_03010
ERR1913299.37600__1.37600	39492__D4JUJ6__ssuB_2
ERR1913299.37705__1.37705	649756__D4MV98__ERS852475_00895
ERR1913299.37723__1.37723	39491__A0A395UYA6__EUBREC_0408
ERR1913299.37725__1.37725	39492__D4JR58__EUBSIR_02090
ERR1913299.37854__1.37854	166486__D4KJ39__ERS852572_02622
ERR1913299.37902__1.37902	40518__R5E6N4__DXD93_01325
ERR1913299.37967__1.37967	820__A0A3E4VXP2__yesR
ERR1913299.38351__1.38351	823__D0TCC2__HMPREF1075_01590
ERR1913299.38586__1.38586	39492__D4JT68__spoIIIE
ERR1913299.38637__1.38637	820__A0A1T4IYF4__mprA_1
ERR1913299.38721__1.38721	39492__D4JU30__EUBSIR_00838
ERR1913299.38800__1.38800	39492__D4JWI6__EUBSIR_01073
ERR1913299.38805__1.38805	39491__A0A395ZF49__DXB69_05290
ERR1913299.38779__1.38779	39492__D4JVG7__ERS852540_00946
ERR1913299.38782__1.38782	820__A0A174CK74__DXB48_07060
ERR1913299.38753__1.38753	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913299.39080__1.39080	166486__D4KUK5__thiM
ERR1913299.39154__1.39154	40518__R5DZE2__DXD86_07400
ERR1913299.39489__1.39489	39492__D4JR04__phoU
ERR1913299.39422__1.39422	39492__D4MJF6__EUBSIR_02251
ERR1913299.39424__1.39424	39485__C4Z637__ERS852490_00218
ERR1913299.39664__1.39664	357276__I9QBT7__BSEG_03340
ERR1913299.39674__1.39674	820__A0A374Q854__HMPREF1073_03281
ERR1913299.39678__1.39678	357276__I9FTR0__HMPREF1065_02861
ERR1913299.39686__1.39686	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913299.39803__1.39803	28111__R5K222__bglX_7
ERR1913299.39810__1.39810	39492__D4JV48__ERS852540_00852
ERR1913299.39814__1.39814	28052__R7N8Y2__ERS852451_01598
ERR1913299.39859__1.39859	823__A0A174PLE5__DXD05_03010
ERR1913299.39890__1.39890	39491__A0A395ZM93__DXD13_03490
ERR1913299.39904__1.39904	820__A0A174A6K0__M093_0079
ERR1913299.40038__1.40038	820__A7V9F9__B5G17_14640
ERR1913299.40082__1.40082	166486__D4KZA5__ERS852572_03317
ERR1913299.40087__1.40087	204516__U6RFV1__HMPREF1534_02560
ERR1913299.40175__1.40175	39492__D4JR43__ERS852540_02379
ERR1913299.40247__1.40247	39491__A0A395UXH0__EUBREC_0021
ERR1913299.40261__1.40261	39492__D4JU79__EUBSIR_01975
ERR1913299.40268__1.40268	820__A7V470__HMPREF1072_02076
ERR1913299.40293__1.40293	39492__D4JU94__ispE
ERR1913299.40353__1.40353	1262743__R5C7B5__BN727_00586
ERR1913299.40415__1.40415	1262911__R6GNY6__BN557_00004
ERR1913299.40496__1.40496	820__A0A139JY23__B5G17_06330
ERR1913299.40497__1.40497	28052__A0A174LZK5__ERS852451_02148
ERR1913299.40629__1.40629	28052__R7NAV8__ERS852451_01869
ERR1913299.40655__1.40655	301302__R5V671__M72_27831
ERR1913299.40671__1.40671	562__P46855__PU39_09885
ERR1913299.40801__1.40801	204516__U6RN30__HMPREF1534_00370
ERR1913299.40827__1.40827	39492__B0MM84__lgt
ERR1913299.40856__1.40856	239935__A0A2N8IMC9__CXU09_02095
ERR1913299.40883__1.40883	28052__A0A174YGN0__mcp4_2
ERR1913299.40921__1.40921	820__A0A3E4VZY4__ERS852554_01211
ERR1913299.40948__1.40948	1262886__R6QAH7__BN563_01646
ERR1913299.40956__1.40956	820__R7E9Z4__DXC68_06065
ERR1913299.40995__1.40995	357276__A0A076IXE0__HMPREF1064_04364
ERR1913299.41014__1.41014	357276__B6W1Y1__BSEG_03960
ERR1913299.41045__1.41045	39492__D4JUD7__EUBSIR_01877
ERR1913299.41131__1.41131	39492__D4JRX9__sepF
ERR1913299.41307__1.41307	1262992__R5DCG2__BN795_00315
ERR1913299.41318__1.41318	293939__A0A0S7DXK2__ALT_7486
ERR1913299.41688__1.41688	39492__D4JQS7__ERS852540_01645
ERR1913299.41850__1.41850	28052__A0A174JNK0__ERS852451_01116
ERR1913299.41861__1.41861	39492__A0A3D4MN89__nadD
ERR1913299.42022__1.42022	823__A0A355XF06__B5F32_11480
ERR1913299.42100__1.42100	39492__D4JT68__spoIIIE
ERR1913299.42145__1.42145	457421__C5ERC0__CBFG_04276
ERR1913299.42151__1.42151	853__A0A2A7B9I6__DW855_13690
ERR1913299.42238__1.42238	39492__B0MS79__ERS852540_01394
ERR1913299.42241__1.42241	39492__D4JVC7__yfgF
ERR1913299.42297__1.42297	39491__A0A174EQV2__DXB69_10230
ERR1913299.42438__1.42438	39491__C4ZHS4__EUR_24420
ERR1913299.42474__1.42474	28118__A0A3D4ZFP4__DHW44_00270
ERR1913299.42496__1.42496	357276__A0A0M1VZP2__IY41_00605
ERR1913299.42565__1.42565	39492__D4JT87__clpC
ERR1913299.42619__1.42619	338188__A0A174AD17__BACFIN_08100
ERR1913299.42854__1.42854	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913299.42894__1.42894	39491__A0A395V297__EUR_01010
ERR1913299.42915__1.42915	39492__D4JQU6__ERS852540_02194
ERR1913299.42987__1.42987	357276__I8VLL2__HMPREF1065_03395
ERR1913299.43005__1.43005	88431__A0A174IEH2__DXB16_05910
ERR1913299.43083__1.43083	39492__D4JSB6__ERS852540_00627
ERR1913299.43102__1.43102	28111__E5X205__NCTC11155_00661
ERR1913299.43557__1.43557	39492__D4JU81__xseA
ERR1913299.43563__1.43563	39492__D4MMN2__EUBSIR_00964
ERR1913299.43592__1.43592	1297617__A0A0S2W665__BIV19_07330
ERR1913299.43642__1.43642	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913299.43711__1.43711	39491__A0A0M6WNS5__DXC13_02015
ERR1913299.43774__1.43774	39492__D4JTL0__EUBSIR_01428
ERR1913299.43848__1.43848	39485__C4Z0B2__EUBELI_01024
ERR1913299.43863__1.43863	39491__C4ZAT2__ERE_28440
ERR1913299.43989__1.43989	357276__D1K3K9__EL88_23995
ERR1913299.44083__1.44083	301302__A0A173T8V6__ERS852420_01966
ERR1913299.44117__1.44117	28111__R5JN40__HMPREF1016_01803
ERR1913299.44324__1.44324	39491__C4ZHS4__EUR_24420
ERR1913299.44351__1.44351	39492__D4JU30__EUBSIR_00838
ERR1913299.44436__1.44436	820__A0A139K0J1__HMPREF2141_03205
ERR1913299.44525__1.44525	28111__R5JN40__HMPREF1016_01803
ERR1913299.44564__1.44564	1263044__GCA_000433375.1_01147
ERR1913299.44573__1.44573	28111__E5WZI3__NCTC11155_00586
ERR1913299.44651__1.44651	1150298__A0A174SLJ2__ERS852498_03294
ERR1913299.44905__1.44905	1099853__R7DGQ8__NSB1T_04905
ERR1913299.44942__1.44942	39492__D4JV70__EUBSIR_01253
ERR1913299.44956__1.44956	39492__B0MN61__epsF_2
ERR1913299.44958__1.44958	28052__R5HJU0__ERS852451_00148
ERR1913299.44993__1.44993	1263006__R6LU28__BN515_01365
ERR1913299.45030__1.45030	39492__D4JVC7__yfgF
ERR1913299.45052__1.45052	820__A0A396EWL3__ERS417307_03868
ERR1913299.45367__1.45367	39492__D4JV86__spoIIE
ERR1913299.45373__1.45373	818__A0A3E5HN92__C5Z03_22280
ERR1913299.45601__1.45601	1297617__A0A0S2W4S3__C7373_104197
ERR1913299.45631__1.45631	745368__A0A1T4XUU0__SAMN02745178_02347
ERR1913299.45629__1.45629	39492__D4MIK7__EUBSIR_00676
ERR1913299.45797__1.45797	39491__A0A173U0X0__DXB72_05865
ERR1913299.45830__1.45830	357276__A0A0K2HKT7__B5F95_21090
ERR1913299.45867__1.45867	626929__F3PKF4__SAMN05444376_0707
ERR1913299.45944__1.45944	29348__B1C3K8__DXB31_05270
ERR1913299.46091__1.46091	39492__D4JQL8__ywpJ
ERR1913299.46156__1.46156	39491__D4JMW8__ERS852497_01971
ERR1913299.46190__1.46190	28117__B0MXW9__ALIPUT_01981
ERR1913299.46201__1.46201	1263005__R6FME1__BN497_00107
ERR1913299.46286__1.46286	39492__D4JUN0__EUBSIR_02705
ERR1913299.46347__1.46347	169435__A0A174N3Q8__DXC40_17870
ERR1913299.46373__1.46373	39492__A0A174Z2N0__EUBSIR_01615
ERR1913299.46389__1.46389	39492__D4JQS7__ERS852540_01645
ERR1913299.46397__1.46397	39492__R6SPM9__pheT
ERR1913299.46587__1.46587	166486__D4KXA6__ROSINTL182_05897
ERR1913299.46699__1.46699	204516__U6RGN8__HMPREF1534_01465
ERR1913299.46830__1.46830	39492__D4JX40__EUBSIR_00020
ERR1913299.46835__1.46835	39492__D4JVX0__udk
ERR1913299.46791__1.46791	39492__A0A175A133__cycB_1
ERR1913299.46858__1.46858	39491__A0A2U2EI54__DXD95_12010
ERR1913299.47111__1.47111	239935__A0A2N8IVR0__CXT87_07115
ERR1913299.47235__1.47235	820__A0A174QLF0__SAMN05444418_109151
ERR1913299.47311__1.47311	39491__A0A174EQV2__DXB69_10230
ERR1913299.47373__1.47373	39492__D4JV86__spoIIE
ERR1913299.47490__1.47490	301302__A0A173TYC8__M72_00761
ERR1913299.47656__1.47656	239935__A0A2N8IVK9__CXU08_03750
ERR1913299.47677__1.47677	1262911__R6GPC5__BN557_00852
ERR1913299.47835__1.47835	649756__D4MVS5__yxeP
ERR1913299.47879__1.47879	357276__A0A076IXE0__HMPREF1064_04364
ERR1913299.48005__1.48005	384639__GCA_003096855.1_01178
ERR1913299.48099__1.48099	40518__R5DN55__RBATCC27255_01652
ERR1913299.48103__1.48103	357276__A0A0M1VZP2__IY41_00605
ERR1913299.48217__1.48217	39491__C4ZAT2__ERE_28440
ERR1913299.48238__1.48238	39492__D4JRV7__EUBSIR_01513
ERR1913299.48283__1.48283	39492__D4JQP0__ypeB
ERR1913299.48421__1.48421	357276__I9RAC4__BSEG_00561
ERR1913299.48445__1.48445	204516__U6RFU0__HMPREF1534_02545
ERR1913299.48381__1.48381	39485__C4Z1W5__ERS852492_01530
ERR1913299.48510__1.48510	39491__A0A395V1Y4__DXB99_08035
ERR1913299.48516__1.48516	820__A0A374Q8T2__DXB64_16190
ERR1913299.48547__1.48547	39492__D4JS46__EUBSIR_02553
ERR1913299.48649__1.48649	39492__D4JTF2__mutS2
ERR1913299.48675__1.48675	360807__A0A396ADE9__ROSEINA2194_02917
ERR1913299.48785__1.48785	820__A0A174B4N2__M093_2531
ERR1913299.48949__1.48949	39492__D4JT87__clpC
ERR1913299.48999__1.48999	40518__R5DY98__mepA_5
ERR1913299.49039__1.49039	39492__D4JS87__EUBSIR_02328
ERR1913299.49097__1.49097	39492__D4JQM9__EUBSIR_00669
ERR1913299.49164__1.49164	357276__A0A076J4B1__DXD47_03445
ERR1913299.49218__1.49218	39491__A0A0M6WWT1__dus_2
ERR1913299.49398__1.49398	39492__D4JSS9__btuF
ERR1913299.49465__1.49465	1262915__R6HPP4__BN574_00486
ERR1913299.49454__1.49454	28052__A0A174GFL5__ERS852451_00478
ERR1913299.49634__1.49634	291644__I9SJA4__ERS852428_03529
ERR1913299.49643__1.49643	39492__D4JT90__coaE
ERR1913299.49599__1.49599	39491__C4ZCV7__ERE_23110
ERR1913299.49806__1.49806	357276__I9QBT7__BSEG_03340
ERR1913299.49881__1.49881	39492__D4JVG7__ERS852540_00946
ERR1913299.49932__1.49932	39492__D4JUJ6__ssuB_2
ERR1913299.50128__1.50128	384639__GCA_003096855.1_00971
ERR1913299.50160__1.50160	820__A0A174F0C1__nreB
ERR1913299.50170__1.50170	820__A0A3E4G2R7__DXC07_00510
ERR1913299.50196__1.50196	357276__I8WEZ6__BACDOR_02323
ERR1913299.50268__1.50268	1262911__R6H072__BN557_00615
ERR1913299.50309__1.50309	28052__A0A174JNB2__ERS852499_01122
ERR1913299.50305__1.50305	88431__A6BF91__ERS852573_01159
ERR1913299.50353__1.50353	820__A0A174M9V5__M093_0237
ERR1913299.50421__1.50421	39492__D4JQU2__EUBSIR_01294
ERR1913299.50423__1.50423	39492__D4JR31__EUBSIR_00106
ERR1913299.50424__1.50424	820__A0A1Q6IDS8__chtA
ERR1913299.50570__1.50570	28111__E5WXQ8__NCTC11155_03183
ERR1913299.50550__1.50550	39491__A0A395V5R3__EUBREC_1883
ERR1913299.50724__1.50724	820__A0A174A6K0__M093_0079
ERR1913299.50727__1.50727	39491__A0A396FP46__cobD_2
ERR1913299.50774__1.50774	39491__A0A396FFW0__ERE_10580
ERR1913299.50846__1.50846	39492__D4JTW6__ERS852540_00220
ERR1913299.50917__1.50917	1262886__R6REZ5__BN563_01087
ERR1913299.50984__1.50984	1520810__A0A1H5XYJ5__SAMN02910276_02047
ERR1913299.51082__1.51082	39492__D4JVC7__yfgF
ERR1913299.51141__1.51141	28111__E5X121__BACEGG_03113
ERR1913299.51179__1.51179	291644__R5JS80__HMPREF1532_00848
ERR1913299.51241__1.51241	39492__D4JUR4__ERS852540_01427
ERR1913299.51289__1.51289	239935__A0A2N8IMC3__CXT96_03840
ERR1913299.51462__1.51462	166486__D4L402__ROSINTL182_05182
ERR1913299.51428__1.51428	39491__A0A395ZGU6__ERS852417_01456
ERR1913299.51452__1.51452	39492__D4JX87__EUBSIR_00361
ERR1913299.51544__1.51544	40518__R5E6K4__RB5AMG_02070
ERR1913299.51562__1.51562	166486__R6AY46__ROSINTL182_06128
ERR1913299.51593__1.51593	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913299.51736__1.51736	214856__A0A174ZLY7__ERS852447_02456
ERR1913299.51767__1.51767	1150298__A0A174DSD1__dacB_3
ERR1913299.51781__1.51781	39492__R6RYB8__ERS852540_00322
ERR1913299.51784__1.51784	820__A0A173YYG4__evgS_3
ERR1913299.51790__1.51790	40518__R5DPA7__RBATCC27255_01319
ERR1913299.51826__1.51826	820__A0A174CK74__DXB48_07060
ERR1913299.51865__1.51865	338188__K5CB50__BACFIN_05402
ERR1913299.51870__1.51870	823__D7ILK2__ERS852380_00031
ERR1913299.51910__1.51910	39492__D4JQL8__ywpJ
ERR1913299.52048__1.52048	823__D7IXG8__ERS852560_01232
ERR1913299.52091__1.52091	357276__A0A0K2HKT7__B5F95_21090
ERR1913299.52115__1.52115	1150298__A0A174RJU1__gsiA_4
ERR1913299.52125__1.52125	39491__C4ZCV5__DXB99_11855
ERR1913299.52141__1.52141	820__A0A174TRB5__DXD40_11305
ERR1913299.52159__1.52159	39492__D4JT87__clpC
ERR1913299.52344__1.52344	39491__A0A395ZF49__DXB69_05290
ERR1913299.52358__1.52358	820__A0A3E4XDK3__ERS852554_03650
ERR1913299.52408__1.52408	39492__D4JVC7__yfgF
ERR1913299.52470__1.52470	39492__D4JX34__ERS852540_00411
ERR1913299.52475__1.52475	39492__D4JWY7__EUBSIR_01655
ERR1913299.52477__1.52477	39492__D4JRX7__EUBSIR_01480
