ERR1913204.80__1.80	1262882__R5ML49__BN519_01361
ERR1913204.39665__1.39665	410072__A0A173WD04__penA_2
ERR1913204.39947__1.39947	1262882__R5MDR8__BN519_00124
ERR1913204.40149__1.40149	239935__R6IZT7__CXU18_11710
ERR1913204.40208__1.40208	1262882__R5MJM8__BN519_01064
ERR1913204.40180__1.40180	1235835__R9LCU2__C814_02677
ERR1913204.40508__1.40508	239935__R7DVL7__CXT93_01180
ERR1913204.40536__1.40536	214856__R6YD52__ERS852447_02171
ERR1913204.40561__1.40561	487174__K0XEE4__DDY40_09500
ERR1913204.40774__1.40774	214856__I3YPP0__ERS852447_01388
ERR1913204.40813__1.40813	487174__K0X694__DIT83_09060
ERR1913204.41097__1.41097	821__R9HFW2__DXD01_00365
ERR1913204.41159__1.41159	1262882__R5MQ63__BN519_01173
ERR1913204.41222__1.41222	39492__D4JUJ6__ssuB_2
ERR1913204.41547__1.41547	1262882__R5N532__BN519_01420
ERR1913204.41552__1.41552	214856__R6XQX8__ERS852559_02550
ERR1913204.41641__1.41641	214856__I3YMB7__Alfi_1811
ERR1913204.41952__1.41952	214856__R6Y7P0__ERS852447_00307
ERR1913204.42055__1.42055	214856__R6XS46__ERS852559_00812
ERR1913204.42057__1.42057	214856__I3YPR2__Alfi_2720
ERR1913204.42382__1.42382	214856__R6XS46__ERS852559_00812
ERR1913204.42431__1.42431	214856__I3YPP0__ERS852447_01388
ERR1913204.42485__1.42485	214856__A0A174CRY5__ERS852559_01060
ERR1913204.42656__1.42656	47678__R5U9X5__BACCAC_01339
ERR1913204.42688__1.42688	214856__I3YPQ0__ERS852447_01379
ERR1913204.42763__1.42763	214856__R5UN64__ERS852447_02669
ERR1913204.42764__1.42764	328814__GCA_004558275.1_00234
ERR1913204.42780__1.42780	1381__group_451
ERR1913204.42818__1.42818	214856__A0A173W3Y5__ERS852559_02032
ERR1913204.43015__1.43015	239935__A0A2N8INK7__Amuc_0521
ERR1913204.43082__1.43082	214856__I3YPP9__Alfi_2707
ERR1913204.43177__1.43177	214856__A0A175A6T5__ERS852447_02658
ERR1913204.43179__1.43179	1262882__R5MFK5__BN519_00378
ERR1913204.43189__1.43189	239935__A0A2N8IXN0__CXT95_01765
ERR1913204.43316__1.43316	214856__A0A174ZED5__ERS852559_00591
ERR1913204.43361__1.43361	214856__R6XUN2__rcsC_1
ERR1913204.43389__1.43389	821__A0A395UNT8__DXD64_15275
ERR1913204.43390__1.43390	214856__I3YPQ3__Alfi_2711
ERR1913204.43587__1.43587	1262882__R5MKL9__BN519_00353
ERR1913204.43651__1.43651	214856__I3YPQ8__ERS852447_01371
ERR1913204.43657__1.43657	1262882__R5N2U9__BN519_01221
ERR1913204.43685__1.43685	1262882__R5MYI1__BN519_00416
ERR1913204.43875__1.43875	649756__D4MX28__ERS852520_02831
ERR1913204.43938__1.43938	239935__A0A2N8IVR0__CXT87_07115
ERR1913204.44120__1.44120	214856__R6Z288__ERS852447_00734
ERR1913204.44289__1.44289	328813__A0A1Y3QXE7__B5G41_03065
ERR1913204.44395__1.44395	328814__GCA_004558275.1_00074
ERR1913204.44424__1.44424	1501391__GCA_000786575.1_00092
ERR1913204.44450__1.44450	1262882__R5MIW5__BN519_00945
ERR1913204.44560__1.44560	39485__C4Z0K2__ERS852490_00991
ERR1913204.44847__1.44847	301301__A0A174GNJ2__RHOM_05610
ERR1913204.44879__1.44879	214856__I3YPP9__Alfi_2707
ERR1913204.44973__1.44973	214856__R5UN64__ERS852447_02669
ERR1913204.45004__1.45004	214856__R6XP73__ERS852447_00886
ERR1913204.45020__1.45020	1262882__R5N526__BN519_01603
ERR1913204.45267__1.45267	214856__I3YPP2__Alfi_2700
ERR1913204.45361__1.45361	487174__K0XER9__DDY40_08885
ERR1913204.45473__1.45473	1501391__GCA_000786575.1_00081
ERR1913204.45683__1.45683	214856__R6Y7P0__ERS852447_00307
ERR1913204.45687__1.45687	214856__I3YPN9__ERS852447_01389
ERR1913204.45803__1.45803	214856__I3YMN6__Alfi_1938
ERR1913204.45929__1.45929	214856__I3YPP1__Alfi_2699
ERR1913204.46228__1.46228	39485__A0A174YMD0__EUBELI_01093
ERR1913204.46312__1.46312	28116__A7LS02__DXF98_24100
ERR1913204.46446__1.46446	821__A0A174JYD3__ERS852457_02610
ERR1913204.46577__1.46577	214856__A0A174CRY5__ERS852559_01060
ERR1913204.46654__1.46654	214856__R6YD52__ERS852447_02171
ERR1913204.46899__1.46899	1262882__R5MEM1__BN519_00313
ERR1913204.47112__1.47112	214856__A0A174C683__ERS852559_00523
ERR1913204.47253__1.47253	1501391__GCA_000786575.1_00029
ERR1913204.47225__1.47225	39485__A0A174ZNW9__luxQ_1
ERR1913204.47204__1.47204	214856__R6YD52__ERS852447_02171
ERR1913204.47353__1.47353	214856__R6XYY8__ERS852447_01722
ERR1913204.47574__1.47574	39492__D4JU79__EUBSIR_01975
ERR1913204.47590__1.47590	214856__R6XTZ7__ERS852447_02314
ERR1913204.47653__1.47653	487174__K0WV13__DIT83_10890
ERR1913204.47798__1.47798	1262911__R6GS52__BN557_00834
ERR1913204.47820__1.47820	239935__A0A2N8IMC3__CXT96_03840
ERR1913204.47834__1.47834	328814__GCA_004558275.1_01006
ERR1913204.47921__1.47921	214856__A0A173ZUI6__ERS852447_00955
ERR1913204.48023__1.48023	214856__R6XS46__ERS852559_00812
ERR1913204.48383__1.48383	214856__A0A173YDP1__ERS852559_00120
ERR1913204.48416__1.48416	239935__A0A2N8HZW2__A4V05_11120
ERR1913204.48456__1.48456	214856__A0A174ZLW6__ERS852559_01424
ERR1913204.48536__1.48536	1262911__R6HIJ8__BN557_01742
ERR1913204.48855__1.48855	214856__A0A173YXX1__ERS852559_01651
ERR1913204.48921__1.48921	214856__I3YPN3__ERS852447_01395
ERR1913204.48932__1.48932	47678__R5U9M8__CGC64_07665
ERR1913204.49457__1.49457	301302__R5VGE0__ERS852420_00121
ERR1913204.49473__1.49473	214856__R6Y6H8__ERS852447_01719
ERR1913204.49579__1.49579	1262882__R5MEN9__BN519_00201
ERR1913204.49709__1.49709	487174__K0XRA9__HMPREF9448_00572
ERR1913204.49822__1.49822	1235835__R9LCU2__C814_02677
ERR1913204.49886__1.49886	487174__R5FN40__HMPREF9448_01366
ERR1913204.49942__1.49942	214856__A0A174FWM7__ERS852559_00590
ERR1913204.49955__1.49955	39486__A0A3E4M8R7__mobB
ERR1913204.50135__1.50135	1965604__A0A1Y4ESI0__B5F54_09960
ERR1913204.50258__1.50258	410072__A0A173ZG02__ERS852574_01061
ERR1913204.50262__1.50262	214856__R6Z186__ERS852447_00718
ERR1913204.50337__1.50337	47678__R5U332__C5Z00_16810
ERR1913204.50439__1.50439	1262911__R6H0U7__BN557_01104
ERR1913204.50494__1.50494	1262882__R5MFT7__BN519_00494
ERR1913204.50475__1.50475	487174__K0X6A4__HMPREF9448_00105
ERR1913204.50546__1.50546	47678__R5UME6__BACCAC_01239
ERR1913204.50602__1.50602	214856__A0A174CRY5__ERS852559_01060
ERR1913204.50609__1.50609	214856__I3YPP3__Alfi_2701
ERR1913204.50610__1.50610	214856__R6YC22__ERS852447_01215
ERR1913204.50684__1.50684	1262882__R5MKF5__BN519_00316
ERR1913204.50692__1.50692	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913204.50698__1.50698	214856__R6Z320__ERS852447_02148
ERR1913204.51091__1.51091	853__A0A3E2U7E6__ERS852582_01640
ERR1913204.51108__1.51108	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913204.51112__1.51112	338188__A0A174ETX3__ERS852397_01955
ERR1913204.51144__1.51144	214856__R6XYY8__ERS852447_01722
ERR1913204.51615__1.51615	214856__I3YMC8__ERS852447_02666
ERR1913204.51752__1.51752	301302__R5VFU2__xynA1
ERR1913204.51774__1.51774	214856__R6Y2Y4__ERS852447_01086
ERR1913204.51930__1.51930	214856__I3YPQ6__Alfi_2714
ERR1913204.52121__1.52121	214856__R6Z590__ERS852447_01059
ERR1913204.52246__1.52246	214856__R6XNE7__ERS852447_02267
ERR1913204.52344__1.52344	214856__R6Y6H8__ERS852447_01719
ERR1913204.52361__1.52361	1262882__R5MHX6__BN519_00733
ERR1913204.52424__1.52424	214856__R6XKT4__ERS852559_01719
ERR1913204.52411__1.52411	214856__R6Y2Y4__ERS852447_01086
ERR1913204.52485__1.52485	1262882__R5MKL9__BN519_00353
ERR1913204.52626__1.52626	1262882__R5MND9__BN519_00831
ERR1913204.52663__1.52663	214856__I3YPQ3__Alfi_2711
ERR1913204.52744__1.52744	28118__R6FJY6__DF785_09470
ERR1913204.52796__1.52796	487174__K0WYC5__HMPREF9448_01493
ERR1913204.52921__1.52921	1262882__R5MEN9__BN519_00201
ERR1913204.53076__1.53076	214856__R6XUN2__rcsC_1
ERR1913204.53172__1.53172	1262882__R5N526__BN519_01603
ERR1913204.53178__1.53178	214856__A0A174CRY5__ERS852559_01060
ERR1913204.53300__1.53300	239935__A0A2N8HT68__ADH72_00510
ERR1913204.53395__1.53395	39492__D4JRV7__EUBSIR_01513
ERR1913204.53426__1.53426	214856__I3YMN6__Alfi_1938
ERR1913204.53428__1.53428	1262882__R5N1T9__BN519_00804
ERR1913204.53528__1.53528	214856__R6Z7Q9__ERS852447_02172
ERR1913204.53530__1.53530	214856__I3YMN6__Alfi_1938
ERR1913204.53536__1.53536	214856__I3YMB7__Alfi_1811
ERR1913204.53552__1.53552	1501391__GCA_000786575.1_00098
ERR1913204.53626__1.53626	116085__D4J6T4__cbiD
ERR1913204.53610__1.53610	1262882__R5MIC9__BN519_00834
ERR1913204.53619__1.53619	214856__R5UN64__ERS852447_02669
ERR1913204.53709__1.53709	649756__R7BXP1__ERS852425_00382
ERR1913204.53790__1.53790	214856__A0A173YXX1__ERS852559_01651
ERR1913204.53867__1.53867	1262882__R5MFT7__BN519_00494
ERR1913204.53901__1.53901	487174__K0X429__HMPREF9448_00932
ERR1913204.53958__1.53958	214856__R6Z4Q8__ERS852447_00885
ERR1913204.54017__1.54017	239935__A0A2N8IYM5__CXT84_05130
ERR1913204.54058__1.54058	39492__D4JQM9__EUBSIR_00669
ERR1913204.54112__1.54112	214856__A0A174ZLW6__ERS852559_01424
ERR1913204.54088__1.54088	1965604__A0A1Y4ERY7__B5F54_09320
ERR1913204.54193__1.54193	214856__R5UN64__ERS852447_02669
ERR1913204.54211__1.54211	745368__A0A1T4WBZ5__SAMN02745178_00335
ERR1913204.54239__1.54239	214856__R5UN64__ERS852447_02669
ERR1913204.54277__1.54277	1262882__R5MLP5__BN519_01602
ERR1913204.54366__1.54366	487174__K0X3H8__HMPREF9448_02822
ERR1913204.54426__1.54426	239935__R6JAS2__CXU02_10725
ERR1913204.54479__1.54479	487174__K0XER9__DDY40_08885
ERR1913204.54581__1.54581	410072__A0A173WD04__penA_2
ERR1913204.54650__1.54650	1262911__R6GY78__BN557_00532
ERR1913204.54628__1.54628	214856__A0A173YXX1__ERS852559_01651
ERR1913204.54772__1.54772	214856__R6Y2Y4__ERS852447_01086
ERR1913204.55052__1.55052	39492__D4MMN2__EUBSIR_00964
ERR1913204.55184__1.55184	214856__R6Y0B9__ERS852559_00164
ERR1913204.55452__1.55452	1501391__GCA_000786575.1_00129
ERR1913204.55524__1.55524	1262882__R5MYI1__BN519_00416
ERR1913204.55487__1.55487	1262882__R5MFT7__BN519_00494
ERR1913204.55615__1.55615	1262882__R5MT08__BN519_01706
ERR1913204.55889__1.55889	214856__R6XS46__ERS852559_00812
ERR1913204.55898__1.55898	214856__R6XNE7__ERS852447_02267
ERR1913204.56074__1.56074	1550024__A0A0W7TQZ0__TQ39_10670
ERR1913204.56222__1.56222	239935__R6JAS2__CXU02_10725
ERR1913204.56490__1.56490	214856__I3YPN0__ERS852447_01398
ERR1913204.56763__1.56763	818__R7KV41__Btheta7330_04616
ERR1913204.56862__1.56862	1262803__R6NVS3__BN649_00019
ERR1913204.56896__1.56896	1150298__R7JVR8__ERS852498_01126
ERR1913204.56989__1.56989	1262882__R5N678__BN519_01604
ERR1913204.56995__1.56995	1262882__R5MQ68__BN519_01178
ERR1913204.57181__1.57181	1235835__R9LCU2__C814_02677
ERR1913204.57286__1.57286	214856__R5UN64__ERS852447_02669
ERR1913204.57309__1.57309	1262882__R5N089__BN519_00546
ERR1913204.57538__1.57538	214856__R6Y2Y4__ERS852447_01086
ERR1913204.57623__1.57623	328813__A0A1Y3QQ66__B5G41_14240
ERR1913204.57628__1.57628	214856__I3YPP0__ERS852447_01388
ERR1913204.57718__1.57718	853__A0A2A7B1Y7__C7K05_11930
ERR1913204.57742__1.57742	328814__GCA_004558275.1_01004
ERR1913204.57760__1.57760	214856__R6Y9P5__ERS852559_01811
ERR1913204.57949__1.57949	1535__A7VNH0__CLOLEP_00095
ERR1913204.57955__1.57955	1262882__R5MQ68__BN519_01178
ERR1913204.58001__1.58001	47678__R5UBT0__CGC64_12195
ERR1913204.58233__1.58233	301302__A0A173S3L8__vpr
ERR1913204.58274__1.58274	1262882__R5N3H1__BN519_01121
ERR1913204.58400__1.58400	239935__B2URG6__CXU02_00030
ERR1913204.58621__1.58621	214856__I3YMN6__Alfi_1938
ERR1913204.58664__1.58664	239935__A0A2N8ITX2__CXT86_11265
ERR1913204.58677__1.58677	1262882__R5MIQ8__BN519_01036
ERR1913204.58771__1.58771	1262882__R5MGX3__BN519_00046
ERR1913204.58898__1.58898	214856__R6XRA1__vatD_3
ERR1913204.58997__1.58997	39492__D4JU56__hemZ
ERR1913204.59039__1.59039	821__I9R3W6__DXC16_12455
ERR1913204.59116__1.59116	214856__R6XUN2__rcsC_1
ERR1913204.59136__1.59136	214856__I3YPQ4__Alfi_2712
ERR1913204.59770__1.59770	239935__A0A2N8IMD6__CXU03_05585
ERR1913204.59776__1.59776	239935__R6JD78__CXU05_09250
ERR1913204.59746__1.59746	301302__R5UJW6__ERS852420_01698
ERR1913204.59753__1.59753	301302__R5VFU2__xynA1
ERR1913204.59932__1.59932	214856__I3YMC8__ERS852447_02666
ERR1913204.59904__1.59904	239935__A0A2N8IVR0__CXT87_07115
ERR1913204.60081__1.60081	328814__GCA_004558275.1_00992
ERR1913204.60153__1.60153	214856__R6XTZ7__ERS852447_02314
ERR1913204.60202__1.60202	214856__A0A174CRY5__ERS852559_01060
ERR1913204.60249__1.60249	39492__D4MIY5__EUBSIR_00233
ERR1913204.60352__1.60352	214856__R6YD52__ERS852447_02171
ERR1913204.60366__1.60366	1262882__R5MND9__BN519_00831
ERR1913204.60291__1.60291	1262882__R5N5C3__BN519_01664
ERR1913204.60384__1.60384	1501391__GCA_000786575.1_00035
ERR1913204.60406__1.60406	214856__R6Z5D0__resA_4
ERR1913204.60507__1.60507	1262882__R5MFY4__BN519_00529
ERR1913204.60739__1.60739	214856__R6Z288__ERS852447_00734
ERR1913204.60758__1.60758	239935__A0A2N8HT44__CXT84_11035
ERR1913204.60881__1.60881	214856__R6Y7P0__ERS852447_00307
ERR1913204.60948__1.60948	301302__A0A0M6WB53__mcp4_4
ERR1913204.61304__1.61304	1262882__R5MHA1__BN519_00763
ERR1913204.61364__1.61364	214856__I3YPQ4__Alfi_2712
ERR1913204.61440__1.61440	39492__B0MNU1__ERS852540_02349
ERR1913204.61447__1.61447	649756__B0P1V3__HMPREF0369_02570
ERR1913204.61509__1.61509	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913204.61670__1.61670	1262882__R5N1N6__BN519_00968
ERR1913204.61710__1.61710	214856__I3YPR5__ERS852447_01364
ERR1913204.61853__1.61853	214856__R6Y6H8__ERS852447_01719
ERR1913204.61823__1.61823	487174__K0WUM9__HMPREF9448_02608
ERR1913204.61934__1.61934	214856__I3YPR6__Alfi_2724
ERR1913204.61992__1.61992	214856__R6Z4Q8__ERS852447_00885
ERR1913204.62187__1.62187	214856__D4IMT6__Alfi_1830
ERR1913204.62147__1.62147	649756__R7BXP1__ERS852425_00382
ERR1913204.62243__1.62243	40520__U2ENY9__C4886_17680
ERR1913204.62608__1.62608	214856__I3YPI7__pepD_1
ERR1913204.62695__1.62695	214856__A0A175A6T5__ERS852447_02658
ERR1913204.62697__1.62697	214856__R6Y7P0__ERS852447_00307
ERR1913204.62992__1.62992	1262882__R5MND9__BN519_00831
ERR1913204.63024__1.63024	487174__K0X4Y9__DDY40_09115
ERR1913204.63084__1.63084	1262882__R5MND9__BN519_00831
ERR1913204.63098__1.63098	214856__I3YPQ0__ERS852447_01379
ERR1913204.63201__1.63201	818__A0A139L1N9__ERS852430_00647
ERR1913204.63240__1.63240	214856__R6XYY8__ERS852447_01722
ERR1913204.63379__1.63379	410072__C0B8G3__DXD67_01535
ERR1913204.63517__1.63517	214856__I3YPP1__Alfi_2699
ERR1913204.63711__1.63711	214856__I3YPQ0__ERS852447_01379
ERR1913204.63771__1.63771	214856__I3YMN6__Alfi_1938
ERR1913204.64001__1.64001	214856__R5UN64__ERS852447_02669
ERR1913204.64110__1.64110	1262882__R5MEW7__BN519_00010
ERR1913204.64113__1.64113	853__A0A329UEG4__CHR60_00585
ERR1913204.64157__1.64157	214856__I3YMC8__ERS852447_02666
ERR1913204.64212__1.64212	47678__R5U7T0__CGC64_00755
ERR1913204.64227__1.64227	214856__I3YPP0__ERS852447_01388
ERR1913204.64286__1.64286	1262882__R5MT08__BN519_01706
ERR1913204.64329__1.64329	47678__A0A174TQR6__CGC64_14735
ERR1913204.64445__1.64445	239935__R7E524__CXT91_06180
ERR1913204.64385__1.64385	214856__R6Y6H8__ERS852447_01719
ERR1913204.64477__1.64477	214856__R6XKT4__ERS852559_01719
ERR1913204.64481__1.64481	214856__R5UN64__ERS852447_02669
ERR1913204.64585__1.64585	214856__A0A174CRY5__ERS852559_01060
ERR1913204.64650__1.64650	47678__A0A3E5BQM1__DXB67_08970
ERR1913204.64791__1.64791	1262882__R5MYG7__BN519_00405
ERR1913204.64875__1.64875	47678__R5UFW6__ERS852558_01575
ERR1913204.64907__1.64907	1262882__R5N4G2__BN519_01273
ERR1913204.64976__1.64976	301302__R5UK77__M72_08681
ERR1913204.65099__1.65099	239935__A0A2N8IVR0__CXT87_07115
ERR1913204.65279__1.65279	1262882__R5MXS6__BN519_00286
ERR1913204.65304__1.65304	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913204.65361__1.65361	328814__GCA_004558275.1_00018
ERR1913204.65534__1.65534	214856__A0A173YXX1__ERS852559_01651
ERR1913204.65654__1.65654	214856__R6Y2Y4__ERS852447_01086
ERR1913204.65691__1.65691	1262882__R5MHQ8__BN519_00707
ERR1913204.65857__1.65857	1262882__R5MIW5__BN519_00945
ERR1913204.66062__1.66062	214856__R6Z288__ERS852447_00734
ERR1913204.66160__1.66160	487174__K0XL60__DDY40_11760
ERR1913204.66245__1.66245	1262911__R6GT12__BN557_01070
ERR1913204.66247__1.66247	1262882__R5N2A9__BN519_00921
ERR1913204.66332__1.66332	214856__I3YPN9__ERS852447_01389
ERR1913204.66577__1.66577	214856__R6Y6H8__ERS852447_01719
ERR1913204.66597__1.66597	1262882__R5N3H1__BN519_01121
ERR1913204.66746__1.66746	214856__R6XKT4__ERS852559_01719
ERR1913204.66841__1.66841	1262882__R5N349__BN519_01037
ERR1913204.66931__1.66931	39492__B0MPL6__EUBSIR_01779
ERR1913204.67175__1.67175	214856__R5UN64__ERS852447_02669
ERR1913204.67190__1.67190	214856__R6Y1K2__ERS852447_02306
ERR1913204.67231__1.67231	1150298__A0A174DX06__ERS852498_00491
ERR1913204.67309__1.67309	821__R7P1Q7__M099_2990
ERR1913204.67358__1.67358	214856__A0A174EQR4__rsmA
ERR1913204.67471__1.67471	1501391__GCA_000786575.1_00123
ERR1913204.67509__1.67509	214856__R6Y2Y4__ERS852447_01086
ERR1913204.67844__1.67844	39491__A0A396FEW6__T1815_18721
ERR1913204.67994__1.67994	410072__A0A173U3R3__COPCOM_01404
ERR1913204.68166__1.68166	1262882__R5MY46__BN519_00355
ERR1913204.68192__1.68192	214856__I3YPR5__ERS852447_01364
ERR1913204.68246__1.68246	239935__R7DVW2__CXU02_03915
ERR1913204.68290__1.68290	1501391__GCA_000786575.1_00041
ERR1913204.68299__1.68299	328814__GCA_004558275.1_00056
ERR1913204.68523__1.68523	214856__I3YPP0__ERS852447_01388
ERR1913204.68664__1.68664	28118__F9Z7B3__SAMEA44545918_00670
ERR1913204.68796__1.68796	214856__R6Y2Y4__ERS852447_01086
ERR1913204.68811__1.68811	1262911__R6GQM3__BN557_01245
ERR1913204.68895__1.68895	214856__R5UN64__ERS852447_02669
ERR1913204.68935__1.68935	214856__R6YD52__ERS852447_02171
ERR1913204.68950__1.68950	214856__A0A174CRY5__ERS852559_01060
ERR1913204.69018__1.69018	818__A0A139KMR0__Btheta7330_03958
ERR1913204.69104__1.69104	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913204.69339__1.69339	214856__R6Y1K2__ERS852447_02306
ERR1913204.69434__1.69434	214856__I3YPP9__Alfi_2707
ERR1913204.69559__1.69559	214856__A0A174ZLW6__ERS852559_01424
ERR1913204.69756__1.69756	239935__A0A2N8HT18__CXT93_06135
ERR1913204.69895__1.69895	214856__R6Z288__ERS852447_00734
ERR1913204.70140__1.70140	487174__R5F3K6__DDY40_04230
ERR1913204.70622__1.70622	214856__R6Y2Y4__ERS852447_01086
ERR1913204.70771__1.70771	1262882__R5MFK5__BN519_00378
ERR1913204.70715__1.70715	214856__R6YD52__ERS852447_02171
ERR1913204.70854__1.70854	214856__I3YPP9__Alfi_2707
ERR1913204.70935__1.70935	1262882__R5N1Z9__BN519_01020
ERR1913204.71000__1.71000	47678__A5ZEA3__ERS852558_00257
ERR1913204.71022__1.71022	214856__I3YMC8__ERS852447_02666
ERR1913204.71076__1.71076	214856__A0A174EJT5__mnmA
ERR1913204.71246__1.71246	214856__R6XNE7__ERS852447_02267
ERR1913204.71352__1.71352	328814__GCA_004558275.1_00076
ERR1913204.71353__1.71353	47678__R5U9Z0__HMPREF1061_03210
ERR1913204.71359__1.71359	47678__R5U8D1__CGC64_17595
ERR1913204.71375__1.71375	214856__I3YMB7__Alfi_1811
ERR1913204.71383__1.71383	239935__A0A2N8IVR0__CXT87_07115
ERR1913204.71507__1.71507	1501391__GCA_000786575.1_00012
ERR1913204.71630__1.71630	1262882__R5MGX3__BN519_00046
ERR1913204.71672__1.71672	239935__A0A2N8I3G2__CXT89_00720
ERR1913204.71684__1.71684	1262743__R5C054__BN727_01980
ERR1913204.71746__1.71746	328814__GCA_004558275.1_00995
ERR1913204.71903__1.71903	1262882__R5MRS7__BN519_01490
ERR1913204.72041__1.72041	487174__K0X6A4__HMPREF9448_00105
ERR1913204.72172__1.72172	1501391__GCA_000786575.1_00091
ERR1913204.72315__1.72315	214856__A0A174EJT5__mnmA
ERR1913204.72514__1.72514	214856__R5UN64__ERS852447_02669
ERR1913204.72657__1.72657	1262882__R5MHZ2__BN519_00742
ERR1913204.72702__1.72702	1262911__R6H174__BN557_01246
ERR1913204.72743__1.72743	39492__D4JT87__clpC
ERR1913204.72748__1.72748	1965604__A0A1Y4EWM5__B5F54_02845
ERR1913204.72752__1.72752	214856__R6XUN2__rcsC_1
ERR1913204.72868__1.72868	936548__J0SVQ5__HMPREF1136_1580
ERR1913204.72962__1.72962	28118__F9ZAB4__B5F93_06270
ERR1913204.72999__1.72999	214856__I3YMC8__ERS852447_02666
ERR1913204.73142__1.73142	214856__R5UN64__ERS852447_02669
ERR1913204.73160__1.73160	214856__R6Z288__ERS852447_00734
ERR1913204.73291__1.73291	214856__R6Z5D0__resA_4
ERR1913204.73417__1.73417	214856__R6YD52__ERS852447_02171
ERR1913204.73458__1.73458	1262882__R5MGX3__BN519_00046
ERR1913204.73499__1.73499	214856__R6Z7Q9__ERS852447_02172
ERR1913204.73518__1.73518	818__Q8A112__BT_3859
ERR1913204.73584__1.73584	1262911__R6H174__BN557_01246
ERR1913204.73630__1.73630	47678__A0A174VGP6__HMPREF1061_01625
ERR1913204.73753__1.73753	214856__R6XS46__ERS852559_00812
ERR1913204.73760__1.73760	28118__F9Z7U8__DF785_12305
ERR1913204.73822__1.73822	487174__K0X9T7__HMPREF9448_00996
ERR1913204.73851__1.73851	214856__A0A174CRY5__ERS852559_01060
ERR1913204.73958__1.73958	214856__R6XTZ7__ERS852447_02314
ERR1913204.73989__1.73989	487174__K0X7X4__DIT83_09125
ERR1913204.74002__1.74002	28118__R6FGR0__dapF
ERR1913204.74299__1.74299	487174__K0X789__DIT83_10440
ERR1913204.74490__1.74490	39496__A5Z5I2__EUBVEN_00963
ERR1913204.74652__1.74652	214856__A0A174CRY5__ERS852559_01060
ERR1913204.74781__1.74781	214856__R6Z288__ERS852447_00734
ERR1913204.74750__1.74750	214856__I3YPN9__ERS852447_01389
ERR1913204.74869__1.74869	28117__B0MZ14__ALIPUT_02383
ERR1913204.74847__1.74847	214856__A0A175A6T5__ERS852447_02658
ERR1913204.74935__1.74935	301302__R5ULQ3__ERS852420_02626
ERR1913204.74942__1.74942	214856__R6Y6H8__ERS852447_01719
ERR1913204.75034__1.75034	47678__R5U2I4__ERS852558_03712
ERR1913204.75125__1.75125	1262882__R5MQ68__BN519_01178
ERR1913204.75248__1.75248	39492__D4JWB3__EUBSIR_00040
ERR1913204.75267__1.75267	1262882__R5MJZ7__BN519_01272
ERR1913204.75276__1.75276	214856__A0A175A6T5__ERS852447_02658
ERR1913204.75307__1.75307	239935__B2UPZ6__CXU03_03800
ERR1913204.75597__1.75597	214856__I3YMN6__Alfi_1938
ERR1913204.75701__1.75701	214856__R5UN64__ERS852447_02669
ERR1913204.75874__1.75874	301302__A0A173RZU9__M72_23561
ERR1913204.75931__1.75931	487174__K0X429__HMPREF9448_00932
ERR1913204.76034__1.76034	214856__I3YPP1__Alfi_2699
ERR1913204.76316__1.76316	410072__A0A3E4GMB7__COPCOM_03357
ERR1913204.76410__1.76410	706562__GCA_900112995.1_02127
ERR1913204.76544__1.76544	214856__R6YBX3__msbA_2
ERR1913204.76757__1.76757	39492__D4JTI2__ERS852540_00694
ERR1913204.76930__1.76930	214856__R6XRA1__vatD_3
ERR1913204.77115__1.77115	47678__R5UXY0__CGC64_03535
ERR1913204.77404__1.77404	214856__A0A173W3Y5__ERS852559_02032
ERR1913204.77566__1.77566	853__A0A329UEG4__CHR60_00585
ERR1913204.77596__1.77596	214856__I3YPQ4__Alfi_2712
ERR1913204.77616__1.77616	818__R6VB25__BSIG_5053
ERR1913204.77687__1.77687	239935__A0A2N8ITX2__CXT86_11265
